,Concept_ID,is,ku
62,Geschmack::N,smekkur,tam
63,Geruch::N,lykt,bêhn
64,Schlaf::N,svefn,xew
65,Traum::N,draumur,xewn
66,Himmel::N,himinn,ezman
67,Sonne::N,sól,roj
68,Mond::N,tungl,heyv
69,Stern::N,stjarna,stêrk
70,Luft::N,loft,ba
71,Wind::N,vindur,ba
72,Welle::N,alda,şewl
73,Welle::N,bylgja,şewl
74,Wasser::N,vatn,av
75,Stein::N,steinn,kevir
76,Boden::N,botn,herd
77,Erde::N,jörð,ax
78,Staub::N,ryk,toz
79,Staub::N,duft,toz
80,Rauch::N,reykur,dû
81,Funke::N,neisti,çirûşk
82,Feuer::N,eldur,agir
83,Licht::N,ljós,ronahî
84,Schatten::N,skuggi,sî
85,Wetter::N,veður,hewa
86,Nebel::N,þoka,mij
87,Wolke::N,ský,ewr
88,Regen::N,regn,baran
89,Schnee::N,snjór,berf
90,Eis::N,ís,qeşa
91,Frost::N,frost,xûsik
92,Kälte::N,kuldi,serma
93,Hitze::N,hiti,germayî
94,Raureif::N,hrím,şext
95,Regenbogen::N,regnbogi,heftreng
96,Donner::N,þruma,gire-gir
97,Strömung::N,straumur,şewl
98,Tropfen::N,dropi,dilop
99,Schaum::N,froða,kef
100,Schmutz::N,óhreinindi,gemar
101,See::N,stöðuvatn,gol
102,Sumpf::N,fen,hezek
103,Moor::N,mýri,mafêl
104,Wiese::N,engi,sûrik
105,Wald::N,skógur,çiya
106,Wald::N,skógur,daristan
107,Hügel::N,hæð,gir
108,Hügel::N,hóll,gir
109,Anhöhe::N,hæð,sere gir
110,Anhöhe::N,hóll,sere gir
111,Berg::N,fell,kaş
112,Berg::N,fjall,kaş
113,Gipfel::N,tindur,sere gir
114,Höhle::N,hellir,şikeft
115,Abhang::N,hlíð,kaş
116,Abhang::N,brekka,kaş
117,Quelle::N,lind,kanî
118,Quelle::N,uppspretta,kanî
119,Bach::N,lækur,çem
120,Fluss::N,á,çem
121,Fluss::N,á,rûbar
122,Fluss::N,fljót,çem
123,Fluss::N,fljót,rûbar
124,Ufer::N,árbakki,kevî
125,Ufer::N,sjávarbakki,kevî
126,Küste::N,strönd,berav
127,Festland::N,meginland,bejahî
128,Meer::N,haf,behr
129,Meer::N,sjór,behr
130,Bucht::N,vík,derav
131,Insel::N,eyja,girav
132,Blume::N,blóm,kulînk
133,Gras::N,gras,giha
134,Wurzel::N,rót,reh
135,Baum::N,tré,dar
136,Stamm::N,stofn,bavik
137,Rinde::N,börkur,qaqil
138,Ast::N,grein,gulî
139,Zweig::N,angi,şax
140,Zweig::N,kvistur,şax
141,Blatt::N,blað,pel
142,Birke::N,birki,dara sipî
143,Kiefer[Baum]::N,fura,dara bî
144,Weide[Baum]::N,víðir,dara belalûk
145,Tanne::N,greni,merx
146,Horn::N,horn,strô
147,Feder::N,fjöður,pîrtîk
148,Fell::N,skinn,heyar
149,Flügel::N,vængur,per
150,Klaue::N,kló,napîk
151,Kralle::N,kló,dinik
152,Kralle::N,kló,dirnax
153,Schwanz::N,rófa,dûv
154,Schwanz::N,skott,dûv
155,Ei::N,egg,hêk
156,Nest::N,hreiður,hêlîn
157,Bau::N,greni,avahî
158,Bau::N,bæli,avahî
159,Tier::N,dýr,heywan
160,Herde::N,hjörð,hoz
161,Kuh::N,kýr,çêlek
162,Bulle::N,boli,ga
163,Pferd::N,hestur,hesp
164,Schaf::N,kind,mîh
165,Schwein::N,svín,beraz
166,Hund::N,hundur,seh
167,Katze::N,köttur,pişîk
168,Bär::N,björn,hirç
169,Eichhörnchen::N,íkorni,pilûr
170,Elch::N,elgur,pazkovî
171,Fuchs::N,refur,rovî
172,Hase::N,héri,kîroşk
173,Maus::N,mús,mişk
174,Wolf::N,úlfur,gur
175,Vogel::N,fugl,çûk
176,Schwarm::N,sægur,lufik
177,Huhn::N,hæna,mirîşk
178,Hahn::N,hani,dîk
179,Gans::N,gæs,qaz
180,Adler::N,örn,eylo
181,Ente::N,önd,werdek
182,Eule::N,uggla,bûm
183,Eule::N,uggla,kund
184,Kranich::N,trana,quling
185,Krähe::N,kráka,qijik
186,Kuckuck::N,gaukur,pepûk
187,Schwan::N,svanur,qû
188,Fisch::N,fiskur,masî
189,Barsch::N,aborri,okûn
190,Hecht::N,gedda,mesîyê lûf
191,Schlange[Tier]::N,naðra,mar
192,Wurm::N,ormur,kurm
193,Spinne::N,kónguló,pîrê
194,Ameise::N,maur,mîro
195,Ameise::N,maur,gêrîk
196,Laus::N,lús,spi
197,Mücke::N,mý,mêş
198,Mücke::N,mýfluga,mêş
199,Fliege::N,fluga,mêş
200,Schmetterling::N,fiðrildi,perperîk
201,Beere::N,ber,hirç
202,Apfel::N,epli,sêv
203,Pilz::N,sveppur,bîrov
204,Zwiebel::N,laukur,pîvaz
205,Saat::N,fræ,tov
206,Saat::N,útsæði,tov
207,Korn::N,korn,dexl
208,Heu::N,hey,sap
209,Schale::N,hýði,qaşik
210,Grube::N,gryfja,çahl
211,Falle::N,gildra,dafik
212,Schlinge::N,snara,dahf
213,Spur::N,spor,rêç
214,Asche::N,aska,xweli
215,Dreck::N,óþverri,gemarî
216,Eisen::N,járn,hesing
217,Gold::N,gull,zêr
218,Silber::N,silfur,zîv
219,Kohle::N,kol,komir
220,Glas::N,gler,qedeh
221,Lehm::N,leir,kelpîç
222,Sand::N,sandur,qûm
223,Mensch::N,maður,mirov
224,Mensch::N,manneskja,mirov
225,Mann::N,maður,mêr
226,Mann::N,karlmaður,mêr
227,Frau::N,kona,jin
228,Kind::N,barn,zarok
229,Kind::N,krakki,zarok
230,Junge::N,drengur,kur
231,Mädchen::N,stelpa,keç
232,Mädchen::N,stelpa,keçik
233,Familie::N,fjölskylda,malbat
234,Großvater::N,afi,bapîr
235,Großmutter::N,amma,pîrik
236,Eltern::N,foreldrar,bavudê
237,Vater::N,faðir,bav
238,Mutter::N,móðir,dê
239,Mutter::N,móðir,dayik
240,Sohn::N,sonur,kur
241,Tochter::N,dóttir,keç
242,Bruder::N,bróðir,bira
243,Schwester::N,systir,xweh
244,Onkel::N,föðurbróðir,am
245,Onkel::N,föðurbróðir,xal
246,Tante::N,frænka,metik
247,Tante::N,frænka,xaltîk
248,Tante::N,móðursystir,metik
249,Tante::N,móðursystir,xaltîk
250,Ehemann::N,eiginmaður,mêr
251,Ehefrau::N,eiginkona,kulfet
252,Freude::N,gleði,kêfxweşî
253,Gelächter::N,hlátur,pîrqînî
254,Glück::N,gæfa,bext
255,Kummer::N,sorg,derd
256,Wunsch::N,ósk,daxwaz
257,Wunsch::N,ósk,xwestek
258,Lust::N,fýsn,şewq
259,Lust::N,löngun,şewq
260,Geist::N,andi,aqil
261,Gedanke::N,hugsun,fikir
262,Gedächtnis::N,minni,aqil
263,Verstand::N,vit,fêm
264,Sinn::N,merking,aqil
265,Grund::N,ástæða,asas
266,Wahrheit::N,sannleikur,rastî
267,Gespräch::N,samtal,guftûgo
268,Märchen::N,ævintýri,çirok
269,Erzählung::N,saga,çirok
270,Erzählung::N,saga,vegotin
271,Nachricht::N,frétt,nûçe
272,Neuigkeit::N,frétt,hewal
273,Name::N,nafn,nav
274,Name::N,nafn,paşnav
275,Rätsel::N,gáta,tiştonek
276,Rede::N,ræða,gotar
277,Rede::N,ræða,axavtin
278,Sprache::N,mál,ziman
279,Sprache::N,tungumál,ziman
280,Stimme::N,rödd,pejn
281,Wort::N,orð,gotin
282,Zeichen::N,tákn,şanek
283,Zeichen::N,merki,şanek
284,Ruf::N,kall,hawar
285,Lärm::N,hávaði,xarbalix
286,Laut::N,hljóð,deng
287,Laut::N,hljóð,hês
288,Ton::N,tónn,awaz
289,Lied::N,ljóð,sitran
290,Lied::N,söngur,sitran
291,Ruhe::N,ró,rihetî
292,Ruhe::N,kyrrð,rihetî
293,Leute::N,fólk,xelk
294,Volk::N,þjóð,xelk
295,Arbeit::N,vinna,xebat
296,Gast::N,gestur,mêvan
297,Geschenk::N,gjöf,diyarî
298,Spiel::N,leikur,lîstik
299,Gesellschaft::N,selskapur,komal
300,Hilfe::N,hjálp,alîkarî
301,Freund::N,vinur,heval
302,Kamerad::N,félagi,heval
303,Angelegenheit::N,mál,pirsgirêk
304,Angelegenheit::N,málefni,pirsgirêk
305,Anzahl::N,tala,çend
306,Anzahl::N,fjöldi,çend
307,Art::N,tegund,çeh
308,Stück::N,biti,lib
309,Stück::N,biti,parçe
310,Stück::N,stykki,lib
311,Stück::N,stykki,parçe
312,Teil::N,hluti,parçe
313,Teil::N,partur,parçe
314,Hälfte::N,helmingur,nîvî
315,Kreis::N,hringur,çemil
316,Kreuz::N,kross,xaç
317,Kreuz::N,krossmark,xaç
318,Linie::N,lína,xezik
319,Strich::N,strik,xezik
320,Abstand::N,millibil,dûrahî
321,Entfernung::N,fjarlægð,dûrahî
322,Gegend::N,hérað,dever
323,Platz::N,pláss,çih
324,Ort::N,staður,dever
325,Seite::N,hlið,rûpel
326,Mitte::N,miðja,nav
327,Mitte::N,miðja,nabênê
328,Gegenstand::N,hlutur,tişt
329,Sache::N,mál,tişt
330,Rand::N,brún,kevî
331,Kante::N,rönd,kevî
332,Ecke::N,horn,qunç
333,Spitze::N,oddur,derzî
334,Ende::N,endi,talî
335,Loch::N,gat,qul
336,Loch::N,hola,qul
337,Winkel::N,skot,kurnîşk
338,Winkel::N,krókur,kurnîşk
339,Muster::N,munstur,desen
340,Größe::N,stærð,mezinî
341,Länge::N,lengd,dirêjahî
342,Höhe::N,hæð,bilindayî
343,Gewicht::N,vigt,giranî
344,Gewicht::N,þyngd,giranî
345,Menge::N,magn,qas
346,Haufen::N,hrúga,lod
347,Haufen::N,haugur,lod
348,Reihe::N,röð,rêz
349,Boot::N,bátur,kelek
350,Ruder::N,ár,bêrik
351,Schlitten::N,sleði,xîjik
352,Ski::N,skíði,lakan
353,Lagerfeuer::N,varðeldur,agir
354,Last::N,byrði,bar
355,Last::N,farmur,bar
356,Gang::N,ganga,fîtêz
357,Schritt::N,skref,gav
358,Norden::N,norður,bakur
359,Süden::N,suður,başur
360,Westen::N,vestur,rojava
361,Osten::N,austur,rojhilat
362,Holz::N,viður,dep
363,Brett::N,fjöl,dep
364,Platte::N,flötur,dep
365,Stütze::N,stoð,destek
366,Stange::N,stöng,sing
367,Stock::N,prik,çam
368,Stock::N,stafur,çam
369,Stab::N,prik,qat
370,Stab::N,stafur,qat
371,Rohr::N,rör,borî
372,Rohr::N,pípa,borî
373,Haus::N,hús,mal
374,Haus::N,hús,xanî
375,Heim::N,heimili,mal
376,Ofen::N,ofn,sobe
377,Fußboden::N,gólf,binpê
378,Tisch::N,borð,mase
379,Stuhl::N,stóll,kursî
380,Wiege::N,vagga,derguş
381,Bett::N,rúm,qerewêle
382,Bett::N,hvíla,qerewêle
383,Regal::N,hilla,rêbaz
384,Kiste::N,kassi,sindoq
385,Fenster::N,gluggi,çam
386,Fenster::N,gluggi,şibeke
387,Tür::N,dyr,derî
388,Tür::N,hurð,derî
389,Tor::N,hlið,derge
390,Zaun::N,girðing,hejik
391,Zaun::N,limgarður,hejik
392,Dach::N,þak,sere xanî
393,Leiter::N,stigi,pêling
394,Besen::N,sópur,melkes
395,Spaten::N,spaði,mer
396,Schaufel::N,skófla,bêr
397,Gabel::N,gaffall,çetel
398,Löffel::N,skeið,kevçî
399,Messer::N,hnífur,kêr
400,Nagel::N,nögl,bizmar
401,Netz::N,net,tor
402,Haken::N,krókur,çenqel
403,Griff::N,tak,destî
404,Schloss::N,lás,qonax
405,Bild::N,mynd,dimen
406,Figur::N,stytta,figûr
407,Puppe::N,brúða,bûk
408,Beutel::N,poki,kîsik
409,Beutel::N,baggi,kîsik
410,Bündel::N,böggull,pêçek
411,Tasche::N,veski,bêrîk
412,Eimer::N,fata,dewl
413,Deckel::N,lok,devik
414,Geschirr::N,leirtau,ferax
415,Sack::N,sekkur,tûr
416,Tasse::N,bolli,kada
417,Topf::N,pottur,beroş
418,Kessel::N,ketill,şîril
419,Essen::N,matur,xwarin
420,Nahrung::N,fæða,xwarin
421,Speise::N,réttur,xwarin
422,Speise::N,matarréttur,xwarin
423,Fleisch::N,kjöt,goşt
424,Getreide::N,korn,zad
425,Brei::N,grautur,hewdêl
426,Brot::N,brauð,
427,Scheibe::N,sneið,parçe
428,Fett::N,fita,rûn
429,Butter::N,smjör,rûn
430,Öl::N,olía,rûn
431,Salz::N,salt,xwe
432,Suppe::N,súpa,şorbe
433,Honig::N,hunang,hingiv
434,Milch::N,mjólk,şîr
435,Tee::N,te,çay
436,Leder::N,skinn,çerm
437,Wolle::N,ull,herî
438,Stoff::N,dúkur,paç
439,Nadel::N,nál,derzî
440,Faden::N,þráður,ta
441,Knopf::N,tala,bişkok
442,Knopf::N,hnappur,bişkok
443,Knoten::N,hnútur,girêk
444,Farbe::N,málning,boyax
445,Kleidung::N,búningur,çil
446,Kleidung::N,klæðnaður,çil
447,Hemd::N,skyrta,qutik
448,Hemd::N,skyrta,miltan
449,Kragen::N,kragi,stûvang
450,Kragen::N,flibbi,stûvang
451,Ärmel::N,ermi,hûçik
452,Hose::N,buxur,şewel
453,Gürtel::N,belti,qayiş
454,Mütze::N,húfa,fîno
455,Schuh::N,skór,şêkal
456,Stiefel::N,stígvél,gizme
457,Stiefel::N,stígvél,çizme
458,Ring::N,hringur,xelek
459,Band::N,band,band
460,Kamm::N,greiða,şeh
461,Spiegel::N,spegill,eynik
462,Riemen::N,ól,qayiş
463,Riemen::N,reim,qayiş
464,Schnur::N,snúra,doxin
465,Leine::N,band,şirît
466,Decke::N,teppi,bataniye
467,Kissen::N,koddi,balgî
468,Tuch::N,klútur,şar
469,Handtuch::N,þurrka,dezmal
470,Handtuch::N,handklæði,dezmal
471,Kraft::N,afl,hêz
472,Kraft::N,afl,qewet
473,Kraft::N,kraftur,hêz
474,Kraft::N,kraftur,qewet
475,Stärke::N,styrkur,xurtî
476,Gesundheit::N,heilsa,nojdarî
477,Gesundheit::N,heilbrigði,nojdarî
478,Krankheit::N,sjúkdómur,nexweşî
479,Schmerz::N,sársauki,êş
480,Wunde::N,sár,kul
481,Fieber::N,hitasótt,ta
482,Arznei::N,lyf,derman
483,Brücke::N,brú,kopî
484,Brunnen::N,brunnur,çal
485,Brunnen::N,brunnur,kani
486,Weide::N,hagi,beyar
487,Pfad::N,stígur,xaçirek
488,Weg::N,vegur,rê
489,Straße::N,gata,rê
490,Straße::N,stræti,rê
491,Dorf::N,þorp,gund
492,Stadt::N,borg,baçar
493,Brief::N,bréf,name
494,Buch::N,bók,kitêb
495,Buch::N,bók,pirtûk
496,Buchstabe::N,bókstafur,herf
497,Zeitung::N,dagblað,rojname
498,Leben::N,líf,jiyan
499,Tod::N,dauði,mirin
500,Grab::N,gröf,mezel
501,Kirche::N,kirkja,gilyas
502,Sünde::N,synd,guneh
503,Gott::N,guð,xwedê
504,Arbeiter::N,verkamaður,hîşçî
505,Chef::N,yfirmaður,bêg
506,Meister::N,meistari,hoste
507,Arzt::N,læknir,doktor
508,Lehrer::N,kennari,mamoste
509,Geld::N,peningar,pere
510,Geschäft::N,viðskipti,firoşgeh
511,Laden::N,búð,dikan
512,Laden::N,verslun,dikan
513,Preis::N,verð,buha
514,Ware::N,vara,tişt
515,Nutzen::N,gagn,fêde
516,Reichtum::N,auður,serwet
517,Welt::N,veröld,dinya
518,Land::N,land,welat
519,Staat::N,ríki,dewlet
520,König::N,konungur,şah
521,König::N,konungur,qral
522,Macht::N,vald,qewet
523,Macht::N,vald,destihilat
524,Grenze::N,landamæri,kevî
525,Krieg::N,stríð,çeng
526,Krieg::N,stríð,sêwaş
527,Feind::N,fjandmaður,dijmin
528,Gewalt::N,ofbeldi,zor
529,Kampf::N,bardagi,şer
530,Bogen[Waffe]::N,bogi,kêvan
531,Pfeil::N,ör,çîrik
532,Gewehr::N,byssa,tifing
533,Fehler::N,villa,şaşî
534,Lüge::N,lygi,derew
535,Schaden::N,skemmd,xisar
536,Unglück::N,óhamingja,bêbextî
537,Schuld::N,sök,suç
538,Alter::N,aldur,temen
539,Schluss::N,lok,girtin
540,Schluss::N,endir,girtin
541,Zeit::N,tími,çax
542,Tag::N,dagur,roj
543,Morgen::N,morgunn,sibeh
544,Mittag::N,hádegi,nîro
545,Abend::N,kvöld,êvar
546,Nacht::N,nótt,şev
547,Woche::N,vika,heftî
548,Monat::N,mánuður,meh
549,Jahr::N,ár,sal
550,Frühling::N,vor,bihar
551,Sommer::N,sumar,havîn
552,Herbst::N,haust,payîz
553,Winter::N,vetur,zistan
554,Januar::N,janúar,çile
555,Februar::N,február,sibat
556,März::N,mars,adar
557,April::N,apríl,nîsan
558,Mai::N,maí,gûlan
559,Juni::N,júní,hezîran
560,Juli::N,júlí,tîmeh
561,August::N,ágúst,tebax
562,September::N,september,îlon
563,Oktober::N,október,çotmeh
564,November::N,nóvember,mijdar
565,Dezember::N,desember,kanûn
566,Montag::N,mánudagur,duşemb
567,Dienstag::N,þriðjudagur,sêşem
568,Mittwoch::N,miðvikudagur,çarşemb
569,Donnerstag::N,fimmtudagur,pêşemb
570,Freitag::N,föstudagur,în
571,Samstag::N,laugardagur,şemî
572,Sonntag::N,sunnudagur,yekşemb
573,groß::A,stór,mezin
574,klein::A,lítill,çûçik
575,lang::A,langur,dirêj
576,kurz::A,stuttur,kin
577,breit::A,breiður,fireh
578,schmal::A,mjór,tenik
579,dicht::A,þéttur,gir
580,dick[Gegenstand]::A,þykkur,şîşman
581,dünn::A,þunnur,zirav
582,fein::A,fíngerður,tenik
583,fest::A,fastur,saxlem
584,flach::A,flatur,pahn
585,glatt::A,háll,dûz
586,glatt::A,háll,şayîk
587,glatt::A,sléttur,dûz
588,glatt::A,sléttur,şayîk
589,hart::A,harður,hişk
590,weich::A,mjúkur,nerm
591,rund::A,kringlóttur,gilover
592,spitz::A,oddhvass,pîj
593,scharf::A,beittur,tûj
594,stumpf::A,bitlaus,ne tûj
595,schwer::A,þungur,giran
596,schön::A,fagur,xweş
597,schön::A,fagur,xweşik
598,schön::A,fallegur,xweş
599,schön::A,fallegur,xweşik
600,heiß::A,heitur,kelandî
601,warm::A,hlýr,germ
602,warm::A,heitur,germ
603,kalt::A,kaldur,sar
604,kühl::A,svalur,jemîrî
605,frisch::A,frískur,ter
606,feucht::A,rakur,şil
607,feucht::A,þvalur,şil
608,nass::A,votur,şilek
609,nass::A,blautur,şilek
610,trocken::A,þurr,zuwa
611,voll::A,fullur,tijî
612,leer::A,tómur,vala
613,offen::A,opinn,vekirî
614,geschlossen::A,lokaður,asê
615,sauber::A,þrifinn,pakij
616,schmutzig::A,óhreinn,lewitî
617,schmutzig::A,sóðalegur,lewitî
618,roh::A,hrár,xav
619,reif::A,þroskaður,gihaştî
620,lecker::A,ljúffengur,xweş
621,süß::A,sætur,şîrîn
622,bitter::A,beiskur,tahl
623,sauer::A,súr,tirş
624,hell::A,bjartur,ronî
625,dunkel::A,dimmur,tarî
626,schwarz::A,svartur,reş
627,weiß::A,hvítur,sipî
628,rot::A,rauður,sor
629,gelb::A,gulur,zer
630,blau::A,blár,şîn
631,grün::A,grænn,şîn
632,grau::A,grár,gewr
633,bunt::A,marglitur,rengîn
634,billig::A,ódýr,erzan
635,teuer::A,dýr,biha
636,wertvoll::A,verðmætur,hêja
637,wertvoll::A,verðmætur,giranbiha
638,blind::A,blindur,kor
639,taub::A,heyrnarlaus,kerr
640,kräftig::A,öflugur,gir
641,kräftig::A,öflugur,xurt
642,stark::A,sterkur,xurt
643,schwach::A,veill,kesad
644,fett::A,feitur,qelew
645,schlank::A,grannur,zirav
646,schlank::A,spengilegur,zirav
647,hübsch::A,snotur,xweşik
648,hübsch::A,laglegur,xweşik
649,böse::A,illur,xerab
650,böse::A,illur,aciz
651,böse::A,vondur,xerab
652,böse::A,vondur,aciz
653,dumm::A,heimskur,gêj
654,faul::A,latur,têmbêl
655,fleißig::A,iðinn,jêhatî
656,geizig::A,nískur,destgirtî
657,klug::A,hygginn,baqil
658,geschickt::A,fimur,zîrek
659,geschickt::A,fimur,ziring
660,geschickt::A,laginn,zîrek
661,geschickt::A,laginn,ziring
662,lieb::A,kær,delal
663,lieb::A,ljúfur,delal
664,lustig::A,kátur,kêfxweş
665,sanft::A,blíður,nazenîn
666,hungrig::A,soltinn,birçî
667,hungrig::A,hungraður,birçî
668,krank::A,sjúkur,nexweş
669,nackt::A,nakinn,rût
670,nackt::A,nakinn,tazî
671,traurig::A,dapur,xemgîn
672,traurig::A,hryggur,xemgîn
673,lebendig::A,lifandi,bisaxî
674,gut::A,góður,baş
675,schlecht::A,slæmur,xerab
676,schlecht::A,lélegur,xerab
677,richtig::A,réttur,rast
678,richtig::A,réttur,saxlem
679,schlimm::A,slæmur,nebaş
680,wahr::A,sannur,rast
681,alt::A,gamall,pîr
682,alt::A,gamall,kevn
683,neu::A,nýr,nû
684,ehemalig::A,fyrrverandi,kevnar
685,ehemalig::A,fyrrverandi,peşidar
686,alt[Lebewesen]::A,gamall,pîr
687,jung::A,ungur,xort
688,arm::A,vesall,feqîr
689,arm::A,vesall,desteng
690,arm::A,fátækur,feqîr
691,arm::A,fátækur,desteng
692,reich::A,ríkur,dewlemend
693,reich::A,auðugur,dewlemend
694,bekannt::A,kunnugur,naskirî
695,berühmt::A,frægur,navdar
696,fremd::A,framandi,xerîb
697,fremd::A,ókunnugur,xerîb
698,verschieden::A,ýmis,çîhê
699,nah::A,nálægur,nêzîk
700,fern::A,fjarri,dûr
701,fern::A,fjarlægur,dûr
702,linker::A,vinstri,çepê
703,rechter::A,hægri,rastê
704,anderer::A,annar,yê din
705,erster::A,fyrsti,yekemîn
706,zweiter::A,annar,duda
707,dritter::A,þriðji,sisêya
708,letzter::A,síðasti,paşîn
709,allein::ADV,einn,tenê
710,allein::ADV,aleinn,tenê
711,auf einmal::ADV,allt í einu,jar kê
712,zusammen::ADV,saman,tev
713,zusammen::ADV,saman,bi hev re
714,lange::ADV,lengi,dirêj
715,plötzlich::ADV,skyndilega,ji nişkave
716,sofort::ADV,strax,yekser
717,sofort::ADV,þegar í stað,yekser
718,später::ADV,seinna,paşiyê
719,jetzt::ADV,nú,nuha
720,jetzt::ADV,núna,nuha
721,heute::ADV,í dag,îro
722,morgen::ADV,á morgun,sibeh
723,bald::ADV,brátt,nêzîk
724,bald::ADV,bráðum,nêzîk
725,dann::ADV,svo,paşê
726,dann::ADV,síðan,paşê
727,gestern::ADV,í gær,do
728,einst::ADV,forðum,jar ke
729,damals::ADV,þá,hîngî
730,damals::ADV,á þeim tímum,hîngî
731,danach::ADV,á eftir því,piştra
732,vorher::ADV,áður,pîşî
733,zuerst::ADV,fyrst,bere
734,einmal::ADV,einu sinni,çarik
735,manchmal::ADV,stundum,çarna
736,oft::ADV,oft,gelek çaran
737,immer::ADV,alltaf,daîm
738,immer::ADV,sífellt,daîm
739,niemals::ADV,aldrei,tu çar
740,hier::ADV,hér,li vir
741,hierhin::ADV,hingað,vir
742,von hier::ADV,héðan,ji vir
743,dort::ADV,þar,li wê derê
744,dort::ADV,þarna,li wê derê
745,dorthin::ADV,þangað,wêda
746,geradeaus::ADV,beint áfram,rastê rast
747,vorwärts::ADV,áfram,ber bi pêş
748,rückwärts::ADV,aftur á bak,paşpê
749,zurück::ADV,aftur,paşdo
750,zurück::ADV,aftur,paşvê
751,zurück::ADV,til baka,paşdo
752,zurück::ADV,til baka,paşvê
753,unten::ADV,niðri,jêrî
754,unten::ADV,fyrir neðan,jêrî
755,hinab::ADV,niður,berjêr
756,hinab::ADV,niður eftir,berjêr
757,oben::ADV,uppi,banî
758,hinauf::ADV,upp,banî
759,hinauf::ADV,upp eftir,banî
760,überall::ADV,alls staðar,li her derê
761,nicht::ADV,ekki,ne
762,nicht::ADV,ekki,nîn
763,nicht::ADV,ekki,tine
764,ein wenig::ADV,dálítið,hebkî
765,kaum::ADV,varla,tema
766,kaum::ADV,varla,himangi
767,kaum::ADV,tæplega,tema
768,kaum::ADV,tæplega,himangi
769,sehr::ADV,mjög,gelek
770,so::ADV,svo,weha
771,so::ADV,þannig,weha
772,noch::ADV,enn,hêj
773,noch::ADV,enn,dîsa
774,noch::ADV,ennþá,hêj
775,noch::ADV,ennþá,dîsa
776,nur::ADV,bara,tenê
777,nur::ADV,bara,bes
778,nur::ADV,aðeins,tenê
779,nur::ADV,aðeins,bes
780,schon::ADV,nú þegar,hew
781,wieder::ADV,aftur,jar din
782,wieder::ADV,aftur,dîsa
783,wieder::ADV,að nýju,jar din
784,wieder::ADV,að nýju,dîsa
785,vergebens::ADV,árangurslaust,deya çun
786,vergebens::ADV,árangurslaust,îfleh bûn
787,vor::PRP,fyrir,li ber
788,hinter::PRP,bak við,li pişt
789,hinter::PRP,aftur fyrir,li pişt
790,unter::PRP,undir,li bin
791,durch::PRP,gegnum,kura
792,neben::PRP,hjá,li ba
793,neben::PRP,við hliðina á,li ba
794,zwischen::PRP,milli,nabeyne
795,zwischen::PRP,milli,di nav...da
796,zwischen::PRP,á milli,nabeyne
797,zwischen::PRP,á milli,di nav...da
798,wegen::PRP,vegna,ji bo
799,wegen::PRP,vegna,ji ber
800,dies::PRN,þetta,ev
801,das::PRN,það,ev
802,alles::PRN,allt,hemû
803,ich::PRN,ég,ez
804,du::PRN,þú,tu
805,er::PRN,hann,wî
806,wir::PRN,við,êm
807,ihr::PRN,þið,hûn
808,sie::PRN,þær,we
809,sie::PRN,þeir,we
810,was::FPRN,hvað,çi
811,wer::FPRN,hver,ki
812,wo::FADV,hvar,li ku dere
813,wohin::FADV,hvert,li ku dere
814,wie::FADV,hvernig,çawa
815,warum::FADV,hvers vegna,çima
