,Concept_ID,it,sah
91,Regen::N,pioggia,самыыр
92,Schnee::N,neve,хаар
93,Eis::N,ghiaccio,муус
94,Frost::N,gelo,тымныы
95,Kälte::N,freddo,тымныы
96,Hitze::N,caldo,куйаас
97,Hitze::N,calura,куйаас
98,Raureif::N,brina,кырыа
99,Regenbogen::N,arcobaleno,кустук
100,Donner::N,tuono,этиҥ
101,Strömung::N,corrente,сүүрүк
102,Tropfen::N,goccia,таммах
103,Tropfen::N,goccia,хааппыла
104,Schaum::N,spuma,күүгэн
105,Schaum::N,schiuma,күүгэн
106,Schmutz::N,sudiciume,кир
107,See::N,lago,күөл
108,Sumpf::N,palude,бадараан
109,Moor::N,torbiera,дьэбэрэ
110,Wiese::N,prato,ходуһа
111,Wald::N,bosco,ойуур
112,Wald::N,foresta,ойуур
113,Hügel::N,colle,булгунньах
114,Hügel::N,collina,булгунньах
115,Anhöhe::N,altura,үрдэл
116,Berg::N,monte,хайа
117,Berg::N,montagna,хайа
118,Gipfel::N,cima,чыпчаал
119,Höhle::N,grotta,хайа_хаспаҕа
120,Höhle::N,grotta,көҥүс
121,Höhle::N,caverna,хайа_хаспаҕа
122,Höhle::N,caverna,көҥүс
123,Abhang::N,pendìo,эниэ
124,Quelle::N,sorgente,дьүүктэ
125,Bach::N,ruscello,үрүйэ
126,Fluss::N,fiume,өрүс
127,Ufer::N,riva,биэрэк
128,Küste::N,costa,кытыл
129,Festland::N,terraferma,кураанах сир
130,Meer::N,mare,муора
131,Bucht::N,cala,хомо
132,Bucht::N,cala,бухта
133,Insel::N,ìsola,арыы
134,Blume::N,fiore,сибэкки
135,Gras::N,erba,от
136,Wurzel::N,radice,силис
137,Baum::N,àlbero,мас
138,Stamm::N,tronco,умнас
139,Rinde::N,corteccia,хатырык
140,Ast::N,ramo,мутук
141,Zweig::N,ramo,лабаа
142,Blatt::N,foglia,сэбирдэх
143,Birke::N,betulla,хатыҥ
144,Kiefer[Baum]::N,pino,бэс
145,Weide[Baum]::N,sàlice,үөт
146,Weide[Baum]::N,sàlice,талах
147,Tanne::N,abete,харыйа
148,Horn::N,corno,муос
149,Feder::N,penna,куорсун
150,Fell::N,manto,тирии
151,Fell::N,pelame,тирии
152,Flügel::N,ala,кынат
153,Klaue::N,grinfia,тыҥырах
154,Kralle::N,unghia,баппаҕай
155,Kralle::N,artiglio,баппаҕай
156,Schwanz::N,coda,кутурук
157,Ei::N,uovo,сымыыт
158,Nest::N,nido,уйа
159,Bau::N,covo,хороон
160,Tier::N,bestia,кыыл
161,Tier::N,bestia,харамай
162,Tier::N,animale,кыыл
163,Tier::N,animale,харамай
164,Herde::N,gregge,үөр
165,Kuh::N,vacca,ынах
166,Bulle::N,toro,оҕус
167,Pferd::N,cavallo,сылгы
168,Schaf::N,pècora,овца
169,Schwein::N,porco,сибиинньэ
170,Schwein::N,maiale,сибиинньэ
171,Hund::N,cane,ыт
172,Katze::N,gatta,куоска
173,Bär::N,orso,эһэ
174,Eichhörnchen::N,scoiàttolo,тииҥ
175,Elch::N,alce,тайах
176,Fuchs::N,volpe,саһыл
177,Hase::N,lepre,куобах
178,Maus::N,topo,кутуйах
179,Maus::N,sorcio,кутуйах
180,Wolf::N,lupo,бөрө
181,Vogel::N,uccello,көтөр
182,Schwarm::N,stormo,бөлөх
183,Huhn::N,gallina,куурусса
184,Hahn::N,gallo,бөтүүк
185,Gans::N,oca,хаас
186,Adler::N,àquila,хотой
187,Ente::N,ànatra,кус
188,Eule::N,gufo,мэкчиргэ
189,Eule::N,civetta,мэкчиргэ
190,Kranich::N,gru,туруйа
191,Krähe::N,cornacchia,тураах
192,Kuckuck::N,cuccù,кэҕэ
193,Kuckuck::N,cùculo,кэҕэ
194,Schwan::N,cigno,куба
195,Fisch::N,pesce,балык
196,Barsch::N,pèrsico,алыһар
197,Hecht::N,luccio,сордон
198,Schlange[Tier]::N,serpente,моҕой
199,Schlange[Tier]::N,serpente,эриэн үөн
200,Wurm::N,baco,үөн
201,Wurm::N,verme,үөн
202,Spinne::N,ragno,ооҕуй
203,Ameise::N,formica,кымырдаҕас
204,Laus::N,pidocchio,быт
205,Mücke::N,zanzara,кумаар
206,Fliege::N,mosca,сахсырҕа
207,Schmetterling::N,farfalla,лыах
208,Schmetterling::N,farfalla,үрүмэччи
209,Beere::N,bacca,отон
210,Apfel::N,mela,яблоко
211,Pilz::N,fungo,тэллэй
212,Zwiebel::N,cipolla,луук
213,Saat::N,semente,сиэмэ
214,Korn::N,grano,сиэмэ
215,Heu::N,fieno,от
216,Schale::N,buccia,хах
217,Grube::N,cava,дьаама
218,Grube::N,fossa,дьаама
219,Falle::N,tràppola,сохсо
220,Schlinge::N,laccio,уктаа
221,Spur::N,traccia,суол
222,Asche::N,cenere,күл
223,Dreck::N,fango,бадараан
224,Eisen::N,ferro,тимир
225,Gold::N,oro,көмүс
226,Gold::N,oro,кыһыл көмүс
227,Silber::N,argento,көмүс
228,Silber::N,argento,үрүҥ көмүс
229,Kohle::N,carbone,чох
230,Glas::N,vetro,өстүөкүлэ
231,Lehm::N,argilla,туой
232,Sand::N,arena,кумах
233,Sand::N,sabbia,кумах
234,Mensch::N,uomo,киһи
235,Mensch::N,èssere umano,киһи
236,Mann::N,uomo,эр
237,Frau::N,donna,дьахтар
238,Kind::N,bambino,оҕо
239,Junge::N,ragazzo,уол
240,Mädchen::N,ragazza,кыыс оҕо
241,Familie::N,famiglia,кэргэн
242,Großvater::N,nonno,эһэ
243,Großmutter::N,nonna,эбэ
244,Eltern::N,genitori,аҕа-ийэ
245,Vater::N,padre,аҕа
246,Mutter::N,madre,ийэ
247,Sohn::N,figlio,уол
248,Tochter::N,figlia,кыыс
249,Bruder::N,fratello,убай
250,Bruder::N,fratello,быраат
251,Schwester::N,sorella,аҕас
252,Schwester::N,sorella,балыс
253,Onkel::N,zio,таай
254,Onkel::N,zio,абаҕа
255,Tante::N,zia,эдьиий
256,Ehemann::N,marito,эр
257,Ehefrau::N,moglie,ойох
258,Freude::N,gioia,үөрүү
259,Freude::N,piacere,үөрүү
260,Gelächter::N,risata,күлүү
261,Glück::N,felicità,дьол
262,Glück::N,felicità,соргу
263,Kummer::N,afflizione,кутурҕан
264,Wunsch::N,desiderio,баҕарыы
265,Lust::N,voglia,баҕа
266,Geist::N,mente,тыын
267,Geist::N,spìrito,тыын
268,Gedanke::N,idea,санаа
269,Gedanke::N,pensiero,санаа
270,Gedächtnis::N,memoria,өй
271,Verstand::N,intelletto,өй
272,Sinn::N,senso,суолта
273,Sinn::N,significato,суолта
274,Grund::N,causa,төрүөт
275,Grund::N,motivo,төрүөт
276,Grund::N,ragione,төрүөт
277,Wahrheit::N,verità,кырдьык
278,Gespräch::N,discorso,бэсиэдэ
279,Gespräch::N,discorso,кэпсэтии
280,Gespräch::N,conversazione,бэсиэдэ
281,Gespräch::N,conversazione,кэпсэтии
282,Märchen::N,fiaba,остуоруйа
283,Märchen::N,fàvola,остуоруйа
284,Erzählung::N,racconto,кэпсээн
285,Erzählung::N,narrazione,кэпсээн
286,Nachricht::N,messaggio,биллэриллии
287,Neuigkeit::N,notizia,сонун
288,Name::N,nome,аат
289,Rätsel::N,indovinello,таабырын
290,Rede::N,discorso,этии
291,Sprache::N,lingua,тыл
292,Sprache::N,linguaggio,тыл
293,Stimme::N,voce,куолас
294,Wort::N,parola,тыл
295,Zeichen::N,segno,бэлиэ
296,Zeichen::N,segnale,бэлиэ
297,Ruf::N,chiamata,ыҥырыы
298,Lärm::N,chiasso,айдаан
299,Lärm::N,strèpito,айдаан
300,Laut::N,suono,тыас
301,Ton::N,tono,дорҕоон
302,Lied::N,canto,ырыа
303,Lied::N,canzone,ырыа
304,Ruhe::N,calma,уу чуумпу
305,Ruhe::N,tranquillità,уу чуумпу
306,Leute::N,gente,дьон
307,Volk::N,pòpolo,дьон
308,Volk::N,pòpolo,норуот
309,Arbeit::N,lavoro,үлэ
310,Gast::N,òspite,ыалдьыт
311,Gast::N,invitato,ыалдьыт
312,Geschenk::N,regalo,бэлэх
313,Spiel::N,gioco,оонньуу
314,Gesellschaft::N,compagnìa,общество
315,Hilfe::N,aiuto,көмө
316,Hilfe::N,soccorso,көмө
317,Freund::N,amico,доҕор
318,Kamerad::N,camerata,атас
319,Angelegenheit::N,affare,дьыала
320,Angelegenheit::N,faccenda,дьыала
321,Anzahl::N,nùmero,ахсаан
322,Anzahl::N,quantità,ахсаан
323,Art::N,tipo,биис
324,Art::N,specie,биис
325,Stück::N,pezzo,кырбас
326,Teil::N,parte,ирээт
327,Hälfte::N,metà,аҥар
328,Kreis::N,cìrcolo,төгүрүк
329,Kreis::N,cìrcolo,төгүрүмтэ
330,Kreuz::N,croce,кириэс
331,Linie::N,lìnea,сурааһын
332,Strich::N,tratto,сурааһын
333,Abstand::N,distanza,арыт
334,Entfernung::N,distanza,ыраах
335,Entfernung::N,lontananza,ыраах
336,Gegend::N,regione,сир
337,Platz::N,posto,арыт
338,Platz::N,spazio,арыт
339,Ort::N,luogo,сир
340,Ort::N,località,сир
341,Seite::N,lato,өрүт
342,Seite::N,lato,сирэй
343,Seite::N,parte,өрүт
344,Seite::N,parte,сирэй
345,Mitte::N,mezzo,орто
346,Mitte::N,centro,орто
347,Gegenstand::N,oggetto,предмет
348,Sache::N,cosa,мал
349,Rand::N,orlo,кытыы
350,Rand::N,orlo,ойоҕос
351,Rand::N,bordo,кытыы
352,Rand::N,bordo,ойоҕос
353,Kante::N,spìgolo,кырыы
354,Ecke::N,canto,муннук
355,Spitze::N,punta,чыпчаал
356,Ende::N,capo,төбө
357,Ende::N,estremità,төбө
358,Loch::N,buco,тэһэҕэс
359,Loch::N,buco,дьөлөҕөс
360,Winkel::N,àngolo,муннук
361,Muster::N,disegno,оһуор
362,Größe::N,taglia,кээмэй
363,Größe::N,grandezza,кээмэй
364,Länge::N,lunghezza,уста
365,Höhe::N,altezza,үрдүк
366,Gewicht::N,peso,ыйааһын
367,Menge::N,quantità,ахсаан
368,Haufen::N,cùmulo,чөмчөх
369,Haufen::N,mucchio,чөмчөх
370,Reihe::N,fila,кэккэ
371,Boot::N,barca,оҥочо
372,Boot::N,battello,оҥочо
373,Ruder::N,remo,эрдии
374,Schlitten::N,slitta,сыарҕа
375,Ski::N,sci,хайыһар
376,Lagerfeuer::N,falò,кутаа
377,Lagerfeuer::N,fuoco di bivacco,кутаа
378,Last::N,càrico,ыарахан
379,Gang::N,andata,хаамыы
380,Schritt::N,passo,хардыы
381,Norden::N,nord,хоту
382,Norden::N,settentrione,хоту
383,Süden::N,sud,соҕуруу
384,Süden::N,meridione,соҕуруу
385,Westen::N,òvest,арҕаа
386,Westen::N,occidente,арҕаа
387,Osten::N,est,илин
388,Osten::N,oriente,илин
389,Holz::N,legno,мас
390,Brett::N,asse,дуоска
391,Brett::N,asse,хаптаһын
392,Brett::N,tàvola,дуоска
393,Brett::N,tàvola,хаптаһын
394,Platte::N,lastra,билиитэ
395,Platte::N,piastra,билиитэ
396,Stütze::N,supporto,тулааһын
397,Stange::N,sbarra,ураҕас
398,Stange::N,pèrtica,ураҕас
399,Stock::N,verga,мас
400,Stock::N,verga,баалкы
401,Stock::N,bastone,мас
402,Stock::N,bastone,баалкы
403,Stock::N,bacchetta,мас
404,Stock::N,bacchetta,баалкы
405,Stab::N,asta,ураҕас
406,Rohr::N,tubo,турба
407,Haus::N,casa,дьиэ
408,Heim::N,casa,дьиэ
409,Ofen::N,stufa,оһох
410,Fußboden::N,pavimento,муоста
411,Tisch::N,tàvolo,остуол
412,Stuhl::N,sedia,устуул
413,Wiege::N,culla,биһик
414,Bett::N,letto,кырабаат
415,Regal::N,scaffale,долбуур
416,Kiste::N,cassa,дьааһык
417,Fenster::N,finestra,түннүк
418,Tür::N,porta,аан
419,Tor::N,portone,аан
420,Zaun::N,recinto,соппулуот
421,Dach::N,tetto,кырыыса
422,Leiter::N,scala,кирилиэс
423,Leiter::N,scala a pioli,кирилиэс
424,Besen::N,scopa,миинньик
425,Spaten::N,vanga,күрдьэх
426,Schaufel::N,pala,күрдьэх
427,Gabel::N,forchetta,биилкэ
428,Löffel::N,cucchiaio,луоска
429,Messer::N,coltello,быһах
430,Nagel::N,chiodo,тоһоҕо
431,Netz::N,rete,илим
432,Haken::N,uncino,көхө
433,Griff::N,mànico,ук
434,Griff::N,mànico,тутаах
435,Griff::N,maniglia,ук
436,Griff::N,maniglia,тутаах
437,Schloss::N,serratura,күлүүс
438,Bild::N,quadro,хартыына
439,Bild::N,immàgine,хартыына
440,Figur::N,figura,фигура
441,Puppe::N,bàmbola,куукула
442,Beutel::N,borsa,мөһөөччук
443,Beutel::N,sacchetto,мөһөөччук
444,Bündel::N,fascio,баайыы
445,Bündel::N,fagotto,баайыы
446,Tasche::N,borsa,суумка
447,Eimer::N,secchio,биэдэрэ
448,Deckel::N,coperchio,хаппах
449,Geschirr::N,stoviglie,иһит
450,Sack::N,sacco,куул
451,Tasse::N,tazza,сэлиэнэй
452,Topf::N,pèntola,көстүрүүҥкэ
453,Kessel::N,paiolo,хочуол
454,Kessel::N,calderone,хочуол
455,Essen::N,pasto,аһылык
456,Essen::N,mangiare,аһылык
457,Nahrung::N,cibo,ас
458,Nahrung::N,alimento,ас
459,Speise::N,piatto,аһылык
460,Fleisch::N,carne,эт
461,Getreide::N,cereali,злактар
462,Brei::N,purè,хааһы
463,Brei::N,pappa,хааһы
464,Brot::N,pane,килиэп
465,Scheibe::N,fetta,куһуок
466,Scheibe::N,trancia,куһуок
467,Fett::N,grasso,сыа
468,Butter::N,burro,арыы
469,Öl::N,olio,арыы
470,Salz::N,sale,туус
471,Suppe::N,zuppa,мин
472,Suppe::N,minestra,мин
473,Honig::N,miele,мүөт
474,Milch::N,latte,үүт
475,Tee::N,tè,чэй
476,Leder::N,pelle,тирии
477,Wolle::N,lana,түү
478,Stoff::N,panno,таҥас
479,Stoff::N,tessuto,таҥас
480,Nadel::N,ago,иннэ
481,Faden::N,filo,сап
482,Knopf::N,bottone,тимэх
483,Knoten::N,nodo,түмүк
484,Farbe::N,pittura,кырааска
485,Kleidung::N,vestiti,таҥас
486,Kleidung::N,vestiario,таҥас
487,Hemd::N,camicia,ырбаахы
488,Kragen::N,bàvero,саҕа
489,Kragen::N,colletto,саҕа
490,Ärmel::N,mànica,сиэх
491,Hose::N,calzoni,ыстаан
492,Hose::N,calzoni,бүрүүкэ
493,Gürtel::N,cintura,кур
494,Mütze::N,berretto,бэргэһэ
495,Schuh::N,scarpa,бачыыҥка
496,Stiefel::N,stivale,саппыкы
497,Ring::N,anello,биһилэх
498,Band::N,nastro,лиэнтэ
499,Band::N,fettuccia,лиэнтэ
500,Kamm::N,pèttine,тараах
501,Spiegel::N,specchio,сиэркилэ
502,Riemen::N,cinghia,кур
503,Schnur::N,corda,быа
504,Leine::N,guinzaglio,тэһиин
505,Decke::N,coperta,суорҕан
506,Kissen::N,cuscino,сыттык
507,Kissen::N,guanciale,сыттык
508,Tuch::N,fazzoletto,былаат
509,Handtuch::N,asciugamano,соттор
510,Kraft::N,forza,сыра
511,Stärke::N,forza,күүс
512,Stärke::N,vigore,күүс
513,Stärke::N,fortezza,күүс
514,Gesundheit::N,salute,доруобуйа
515,Krankheit::N,malattìa,ыарыы
516,Schmerz::N,dolore,ыарыы
517,Wunde::N,piaga,баас
518,Wunde::N,ferita,баас
519,Fieber::N,febbre,түрүлгэн
520,Fieber::N,febbre,лихорадка
521,Fieber::N,febbre,температура
522,Arznei::N,fàrmaco,эмп
523,Arznei::N,medicina,эмп
524,Brücke::N,ponte,күргэ
525,Brunnen::N,pozzo,холуодьас
526,Weide::N,pàscolo,мэччирэҥ
527,Pfad::N,sentiero,ыллык
528,Weg::N,via,суол
529,Weg::N,cammino,суол
530,Straße::N,strada,суол
531,Dorf::N,paese,дэриэбинэ
532,Dorf::N,villaggio,дэриэбинэ
533,Stadt::N,città,куорат
534,Brief::N,lèttera,сурук
535,Buch::N,libro,кинигэ
536,Buchstabe::N,lèttera,буква
537,Zeitung::N,giornale,хаһыат
538,Leben::N,vita,тыын
539,Tod::N,morte,өлүү
540,Grab::N,tomba,иин
541,Grab::N,sepolcro,иин
542,Kirche::N,chiesa,таҥара дьиэтэ
543,Sünde::N,peccato,айыы
544,Gott::N,dio,тангара
545,Arbeiter::N,operaio,үлэһит
546,Arbeiter::N,lavoratore,үлэһит
547,Chef::N,capo,баһылык
548,Chef::N,capo,начальник
549,Chef::N,padrone,баһылык
550,Chef::N,padrone,начальник
551,Meister::N,mastro,уус
552,Meister::N,mastro,маастар
553,Meister::N,maestro,уус
554,Meister::N,maestro,маастар
555,Arzt::N,mèdico,врач
556,Arzt::N,dottore,врач
557,Lehrer::N,professore,учуутал
558,Geld::N,soldi,харчы
559,Geld::N,denaro,харчы
560,Geschäft::N,affare,идэ
561,Geschäft::N,negozio,идэ
562,Laden::N,negozio,маҕаһыын
563,Preis::N,prezzo,сыана
564,Ware::N,merce,табаар
565,Nutzen::N,ùtile,туһа
566,Nutzen::N,profitto,туһа
567,Reichtum::N,ricchezza,баай
568,Welt::N,mondo,аан дойду
569,Land::N,paese,дойду
570,Staat::N,Stato,государство
571,König::N,re,король
572,Macht::N,potere,былаас
573,Grenze::N,confine,кыраныысса
574,Grenze::N,frontiera,кыраныысса
575,Krieg::N,guerra,сэрии
576,Feind::N,nemico,өстөөх
577,Gewalt::N,violenza,күүһүлээһин
578,Kampf::N,lotta,охсуһуу
579,Bogen[Waffe]::N,arco,ох
580,Pfeil::N,freccia,ох
581,Gewehr::N,fucile,саа
582,Fehler::N,errore,сыыһа
583,Fehler::N,sbaglio,сыыһа
584,Lüge::N,bugìa,сымыйа
585,Lüge::N,menzogna,сымыйа
586,Schaden::N,danno,хоромньу
587,Unglück::N,sfortuna,алдьархай
588,Schuld::N,colpa,буруй
589,Alter::N,età,саас
590,Schluss::N,fine,тиһэх
591,Zeit::N,tempo,бириэмэ
592,Tag::N,giorno,күн
593,Tag::N,giornata,күн
594,Morgen::N,mattina,сарсыарда
595,Mittag::N,mezzogiorno,күн ортото
596,Abend::N,sera,киэһэ
597,Abend::N,serata,киэһэ
598,Nacht::N,notte,түүн
599,Woche::N,settimana,нэдиэлэ
600,Monat::N,mese,ый
601,Jahr::N,anno,сыл
602,Jahr::N,anno,дьыл
603,Frühling::N,primavera,саас
604,Sommer::N,estate,сайын
605,Herbst::N,autunno,күһүн
606,Winter::N,inverno,кыһын
607,Januar::N,gennaio,тохсунньу
608,Februar::N,febbraio,олунньу
609,März::N,marzo,кулун тутар
610,April::N,aprile,муус устар ый
611,Mai::N,maggio,ыам ыйа
612,Juni::N,giugno,бэс ыйа
613,Juli::N,luglio,от ыйа
614,August::N,agosto,атырдьах ыйа
615,September::N,settembre,балаҕан ыйа
616,Oktober::N,ottobre,алтынньы
617,November::N,novembre,сэтинньи
618,Dezember::N,dicembre,ахсынньы
619,Montag::N,lunedì,бэнидиэнньик
620,Dienstag::N,martedì,оптуорунньук
621,Mittwoch::N,mercoledì,сэрэдэ
622,Donnerstag::N,giovedì,чэппиэр
623,Freitag::N,venerdì,бээтинсэ
624,Samstag::N,sàbato,субуота
625,Sonntag::N,domenica,баскыһыанньа
626,groß::A,grande,бөдөҥ
627,groß::A,grande,улахан
628,klein::A,pìccolo,кыр
629,lang::A,lungo,уһун
630,kurz::A,corto,кылгас
631,breit::A,largo,кэтит
632,schmal::A,stretto,кыараҕас
633,dicht::A,denso,хойуу
634,dick[Gegenstand]::A,spesso,суон
635,dick[Gegenstand]::A,spesso,хойуу
636,dünn::A,sottile,чараас
637,fein::A,fine,бытархай
638,fein::A,fine,синньигес
639,fein::A,delicato,бытархай
640,fein::A,delicato,синньигес
641,fest::A,sodo,бөҕө
642,fest::A,sodo,кытаанах
643,fest::A,fisso,бөҕө
644,fest::A,fisso,кытаанах
645,flach::A,piano,хаптаҕай
646,flach::A,piatto,хаптаҕай
647,glatt::A,liscio,кылааккай
648,hart::A,duro,хатан
649,hart::A,duro,кытаанах
650,weich::A,molle,сымнаҕас
651,rund::A,rotondo,төгүрүк
652,spitz::A,aguzzo,сытыы
653,spitz::A,aguzzo,уһуктаах
654,spitz::A,appuntito,сытыы
655,spitz::A,appuntito,уһуктаах
656,scharf::A,affilato,сытыы
657,scharf::A,tagliente,сытыы
658,stumpf::A,smussato,сыппах
659,schwer::A,pesante,ыарахан
660,schön::A,bello,кыраһыабай
661,heiß::A,caldo,итии
662,heiß::A,bollente,итии
663,warm::A,caldo,ичигэс
664,kalt::A,freddo,тымныы
665,kühl::A,fresco,сөрүүн
666,frisch::A,fresco,ыраас
667,frisch::A,fresco,сөрүүн
668,frisch::A,fresco,тымныы
669,feucht::A,ùmido,сииктээх
670,nass::A,bagnato,инчэҕэй
671,trocken::A,secco,кураан
672,voll::A,pieno,толору
673,leer::A,vuoto,иччитэх
674,offen::A,aperto,аһаҕас
675,geschlossen::A,chiuso,бүтэй
676,sauber::A,netto,сэбэр
677,sauber::A,pulito,сэбэр
678,schmutzig::A,sporco,кирдээх
679,schmutzig::A,sùdicio,кирдээх
680,roh::A,crudo,сиикэй
681,reif::A,maturo,буспут
682,reif::A,maturo,сиппит-хоппут
683,lecker::A,ghiotto,минньигэс
684,lecker::A,squisito,минньигэс
685,süß::A,dolce,минньигэс
686,bitter::A,amaro,аһыы
687,sauer::A,aspro,аһыы
688,sauer::A,acerbo,аһыы
689,hell::A,chiaro,сырдык
690,dunkel::A,buio,хараҥа
691,dunkel::A,oscuro,хараҥа
692,schwarz::A,nero,хара
693,weiß::A,bianco,үрүҥ
694,weiß::A,bianco,маҥан
695,rot::A,rosso,кыһыл
696,gelb::A,giallo,саһархай
697,blau::A,blu,күөх
698,blau::A,azzurro,күөх
699,grün::A,verde,күөх
700,grün::A,verde,от күөҕэ
701,grau::A,grigio,сиэрэй
702,bunt::A,variopinto,эриэн
703,billig::A,a buon prezzo,чэпчэки
704,billig::A,a buon mercato,чэпчэки
705,teuer::A,caro,сыаналаах
706,wertvoll::A,prezioso,сыаналаах
707,blind::A,cieco,хараҕа суох
708,taub::A,sordo,дьүлэй
709,kräftig::A,forte,модун
710,kräftig::A,robusto,модун
711,stark::A,forte,күүстээх
712,stark::A,vigoroso,күүстээх
713,schwach::A,dèbole,мөлтөх
714,fett::A,grasso,эмис
715,schlank::A,snello,дьылҕан
716,schlank::A,snello,дьыпсаҕай
717,schlank::A,slanciato,дьылҕан
718,schlank::A,slanciato,дьыпсаҕай
719,hübsch::A,bello,олус кэрэ
720,hübsch::A,bello,көрүөхтэн үчүгэй
721,hübsch::A,carino,олус кэрэ
722,hübsch::A,carino,көрүөхтэн үчүгэй
723,böse::A,cattivo,өһүөннээх
724,dumm::A,stùpido,акаары
725,faul::A,pigro,нэс
726,fleißig::A,diligente,кыһамньылаах
727,geizig::A,avaro,иҥсэлээх
728,klug::A,intelligente,өйдөөх
729,geschickt::A,àbile,наһаа дьоҕурдаах
730,lieb::A,caro,тапталлаах
731,lustig::A,gaio,көрдөөх
732,lustig::A,allegro,көрдөөх
733,sanft::A,dolce,намчы
734,sanft::A,dolce,сымнаҕас
735,hungrig::A,affamato,аччык
736,krank::A,malato,ыалдьар
737,krank::A,infermo,ыалдьар
738,nackt::A,nudo,сыгынньах
739,traurig::A,triste,санаарҕабыллаах
740,lebendig::A,vivo,тыыннаах
741,gut::A,buono,үтүө
742,gut::A,buono,үчүгэй
743,schlecht::A,cattivo,куһаҕан
744,richtig::A,giusto,сөп
745,schlimm::A,grave,сидьиҥ
746,schlimm::A,grave,быдьар
747,wahr::A,vero,кырдьык
748,alt::A,vecchio,былыргы
749,neu::A,nuovo,саҥа
750,ehemalig::A,vecchio,урукку
751,ehemalig::A,d'una_volta,урукку
752,alt[Lebewesen]::A,anziano,кырдьаҕас
753,jung::A,giovane,эдэр
754,arm::A,pòvero,дьадаҥы
755,reich::A,ricco,баай
756,bekannt::A,noto,билэр
757,bekannt::A,conosciuto,билэр
758,berühmt::A,famoso,аатырбыт
759,berühmt::A,cèlebre,аатырбыт
760,fremd::A,estràneo,атын
761,fremd::A,straniero,атын
762,verschieden::A,diverso,араас
763,verschieden::A,differente,араас
764,nah::A,vicino,чугас
765,nah::A,propinquo,чугас
766,fern::A,lontano,ыраах
767,linker::A,sinistro,хаҥас
768,rechter::A,destro,уҥа
769,anderer::A,altro,атын
770,erster::A,primo,маҥнайгы
771,zweiter::A,secondo,иккис
772,dritter::A,terzo,үһүс
773,letzter::A,ùltimo,тиһэх
774,allein::ADV,solo,соҕотох
