,Concept_ID,eu,os
232,Zwiebel::N,tipula,хъӕдындз
233,Saat::N,haziak,тауинаг
234,Saat::N,haziak,мыггаг
235,Korn::N,ale,мыггаг
236,Korn::N,ale,тауинаг
237,Korn::N,pikor,мыггаг
238,Korn::N,pikor,тауинаг
239,Heu::N,belar ondu,хос
240,Schale::N,azal,цъар
241,Grube::N,hobi,урм
242,Grube::N,hobi,къахт
243,Grube::N,hobi,дзыхъхъ
244,Falle::N,harrapagailu,цъысым
245,Falle::N,harrapagailu,къӕппӕг
246,Schlinge::N,bilur,цасм
247,Schlinge::N,xedera,цасм
248,Spur::N,lorratz,фæд
249,Asche::N,errauts,фӕнык
250,Asche::N,errauts,ӕртхутӕг
251,Dreck::N,satsukeria,цъыф
252,Eisen::N,burdina,ӕфсӕйнаг
253,Gold::N,urre,сыгъзӕрин
254,Gold::N,urregorri,сыгъзӕрин
255,Silber::N,zilar,ӕвзист
256,Silber::N,urrezuri,ӕвзист
257,Kohle::N,ikatz,ӕвзалы
258,Glas::N,beira,авг
259,Lehm::N,buztin,ӕлыг
260,Sand::N,harea,змис
261,Sand::N,hondar,змис
262,Mensch::N,gizaki,лӕг
263,Mensch::N,gizaki,адӕймаг
264,Mensch::N,gizaki,удгоймаг
265,Mann::N,gizon,лӕг
266,Mann::N,gizon,нӕлгоймаг
267,Frau::N,andere,сылгоймаг
268,Frau::N,emakume,сылгоймаг
269,Kind::N,haur,сывӕллон
270,Junge::N,mutil,лӕппу
271,Mädchen::N,neska,чызг
272,Familie::N,sendi,бинонтæ
273,Familie::N,familia,бинонтæ
274,Großvater::N,aitona,фыдыфыд
275,Großvater::N,aitona,мадыфыд
276,Großvater::N,aitatxi,фыдыфыд
277,Großvater::N,aitatxi,мадыфыд
278,Großmutter::N,amona,фыды мад
279,Großmutter::N,amona,мады мад
280,Großmutter::N,amatxi,фыды мад
281,Großmutter::N,amatxi,мады мад
282,Eltern::N,gurasoak,ныййарджытæ
283,Vater::N,aita,фыд
284,Mutter::N,ama,мад
285,Sohn::N,seme,фырт
286,Tochter::N,alaba,чызг
287,Bruder::N,neba,ӕфсымӕр
288,Bruder::N,anaia,ӕфсымӕр
289,Schwester::N,ahizpa,хо
290,Onkel::N,osaba,фыдыфсымӕр
291,Tante::N,izeba,мадыхо
292,Ehemann::N,senar,мой
293,Ehefrau::N,emazte,ус
294,Freude::N,poz,цин
295,Freude::N,poz,циндзинад
296,Freude::N,pozkari,цин
297,Freude::N,pozkari,циндзинад
298,Gelächter::N,barre,худын
299,Gelächter::N,barre,худт
300,Gelächter::N,barre,худæг
301,Gelächter::N,karkara,худын
302,Gelächter::N,karkara,худт
303,Gelächter::N,karkara,худæг
304,Glück::N,zori,амонд
305,Kummer::N,xangrin,хъыг
306,Kummer::N,atsekabe,хъыг
307,Wunsch::N,nahi,бӕллиц
308,Wunsch::N,nahikunde,бӕллиц
309,Lust::N,gogo,монц
310,Geist::N,gogo,уд
311,Gedanke::N,gogoeta,хъуыды
312,Gedächtnis::N,oroimen,мысæн
313,Gedächtnis::N,oroimen,мысын
314,Gedächtnis::N,oroimen,зæрдылдарын
315,Gedächtnis::N,gogoramen,мысæн
316,Gedächtnis::N,gogoramen,мысын
317,Gedächtnis::N,gogoramen,зæрдылдарын
318,Verstand::N,adimen,зонд
319,Verstand::N,ulermen,зонд
320,Sinn::N,zentzu,нысаниуæг
321,Grund::N,zergati,ӕфсон
322,Wahrheit::N,egia,æцæг
323,Gespräch::N,hizketa,ныхас
324,Gespräch::N,elkarrizketa,ныхас
325,Märchen::N,ipuin,аргъау
326,Erzählung::N,edesti,радзырд
327,Erzählung::N,kontakizun,радзырд
328,Nachricht::N,albiste,уац
329,Neuigkeit::N,berri,хабар
330,Name::N,izen,ном
331,Rätsel::N,asmakizun,уыци-уыци
332,Rätsel::N,asmakizun,базон-базон
333,Rede::N,hitzaldi,раныхас
334,Rede::N,mintzaldi,раныхас
335,Sprache::N,hizkuntza,ӕвзаг
336,Stimme::N,ahots,хъӕлӕс
337,Wort::N,hitz,дзырд
338,Zeichen::N,agerbide,нысан
339,Zeichen::N,agergarri,нысан
340,Ruf::N,dei,сидт
341,Lärm::N,zarata,уынæр
342,Lärm::N,harrabots,уынæр
343,Laut::N,hots,зӕл
344,Laut::N,hots,мыр
345,Ton::N,tonu,мыр
346,Ton::N,soinu,мыр
347,Lied::N,abesti,зарӕг
348,Ruhe::N,nasaitasun,æнцой
349,Leute::N,jende,адӕм
350,Volk::N,herri,адӕм
351,Volk::N,populu,адӕм
352,Arbeit::N,lan,фӕллой
353,Gast::N,arrotz,уазӕг
354,Gast::N,apopilo,уазӕг
355,Geschenk::N,opari,хуын
356,Spiel::N,jolas,хъазт
357,Gesellschaft::N,gizarte,дзыллæ
358,Gesellschaft::N,gizarte,æхсæнад
359,Hilfe::N,helpide,æххуыс
360,Hilfe::N,helpide,ахъаз
361,Hilfe::N,laguntza,æххуыс
362,Hilfe::N,laguntza,ахъаз
363,Freund::N,lagun,лымӕн
364,Kamerad::N,adiskide,ӕмбал
365,Kamerad::N,lagunkide,ӕмбал
366,Angelegenheit::N,afera,хъуыддаг
367,Anzahl::N,kopuru,бӕрц
368,Art::N,mota,хуыз
369,Art::N,mota,хуызад
370,Stück::N,puska,кæрдих
371,Stück::N,puska,комдзаг
372,Teil::N,atal,хай
373,Hälfte::N,erdi,æрдæг
374,Hälfte::N,erdi,æмбис
375,Kreis::N,biribilki,зиллакк
376,Kreuz::N,gurutze,дзуар
377,Linie::N,linea,хахх
378,Strich::N,marra,хахх
379,Abstand::N,tarte,æхсæнуат
380,Entfernung::N,urrunera,дæрддзæг
381,Entfernung::N,urrunera,дардцæг
382,Gegend::N,alderdi,ран
383,Gegend::N,eskualde,ран
384,Platz::N,leku,бууат
385,Ort::N,toki,ран
386,Ort::N,toki,бынат
387,Seite::N,albo,фахс
388,Mitte::N,erdi,астӕу
389,Gegenstand::N,gauzaki,дзаума
390,Sache::N,gauza,дзаума
391,Rand::N,ertz,кӕрон
392,Kante::N,ertz,фӕрск
393,Ecke::N,kantoi,тигъ
394,Ecke::N,kantoi,фисын
395,Spitze::N,punta,бырынкъ
396,Ende::N,buru,кӕрон
397,Ende::N,mutur,кӕрон
398,Loch::N,zulo,хуынкъ
399,Winkel::N,zoko,къуым
400,Winkel::N,bazter,къуым
401,Muster::N,eredu,нывæфтыд
402,Muster::N,eredu,кæдзист
403,Muster::N,marrazki,нывæфтыд
404,Muster::N,marrazki,кæдзист
405,Größe::N,kaizu,ас
406,Größe::N,tamaina,ас
407,Länge::N,luzera,дӕргъ
408,Höhe::N,goiera,бæрзонд
409,Höhe::N,goiera,бæрзæнд
410,Höhe::N,goiera,бæрзонддзинад
411,Höhe::N,garaiera,бæрзонд
412,Höhe::N,garaiera,бæрзæнд
413,Höhe::N,garaiera,бæрзонддзинад
414,Gewicht::N,hazta,уӕз
415,Menge::N,kopuru,бӕрц
416,Haufen::N,pila,кӕри
417,Haufen::N,mendoi,кӕри
418,Reihe::N,ilara,рӕнхъ
419,Reihe::N,errenkada,рӕнхъ
420,Boot::N,potin,чема
421,Boot::N,txalupa,чема
422,Ruder::N,arraun,къохар
423,Schlitten::N,lera,дзоныгъ
424,Schlitten::N,narra,дзоныгъ
425,Ski::N,eski,къахдзоныгътæ
426,Ski::N,eski,лыжæтæ
427,Lagerfeuer::N,su,арт
428,Last::N,zama,уаргъ
429,Last::N,karga,уаргъ
430,Gang::N,ibilera,цыд
431,Schritt::N,pauso,санчъех
432,Schritt::N,pauso,къахдзӕф
433,Schritt::N,urrats,санчъех
434,Schritt::N,urrats,къахдзӕф
435,Norden::N,ipar,цæгат
436,Norden::N,iparralde,цæгат
437,Süden::N,hego,хуссар
438,Süden::N,hegoalde,хуссар
439,Westen::N,sartalde,ныгуылæн
440,Westen::N,mendebalde,ныгуылæн
441,Osten::N,ekialde,скæсæн
442,Osten::N,sortalde,скæсæн
443,Holz::N,zur,хъӕдӕрмӕг
444,Brett::N,ohol,фæйнæг
445,Platte::N,lauza,къӕй
446,Stütze::N,irozgarri,быцæу
447,Stütze::N,bermagailu,быцæу
448,Stange::N,haga,хъил
449,Stock::N,makila,лӕдзӕг
450,Stab::N,makila,хъил
451,Rohr::N,hodi,хӕтӕл
452,Haus::N,etxe,хӕдзар
453,Heim::N,etxe,къона
454,Heim::N,etxaleku,къона
455,Ofen::N,berogailu,пец
456,Fußboden::N,zoru,астӕрд
457,Tisch::N,mahai,стъол
458,Stuhl::N,aulki,бандон
459,Wiege::N,kuma,авдæн
460,Wiege::N,sehaska,авдæн
461,Bett::N,ohe,сынтӕг
462,Bett::N,ohatze,сынтӕг
463,Regal::N,apalategi,тӕрхӕг
464,Regal::N,apalategi,уӕлвӕйнӕг
465,Kiste::N,kutxa,асыкк
466,Fenster::N,leiho,рудзынг
467,Fenster::N,leiho,фæрссаг
468,Tür::N,ate,дуар
469,Tor::N,atari,кулдуар
470,Zaun::N,hesi,æмбонд
471,Zaun::N,hesi,быру
472,Zaun::N,hesi,гæрæн
473,Dach::N,teilatu,уӕлхӕдзар
474,Leiter::N,zurubi,асин
475,Besen::N,erratz,уисой
476,Spaten::N,burdinpala,бел
477,Schaufel::N,pala,æвгæнæн
478,Schaufel::N,pala,кæфой
479,Gabel::N,sardexka,вилкæ
480,Löffel::N,koilara,уидыг
481,Messer::N,aizto,кард
482,Nagel::N,iltze,зӕгӕл
483,Netz::N,sare,хыз
484,Haken::N,mako,хæдз
485,Haken::N,mako,хæбырæгъ
486,Griff::N,eskutoki,фистон
487,Schloss::N,sarraila,гуыдыр
488,Bild::N,irudi,ныв
489,Figur::N,figura,кæрдгæныв
490,Puppe::N,panpina,чындз
491,Puppe::N,andrakila,чындз
492,Beutel::N,zorro,дзӕкъул
493,Bündel::N,azao,баст
494,Bündel::N,espal,баст
495,Tasche::N,poltsa,хызын
496,Tasche::N,poltsa,дзæкъул
497,Eimer::N,treska,къæрта
498,Eimer::N,treska,чъыбыла
499,Eimer::N,treska,ведра
500,Deckel::N,tapa,сæр
501,Deckel::N,tapa,æмбæрзæн
502,Deckel::N,estalki,сæр
503,Deckel::N,estalki,æмбæрзæн
504,Geschirr::N,baxera,мигæнæн
505,Geschirr::N,baxera,мигæнæнтæ
506,Geschirr::N,ontziteria,мигæнæн
507,Geschirr::N,ontziteria,мигæнæнтæ
508,Sack::N,zaku,голлаг
509,Tasse::N,kikara,пиала
510,Tasse::N,kikara,къус
511,Topf::N,ontzi,аг
512,Topf::N,ontzi,чысыл аг
513,Topf::N,lapiko,аг
514,Topf::N,lapiko,чысыл аг
515,Kessel::N,pazia,аг
516,Essen::N,janaldi,хӕрд
517,Nahrung::N,jan,хойраг
518,Speise::N,jaki,хӕринаг
519,Fleisch::N,okela,дзидза
520,Fleisch::N,okela,фыдызгъӕл
521,Fleisch::N,haragi,дзидза
522,Fleisch::N,haragi,фыдызгъӕл
523,Getreide::N,labore,халсар
524,Brei::N,ahi,кас
525,Brei::N,pure,кас
526,Brot::N,ogi,дзул
527,Scheibe::N,xerra,къӕбӕр
528,Scheibe::N,pirripita,къӕбӕр
529,Fett::N,urin,сой
530,Fett::N,koipe,сой
531,Butter::N,gurin,нӕлхӕ
532,Öl::N,olio,зети
533,Salz::N,gatz,цӕхх
534,Suppe::N,zopa,бас
535,Suppe::N,salda,бас
536,Honig::N,ezti,мыд
537,Milch::N,esne,ӕхсыр
538,Tee::N,te,цай
539,Leder::N,larru,мæскуы
540,Wolle::N,artile,фӕсмын
541,Stoff::N,ehun,хъуымац
542,Nadel::N,orratz,судзин
543,Nadel::N,jostorratz,судзин
544,Faden::N,hari,ӕндах
545,Knopf::N,botoi,цӕппӕр
546,Knoten::N,korapilo,ӕлхынцъ
547,Farbe::N,pintura,ахорæн
548,Kleidung::N,arropa,дарӕс
549,Kleidung::N,jantziak,дарӕс
550,Hemd::N,atorra,хӕдон
551,Hemd::N,alkandora,хӕдон
552,Kragen::N,idun,æфцæггот
553,Ärmel::N,mahuka,дыс
554,Hose::N,prakak,хæлаф
555,Hose::N,prakak,æддаг хæлаф
556,Hose::N,prakak,салбар
557,Hose::N,galtzak,хæлаф
558,Hose::N,galtzak,æддаг хæлаф
559,Hose::N,galtzak,салбар
560,Gürtel::N,gerriko,рон
561,Mütze::N,txano,худ
562,Mütze::N,txapel,худ
563,Schuh::N,oski,басмахъ
564,Schuh::N,oinetako,басмахъ
565,Stiefel::N,bota,цырыхъхъ
566,Ring::N,uztai,къухдарӕн
567,Band::N,zinta,лент
568,Band::N,xingola,лент
569,Kamm::N,orrazi,сӕрвасӕн
570,Spiegel::N,mirail,айдæн
571,Spiegel::N,mirail,кæсæн
572,Riemen::N,uhal,гӕрз
573,Schnur::N,lokailu,бӕндӕн
574,Leine::N,lotura,
575,Decke::N,burusi,хъӕццул
576,Kissen::N,kuxin,баз
577,Tuch::N,zapi,кæлмæрзæн
578,Tuch::N,zapi,кæрдæн
579,Tuch::N,oihal,кæлмæрзæн
580,Tuch::N,oihal,кæрдæн
581,Handtuch::N,eskuzapi,хисæрфæн
582,Handtuch::N,eskuoihal,хисæрфæн
583,Kraft::N,indar,тых
584,Kraft::N,indar,хъомыс
585,Stärke::N,indar,тых
586,Stärke::N,indar,æхсар
587,Gesundheit::N,osasun,æнæниздзинад
588,Krankheit::N,eritasun,низ
589,Krankheit::N,eritasun,рын
590,Krankheit::N,gaixotasun,низ
591,Krankheit::N,gaixotasun,рын
592,Schmerz::N,min,рис
593,Wunde::N,zauri,цӕф
594,Fieber::N,sukar,ризӕг
595,Fieber::N,sukar,тӕфсӕг
596,Arznei::N,osagai,хос
597,Arznei::N,sendagai,хос
598,Brücke::N,zubi,хид
599,Brunnen::N,putzu,цъай
600,Weide::N,alha,хизæн
601,Weide::N,alha,хизæнуат
602,Weide::N,alha,сæрвæт
603,Weide::N,bazkaleku,хизæн
604,Weide::N,bazkaleku,хизæнуат
605,Weide::N,bazkaleku,сæрвæт
606,Pfad::N,zidor,къахвæндаг
607,Pfad::N,zidor,къахвæд
608,Pfad::N,bidexka,къахвæндаг
609,Pfad::N,bidexka,къахвæд
610,Weg::N,bide,фӕндаг
611,Straße::N,errepide,фӕндаг
612,Dorf::N,herri,хъӕу
613,Stadt::N,hiri,сахар
614,Brief::N,gutun,фыстӕг
615,Brief::N,eskutitz,фыстӕг
616,Buch::N,liburu,чиныг
617,Buchstabe::N,hizki,дамгъӕ
618,Zeitung::N,egunkari,газет
619,Leben::N,bizi,цард
620,Leben::N,bizi,цӕрӕнбон
621,Leben::N,bizitza,цард
622,Leben::N,bizitza,цӕрӕнбон
623,Tod::N,herio,мæлæт
624,Tod::N,herio,адзал
625,Tod::N,heriotza,мæлæт
626,Tod::N,heriotza,адзал
627,Grab::N,hobi,ингӕн
628,Grab::N,hilobi,ингӕн
629,Kirche::N,eliza,аргъуан
630,Sünde::N,hoben,тæригъæд
631,Sünde::N,bekatu,тæригъæд
632,Gott::N,jainko,хуыцау
633,Arbeiter::N,langile,кусæг
634,Arbeiter::N,behargin,кусæг
635,Chef::N,nagusi,ӕмцег
636,Meister::N,maisu,мастер
637,Meister::N,maisu,дæсны
638,Arzt::N,osagile,хосгæнæг
639,Arzt::N,osagile,дохтыр
640,Arzt::N,sendagile,хосгæнæг
641,Arzt::N,sendagile,дохтыр
642,Lehrer::N,irakasle,ахуыргæнæг
643,Geld::N,diru,ӕхца
644,Geschäft::N,negozio,бизнес
645,Geschäft::N,negozio,хъуыддаг
646,Laden::N,denda,дукани
647,Laden::N,saltegi,дукани
648,Preis::N,prezio,аргъ
649,Preis::N,salneurri,аргъ
650,Ware::N,salgai,базайраг
651,Nutzen::N,onura,пайда
652,Nutzen::N,probetxu,пайда
653,Reichtum::N,aberastasun,хъæздыгдзинад
654,Reichtum::N,aberastasun,исбон
655,Reichtum::N,aberastasun,мулк
656,Welt::N,ludi,дуне
657,Welt::N,mundu,дуне
658,Land::N,herrialde,бӕстӕ
659,Staat::N,estatu,паддзахад
660,König::N,errege,къарол
661,Macht::N,botere,хицаудзинад
662,Grenze::N,muga,арӕн
663,Krieg::N,guda,хӕст
664,Feind::N,etsai,знаг
665,Feind::N,etsai,фыдгул
666,Feind::N,etsai,фыдзæрдæ
667,Feind::N,etsai,сон
668,Feind::N,arerio,знаг
669,Feind::N,arerio,фыдгул
670,Feind::N,arerio,фыдзæрдæ
671,Feind::N,arerio,сон
672,Gewalt::N,bortxa,тыхми
673,Gewalt::N,bortxa,тыхдзинад
674,Gewalt::N,bortizkeria,тыхми
675,Gewalt::N,bortizkeria,тыхдзинад
676,Kampf::N,gudu,хæст
677,Kampf::N,gudu,хъæбысæйхæст
678,Kampf::N,gudu,тох
679,Kampf::N,auska,хæст
680,Kampf::N,auska,хъæбысæйхæст
681,Kampf::N,auska,тох
682,Bogen[Waffe]::N,arku,ӕрдын
683,Pfeil::N,gezi,фат
684,Gewehr::N,fusil,топп
685,Fehler::N,huts,рӕдыд
686,Fehler::N,hutsegin,рӕдыд
687,Lüge::N,gezur,мӕнг
688,Lüge::N,gezur,гӕдыдзинад
689,Schaden::N,kalte,зиан
690,Unglück::N,zoritxar,бæллæх
691,Unglück::N,zorigaitz,бæллæх
692,Schuld::N,erru,азым
693,Alter::N,adin,кар
694,Schluss::N,bukaera,кæрон
695,Zeit::N,aldi,рӕстӕг
696,Zeit::N,denbora,рӕстӕг
697,Tag::N,egun,бон
698,Morgen::N,goiz,райсом
699,Mittag::N,eguerdi,æмбисбон
700,Abend::N,arrats,изӕр
701,Nacht::N,gau,ӕхсӕв
702,Woche::N,aste,къуыри
703,Monat::N,hil,мӕй
704,Jahr::N,urte,аз
705,Jahr::N,urte,афӕдз
706,Frühling::N,udalehen,уалдзæг
707,Sommer::N,uda,сӕрд
708,Herbst::N,udazken,фæззæг
709,Herbst::N,neguantz,фæззæг
710,Winter::N,negu,зымӕг
711,Januar::N,urtarril,январь
712,Februar::N,otsail,февраль
713,März::N,martxo,мартъи
714,April::N,apiril,апрель
715,Mai::N,maiatz,май
716,Juni::N,ekain,июнь
717,Juli::N,uztail,июль
718,August::N,abuztu,август
719,September::N,irail,сентябрь
720,Oktober::N,urri,октябрь
721,November::N,azaro,ноябрь
722,Dezember::N,abendu,декабрь
723,Montag::N,astelehen,къуырисæр
724,Dienstag::N,astearte,дыццæг
725,Mittwoch::N,asteazken,æртыццæг
726,Donnerstag::N,ostegun,цыппæрæм
727,Freitag::N,ostiral,майрæмбон
728,Samstag::N,larunbat,сабат
729,Sonntag::N,igande,хуыцаубон
730,groß::A,handi,дынджыр
731,klein::A,txiki,гыццыл
732,lang::A,luze,даргъ
733,kurz::A,labur,цыбыр
734,breit::A,zabal,фӕтӕн
735,schmal::A,mehar,нарӕг
736,schmal::A,mehar,уынгӕг
737,dicht::A,sarri,бæзджын
738,dicht::A,sarri,тар
739,dicht::A,trinko,бæзджын
740,dicht::A,trinko,тар
741,dick[Gegenstand]::A,lodi,сӕвджын
742,dünn::A,mehe,тæнæг
743,fein::A,fin,лыстӕг
744,fest::A,tinko,фидар
745,fest::A,tinko,хъӕддых
746,flach::A,lau,тъӕпӕн
747,flach::A,ordoki,тъӕпӕн
748,glatt::A,leun,лӕгъз
