,Concept_ID,zh,ar
61,Mond::N,月亮,قمر
62,Stern::N,星,نجم
63,Stern::N,星,كوكب
64,Luft::N,空气,هواء
65,Wind::N,风,ريح
66,Welle::N,波,موجة
67,Wasser::N,水,ماء
68,Stein::N,石头,حجر
69,Boden::N,地面,تراب
70,Erde::N,地,أرض
71,Staub::N,灰尘,غبار
72,Rauch::N,烟,دخان
73,Funke::N,火花,شرارة
74,Feuer::N,火,نار
75,Licht::N,光,نور
76,Licht::N,光,ضوء
77,Schatten::N,影子,ظل
78,Schatten::N,影子,فيء
79,Wetter::N,天气,جو
80,Wetter::N,天气,طقس
81,Nebel::N,雾,ضباب
82,Wolke::N,云,غيمة
83,Wolke::N,云,سحابة
84,Regen::N,雨,مطر
85,Schnee::N,雪,ثلج
86,Eis::N,冰,جليد
87,Frost::N,霜冻,صقيع
88,Kälte::N,寒冷,برد
89,Hitze::N,炎热,حر
90,Hitze::N,炎热,حرارة
91,Raureif::N,霜,صقيع
92,Regenbogen::N,虹,قوس قزح
93,Donner::N,雷,رعد
94,Strömung::N,水流,تيار
95,Tropfen::N,滴,قطرة
96,Schaum::N,泡沫,زبد
97,Schaum::N,泡沫,رغوة
98,Schmutz::N,赃物,وسخ
99,See::N,湖,بحيرة
100,Sumpf::N,沼泽,مستنقع
101,Moor::N,沼泽,مستنقع
102,Wiese::N,草地,مرج
103,Wald::N,森林,غابة
104,Hügel::N,丘陵,تل
105,Anhöhe::N,山丘,تل
106,Berg::N,山,جبل
107,Gipfel::N,峰,قمة
108,Höhle::N,洞穴,كهف
109,Abhang::N,斜坡,منحدر
110,Quelle::N,泉,منبع
111,Bach::N,溪,مجرى
112,Fluss::N,河流,نهر
113,Ufer::N,岸,ضفة
114,Küste::N,海岸,ساحل
115,Festland::N,大陆,بر
116,Meer::N,海,بحر
117,Bucht::N,海湾,خليج
118,Insel::N,岛,جزيرة
119,Blume::N,花,زهرة
120,Gras::N,草,حشيش
121,Wurzel::N,根,أصل
122,Baum::N,树,شجرة
123,Stamm::N,树干,جذع
124,Rinde::N,树皮,قشرة
125,Ast::N,树枝,فرع
126,Zweig::N,树枝,غصن
127,Blatt::N,叶子,ورقة
128,Birke::N,桦木,قضبان
129,Kiefer[Baum]::N,松树,صنوبرة
130,Weide[Baum]::N,柳树,صفصاف
131,Tanne::N,冷杉,شوح
132,Tanne::N,冷杉,تبوب
133,Horn::N,角,قرن
134,Feder::N,羽毛,ريشة
135,Fell::N,皮毛,فرو
136,Flügel::N,翅膀,جناح
137,Klaue::N,爪子,مخلب
138,Kralle::N,爪子,مخلب
139,Schwanz::N,尾巴,ذيل
140,Ei::N,蛋,بيض
141,Nest::N,巢,عش
142,Bau::N,穴,جحر
143,Tier::N,动物,حيوان
144,Herde::N,群,قطيع
145,Kuh::N,母牛,بقرة
146,Bulle::N,公牛,ثور
147,Pferd::N,马,خيل
148,Schaf::N,羊,شاة
149,Schwein::N,猪,خنزير
150,Hund::N,狗,كلب
151,Katze::N,猫,قطة
152,Bär::N,熊,دب
153,Eichhörnchen::N,松鼠,سنجاب
154,Elch::N,麋鹿,موظ
155,Fuchs::N,狐狸,ثعلب
156,Hase::N,兔子,أرنب
157,Maus::N,老鼠,فأرة
158,Wolf::N,狼,ذئب
159,Vogel::N,鸟,طير
160,Schwarm::N,群,سرب
161,Huhn::N,鸡,دجاجة
162,Hahn::N,公鸡,ديك
163,Gans::N,鹅,وزة
164,Adler::N,鹰,نسر
165,Ente::N,鸭,بطة
166,Eule::N,猫头鹰,بوم
167,Kranich::N,鹤,كركي
168,Krähe::N,乌鸦,غراب
169,Kuckuck::N,布谷鸟,وقواق
170,Schwan::N,天鹅,إوز عراقي
171,Fisch::N,鱼,سمك
172,Barsch::N,鲈鱼,فرخ أوربي
173,Hecht::N,狗鱼,سمك الكراكي
174,Schlange[Tier]::N,蛇,حية
175,Schlange[Tier]::N,蛇,ثعبان
176,Wurm::N,蠕虫,دودة
177,Spinne::N,蜘蛛,عنكبوت
178,Ameise::N,蚂蚁,نملة
179,Laus::N,虱子,قملة
180,Mücke::N,蚊子,ناموسة
181,Fliege::N,苍蝇,ذبابة
182,Schmetterling::N,蝴蝶,فراشة
183,Beere::N,将果,حبة
184,Apfel::N,苹果,تفاح
185,Pilz::N,蘑菇,فطر
186,Zwiebel::N,洋葱,بصل
187,Saat::N,种子,زرع
188,Korn::N,谷粒,حبة
189,Heu::N,干草,دريس
190,Schale::N,壳,قشرة
191,Grube::N,坑,نقرة
192,Falle::N,圈套,فخ
193,Falle::N,圈套,مصيدة
194,Schlinge::N,活扣,عروة
195,Spur::N,踪迹,أثر
196,Asche::N,灰烬,رماد
197,Dreck::N,污垢,قذر
198,Eisen::N,铁,حديد
199,Gold::N,金子,ذهب
200,Silber::N,银,فضة
201,Kohle::N,煤,فحم
202,Glas::N,玻璃,زجاج
203,Lehm::N,粘土,طين
204,Sand::N,沙,رمل
205,Mensch::N,人,إنسان
206,Mann::N,男子,رجل
207,Frau::N,妇女,امرأة
208,Kind::N,小孩,طفل
209,Junge::N,男孩,ولد
210,Mädchen::N,女孩,بنت
211,Familie::N,家庭,عائلة
212,Großvater::N,祖父,جد
213,Großmutter::N,祖母,جدة
214,Eltern::N,父母,أبوان
215,Eltern::N,父母,والدان
216,Vater::N,父亲,أب
217,Mutter::N,母亲,أم
218,Sohn::N,儿子,إبن
219,Tochter::N,女儿,بنت
220,Tochter::N,女儿,إبنة
221,Bruder::N,兄弟,أخ
222,Bruder::N,兄弟,شقيق
223,Schwester::N,姐妹,أخت
224,Onkel::N,伯父,عم
225,Tante::N,阿姨,عمة
226,Ehemann::N,丈夫,زوج
227,Ehefrau::N,妻子,زوجة
228,Freude::N,愉快,فرح
229,Freude::N,愉快,سرور
230,Gelächter::N,大笑,قهقهة
231,Glück::N,运气,سعادة
232,Kummer::N,苦恼,غم
233,Wunsch::N,愿望,منية
234,Lust::N,乐趣,شهوة
235,Geist::N,精神,روح
236,Gedanke::N,思想,فكرة
237,Gedächtnis::N,记性,ذاكرة
238,Verstand::N,理智,عقل
239,Sinn::N,感觉,معنى
240,Grund::N,理由,سبب
241,Wahrheit::N,真理,حقيقة
242,Gespräch::N,谈话,محادثة
243,Märchen::N,童话,خرافة
244,Erzählung::N,故事,قصة
245,Erzählung::N,故事,حكاية
246,Nachricht::N,消息,خبر
247,Neuigkeit::N,新闻,خبر جديد
248,Name::N,名字,اسم
249,Rätsel::N,谜语,لغز
250,Rede::N,讲话,خطبة
251,Sprache::N,语言,لغة
252,Stimme::N,声音,صوت
253,Wort::N,词,كلمة
254,Zeichen::N,标记,رمز
255,Zeichen::N,标记,إشارة
256,Ruf::N,呼喊,نداء
257,Lärm::N,噪音,صخب
258,Lärm::N,噪音,ضجة
259,Laut::N,响声,صوت
260,Ton::N,声音,نغمة
261,Lied::N,歌曲,أغنية
262,Ruhe::N,安静,هدوء
263,Leute::N,人们,ناس
264,Volk::N,人民,شعب
265,Arbeit::N,劳动,عمل
266,Gast::N,客人,ضيف
267,Geschenk::N,礼物,هدية
268,Spiel::N,游戏,لعب
269,Gesellschaft::N,陪同,صحبة
270,Hilfe::N,帮助,عون
271,Hilfe::N,帮助,مساعدة
272,Freund::N,朋友,صديق
273,Kamerad::N,同志,زميل
274,Angelegenheit::N,事情,أمر
275,Angelegenheit::N,事情,شأن
276,Anzahl::N,数目,عدد
277,Art::N,种类,نوع
278,Stück::N,块,قطعة
279,Teil::N,部分,قسم
280,Hälfte::N,一半,نصف
281,Kreis::N,圆,دائرة
282,Kreuz::N,十字架,صليب
283,Linie::N,线条,خط
284,Strich::N,划,شرطة
285,Abstand::N,距离,مسافة
286,Entfernung::N,距离,بعد
287,Gegend::N,地区,ناحية
288,Platz::N,场所,فراغ
289,Ort::N,地点,مكان
290,Seite::N,面,جانب
291,Mitte::N,中间,وسط
292,Gegenstand::N,物品,موضوع
293,Sache::N,物,شيء
294,Rand::N,边,حافة
295,Kante::N,棱,حافة
296,Ecke::N,角,ركن
297,Spitze::N,尖,سن
298,Ende::N,结尾,طرف
299,Loch::N,洞,ثقب
300,Winkel::N,角度,زاوية
301,Muster::N,模型,عينة
302,Größe::N,大小,حجم
303,Länge::N,长度,طول
304,Höhe::N,高度,علو
305,Höhe::N,高度,ارتفاع
306,Gewicht::N,重量,وزن
307,Menge::N,数量,كمية
308,Haufen::N,堆,كوم
309,Reihe::N,行,صف
310,Boot::N,小船,قارب
311,Boot::N,小船,زورق
312,Ruder::N,奖,مجذاف
313,Schlitten::N,雪橇,مزلقة
314,Ski::N,雪板,زلاجة
315,Lagerfeuer::N,营火,نار المخيم
316,Last::N,负担,حمل
317,Gang::N,行走,مشية
318,Schritt::N,步伐,خطوة
319,Norden::N,北,شمال
320,Süden::N,南,جنوب
321,Westen::N,西,غرب
322,Osten::N,东,شرق
323,Holz::N,木材,خشب
324,Brett::N,木板,لوح
325,Platte::N,平板,صفيحة
326,Stütze::N,支架,سند
327,Stütze::N,支架,دعامة
328,Stange::N,杆,عود
329,Stock::N,棒,عصا
330,Stab::N,棍,قضيب
331,Rohr::N,管子,أنبوبة
332,Haus::N,房屋,دار
333,Haus::N,房屋,بيت
334,Heim::N,家,بيت
335,Heim::N,家,مسكن
336,Ofen::N,炉子,مدفأة
337,Fußboden::N,地板,أرضية
338,Tisch::N,桌子,مائدة
339,Stuhl::N,椅子,كرسي
340,Wiege::N,摇蓝,مهد
341,Bett::N,床,سرير
342,Regal::N,架子,رف
343,Kiste::N,箱子,صندوق
344,Fenster::N,窗户,شباك
345,Fenster::N,窗户,نافذة
346,Tür::N,门,باب
347,Tor::N,大门,بوابة
348,Zaun::N,篱笆,سياج
349,Dach::N,屋顶,سطح
350,Leiter::N,梯子,سلم
351,Besen::N,扫帚,مكنسة
352,Spaten::N,铁锹,مسحاة
353,Schaufel::N,铁锹,مجرفة
354,Gabel::N,叉,شوكة
355,Löffel::N,食匙,ملعقة
356,Messer::N,刀,سكين
357,Nagel::N,钉子,مسمار
358,Netz::N,网,شبكة
359,Haken::N,钩子,خطاف
360,Haken::N,钩子,صنارة
361,Griff::N,把柄,قبضة
362,Schloss::N,锁,قفل
363,Bild::N,图画,صورة
364,Figur::N,人像,تمثال
365,Puppe::N,娃娃,دمية
366,Beutel::N,袋子,كيس
367,Bündel::N,捆,ربطة
368,Tasche::N,手提包,شنطة
369,Tasche::N,手提包,محفظة
370,Eimer::N,桶,سطل
371,Eimer::N,桶,جردل
372,Deckel::N,盖子,سداد
373,Geschirr::N,餐具,أوان
374,Sack::N,袋子,زكيبة
375,Tasse::N,杯子,فنجان
376,Topf::N,锅,قدر
377,Topf::N,锅,طنجرة
378,Kessel::N,水壶,قدر
379,Kessel::N,水壶,غلاية
380,Essen::N,进餐,طعام
381,Nahrung::N,食物,غذاء
382,Speise::N,菜肴,أكل
383,Fleisch::N,肉,لحم
384,Getreide::N,谷物,حبوب
385,Brei::N,粥,عصيدة
386,Brot::N,面包,خبز
387,Scheibe::N,片,شريحة
388,Fett::N,脂肪,سمن
389,Butter::N,黄油,زبدة
390,Öl::N,油,زيت
391,Salz::N,盐,ملح
392,Suppe::N,汤,حساء
393,Suppe::N,汤,شربة
394,Honig::N,蜂蜜,عسل
395,Milch::N,奶,حليب
396,Tee::N,茶,شاي
397,Leder::N,皮革,جلد
398,Wolle::N,毛线,صوف
399,Stoff::N,织物,قماش
400,Nadel::N,针,إبرة
401,Faden::N,线,خيط
402,Knopf::N,纽扣,زر
403,Knoten::N,结,عقدة
404,Farbe::N,颜色,صبغة
405,Kleidung::N,衣服,ملابس
406,Hemd::N,衬衫,قميص
407,Kragen::N,领子,ياقة
408,Ärmel::N,袖子,كم
409,Hose::N,裤子,سروال
410,Hose::N,裤子,بنطلون
411,Gürtel::N,腰带,حزام
412,Mütze::N,帽子,طاقية
413,Schuh::N,鞋,حذاء
414,Stiefel::N,靴子,جزمة
415,Stiefel::N,靴子,حذاء طويل
416,Ring::N,戒指,حلقة
417,Band::N,带子,شريط
418,Kamm::N,梳子,مشط
419,Spiegel::N,镜子,مرآة
420,Riemen::N,皮带,سير
421,Schnur::N,绳子,حبل
422,Schnur::N,绳子,دوبارة
423,Leine::N,皮带,قيد
424,Decke::N,被子,بطانية
425,Kissen::N,软垫,وسادة
426,Tuch::N,巾,منديل
427,Handtuch::N,手巾,فوطة
428,Handtuch::N,手巾,منشفة
429,Kraft::N,力,قدرة
430,Stärke::N,力量,قوة
431,Gesundheit::N,健康,صحة
432,Krankheit::N,病,مرض
433,Schmerz::N,痛,ألم
434,Schmerz::N,痛,وجع
435,Wunde::N,伤口,جرح
436,Fieber::N,发烧,حمى
437,Arznei::N,药,دواء
438,Brücke::N,桥,جسر
439,Brunnen::N,井,بئر
440,Weide::N,牧场,مرعى
441,Pfad::N,小路,درب
442,Weg::N,路,سكة
443,Straße::N,街,طريق
444,Dorf::N,村庄,قرية
445,Stadt::N,城市,مدينة
446,Brief::N,信,خطاب
447,Brief::N,信,مكتوب
448,Buch::N,书,كتاب
449,Buchstabe::N,字母,حرف
450,Zeitung::N,报纸,جريدة
451,Leben::N,生命,عيش
452,Leben::N,生命,حياة
453,Tod::N,死亡,موت
454,Tod::N,死亡,وفاة
455,Grab::N,坟墓,قبر
456,Kirche::N,教堂,كنيسة
457,Sünde::N,罪,خطيئة
458,Gott::N,上帝,إله
459,Arbeiter::N,工人,عامل
460,Chef::N,上司,رئيس
461,Meister::N,师傅,أسطى
462,Arzt::N,医生,طبيب
463,Lehrer::N,教师,مدرس
464,Geld::N,钱,نقود
465,Geschäft::N,交易,صفقة
466,Laden::N,商店,دكان
467,Preis::N,价格,سعر
468,Ware::N,商品,بضاعة
469,Nutzen::N,好处,فائدة
470,Reichtum::N,财富,غنى
471,Reichtum::N,财富,ثروة
472,Welt::N,世界,عالم
473,Welt::N,世界,دنيا
474,Land::N,国家,بلد
475,Staat::N,国家,دولة
476,König::N,国王,ملك
477,Macht::N,权力,سلطة
478,Grenze::N,边界,حدود
479,Krieg::N,战争,حرب
480,Feind::N,敌人,عدو
481,Gewalt::N,暴力,عنف
482,Kampf::N,战斗,قتال
483,Bogen[Waffe]::N,弓,قوس
484,Pfeil::N,箭,سهم
485,Gewehr::N,枪,بندقية
486,Fehler::N,错误,خطأ
487,Lüge::N,谎话,كذب
488,Schaden::N,损失,تلف
489,Unglück::N,不幸,نحس
490,Schuld::N,过错,ذنب
491,Alter::N,年龄,سن
492,Alter::N,年龄,عمر
493,Schluss::N,结束,ختام
494,Schluss::N,结束,نهاية
495,Zeit::N,时间,وقت
496,Tag::N,天,يوم
497,Morgen::N,早晨,صباح
498,Mittag::N,中午,ظهر
499,Abend::N,晚上,مساء
500,Nacht::N,夜,ليلة
501,Woche::N,星期,أسبوع
502,Monat::N,月,شهر
503,Jahr::N,年,عام
504,Jahr::N,年,سنة
505,Frühling::N,春天,ربيع
506,Sommer::N,夏天,صيف
507,Herbst::N,秋天,خريف
508,Winter::N,冬天,شتاء
509,Januar::N,一月,يناير
510,Januar::N,一月,كانون الثاني
511,Februar::N,二月,شباط
512,Februar::N,二月,فبراير
513,März::N,三月,آذار
514,März::N,三月,مارس
515,April::N,四月,نيسان
516,Mai::N,五月,مايو
517,Juni::N,六月,يونيو
518,Juni::N,六月,حزيران
519,Juli::N,七月,تموز
520,Juli::N,七月,يوليو
521,August::N,八月,آب
522,August::N,八月,أغسطس
523,September::N,九月,أيلول
524,September::N,九月,سبتمبر
525,Oktober::N,十月,أكتوبر
526,Oktober::N,十月,تشرين الأول
527,November::N,十一月,نوفمبر
528,November::N,十一月,تشرين الثاني
529,Dezember::N,十二月,ديسمبر
530,Dezember::N,十二月,كانون الأول
531,Montag::N,星期一,يوم الاثنين
532,Dienstag::N,星期二,يوم الثلاثاء
533,Mittwoch::N,星期三,يوم الأربعاء
534,Donnerstag::N,星期四,يوم الخميس
535,Freitag::N,星期五,يوم الجمعة
536,Samstag::N,星期六,يوم السبت
537,Sonntag::N,星期日,يوم الأحد
538,groß::A,大,كبير
539,klein::A,小,صغير
540,lang::A,长,طويل
541,kurz::A,短,قصير
542,breit::A,宽,واسع
543,schmal::A,细长的,ضيق
544,dicht::A,密,كث
545,dicht::A,密,كثيف
546,dick[Gegenstand]::A,厚,غليظ
547,dünn::A,薄,رفيع
548,fein::A,细小,رقيق
549,fest::A,固体,متين
550,flach::A,平坦,سهل
551,flach::A,平坦,منبسط
552,glatt::A,光滑,ناعم
553,hart::A,硬,صلب
554,hart::A,硬,جامد
555,weich::A,软,لين
556,rund::A,圆,مستدير
557,spitz::A,尖,مدبب
558,scharf::A,锋利,حاد
559,stumpf::A,钝,ثالم
560,schwer::A,重,ثقيل
561,schön::A,美丽,جميل
562,heiß::A,烫,حار
563,heiß::A,烫,ساخن
564,warm::A,暖和,دافئ
565,kalt::A,冷,بارد
566,kühl::A,凉,قر
567,frisch::A,新鲜,طازج
568,feucht::A,潮湿,رطب
569,nass::A,湿,مبلول
570,trocken::A,干,جاف
571,voll::A,满,ملء
572,leer::A,空,خال
573,leer::A,空,فارغ
574,offen::A,敞开,مفتوح
575,geschlossen::A,关闭,مغلق
576,sauber::A,干净,نظيف
577,schmutzig::A,肮脏,قذر
578,roh::A,生,نيء
579,reif::A,成熟,ناضج
580,lecker::A,好吃,لذيذ
581,süß::A,甜,حلو
582,bitter::A,苦,مر
583,sauer::A,酸,حامض
584,hell::A,亮,نير
585,dunkel::A,阴暗,مظلم
586,schwarz::A,黑,أسود
587,weiß::A,白,أبيض
588,rot::A,红,أحمر
589,gelb::A,黄,أصفر
590,blau::A,蓝,أزرق
591,grün::A,绿,أخضر
592,grau::A,灰色,رمادي
593,bunt::A,五彩,ملوب
594,billig::A,便宜,رخيص
595,teuer::A,贵,غال
596,wertvoll::A,贵重,ثمين
597,blind::A,瞎,أعمى
598,taub::A,聋,أصم
599,taub::A,聋,أطرش
600,kräftig::A,强壮,قوي
601,stark::A,强壮,قوي
602,schwach::A,弱,ضعيف
603,fett::A,胖,سمين
604,schlank::A,苗条,أهيف
605,hübsch::A,漂亮,جميل
606,böse::A,邪恶,رديء
607,dumm::A,笨,أبله
608,dumm::A,笨,أحمق
609,faul::A,懒惰,كسلان
610,fleißig::A,勤奋,مجتهد
611,geizig::A,吝啬,بخيل
612,klug::A,聪明,ذكي
613,klug::A,聪明,عاقل
614,geschickt::A,灵巧,ماهر
615,lieb::A,可爱,عزيز
616,lustig::A,快乐,مرح
617,sanft::A,柔和,حليم
618,hungrig::A,饥饿,جائع
619,krank::A,患病,مريض
620,nackt::A,裸体,عار
621,traurig::A,悲哀,حزين
622,lebendig::A,活,حي
623,gut::A,好,جيد
624,schlecht::A,坏,سيء
625,richtig::A,正确,صحيح
626,schlimm::A,糟糕,خبيث
627,wahr::A,真,حق
628,alt::A,旧,قديم
629,neu::A,新,جديد
630,ehemalig::A,以前,سابق
631,alt[Lebewesen]::A,老,مسن
632,jung::A,年轻,شاب
633,jung::A,年轻,صغير
634,arm::A,贫穷,فقير
635,reich::A,富裕,غني
636,bekannt::A,出名,معلوم
637,berühmt::A,著名,مشهور
638,fremd::A,陌生,أجنبي
639,verschieden::A,不同,مختلف
640,nah::A,近,قريب
641,fern::A,遥远,بعيد
642,linker::A,左,يسار
643,rechter::A,右,يمين
644,anderer::A,别的,آخر
645,erster::A,第一,أول
646,zweiter::A,第二,ثان
647,dritter::A,第三,ثالث
648,letzter::A,最后,أخير
649,allein::ADV,单独,وحده
650,auf einmal::ADV,同时,بالمرة
651,zusammen::ADV,一起,معا
652,lange::ADV,许久,مدة طويلة
653,plötzlich::ADV,忽然,فجأة
654,sofort::ADV,立刻,حالا
655,sofort::ADV,立刻,فورا
656,später::ADV,以后,فيما بعد
657,jetzt::ADV,现在,الآن
658,jetzt::ADV,现在,حاليا
659,heute::ADV,今天,اليوم
660,morgen::ADV,明天,غدا
661,bald::ADV,即将,قريبا
662,dann::ADV,然后,ثم
663,gestern::ADV,昨天,أمس
664,gestern::ADV,昨天,البارحة
665,einst::ADV,曾经,قديما
666,damals::ADV,当时,حينئذ
667,danach::ADV,随后,ثم
668,danach::ADV,随后,بعد ذلك
669,vorher::ADV,事先,من قبل
670,vorher::ADV,事先,قبل ذلك
671,zuerst::ADV,首先,أولا
672,einmal::ADV,一次,مرة
673,manchmal::ADV,有时,أحيانا
674,oft::ADV,时常,كثيرا
675,immer::ADV,总是,دائما
676,niemals::ADV,从未,لا أبدا
677,hier::ADV,这里,هنا
678,hierhin::ADV,到这里,إلى هنا
679,von hier::ADV,由此,من هنا
680,dort::ADV,那里,هناك
681,dorthin::ADV,到那里,إلى هناك
682,geradeaus::ADV,一直往前,إلى الأمام
683,vorwärts::ADV,向前,إلى الأمام
684,rückwärts::ADV,向后,إلى الوراء
685,zurück::ADV,退后,عودا
686,zurück::ADV,退后,إلى الخلف
687,unten::ADV,下面,تحت
688,unten::ADV,下面,في الأسفل
689,hinab::ADV,向下,إلى تحت
690,oben::ADV,上面,فوق
691,oben::ADV,上面,في الأعلى
692,hinauf::ADV,向上,إلى فوق
693,hinauf::ADV,向上,إلى الأعلى
694,überall::ADV,到处,في كل مكان
695,nicht::ADV,不,لا
696,nicht::ADV,不,لم
697,ein wenig::ADV,一点儿,قليلا
698,kaum::ADV,几乎不,كاد لا
699,sehr::ADV,很,جدا
700,sehr::ADV,很,كثيرا
701,so::ADV,如此,كذا
702,so::ADV,如此,كذلك
703,noch::ADV,还,ما زال
704,nur::ADV,只,فقط
705,schon::ADV,已经,قد
706,wieder::ADV,又,من جديد
707,wieder::ADV,又,مرة أخرى
708,vor::PRP,在...面前,أمام
709,hinter::PRP,在...背后,خلف
710,hinter::PRP,在...背后,وراء
711,unter::PRP,在...下面,تحت
712,durch::PRP,穿过,عبر
713,durch::PRP,穿过,خلال
714,neben::PRP,在...旁,جنب
715,neben::PRP,在...旁,بجانب
716,zwischen::PRP,在...之间,بين
717,wegen::PRP,由于,بسبب
718,dies::PRN,这,هذا
719,das::PRN,那,ذلك
720,alles::PRN,一切,الكل
721,ich::PRN,我,أنا
722,du::PRN,你,أنت
723,er::PRN,他,هو
724,wir::PRN,我们,نحن
725,ihr::PRN,你们,أنتم
726,ihr::PRN,你们,أنتن
727,sie::PRN,她,هم
728,sie::PRN,她,هن
729,was::FPRN,什么,ما
730,wer::FPRN,谁,من
731,wo::FADV,哪里,أين
732,wohin::FADV,去哪里,إلى أين
733,wie::FADV,怎么,كيف
734,warum::FADV,为什么,لماذا
735,wieviel::FNUM,多少,كم
736,eins::NUM,一,واحد
737,zwei::NUM,二,اثنين
738,drei::NUM,三,ثلاثة
739,vier::NUM,四,أربعة
740,fünf::NUM,五,خمسة
741,sechs::NUM,六,ستة
742,sieben::NUM,七,سبعة
743,acht::NUM,八,ثمانية
744,neun::NUM,九,تسعة
745,zehn::NUM,十,عشرة
746,elf::NUM,十一,أحد عشر
747,zwölf::NUM,十二,اثنا عشر
748,zwanzig::NUM,二十,عشرون
749,dreißig::NUM,三十,ثلاثون
750,vierzig::NUM,四十,أربعون
751,fünfzig::NUM,五十,خمسون
752,sechzig::NUM,六十,ستون
753,siebzig::NUM,七十,سبعون
754,achtzig::NUM,八十,ثمانون
755,neunzig::NUM,九十,تسعون
756,hundert::NUM,百,مئة
757,tausend::NUM,千,ألف
758,und::CNJ,和,و
759,oder::CNJ,或者,أو
760,stehen::V,站,وقف
761,sitzen::V,坐,جلس
762,liegen::V,躺着,رقد
763,hängen::V,挂着,تعلق
764,werden::V,成为,صار
765,werden::V,成为,أصبح
766,passieren::V,发生,حدث
767,beginnen::V,开始,ابتدأ
768,enden::V,终止,انتهى
769,wechseln::V,变迁,تغير
770,aufgehen[Sonne]::V,升起,شرق
771,untergehen[Sonne]::V,下落,غرب
772,scheinen[Sonne]::V,照射,أضاء
773,donnern::V,打雷,رعد
774,wehen::V,飘扬,هب
775,strömen::V,流,جرى
776,fließen::V,流动,سال
777,sich drehen::V,转动,دار
778,schwanken::V,摇摆,ترنح
779,schwingen::V,摇,ترجح
780,fallen::V,坠落,سقط
781,brennen::V,燃烧,احترق
782,rauchen::V,冒烟,دخن
783,regnen::V,下雨,أمطر
784,gefrieren::V,结冰,تجمد
785,tauen::V,融化,ذاب
786,schmelzen::V,溶化,ذاب
787,trocknen::V,变干,نشف
788,sieden::V,煮,غلى
789,faulen::V,腐烂,فسد
790,verfaulen::V,腐烂,تعفن
791,reißen::V,撕,انقطع
792,versinken::V,下沉,غرق
793,vergehen::V,流逝,مضى
794,erscheinen::V,出现,لاح
795,erscheinen::V,出现,ظهر
796,verschwinden::V,消失,غاب
797,sinken::V,下降,هبط
798,abnehmen::V,减少,نقص
799,zunehmen::V,增加,ازداد
800,steigen::V,上升,صعد
801,steigen::V,上升,ارتفع
802,wachsen::V,生长,نما
803,wachsen::V,生长,نبت
804,glänzen::V,发光,لمع
805,funkeln::V,闪烁,تلألأ
806,lärmen::V,吵闹,ضج
807,lärmen::V,吵闹,صخب
808,läuten::V,响,قرع
809,klingeln::V,按铃,دق
810,brausen::V,疾驶,عج
811,klingen::V,听起来,رن
812,bellen::V,吠,نبح
813,heulen::V,嗥,عوى
814,blasen::V,吹,نفخ
815,pfeifen::V,吹口哨,صفر
816,schreien::V,叫喊,صرخ
817,stöhnen::V,呻吟,أن
818,zittern::V,颤抖,ارتعش
819,leben::V,生存,عاش
820,geboren werden::V,出生,ولد
821,atmen::V,呼吸,تنفس
822,trinken::V,喝,شرب
823,essen::V,吃,أكل
824,schlucken::V,咽,جرع
825,müde werden::V,疲倦,تعب
826,einschlafen::V,入睡,نام
827,schlafen::V,睡觉,نام
828,aufwachen::V,睡醒,استيقظ
