,Concept_ID,hu,nl
226,Kohle::N,szén,kool
227,Glas::N,üveg,glas
228,Lehm::N,agyag,klei
229,Lehm::N,vályog,klei
230,Sand::N,homok,zand
231,Mensch::N,ember,mens
232,Mann::N,úr,man
233,Mann::N,férfi,man
234,Frau::N,nő,vrouw
235,Frau::N,asszony,vrouw
236,Kind::N,gyerek,kind
237,Kind::N,gyermek,kind
238,Junge::N,fiú,jongen
239,Mädchen::N,lány,meisje
240,Familie::N,család,gezin
241,Familie::N,család,familie
242,Großvater::N,nagyapa,grootvader
243,Großmutter::N,nagyanya,grootmoeder
244,Eltern::N,szülők,ouders
245,Vater::N,apa,vader
246,Vater::N,atya,vader
247,Mutter::N,anya,moeder
248,Sohn::N,fiú,zoon
249,Tochter::N,lány,dochter
250,Bruder::N,fivér,broer
251,Bruder::N,fivér,broeder
252,Bruder::N,testvér,broer
253,Bruder::N,testvér,broeder
254,Schwester::N,nővér,zus
255,Schwester::N,nővér,zuster
256,Schwester::N,lánytestvér,zus
257,Schwester::N,lánytestvér,zuster
258,Onkel::N,nagybácsi,oom
259,Tante::N,nagynéni,tante
260,Ehemann::N,férj,echtgenoot
261,Ehefrau::N,feleség,echtgenote
262,Freude::N,öröm,vreugde
263,Gelächter::N,nevetés,gelach
264,Gelächter::N,hahotázás,gelach
265,Glück::N,boldogság,geluk
266,Kummer::N,bánat,verdriet
267,Wunsch::N,óhaj,wens
268,Wunsch::N,óhaj,verlangen
269,Lust::N,kedv,zin
270,Lust::N,kedv,lust
271,Geist::N,elme,geest
272,Geist::N,szellem,geest
273,Gedanke::N,gondolat,gedachte
274,Gedächtnis::N,emlékezet,geheugen
275,Verstand::N,ész,verstand
276,Verstand::N,értelem,verstand
277,Sinn::N,értelem,betekenis
278,Grund::N,ok,reden
279,Grund::N,alap,reden
280,Wahrheit::N,igaz,waarheid
281,Wahrheit::N,igazság,waarheid
282,Gespräch::N,beszélgetés,gesprek
283,Märchen::N,mese,sprookje
284,Erzählung::N,elbeszélés,verhaal
285,Nachricht::N,hír,tijding
286,Nachricht::N,híradás,tijding
287,Neuigkeit::N,újság,nieuws
288,Neuigkeit::N,újság,nieuwtje
289,Name::N,név,naam
290,Rätsel::N,rejtvény,raadsel
291,Rede::N,beszéd,rede
292,Rede::N,szónoklat,rede
293,Sprache::N,nyelv,taal
294,Stimme::N,hang,stem
295,Wort::N,szó,woord
296,Zeichen::N,jel,teken
297,Ruf::N,kiáltás,roep
298,Lärm::N,zaj,lawaai
299,Laut::N,hang,klank
300,Laut::N,hang,geluid
301,Ton::N,hang,toon
302,Ton::N,hang,klank
303,Lied::N,dal,lied
304,Lied::N,ének,lied
305,Ruhe::N,csend,rust
306,Ruhe::N,csend,stilte
307,Ruhe::N,nyugalom,rust
308,Ruhe::N,nyugalom,stilte
309,Leute::N,emberek,lui
310,Leute::N,emberek,mensen
311,Volk::N,nép,volk
312,Arbeit::N,dolog,werk
313,Arbeit::N,dolog,arbeid
314,Gast::N,vendég,gast
315,Geschenk::N,ajándék,cadeau
316,Geschenk::N,ajándék,geschenk
317,Spiel::N,játék,spel
318,Gesellschaft::N,társaság,gezelschap
319,Hilfe::N,segítség,hulp
320,Freund::N,barát,vriend
321,Kamerad::N,társ,maat
322,Kamerad::N,társ,metgezel
323,Angelegenheit::N,ügy,zaak
324,Angelegenheit::N,ügy,aangelegenheid
325,Anzahl::N,szám,tal
326,Anzahl::N,szám,aantal
327,Art::N,faj,slag
328,Art::N,faj,soort
329,Art::N,fajta,slag
330,Art::N,fajta,soort
331,Stück::N,darab,stuk
332,Teil::N,rész,deel
333,Hälfte::N,fél,helft
334,Kreis::N,kör,kring
335,Kreis::N,kör,cirkel
336,Kreuz::N,kereszt,kruis
337,Linie::N,vonal,lijn
338,Strich::N,vonás,haal
339,Strich::N,vonás,streep
340,Abstand::N,köz,afstand
341,Entfernung::N,távolság,afstand
342,Gegend::N,táj,streek
343,Gegend::N,vidék,streek
344,Platz::N,hely,ruimte
345,Ort::N,hely,oord
346,Ort::N,hely,plaats
347,Seite::N,fél,zij
348,Seite::N,fél,kant
349,Seite::N,fél,zijde
350,Seite::N,oldal,zij
351,Seite::N,oldal,kant
352,Seite::N,oldal,zijde
353,Mitte::N,közép,midden
354,Gegenstand::N,tárgy,voorwerp
355,Sache::N,dolog,zaak
356,Rand::N,szél,rand
357,Rand::N,szél,boord
358,Rand::N,perem,rand
359,Rand::N,perem,boord
360,Rand::N,szegély,rand
361,Rand::N,szegély,boord
362,Kante::N,él,kant
363,Ecke::N,sarok,hoek
364,Ecke::N,szöglet,hoek
365,Spitze::N,csúcs,punt
366,Spitze::N,csúcs,spits
367,Ende::N,vég,einde
368,Ende::N,vég,uiteinde
369,Loch::N,lyuk,gat
370,Winkel::N,szög,hoek
371,Muster::N,minta,dessin
372,Muster::N,minta,patroon
373,Größe::N,nagyság,grootte
374,Länge::N,hossz,lengte
375,Länge::N,hosszúság,lengte
376,Höhe::N,magasság,hoogte
377,Gewicht::N,súly,gewicht
378,Menge::N,sokaság,hoeveelheid
379,Menge::N,mennyiség,hoeveelheid
380,Haufen::N,halom,hoop
381,Reihe::N,sor,rij
382,Reihe::N,sor,reeks
383,Boot::N,csónak,boot
384,Ruder::N,evező,roeiriem
385,Schlitten::N,szánkó,slee
386,Schlitten::N,szánkó,slede
387,Ski::N,sí,ski
388,Lagerfeuer::N,tábortűz,kampvuur
389,Last::N,teher,last
390,Last::N,teher,vracht
391,Gang::N,járás,wandeling
392,Schritt::N,lépés,stap
393,Schritt::N,lépés,schrede
394,Norden::N,észak,noorden
395,Süden::N,dél,zuiden
396,Westen::N,nyugat,westen
397,Osten::N,kelet,oosten
398,Holz::N,fa,hout
399,Brett::N,deszka,plank
400,Platte::N,lap,plaat
401,Platte::N,lemez,plaat
402,Stütze::N,támasz,stut
403,Stütze::N,támasz,steun
404,Stütze::N,támaszték,stut
405,Stütze::N,támaszték,steun
406,Stange::N,rúd,stang
407,Stange::N,pózna,stang
408,Stock::N,pálca,stok
409,Stab::N,bot,staf
410,Rohr::N,cső,pijp
411,Haus::N,ház,huis
412,Heim::N,otthon,tehuis
413,Ofen::N,kályha,kachel
414,Fußboden::N,padló,vloer
415,Tisch::N,asztal,tafel
416,Stuhl::N,szék,stoel
417,Wiege::N,bölcső,wieg
418,Bett::N,ágy,bed
419,Regal::N,polc,rek
420,Regal::N,állvány,rek
421,Kiste::N,láda,kist
422,Fenster::N,ablak,raam
423,Fenster::N,ablak,venster
424,Tür::N,ajtó,deur
425,Tor::N,kapu,poort
426,Zaun::N,kerítés,omheining
427,Dach::N,tető,dak
428,Leiter::N,létra,ladder
429,Besen::N,seprű,bezem
430,Spaten::N,ásó,schop
431,Schaufel::N,lapát,schep
432,Gabel::N,villa,vork
433,Löffel::N,kanál,lepel
434,Messer::N,kés,mes
435,Nagel::N,szeg,spijker
436,Netz::N,háló,net
437,Haken::N,kampó,haak
438,Griff::N,nyél,handvat
439,Griff::N,fogantyú,handvat
440,Schloss::N,zár,slot
441,Bild::N,kép,beeld
442,Figur::N,alak,figuur
443,Puppe::N,bábu,pop
444,Beutel::N,zacskó,zak
445,Beutel::N,zacskó,buidel
446,Bündel::N,köteg,pak
447,Bündel::N,köteg,bundel
448,Tasche::N,táska,tas
449,Eimer::N,vödör,emmer
450,Deckel::N,fedő,deksel
451,Deckel::N,fedél,deksel
452,Geschirr::N,edény,vaatwerk
453,Sack::N,zsák,zak
454,Tasse::N,csésze,kop
455,Topf::N,fazék,pan
456,Kessel::N,üst,ketel
457,Kessel::N,bogrács,ketel
458,Essen::N,evés,eten
459,Essen::N,étkezés,eten
460,Nahrung::N,ennivaló,voedsel
461,Speise::N,étel,spijs
462,Fleisch::N,hús,vlees
463,Getreide::N,gabona,graan
464,Brei::N,pép,pap
465,Brei::N,pép,brij
466,Brei::N,kása,pap
467,Brei::N,kása,brij
468,Brot::N,kenyér,brood
469,Scheibe::N,szelet,plak
470,Scheibe::N,szelet,snede
471,Fett::N,háj,vet
472,Fett::N,zsír,vet
473,Butter::N,vaj,boter
474,Öl::N,olaj,olie
475,Salz::N,só,zout
476,Suppe::N,leves,soep
477,Honig::N,méz,honing
478,Milch::N,tej,melk
479,Tee::N,tea,thee
480,Leder::N,bőr,leer
481,Leder::N,bőr,leder
482,Wolle::N,gyapjú,wol
483,Stoff::N,szövet,stof
484,Nadel::N,tű,naald
485,Faden::N,fonál,draad
486,Knopf::N,gomb,knoop
487,Knoten::N,csomó,knoop
488,Farbe::N,szín,verf
489,Farbe::N,festék,verf
490,Kleidung::N,ruha,kledij
491,Kleidung::N,ruha,kleding
492,Kleidung::N,ruházat,kledij
493,Kleidung::N,ruházat,kleding
494,Hemd::N,ing,hemd
495,Kragen::N,gallér,kraag
496,Ärmel::N,ujj,mouw
497,Hose::N,gatya,broek
498,Hose::N,gatya,pantalon
499,Hose::N,nadrág,broek
500,Hose::N,nadrág,pantalon
501,Gürtel::N,öv,riem
502,Gürtel::N,öv,gordel
503,Mütze::N,sapka,muts
504,Schuh::N,cipő,schoen
505,Stiefel::N,csizma,laars
506,Ring::N,gyűrű,ring
507,Band::N,szalag,lint
508,Kamm::N,fésű,kam
509,Spiegel::N,tükör,spiegel
510,Riemen::N,szíj,riem
511,Schnur::N,zsinór,koord
512,Leine::N,póráz,lijn
513,Decke::N,takaró,deken
514,Kissen::N,párna,kussen
515,Tuch::N,kendő,doek
516,Handtuch::N,törülköző,handdoek
517,Kraft::N,erő,kracht
518,Stärke::N,erő,sterkte
519,Stärke::N,erősség,sterkte
520,Gesundheit::N,egészség,gezondheid
521,Krankheit::N,kór,ziekte
522,Krankheit::N,betegség,ziekte
523,Schmerz::N,fájdalom,pijn
524,Wunde::N,seb,wond
525,Fieber::N,láz,koorts
526,Arznei::N,orvosság,medicament
527,Arznei::N,orvosság,geneesmiddel
528,Arznei::N,gyógyszer,medicament
529,Arznei::N,gyógyszer,geneesmiddel
530,Brücke::N,híd,brug
531,Brunnen::N,kút,put
532,Brunnen::N,kút,bron
533,Weide::N,legelő,wei
534,Weide::N,legelő,weide
535,Pfad::N,ösvény,pad
536,Weg::N,út,weg
537,Straße::N,út,baan
538,Straße::N,út,straat
539,Dorf::N,falu,dorp
540,Stadt::N,város,stad
541,Brief::N,levél,brief
542,Buch::N,könyv,boek
543,Buchstabe::N,betű,letter
544,Zeitung::N,újság,krant
545,Zeitung::N,újság,dagblad
546,Zeitung::N,hírlap,krant
547,Zeitung::N,hírlap,dagblad
548,Leben::N,élet,leven
549,Tod::N,halál,dood
550,Grab::N,sír,graf
551,Kirche::N,templom,kerk
552,Sünde::N,bűn,zonde
553,Sünde::N,vétek,zonde
554,Gott::N,isten,god
555,Arbeiter::N,munkás,arbeider
556,Chef::N,főnök,chef
557,Meister::N,mester,meester
558,Arzt::N,orvos,arts
559,Arzt::N,orvos,dokter
560,Lehrer::N,tanár,leraar
561,Lehrer::N,tanár,onderwijzer
562,Lehrer::N,tanító,leraar
563,Lehrer::N,tanító,onderwijzer
564,Geld::N,pénz,geld
565,Geschäft::N,üzlet,zaak
566,Laden::N,bolt,winkel
567,Preis::N,ár,prijs
568,Ware::N,áru,waar
569,Nutzen::N,haszon,nut
570,Nutzen::N,haszon,voordeel
571,Reichtum::N,gazdagság,rijkdom
572,Welt::N,világ,wereld
573,Land::N,ország,land
574,Staat::N,állam,staat
575,König::N,király,koning
576,Macht::N,hatalom,macht
577,Grenze::N,határ,grens
578,Krieg::N,háború,oorlog
579,Feind::N,ellenség,vijand
580,Gewalt::N,erőszak,geweld
581,Kampf::N,harc,strijd
582,Kampf::N,harc,gevecht
583,Bogen[Waffe]::N,íj,boog
584,Pfeil::N,nyíl,pijl
585,Gewehr::N,puska,geweer
586,Gewehr::N,fegyver,geweer
587,Fehler::N,hiba,fout
588,Lüge::N,hazugság,leugen
589,Schaden::N,kár,schade
590,Unglück::N,csapás,tegenspoed
591,Unglück::N,balszerencse,tegenspoed
592,Schuld::N,bűn,schuld
593,Alter::N,kor,leeftijd
594,Schluss::N,vég,slot
595,Schluss::N,befejezés,slot
596,Zeit::N,idő,tijd
597,Tag::N,nap,dag
598,Morgen::N,reggel,morgen
599,Morgen::N,reggel,ochtend
600,Mittag::N,dél,middag
601,Abend::N,este,avond
602,Nacht::N,éj,nacht
603,Nacht::N,éjszaka,nacht
604,Woche::N,hét,week
605,Monat::N,hó,maand
606,Monat::N,hónap,maand
607,Jahr::N,év,jaar
608,Frühling::N,tavasz,lente
609,Frühling::N,tavasz,voorjaar
610,Sommer::N,nyár,zomer
611,Herbst::N,ősz,herfst
612,Winter::N,tél,winter
613,Januar::N,január,januari
614,Februar::N,február,februari
615,März::N,március,maart
616,April::N,április,april
617,Mai::N,május,mei
618,Juni::N,június,juni
619,Juli::N,július,juli
620,August::N,augusztus,augustus
621,September::N,szeptember,september
622,Oktober::N,október,oktober
623,November::N,november,november
624,Dezember::N,december,december
625,Montag::N,hétfő,maandag
626,Dienstag::N,kedd,dinsdag
627,Mittwoch::N,szerda,woensdag
628,Donnerstag::N,csütörtök,donderdag
629,Freitag::N,péntek,vrijdag
630,Samstag::N,szombat,zaterdag
631,Sonntag::N,vasárnap,zondag
632,groß::A,nagy,groot
633,klein::A,pici,klein
634,klein::A,kicsi,klein
635,lang::A,hosszú,lang
636,kurz::A,rövid,kort
637,breit::A,széles,breed
638,schmal::A,keskeny,smal
639,dicht::A,sűrű,dicht
640,dick[Gegenstand]::A,vastag,dik
641,dünn::A,vékony,dun
642,fein::A,vékony,fijn
643,fest::A,szilárd,vast
644,flach::A,sík,plat
645,flach::A,lapos,plat
646,glatt::A,sima,glad
647,hart::A,kemény,hard
648,weich::A,puha,week
649,rund::A,kerek,rond
650,spitz::A,hegyes,spits
651,spitz::A,hegyes,puntig
652,scharf::A,éles,scherp
653,stumpf::A,tompa,stomp
654,stumpf::A,életlen,stomp
655,schwer::A,nehéz,zwaar
656,schwer::A,súlyos,zwaar
657,schön::A,szép,mooi
658,schön::A,szép,fraai
659,heiß::A,forró,heet
660,warm::A,meleg,warm
661,kalt::A,hideg,koud
662,kühl::A,hűs,koel
663,kühl::A,hűvös,koel
664,frisch::A,üde,fris
665,frisch::A,friss,fris
666,feucht::A,nedves,vochtig
667,nass::A,vizes,nat
668,trocken::A,száraz,droog
669,voll::A,telt,vol
670,leer::A,üres,leeg
671,offen::A,nyílt,open
672,offen::A,nyitott,open
673,geschlossen::A,zárt,gesloten
674,geschlossen::A,csukott,gesloten
675,sauber::A,tiszta,net
676,sauber::A,tiszta,schoon
677,schmutzig::A,piszkos,vuil
678,schmutzig::A,szennyes,vuil
679,roh::A,nyers,rauw
680,reif::A,érett,rijp
681,lecker::A,finom,lekker
682,süß::A,édes,zoet
683,bitter::A,keserű,bitter
684,sauer::A,savanyú,zuur
685,hell::A,világos,licht
686,hell::A,világos,helder
687,dunkel::A,sötét,donker
688,schwarz::A,fekete,zwart
689,weiß::A,fehér,wit
690,rot::A,vörös,rood
691,gelb::A,sárga,geel
692,blau::A,kék,blauw
693,grün::A,zöld,groen
694,grau::A,ősz,grijs
695,grau::A,szürke,grijs
696,bunt::A,tarka,bont
697,bunt::A,színes,bont
698,billig::A,olcsó,goedkoop
699,teuer::A,drága,duur
700,wertvoll::A,értékes,kostbaar
701,wertvoll::A,értékes,waardevol
702,blind::A,vak,blind
703,taub::A,süket,doof
704,kräftig::A,erős,krachtig
705,stark::A,erős,sterk
706,schwach::A,gyenge,zwak
707,schwach::A,erőtlen,zwak
708,fett::A,hájas,vet
709,schlank::A,karcsú,slank
710,hübsch::A,csinos,leuk
711,böse::A,rossz,kwaad
712,böse::A,gonosz,kwaad
713,dumm::A,buta,dom
714,dumm::A,ostoba,dom
715,faul::A,lusta,lui
716,fleißig::A,szorgalmas,vlijtig
717,geizig::A,fukar,gierig
718,geizig::A,fösvény,gierig
719,klug::A,okos,slim
720,klug::A,okos,schrander
721,klug::A,okos,verstandig
722,klug::A,eszes,slim
723,klug::A,eszes,schrander
724,klug::A,eszes,verstandig
725,geschickt::A,ügyes,handig
726,geschickt::A,ügyes,vaardig
727,lieb::A,drága,lief
728,lieb::A,kedves,lief
729,lustig::A,víg,vrolijk
730,lustig::A,vidám,vrolijk
731,sanft::A,enyhe,zacht
732,hungrig::A,éhes,hongerig
733,krank::A,beteg,ziek
734,nackt::A,csupasz,naakt
735,nackt::A,meztelen,naakt
736,traurig::A,bús,treurig
737,traurig::A,bús,bedroefd
738,traurig::A,szomorú,treurig
739,traurig::A,szomorú,bedroefd
740,lebendig::A,élő,levend
741,gut::A,jó,goed
742,schlecht::A,rossz,slecht
743,richtig::A,helyes,juist
744,schlimm::A,rossz,erg
745,schlimm::A,rossz,kwaad
746,wahr::A,igaz,waar
747,alt::A,ó,oud
748,alt::A,régi,oud
749,neu::A,új,nieuw
750,ehemalig::A,volt,voormalig
751,ehemalig::A,egykori,voormalig
752,alt[Lebewesen]::A,öreg,oud
753,jung::A,fiatal,jong
754,arm::A,szegény,arm
755,reich::A,gazdag,rijk
756,bekannt::A,ismert,bekend
757,bekannt::A,ismeretes,bekend
758,berühmt::A,híres,beroemd
759,fremd::A,idegen,vreemd
760,verschieden::A,különböző,verscheiden
761,verschieden::A,különböző,verschillend
762,nah::A,közeli,nabij
763,nah::A,közeli,nabijgelegen
764,fern::A,távoli,ver
765,linker::A,bal,linker
766,rechter::A,jobb,rechter
767,anderer::A,más,andere
768,anderer::A,másik,andere
769,erster::A,első,eerste
770,zweiter::A,második,tweede
771,dritter::A,harmadik,derde
772,letzter::A,utolsó,laatste
773,allein::ADV,egyedül,alleen
774,auf einmal::ADV,egyszerre,ineens
775,auf einmal::ADV,egyszerre,tegelijk
776,zusammen::ADV,együtt,samen
777,zusammen::ADV,együtt,bijeen
778,zusammen::ADV,összesen,samen
779,zusammen::ADV,összesen,bijeen
780,lange::ADV,sokáig,lang
781,lange::ADV,hosszan,lang
782,plötzlich::ADV,hirtelen,eensklaps
783,plötzlich::ADV,hirtelen,plotsklaps
784,plötzlich::ADV,egyszerre,eensklaps
785,plötzlich::ADV,egyszerre,plotsklaps
786,sofort::ADV,rögtön,terstond
787,sofort::ADV,rögtön,aanstonds
788,sofort::ADV,rögtön,onmiddelijk
789,sofort::ADV,tüstént,terstond
790,sofort::ADV,tüstént,aanstonds
791,sofort::ADV,tüstént,onmiddelijk
792,später::ADV,későn,later
793,jetzt::ADV,most,nu
794,jetzt::ADV,most,nou
795,jetzt::ADV,most,thans
796,heute::ADV,ma,heden
797,heute::ADV,ma,vandaag
798,morgen::ADV,holnap,morgen
799,bald::ADV,majd,gauw
800,bald::ADV,majd,weldra
801,bald::ADV,nemsokára,gauw
802,bald::ADV,nemsokára,weldra
803,dann::ADV,akkor,dan
804,dann::ADV,akkor,toen
805,gestern::ADV,tegnap,gisteren
806,einst::ADV,hajdan,eens
807,damals::ADV,akkor,toen
808,damals::ADV,akkor,destijds
809,damals::ADV,akkoriban,toen
810,damals::ADV,akkoriban,destijds
811,danach::ADV,azután,daarna
812,vorher::ADV,előbb,vooraf
813,vorher::ADV,előbb,van tevoren
814,zuerst::ADV,először,eerst
815,zuerst::ADV,először,het eerst
816,einmal::ADV,egyszer,eens
817,einmal::ADV,egyszer,eenmaal
818,manchmal::ADV,néha,soms
819,manchmal::ADV,olykor,soms
820,oft::ADV,sokszor,vaak
821,oft::ADV,sokszor,dikwijls
822,immer::ADV,mindig,altijd
823,niemals::ADV,sohasem,nooit
824,hier::ADV,itt,hier
825,hierhin::ADV,erre,hierheen
826,von hier::ADV,innen,van hier
827,von hier::ADV,innen,hiervandaan
828,dort::ADV,ott,daar
829,dort::ADV,ott,ginds
830,dorthin::ADV,oda,daarheen
831,geradeaus::ADV,egyenesen,rechtuit
832,geradeaus::ADV,egyenesen,rechtdoor
833,vorwärts::ADV,előre,vooruit
834,vorwärts::ADV,előre,voorwaarts
835,rückwärts::ADV,hátrafelé,achteruit
836,rückwärts::ADV,hátrafelé,achterwaarts
837,zurück::ADV,hátra,terug
838,zurück::ADV,vissza,terug
839,unten::ADV,alul,beneden
840,unten::ADV,alul,onderaan
841,hinab::ADV,le,omlaag
842,hinab::ADV,le,naar beneden
843,hinab::ADV,lefelé,omlaag
844,hinab::ADV,lefelé,naar beneden
845,oben::ADV,fenn,boven
846,oben::ADV,felül,boven
847,hinauf::ADV,fel,omhoog
848,hinauf::ADV,fel,naar boven
849,hinauf::ADV,felfelé,omhoog
