,Concept_ID,ja,ar
301,Kreuz::N,十字,صليب
302,Linie::N,線,خط
303,Strich::N,線,شرطة
304,Abstand::N,距離,مسافة
305,Entfernung::N,距離,بعد
306,Gegend::N,辺,ناحية
307,Gegend::N,地域,ناحية
308,Platz::N,ゆとり,فراغ
309,Ort::N,所,مكان
310,Ort::N,場所,مكان
311,Seite::N,横,جانب
312,Mitte::N,真ん中,وسط
313,Gegenstand::N,物件,موضوع
314,Sache::N,物,شيء
315,Rand::N,端,حافة
316,Kante::N,縁,حافة
317,Ecke::N,角,ركن
318,Spitze::N,先頭,سن
319,Ende::N,端,طرف
320,Loch::N,穴,ثقب
321,Winkel::N,片隅,زاوية
322,Muster::N,模様,عينة
323,Größe::N,大きさ,حجم
324,Länge::N,長さ,طول
325,Höhe::N,高さ,علو
326,Höhe::N,高さ,ارتفاع
327,Gewicht::N,重さ,وزن
328,Menge::N,量,كمية
329,Haufen::N,堆積,كوم
330,Reihe::N,並び,صف
331,Boot::N,ボート,قارب
332,Boot::N,ボート,زورق
333,Ruder::N,オール,مجذاف
334,Schlitten::N,そり,مزلقة
335,Ski::N,スキー,زلاجة
336,Lagerfeuer::N,篝火,نار المخيم
337,Last::N,荷物,حمل
338,Gang::N,歩み,مشية
339,Schritt::N,歩,خطوة
340,Norden::N,北,شمال
341,Süden::N,南,جنوب
342,Westen::N,西,غرب
343,Osten::N,東,شرق
344,Holz::N,木,خشب
345,Holz::N,木材,خشب
346,Brett::N,板,لوح
347,Platte::N,盤,صفيحة
348,Stütze::N,支柱,سند
349,Stütze::N,支柱,دعامة
350,Stange::N,棒,عود
351,Stock::N,杖,عصا
352,Stab::N,棒,قضيب
353,Rohr::N,管,أنبوبة
354,Haus::N,家,دار
355,Haus::N,家,بيت
356,Heim::N,家,بيت
357,Heim::N,家,مسكن
358,Ofen::N,ストーブ,مدفأة
359,Fußboden::N,床,أرضية
360,Tisch::N,机,مائدة
361,Stuhl::N,椅子,كرسي
362,Wiege::N,揺籃,مهد
363,Bett::N,ベッド,سرير
364,Regal::N,棚,رف
365,Kiste::N,箱,صندوق
366,Fenster::N,窓,شباك
367,Fenster::N,窓,نافذة
368,Tür::N,戸,باب
369,Tür::N,ドア,باب
370,Tor::N,門,بوابة
371,Zaun::N,垣根,سياج
372,Dach::N,屋根,سطح
373,Leiter::N,梯子,سلم
374,Besen::N,ほうき,مكنسة
375,Spaten::N,スコップ,مسحاة
376,Schaufel::N,シャベル,مجرفة
377,Gabel::N,フォーク,شوكة
378,Löffel::N,スプーン,ملعقة
379,Messer::N,ナイフ,سكين
380,Nagel::N,釘,مسمار
381,Netz::N,網,شبكة
382,Haken::N,鉤,خطاف
383,Haken::N,鉤,صنارة
384,Haken::N,フック,خطاف
385,Haken::N,フック,صنارة
386,Griff::N,取っ手,قبضة
387,Schloss::N,錠,قفل
388,Bild::N,絵,صورة
389,Figur::N,像,تمثال
390,Puppe::N,人形,دمية
391,Beutel::N,袋,كيس
392,Bündel::N,束,ربطة
393,Bündel::N,包み,ربطة
394,Tasche::N,かばん,شنطة
395,Tasche::N,かばん,محفظة
396,Eimer::N,バケツ,سطل
397,Eimer::N,バケツ,جردل
398,Deckel::N,蓋,سداد
399,Geschirr::N,食器,أوان
400,Sack::N,袋,زكيبة
401,Tasse::N,カップ,فنجان
402,Topf::N,鍋,قدر
403,Topf::N,鍋,طنجرة
404,Kessel::N,釜,قدر
405,Kessel::N,釜,غلاية
406,Essen::N,食事,طعام
407,Nahrung::N,食物,غذاء
408,Speise::N,料理,أكل
409,Fleisch::N,肉,لحم
410,Getreide::N,麦,حبوب
411,Getreide::N,穀物,حبوب
412,Brei::N,粥,عصيدة
413,Brot::N,パン,خبز
414,Scheibe::N,枚,شريحة
415,Scheibe::N,切れ,شريحة
416,Fett::N,脂肪,سمن
417,Butter::N,バター,زبدة
418,Öl::N,油,زيت
419,Salz::N,塩,ملح
420,Suppe::N,スープ,حساء
421,Suppe::N,スープ,شربة
422,Honig::N,蜂蜜,عسل
423,Milch::N,牛乳,حليب
424,Tee::N,茶,شاي
425,Tee::N,お茶,شاي
426,Leder::N,革,جلد
427,Wolle::N,毛糸,صوف
428,Stoff::N,布,قماش
429,Nadel::N,針,إبرة
430,Faden::N,糸,خيط
431,Knopf::N,ボタン,زر
432,Knoten::N,結び目,عقدة
433,Farbe::N,ペンキ,صبغة
434,Kleidung::N,衣服,ملابس
435,Hemd::N,シャツ,قميص
436,Kragen::N,襟,ياقة
437,Ärmel::N,袖,كم
438,Hose::N,ズボン,سروال
439,Hose::N,ズボン,بنطلون
440,Gürtel::N,帯,حزام
441,Gürtel::N,ベルト,حزام
442,Mütze::N,帽子,طاقية
443,Schuh::N,靴,حذاء
444,Stiefel::N,ブーツ,جزمة
445,Stiefel::N,ブーツ,حذاء طويل
446,Ring::N,輪,حلقة
447,Band::N,リボン,شريط
448,Kamm::N,櫛,مشط
449,Spiegel::N,鏡,مرآة
450,Riemen::N,緒,سير
451,Schnur::N,紐,حبل
452,Schnur::N,紐,دوبارة
453,Leine::N,綱,قيد
454,Decke::N,掛け布団,بطانية
455,Kissen::N,枕,وسادة
456,Tuch::N,スカーフ,منديل
457,Handtuch::N,タオル,فوطة
458,Handtuch::N,タオル,منشفة
459,Kraft::N,力,قدرة
460,Stärke::N,強さ,قوة
461,Gesundheit::N,健康,صحة
462,Krankheit::N,病気,مرض
463,Schmerz::N,痛み,ألم
464,Schmerz::N,痛み,وجع
465,Wunde::N,傷,جرح
466,Fieber::N,熱,حمى
467,Arznei::N,薬,دواء
468,Brücke::N,橋,جسر
469,Brunnen::N,井戸,بئر
470,Weide::N,牧場,مرعى
471,Pfad::N,小路,درب
472,Weg::N,道,سكة
473,Straße::N,街道,طريق
474,Dorf::N,村,قرية
475,Stadt::N,町,مدينة
476,Stadt::N,都市,مدينة
477,Brief::N,手紙,خطاب
478,Brief::N,手紙,مكتوب
479,Buch::N,本,كتاب
480,Buchstabe::N,文字,حرف
481,Zeitung::N,新聞,جريدة
482,Leben::N,生活,عيش
483,Leben::N,生活,حياة
484,Tod::N,死,موت
485,Tod::N,死,وفاة
486,Grab::N,墓,قبر
487,Kirche::N,教会,كنيسة
488,Sünde::N,罪,خطيئة
489,Gott::N,神,إله
490,Arbeiter::N,労働者,عامل
491,Chef::N,上司,رئيس
492,Meister::N,達人,أسطى
493,Meister::N,マイスター,أسطى
494,Arzt::N,医者,طبيب
495,Lehrer::N,先生,مدرس
496,Geld::N,金,نقود
497,Geschäft::N,取り引き,صفقة
498,Laden::N,店,دكان
499,Preis::N,値段,سعر
500,Ware::N,商品,بضاعة
501,Nutzen::N,利益,فائدة
502,Reichtum::N,豊かさ,غنى
503,Reichtum::N,豊かさ,ثروة
504,Welt::N,世界,عالم
505,Welt::N,世界,دنيا
506,Land::N,国,بلد
507,Staat::N,国家,دولة
508,König::N,国王,ملك
509,Macht::N,権力,سلطة
510,Grenze::N,国境,حدود
511,Krieg::N,戦争,حرب
512,Feind::N,敵,عدو
513,Gewalt::N,暴力,عنف
514,Kampf::N,戦い,قتال
515,Bogen[Waffe]::N,弓,قوس
516,Pfeil::N,矢,سهم
517,Gewehr::N,銃,بندقية
518,Fehler::N,間違い,خطأ
519,Lüge::N,嘘,كذب
520,Schaden::N,損害,تلف
521,Unglück::N,不幸,نحس
522,Schuld::N,罪,ذنب
523,Alter::N,年,سن
524,Alter::N,年,عمر
525,Alter::N,年齢,سن
526,Alter::N,年齢,عمر
527,Schluss::N,終わり,ختام
528,Schluss::N,終わり,نهاية
529,Zeit::N,時,وقت
530,Zeit::N,時間,وقت
531,Tag::N,日,يوم
532,Morgen::N,朝,صباح
533,Mittag::N,昼,ظهر
534,Abend::N,晩,مساء
535,Abend::N,夕方,مساء
536,Nacht::N,夜,ليلة
537,Woche::N,週,أسبوع
538,Monat::N,月,شهر
539,Jahr::N,年,عام
540,Jahr::N,年,سنة
541,Frühling::N,春,ربيع
542,Sommer::N,夏,صيف
543,Herbst::N,秋,خريف
544,Winter::N,冬,شتاء
545,Januar::N,一月,يناير
546,Januar::N,一月,كانون الثاني
547,Februar::N,二月,شباط
548,Februar::N,二月,فبراير
549,März::N,三月,آذار
550,März::N,三月,مارس
551,April::N,四月,نيسان
552,Mai::N,五月,مايو
553,Juni::N,六月,يونيو
554,Juni::N,六月,حزيران
555,Juli::N,七月,تموز
556,Juli::N,七月,يوليو
557,August::N,八月,آب
558,August::N,八月,أغسطس
559,September::N,九月,أيلول
560,September::N,九月,سبتمبر
561,Oktober::N,十月,أكتوبر
562,Oktober::N,十月,تشرين الأول
563,November::N,十一月,نوفمبر
564,November::N,十一月,تشرين الثاني
565,Dezember::N,十二月,ديسمبر
566,Dezember::N,十二月,كانون الأول
567,Montag::N,月曜日,يوم الاثنين
568,Dienstag::N,火曜日,يوم الثلاثاء
569,Mittwoch::N,水曜日,يوم الأربعاء
570,Donnerstag::N,木曜日,يوم الخميس
571,Freitag::N,金曜日,يوم الجمعة
572,Samstag::N,土曜日,يوم السبت
573,Sonntag::N,日曜日,يوم الأحد
574,groß::A,大きい,كبير
575,klein::A,小さい,صغير
576,lang::A,長い,طويل
577,kurz::A,短い,قصير
578,breit::A,広い,واسع
579,schmal::A,狭い,ضيق
580,dicht::A,密な,كث
581,dicht::A,密な,كثيف
582,dick[Gegenstand]::A,厚い,غليظ
583,dünn::A,薄い,رفيع
584,fein::A,細い,رقيق
585,fest::A,硬い,متين
586,flach::A,平らな,سهل
587,flach::A,平らな,منبسط
588,glatt::A,滑らかな,ناعم
589,hart::A,堅い,صلب
590,hart::A,堅い,جامد
591,weich::A,柔らかい,لين
592,rund::A,丸い,مستدير
593,spitz::A,尖った,مدبب
594,scharf::A,鋭い,حاد
595,stumpf::A,鈍い,ثالم
596,schwer::A,重い,ثقيل
597,schön::A,綺麗な,جميل
598,heiß::A,熱い,حار
599,heiß::A,熱い,ساخن
600,warm::A,温かい,دافئ
601,kalt::A,寒い,بارد
602,kalt::A,冷たい,بارد
603,kühl::A,涼しい,قر
604,frisch::A,ひんやりした,طازج
605,feucht::A,湿った,رطب
606,nass::A,濡れた,مبلول
607,trocken::A,乾いた,جاف
608,voll::A,いっぱいの,ملء
609,leer::A,空の,خال
610,leer::A,空の,فارغ
611,offen::A,開いた,مفتوح
612,geschlossen::A,閉まった,مغلق
613,sauber::A,清潔な,نظيف
614,schmutzig::A,汚い,قذر
615,roh::A,生の,نيء
616,reif::A,熟した,ناضج
617,lecker::A,美味しい,لذيذ
618,süß::A,甘い,حلو
619,bitter::A,苦い,مر
620,sauer::A,酸っぱい,حامض
621,hell::A,明るい,نير
622,dunkel::A,暗い,مظلم
623,schwarz::A,黒い,أسود
624,weiß::A,白い,أبيض
625,rot::A,赤い,أحمر
626,gelb::A,黄色い,أصفر
627,blau::A,青い,أزرق
628,grün::A,緑の,أخضر
629,grau::A,灰色の,رمادي
630,bunt::A,色取り取りの,ملوب
631,billig::A,安い,رخيص
632,teuer::A,高い,غال
633,wertvoll::A,貴重な,ثمين
634,blind::A,盲目の,أعمى
635,taub::A,耳が聞こえない,أصم
636,taub::A,耳が聞こえない,أطرش
637,kräftig::A,強力な,قوي
638,stark::A,強い,قوي
639,schwach::A,弱い,ضعيف
640,fett::A,太った,سمين
641,schlank::A,ほっそりした,أهيف
642,hübsch::A,素敵な,جميل
643,böse::A,悪い,رديء
644,dumm::A,馬鹿な,أبله
645,dumm::A,馬鹿な,أحمق
646,faul::A,怠惰な,كسلان
647,fleißig::A,勤勉な,مجتهد
648,geizig::A,けちな,بخيل
649,klug::A,賢い,ذكي
650,klug::A,賢い,عاقل
651,klug::A,頭のいい,ذكي
652,klug::A,頭のいい,عاقل
653,geschickt::A,器用な,ماهر
654,lieb::A,愛らしい,عزيز
655,lustig::A,楽しい,مرح
656,sanft::A,温和な,حليم
657,hungrig::A,空腹の,جائع
658,krank::A,病気の,مريض
659,nackt::A,裸の,عار
660,traurig::A,悲しい,حزين
661,lebendig::A,生きた,حي
662,gut::A,良い,جيد
663,schlecht::A,悪い,سيء
664,schlecht::A,駄目な,سيء
665,richtig::A,正しい,صحيح
666,schlimm::A,ひどい,خبيث
667,wahr::A,本当の,حق
668,alt::A,古い,قديم
669,neu::A,新しい,جديد
670,ehemalig::A,以前の,سابق
671,alt[Lebewesen]::A,年を取った,مسن
672,jung::A,若い,شاب
673,jung::A,若い,صغير
674,arm::A,貧乏な,فقير
675,reich::A,裕福な,غني
676,bekannt::A,有名な,معلوم
677,berühmt::A,有名な,مشهور
678,fremd::A,見知らぬ,أجنبي
679,verschieden::A,色々な,مختلف
680,nah::A,近い,قريب
681,fern::A,遠い,بعيد
682,linker::A,左の,يسار
683,rechter::A,右の,يمين
684,anderer::A,別の,آخر
685,erster::A,一番目,أول
686,zweiter::A,二番目,ثان
687,dritter::A,三番目,ثالث
688,letzter::A,最後の,أخير
689,allein::ADV,一人で,وحده
690,auf einmal::ADV,同時に,بالمرة
691,zusammen::ADV,一緒に,معا
692,lange::ADV,長い間,مدة طويلة
693,plötzlich::ADV,急に,فجأة
694,sofort::ADV,すぐに,حالا
695,sofort::ADV,すぐに,فورا
696,später::ADV,後で,فيما بعد
697,jetzt::ADV,今,الآن
698,jetzt::ADV,今,حاليا
699,heute::ADV,今日,اليوم
700,morgen::ADV,明日,غدا
701,bald::ADV,間もなく,قريبا
702,dann::ADV,それから,ثم
703,gestern::ADV,昨日,أمس
704,gestern::ADV,昨日,البارحة
705,einst::ADV,過去に,قديما
706,damals::ADV,あの時,حينئذ
707,danach::ADV,その後で,ثم
708,danach::ADV,その後で,بعد ذلك
709,vorher::ADV,以前に,من قبل
710,vorher::ADV,以前に,قبل ذلك
711,zuerst::ADV,まず,أولا
712,zuerst::ADV,最初に,أولا
713,einmal::ADV,一回,مرة
714,manchmal::ADV,時々,أحيانا
715,oft::ADV,よく,كثيرا
716,immer::ADV,いつも,دائما
717,niemals::ADV,一度も...ない,لا أبدا
718,hier::ADV,こちら,هنا
719,hierhin::ADV,ここへ,إلى هنا
720,hierhin::ADV,こちらへ,إلى هنا
721,von hier::ADV,ここから,من هنا
722,dort::ADV,そちら,هناك
723,dorthin::ADV,そこへ,إلى هناك
724,dorthin::ADV,そちらへ,إلى هناك
725,geradeaus::ADV,真っ直ぐに,إلى الأمام
726,vorwärts::ADV,前へ,إلى الأمام
727,rückwärts::ADV,後ろへ,إلى الوراء
728,zurück::ADV,後ろへ,عودا
729,zurück::ADV,後ろへ,إلى الخلف
730,unten::ADV,下に,تحت
731,unten::ADV,下に,في الأسفل
732,hinab::ADV,下へ,إلى تحت
733,oben::ADV,上に,فوق
734,oben::ADV,上に,في الأعلى
735,hinauf::ADV,上へ,إلى فوق
736,hinauf::ADV,上へ,إلى الأعلى
737,überall::ADV,どこでも,في كل مكان
738,nicht::ADV,ない,لا
739,nicht::ADV,ない,لم
740,ein wenig::ADV,少し,قليلا
741,ein wenig::ADV,ちょっと,قليلا
742,kaum::ADV,ほとんど～ない,كاد لا
743,sehr::ADV,とても,جدا
744,sehr::ADV,とても,كثيرا
745,so::ADV,こう,كذا
746,so::ADV,こう,كذلك
747,noch::ADV,まだ,ما زال
748,nur::ADV,～だけ,فقط
749,schon::ADV,もう,قد
750,wieder::ADV,再び,من جديد
751,wieder::ADV,再び,مرة أخرى
752,vergebens::ADV,無駄に,عبثا
753,vor::PRP,前に,أمام
754,hinter::PRP,後ろに,خلف
755,hinter::PRP,後ろに,وراء
756,unter::PRP,下に,تحت
757,durch::PRP,通して,عبر
758,durch::PRP,通して,خلال
759,neben::PRP,横に,جنب
760,neben::PRP,横に,بجانب
761,zwischen::PRP,間に,بين
762,wegen::PRP,為に,بسبب
763,wegen::PRP,せいで,بسبب
764,dies::PRN,これ,هذا
765,das::PRN,それ,ذلك
766,alles::PRN,全部,الكل
767,ich::PRN,私,أنا
768,du::PRN,あなた,أنت
769,er::PRN,彼,هو
770,wir::PRN,私達,نحن
771,ihr::PRN,あなた達,أنتم
772,ihr::PRN,あなた達,أنتن
773,sie::PRN,彼ら,هم
774,sie::PRN,彼ら,هن
775,was::FPRN,何,ما
776,wer::FPRN,誰,من
777,wer::FPRN,どなた,من
778,wo::FADV,どこ,أين
779,wo::FADV,どこに,أين
780,wohin::FADV,どこへ,إلى أين
781,wie::FADV,どう,كيف
782,warum::FADV,何故,لماذا
783,warum::FADV,どうして,لماذا
784,wieviel::FNUM,どのくらい,كم
785,eins::NUM,一,واحد
786,zwei::NUM,二,اثنين
787,zwei::NUM,二つ,اثنين
788,drei::NUM,三,ثلاثة
789,drei::NUM,三つ,ثلاثة
790,vier::NUM,四,أربعة
791,vier::NUM,四つ,أربعة
792,fünf::NUM,五,خمسة
793,fünf::NUM,五つ,خمسة
794,sechs::NUM,六,ستة
795,sechs::NUM,六つ,ستة
796,sieben::NUM,七,سبعة
797,sieben::NUM,七つ,سبعة
798,acht::NUM,八,ثمانية
799,acht::NUM,八つ,ثمانية
800,neun::NUM,九,تسعة
801,neun::NUM,九つ,تسعة
802,zehn::NUM,十,عشرة
803,elf::NUM,十一,أحد عشر
804,zwölf::NUM,十二,اثنا عشر
805,zwanzig::NUM,二十,عشرون
806,dreißig::NUM,三十,ثلاثون
807,vierzig::NUM,四十,أربعون
808,fünfzig::NUM,五十,خمسون
809,sechzig::NUM,六十,ستون
810,siebzig::NUM,七十,سبعون
811,achtzig::NUM,八十,ثمانون
812,neunzig::NUM,九十,تسعون
813,hundert::NUM,百,مئة
814,tausend::NUM,千,ألف
815,und::CNJ,-と,و
816,und::CNJ,そして,و
817,oder::CNJ,或いは,أو
818,stehen::V,立っている,وقف
819,sitzen::V,座っている,جلس
820,liegen::V,横になっている,رقد
821,hängen::V,掛かっている,تعلق
822,werden::V,なる,صار
