,Concept_ID,lez,la
266,Erzählung::N,кьиса,fabula
267,Erzählung::N,кьиса,narratio
268,Nachricht::N,хабар,nuntius
269,Neuigkeit::N,цӏийи хабар,novitas
270,Name::N,тӏвар,nomen
271,Rätsel::N,мискӏал,aenigma
272,Rede::N,рахун,oratio
273,Sprache::N,чӏал,lingua
274,Stimme::N,ван,vox
275,Wort::N,гаф,verbum
276,Wort::N,гаф,vocabulum
277,Zeichen::N,ишара,signum
278,Ruf::N,эвер,clamor
279,Lärm::N,ван-сес,strepitus
280,Laut::N,ван,sonus
281,Laut::N,сес,sonus
282,Ton::N,ван-сес,sonus
283,Lied::N,мани,carmen
284,Ruhe::N,ласвал,quies
285,Ruhe::N,фаракъат,quies
286,Ruhe::N,асайиш,quies
287,Leute::N,инсанар,homines
288,Volk::N,халкь,populus
289,Arbeit::N,кӏвалах,labor
290,Gast::N,мугьман,hospes
291,Gast::N,мугьман,conviva
292,Geschenk::N,савкьат,munus
293,Spiel::N,къугъун,ludus
294,Gesellschaft::N,жемят,societas
295,Gesellschaft::N,общество,societas
296,Hilfe::N,куьмек,auxilium
297,Hilfe::N,куьмек,subsidium
298,Freund::N,дуст,amicus
299,Kamerad::N,яр-дуст,socius
300,Angelegenheit::N,кар,res
301,Anzahl::N,сан,numerus
302,Anzahl::N,кьадар,numerus
303,Art::N,жуьре,genus
304,Stück::N,кӏус,frustum
305,Stück::N,кӏус,fragmentum
306,Teil::N,пай,pars
307,Hälfte::N,зур,dimidium
308,Hälfte::N,зур пай,dimidium
309,Kreis::N,круг,orbis
310,Kreis::N,круг,circus
311,Kreis::N,чкаяр,orbis
312,Kreis::N,чкаяр,circus
313,Kreis::N,элкъвей цӏар,orbis
314,Kreis::N,элкъвей цӏар,circus
315,Kreuz::N,хаш,crux
316,Linie::N,цӏар,linea
317,Strich::N,цӏар,lineamentum
318,Abstand::N,ара,intervallum
319,Entfernung::N,мензил,spatium
320,Gegend::N,чка,loca
321,Gegend::N,чка,regio
322,Platz::N,ара,locus
323,Ort::N,чка,locus
324,Seite::N,пад,latus
325,Mitte::N,юкь,medium
326,Gegenstand::N,затӏ,res
327,Sache::N,шей,res
328,Sache::N,затӏ,res
329,Rand::N,къерех,margo
330,Kante::N,син,angulus
331,Ecke::N,пӏипӏ,angulus
332,Spitze::N,кӏвенкӏв,cacumen
333,Ende::N,кьил,caput
334,Loch::N,тӏеквен,foramen
335,Winkel::N,пӏипӏ,angulus
336,Muster::N,гишир,exemplum
337,Größe::N,кьадар,magnitudo
338,Länge::N,яргъивал,longitudo
339,Höhe::N,кьакьанвал,altitudo
340,Gewicht::N,заланвал,pondus
341,Menge::N,кьадар,copia
342,Haufen::N,хара,acervus
343,Reihe::N,жерге,ordo
344,Boot::N,луьткве,navicula
345,Ruder::N,кьусу,remus
346,Schlitten::N,гъелерар,sclodia
347,Lagerfeuer::N,цӏай,ignis
348,Last::N,заланвал,onus
349,Gang::N,ериш,cursus
350,Schritt::N,къадам,gradus
351,Norden::N,кефер,septentriones
352,Norden::N,кефер пад,septentriones
353,Süden::N,кьибле,meridies
354,Westen::N,рагъакӏидай пад,occidens
355,Osten::N,рагъэкъечӏдай пад,oriens
356,Holz::N,кӏарас,lignum
357,Brett::N,кьул,tabula
358,Brett::N,тахта,tabula
359,Stütze::N,даях,adminiculum
360,Stange::N,юрк,pertica
361,Stock::N,лаш,baculum
362,Stab::N,юрк,scipio
363,Rohr::N,турба,tubus
364,Haus::N,ужагъ,aedes
365,Heim::N,кӏвал,domicilium
366,Ofen::N,пич,fornax
367,Fußboden::N,кӏвалин ччил,solum
368,Tisch::N,стол,mensa
369,Stuhl::N,стул,sella
370,Wiege::N,кьеб,cunae
371,Bett::N,тахт,lectus
372,Regal::N,кьацӏ,foruli
373,Kiste::N,ящик,cista
374,Fenster::N,дакӏар,fenestra
375,Tür::N,рак,ianua
376,Tor::N,варар,porta
377,Zaun::N,пару,saepes
378,Dach::N,къав,tectum
379,Leiter::N,гурар,scalae
380,Besen::N,таран кул,scopae
381,Spaten::N,ппер,pala
382,Schaufel::N,хекендаз,pala
383,Gabel::N,шиш,fuscinula
384,Löffel::N,тӏур,coclear
385,Messer::N,чукӏул,culter
386,Nagel::N,мих,clavus
387,Netz::N,чил,rete
388,Haken::N,къармах,hamus
389,Griff::N,ттум,manubrium
390,Schloss::N,куьлег,claustra
391,Bild::N,шикил,tabula
392,Bild::N,шикил,pictura
393,Bild::N,суьрет,tabula
394,Bild::N,суьрет,pictura
395,Figur::N,фигура,statunculum
396,Puppe::N,нини,pupa
397,Beutel::N,тагъар,sacculus
398,Bündel::N,галгам,fascis
399,Tasche::N,чанта,sacculus
400,Eimer::N,ведре,situla
401,Deckel::N,кьил,operculum
402,Deckel::N,къалпагъ,operculum
403,Geschirr::N,къаб-къажах,vasa
404,Sack::N,чувал,saccus
405,Tasse::N,сукӏра,pocillum
406,Topf::N,къажгъан,olla
407,Kessel::N,къажгъан,aenum
408,Essen::N,тӏуьн,cena
409,Nahrung::N,тӏуьн,cibus
410,Nahrung::N,тӏуьн,alimenta
411,Speise::N,хуьрек,cibus
412,Fleisch::N,як,caro
413,Getreide::N,техил,frumentum
414,Brei::N,хапӏа,puls
415,Brei::N,хешил,puls
416,Brot::N,фу,panis
417,Scheibe::N,чӏук,frustum
418,Fett::N,ягълу,pingue
419,Butter::N,гъери,butȳrum
420,Öl::N,ягълу,oleum
421,Salz::N,кьел,sal
422,Suppe::N,суп,ius
423,Suppe::N,шурпа,ius
424,Honig::N,вирт,mel
425,Milch::N,нек,lac
426,Tee::N,чай,thea
427,Leder::N,тумаж,corium
428,Wolle::N,йис,lana
429,Stoff::N,парча,textum
430,Nadel::N,раб,acus
431,Faden::N,гъал,filum
432,Knopf::N,дуьгме,bulla
433,Knoten::N,тӏвал,nodus
434,Farbe::N,ранг,pigmentum
435,Kleidung::N,партал,vestimenta
436,Hemd::N,перем,tunica
437,Kragen::N,хев,collare
438,Ärmel::N,хел,manica
439,Hose::N,шалвар,bracae
440,Gürtel::N,чӏул,cingulum
441,Mütze::N,бармак,pilleus
442,Mütze::N,бапӏах,pilleus
443,Schuh::N,ботинка,calceus
444,Stiefel::N,чекме,pero
445,Stiefel::N,чекме,caliga
446,Ring::N,тупӏал,anulus
447,Band::N,тасма,redimiculum
448,Kamm::N,регъ,pecten
449,Spiegel::N,гуьзгуь,speculum
450,Riemen::N,къайиш,lorum
451,Schnur::N,еб,linum
452,Decke::N,яргъан,lodix
453,Kissen::N,хъуьцуьган,pulvinus
454,Tuch::N,шал,velum
455,Handtuch::N,дасмал,mantele
456,Kraft::N,гуж,vis
457,Stärke::N,къуват,robur
458,Gesundheit::N,сагъвал,valetudo
459,Krankheit::N,тӏал,morbus
460,Schmerz::N,тӏал,dolor
461,Schmerz::N,тӏарвал,dolor
462,Wunde::N,хер,vulnus
463,Fieber::N,ифин,febris
464,Arznei::N,дарман,remedium
465,Brücke::N,муьгъ,pons
466,Brunnen::N,къуй,puteus
467,Weide::N,уьруьш,pascua
468,Pfad::N,рехъ,semita
469,Weg::N,рехъ,iter
470,Straße::N,рехъ,via
471,Dorf::N,хуьр,vicus
472,Stadt::N,шегьер,urbs
473,Stadt::N,шегьер,oppidum
474,Brief::N,кагъаз,epistula
475,Buch::N,улуб,liber
476,Buchstabe::N,гьарф,littera
477,Zeitung::N,газета,diurnum
478,Leben::N,уьмуьр,vita
479,Tod::N,кьиникь,mors
480,Grab::N,сур,sepulcrum
481,Kirche::N,килиса,ecclesia
482,Sünde::N,гунагь,peccatum
483,Gott::N,аллагь,deus
484,Arbeiter::N,фяле,operarius
485,Chef::N,гьаким,praefectus
486,Meister::N,устӏар,magister
487,Arzt::N,доктор,medicus
488,Lehrer::N,муаллим,magister
489,Geld::N,пул,aes
490,Geld::N,пул,pecunia
491,Laden::N,магазин,taberna
492,Preis::N,къимет,pretium
493,Ware::N,мал,merx
494,Ware::N,товар,merx
495,Nutzen::N,хийир,utilitas
496,Nutzen::N,менфят,utilitas
497,Reichtum::N,девлет,opes
498,Reichtum::N,девлет,divitiae
499,Welt::N,дуьнья,mundus
500,Land::N,уьлкве,terra
501,Staat::N,пачагьлугъ,res publica
502,Staat::N,государство,res publica
503,König::N,пачагь,rex
504,Macht::N,власть,potestas
505,Grenze::N,сергьят,limes
506,Krieg::N,дяве,bellum
507,Feind::N,душман,inimicus
508,Gewalt::N,гуж,vis
509,Kampf::N,женг,pugna
510,Bogen[Waffe]::N,чӏемерук,arcus
511,Pfeil::N,хьел,sagitta
512,Gewehr::N,тфенг,sclopetum
513,Fehler::N,гъалатӏ,error
514,Lüge::N,ттаб,mendacium
515,Schaden::N,зиян,damnum
516,Schaden::N,зиян,detrimentum
517,Schaden::N,зарар,damnum
518,Schaden::N,зарар,detrimentum
519,Unglück::N,бала,miseria
520,Unglück::N,бала,calamitas
521,Unglück::N,бедбахтвал,miseria
522,Unglück::N,бедбахтвал,calamitas
523,Schuld::N,тахсир,culpa
524,Alter::N,яш,aetas
525,Schluss::N,эхир,finis
526,Zeit::N,вяде,tempus
527,Tag::N,югъ,dies
528,Morgen::N,пакама,mane
529,Mittag::N,нисин,meridies
530,Abend::N,няни,vesper
531,Nacht::N,йиф,nox
532,Woche::N,гьафте,septimana
533,Monat::N,варз,mensis
534,Jahr::N,йис,annus
535,Frühling::N,гатфар,ver
536,Sommer::N,гад,aestas
537,Herbst::N,зул,autumnus
538,Winter::N,кьуьд,hiems
539,Januar::N,январь,Ianuarius
540,Februar::N,февраль,Februarius
541,März::N,март,Martius
542,April::N,апрель,Aprilis
543,Mai::N,май,Maius
544,Juni::N,июнь,Iunius
545,Juli::N,июль,Iulius
546,August::N,август,Augustus
547,September::N,сентябрь,September
548,Oktober::N,октябрь,Octobris
549,November::N,ноябрь,Novembris
550,Dezember::N,декабрь,December
551,Montag::N,ислен,dies lunae
552,Dienstag::N,саласа,dies Martis 
553,Mittwoch::N,арбе,dies Mercurii
554,Donnerstag::N,хемис югъ,dies Iovis
555,Freitag::N,жуьмя,dies Veneris
556,Freitag::N,жуьмя югъ,dies Veneris
557,Samstag::N,киш,dies Saturni
558,Sonntag::N,гьяд,dominicus
559,Sonntag::N,гьяд,dies solis
560,groß::A,еке,magnus
561,groß::A,чӏехи,magnus
562,klein::A,гъвечӏи,parvus
563,lang::A,яргъи,longus
564,kurz::A,куьруь,brevis
565,breit::A,гьяркьуь,latus
566,schmal::A,гуьтӏуь,angustus
567,dicht::A,къалин,densus
568,dünn::A,кьелечӏ,tenuis
569,fein::A,шуькӏуь,subtilis
570,fest::A,кӏеви,solidus
571,fest::A,кӏеви,stabilis
572,flach::A,кьулу,planus
573,glatt::A,цӏалцӏам,levis
574,hart::A,кӏеви,durus
575,weich::A,хъуьтуьл,mollis
576,rund::A,элкъвей,rotundus
577,spitz::A,хци,acutus
578,scharf::A,хци,acer
579,stumpf::A,къуьруь,hebes
580,schwer::A,залан,gravis
581,schön::A,иер,pulcher
582,schön::A,иер,formosus
583,heiß::A,кудай,fervidus
584,warm::A,чими,calidus
585,kalt::A,мекьи,frigidus
586,kühl::A,къайи,frigidus
587,frisch::A,таза,recens
588,frisch::A,михьи,recens
589,feucht::A,ламу,umidus
590,nass::A,кьежей,madidus
591,trocken::A,кьуру,aridus
592,voll::A,ацӏай,plenus
593,leer::A,буш,vacuus
594,leer::A,ичӏи,vacuus
595,offen::A,ахъа,apertus
596,geschlossen::A,кӏеви,clausus
597,sauber::A,михьи,lautus
598,schmutzig::A,чиркин,sordidus
599,schmutzig::A,кьацӏай,sordidus
600,roh::A,чиг,crudus
601,roh::A,ицӏи,crudus
602,reif::A,дигмиш хьайи,maturus
603,lecker::A,дадлу,delicatus
604,süß::A,ширин,dulcis
605,bitter::A,туькьуьл,amarus
606,bitter::A,туькьуьл,acerbus
607,sauer::A,цуру,acidus
608,hell::A,экуь,clarus
609,dunkel::A,мичӏи,obscurus
610,schwarz::A,чӏулав,niger
611,weiß::A,лацу,albus
612,rot::A,яру,ruber
613,gelb::A,хъипи,flavus
614,blau::A,вили,caeruleus
615,grün::A,къацу,viridis
616,grau::A,рехи,canus
617,bunt::A,цӏару,varius
618,bunt::A,яру-цӏару,varius
619,billig::A,ужуз,vilis
620,teuer::A,багьа,carus
621,wertvoll::A,масан,pretiosus
622,blind::A,буьркьуь,caecus
623,taub::A,биши,surdus
624,kräftig::A,гужлу,robustus
625,stark::A,къуватлу,firmus
626,stark::A,къуватлу,validus
627,schwach::A,такьатсуз,debilis
628,schwach::A,такьатсуз,infirmus
629,fett::A,куьк,crassus
630,schlank::A,шумал,procerus
631,hübsch::A,гуьрчег,pulcher
632,böse::A,пис,improbus
633,dumm::A,ахмакь,stultus
634,dumm::A,ахмакь,stupidus
635,faul::A,тенпел,piger
636,fleißig::A,сяй ийидай,sedulus
637,fleißig::A,сяйи ийидай,sedulus
638,geizig::A,мискьи,avarus
639,klug::A,акьуллу,prudens
640,geschickt::A,магьир,sollers
641,lieb::A,играми,carus
642,lustig::A,шад,iocosus
643,sanft::A,назик,clemens
644,sanft::A,милайим,clemens
645,hungrig::A,гишин,impastus
646,krank::A,кефсуз,aeger
647,nackt::A,кьецӏил,nudus
648,traurig::A,пашман,maestus
649,lebendig::A,ччан алай,vivus
650,gut::A,хъсан,bonus
651,gut::A,вижевай,bonus
652,schlecht::A,пис,malus
653,richtig::A,дуьз,rectus
654,schlimm::A,нифретлу,malus
655,wahr::A,гьакъикъи,verus
656,alt::A,эски,antiquus
657,alt::A,куьгьне,antiquus
658,neu::A,цӏийи,novus
659,ehemalig::A,виликан,pristinus
660,alt[Lebewesen]::A,кьуьзуь,vetus
661,jung::A,жегьил,iuvenis
662,arm::A,кесиб,pauper
663,reich::A,девлетлу,dives
664,bekannt::A,чидай,notus
665,berühmt::A,машгьур,celeber
666,berühmt::A,машгьур,illustris
667,fremd::A,ччара,peregrinus
668,verschieden::A,жуьреба-жуьре,varius
669,nah::A,мукьвал,propinquus
670,fern::A,яргъал,longinquus
671,linker::A,чапла,sinister
672,rechter::A,эрчӏи,dexter
673,anderer::A,маса,alius
674,anderer::A,муькуь,alius
675,erster::A,сад лагьай,primus
676,zweiter::A,кьвед лагьай,secundus
677,dritter::A,пуд лагьай,tertius
678,letzter::A,эхиримжи,ultimus
679,allein::ADV,кьилди,solum
680,zusammen::ADV,санал,una
681,lange::ADV,яргъалди,diu
682,plötzlich::ADV,садлагьана,subito
683,plötzlich::ADV,садлагьана,repente
684,sofort::ADV,гьасятда,statim
685,später::ADV,гуьгъуьнлай,postea
686,jetzt::ADV,гила,nunc
687,heute::ADV,къе,hodie
688,morgen::ADV,пака,cras
689,bald::ADV,мукьва,mox
690,bald::ADV,мукьвара,mox
691,dann::ADV,ахпа,deinde
692,gestern::ADV,накь,heri
693,einst::ADV,садра,olim
694,damals::ADV,а чӏавуз,tum
695,danach::ADV,ахпа,postea
696,vorher::ADV,вилик,antea
697,zuerst::ADV,сифте,primo
698,einmal::ADV,садра,semel
699,manchmal::ADV,гагь-гагь,interdum
700,oft::ADV,гзаф вахтара,saepe
701,immer::ADV,гьамиша,semper
702,niemals::ADV,са чӏавузни,numquam
703,niemals::ADV,са вахтундани,numquam
704,hier::ADV,ина,hic
705,hierhin::ADV,иниз,huc
706,von hier::ADV,инай,hinc
707,dort::ADV,ана,ibi
708,dorthin::ADV,аниз,eo
709,geradeaus::ADV,дуьз,recte
710,vorwärts::ADV,вилик,porro
711,vorwärts::ADV,виликди,porro
712,rückwärts::ADV,кьулухъ,retro
713,unten::ADV,агъада,infra
714,hinab::ADV,агъуз,pessum
715,oben::ADV,винел,supra
716,hinauf::ADV,виниз,sursum
717,überall::ADV,вирина,ubique
718,nicht::ADV,ваъ,non
719,ein wenig::ADV,са тӏимил,paulum
720,kaum::ADV,жизви,vix
721,kaum::ADV,жизви,aegre
722,sehr::ADV,лап,valde
723,sehr::ADV,лап,magnopere
724,so::ADV,икӏ,ita
725,noch::ADV,гьеле,etiam
726,nur::ADV,анжах,solum
727,nur::ADV,анжах,tantum
728,schon::ADV,хъувуна,iam
729,schon::ADV,мадни дардиз,iam
730,schon::ADV,мадни гуьтӏуьз,iam
731,schon::ADV,мадни гуьтӏуь я,iam
732,vergebens::ADV,нагьакь,frustra
733,vergebens::ADV,нагьакьа,frustra
734,vor::PRP,вилик,ante
735,hinter::PRP,кьулухъ,post
736,unter::PRP,кӏаник,sub
737,durch::PRP,арадай,per
738,durch::PRP,-кай хкатна,per
739,neben::PRP,патав,iuxta
740,neben::PRP,мукьув,iuxta
741,zwischen::PRP,ара,inter
742,zwischen::PRP,арада,inter
743,wegen::PRP,гъиляй,propter
744,dies::PRN,и,hoc
745,dies::PRN,им,hoc
746,das::PRN,а,id
747,das::PRN,ам,id
748,alles::PRN,вири,omnia
749,alles::PRN,михьиз,omnia
750,ich::PRN,за,ego
751,ich::PRN,зун,ego
752,du::PRN,вун,tu
753,er::PRN,ам,is
754,er::PRN,ам,ille
755,er::PRN,гьа,is
756,er::PRN,гьа,ille
757,wir::PRN,чун,nos
758,ihr::PRN,куьн,vos
759,sie::PRN,абур,ii
760,sie::PRN,абур,illi
761,was::FPRN,вуч,quid
762,wer::FPRN,вуж,quis
763,wo::FADV,гьина,ubi
764,wohin::FADV,гьиниз,quo
765,wie::FADV,гьикӏ,quomodo
766,warum::FADV,вучиз,cur
767,wieviel::FNUM,шумуд,quantum
768,eins::NUM,са,unus
769,zwei::NUM,кьвед,duo
770,drei::NUM,пуд,tres
771,vier::NUM,кьуд,quattuor
772,fünf::NUM,вад,quinque
773,sechs::NUM,ругуд,sex
774,sieben::NUM,ирид,septem
775,acht::NUM,муьжуьд,octo
776,neun::NUM,кӏуьд,novem
777,zehn::NUM,цӏуд,decem
778,elf::NUM,цӏусад,undecim
779,zwölf::NUM,цӏикьвед,duodecim
780,zwanzig::NUM,къад,viginti
781,dreißig::NUM,къанницӏуд,triginta
782,vierzig::NUM,яхцӏур,quadraginta
783,fünfzig::NUM,яхцӏурни цӏуд,quinquaginta
784,sechzig::NUM,пудкъад,sexaginta
785,siebzig::NUM,пудкъанни цӏуд,septuaginta
786,achtzig::NUM,кьудкъад,octoginta
787,neunzig::NUM,кьудкъанни цӏуд,nonaginta
788,hundert::NUM,виш,centum
789,tausend::NUM,агъзур,mille
790,und::CNJ,ва,et
791,und::CNJ,ва,-que
792,oder::CNJ,я,vel
793,stehen::V,акъвазун,stare
794,sitzen::V,ацукьун,sedere
795,liegen::V,къаткун,iacere
796,hängen::V,куьрс хьун,pendere
797,werden::V,хьун,fieri
798,passieren::V,хьун,accidere
799,beginnen::V,башламиш хьун,incipere
