,Concept_ID,cy,cs
60,Traum::N,breuddwyd,sen
61,Himmel::N,awyr,nebe
62,Sonne::N,haul,slunce
63,Mond::N,lleuad,měsíc
64,Stern::N,seren,hvězda
65,Luft::N,awyr,vzduch
66,Wind::N,gwynt,vítr
67,Welle::N,ton,vlna
68,Wasser::N,dŵr,voda
69,Stein::N,carreg,kámen
70,Boden::N,llawr,půda
71,Erde::N,pridd,země
72,Staub::N,llwch,prach
73,Rauch::N,mwg,dým
74,Rauch::N,mwg,kouř
75,Funke::N,gwreichioni,jiskra
76,Feuer::N,tân,oheň
77,Licht::N,golau,světlo
78,Schatten::N,cysgod,stín
79,Wetter::N,tywydd,počasí
80,Nebel::N,niwl,mlha
81,Wolke::N,cwmwl,mrak
82,Wolke::N,cwmwl,oblak
83,Regen::N,glaw,déšť
84,Schnee::N,ôd,sníh
85,Schnee::N,eira,sníh
86,Eis::N,iâ,led
87,Frost::N,rhew,mráz
88,Kälte::N,oerni,chlad
89,Kälte::N,annwyd,chlad
90,Hitze::N,gwres,horko
91,Raureif::N,barrug,jinovatka
92,Regenbogen::N,enfys,duha
93,Donner::N,tyrfau,hrom
94,Strömung::N,cerrynt,proudění
95,Tropfen::N,dafn,kapka
96,Tropfen::N,diferyn,kapka
97,Schaum::N,ewyn,pěna
98,Schmutz::N,baw,špína
99,Schmutz::N,budreddi,špína
100,See::N,llyn,jezero
101,Sumpf::N,cors,močál
102,Sumpf::N,cors,bažina
103,Moor::N,rhos,bažina
104,Moor::N,rhos,slatina
105,Wiese::N,dôl,louka
106,Wald::N,coedwig,les
107,Hügel::N,bryn,kopec
108,Anhöhe::N,bryn,pahorek
109,Berg::N,mynydd,hora
110,Gipfel::N,copa,vrchol
111,Höhle::N,ogof,jeskyně
112,Abhang::N,llethr,svah
113,Abhang::N,llethr,stráň
114,Quelle::N,tarddiad,pramen
115,Quelle::N,ffynhonnell,pramen
116,Bach::N,nant,potok
117,Bach::N,afonig,potok
118,Bach::N,cornant,potok
119,Fluss::N,afon,řeka
120,Ufer::N,glan,břeh
121,Küste::N,traeth,pobřeží
122,Küste::N,arfordir,pobřeží
123,Festland::N,tir,souš
124,Festland::N,tir,pevnina
125,Meer::N,môr,moře
126,Bucht::N,bae,záliv
127,Bucht::N,bae,zátoka
128,Insel::N,ynys,ostrov
129,Blume::N,blodyn,květina
130,Gras::N,glaswellt,tráva
131,Wurzel::N,gwreiddyn,kořen
132,Baum::N,coeden,strom
133,Stamm::N,colfen,kmen
134,Stamm::N,boncyff,kmen
135,Rinde::N,rhisgl,kůra
136,Ast::N,cangen,větev
137,Zweig::N,cainc,větev
138,Zweig::N,cangen,větev
139,Blatt::N,deilen,lupen
140,Birke::N,bedwen,bříza
141,Kiefer[Baum]::N,pinwydden,sosna
142,Kiefer[Baum]::N,pinwydden,borovice
143,Weide[Baum]::N,helygen,vrba
144,Tanne::N,ffynidwydden,jedle
145,Horn::N,corn,roh
146,Feder::N,plufyn,pero
147,Fell::N,ffwr,srst
148,Flügel::N,adain,křídlo
149,Klaue::N,crafanc,dráp
150,Klaue::N,crafanc,pazneht
151,Kralle::N,ewin,dráp
152,Schwanz::N,cwt,ocas
153,Schwanz::N,cynffon,ocas
154,Ei::N,wy,vejce
155,Nest::N,nyth,hnízdo
156,Bau::N,ffau,nora
157,Tier::N,anifail,zvíře
158,Herde::N,praidd,stádo
159,Herde::N,diadell,stádo
160,Kuh::N,buwch,kráva
161,Bulle::N,tarw,býk
162,Pferd::N,ceffyl,kůň
163,Schaf::N,dafad,ovce
164,Schwein::N,mochyn,vepř
165,Schwein::N,mochyn,prase
166,Hund::N,ci,pes
167,Katze::N,cath,kočka
168,Bär::N,arth,medvěd
169,Eichhörnchen::N,gwiwer,veverka
170,Elch::N,elc,los
171,Fuchs::N,cadno,liška
172,Hase::N,ysgyfarnog,zajíc
173,Maus::N,llygoden,myš
174,Wolf::N,blaidd,vlk
175,Vogel::N,aderyn,pták
176,Schwarm::N,haid,roj
177,Schwarm::N,haid,hejno
178,Huhn::N,cyw,kuře
179,Huhn::N,cyw,slepice
180,Hahn::N,ceiliog,kohout
181,Gans::N,gŵydd,husa
182,Adler::N,eryr,orel
183,Ente::N,hwyad,kachna
184,Eule::N,tylluan,sova
185,Kranich::N,garan,jeřáb
186,Kranich::N,crychydd,jeřáb
187,Krähe::N,brân,vrána
188,Kuckuck::N,cog,kukačka
189,Kuckuck::N,cwcw,kukačka
190,Schwan::N,alarch,labuť
191,Fisch::N,pysgod,ryba
192,Barsch::N,draenog,okoun
193,Hecht::N,penhwyad,štika
194,Schlange[Tier]::N,neidr,had
195,Wurm::N,abwydyn,červ
196,Wurm::N,pryf genwair,červ
197,Spinne::N,cor,pavouk
198,Spinne::N,pryf copyn,pavouk
199,Ameise::N,morgrugyn,mravenec
200,Laus::N,lleuen,veš
201,Mücke::N,gwybedyn,komár
202,Fliege::N,cleren,moucha
203,Schmetterling::N,glöyn byw,motýl
204,Schmetterling::N,iâr fach yr haf,motýl
205,Beere::N,aeronen,bobule
206,Apfel::N,afal,jablko
207,Pilz::N,madarch,houba
208,Zwiebel::N,nionyn,cibule
209,Zwiebel::N,winwnsyn,cibule
210,Saat::N,had,osivo
211,Korn::N,grawn,zrno
212,Heu::N,gwair,seno
213,Schale::N,croen,slupka
214,Schale::N,croen,skořápka
215,Schale::N,plisgyn,slupka
216,Schale::N,plisgyn,skořápka
217,Grube::N,pwll,jáma
218,Grube::N,pydew,jáma
219,Falle::N,magl,past
220,Falle::N,magl,léčka
221,Schlinge::N,cwlwm rhedeg,smyčka
222,Spur::N,ôl,stopa
223,Asche::N,lludw,popel
224,Dreck::N,baw,špína
225,Dreck::N,budreddi,špína
226,Eisen::N,haearn,železo
227,Gold::N,aur,zlato
228,Silber::N,arian,stříbro
229,Kohle::N,glo,uhlí
230,Glas::N,gwydr,sklo
231,Lehm::N,clai,jíl
232,Lehm::N,clai,hlína
233,Sand::N,tywod,písek
234,Mensch::N,dyn,člověk
235,Mann::N,dyn,muž
236,Frau::N,merch,žena
237,Frau::N,gwraig,žena
238,Kind::N,plentyn,dítě
239,Junge::N,hogyn,hoch
240,Junge::N,hogyn,chlapec
241,Junge::N,bachgen,hoch
242,Junge::N,bachgen,chlapec
243,Mädchen::N,merch,děvče
244,Mädchen::N,geneth,děvče
245,Familie::N,teulu,rodina
246,Familie::N,tylwyth,rodina
247,Großvater::N,taid,děd
248,Großvater::N,taid,dědeček
249,Großvater::N,tad-cu,děd
250,Großvater::N,tad-cu,dědeček
251,Großmutter::N,nain,babička
252,Großmutter::N,mam-gu,babička
253,Eltern::N,rhieni,rodiče
254,Vater::N,tad,otec
255,Mutter::N,mam,matka
256,Sohn::N,mab,syn
257,Tochter::N,merch,dcera
258,Bruder::N,brawd,bratr
259,Schwester::N,chwaer,sestra
260,Onkel::N,ewythr,strýc
261,Tante::N,modryb,teta
262,Ehemann::N,gŵr,choť
263,Ehemann::N,gŵr,manžel
264,Ehefrau::N,gwraig,choť
265,Ehefrau::N,gwraig,manželka
266,Freude::N,gorfoledd,radost
267,Gelächter::N,chwerthin,smích
268,Glück::N,hapusrwydd,štěstí
269,Kummer::N,galar,žal
270,Kummer::N,galar,trápení
271,Wunsch::N,dymuniad,přání
272,Lust::N,chwant,chuť
273,Geist::N,ysbryd,duch
274,Gedanke::N,meddwl,myšlenka
275,Gedächtnis::N,cof,paměť
276,Verstand::N,meddwl,rozum
277,Sinn::N,ystyr,smysl
278,Grund::N,achos,důvod
279,Grund::N,rheswm,důvod
280,Wahrheit::N,gwir,pravda
281,Wahrheit::N,gwirionedd,pravda
282,Gespräch::N,sgwrs,rozhovor
283,Märchen::N,chwedl werin,pohádka
284,Erzählung::N,stori,povídka
285,Nachricht::N,neges,zpráva
286,Neuigkeit::N,newydd,novina
287,Neuigkeit::N,newydd,novinka
288,Name::N,enw,jméno
289,Rätsel::N,pos,hádanka
290,Rede::N,araith,řeč
291,Rede::N,araith,proslov
292,Sprache::N,iaith,řeč
293,Sprache::N,iaith,jazyk
294,Stimme::N,llais,hlas
295,Wort::N,gair,slovo
296,Zeichen::N,arwydd,znamení
297,Ruf::N,galwad,zavolání
298,Lärm::N,trwst,hluk
299,Laut::N,sain,zvuk
300,Ton::N,tôn,tón
301,Lied::N,cân,píseň
302,Ruhe::N,tawelwch,klid
303,Ruhe::N,tawelwch,pokoj
304,Leute::N,pobl,lidé
305,Volk::N,pobl,národ
306,Arbeit::N,gwaith,práce
307,Gast::N,gwestai,host
308,Geschenk::N,rhodd,dar
309,Geschenk::N,anrheg,dar
310,Spiel::N,chwarae,hra
311,Gesellschaft::N,cwmni,společnost
312,Hilfe::N,cymorth,pomoc
313,Freund::N,cyfaill,přítel
314,Kamerad::N,cydymaith,kamarád
315,Angelegenheit::N,pwnc,záležitost
316,Anzahl::N,cyfrif,počet
317,Art::N,bath,druh
318,Stück::N,darn,kus
319,Stück::N,darn,kousek
320,Teil::N,rhan,díl
321,Teil::N,rhan,část
322,Hälfte::N,hanner,půl
323,Kreis::N,cylch,kruh
324,Kreuz::N,croes,kříž
325,Linie::N,llinell,linka
326,Strich::N,strôc,čára
327,Strich::N,strôc,čárka
328,Strich::N,trawiad,čára
329,Strich::N,trawiad,čárka
330,Abstand::N,bwlch,vzdálenost
331,Abstand::N,pellter,vzdálenost
332,Entfernung::N,pellter,vzdálenost
333,Gegend::N,cylch,krajina
334,Platz::N,lle,prostor
335,Ort::N,lle,místo
336,Seite::N,ochr,strana
337,Mitte::N,canol,střed
338,Mitte::N,canol,prostředek
339,Gegenstand::N,eitem,předmět
340,Sache::N,peth,věc
341,Rand::N,cwr,kraj
342,Rand::N,cwr,okraj
343,Rand::N,ymyl,kraj
344,Rand::N,ymyl,okraj
345,Kante::N,min,hrana
346,Kante::N,ymyl,hrana
347,Ecke::N,cornel,roh
348,Spitze::N,blaen,hrot
349,Spitze::N,blaen,špička
350,Ende::N,pen,konec
351,Loch::N,twll,díra
352,Winkel::N,congl,kout
353,Muster::N,patrwm,vzor
354,Größe::N,maint,velikost
355,Größe::N,maintioli,velikost
356,Länge::N,hyd,délka
357,Höhe::N,uchder,výška
358,Gewicht::N,pwysau,váha
359,Menge::N,swm,množství
360,Menge::N,maint,množství
361,Haufen::N,pentwr,kupa
362,Haufen::N,pentwr,hromada
363,Reihe::N,rhes,řada
364,Reihe::N,rhes,řádek
365,Boot::N,cwch,člun
366,Ruder::N,rhwyf,veslo
367,Schlitten::N,sled,sáně
368,Schlitten::N,car llusg,sáně
369,Ski::N,sgi,lyže
370,Lagerfeuer::N,coelcerth,táborák
371,Last::N,llwyth,náklad
372,Last::N,llwyth,břemeno
373,Gang::N,tro,chůze
374,Gang::N,tro,chodba
375,Schritt::N,cam,krok
376,Norden::N,gogledd,sever
377,Süden::N,de,jih
378,Westen::N,gorllewin,západ
379,Osten::N,dwyrain,východ
380,Holz::N,pren,dřevo
381,Brett::N,bwrdd,prkno
382,Brett::N,astell,prkno
383,Platte::N,llech,deska
384,Stütze::N,ateg,opěra
385,Stütze::N,cynhalydd,opěra
386,Stange::N,polyn,tyč
387,Stange::N,polyn,tyčka
388,Stock::N,ffon,hůlka
389,Stock::N,brigyn,hůlka
390,Stab::N,ffon,hůl
391,Rohr::N,pibell,trubka
392,Haus::N,tŷ,dům
393,Heim::N,cartref,domov
394,Ofen::N,stof,kamna
395,Fußboden::N,llawr,podlaha
396,Tisch::N,bwrdd,stůl
397,Stuhl::N,cadair,židle
398,Wiege::N,crud,kolébka
399,Bett::N,gwely,postel
400,Regal::N,silff,regál
401,Regal::N,silff,police
402,Kiste::N,bocs,bedna
403,Kiste::N,blwch,bedna
404,Fenster::N,ffenestr,okno
405,Tür::N,drws,dveře
406,Tor::N,porth,vrata
407,Zaun::N,ffens,plot
408,Dach::N,to,střecha
409,Leiter::N,ysgol,žebřík
410,Besen::N,ysgub,koště
411,Besen::N,ysgub,smeták
412,Spaten::N,rhaw,rýč
413,Schaufel::N,rhaw,lopata
414,Gabel::N,fforc,vidlička
415,Löffel::N,llwy,lžíce
416,Messer::N,cyllell,nůž
417,Nagel::N,hoel,hřebík
418,Netz::N,gwe,síť
419,Netz::N,rhwyd,síť
420,Haken::N,bach,hák
421,Griff::N,carn,držadlo
422,Schloss::N,clo,zámek
423,Bild::N,llun,obraz
424,Bild::N,pictiwr,obraz
425,Figur::N,ffigur,figura
426,Puppe::N,dol,panenka
427,Beutel::N,cwd,pytlík
428,Bündel::N,bwndel,svazek
429,Bündel::N,coflaid,svazek
430,Tasche::N,cod,taška
431,Tasche::N,cod,brašna
432,Eimer::N,bwced,kýbl
433,Eimer::N,bwced,vědro
434,Eimer::N,cunnog,kýbl
435,Eimer::N,cunnog,vědro
436,Deckel::N,caead,víko
437,Deckel::N,caead,příklop
438,Geschirr::N,llestri,nádobí
439,Sack::N,sach,pytel
440,Tasse::N,cwpan,šálek
441,Topf::N,pot,hrnec
442,Topf::N,crochan,hrnec
443,Kessel::N,tegell,kotel
444,Essen::N,pryd o fwyd,jídlo
445,Nahrung::N,bwyd,strava
446,Nahrung::N,bwyd,potrava
447,Speise::N,saig,jídlo
448,Fleisch::N,cig,maso
449,Getreide::N,ŷd,obilí
450,Getreide::N,llafur,obilí
451,Brei::N,uwd,kaše
452,Brot::N,bara,chléb
453,Scheibe::N,tafell,krajíc
454,Fett::N,saim,tuk
455,Fett::N,saim,omastek
456,Fett::N,braster,tuk
457,Fett::N,braster,omastek
458,Butter::N,ymenyn,máslo
459,Öl::N,olew,olej
460,Salz::N,halen,sůl
461,Suppe::N,cawl,polévka
462,Honig::N,mêl,med
463,Milch::N,llaeth,mléko
464,Milch::N,llefrith,mléko
465,Tee::N,te,čaj
466,Leder::N,lledr,kůže
467,Wolle::N,gwlân,vlna
468,Stoff::N,lliain,látka
469,Stoff::N,brethyn,látka
470,Nadel::N,nodwydd,jehla
471,Faden::N,edau,nit
472,Faden::N,edefyn,nit
473,Knopf::N,botwm,knoflík
474,Knoten::N,cwlwm,uzel
475,Farbe::N,paent,barva
476,Kleidung::N,dillad,šaty
477,Kleidung::N,dillad,šatstvo
478,Kleidung::N,gwisgoedd,šaty
479,Kleidung::N,gwisgoedd,šatstvo
480,Hemd::N,crys,košile
481,Kragen::N,coler,límec
482,Ärmel::N,llawes,rukáv
483,Hose::N,trowsus,kalhoty
484,Gürtel::N,gwregys,pás
485,Gürtel::N,gwregys,opasek
486,Mütze::N,cap,čepice
487,Schuh::N,esgid,bota
488,Stiefel::N,botasen,holínka
489,Ring::N,modrwy,prsten
490,Band::N,rhuban,pásek
491,Kamm::N,crib,hřeben
492,Spiegel::N,drych,zrcadlo
493,Riemen::N,strap,řemen
494,Schnur::N,llinyn,šňůra
495,Leine::N,tennyn,vodítko
496,Decke::N,blanced,pokrývka
497,Decke::N,blanced,přikrývka
498,Decke::N,gwrthban,pokrývka
499,Decke::N,gwrthban,přikrývka
500,Kissen::N,clustog,polštář
501,Kissen::N,gobennydd,polštář
502,Tuch::N,sgarff,šátek
503,Handtuch::N,tywel,ručník
504,Handtuch::N,lliain sychu,ručník
505,Kraft::N,grym,síla
506,Stärke::N,nerth,síla
507,Stärke::N,cryfder,síla
508,Gesundheit::N,iechyd,zdraví
509,Krankheit::N,afiechyd,nemoc
510,Krankheit::N,afiechyd,choroba
511,Krankheit::N,anhwylder,nemoc
512,Krankheit::N,anhwylder,choroba
513,Schmerz::N,poen,bolest
514,Schmerz::N,gwayw,bolest
515,Wunde::N,clwyf,rána
516,Fieber::N,twymyn,horečka
517,Arznei::N,meddyginiaeth,lék
518,Brücke::N,pont,most
519,Brunnen::N,ffynnon,studna
520,Weide::N,porfa,pastva
521,Weide::N,porfa,pastvina
522,Pfad::N,llwybr,pěšina
523,Weg::N,ffordd,cesta
524,Straße::N,heol,silnice
525,Straße::N,ffordd,silnice
526,Dorf::N,pentref,vesnice
527,Stadt::N,tref,město
528,Brief::N,llythyr,dopis
529,Buch::N,llyfr,kniha
530,Buchstabe::N,llythyren,písmeno
531,Zeitung::N,papur newydd,noviny
532,Leben::N,bywyd,život
533,Tod::N,marwolaeth,smrt
534,Grab::N,bedd,hrob
535,Kirche::N,eglwys,kostel
536,Sünde::N,pechod,hřích
537,Gott::N,duw,bůh
538,Arbeiter::N,gweithiwr,dělník
539,Arbeiter::N,gweithiwr,pracovník
540,Chef::N,pennaeth,šéf
541,Chef::N,pennaeth,vedoucí
542,Meister::N,meistr,mistr
543,Arzt::N,meddyg,lékař
544,Lehrer::N,athro,učitel
545,Geld::N,pres,peníze
546,Geld::N,arian,peníze
547,Geschäft::N,busnes,obchod
548,Laden::N,siop,krám
549,Preis::N,pris,cena
550,Ware::N,nwydd,zboží
551,Nutzen::N,elw,užitek
552,Nutzen::N,budd,užitek
553,Reichtum::N,cyfoeth,bohatství
554,Welt::N,byd,svět
555,Land::N,gwlad,země
556,Staat::N,gwladwriaeth,stát
557,König::N,brenin,král
558,Macht::N,grym,moc
559,Macht::N,grym,mocnost
560,Macht::N,awdurdod,moc
561,Macht::N,awdurdod,mocnost
562,Grenze::N,ffin,hranice
563,Grenze::N,goror,hranice
564,Krieg::N,rhyfel,válka
565,Feind::N,gelyn,nepřítel
566,Gewalt::N,ffyrnigrwydd,násilí
567,Kampf::N,brwydr,boj
568,Bogen[Waffe]::N,bwa,luk
569,Pfeil::N,saeth,šíp
570,Gewehr::N,dryll,puška
571,Gewehr::N,dryll,ručnice
572,Fehler::N,gwall,chyba
573,Fehler::N,camgymeriad,chyba
574,Lüge::N,celwydd,lež
575,Lüge::N,anwiredd,lež
576,Schaden::N,niwed,škoda
577,Schaden::N,difrod,škoda
578,Unglück::N,anffawd,neštěstí
579,Schuld::N,bai,vina
580,Alter::N,oed,věk
581,Schluss::N,diwedd,konec
582,Zeit::N,amser,čas
583,Tag::N,dydd,den
584,Tag::N,diwrnod,den
585,Morgen::N,bore,ráno
586,Morgen::N,bore,jitro
587,Mittag::N,nawn,poledne
588,Abend::N,noswaith,večer
589,Nacht::N,nos,noc
590,Woche::N,wythnos,týden
591,Monat::N,mis,měsíc
592,Jahr::N,blwyddyn,rok
593,Frühling::N,gwanwyn,jaro
594,Sommer::N,haf,léto
595,Herbst::N,hydref,podzim
596,Winter::N,gaeaf,zima
597,Januar::N,Ionawr,leden
598,Februar::N,Chwefror,únor
599,März::N,Mawrth,březen
600,April::N,Ebrill,duben
601,Mai::N,Mai,květen
602,Juni::N,Mehefin,červen
603,Juli::N,Gorffennaf,červenec
604,August::N,Awst,srpen
605,September::N,Medi,září
606,Oktober::N,Hydref,říjen
607,November::N,Tachwedd,listopad
608,Dezember::N,Rhagfyr,prosinec
609,Montag::N,dydd Llun,pondělí
610,Montag::N,dydd Llun,pondělek
611,Dienstag::N,dydd Mawrth,úterý
612,Mittwoch::N,dydd Mercher,středa
613,Donnerstag::N,dydd Iau,čtvrtek
614,Freitag::N,dydd Gwener,pátek
615,Samstag::N,dydd Sadwrn,sobota
616,Sonntag::N,dydd Sul,neděle
617,groß::A,mawr,velký
618,klein::A,bach,malý
619,lang::A,hir,dlouhý
620,kurz::A,byr,krátký
621,kurz::A,cwta,krátký
622,breit::A,llydan,široký
623,schmal::A,cul,úzký
624,dicht::A,dwys,hustý
625,dick[Gegenstand]::A,trwchus,tlustý
626,dünn::A,tenau,tenký
627,fein::A,main,jemný
628,fest::A,cadarn,pevný
629,flach::A,gwastad,plochý
630,flach::A,gwastad,placatý
631,glatt::A,llyfn,hladký
632,hart::A,caled,tvrdý
633,weich::A,meddal,měkký
634,rund::A,crwn,kulatý
635,rund::A,crwn,okrouhlý
636,spitz::A,pigfain,špičatý
637,scharf::A,miniog,ostrý
638,stumpf::A,pŵl,tupý
639,schwer::A,trwm,těžký
640,schön::A,teg,pěkný
641,schön::A,teg,krásný
642,schön::A,hardd,pěkný
643,schön::A,hardd,krásný
644,schön::A,prydferth,pěkný
645,schön::A,prydferth,krásný
646,heiß::A,poeth,horký
647,warm::A,twym,teplý
648,warm::A,cynnes,teplý
649,kalt::A,oer,studený
650,kühl::A,oeraidd,chladný
651,frisch::A,iach,svěží
652,feucht::A,llaith,vlhký
653,nass::A,gwlyb,mokrý
654,trocken::A,sych,suchý
655,voll::A,llawn,plný
656,leer::A,gwag,prázdný
657,offen::A,agored,otevřený
658,geschlossen::A,caead,zavřený
659,geschlossen::A,caeëdig,zavřený
660,sauber::A,glân,čistý
661,schmutzig::A,budr,špinavý
662,schmutzig::A,brwnt,špinavý
663,roh::A,amrwd,syrový
664,reif::A,aeddfed,zralý
665,lecker::A,blasus,chutný
666,lecker::A,danteithiol,chutný
667,süß::A,melys,sladký
668,bitter::A,chwerw,hořký
669,sauer::A,sur,kyselý
670,hell::A,disglair,světlý
671,dunkel::A,tywyll,temný
672,schwarz::A,du,černý
673,weiß::A,gwyn,bílý
674,rot::A,coch,rudý
675,rot::A,coch,červený
676,gelb::A,melyn,žlutý
677,blau::A,glas,modrý
678,grün::A,gwyrdd,zelený
679,grau::A,llwyd,šedý
680,grau::A,llwyd,šedivý
681,bunt::A,lliwgar,pestrý
682,billig::A,rhad,levný
683,billig::A,rhad,laciný
684,teuer::A,drud,drahý
685,wertvoll::A,gwerthfawr,cenný
686,blind::A,dall,slepý
687,taub::A,byddar,hluchý
688,kräftig::A,nerthol,silný
689,kräftig::A,grymus,silný
690,stark::A,cryf,silný
691,stark::A,cadarn,silný
692,schwach::A,gwan,slabý
693,fett::A,tew,tučný
694,fett::A,tew,tlustý
695,schlank::A,main,štíhlý
696,hübsch::A,tlws,hezký
697,böse::A,drwg,zlý
698,dumm::A,twp,hloupý
699,faul::A,diog,líný
700,fleißig::A,dyfal,pilný
701,geizig::A,crintach,lakomý
702,geizig::A,cybyddlyd,lakomý
703,klug::A,deallus,chytrý
704,geschickt::A,medrus,šikovný
705,geschickt::A,deheuig,šikovný
706,lieb::A,hoff,milý
707,lieb::A,annwyl,milý
708,lustig::A,llon,veselý
709,sanft::A,mwyn,mírný
710,hungrig::A,newynog,hladový
711,krank::A,sâl,nemocný
712,krank::A,gwael,nemocný
713,nackt::A,noeth,nahý
714,traurig::A,trist,smutný
715,traurig::A,trist,truchlivý
716,lebendig::A,yn fyw,živý
717,gut::A,da,dobrý
718,schlecht::A,drwg,špatný
719,schlecht::A,gwael,špatný
720,richtig::A,cywir,pravý
721,richtig::A,cywir,správný
722,schlimm::A,enbyd,zlý
723,wahr::A,gwir,pravdivý
724,alt::A,hen,starý
725,neu::A,newydd,nový
726,ehemalig::A,blaenorol,bývalý
727,alt[Lebewesen]::A,oedrannus,starý
728,jung::A,ifanc,mladý
729,arm::A,tlawd,chudý
730,reich::A,cyfoethog,bohatý
731,bekannt::A,cynefin,známý
732,bekannt::A,cyfarwydd,známý
733,berühmt::A,enwog,slavný
734,fremd::A,estron,cizí
735,verschieden::A,gwahanol,různý
736,verschieden::A,gwahanol,rozličný
737,nah::A,agos,blízký
738,fern::A,pell,daleký
739,linker::A,aswy,levý
740,linker::A,chwith,levý
741,rechter::A,de,pravý
742,rechter::A,deau,pravý
743,anderer::A,arall,jiný
744,erster::A,cyntaf,první
745,zweiter::A,ail,druhý
746,dritter::A,trydydd,třetí
747,letzter::A,olaf,poslední
748,allein::ADV,unig,sám
749,allein::ADV,ar ei ben ei hun,sám
750,auf einmal::ADV,ar yr un pryd,najednou
751,zusammen::ADV,ynghyd,spolu
752,zusammen::ADV,ynghyd,dohromady
753,zusammen::ADV,gyda'i gilydd,spolu
754,zusammen::ADV,gyda'i gilydd,dohromady
755,lange::ADV,amser hir,dlouho
756,plötzlich::ADV,yn sydyn,vtom
757,plötzlich::ADV,yn sydyn,náhle
758,sofort::ADV,ar unwaith,hned
759,sofort::ADV,ar unwaith,ihned
760,später::ADV,yn ddiweddarach,později
761,jetzt::ADV,yn awr,teď
762,jetzt::ADV,yn awr,nyní
763,heute::ADV,heddiw,dnes
764,heute::ADV,heddiw,dneska
765,morgen::ADV,yfory,zítra
766,bald::ADV,yn fuan,brzo
767,bald::ADV,gyda hyn,brzo
768,dann::ADV,yna,pak
769,dann::ADV,yna,potom
770,dann::ADV,y pryd hwnnw,pak
771,dann::ADV,y pryd hwnnw,potom
772,gestern::ADV,ddoe,včera
773,einst::ADV,gynt,kdysi
774,damals::ADV,ar y pryd,tehdy
775,damals::ADV,ar y pryd,tenkrát
776,damals::ADV,bryd hynny,tehdy
777,damals::ADV,bryd hynny,tenkrát
778,danach::ADV,wedyn,podle toho
779,vorher::ADV,o'r blaen,dříve
780,vorher::ADV,o'r blaen,napřed
781,zuerst::ADV,yn gyntaf,nejprve
782,zuerst::ADV,yn gyntaf,nejdříve
783,einmal::ADV,unwaith,jednou
784,manchmal::ADV,weithiau,někdy
785,manchmal::ADV,ar brydiau,někdy
786,oft::ADV,yn aml,často
787,oft::ADV,yn fynych,často
788,immer::ADV,bob amser,vždy
789,immer::ADV,bob amser,stále
790,niemals::ADV,ni ... byth,nikdy
791,niemals::ADV,ni ... erioed,nikdy
792,hier::ADV,yma,zde
793,hier::ADV,yma,tady
794,hierhin::ADV,hyd yma,sem
795,von hier::ADV,oddi yma,odtud
796,dort::ADV,acw,tam
797,dorthin::ADV,tuag yno,tam
798,geradeaus::ADV,syth ymlaen,rovně
799,vorwärts::ADV,ymlaen,kupředu
800,rückwärts::ADV,yn ôl,zpět
801,zurück::ADV,yn ôl,zpět
802,zurück::ADV,yn ôl,nazpět
803,unten::ADV,isod,dole
804,unten::ADV,oddi tanodd,dole
805,hinab::ADV,i lawr,dolů
806,hinab::ADV,i waered,dolů
807,oben::ADV,fry,nahoře
808,oben::ADV,fry,navrchu
809,hinauf::ADV,i fyny,nahoru
