,Concept_ID,la,mrj
97,Donner::N,tonitrus,хӹдӹртӹш
98,Strömung::N,fluctus,йогы
99,Tropfen::N,gutta,капльы
100,Tropfen::N,gutta,капльык
101,Schaum::N,spuma,шонг
102,Schmutz::N,sordes,лявӹрӓ
103,Schmutz::N,squalor,лявӹрӓ
104,See::N,lacus,йӓр
105,Sumpf::N,palus,лӱкӹ
106,Moor::N,palus,куп
107,Wiese::N,pratum,алык
108,Wald::N,silva,шӹргӹ
109,Hügel::N,collis,пӱгӹрикӓ
110,Anhöhe::N,specula,кӱкшикӓ
111,Berg::N,mons,кырык
112,Gipfel::N,vertex,неркӓ
113,Höhle::N,caverna,ы́раж
114,Höhle::N,spelunca,ы́раж
115,Abhang::N,declivum,полом
116,Quelle::N,fons,вӹдсӹнзӓ
117,Bach::N,rivus,ӓнгӹр
118,Fluss::N,flumen,вӹд
119,Ufer::N,ripa,сир
120,Küste::N,litus,сир
121,Festland::N,continens,мӱлӓндӹ
122,Meer::N,mare,тангыж
123,Bucht::N,sinus,вӹдъял
124,Insel::N,insula,острок
125,Blume::N,flos,пеледӹш
126,Gras::N,herba,шуды
127,Gras::N,gramen,шуды
128,Wurzel::N,radix,важ
129,Baum::N,arbor,пушӓнгӹ
130,Stamm::N,truncus,пушӓнгӹ тӹнг
131,Rinde::N,cortex,каргыж
132,Ast::N,ramus,укш
133,Zweig::N,ramus,укш
134,Blatt::N,folium,листӹ
135,Birke::N,betulla,куги
136,Kiefer[Baum]::N,pinus,йӓктӹ
137,Weide[Baum]::N,salix,уа
138,Tanne::N,abies,кож
139,Horn::N,cornu,шур
140,Feder::N,penna,пын
141,Fell::N,pellis,кавашты
142,Flügel::N,ala,шылдыр
143,Klaue::N,unguis,кӹч
144,Kralle::N,unguis,лапа
145,Schwanz::N,cauda,пач
146,Ei::N,ovum,мыны
147,Nest::N,nidus,пӹжӓш
148,Bau::N,cavum,ыраж
149,Bau::N,latibulum,ыраж
150,Tier::N,bestia,во́льык
151,Herde::N,grex,кӹтö
152,Kuh::N,vacca,ышкал
153,Bulle::N,taurus,ӱшкӱж
154,Pferd::N,equus,имни
155,Schaf::N,ovis,шарык
156,Schwein::N,sus,сасна
157,Schwein::N,porcus,сасна
158,Hund::N,canis,пи
159,Katze::N,felis,коти
160,Bär::N,ursus,мöскӓ
161,Eichhörnchen::N,sciurus,ур
162,Elch::N,alces,шарды
163,Fuchs::N,vulpes,рӹвӹж
164,Hase::N,lepus,морен
165,Maus::N,mus,каля
166,Wolf::N,lupus,пирӹ
167,Vogel::N,avis,кек
168,Schwarm::N,examen,цуца
169,Huhn::N,gallina,цӹвӹ
170,Hahn::N,gallus,ӓптӓн
171,Gans::N,anser,комбы
172,Adler::N,aquila,кучкыж
173,Ente::N,anas,лыды
174,Eule::N,ulula,тымана
175,Eule::N,noctua,тымана
176,Kranich::N,grus,тырня
177,Kranich::N,grus,тыртня
178,Krähe::N,cornix,лудыгарак
179,Kuckuck::N,cuculus,куку
180,Schwan::N,olor,йӱксӹ
181,Schwan::N,cycnus,йӱксӹ
182,Fisch::N,piscis,кол
183,Barsch::N,perca,алангы
184,Hecht::N,esox,нуж
185,Hecht::N,esox,нужгол
186,Schlange[Tier]::N,serpens,кӹшкы
187,Wurm::N,vermis,шукш
188,Spinne::N,aranea,ӓнгӹремшӹ
189,Ameise::N,formica,кыткы
190,Laus::N,pediculus,ти
191,Mücke::N,culex,кужнер
192,Mücke::N,culex,кужынер
193,Fliege::N,musca,шӹнгӓ
194,Schmetterling::N,papilio,лӹпӹ
195,Beere::N,baca,мöр
196,Apfel::N,malum,олма
197,Pilz::N,fungus,понгы
198,Zwiebel::N,cepa,охыра
199,Saat::N,seges,нӱшмӹ
200,Saat::N,seges,нӱшмӱ
201,Korn::N,granum,пӹрцӹ
202,Heu::N,faenum,шуды
203,Schale::N,putamen,аваха
204,Schale::N,putamen,карлангы
205,Grube::N,fovea,йӓм
206,Falle::N,pedica,лӱдӹ
207,Falle::N,pedica,лӱдӹш
208,Schlinge::N,laqueus,онгы
209,Spur::N,vestigium,кишӓ
210,Asche::N,cinis,ломых
211,Asche::N,cinis,ломпыж
212,Dreck::N,lutum,лявӹрӓ
213,Eisen::N,ferrum,кӹртни
214,Gold::N,aurum,шöртни
215,Gold::N,aurum,шöртньӹ
216,Silber::N,argentum,ши
217,Kohle::N,carbo,шӱ
218,Glas::N,vitrum,охоница
219,Lehm::N,lutum,шун
220,Sand::N,arena,ошма
221,Mensch::N,homo,эдем
222,Mann::N,vir,пӱэргӹ
223,Frau::N,mulier,ӹдӹрӓмӓш
224,Kind::N,puer,ӓзӓ
225,Kind::N,puer,шачшы
226,Kind::N,infans,ӓзӓ
227,Kind::N,infans,шачшы
228,Junge::N,puer,рвезӹ
229,Junge::N,puer,ӹрвезӹ
230,Mädchen::N,puella,ӹдӹрӓш
231,Familie::N,familia,йиш
232,Familie::N,familia,семня
233,Großvater::N,avus,тьоти
234,Großmutter::N,avia,папа
235,Eltern::N,parentes,ӓтя-ӓвӓ
236,Vater::N,pater,ӓтя
237,Mutter::N,mater,ӓвӓ
238,Sohn::N,filius,эргӹ
239,Tochter::N,filia,ӹдӹр
240,Bruder::N,frater,ӹза
241,Schwester::N,soror,ӓкӓ
242,Onkel::N,patruus,кугуза
243,Onkel::N,avunculus,кугуза
244,Tante::N,amita,куака
245,Ehemann::N,maritus,мары
246,Ehefrau::N,uxor,вӓтӹ
247,Freude::N,gaudium,ӹвӹртӹмӓш
248,Freude::N,laetitia,ӹвӹртӹмӓш
249,Gelächter::N,risus,ваштылмаш
250,Glück::N,felicitas,пиӓл
251,Kummer::N,aegritudo,ясы
252,Wunsch::N,voluntas,охата
253,Wunsch::N,voluntas,шанымаш
254,Wunsch::N,desiderium,охата
255,Wunsch::N,desiderium,шанымаш
256,Lust::N,libido,шӓр
257,Lust::N,libido,охата
258,Lust::N,libido,шанымаш
259,Lust::N,voluptas,шӓр
260,Lust::N,voluptas,охата
261,Lust::N,voluptas,шанымаш
262,Geist::N,mens,тух
263,Geist::N,animus,тух
264,Gedanke::N,sententia,шанымаш
265,Gedächtnis::N,memoria,ӓш
266,Verstand::N,ratio,ыш
267,Verstand::N,ingenium,ыш
268,Sinn::N,sensus,кын
269,Grund::N,causa,вир
270,Wahrheit::N,veritas,тöр
271,Gespräch::N,sermo,хытырымаш
272,Märchen::N,fabula,ямак
273,Erzählung::N,fabula,шайыштмаш
274,Erzählung::N,narratio,шайыштмаш
275,Nachricht::N,nuntius,увертӓрӹмӓш
276,Neuigkeit::N,novitas,увер
277,Name::N,nomen,лӹм
278,Rätsel::N,aenigma,тышты
279,Rede::N,oratio,шая
280,Rede::N,oratio,шамак
281,Sprache::N,lingua,йӹлмӹ
282,Stimme::N,vox,юк
283,Wort::N,verbum,шамак
284,Wort::N,vocabulum,шамак
285,Zeichen::N,signum,палӹ
286,Ruf::N,clamor,сӹгӹрӹмӓш
287,Lärm::N,strepitus,юкланымащ
288,Laut::N,sonus,юк
289,Ton::N,sonus,юк
290,Lied::N,carmen,мыры
291,Ruhe::N,quies,тыр
292,Leute::N,homines,эдемвлӓ
293,Volk::N,populus,халык
294,Arbeit::N,labor,пӓшӓ
295,Gast::N,hospes,хына
296,Gast::N,conviva,хына
297,Geschenk::N,munus,подарка
298,Spiel::N,ludus,мадыш
299,Gesellschaft::N,societas,йӓл
300,Gesellschaft::N,societas,йӓлвлӓ
301,Hilfe::N,auxilium,палшык
302,Hilfe::N,subsidium,палшык
303,Freund::N,amicus,тӓнг
304,Kamerad::N,socius,тос
305,Angelegenheit::N,res,дела
306,Angelegenheit::N,res,йела
307,Angelegenheit::N,res,йыла
308,Angelegenheit::N,res,пӓшӓ
309,Anzahl::N,numerus,шот
310,Art::N,genus,цӹре
311,Stück::N,frustum,лаштык
312,Stück::N,fragmentum,лаштык
313,Teil::N,pars,пай
314,Teil::N,pars,часть
315,Hälfte::N,dimidium,пел
316,Kreis::N,orbis,тӹртӹш
317,Kreis::N,circus,тӹртӹш
318,Kreuz::N,crux,крестӹ
319,Linie::N,linea,
320,Strich::N,lineamentum,
321,Abstand::N,intervallum,ло
322,Entfernung::N,spatium,ло
323,Gegend::N,loca,вӓр
324,Gegend::N,regio,вӓр
325,Platz::N,locus,вӓр
326,Ort::N,locus,вӓр
327,Seite::N,latus,öрдӹж
328,Mitte::N,medium,ло
329,Gegenstand::N,res,хӓдӹр
330,Sache::N,res,хӓдӹр
331,Rand::N,margo,шöр
332,Kante::N,angulus,шöр
333,Ecke::N,angulus,лык
334,Spitze::N,cacumen,вуй
335,Ende::N,caput,вуй
336,Ende::N,caput,мычаш
337,Loch::N,foramen,ыраж
338,Winkel::N,angulus,лык
339,Muster::N,exemplum,тӹрлец
340,Größe::N,magnitudo,кӱкшӹц
341,Länge::N,longitudo,кыт
342,Höhe::N,altitudo,кӱкшӹц
343,Gewicht::N,pondus,нелӹц
344,Menge::N,copia,шот
345,Haufen::N,acervus,ара
346,Reihe::N,ordo,ряд
347,Boot::N,navicula,пыш
348,Ruder::N,remus,вешлӓ
349,Schlitten::N,sclodia,тир
350,Ski::N,narta,ечӹ
351,Lagerfeuer::N,ignis,тыл
352,Last::N,onus,нелӹц
353,Gang::N,cursus,ход
354,Schritt::N,gradus,ашкыл
355,Norden::N,septentriones,йыдпелвел
356,Süden::N,meridies,кечӹвӓлвел
357,Westen::N,occidens,кечӹ шӹцмӹ
358,Osten::N,oriens,ирвел
359,Osten::N,oriens,кечӹ лӱлтмӹ
360,Holz::N,lignum,пушӓнгӹ
361,Brett::N,tabula,ханга
362,Platte::N,lamina,плитӓ
363,Stütze::N,adminiculum,цӓрӓк
364,Stange::N,pertica,равы
365,Stange::N,pertica,намаш
366,Stock::N,baculum,панды
367,Stab::N,scipio,равы
368,Rohr::N,tubus,пыч
369,Haus::N,aedes,пöрт
370,Heim::N,domicilium,пöрт
371,Ofen::N,fornax,камака
372,Fußboden::N,solum,седӹрӓ
373,Tisch::N,mensa,стöл
374,Stuhl::N,sella,пöкен
375,Wiege::N,cunae,шипкӓ
376,Bett::N,lectus,койка
377,Bett::N,lectus,кравать
378,Regal::N,foruli,полицӓ
379,Kiste::N,cista,шӱ́ндӹк
380,Fenster::N,fenestra,окня
381,Tür::N,ianua,амаса
382,Tor::N,porta,хапка
383,Zaun::N,saepes,забор
384,Dach::N,tectum,левӓш
385,Leiter::N,scalae,ташкалтыш
386,Besen::N,scopae,сало
387,Besen::N,scopae,салко
388,Spaten::N,pala,кольмы
389,Schaufel::N,pala,лоток
390,Gabel::N,fuscinula,ви́лка
391,Löffel::N,coclear,савала
392,Messer::N,culter,кӹзӹ
393,Nagel::N,clavus,пыда
394,Netz::N,rete,вӓпш
395,Haken::N,hamus,крӱк
396,Haken::N,hamus,кагак
397,Griff::N,manubrium,кычем
398,Schloss::N,claustra,замок
399,Schloss::N,claustra,сыравач
400,Bild::N,tabula,картин
401,Bild::N,pictura,картин
402,Figur::N,statunculum,кӓн
403,Puppe::N,pupa,поханя
404,Beutel::N,sacculus,мешӓк
405,Bündel::N,fascis,топ
406,Bündel::N,fascis,пидӹш
407,Bündel::N,fascis,кӹлдӹш
408,Tasche::N,sacculus,сумкы
409,Eimer::N,situla,ведӹрӓ
410,Deckel::N,operculum,комдыш
411,Geschirr::N,vasa,ӓтӹ
412,Sack::N,saccus,мешӓк
413,Tasse::N,pocillum,цӓшкӓ
414,Topf::N,olla,ми́ска
415,Kessel::N,aenum,пад
416,Essen::N,cena,качкыш
417,Essen::N,cena,качкыш-йӱш
418,Nahrung::N,cibus,качкыш
419,Nahrung::N,cibus,качкыш-йӱш
420,Nahrung::N,alimenta,качкыш
421,Nahrung::N,alimenta,качкыш-йӱш
422,Speise::N,cibus,няня
423,Fleisch::N,caro,пай
424,Getreide::N,frumentum,киндӹ
425,Brei::N,puls,шӹрӓш
426,Brot::N,panis,сыкыр
427,Scheibe::N,frustum,ламыт
428,Scheibe::N,frustum,лаштык
429,Fett::N,pingue,кая
430,Butter::N,butȳrum,ӱ
431,Öl::N,oleum,ӱ
432,Salz::N,sal,санзал
433,Suppe::N,ius,лем
434,Honig::N,mel,мӱ
435,Milch::N,lac,шӹшер
436,Tee::N,thea,чӓй
437,Leder::N,corium,шарга
438,Leder::N,corium,кавашты
439,Wolle::N,lana,миж
440,Stoff::N,textum,матер
441,Stoff::N,textum,матери
442,Nadel::N,acus,им
443,Faden::N,filum,шӹртӹ
444,Knopf::N,bulla,полдыш
445,Knoten::N,nodus,пӱкшем
446,Farbe::N,pigmentum,чиӓ
447,Farbe::N,pigmentum,крӓскӓ
448,Kleidung::N,vestimenta,выргем
449,Hemd::N,tunica,тыгыр
450,Kragen::N,collare,шӱ
451,Ärmel::N,manica,шокш
452,Hose::N,bracae,ялаш
453,Gürtel::N,cingulum,ӹштӹ
454,Mütze::N,pilleus,упш
455,Schuh::N,calceus,ту́фльы
456,Stiefel::N,pero,кем
457,Stiefel::N,caliga,кем
458,Ring::N,anulus,шӓргӓш
459,Band::N,redimiculum,лемтӓ
460,Kamm::N,pecten,шерге
461,Spiegel::N,speculum,тӹгӹр
462,Riemen::N,lorum,прӓжӓ
463,Schnur::N,linum,кӓндӹра
464,Leine::N,retinaculum,керем
465,Decke::N,lodix,одеял
466,Kissen::N,pulvinus,кӹпцӹк
467,Tuch::N,velum,савыц
468,Handtuch::N,mantele,шӹргӹсавыц
469,Handtuch::N,mantele,шӹргӹмсавыц
470,Kraft::N,vis,ви
471,Stärke::N,robur,ви
472,Gesundheit::N,valetudo,шу
473,Gesundheit::N,valetudo,шулык
474,Krankheit::N,morbus,мыж
475,Schmerz::N,dolor,карштыш
476,Wunde::N,vulnus,шушыр
477,Fieber::N,febris,ӱштӹмыж
478,Arznei::N,remedium,лекӓрцӹ
479,Brücke::N,pons,кӹвер
480,Brunnen::N,puteus,вӹдсӹнзӓ
481,Weide::N,pascua,ныр
482,Pfad::N,semita,ялгорны
483,Weg::N,iter,корны
484,Straße::N,via,корны
485,Dorf::N,vicus,сола
486,Stadt::N,urbs,города
487,Stadt::N,oppidum,города
488,Brief::N,epistula,сирмӓш
489,Buch::N,liber,книгӓ
490,Buchstabe::N,littera,буква́
491,Zeitung::N,diurnum,газет
492,Zeitung::N,diurnum,кайзет
493,Leben::N,vita,житя
494,Tod::N,mors,смöрт
495,Grab::N,sepulcrum,шӹгер
496,Grab::N,sepulcrum,мыгилӓ
497,Grab::N,sepulcrum,шӹгерлӓ
498,Kirche::N,ecclesia,церкӹ
499,Sünde::N,peccatum,сулык
500,Gott::N,deus,йымы
501,Arbeiter::N,operarius,пӓшӓзӹ
502,Chef::N,praefectus,вуй
503,Meister::N,magister,мастар
504,Arzt::N,medicus,доктор
505,Lehrer::N,magister,тымдышы
506,Geld::N,aes,окса
507,Geld::N,pecunia,окса
508,Geschäft::N,negotium,торге́йӹмӓш
509,Laden::N,taberna,лапка
510,Laden::N,taberna,магазин
511,Preis::N,pretium,ӓк
512,Ware::N,merx,товар
513,Nutzen::N,utilitas,пайда
514,Reichtum::N,opes,перке
515,Reichtum::N,divitiae,перке
516,Welt::N,mundus,сӓндӓлӹк
517,Welt::N,mundus,свет
518,Land::N,terra,сӓндӓлӹк
519,Staat::N,res publica,кугижӓншӹ
520,König::N,rex,король
521,Macht::N,potestas,власть
522,Grenze::N,limes,пӹсмӓн
523,Krieg::N,bellum,вырсы
524,Feind::N,inimicus,тышман
525,Gewalt::N,vis,ви
526,Kampf::N,pugna,кредӓлмӓш
527,Bogen[Waffe]::N,arcus,янгеж
528,Pfeil::N,sagitta,пикш
529,Gewehr::N,sclopetum,пичӓл
530,Fehler::N,error,самынь
531,Lüge::N,mendacium,шая
532,Schaden::N,damnum,вре́дӓ
533,Schaden::N,detrimentum,вре́дӓ
534,Unglück::N,miseria,пёда
535,Unglück::N,miseria,тымаша
536,Unglück::N,calamitas,пёда
537,Unglück::N,calamitas,тымаша
538,Schuld::N,culpa,вуйнамат
539,Alter::N,aetas,иӓш
540,Alter::N,aetas,игечӹ
541,Schluss::N,finis,пӹтӓртӹш
542,Zeit::N,tempus,веремӓ
543,Tag::N,dies,кечӹ
544,Morgen::N,mane,ир
545,Morgen::N,mane,ирок
546,Mittag::N,meridies,кечӹвӓл
547,Abend::N,vesper,вады
548,Nacht::N,nox,йыд
549,Woche::N,septimana,ӓрня
550,Monat::N,mensis,тӹ́лзӹ
551,Jahr::N,annus,год
552,Frühling::N,ver,шошым
553,Sommer::N,aestas,кӓнгӹж
554,Herbst::N,autumnus,шӹжӹ
555,Winter::N,hiems,тел
556,Winter::N,hiems,телӹ
557,Januar::N,Ianuarius,январ
558,Januar::N,Ianuarius,январь
559,Februar::N,Februarius,февраль
560,März::N,Martius,март
561,April::N,Aprilis,апрель
562,Mai::N,Maius,май
563,Juni::N,Iunius,июнь
564,Juli::N,Iulius,июль
565,August::N,Augustus,август
566,September::N,September,сентябрь
567,Oktober::N,Octobris,октябрь
568,November::N,Novembris,ноябрь
569,Dezember::N,December,декавыр
570,Montag::N,dies lunae,шачмы
571,Dienstag::N,dies Martis ,кышкыжмы
572,Mittwoch::N,dies Mercurii,вӹрчегӹ
573,Donnerstag::N,dies Iovis,изӓрня
574,Freitag::N,dies Veneris,когарня
575,Samstag::N,dies Saturni,кукшыгечӹ
576,Sonntag::N,dominicus,рушӓрня
577,Sonntag::N,dies solis,рушӓрня
578,groß::A,magnus,кого
579,klein::A,parvus,изи
580,lang::A,longus,кужы
581,kurz::A,brevis,кӹтӹк
582,breit::A,latus,кымда
583,schmal::A,angustus,ӓнгӹсӹр
584,dicht::A,densus,шӹре
585,dick[Gegenstand]::A,crassus,кӹжгӹ
586,dünn::A,tenuis,вӹцкӹж
587,fein::A,subtilis,пыльга
588,fest::A,solidus,цаткыды
589,fest::A,stabilis,цаткыды
590,flach::A,planus,тӓлякӓ
591,glatt::A,levis,ягылгы
592,hart::A,durus,пингӹдӹ
593,weich::A,mollis,пышкыды
594,rund::A,rotundus,тӹртӹш
595,spitz::A,acutus,кашар
596,scharf::A,acer,кашар
597,stumpf::A,hebes,нӹшкӹ
598,schwer::A,gravis,нелӹ
599,schön::A,pulcher,цевер
600,schön::A,pulcher,олмыдшы
601,schön::A,formosus,цевер
602,schön::A,formosus,олмыдшы
603,heiß::A,fervidus,шокшы
604,warm::A,calidus,шокшы
605,kalt::A,frigidus,ӱштӹ
606,kühl::A,frigidus,юалгы
607,kühl::A,frigidus,йонгата
608,frisch::A,recens,йонгата
609,feucht::A,umidus,ӹлӹкшӹ
610,feucht::A,umidus,вӹдӹжгӹ
611,nass::A,madidus,начкы
612,trocken::A,aridus,кукшы
613,voll::A,plenus,темшӹ
614,voll::A,plenus,темыман
615,leer::A,vacuus,йӓрӓ
616,offen::A,apertus,виш
617,geschlossen::A,clausus,чӱчмӹ
618,geschlossen::A,clausus,тӹкӹлӓлтшӹ
619,sauber::A,lautus,ире
620,schmutzig::A,sordidus,шоран
621,schmutzig::A,sordidus,лявӹрӓн
622,schmutzig::A,sordidus,шорангшы
623,roh::A,crudus,пеле кӱшӹ
624,reif::A,maturus,кӱшӹ
625,lecker::A,delicatus,тотан
626,süß::A,dulcis,мӱӓн
627,bitter::A,amarus,качы
628,bitter::A,acerbus,качы
629,sauer::A,acidus,шапы
630,hell::A,clarus,соты
631,hell::A,clarus,валгыды
632,dunkel::A,obscurus,пӹц
633,dunkel::A,obscurus,пӹцкемӹш
634,schwarz::A,niger,шим
635,weiß::A,albus,ош
636,weiß::A,albus,ошы
637,rot::A,ruber,якшаргы
638,gelb::A,flavus,сар
639,gelb::A,flavus,сары
640,blau::A,caeruleus,симсӹ
641,grün::A,viridis,ыжар
642,grau::A,canus,луды
643,bunt::A,varius,ала
644,billig::A,vilis,шулдаш
645,teuer::A,carus,шергӹ
646,teuer::A,carus,шергӓкӓн
647,wertvoll::A,pretiosus,ӓкӓн
648,blind::A,caecus,слöпöй
649,blind::A,caecus,сльöпöй
650,taub::A,surdus,тӱтӱк
651,kräftig::A,robustus,виӓн
652,stark::A,firmus,виӓн
653,stark::A,validus,виӓн
654,schwach::A,debilis,шава
655,schwach::A,debilis,лӹпкӓ
656,schwach::A,debilis,слабка
657,schwach::A,infirmus,шава
658,schwach::A,infirmus,лӹпкӓ
659,schwach::A,infirmus,слабка
660,fett::A,crassus,таза
661,schlank::A,procerus,яштака
662,hübsch::A,pulcher,сӹлнӹ
663,hübsch::A,pulcher,олмыдшы
664,böse::A,improbus,шӹдӓн
665,dumm::A,stultus,окмак
666,dumm::A,stupidus,окмак
667,faul::A,piger,ялахай
668,fleißig::A,sedulus,пӓшам яратышы
669,geizig::A,avarus,шык
670,klug::A,prudens,ышан
671,geschickt::A,sollers,мастар
672,lieb::A,carus,тыри
673,lustig::A,iocosus,мындыр
674,lustig::A,iocosus,сусу
675,sanft::A,clemens,йӹвӹжӓ
676,hungrig::A,impastus,шужышы
677,krank::A,aeger,церлӹ
678,krank::A,aeger,хворой
679,nackt::A,nudus,цӓрӓ
680,traurig::A,maestus,сы́лыкан
681,traurig::A,maestus,кымы́лдымы
682,lebendig::A,vivus,живой
683,gut::A,bonus,яжо
684,schlecht::A,malus,уда
685,schlecht::A,malus,худа
686,richtig::A,rectus,вургамла
687,schlimm::A,malus,йӹрнык
688,wahr::A,verus,настоящий
689,wahr::A,verus,настояшый
690,alt::A,antiquus,шонгы
691,neu::A,novus,у
692,ehemalig::A,pristinus,тошты
693,alt[Lebewesen]::A,vetus,ӹлалшӹ
694,jung::A,iuvenis,нöргӹ
695,jung::A,iuvenis,молода
696,arm::A,pauper,укеӓн
697,reich::A,dives,паян
698,reich::A,dives,пурлыкан
699,bekannt::A,notus,палӹмӹ
700,berühmt::A,celeber,лӹмлы
701,berühmt::A,illustris,лӹмлы
702,fremd::A,peregrinus,эдемӹн
703,verschieden::A,varius,тӹрлӹ
704,nah::A,propinquus,лишӹл
705,fern::A,longinquus,мӹндӹр
706,linker::A,sinister,шалахай
707,rechter::A,dexter,вургамла
708,anderer::A,alius,вес
709,anderer::A,alius,весӹ
710,erster::A,primus,икшӹ
711,erster::A,primus,икӹмшӹ
712,zweiter::A,secundus,кокшы
713,dritter::A,tertius,кымшы
714,letzter::A,ultimus,остатка
715,allein::ADV,solum,иктӹ
716,allein::ADV,solum,иктӹт
717,auf einmal::ADV,simul,тöрöк
718,zusammen::ADV,una,икараш
719,zusammen::ADV,una,цымырын
720,lange::ADV,diu,кужын
721,plötzlich::ADV,subito,трӱк
722,plötzlich::ADV,repente,трӱк
723,sofort::ADV,statim,полт
724,sofort::ADV,statim,тöрöк
725,sofort::ADV,statim,тӹшӓкок
726,später::ADV,postea,вара
727,jetzt::ADV,nunc,
728,heute::ADV,hodie,тагачы
729,morgen::ADV,cras,иргод
730,morgen::ADV,cras,иргодым
731,bald::ADV,mox,чӹнь
732,bald::ADV,mox,вӓшке
733,bald::ADV,mox,выртышты
734,dann::ADV,deinde,пакыла
735,gestern::ADV,heri,тенгечӹ
736,einst::ADV,olim,икӓнӓ
737,damals::ADV,tum,тӹнӓм
738,danach::ADV,postea,пакыла
739,vorher::ADV,antea,перви
740,zuerst::ADV,primo,андак
741,einmal::ADV,semel,гӓнӓк
742,einmal::ADV,semel,гӓнӓ
743,manchmal::ADV,interdum,кынамжы
744,oft::ADV,saepe,чӹчкӹдӹн
745,immer::ADV,semper,со
746,immer::ADV,semper,соок
747,niemals::ADV,numquam,нинам
748,niemals::ADV,numquam,нигынам
749,niemals::ADV,numquam,нигынамат
750,hier::ADV,hic,тиштӹ
751,hierhin::ADV,huc,тишкӹ
752,von hier::ADV,hinc,тишец
753,von hier::ADV,hinc,тишецӹн
754,dort::ADV,ibi,тӹштӹ
755,dorthin::ADV,eo,тӹшкӹ
756,dorthin::ADV,eo,тӹшкӹлӓ
757,geradeaus::ADV,recte,вик
758,geradeaus::ADV,recte,тура
759,vorwärts::ADV,porro,анзыкы
760,rückwärts::ADV,retro,мӹнгеш
761,zurück::ADV,retro,мӹнгеш
762,unten::ADV,infra,ӱлнӹ
763,unten::ADV,infra,лӹвӓлнӹ
764,hinab::ADV,pessum,ӱлӹкӹ
765,hinab::ADV,pessum,лӹвӓкӹ
