,Concept_ID,eu,lez
102,Donner::N,ihurtzuri,цавун ван
103,Strömung::N,laster,
104,Tropfen::N,xorta,стӏал
105,Schaum::N,bits,каф
106,Schmutz::N,lohi,чирк
107,Schmutz::N,lohi,кьуруш
108,Schmutz::N,zikin,чирк
109,Schmutz::N,zikin,кьуруш
110,See::N,laku,вир
111,See::N,aintzira,вир
112,Sumpf::N,zingira,уьлен
113,Moor::N,zohikaztegi,
114,Wiese::N,larre,векь
115,Wiese::N,belardi,векь
116,Wald::N,baso,там
117,Wald::N,oihan,там
118,Hügel::N,muino,кӏунтӏ
119,Hügel::N,pentoka,кӏунтӏ
120,Anhöhe::N,garai,тепе
121,Anhöhe::N,garai,гьуьндуьрвал
122,Anhöhe::N,goragune,тепе
123,Anhöhe::N,goragune,гьуьндуьрвал
124,Berg::N,mendi,дагъ
125,Gipfel::N,gain,кӏукӏ
126,Gipfel::N,tontor,кӏукӏ
127,Höhle::N,kobazulo,кьветӏ
128,Abhang::N,aldapa,гуьне
129,Quelle::N,iturri,чешме
130,Quelle::N,iturbegi,чешме
131,Bach::N,lats,булах
132,Bach::N,erreka,булах
133,Fluss::N,ibai,вацӏ
134,Fluss::N,uhaitz,вацӏ
135,Ufer::N,bazter,къерех
136,Küste::N,itsasalde,къерех
137,Festland::N,lehor,кьурамат
138,Meer::N,itsaso,гьуьл
139,Bucht::N,golko,бухта
140,Insel::N,irla,остров
141,Insel::N,uharte,остров
142,Blume::N,lili,цуьк
143,Gras::N,belar,хъач
144,Wurzel::N,zuztar,дувул
145,Wurzel::N,sustrai,дувул
146,Baum::N,zuhaitz,ттар
147,Stamm::N,enbor,тан
148,Rinde::N,azal,чкал
149,Ast::N,adar,тӏур
150,Zweig::N,abar,хел
151,Blatt::N,hosto,пеш
152,Birke::N,urki,верх
153,Kiefer[Baum]::N,ler,шамагъаж
154,Weide[Baum]::N,zume,цӏвелин ттар
155,Weide[Baum]::N,sahats,цӏвелин ттар
156,Tanne::N,izei,ель
157,Horn::N,adar,карч
158,Feder::N,luma,цӏакул
159,Feder::N,hegaki,цӏакул
160,Fell::N,ile,хам
161,Fell::N,larru,хам
162,Flügel::N,hego,лув
163,Klaue::N,atzapar,къармах
164,Kralle::N,erpe,пац
165,Kralle::N,erpe,тапас
166,Kralle::N,atzapar,пац
167,Kralle::N,atzapar,тапас
168,Schwanz::N,isats,ттум
169,Schwanz::N,buztan,ттум
170,Ei::N,arrautza,кака
171,Nest::N,habia,муг
172,Bau::N,ohantze,тӏеквен
173,Tier::N,abere,гьайван
174,Tier::N,piztia,гьайван
175,Herde::N,saldo,суьруь
176,Herde::N,abere talde,суьруь
177,Kuh::N,behi,ккал
178,Bulle::N,zezen,яц
179,Bulle::N,zezen,бугъа
180,Pferd::N,zaldi,балкӏан
181,Schaf::N,ardi,хеб
182,Schwein::N,urde,вак
183,Schwein::N,txerri,вак
184,Hund::N,txakur,кицӏ
185,Katze::N,katu,кац
186,Bär::N,hartz,сев
187,Eichhörnchen::N,urtxintxa,белка
188,Elch::N,altze,лось
189,Fuchs::N,azeri,сикӏ
190,Hase::N,erbi,къуьр
191,Maus::N,sagu,кьиф
192,Wolf::N,otso,жанавур
193,Vogel::N,txori,луван ничхир
194,Vogel::N,hegazti,луван ничхир
195,Schwarm::N,aldra,луж
196,Huhn::N,oilo,верч
197,Hahn::N,oilar,кӏек
198,Gans::N,antzara,къаз
199,Adler::N,arrano,лекь
200,Ente::N,ahate,пӏатӏ
201,Eule::N,hontza,тӏиб
202,Kranich::N,kurrilo,дурна
203,Krähe::N,bele,къаргъа
204,Kuckuck::N,kuku,кукупӏ
205,Schwan::N,beltxarga,къугь
206,Fisch::N,arrain,гъед
207,Barsch::N,perka,окунь
208,Hecht::N,lutxo,щука
209,Schlange[Tier]::N,suge,илан
210,Schlange[Tier]::N,suge,гъуьлягъ
211,Wurm::N,har,квак
212,Spinne::N,armiarma,хуьшрекан
213,Ameise::N,inurri,цегв
214,Laus::N,zorri,нет
215,Mücke::N,eltxo,ветӏ
216,Fliege::N,euli,тӏветӏ
217,Schmetterling::N,pinpirin,чепелукь
218,Schmetterling::N,tximeleta,чепелукь
219,Beere::N,baia,куьлуь емиш
220,Apfel::N,sagar,ич
221,Pilz::N,onddo,къарникъуз
222,Pilz::N,perretxiko,къарникъуз
223,Zwiebel::N,tipula,чичӏек
224,Saat::N,haziak,тумар
225,Korn::N,ale,твар
226,Korn::N,pikor,твар
227,Heu::N,belar ondu,векь
228,Heu::N,belar ondu,векьер
229,Schale::N,azal,пириш
230,Schale::N,azal,хъуьруьш
231,Grube::N,hobi,фур
232,Falle::N,harrapagailu,ракьар
233,Schlinge::N,bilur,гьалкъа
234,Schlinge::N,xedera,гьалкъа
235,Spur::N,lorratz,гел
236,Asche::N,errauts,руьхъ
237,Dreck::N,satsukeria,чирк
238,Dreck::N,satsukeria,кьуруш
239,Eisen::N,burdina,ракь
240,Gold::N,urre,алтун
241,Gold::N,urregorri,алтун
242,Silber::N,zilar,гимиш
243,Silber::N,urrezuri,гимиш
244,Kohle::N,ikatz,цӏивин
245,Glas::N,beira,шуьше
246,Lehm::N,buztin,ччеб
247,Sand::N,harea,къум
248,Sand::N,hondar,къум
249,Mensch::N,gizaki,инсан
250,Mann::N,gizon,итим
251,Frau::N,andere,паб
252,Frau::N,andere,дишегьли
253,Frau::N,emakume,паб
254,Frau::N,emakume,дишегьли
255,Kind::N,haur,аял
256,Junge::N,mutil,гада
257,Mädchen::N,neska,руш
258,Familie::N,sendi,хзан
259,Familie::N,sendi,килфет
260,Familie::N,familia,хзан
261,Familie::N,familia,килфет
262,Großvater::N,aitona,чӏехи буба
263,Großvater::N,aitatxi,чӏехи буба
264,Großmutter::N,amona,чӏехи диде
265,Großmutter::N,amatxi,чӏехи диде
266,Eltern::N,gurasoak,диде-буба
267,Vater::N,aita,буба
268,Mutter::N,ama,диде
269,Sohn::N,seme,хва
270,Tochter::N,alaba,руш
271,Bruder::N,neba,стха
272,Bruder::N,anaia,стха
273,Schwester::N,ahizpa,вах
274,Onkel::N,osaba,ими
275,Onkel::N,osaba,халу
276,Tante::N,izeba,эме
277,Tante::N,izeba,хала
278,Ehemann::N,senar,гъуьл
279,Ehefrau::N,emazte,паб
280,Freude::N,poz,шадвал
281,Freude::N,pozkari,шадвал
282,Gelächter::N,barre,хъвер
283,Gelächter::N,karkara,хъвер
284,Glück::N,zori,бахт
285,Kummer::N,xangrin,дерт
286,Kummer::N,xangrin,хажалат
287,Kummer::N,atsekabe,дерт
288,Kummer::N,atsekabe,хажалат
289,Wunsch::N,nahi,мурад
290,Wunsch::N,nahikunde,мурад
291,Lust::N,gogo,гьевес
292,Geist::N,gogo,руьгь
293,Gedanke::N,gogoeta,фикир
294,Gedächtnis::N,oroimen,
295,Gedächtnis::N,gogoramen,
296,Verstand::N,adimen,акьул
297,Verstand::N,ulermen,акьул
298,Sinn::N,zentzu,мана
299,Grund::N,zergati,себеб
300,Wahrheit::N,egia,керчек
301,Wahrheit::N,egia,гьакъикъат
302,Gespräch::N,hizketa,ихтилат
303,Gespräch::N,elkarrizketa,ихтилат
304,Märchen::N,ipuin,мах
305,Erzählung::N,edesti,кьиса
306,Erzählung::N,kontakizun,кьиса
307,Nachricht::N,albiste,хабар
308,Neuigkeit::N,berri,цӏийи хабар
309,Name::N,izen,тӏвар
310,Rätsel::N,asmakizun,мискӏал
311,Rede::N,hitzaldi,рахун
312,Rede::N,mintzaldi,рахун
313,Sprache::N,hizkuntza,чӏал
314,Stimme::N,ahots,ван
315,Wort::N,hitz,гаф
316,Zeichen::N,agerbide,ишара
317,Zeichen::N,agergarri,ишара
318,Ruf::N,dei,эвер
319,Lärm::N,zarata,ван-сес
320,Lärm::N,harrabots,ван-сес
321,Laut::N,hots,ван
322,Laut::N,hots,сес
323,Ton::N,tonu,ван-сес
324,Ton::N,soinu,ван-сес
325,Lied::N,abesti,мани
326,Ruhe::N,nasaitasun,ласвал
327,Ruhe::N,nasaitasun,фаракъат
328,Ruhe::N,nasaitasun,асайиш
329,Leute::N,jende,инсанар
330,Volk::N,herri,халкь
331,Volk::N,populu,халкь
332,Arbeit::N,lan,кӏвалах
333,Gast::N,arrotz,мугьман
334,Gast::N,apopilo,мугьман
335,Geschenk::N,opari,савкьат
336,Spiel::N,jolas,къугъун
337,Gesellschaft::N,gizarte,жемят
338,Gesellschaft::N,gizarte,общество
339,Hilfe::N,helpide,куьмек
340,Hilfe::N,laguntza,куьмек
341,Freund::N,lagun,дуст
342,Kamerad::N,adiskide,яр-дуст
343,Kamerad::N,lagunkide,яр-дуст
344,Angelegenheit::N,afera,кар
345,Anzahl::N,kopuru,сан
346,Anzahl::N,kopuru,кьадар
347,Art::N,mota,жуьре
348,Stück::N,puska,кӏус
349,Teil::N,atal,пай
350,Hälfte::N,erdi,зур
351,Hälfte::N,erdi,зур пай
352,Kreis::N,biribilki,круг
353,Kreis::N,biribilki,чкаяр
354,Kreis::N,biribilki,элкъвей цӏар
355,Kreuz::N,gurutze,хаш
356,Linie::N,linea,цӏар
357,Strich::N,marra,цӏар
358,Abstand::N,tarte,ара
359,Entfernung::N,urrunera,мензил
360,Gegend::N,alderdi,чка
361,Gegend::N,eskualde,чка
362,Platz::N,leku,ара
363,Ort::N,toki,чка
364,Seite::N,albo,пад
365,Mitte::N,erdi,юкь
366,Gegenstand::N,gauzaki,затӏ
367,Sache::N,gauza,шей
368,Sache::N,gauza,затӏ
369,Rand::N,ertz,къерех
370,Kante::N,ertz,син
371,Ecke::N,kantoi,пӏипӏ
372,Spitze::N,punta,кӏвенкӏв
373,Ende::N,buru,кьил
374,Ende::N,mutur,кьил
375,Loch::N,zulo,тӏеквен
376,Winkel::N,zoko,пӏипӏ
377,Winkel::N,bazter,пӏипӏ
378,Muster::N,eredu,гишир
379,Muster::N,marrazki,гишир
380,Größe::N,kaizu,кьадар
381,Größe::N,tamaina,кьадар
382,Länge::N,luzera,яргъивал
383,Höhe::N,goiera,кьакьанвал
384,Höhe::N,garaiera,кьакьанвал
385,Gewicht::N,hazta,заланвал
386,Menge::N,kopuru,кьадар
387,Haufen::N,pila,хара
388,Haufen::N,mendoi,хара
389,Reihe::N,ilara,жерге
390,Reihe::N,errenkada,жерге
391,Boot::N,potin,луьткве
392,Boot::N,txalupa,луьткве
393,Ruder::N,arraun,кьусу
394,Schlitten::N,lera,гъелерар
395,Schlitten::N,narra,гъелерар
396,Ski::N,eski,
397,Lagerfeuer::N,su,цӏай
398,Last::N,zama,заланвал
399,Last::N,karga,заланвал
400,Gang::N,ibilera,ериш
401,Schritt::N,pauso,къадам
402,Schritt::N,urrats,къадам
403,Norden::N,ipar,кефер
404,Norden::N,ipar,кефер пад
405,Norden::N,iparralde,кефер
406,Norden::N,iparralde,кефер пад
407,Süden::N,hego,кьибле
408,Süden::N,hegoalde,кьибле
409,Westen::N,sartalde,рагъакӏидай пад
410,Westen::N,mendebalde,рагъакӏидай пад
411,Osten::N,ekialde,рагъэкъечӏдай пад
412,Osten::N,sortalde,рагъэкъечӏдай пад
413,Holz::N,zur,кӏарас
414,Brett::N,ohol,кьул
415,Brett::N,ohol,тахта
416,Platte::N,lauza,
417,Stütze::N,irozgarri,даях
418,Stütze::N,bermagailu,даях
419,Stange::N,haga,юрк
420,Stock::N,makila,лаш
421,Stab::N,makila,юрк
422,Rohr::N,hodi,турба
423,Haus::N,etxe,ужагъ
424,Heim::N,etxe,кӏвал
425,Heim::N,etxaleku,кӏвал
426,Ofen::N,berogailu,пич
427,Fußboden::N,zoru,кӏвалин ччил
428,Tisch::N,mahai,стол
429,Stuhl::N,aulki,стул
430,Wiege::N,kuma,кьеб
431,Wiege::N,sehaska,кьеб
432,Bett::N,ohe,тахт
433,Bett::N,ohatze,тахт
434,Regal::N,apalategi,кьацӏ
435,Kiste::N,kutxa,ящик
436,Fenster::N,leiho,дакӏар
437,Tür::N,ate,рак
438,Tor::N,atari,варар
439,Zaun::N,hesi,пару
440,Dach::N,teilatu,къав
441,Leiter::N,zurubi,гурар
442,Besen::N,erratz,таран кул
443,Spaten::N,burdinpala,ппер
444,Schaufel::N,pala,хекендаз
445,Gabel::N,sardexka,шиш
446,Löffel::N,koilara,тӏур
447,Messer::N,aizto,чукӏул
448,Nagel::N,iltze,мих
449,Netz::N,sare,чил
450,Haken::N,mako,къармах
451,Griff::N,eskutoki,ттум
452,Schloss::N,sarraila,куьлег
453,Bild::N,irudi,шикил
454,Bild::N,irudi,суьрет
455,Figur::N,figura,фигура
456,Puppe::N,panpina,нини
457,Puppe::N,andrakila,нини
458,Beutel::N,zorro,тагъар
459,Bündel::N,azao,галгам
460,Bündel::N,espal,галгам
461,Tasche::N,poltsa,чанта
462,Eimer::N,treska,ведре
463,Deckel::N,tapa,кьил
464,Deckel::N,tapa,къалпагъ
465,Deckel::N,estalki,кьил
466,Deckel::N,estalki,къалпагъ
467,Geschirr::N,baxera,къаб-къажах
468,Geschirr::N,ontziteria,къаб-къажах
469,Sack::N,zaku,чувал
470,Tasse::N,kikara,сукӏра
471,Topf::N,ontzi,къажгъан
472,Topf::N,lapiko,къажгъан
473,Kessel::N,pazia,къажгъан
474,Essen::N,janaldi,тӏуьн
475,Nahrung::N,jan,тӏуьн
476,Speise::N,jaki,хуьрек
477,Fleisch::N,okela,як
478,Fleisch::N,haragi,як
479,Getreide::N,labore,техил
480,Brei::N,ahi,хапӏа
481,Brei::N,ahi,хешил
482,Brei::N,pure,хапӏа
483,Brei::N,pure,хешил
484,Brot::N,ogi,фу
485,Scheibe::N,xerra,чӏук
486,Scheibe::N,pirripita,чӏук
487,Fett::N,urin,ягълу
488,Fett::N,koipe,ягълу
489,Butter::N,gurin,гъери
490,Öl::N,olio,ягълу
491,Salz::N,gatz,кьел
492,Suppe::N,zopa,суп
493,Suppe::N,zopa,шурпа
494,Suppe::N,salda,суп
495,Suppe::N,salda,шурпа
496,Honig::N,ezti,вирт
497,Milch::N,esne,нек
498,Tee::N,te,чай
499,Leder::N,larru,тумаж
500,Wolle::N,artile,йис
501,Stoff::N,ehun,парча
502,Nadel::N,orratz,раб
503,Nadel::N,jostorratz,раб
504,Faden::N,hari,гъал
505,Knopf::N,botoi,дуьгме
506,Knoten::N,korapilo,тӏвал
507,Farbe::N,pintura,ранг
508,Kleidung::N,arropa,партал
509,Kleidung::N,jantziak,партал
510,Hemd::N,atorra,перем
511,Hemd::N,alkandora,перем
512,Kragen::N,idun,хев
513,Ärmel::N,mahuka,хел
514,Hose::N,prakak,шалвар
515,Hose::N,galtzak,шалвар
516,Gürtel::N,gerriko,чӏул
517,Mütze::N,txano,бармак
518,Mütze::N,txano,бапӏах
519,Mütze::N,txapel,бармак
520,Mütze::N,txapel,бапӏах
521,Schuh::N,oski,ботинка
522,Schuh::N,oinetako,ботинка
523,Stiefel::N,bota,чекме
524,Ring::N,uztai,тупӏал
525,Band::N,zinta,тасма
526,Band::N,xingola,тасма
527,Kamm::N,orrazi,регъ
528,Spiegel::N,mirail,гуьзгуь
529,Riemen::N,uhal,къайиш
530,Schnur::N,lokailu,еб
531,Leine::N,lotura,
532,Decke::N,burusi,яргъан
533,Kissen::N,kuxin,хъуьцуьган
534,Tuch::N,zapi,шал
535,Tuch::N,oihal,шал
536,Handtuch::N,eskuzapi,дасмал
537,Handtuch::N,eskuoihal,дасмал
538,Kraft::N,indar,гуж
539,Stärke::N,indar,къуват
540,Gesundheit::N,osasun,сагъвал
541,Krankheit::N,eritasun,тӏал
542,Krankheit::N,gaixotasun,тӏал
543,Schmerz::N,min,тӏал
544,Schmerz::N,min,тӏарвал
545,Wunde::N,zauri,хер
546,Fieber::N,sukar,ифин
547,Arznei::N,osagai,дарман
548,Arznei::N,sendagai,дарман
549,Brücke::N,zubi,муьгъ
550,Brunnen::N,putzu,къуй
551,Weide::N,alha,уьруьш
552,Weide::N,bazkaleku,уьруьш
553,Pfad::N,zidor,рехъ
554,Pfad::N,bidexka,рехъ
555,Weg::N,bide,рехъ
556,Straße::N,errepide,рехъ
557,Dorf::N,herri,хуьр
558,Stadt::N,hiri,шегьер
559,Brief::N,gutun,кагъаз
560,Brief::N,eskutitz,кагъаз
561,Buch::N,liburu,улуб
562,Buchstabe::N,hizki,гьарф
563,Zeitung::N,egunkari,газета
564,Leben::N,bizi,уьмуьр
565,Leben::N,bizitza,уьмуьр
566,Tod::N,herio,кьиникь
567,Tod::N,heriotza,кьиникь
568,Grab::N,hobi,сур
569,Grab::N,hilobi,сур
570,Kirche::N,eliza,килиса
571,Sünde::N,hoben,гунагь
572,Sünde::N,bekatu,гунагь
573,Gott::N,jainko,аллагь
574,Arbeiter::N,langile,фяле
575,Arbeiter::N,behargin,фяле
576,Chef::N,nagusi,гьаким
577,Meister::N,maisu,устӏар
578,Arzt::N,osagile,доктор
579,Arzt::N,sendagile,доктор
580,Lehrer::N,irakasle,муаллим
581,Geld::N,diru,пул
582,Geschäft::N,negozio,
583,Laden::N,denda,магазин
584,Laden::N,saltegi,магазин
585,Preis::N,prezio,къимет
586,Preis::N,salneurri,къимет
587,Ware::N,salgai,мал
588,Ware::N,salgai,товар
589,Nutzen::N,onura,хийир
590,Nutzen::N,onura,менфят
591,Nutzen::N,probetxu,хийир
592,Nutzen::N,probetxu,менфят
593,Reichtum::N,aberastasun,девлет
594,Welt::N,ludi,дуьнья
595,Welt::N,mundu,дуьнья
596,Land::N,herrialde,уьлкве
597,Staat::N,estatu,пачагьлугъ
598,Staat::N,estatu,государство
599,König::N,errege,пачагь
600,Macht::N,botere,власть
601,Grenze::N,muga,сергьят
602,Krieg::N,guda,дяве
603,Feind::N,etsai,душман
604,Feind::N,arerio,душман
605,Gewalt::N,bortxa,гуж
606,Gewalt::N,bortizkeria,гуж
607,Kampf::N,gudu,женг
608,Kampf::N,auska,женг
609,Bogen[Waffe]::N,arku,чӏемерук
610,Pfeil::N,gezi,хьел
611,Gewehr::N,fusil,тфенг
612,Fehler::N,huts,гъалатӏ
613,Fehler::N,hutsegin,гъалатӏ
614,Lüge::N,gezur,ттаб
615,Schaden::N,kalte,зиян
616,Schaden::N,kalte,зарар
617,Unglück::N,zoritxar,бала
618,Unglück::N,zoritxar,бедбахтвал
619,Unglück::N,zorigaitz,бала
620,Unglück::N,zorigaitz,бедбахтвал
621,Schuld::N,erru,тахсир
622,Alter::N,adin,яш
623,Schluss::N,bukaera,эхир
624,Zeit::N,aldi,вяде
625,Zeit::N,denbora,вяде
626,Tag::N,egun,югъ
627,Morgen::N,goiz,пакама
628,Mittag::N,eguerdi,нисин
629,Abend::N,arrats,няни
630,Nacht::N,gau,йиф
631,Woche::N,aste,гьафте
632,Monat::N,hil,варз
633,Jahr::N,urte,йис
634,Frühling::N,udalehen,гатфар
635,Sommer::N,uda,гад
636,Herbst::N,udazken,зул
637,Herbst::N,neguantz,зул
638,Winter::N,negu,кьуьд
639,Januar::N,urtarril,январь
640,Februar::N,otsail,февраль
641,März::N,martxo,март
642,April::N,apiril,апрель
643,Mai::N,maiatz,май
644,Juni::N,ekain,июнь
645,Juli::N,uztail,июль
646,August::N,abuztu,август
647,September::N,irail,сентябрь
648,Oktober::N,urri,октябрь
649,November::N,azaro,ноябрь
650,Dezember::N,abendu,декабрь
651,Montag::N,astelehen,ислен
652,Dienstag::N,astearte,саласа
653,Mittwoch::N,asteazken,арбе
654,Donnerstag::N,ostegun,хемис югъ
655,Freitag::N,ostiral,жуьмя
656,Freitag::N,ostiral,жуьмя югъ
657,Samstag::N,larunbat,киш
658,Sonntag::N,igande,гьяд
659,groß::A,handi,еке
660,groß::A,handi,чӏехи
661,klein::A,txiki,гъвечӏи
662,lang::A,luze,яргъи
663,kurz::A,labur,куьруь
664,breit::A,zabal,гьяркьуь
665,schmal::A,mehar,гуьтӏуь
666,dicht::A,sarri,къалин
667,dicht::A,trinko,къалин
668,dick[Gegenstand]::A,lodi,
669,dünn::A,mehe,кьелечӏ
670,fein::A,fin,шуькӏуь
671,fest::A,tinko,кӏеви
672,flach::A,lau,кьулу
673,flach::A,ordoki,кьулу
674,glatt::A,leun,цӏалцӏам
675,hart::A,gogor,кӏеви
676,weich::A,bigun,хъуьтуьл
677,weich::A,beratz,хъуьтуьл
678,rund::A,biribil,элкъвей
679,spitz::A,puntadun,хци
680,scharf::A,zorrotz,хци
681,stumpf::A,kamuts,къуьруь
682,schwer::A,astun,залан
683,schwer::A,pisutsu,залан
684,schön::A,eder,иер
685,heiß::A,bero,кудай
686,heiß::A,oso bero,кудай
687,warm::A,bero,чими
688,kalt::A,hotz,мекьи
689,kühl::A,hotzil,къайи
690,frisch::A,fresko,таза
691,frisch::A,fresko,михьи
692,frisch::A,hozkirri,таза
693,frisch::A,hozkirri,михьи
694,feucht::A,heze,ламу
695,nass::A,busti,кьежей
696,trocken::A,siku,кьуру
697,trocken::A,lehor,кьуру
698,voll::A,bete,ацӏай
699,leer::A,huts,буш
700,leer::A,huts,ичӏи
701,offen::A,ireki,ахъа
702,geschlossen::A,itxita,кӏеви
703,sauber::A,xahu,михьи
704,sauber::A,garbi,михьи
705,schmutzig::A,lohi,чиркин
706,schmutzig::A,lohi,кьацӏай
707,schmutzig::A,zikin,чиркин
708,schmutzig::A,zikin,кьацӏай
709,roh::A,gordin,чиг
710,roh::A,gordin,ицӏи
711,reif::A,umo,дигмиш хьайи
712,reif::A,heldu,дигмиш хьайи
713,lecker::A,goxo,дадлу
714,süß::A,goxo,ширин
715,bitter::A,karmin,туькьуьл
716,bitter::A,garratz,туькьуьл
717,sauer::A,mingots,цуру
718,hell::A,argi,экуь
719,dunkel::A,ilun,мичӏи
720,schwarz::A,beltz,чӏулав
721,weiß::A,zuri,лацу
722,rot::A,gorri,яру
723,gelb::A,hori,хъипи
724,blau::A,urdin,вили
725,grün::A,berde,къацу
726,grün::A,musker,къацу
727,grau::A,urdin,рехи
728,grau::A,urdinabar,рехи
729,bunt::A,koloretsu,цӏару
730,bunt::A,koloretsu,яру-цӏару
731,billig::A,merke,ужуз
732,teuer::A,garesti,багьа
733,wertvoll::A,baliotsu,масан
734,blind::A,itsu,буьркьуь
735,taub::A,gor,биши
736,kräftig::A,kementsu,гужлу
737,stark::A,bizkor,къуватлу
738,stark::A,indartsu,къуватлу
739,schwach::A,ahul,такьатсуз
740,schwach::A,indargabe,такьатсуз
741,fett::A,gizen,куьк
742,schlank::A,lerden,шумал
743,hübsch::A,polit,гуьрчег
744,böse::A,tzar,пис
745,böse::A,gaizto,пис
746,dumm::A,lelo,ахмакь
747,dumm::A,pello,ахмакь
748,faul::A,nagi,тенпел
749,faul::A,alfer,тенпел
750,fleißig::A,maratz,сяй ийидай
751,fleißig::A,maratz,сяйи ийидай
752,fleißig::A,lanzale,сяй ийидай
753,fleißig::A,lanzale,сяйи ийидай
754,geizig::A,zeken,мискьи
755,geizig::A,zikoitz,мискьи
756,klug::A,zuhur,акьуллу
757,geschickt::A,trebe,магьир
758,geschickt::A,antzetsu,магьир
759,lieb::A,maite,играми
760,lieb::A,laztan,играми
761,lustig::A,alaitsu,шад
762,sanft::A,eme,назик
763,sanft::A,eme,милайим
764,sanft::A,ezti,назик
765,sanft::A,ezti,милайим
766,hungrig::A,gose,гишин
767,krank::A,eri,кефсуз
768,krank::A,gaixo,кефсуз
769,nackt::A,biluzi,кьецӏил
770,traurig::A,itun,пашман
771,traurig::A,betilun,пашман
772,lebendig::A,bizirik,ччан алай
773,gut::A,on,хъсан
774,gut::A,on,вижевай
775,schlecht::A,txar,пис
776,richtig::A,zuzen,дуьз
777,schlimm::A,larri,нифретлу
778,wahr::A,egiazko,гьакъикъи
779,alt::A,zahar,эски
780,alt::A,zahar,куьгьне
781,neu::A,berri,цӏийи
782,ehemalig::A,lehengo,виликан
783,alt[Lebewesen]::A,adindun,кьуьзуь
784,jung::A,gazte,жегьил
785,arm::A,txiro,кесиб
786,arm::A,behartsu,кесиб
787,reich::A,dirudun,девлетлу
788,bekannt::A,ezagun,чидай
789,berühmt::A,entzun,машгьур
790,berühmt::A,ospetsu,машгьур
791,fremd::A,arrotz,ччара
792,verschieden::A,ezberdin,жуьреба-жуьре
793,verschieden::A,desberdin,жуьреба-жуьре
794,nah::A,hurre,мукьвал
795,nah::A,hurbil,мукьвал
