,Concept_ID,lbe,lt
133,Zweig::N,къяртта,šakelė
134,Blatt::N,чӏапӏи,lapas
135,Birke::N,кӏялахӏи,beržas
136,Birke::N,кӏялахӏилул мурхь,beržas
137,Kiefer[Baum]::N,ттар,pušis
138,Kiefer[Baum]::N,ттарлил мурхь,pušis
139,Weide[Baum]::N,щавщи,karklas
140,Tanne::N,ттарлил мурхь,eglė
141,Tanne::N,ттарлил мурхь,kėnis
142,Horn::N,хъи,ragas
143,Feder::N,лелуххул тӏиму,plunksna
144,Fell::N,бурчу,kailis
145,Flügel::N,хъа,sparnas
146,Flügel::N,ххурупӏайрал тӏиму,sparnas
147,Klaue::N,михь,kanopa
148,Kralle::N,ххяппа,nagas
149,Schwanz::N,магъ,uodega
150,Ei::N,ккунук,kiaušinis
151,Nest::N,кюру,gūžta
152,Nest::N,кюру,lizdas
153,Bau::N,цукъуккутӏ,ola
154,Tier::N,хӏайван,gyvūnas
155,Herde::N,газу,banda
156,Herde::N,газу,kaimenė
157,Kuh::N,оьл,karvė
158,Bulle::N,ниц,bulius
159,Pferd::N,чу,arklys
160,Schaf::N,тта,avis
161,Schwein::N,дунгъуз,kiaulė
162,Hund::N,ккаччи,šuo
163,Katze::N,ччиту,katė
164,Bär::N,цуша,lokys
165,Eichhörnchen::N,бюрхттукку,voveraitė
166,Elch::N,ниц-бюрин,briedis
167,Fuchs::N,цулчӏа,lapė
168,Fuchs::N,куча цулчӏа,lapė
169,Hase::N,бюрх,kiškas
170,Maus::N,кӏулу,pelė
171,Wolf::N,барцӏ,vilkas
172,Vogel::N,лелуххи,paukštis
173,Schwarm::N,гьухъала,spiečius
174,Huhn::N,аьнакӏи,višta
175,Hahn::N,ажари,gaidys
176,Gans::N,къаз,žąsis
177,Adler::N,барзу,erelis
178,Ente::N,урдак,antis
179,Eule::N,ису,pelėda
180,Eule::N,ччиккумяв,pelėda
181,Kranich::N,кьурукь,gervė
182,Krähe::N,хъатӏу,varna
183,Kuckuck::N,ччикку,gegužė
184,Schwan::N,урттил къаз,gulbė
185,Fisch::N,чавахъ,žuvis
186,Schlange[Tier]::N,шатта,gyvatė
187,Wurm::N,кьюнукьай шатта,kirmėlė
188,Spinne::N,ххялцу,voras
189,Ameise::N,митӏикьукьу,skruzdė
190,Mücke::N,мичӏак,uodas
191,Fliege::N,зимиз,musė
192,Schmetterling::N,чӏимучӏали,drugys
193,Schmetterling::N,чӏимучӏали,peteliškė
194,Beere::N,хӏаллил ахъулсса,uoga
195,Apfel::N,гьивч,obuolys
196,Pilz::N,ттуккул иис,grybas
197,Zwiebel::N,лаччул чсмусул бакӏ,svogūnas
198,Saat::N,гьанна,sėkla
199,Korn::N,къама,grūdai
200,Heu::N,ххулув,šienas
201,Schale::N,ккиртту,žievelė
202,Grube::N,кӏаланг,duobė
203,Falle::N,къатӏа,pinklės
204,Falle::N,къатӏа,žabangai
205,Schlinge::N,хӏатӏ,kilpa
206,Spur::N,ша,vėžė
207,Spur::N,ша,pėdos
208,Spur::N,ша,pėdsakas
209,Asche::N,лах,pelenai
210,Dreck::N,кьяркьи,purvas
211,Dreck::N,венп,purvas
212,Eisen::N,мах,geležis
213,Gold::N,муси,auksas
214,Silber::N,арцу,sidabras
215,Kohle::N,кӏалаш,anglis
216,Kohle::N,хъуручӏ,anglis
217,Glas::N,пюрун,stiklas
218,Lehm::N,сина аьрщи,molis
219,Sand::N,къун,smėlis
220,Mensch::N,инсан,žmogus
221,Mann::N,чув,vyras
222,Mann::N,чув,vyriškis
223,Mann::N,адимина,vyras
224,Mann::N,адимина,vyriškis
225,Frau::N,щарсса,moteris
226,Frau::N,хъамитайпа,moteris
227,Kind::N,чӏиви оьрчӏ,vaikas
228,Junge::N,оьрчӏ,vaikinas
229,Junge::N,оьрчӏ,berniukas
230,Junge::N,бурхьин оьрчӏ,vaikinas
231,Junge::N,бурхьин оьрчӏ,berniukas
232,Mädchen::N,душ,mergytė
233,Mädchen::N,душ,mergaitė
234,Familie::N,кулпат,šeima
235,Großvater::N,ттатта,senelis
236,Großvater::N,ниттил ппу,senelis
237,Großmutter::N,буттал нину,senelė
238,Eltern::N,нину-ппу,tėvai
239,Vater::N,ппу,tėvas
240,Mutter::N,нину,motina
241,Sohn::N,арс,sūnus
242,Tochter::N,душ,duktė
243,Bruder::N,уссу,brolis
244,Schwester::N,ссу,sesuo
245,Onkel::N,буттауссу,dėdė
246,Tante::N,буттал ссу,teta
247,Ehemann::N,лас,vyras
248,Ehefrau::N,щар,žmona
249,Ehefrau::N,щарсса,žmona
250,Freude::N,шадшиву,džiaugsmas
251,Freude::N,ххаришиву,džiaugsmas
252,Gelächter::N,хъяхъаву,juokas
253,Glück::N,талихӏ,laimė
254,Kummer::N,дард,vargas
255,Kummer::N,дард,rūpestis
256,Wunsch::N,мурад,troškimas
257,Wunsch::N,мурад,pageidavimas
258,Lust::N,гьавас,noras
259,Lust::N,гьавас,geidulys
260,Lust::N,ччаву,noras
261,Lust::N,ччаву,geidulys
262,Geist::N,рухӏ,dvasia
263,Gedanke::N,пикри,mintis
264,Gedächtnis::N,дакӏний личӏаву,atmintis
265,Verstand::N,аькьлу,protas
266,Sinn::N,мяъна,prasmė
267,Grund::N,багьана,priežastis
268,Wahrheit::N,тӏайламур,tiesa
269,Wahrheit::N,тӏайламур,teisybė
270,Wahrheit::N,хӏакьмур,tiesa
271,Wahrheit::N,хӏакьмур,teisybė
272,Gespräch::N,ихтилат,pokalbis
273,Märchen::N,магьа,pasaka
274,Erzählung::N,хавар,apsakymas
275,Erzählung::N,хавар,pasakojimas
276,Nachricht::N,хавар,žinia
277,Neuigkeit::N,хавар,naujiena
278,Name::N,цӏа,vardas
279,Rätsel::N,ссигьа,mįslė
280,Rede::N,гъалгъа,kalba
281,Sprache::N,маз,kalba
282,Stimme::N,чӏу,balsas
283,Stimme::N,чӏукӏа,balsas
284,Wort::N,махъ,žodis
285,Zeichen::N,лишан,žymė
286,Zeichen::N,лишан,ženklas
287,Lärm::N,чӏу,triukšmas
288,Laut::N,чӏу,garsas
289,Ton::N,чӏу,tonas
290,Ton::N,чӏу,garsas
291,Lied::N,балай,daina
292,Lied::N,балай,giesmė
293,Ruhe::N,дигьалагру,ramybė
294,Ruhe::N,дигьалагру,ramumas
295,Leute::N,инсантал,žmonės
296,Volk::N,ил,tauta
297,Volk::N,халкь,tauta
298,Arbeit::N,заву,darbas
299,Arbeit::N,заву,triūsas
300,Gast::N,хъамаличу,svečias
301,Geschenk::N,бухчакарши,dovana
302,Geschenk::N,лажинккакку,dovana
303,Spiel::N,тӏуркӏу,žaismas
304,Spiel::N,тӏуркӏу,žaidimas
305,Gesellschaft::N,жямат,draugija
306,Gesellschaft::N,жямат,kompanija
307,Gesellschaft::N,ккуран,draugija
308,Gesellschaft::N,ккуран,kompanija
309,Hilfe::N,кумаг,pagalba
310,Freund::N,дус,draugas
311,Freund::N,дус,bičiulis
312,Kamerad::N,хӏаласу,draugas
313,Angelegenheit::N,иш,dalykas
314,Angelegenheit::N,иш,reikalas
315,Anzahl::N,аьдад,kiekis
316,Anzahl::N,аьдад,skaičius
317,Art::N,жинс,rūšis
318,Stück::N,касак,gabalas
319,Teil::N,бутӏа,dalis
320,Hälfte::N,дачӏи,pusė
321,Kreis::N,кюрщан,ratas
322,Kreis::N,кюрщан,apskritis
323,Kreis::N,кюрщан,apskritimas
324,Kreuz::N,ххач,kryžius
325,Linie::N,щва,linija
326,Strich::N,щва,brėžis
327,Strich::N,щва,brūkšnys
328,Abstand::N,манзил,atstumas
329,Entfernung::N,манзил,atstumas
330,Gegend::N,кӏану,vietovė
331,Ort::N,кӏану,vieta
332,Ort::N,кӏану,vietovė
333,Seite::N,чул,pusė
334,Seite::N,чул,šonas
335,Seite::N,чулухалу,pusė
336,Seite::N,чулухалу,šonas
337,Mitte::N,дя,vidurys
338,Gegenstand::N,зат,dalykas
339,Sache::N,зат,daiktas
340,Rand::N,зума,kraštas
341,Rand::N,зума,pakraštys
342,Ecke::N,мурцӏу,kertė
343,Ecke::N,мурцӏу,kampas
344,Spitze::N,мицӏ,priekis
345,Spitze::N,мицӏ,priešakys
346,Ende::N,зума,galas
347,Loch::N,ккутӏ,skylė
348,Winkel::N,мурцӏу,kampas
349,Winkel::N,мурцӏу,kampelis
350,Muster::N,накьич,raštas
351,Länge::N,лахъишиву,ilgis
352,Länge::N,лахъишиву,ilgumas
353,Höhe::N,лахъшиву,aukštis
354,Höhe::N,лахъшиву,aukštuma
355,Gewicht::N,дуццин,svoris
356,Gewicht::N,дуццин,svarstis
357,Gewicht::N,кӏушиву,svoris
358,Gewicht::N,кӏушиву,svarstis
359,Haufen::N,бакӏу,krūva
360,Haufen::N,бакӏу,šūsnis
361,Reihe::N,кьюкьа,greta
362,Boot::N,луткка,valtis
363,Boot::N,луткка,laivelis
364,Ruder::N,весло,irklas
365,Ruder::N,чӏатӏа,irklas
366,Schlitten::N,чана,rogės
367,Schlitten::N,чана,rogutės
368,Schlitten::N,санкка,rogės
369,Schlitten::N,санкка,rogutės
370,Ski::N,лижарду,slidė
371,Lagerfeuer::N,къавтӏн,laužas
372,Last::N,гьиву,našta
373,Last::N,гьиву,nešulys
374,Gang::N,нанаву,eisena
375,Schritt::N,ша,žingsnis
376,Norden::N,ухссав,šiaurė
377,Norden::N,ухссав,žiemiai
378,Norden::N,ухссавнил чулухалу,šiaurė
379,Norden::N,ухссавнил чулухалу,žiemiai
380,Süden::N,кьилва,pietūs
381,Westen::N,баргълагавал,vakarai
382,Westen::N,баргълагавал чул,vakarai
383,Osten::N,баргъбуккай чулухалу,rytai
384,Holz::N,тӏама,mediena
385,Brett::N,тахта,lenta
386,Platte::N,гъуни,plokštė
387,Stütze::N,гьалакӏу,atrama
388,Stütze::N,гьалакӏу,atspara
389,Stange::N,къазихъ,lazda
390,Stange::N,къазихъ,kartis
391,Stock::N,ттархь,lazda
392,Stab::N,ччантӏакъу,kartis
393,Rohr::N,бургъу,vamzdis
394,Haus::N,къатта,namas
395,Heim::N,къатта,namai
396,Ofen::N,пач,krosnis
397,Fußboden::N,чӏанкъатта,grindys
398,Tisch::N,усттул,stalas
399,Stuhl::N,кӏану,kėdė
400,Wiege::N,оьрчӏал кӏану,lopšys
401,Bett::N,тах,lova
402,Bett::N,тах,patalai
403,Regal::N,чӏаму,lentyna
404,Kiste::N,яшикӏ,dėžė
405,Kiste::N,къурши,dėžė
406,Fenster::N,чӏавахьулу,langas
407,Tür::N,нуз,durys
408,Tür::N,нузкьун,durys
409,Tor::N,къапу,vartai
410,Tor::N,дарваза,vartai
411,Zaun::N,дайгьузанну,tvora
412,Dach::N,магъи,stogas
413,Dach::N,цӏиялу,stogas
414,Leiter::N,чуртту,kopėčios
415,Besen::N,чӏатлу,šluota
416,Spaten::N,бил,lopeta
417,Spaten::N,бил,kastuvas
418,Schaufel::N,чӏатӏа,semtuvas
419,Gabel::N,гьиссилу,šakutė
420,Löffel::N,къуса,šaukštas
421,Messer::N,чӏила,peilis
422,Nagel::N,мяр,vinis
423,Netz::N,къери,tinklas
424,Haken::N,къича,vagis
425,Haken::N,къича,kablys
426,Griff::N,куяму,kotas
427,Griff::N,куяму,rankena
428,Schloss::N,кьункьула,spyna
429,Schloss::N,кьункьула,užraktas
430,Bild::N,сурат,paveikslas
431,Puppe::N,ссихьу,lėlė
432,Beutel::N,чантай,krepšys
433,Beutel::N,чантай,maišelis
434,Bündel::N,гьи,ryšulys
435,Bündel::N,къар,ryšulys
436,Eimer::N,бадра,kibiras
437,Deckel::N,къапаза,dangtis
438,Geschirr::N,пюрунчӏул,indai
439,Geschirr::N,тӏахӏникӏичӏу,indai
440,Sack::N,къап,maišas
441,Sack::N,дарваг,maišas
442,Tasse::N,пижан,puodukas
443,Tasse::N,пинжан,puodukas
444,Tasse::N,инкираччатӏи,puodukas
445,Tasse::N,цинцилттал бушкъап,puodukas
446,Topf::N,кӏункӏур,puodas
447,Kessel::N,чаг,katilas
448,Kessel::N,кӏункӏур,katilas
449,Essen::N,дукия,valgis
450,Essen::N,дукин,valgis
451,Nahrung::N,дукра,penas
452,Nahrung::N,дукра,maistas
453,Speise::N,дукра,patiekalas
454,Fleisch::N,дикӏ,mėsa
455,Getreide::N,къама,javai
456,Brei::N,ккурч,košė
457,Brot::N,ччатӏ,duona
458,Scheibe::N,парча,riekė
459,Fett::N,аьгъушиву,taukai
460,Fett::N,аьгъушиву,riebalai
461,Butter::N,нагь,sviestas
462,Butter::N,лагаву,sviestas
463,Salz::N,цӏву,druska
464,Suppe::N,накь,sriuba
465,Honig::N,ницӏ,medus
466,Milch::N,накӏ,pienas
467,Tee::N,чяй,arbata
468,Leder::N,бурчу,oda
469,Wolle::N,ппал,vilna
470,Stoff::N,янна,audeklas
471,Nadel::N,ххалаххи,adata
472,Faden::N,ххал,gija
473,Faden::N,ххал,siūlas
474,Knopf::N,банд,saga
475,Knoten::N,къурхъ,mazgas
476,Farbe::N,сир,dažai
477,Kleidung::N,янна,rūbai
478,Kleidung::N,янна,drabužiai
479,Kleidung::N,лаххия,rūbai
480,Kleidung::N,лаххия,drabužiai
481,Hemd::N,гьухъа,marškiniai
482,Kragen::N,дарвач,apykaklė
483,Ärmel::N,кахха,rankovė
484,Hose::N,хӏажак,kelnės
485,Gürtel::N,мухӏлу,juosta
486,Gürtel::N,мухӏлу,diržas
487,Mütze::N,кьяпа,kepurė
488,Stiefel::N,чакма,auliniai batai
489,Ring::N,кӏисса,žiedas
490,Band::N,линт,kaspinas
491,Kamm::N,ттарал,šukos
492,Spiegel::N,дагьани,veidrodis
493,Riemen::N,эн,diržas
494,Schnur::N,хьхьа,virvė
495,Decke::N,виргъан,antklodė
496,Kissen::N,кӏаралу,pagalvė
497,Kissen::N,кӏаралу,priegalvis
498,Tuch::N,карщи,skarelė
499,Handtuch::N,калихьу,rankšluostis
500,Handtuch::N,лажинлихьу,rankšluostis
501,Kraft::N,эллаж,jėga
502,Stärke::N,гуж,stiprumas
503,Gesundheit::N,цӏуллу-сагъшиву,sveikata
504,Krankheit::N,къашайшиву,liga
505,Schmerz::N,къюву,skausmas
506,Wunde::N,щаву,žaizda
507,Fieber::N,кӏиришиву,karštis
508,Arznei::N,дару,vaistas
509,Brücke::N,ламу,tiltas
510,Brunnen::N,къуй,šulinys
511,Weide::N,бизантту,ganykla
512,Weide::N,бизантту,gluosnis
513,Pfad::N,жегъир ххуллу,takas
514,Weg::N,ххуллу,kelias
515,Straße::N,ххуллу,gatvė
516,Dorf::N,щар,kaimas
517,Dorf::N,щар,sodžius
518,Dorf::N,шяравалу,kaimas
519,Dorf::N,шяравалу,sodžius
520,Stadt::N,шагьру,miestas
521,Brief::N,чагъар,laiškas
522,Buch::N,лу,knyga
523,Buchstabe::N,хӏарп,raidė
524,Zeitung::N,кказит,laikraštis
525,Leben::N,оьрму,gyvybė
526,Leben::N,оьрму,gyvenimas
527,Tod::N,ажал,mirtis
528,Tod::N,бивкӏу,mirtis
529,Tod::N,ивчӏаву,mirtis
530,Grab::N,гьав,kapas
531,Kirche::N,килиса,bažnyčia
532,Sünde::N,бунагъ,nuodėmė
533,Sünde::N,бунагъ,nusidėjimas
534,Gott::N,зал,dievas
535,Arbeiter::N,зузала,darbininkas
536,Chef::N,ялувма,šefas
537,Chef::N,ялувма,vadovas
538,Chef::N,ялувма,viršininkas
539,Meister::N,усттар,meistras
540,Arzt::N,хӏакин,gydytojas
541,Lehrer::N,учитель,mokytojas
542,Geld::N,арцу,pinigai
543,Geschäft::N,даву,biznis
544,Laden::N,ттучан,krautuvė
545,Laden::N,ттучан,parduotuvė
546,Preis::N,багъа,kaina
547,Ware::N,хъус,prekė
548,Nutzen::N,хайр,nauda
549,Nutzen::N,хайр,pelnas
550,Nutzen::N,мюнпат,nauda
551,Nutzen::N,мюнпат,pelnas
552,Reichtum::N,давлат,turtas
553,Reichtum::N,аваданшиву,turtas
554,Welt::N,дуниял,pasaulis
555,Land::N,билаят,žemė
556,Land::N,билаят,šalis
557,Staat::N,паччахӏлугъ,valstija
558,Macht::N,власть,galia
559,Macht::N,власть,valdžia
560,Grenze::N,дазу,riba
561,Grenze::N,дазу,siena
562,Krieg::N,дяъви,karas
563,Feind::N,душман,priešas
564,Gewalt::N,къия,jėga
565,Gewalt::N,къия,smurtas
566,Gewalt::N,къия,prievarta
567,Kampf::N,лачӏуи уккаву,kova
568,Bogen[Waffe]::N,ккуртта,lankas
569,Pfeil::N,чӏатӏаракӏ,strėlė
570,Gewehr::N,ттупанг,šautuvas
571,Fehler::N,гъалатӏ,klaida
572,Lüge::N,щялмахъ,melas
573,Schaden::N,зарал,nuostolis
574,Schaden::N,зарал,apgadinimas
575,Unglück::N,бала,nelaimė
576,Schuld::N,тахсир,kaltė
577,Alter::N,оьрму,amžius
578,Schluss::N,ахир,pabaiga
579,Zeit::N,чӏун,laikas
580,Tag::N,кьини,diena
581,Morgen::N,кӏюрх,rytas
582,Mittag::N,ахттайн,vidurdienis
583,Mittag::N,дяахттайн,vidurdienis
584,Mittag::N,ахттайн чӏун,vidurdienis
585,Abend::N,маркӏачӏан,vakaras
586,Nacht::N,хьхьу,naktis
587,Woche::N,нюжмар,savaitė
588,Monat::N,барз,mėnuo
589,Jahr::N,шин,metai
590,Frühling::N,инт,pavasaris
591,Sommer::N,гъи,vasara
592,Herbst::N,ссут,ruduo
593,Winter::N,кӏи,žiema
594,Januar::N,цалчинмур барз,sausis
595,Februar::N,кӏилчинмур барз,vasaris
596,März::N,шамилчинмур барз,kovas
597,April::N,апрель,balandis
598,April::N,мукьилчинмур барз,balandis
599,Mai::N,май,gegužė
600,Mai::N,ххюлчинмур барз,gegužė
601,Juni::N,июнь,birželis
602,Juni::N,ряххилчинмур барз,birželis
603,Juli::N,июль,liepa
604,Juli::N,Арулчинмур барз,liepa
605,August::N,мяйлчинмур барз,rugpjūtis
606,September::N,урчӏилчинмур барз,rugsėjis
607,Oktober::N,ацӏилчинмур барз,spalis
608,November::N,ацӏния цалчинмур барз,lapkritis
609,Dezember::N,ацӏния кӏилчинмур барз,gruodis
610,Montag::N,итин,pirmadienis
611,Montag::N,итин кьини,pirmadienis
612,Dienstag::N,тталат,antradienis
613,Dienstag::N,тталат кьини,antradienis
614,Mittwoch::N,арвахӏ,trečiadienis
615,Donnerstag::N,хамис,ketvirtadienis
616,Freitag::N,нюжмар,penktadienis
617,Freitag::N,нюжмар кьини,penktadienis
618,Samstag::N,ххуллун,šeštadienis
619,Samstag::N,ххуллун кьини,šeštadienis
620,Sonntag::N,алхӏат,sekmadienis
621,Sonntag::N,алхӏат кьини,sekmadienis
622,groß::A,бугъарасса,didis
623,groß::A,бугъарасса,didelis
624,klein::A,чӏивисса,mažas
625,lang::A,лахъисса,ilgas
626,kurz::A,кутӏасса,trumpas
627,breit::A,уттасса,platus
628,schmal::A,уттакӏюласса,smulkus
629,dicht::A,ццунсса,tankus
630,dick[Gegenstand]::A,ганзсса,storas
631,dünn::A,кӏюласса,plonas
632,fest::A,цӏакьсса,kietas
633,fest::A,цӏакьсса,tvirtas
634,fest::A,кьянкьасса,kietas
635,fest::A,кьянкьасса,tvirtas
636,flach::A,баягъисса,lėkštas
637,flach::A,баягъисса,plokščias
638,flach::A,цӏубакъасса,lėkštas
639,flach::A,цӏубакъасса,plokščias
640,flach::A,куртӏ дакъасса,lėkštas
641,flach::A,куртӏ дакъасса,plokščias
642,glatt::A,дюрчӏусса,slidus
643,hart::A,кьянкьасса,kietas
644,weich::A,кӏукӏлусса,minkštas
645,rund::A,ккурккисса,apvalus
646,rund::A,ккурккисса,apskritas
647,spitz::A,ярксса,aštrus
648,spitz::A,ярксса,smailus
649,spitz::A,дайлсса,aštrus
650,spitz::A,дайлсса,smailus
651,spitz::A,мицӏ бусса,aštrus
652,spitz::A,мицӏ бусса,smailus
653,scharf::A,ярксса,aštrus
654,scharf::A,дайлсса,aštrus
655,scharf::A,мицӏ бусса,aštrus
656,stumpf::A,къуркъасса,bukas
657,stumpf::A,къуркъасса,atšipęs
658,schwer::A,кӏусса,sunkus
659,schön::A,аьнтӏикӏасса,gražus
660,heiß::A,кӏирисса,karštas
661,warm::A,гъелисса,šiltas
662,kalt::A,дяркъусса,šaltas
663,kühl::A,дюхлулсса,vėsus
664,kühl::A,дюхлулсса,bejausmis
665,frisch::A,цӏусса,šviežias
666,feucht::A,атилсса,drėgnas
667,feucht::A,хъавтусса,drėgnas
668,nass::A,атилсса,šlapias
669,nass::A,хъавтусса,šlapias
670,trocken::A,кьавкьсса,sausas
671,trocken::A,кьакьан бувсса,sausas
672,voll::A,бувцӏусса,pilnas
673,leer::A,бачӏвасса,tuščias
674,offen::A,тӏивтӏусса,atviras
675,geschlossen::A,лавкьусса,uždaras
676,geschlossen::A,лавкьусса,uždarytas
677,sauber::A,марцӏсса,švarus
678,schmutzig::A,чапалсса,nešvarus
679,schmutzig::A,чапалсса,purvinas
680,roh::A,шакъавхьсса,žalias
681,reif::A,дирсса,prinokęs
682,reif::A,дирсса,pribrendęs
683,lecker::A,нахӏусса,gardus
684,lecker::A,тӏааьнсса,gardus
685,süß::A,нацӏусса,saldus
686,bitter::A,кьурчӏисса,kartus
687,sauer::A,туршсса,gižus
688,sauer::A,туршсса,rūgštus
689,hell::A,чаннасса,šviesus
690,hell::A,чаннасса,skaistus
691,dunkel::A,цӏансса,tamsus
692,schwarz::A,лухӏисса,juodas
693,weiß::A,кӏяласса,baltas
694,rot::A,ятӏулсса,raudonas
695,gelb::A,хъахъисса,geltonas
696,blau::A,някӏсса,mėlynas
697,grün::A,щюлисса,žalias
698,grau::A,оьрусса,pilkas
699,bunt::A,оьрчӏикӏурисса,margas
700,bunt::A,оьрчӏикӏурисса,spalvotas
701,billig::A,кьювкьусса,pigus
702,teuer::A,ххирасса,brangus
703,wertvoll::A,багьасса,vertingas
704,blind::A,мурчӏисса,aklas
705,taub::A,къюкӏсса,kurčias
706,kräftig::A,гужсса,stiprus
707,stark::A,кьянкьасса,stiprus
708,schwach::A,заэвсса,silpnas
709,fett::A,бучсса,riebus
710,schlank::A,бювхъусса,laibas
711,schlank::A,бювхъусса,lieknas
712,hübsch::A,янусса,gražus
713,böse::A,оьсса,blogas
714,dumm::A,ахӏмакьсса,paikas
715,dumm::A,ахӏмакьсса,kvailas
716,faul::A,танмалсса,tingus
717,faul::A,курчӏилсса,tingus
718,fleißig::A,хӏарачат бусса,stropus
719,fleißig::A,хӏарачат бусса,kruopštus
720,geizig::A,янттарцӏансса,šykštus
721,klug::A,аькьлу бусса,sumanus
722,klug::A,аькьлу бусса,protingas
723,geschickt::A,паргалсса,apsukrus
724,lieb::A,аьзизсса,mielas
