,Concept_ID,uk,hr
147,Kiefer[Baum]::N,сосна,bor
148,Weide[Baum]::N,верба,iva
149,Weide[Baum]::N,верба,vŕba
150,Tanne::N,ялиця,jela
151,Horn::N,ріг,rog
152,Feder::N,перо,pero
153,Fell::N,хутро,koža
154,Flügel::N,крило,krilo
155,Klaue::N,кіготь,papak
156,Kralle::N,лапа,pandža
157,Schwanz::N,хвіст,rep
158,Ei::N,яйце,jaje
159,Nest::N,гніздо,gnijezdo
160,Bau::N,лігво,jazbina
161,Tier::N,тварина,životinja
162,Herde::N,стадо,krdo
163,Herde::N,стадо,stado
164,Kuh::N,корова,krava
165,Bulle::N,бик,bik
166,Bulle::N,бугай,bik
167,Pferd::N,кінь,konj
168,Schaf::N,вівця,ovca
169,Schwein::N,свиня,svinja
170,Hund::N,собака,pas
171,Hund::N,собака,pseto
172,Katze::N,кішка,mačka
173,Bär::N,ведмідь,medvjed
174,Eichhörnchen::N,білка,vjeverica
175,Elch::N,лось,los
176,Fuchs::N,лисиця,lisica
177,Hase::N,заєць,zec
178,Maus::N,миша,miš
179,Wolf::N,вовк,vuk
180,Wolf::N,вовк,kurjak
181,Vogel::N,птах,ptica
182,Schwarm::N,зграя,roj
183,Schwarm::N,зграя,jato
184,Huhn::N,курка,kokoš
185,Hahn::N,півень,kokot
186,Hahn::N,півень,pijevac
187,Gans::N,гуска,guska
188,Adler::N,орел,orao
189,Ente::N,качка,patka
190,Eule::N,сова,sova
191,Kranich::N,журавель,ždral
192,Krähe::N,ворона,vrana
193,Kuckuck::N,зозуля,kukavica
194,Schwan::N,лебідь,labud
195,Fisch::N,риба,riba
196,Barsch::N,окунь,grgeč
197,Hecht::N,щука,štuka
198,Schlange[Tier]::N,змія,guja
199,Schlange[Tier]::N,змія,zmija
200,Wurm::N,черв’як,crv
201,Spinne::N,павук,pauk
202,Ameise::N,мурашка,mrav
203,Laus::N,воша,uš
204,Mücke::N,комар,komarac
205,Fliege::N,муха,muha
206,Schmetterling::N,метелик,leptir
207,Beere::N,ягода,boba
208,Beere::N,ягода,bobica
209,Apfel::N,яблуко,jabuka
210,Pilz::N,гриб,pečurka
211,Zwiebel::N,цибуля,luk
212,Zwiebel::N,цибуля,kapula
213,Saat::N,сім’я,sjemenje
214,Korn::N,зерно,zrno
215,Heu::N,сіно,sijeno
216,Schale::N,шкірка,kora
217,Schale::N,шкірка,ljuska
218,Grube::N,яма,jama
219,Falle::N,пастка,zamka
220,Falle::N,пастка,klopka
221,Schlinge::N,петля,uzao
222,Schlinge::N,петля,petlja
223,Spur::N,слід,trag
224,Spur::N,слід,slijed
225,Asche::N,зола,pepeo
226,Asche::N,попіл,pepeo
227,Dreck::N,бруд,blato
228,Eisen::N,залізо,željezo
229,Gold::N,золото,zlato
230,Silber::N,срібло,srebro
231,Kohle::N,вугілля,ugalj
232,Kohle::N,вугілля,ugljen
233,Glas::N,скло,staklo
234,Lehm::N,глина,glina
235,Lehm::N,глина,ilovača
236,Sand::N,пісок,pijesak
237,Mensch::N,людина,čovjek
238,Mann::N,чоловік,muškarac
239,Frau::N,жінка,žena
240,Kind::N,дитина,čedo
241,Kind::N,дитина,dijete
242,Junge::N,хлопець,momče
243,Junge::N,хлопець,dječak
244,Mädchen::N,дівчина,djevojka
245,Mädchen::N,дівчина,djevojčica
246,Familie::N,сім’я,obitelj
247,Familie::N,сім’я,porodica
248,Familie::N,родина,obitelj
249,Familie::N,родина,porodica
250,Großvater::N,дідусь,djed
251,Großmutter::N,бабуся,baka
252,Eltern::N,батьки,roditelji
253,Vater::N,батько,otac
254,Mutter::N,мати,majka
255,Sohn::N,син,sin
256,Tochter::N,дочка,kći
257,Tochter::N,дочка,kćerka
258,Bruder::N,брат,brat
259,Schwester::N,сестра,sestra
260,Onkel::N,дядько,čika
261,Onkel::N,дядько,ujak
262,Tante::N,тітка,ujna
263,Tante::N,тітка,tetka
264,Ehemann::N,чоловік,muž
265,Ehemann::N,чоловік,suprug
266,Ehefrau::N,жінка,žena
267,Ehefrau::N,жінка,supruga
268,Ehefrau::N,дружина,žena
269,Ehefrau::N,дружина,supruga
270,Freude::N,радощі,radost
271,Gelächter::N,сміх,grohot
272,Glück::N,щастя,sreća
273,Kummer::N,горе,jad
274,Kummer::N,горе,briga
275,Wunsch::N,бажання,želja
276,Lust::N,бажання,volja
277,Geist::N,дух,duh
278,Gedanke::N,думка,misao
279,Gedächtnis::N,пам’ять,pamćenje
280,Verstand::N,розум,um
281,Verstand::N,розум,razum
282,Sinn::N,зміст,smisao
283,Sinn::N,зміст,značenje
284,Sinn::N,значення,smisao
285,Sinn::N,значення,značenje
286,Grund::N,причина,razlog
287,Wahrheit::N,правда,istina
288,Gespräch::N,розмова,razgovor
289,Märchen::N,байка,bajka
290,Erzählung::N,повість,priča
291,Erzählung::N,повість,pripovijest
292,Erzählung::N,оповідання,priča
293,Erzählung::N,оповідання,pripovijest
294,Nachricht::N,повідомлення,vijest
295,Neuigkeit::N,новина,novost
296,Name::N,ім’я,ime
297,Rätsel::N,загадка,zagonetka
298,Rede::N,промова,govor
299,Rede::N,промова,besjeda
300,Sprache::N,мова,jezik
301,Stimme::N,голос,glas
302,Wort::N,слово,riječ
303,Zeichen::N,знак,znak
304,Ruf::N,оклик,povik
305,Ruf::N,оклик,poklik
306,Lärm::N,шум,buka
307,Lärm::N,шум,galama
308,Laut::N,звук,zvuk
309,Ton::N,тон,ton
310,Lied::N,пісня,pjesma
311,Ruhe::N,спокій,tišina
312,Ruhe::N,спокій,počinak
313,Leute::N,люди,ljudi
314,Volk::N,народ,puk
315,Volk::N,народ,narod
316,Arbeit::N,робота,rad
317,Arbeit::N,робота,posao
318,Gast::N,гість,gost
319,Geschenk::N,подарунок,dar
320,Geschenk::N,подарунок,poklon
321,Spiel::N,гра,igra
322,Gesellschaft::N,товариство,društvo
323,Gesellschaft::N,товариство,kompanija
324,Hilfe::N,допомога,pomoć
325,Freund::N,друг,prijatelj
326,Freund::N,приятель,prijatelj
327,Kamerad::N,товариш,drug
328,Kamerad::N,товариш,drugar
329,Angelegenheit::N,справа,posao
330,Anzahl::N,число,broj
331,Anzahl::N,число,brojnost
332,Art::N,рід,vid
333,Art::N,рід,vrst
334,Stück::N,кусок,komad
335,Teil::N,частина,dio
336,Hälfte::N,половина,polovina
337,Kreis::N,круг,krug
338,Kreis::N,коло,krug
339,Kreuz::N,хрест,križ
340,Linie::N,лінія,crta
341,Strich::N,штрих,crta
342,Abstand::N,проміжок,razmak
343,Abstand::N,проміжок,odstojanje
344,Entfernung::N,відстань,udaljenost
345,Gegend::N,місцевість,kraj
346,Gegend::N,місцевість,predeo
347,Platz::N,площа,mjesto
348,Ort::N,місце,mjesto
349,Seite::N,сторона,bok
350,Seite::N,сторона,strana
351,Mitte::N,середина,sredina
352,Gegenstand::N,предмет,predmet
353,Sache::N,річ,posao
354,Rand::N,край,rub
355,Rand::N,край,kraj
356,Kante::N,ребро,brid
357,Kante::N,ребро,ivica
358,Ecke::N,ріг,ugao
359,Spitze::N,кінчик,vrh
360,Spitze::N,кінчик,šiljak
361,Ende::N,кінець,konac
362,Loch::N,діра,rupa
363,Winkel::N,куток,kut
364,Winkel::N,куток,ugao
365,Muster::N,узор,uzor
366,Größe::N,розмір,veličina
367,Länge::N,довжина,duljina
368,Höhe::N,висота,visina
369,Gewicht::N,вага,težina
370,Menge::N,кількість,mnoštvo
371,Menge::N,кількість,količina
372,Haufen::N,купа,hrpa
373,Haufen::N,купа,gomila
374,Reihe::N,ряд,red
375,Boot::N,човен,čun
376,Boot::N,човен,čamac
377,Ruder::N,весло,veslo
378,Schlitten::N,сани,saone
379,Ski::N,лижа,ski
380,Ski::N,лижа,smučka
381,Lagerfeuer::N,вогнище,logorska vatra
382,Last::N,тягар,tovar
383,Last::N,вантаж,tovar
384,Gang::N,хід,hod
385,Schritt::N,крок,korak
386,Norden::N,північ,sjever
387,Süden::N,південь,jug
388,Westen::N,захід,zapad
389,Osten::N,схід,istok
390,Holz::N,дрова,drvo
391,Brett::N,дошка,daska
392,Platte::N,плита,ploča
393,Stütze::N,підпірка,potpora
394,Stange::N,жердина,motka
395,Stock::N,палиця,štap
396,Stock::N,палиця,palica
397,Stab::N,палиця,štap
398,Stab::N,палиця,šipka
399,Rohr::N,труба,cijev
400,Haus::N,дім,kuća
401,Haus::N,хата,kuća
402,Heim::N,житло,dom
403,Ofen::N,піч,peć
404,Fußboden::N,підлога,pod
405,Tisch::N,стіл,stol
406,Tisch::N,стіл,trpeza
407,Stuhl::N,стілець,stolac
408,Stuhl::N,стілець,stolica
409,Wiege::N,колиска,kolijevka
410,Bett::N,ліжко,krevet
411,Bett::N,ліжко,postelja
412,Bett::N,постіль,krevet
413,Bett::N,постіль,postelja
414,Regal::N,полиця,polica
415,Kiste::N,ящик,sanduk
416,Fenster::N,вікно,prozor
417,Tür::N,двері,vrata
418,Tor::N,ворота,vrata
419,Tor::N,ворота,kapija
420,Zaun::N,паркан,plot
421,Zaun::N,паркан,ograda
422,Zaun::N,огорожа,plot
423,Zaun::N,огорожа,ograda
424,Dach::N,дах,krov
425,Leiter::N,драбина,ljestve
426,Leiter::N,драбина,ljestvice
427,Besen::N,мітла,metla
428,Spaten::N,заступ,ašov
429,Schaufel::N,совок,lopata
430,Schaufel::N,лопата,lopata
431,Gabel::N,виделка,viljuška
432,Löffel::N,ложка,žlica
433,Messer::N,ніж,nož
434,Nagel::N,цвях,čavao
435,Netz::N,сіть,mreža
436,Haken::N,крюк,kuka
437,Griff::N,ручка,držak
438,Griff::N,ручка,ručica
439,Griff::N,держак,držak
440,Griff::N,держак,ručica
441,Schloss::N,замок,brava
442,Bild::N,картина,slika
443,Figur::N,фігура,figura
444,Puppe::N,лялька,lutka
445,Beutel::N,мішечок,kesa
446,Beutel::N,торбинка,kesa
447,Bündel::N,в’язка,snop
448,Bündel::N,в’язка,svežanj
449,Tasche::N,сумка,torba
450,Tasche::N,сумка,taška
451,Eimer::N,відро,kabao
452,Deckel::N,кришка,poklopac
453,Geschirr::N,посуд,suđe
454,Geschirr::N,посуд,posuđe
455,Sack::N,мішок,džak
456,Sack::N,мішок,vreća
457,Tasse::N,чашка,šalica
458,Topf::N,горщик,lonac
459,Kessel::N,котел,kazan
460,Essen::N,їжа,obrok
461,Nahrung::N,харч,hrana
462,Speise::N,страва,jelo
463,Fleisch::N,м’ясо,meso
464,Getreide::N,хліб,žito
465,Getreide::N,хліб,žitarice
466,Getreide::N,збіжжя,žito
467,Getreide::N,збіжжя,žitarice
468,Brei::N,каша,kaša
469,Brot::N,хліб,kruh
470,Scheibe::N,скибочка,kriška
471,Fett::N,жир,mast
472,Fett::N,жир,salo
473,Butter::N,масло,buter
474,Butter::N,масло,maslac
475,Öl::N,олія,ulje
476,Salz::N,сіль,sol
477,Suppe::N,суп,supa
478,Honig::N,мед,med
479,Milch::N,молоко,mlijeko
480,Tee::N,чай,čaj
481,Leder::N,шкіра,koža
482,Wolle::N,шерсть,vuna
483,Stoff::N,тканина,štof
484,Stoff::N,тканина,tkanina
485,Nadel::N,голка,igla
486,Faden::N,нитка,nit
487,Faden::N,нитка,konac
488,Knopf::N,ґудзик,dugme
489,Knoten::N,вузол,čvor
490,Knoten::N,вузол,uzao
491,Farbe::N,фарба,farba
492,Kleidung::N,одяг,odjeća
493,Kleidung::N,убрання,odjeća
494,Hemd::N,сорочка,košulja
495,Kragen::N,комір,ovratnik
496,Ärmel::N,рукав,rukav
497,Hose::N,брюки,hlače
498,Gürtel::N,пояс,pas
499,Gürtel::N,пояс,pojas
500,Mütze::N,шапка,kapa
501,Schuh::N,ботинок,cipela
502,Stiefel::N,чобіт,čizma
503,Ring::N,кільце,prsten
504,Band::N,стрічка,vrpca
505,Kamm::N,гребінець,češalj
506,Spiegel::N,дзеркало,zrcalo
507,Spiegel::N,дзеркало,ogledalo
508,Riemen::N,ремінь,kaiš
509,Riemen::N,ремінь,remen
510,Schnur::N,вірьовка,vrpca
511,Leine::N,шворка,uzica
512,Decke::N,ковдра,ćebe
513,Decke::N,ковдра,pokrivač
514,Kissen::N,подушка,jastuk
515,Tuch::N,хустка,rubac
516,Tuch::N,хустка,marama
517,Handtuch::N,рушник,ručnik
518,Kraft::N,сила,snaga
519,Stärke::N,сила,jakost
520,Gesundheit::N,здоров’я,zdravlje
521,Krankheit::N,хвороба,bolest
522,Schmerz::N,біль,bol
523,Wunde::N,рана,rana
524,Fieber::N,гарячка,groznica
525,Arznei::N,ліки,lijek
526,Brücke::N,міст,most
527,Brücke::N,міст,ćuprija
528,Brunnen::N,колодязь,bunar
529,Brunnen::N,колодязь,zdenac
530,Weide::N,пасовище,paša
531,Weide::N,пасовище,pašnjak
532,Pfad::N,стежка,staza
533,Weg::N,шлях,put
534,Weg::N,дорога,put
535,Straße::N,вулиця,drum
536,Straße::N,вулиця,cesta
537,Dorf::N,село,selo
538,Stadt::N,місто,grad
539,Stadt::N,місто,varoš
540,Brief::N,лист,list
541,Brief::N,лист,pismo
542,Buch::N,книга,knjiga
543,Buch::N,книжка,knjiga
544,Buchstabe::N,буква,slovo
545,Buchstabe::N,літера,slovo
546,Zeitung::N,газета,novine
547,Leben::N,життя,život
548,Tod::N,смерть,smrt
549,Grab::N,могила,raka
550,Kirche::N,церква,crkva
551,Sünde::N,гріх,grijeh
552,Gott::N,бог,bog
553,Arbeiter::N,робітник,radnik
554,Chef::N,хазяїн,šef
555,Meister::N,умілець,majstor
556,Arzt::N,лікар,liječnik
557,Lehrer::N,вчитель,učitelj
558,Geld::N,гроші,novac
559,Geschäft::N,заняття,posao
560,Geschäft::N,заняття,trgovina
561,Laden::N,магазин,dućan
562,Laden::N,крамниця,dućan
563,Preis::N,ціна,cijena
564,Ware::N,товар,roba
565,Nutzen::N,вигода,korist
566,Nutzen::N,користь,korist
567,Reichtum::N,багатство,bogatstvo
568,Welt::N,світ,svijet
569,Land::N,країна,zemlja
570,Staat::N,держава,država
571,König::N,король,kralj
572,Macht::N,влада,moć
573,Macht::N,влада,vlast
574,Grenze::N,кордон,granica
575,Krieg::N,війна,rat
576,Feind::N,ворог,neprijatelj
577,Gewalt::N,насильство,sila
578,Gewalt::N,насильство,nasilje
579,Kampf::N,бій,boj
580,Kampf::N,бій,borba
581,Kampf::N,боротьба,boj
582,Kampf::N,боротьба,borba
583,Bogen[Waffe]::N,лук,luk
584,Pfeil::N,стріла,strijela
585,Gewehr::N,рушниця,puška
586,Gewehr::N,гвинтівка,puška
587,Fehler::N,помилка,pogreška
588,Fehler::N,помилка,griješka
589,Lüge::N,брехня,laž
590,Schaden::N,шкода,šteta
591,Schaden::N,збиток,šteta
592,Unglück::N,нещастя,nesreća
593,Schuld::N,провина,krivnja
594,Alter::N,вік,dob
595,Alter::N,літа,dob
596,Schluss::N,кінець,kraj
597,Schluss::N,кінець,konac
598,Zeit::N,час,doba
599,Zeit::N,час,vrijeme
600,Tag::N,день,dan
601,Morgen::N,ранок,jutro
602,Mittag::N,південь,podne
603,Abend::N,вечір,veče
604,Abend::N,вечір,večer
605,Nacht::N,ніч,noć
606,Woche::N,тиждень,sedmica
607,Monat::N,місяць,mjesec
608,Jahr::N,рік,godina
609,Frühling::N,весна,proljeće
610,Sommer::N,літо,ljeto
611,Herbst::N,осінь,jesen
612,Winter::N,зима,zima
613,Januar::N,січень,januar
614,Januar::N,січень,siječanj
615,Februar::N,лютий,veljača
616,Februar::N,лютий,februar
617,März::N,березень,mart
618,März::N,березень,ožujak
619,April::N,квітень,april
620,April::N,квітень,travanj
621,Mai::N,травень,maj
622,Mai::N,травень,svibanj
623,Juni::N,червень,juni
624,Juni::N,червень,lipanj
625,Juli::N,липень,juli
626,Juli::N,липень,srpanj
627,August::N,серпень,august
628,August::N,серпень,kolovoz
629,September::N,вересень,rujan
630,September::N,вересень,septembar
631,Oktober::N,жовтень,oktobar
632,Oktober::N,жовтень,listopad
633,November::N,листопад,studeni
634,November::N,листопад,novembar
635,Dezember::N,грудень,prosinac
636,Montag::N,понеділок,ponedjeljak
637,Montag::N,понеділок,ponedjeljnik
638,Dienstag::N,вівторок,utorak
639,Dienstag::N,вівторок,utornik
640,Mittwoch::N,середа,srijeda
641,Donnerstag::N,четвер,četvrtak
642,Freitag::N,п’ятниця,petak
643,Samstag::N,субота,subota
644,Sonntag::N,неділя,nedjelja
645,groß::A,великий,velik
646,klein::A,малий,mali
647,klein::A,малий,malen
648,klein::A,маленький,mali
649,klein::A,маленький,malen
650,lang::A,довгий,dug
651,lang::A,довгий,dugačak
652,kurz::A,короткий,kratak
653,breit::A,широкий,širok
654,schmal::A,вузький,uski
655,schmal::A,вузький,uzak
656,dicht::A,густий,gust
657,dick[Gegenstand]::A,товстий,debeo
658,dünn::A,тонкий,tanak
659,fein::A,дрібний,fin
660,fein::A,дрібний,tanak
661,fest::A,міцний,čvrst
662,flach::A,плоский,ravan
663,flach::A,плоский,plosnat
664,glatt::A,рівний,gladak
665,glatt::A,гладенький,gladak
666,hart::A,твердий,tvrd
667,weich::A,м’який,mek
668,weich::A,м’який,mekan
669,rund::A,круглий,okrugao
670,spitz::A,гострокінцевий,oštar
671,spitz::A,гострокінцевий,šiljast
672,scharf::A,гострий,oštar
673,scharf::A,гострий,bridak
674,stumpf::A,тупий,tup
675,schwer::A,важкий,težak
676,schön::A,вродливий,krasan
677,heiß::A,жаркий,vruć
678,heiß::A,гарячий,vruć
679,warm::A,теплий,topao
680,kalt::A,холодний,hladan
681,kühl::A,прохолодний,hladan
682,frisch::A,свіжий,svjež
683,feucht::A,вогкий,vlažan
684,nass::A,мокрий,mokar
685,trocken::A,сухий,suh
686,voll::A,повний,pun
687,leer::A,пустий,prazan
688,offen::A,відкритий,otvoren
689,geschlossen::A,закритий,zatvoren
690,geschlossen::A,зачинений,zatvoren
691,sauber::A,чистий,čist
692,sauber::A,охайний,čist
693,schmutzig::A,брудний,nečist
694,schmutzig::A,брудний,blatan
695,roh::A,сирий,sirov
696,reif::A,зрілий,zreo
697,lecker::A,смачний,tečan
698,lecker::A,смачний,ukusan
699,süß::A,солодкий,sladak
700,bitter::A,гіркий,gorak
701,sauer::A,кислий,kiseo
702,hell::A,світлий,vedar
703,hell::A,світлий,svijetao
704,dunkel::A,темний,taman
705,schwarz::A,чорний,crn
706,weiß::A,сивий,bio
707,weiß::A,сивий,bijel
708,rot::A,червоний,crven
709,gelb::A,жовтий,žut
710,blau::A,синій,plav
711,blau::A,синій,modar
712,grün::A,зелений,zelen
713,grau::A,сірий,siv
714,bunt::A,барвистий,šaren
715,billig::A,дешевий,jeftin
716,teuer::A,дорогий,skup
717,wertvoll::A,цінний,vrijedan
718,wertvoll::A,цінний,dragocjen
719,blind::A,сліпий,slijep
720,taub::A,глухий,gluh
721,kräftig::A,могутній,snažan
722,stark::A,сильний,jak
723,stark::A,сильний,snažan
724,schwach::A,слабкий,slab
725,fett::A,жирний,pretio
726,fett::A,товстий,pretio
727,schlank::A,тонкий,vitak
728,schlank::A,стрункий,vitak
729,hübsch::A,чарівний,zgodan
730,böse::A,злий,zao
731,böse::A,злий,opak
732,böse::A,лихий,zao
733,böse::A,лихий,opak
734,dumm::A,дурний,glup
735,faul::A,ледачий,lijen
736,fleißig::A,старанний,radin
737,fleißig::A,старанний,marljiv
738,geizig::A,скупий,škrt
739,klug::A,мудрий,razborit
740,klug::A,розумний,razborit
741,geschickt::A,умілий,vješt
742,lieb::A,милий,drag
743,lustig::A,веселий,veseo
744,sanft::A,лагідний,blag
745,hungrig::A,голодний,gladan
746,krank::A,слабий,bolestan
747,nackt::A,голий,nag
748,traurig::A,сумний,tužan
749,traurig::A,сумний,žalostan
750,lebendig::A,живий,živ
751,gut::A,добрий,dobar
752,schlecht::A,поганий,loš
753,schlecht::A,поганий,rđav
754,schlecht::A,кепський,loš
755,schlecht::A,кепський,rđav
756,richtig::A,правильний,tačan
757,richtig::A,правильний,ispravan
758,schlimm::A,бридкий,zao
759,schlimm::A,бридкий,zločest
760,wahr::A,справжній,istinit
761,alt::A,старий,star
762,neu::A,новий,nov
763,ehemalig::A,колишній,bivši
764,alt[Lebewesen]::A,старий,star
765,jung::A,молодий,mlad
766,arm::A,бідний,ubog
767,arm::A,бідний,siromašan
768,reich::A,багатий,bogat
769,bekannt::A,знайомий,poznat
770,berühmt::A,славетний,čuven
771,berühmt::A,славетний,slavan
772,fremd::A,чужий,tuđ
773,fremd::A,чужий,stran
774,verschieden::A,різний,razan
775,verschieden::A,різний,različan
776,nah::A,близький,blizak
777,fern::A,далекий,dalek
778,fern::A,далекий,daljnji
779,linker::A,лівий,lijevi
780,rechter::A,правий,desni
781,anderer::A,інакший,drugi
782,anderer::A,інакший,drugačiji
783,erster::A,перший,prvi
784,zweiter::A,другий,drugi
785,dritter::A,третій,treći
786,letzter::A,останній,zadnji
787,allein::ADV,сам,sam
788,allein::ADV,один,sam
789,auf einmal::ADV,відразу,istodobno
790,zusammen::ADV,разом,skupa
791,zusammen::ADV,разом,zajedno
792,zusammen::ADV,спільно,skupa
793,zusammen::ADV,спільно,zajedno
794,lange::ADV,довго,dugo
795,plötzlich::ADV,раптом,naglo
796,plötzlich::ADV,раптом,iznenada
797,sofort::ADV,зараз,odmah
798,später::ADV,пізніше,kasnije
799,jetzt::ADV,тепер,sad
800,jetzt::ADV,тепер,sada
801,heute::ADV,сьогодні,danas
802,morgen::ADV,завтра,sutra
803,bald::ADV,незабаром,skoro
804,bald::ADV,незабаром,doskora
805,dann::ADV,потім,zatim
806,gestern::ADV,вчора,juče
807,gestern::ADV,вчора,jučer
808,einst::ADV,колись,negda
809,einst::ADV,колись,nekada
810,damals::ADV,тоді,tada
811,damals::ADV,тоді,onda
812,danach::ADV,згодом,poslije
813,danach::ADV,згодом,nakon toga
814,vorher::ADV,раніше,prije
815,vorher::ADV,раніше,prije toga
816,zuerst::ADV,спершу,prvo
817,zuerst::ADV,спершу,najprije
818,zuerst::ADV,спочатку,prvo
819,zuerst::ADV,спочатку,najprije
820,einmal::ADV,один раз,jednom
821,einmal::ADV,один раз,jedanput
822,manchmal::ADV,іноді,katkad
823,manchmal::ADV,іноді,katkada
824,manchmal::ADV,інколи,katkad
825,manchmal::ADV,інколи,katkada
826,oft::ADV,часто,često
827,immer::ADV,завжди,vazda
828,immer::ADV,завжди,uvijek
829,niemals::ADV,ніколи,nikad
830,niemals::ADV,ніколи,nikada
831,hier::ADV,тут,tu
832,hier::ADV,тут,ovdje
833,hierhin::ADV,сюди,amo
834,hierhin::ADV,сюди,ovamo
835,von hier::ADV,звідси,odavde
836,dort::ADV,там,ondje
837,dorthin::ADV,туди,onamo
838,geradeaus::ADV,прямо,ravno
839,vorwärts::ADV,вперед,naprijed
840,rückwärts::ADV,назад,natrag
841,zurück::ADV,назад,nazad
842,zurück::ADV,назад,natrag
843,unten::ADV,внизу,dolje
844,hinab::ADV,вниз,nizbrdo
