,Concept_ID,it,lt
123,Höhle::N,grotta,ola
124,Höhle::N,caverna,ola
125,Abhang::N,pendìo,šlaitas
126,Abhang::N,pendìo,nuokalnė
127,Quelle::N,sorgente,versmė
128,Quelle::N,sorgente,šaltinis
129,Bach::N,ruscello,upelis
130,Fluss::N,fiume,upė
131,Ufer::N,riva,krantas
132,Küste::N,costa,pajūris
133,Festland::N,terraferma,sausuma
134,Meer::N,mare,jūra
135,Bucht::N,cala,įlanka
136,Bucht::N,cala,užutekis
137,Insel::N,ìsola,sala
138,Blume::N,fiore,gėlė
139,Gras::N,erba,žolė
140,Wurzel::N,radice,šaknis
141,Baum::N,àlbero,medis
142,Stamm::N,tronco,kamienas
143,Rinde::N,corteccia,žievė
144,Ast::N,ramo,šaka
145,Zweig::N,ramo,šakelė
146,Blatt::N,foglia,lapas
147,Birke::N,betulla,beržas
148,Kiefer[Baum]::N,pino,pušis
149,Weide[Baum]::N,sàlice,karklas
150,Tanne::N,abete,eglė
151,Tanne::N,abete,kėnis
152,Horn::N,corno,ragas
153,Feder::N,penna,plunksna
154,Fell::N,manto,kailis
155,Fell::N,pelame,kailis
156,Flügel::N,ala,sparnas
157,Klaue::N,grinfia,kanopa
158,Kralle::N,unghia,nagas
159,Kralle::N,artiglio,nagas
160,Schwanz::N,coda,uodega
161,Ei::N,uovo,kiaušinis
162,Nest::N,nido,gūžta
163,Nest::N,nido,lizdas
164,Bau::N,covo,ola
165,Tier::N,bestia,gyvūnas
166,Tier::N,animale,gyvūnas
167,Herde::N,gregge,banda
168,Herde::N,gregge,kaimenė
169,Kuh::N,vacca,karvė
170,Bulle::N,toro,bulius
171,Pferd::N,cavallo,arklys
172,Schaf::N,pècora,avis
173,Schwein::N,porco,kiaulė
174,Schwein::N,maiale,kiaulė
175,Hund::N,cane,šuo
176,Katze::N,gatta,katė
177,Bär::N,orso,lokys
178,Eichhörnchen::N,scoiàttolo,voveraitė
179,Elch::N,alce,briedis
180,Fuchs::N,volpe,lapė
181,Hase::N,lepre,kiškas
182,Maus::N,topo,pelė
183,Maus::N,sorcio,pelė
184,Wolf::N,lupo,vilkas
185,Vogel::N,uccello,paukštis
186,Schwarm::N,stormo,spiečius
187,Huhn::N,gallina,višta
188,Hahn::N,gallo,gaidys
189,Gans::N,oca,žąsis
190,Adler::N,àquila,erelis
191,Ente::N,ànatra,antis
192,Eule::N,gufo,pelėda
193,Eule::N,civetta,pelėda
194,Kranich::N,gru,gervė
195,Krähe::N,cornacchia,varna
196,Kuckuck::N,cuccù,gegužė
197,Kuckuck::N,cùculo,gegužė
198,Schwan::N,cigno,gulbė
199,Fisch::N,pesce,žuvis
200,Barsch::N,pèrsico,ešerys
201,Hecht::N,luccio,lydeka
202,Schlange[Tier]::N,serpente,gyvatė
203,Wurm::N,baco,kirmėlė
204,Wurm::N,verme,kirmėlė
205,Spinne::N,ragno,voras
206,Ameise::N,formica,skruzdė
207,Laus::N,pidocchio,utėlė
208,Mücke::N,zanzara,uodas
209,Fliege::N,mosca,musė
210,Schmetterling::N,farfalla,drugys
211,Schmetterling::N,farfalla,peteliškė
212,Beere::N,bacca,uoga
213,Apfel::N,mela,obuolys
214,Pilz::N,fungo,grybas
215,Zwiebel::N,cipolla,svogūnas
216,Saat::N,semente,sėkla
217,Korn::N,grano,grūdai
218,Heu::N,fieno,šienas
219,Schale::N,buccia,žievelė
220,Grube::N,cava,duobė
221,Grube::N,fossa,duobė
222,Falle::N,tràppola,pinklės
223,Falle::N,tràppola,žabangai
224,Schlinge::N,laccio,kilpa
225,Spur::N,traccia,vėžė
226,Spur::N,traccia,pėdos
227,Spur::N,traccia,pėdsakas
228,Asche::N,cenere,pelenai
229,Dreck::N,fango,purvas
230,Eisen::N,ferro,geležis
231,Gold::N,oro,auksas
232,Silber::N,argento,sidabras
233,Kohle::N,carbone,anglis
234,Glas::N,vetro,stiklas
235,Lehm::N,argilla,molis
236,Sand::N,arena,smėlis
237,Sand::N,sabbia,smėlis
238,Mensch::N,uomo,žmogus
239,Mensch::N,èssere umano,žmogus
240,Mann::N,uomo,vyras
241,Mann::N,uomo,vyriškis
242,Frau::N,donna,moteris
243,Kind::N,bambino,vaikas
244,Junge::N,ragazzo,vaikinas
245,Junge::N,ragazzo,berniukas
246,Mädchen::N,ragazza,mergytė
247,Mädchen::N,ragazza,mergaitė
248,Familie::N,famiglia,šeima
249,Großvater::N,nonno,senelis
250,Großmutter::N,nonna,senelė
251,Eltern::N,genitori,tėvai
252,Vater::N,padre,tėvas
253,Mutter::N,madre,motina
254,Sohn::N,figlio,sūnus
255,Tochter::N,figlia,duktė
256,Bruder::N,fratello,brolis
257,Schwester::N,sorella,sesuo
258,Onkel::N,zio,dėdė
259,Tante::N,zia,teta
260,Ehemann::N,marito,vyras
261,Ehefrau::N,moglie,žmona
262,Freude::N,gioia,džiaugsmas
263,Freude::N,piacere,džiaugsmas
264,Gelächter::N,risata,juokas
265,Glück::N,felicità,laimė
266,Kummer::N,afflizione,vargas
267,Kummer::N,afflizione,rūpestis
268,Wunsch::N,desiderio,troškimas
269,Wunsch::N,desiderio,pageidavimas
270,Lust::N,voglia,noras
271,Lust::N,voglia,geidulys
272,Geist::N,mente,dvasia
273,Geist::N,spìrito,dvasia
274,Gedanke::N,idea,mintis
275,Gedanke::N,pensiero,mintis
276,Gedächtnis::N,memoria,atmintis
277,Verstand::N,intelletto,protas
278,Sinn::N,senso,prasmė
279,Sinn::N,significato,prasmė
280,Grund::N,causa,priežastis
281,Grund::N,motivo,priežastis
282,Grund::N,ragione,priežastis
283,Wahrheit::N,verità,tiesa
284,Wahrheit::N,verità,teisybė
285,Gespräch::N,discorso,pokalbis
286,Gespräch::N,conversazione,pokalbis
287,Märchen::N,fiaba,pasaka
288,Märchen::N,fàvola,pasaka
289,Erzählung::N,racconto,apsakymas
290,Erzählung::N,racconto,pasakojimas
291,Erzählung::N,narrazione,apsakymas
292,Erzählung::N,narrazione,pasakojimas
293,Nachricht::N,messaggio,žinia
294,Neuigkeit::N,notizia,naujiena
295,Name::N,nome,vardas
296,Rätsel::N,indovinello,mįslė
297,Rede::N,discorso,kalba
298,Sprache::N,lingua,kalba
299,Sprache::N,linguaggio,kalba
300,Stimme::N,voce,balsas
301,Wort::N,parola,žodis
302,Zeichen::N,segno,žymė
303,Zeichen::N,segno,ženklas
304,Zeichen::N,segnale,žymė
305,Zeichen::N,segnale,ženklas
306,Ruf::N,chiamata,šauksmas
307,Lärm::N,chiasso,triukšmas
308,Lärm::N,strèpito,triukšmas
309,Laut::N,suono,garsas
310,Ton::N,tono,tonas
311,Ton::N,tono,garsas
312,Lied::N,canto,daina
313,Lied::N,canto,giesmė
314,Lied::N,canzone,daina
315,Lied::N,canzone,giesmė
316,Ruhe::N,calma,ramybė
317,Ruhe::N,calma,ramumas
318,Ruhe::N,tranquillità,ramybė
319,Ruhe::N,tranquillità,ramumas
320,Leute::N,gente,žmonės
321,Volk::N,pòpolo,tauta
322,Arbeit::N,lavoro,darbas
323,Arbeit::N,lavoro,triūsas
324,Gast::N,òspite,svečias
325,Gast::N,invitato,svečias
326,Geschenk::N,regalo,dovana
327,Spiel::N,gioco,žaismas
328,Spiel::N,gioco,žaidimas
329,Gesellschaft::N,compagnìa,draugija
330,Gesellschaft::N,compagnìa,kompanija
331,Hilfe::N,aiuto,pagalba
332,Hilfe::N,soccorso,pagalba
333,Freund::N,amico,draugas
334,Freund::N,amico,bičiulis
335,Kamerad::N,camerata,draugas
336,Angelegenheit::N,affare,dalykas
337,Angelegenheit::N,affare,reikalas
338,Angelegenheit::N,faccenda,dalykas
339,Angelegenheit::N,faccenda,reikalas
340,Anzahl::N,nùmero,kiekis
341,Anzahl::N,nùmero,skaičius
342,Anzahl::N,quantità,kiekis
343,Anzahl::N,quantità,skaičius
344,Art::N,tipo,rūšis
345,Art::N,specie,rūšis
346,Stück::N,pezzo,gabalas
347,Teil::N,parte,dalis
348,Hälfte::N,metà,pusė
349,Kreis::N,cìrcolo,ratas
350,Kreis::N,cìrcolo,apskritis
351,Kreis::N,cìrcolo,apskritimas
352,Kreuz::N,croce,kryžius
353,Linie::N,lìnea,linija
354,Strich::N,tratto,brėžis
355,Strich::N,tratto,brūkšnys
356,Abstand::N,distanza,atstumas
357,Entfernung::N,distanza,atstumas
358,Entfernung::N,lontananza,atstumas
359,Gegend::N,regione,vietovė
360,Platz::N,posto,vieta
361,Platz::N,spazio,vieta
362,Ort::N,luogo,vieta
363,Ort::N,luogo,vietovė
364,Ort::N,località,vieta
365,Ort::N,località,vietovė
366,Seite::N,lato,pusė
367,Seite::N,lato,šonas
368,Seite::N,parte,pusė
369,Seite::N,parte,šonas
370,Mitte::N,mezzo,vidurys
371,Mitte::N,centro,vidurys
372,Gegenstand::N,oggetto,dalykas
373,Sache::N,cosa,daiktas
374,Rand::N,orlo,kraštas
375,Rand::N,orlo,pakraštys
376,Rand::N,bordo,kraštas
377,Rand::N,bordo,pakraštys
378,Kante::N,spìgolo,kraštas
379,Ecke::N,canto,kertė
380,Ecke::N,canto,kampas
381,Spitze::N,punta,priekis
382,Spitze::N,punta,priešakys
383,Ende::N,capo,galas
384,Ende::N,estremità,galas
385,Loch::N,buco,skylė
386,Winkel::N,àngolo,kampas
387,Winkel::N,àngolo,kampelis
388,Muster::N,disegno,raštas
389,Größe::N,taglia,dydis
390,Größe::N,taglia,didumas
391,Größe::N,grandezza,dydis
392,Größe::N,grandezza,didumas
393,Länge::N,lunghezza,ilgis
394,Länge::N,lunghezza,ilgumas
395,Höhe::N,altezza,aukštis
396,Höhe::N,altezza,aukštuma
397,Gewicht::N,peso,svoris
398,Gewicht::N,peso,svarstis
399,Menge::N,quantità,kiekis
400,Menge::N,quantità,daugybė
401,Haufen::N,cùmulo,krūva
402,Haufen::N,cùmulo,šūsnis
403,Haufen::N,mucchio,krūva
404,Haufen::N,mucchio,šūsnis
405,Reihe::N,fila,greta
406,Boot::N,barca,valtis
407,Boot::N,barca,laivelis
408,Boot::N,battello,valtis
409,Boot::N,battello,laivelis
410,Ruder::N,remo,irklas
411,Schlitten::N,slitta,rogės
412,Schlitten::N,slitta,rogutės
413,Ski::N,sci,slidė
414,Lagerfeuer::N,falò,laužas
415,Lagerfeuer::N,fuoco di bivacco,laužas
416,Last::N,càrico,našta
417,Last::N,càrico,nešulys
418,Gang::N,andata,eisena
419,Schritt::N,passo,žingsnis
420,Norden::N,nord,šiaurė
421,Norden::N,nord,žiemiai
422,Norden::N,settentrione,šiaurė
423,Norden::N,settentrione,žiemiai
424,Süden::N,sud,pietūs
425,Süden::N,meridione,pietūs
426,Westen::N,òvest,vakarai
427,Westen::N,occidente,vakarai
428,Osten::N,est,rytai
429,Osten::N,oriente,rytai
430,Holz::N,legno,mediena
431,Brett::N,asse,lenta
432,Brett::N,tàvola,lenta
433,Platte::N,lastra,plokštė
434,Platte::N,piastra,plokštė
435,Stütze::N,supporto,atrama
436,Stütze::N,supporto,atspara
437,Stange::N,sbarra,lazda
438,Stange::N,sbarra,kartis
439,Stange::N,pèrtica,lazda
440,Stange::N,pèrtica,kartis
441,Stock::N,verga,lazda
442,Stock::N,bastone,lazda
443,Stock::N,bacchetta,lazda
444,Stab::N,asta,kartis
445,Rohr::N,tubo,vamzdis
446,Haus::N,casa,namas
447,Heim::N,casa,namai
448,Ofen::N,stufa,krosnis
449,Fußboden::N,pavimento,grindys
450,Tisch::N,tàvolo,stalas
451,Stuhl::N,sedia,kėdė
452,Wiege::N,culla,lopšys
453,Bett::N,letto,lova
454,Bett::N,letto,patalai
455,Regal::N,scaffale,lentyna
456,Kiste::N,cassa,dėžė
457,Fenster::N,finestra,langas
458,Tür::N,porta,durys
459,Tor::N,portone,vartai
460,Zaun::N,recinto,tvora
461,Dach::N,tetto,stogas
462,Leiter::N,scala,kopėčios
463,Leiter::N,scala a pioli,kopėčios
464,Besen::N,scopa,šluota
465,Spaten::N,vanga,lopeta
466,Spaten::N,vanga,kastuvas
467,Schaufel::N,pala,semtuvas
468,Gabel::N,forchetta,šakutė
469,Löffel::N,cucchiaio,šaukštas
470,Messer::N,coltello,peilis
471,Nagel::N,chiodo,vinis
472,Netz::N,rete,tinklas
473,Haken::N,uncino,vagis
474,Haken::N,uncino,kablys
475,Griff::N,mànico,kotas
476,Griff::N,mànico,rankena
477,Griff::N,maniglia,kotas
478,Griff::N,maniglia,rankena
479,Schloss::N,serratura,spyna
480,Schloss::N,serratura,užraktas
481,Bild::N,quadro,paveikslas
482,Bild::N,immàgine,paveikslas
483,Figur::N,figura,figūra
484,Puppe::N,bàmbola,lėlė
485,Beutel::N,borsa,krepšys
486,Beutel::N,borsa,maišelis
487,Beutel::N,sacchetto,krepšys
488,Beutel::N,sacchetto,maišelis
489,Bündel::N,fascio,ryšulys
490,Bündel::N,fagotto,ryšulys
491,Tasche::N,borsa,krepšelis
492,Eimer::N,secchio,kibiras
493,Deckel::N,coperchio,dangtis
494,Geschirr::N,stoviglie,indai
495,Sack::N,sacco,maišas
496,Tasse::N,tazza,puodukas
497,Topf::N,pèntola,puodas
498,Kessel::N,paiolo,katilas
499,Kessel::N,calderone,katilas
500,Essen::N,pasto,valgis
501,Essen::N,mangiare,valgis
502,Nahrung::N,cibo,penas
503,Nahrung::N,cibo,maistas
504,Nahrung::N,alimento,penas
505,Nahrung::N,alimento,maistas
506,Speise::N,piatto,patiekalas
507,Fleisch::N,carne,mėsa
508,Getreide::N,cereali,javai
509,Brei::N,purè,košė
510,Brei::N,pappa,košė
511,Brot::N,pane,duona
512,Scheibe::N,fetta,riekė
513,Scheibe::N,trancia,riekė
514,Fett::N,grasso,taukai
515,Fett::N,grasso,riebalai
516,Butter::N,burro,sviestas
517,Öl::N,olio,aliejus
518,Salz::N,sale,druska
519,Suppe::N,zuppa,sriuba
520,Suppe::N,minestra,sriuba
521,Honig::N,miele,medus
522,Milch::N,latte,pienas
523,Tee::N,tè,arbata
524,Leder::N,pelle,oda
525,Wolle::N,lana,vilna
526,Stoff::N,panno,audeklas
527,Stoff::N,tessuto,audeklas
528,Nadel::N,ago,adata
529,Faden::N,filo,gija
530,Faden::N,filo,siūlas
531,Knopf::N,bottone,saga
532,Knoten::N,nodo,mazgas
533,Farbe::N,pittura,dažai
534,Kleidung::N,vestiti,rūbai
535,Kleidung::N,vestiti,drabužiai
536,Kleidung::N,vestiario,rūbai
537,Kleidung::N,vestiario,drabužiai
538,Hemd::N,camicia,marškiniai
539,Kragen::N,bàvero,apykaklė
540,Kragen::N,colletto,apykaklė
541,Ärmel::N,mànica,rankovė
542,Hose::N,calzoni,kelnės
543,Gürtel::N,cintura,juosta
544,Gürtel::N,cintura,diržas
545,Mütze::N,berretto,kepurė
546,Schuh::N,scarpa,batas
547,Stiefel::N,stivale,auliniai batai
548,Ring::N,anello,žiedas
549,Band::N,nastro,kaspinas
550,Band::N,fettuccia,kaspinas
551,Kamm::N,pèttine,šukos
552,Spiegel::N,specchio,veidrodis
553,Riemen::N,cinghia,diržas
554,Schnur::N,corda,virvė
555,Leine::N,guinzaglio,pavadėlis
556,Decke::N,coperta,antklodė
557,Kissen::N,cuscino,pagalvė
558,Kissen::N,cuscino,priegalvis
559,Kissen::N,guanciale,pagalvė
560,Kissen::N,guanciale,priegalvis
561,Tuch::N,fazzoletto,skarelė
562,Handtuch::N,asciugamano,rankšluostis
563,Kraft::N,forza,jėga
564,Stärke::N,forza,stiprumas
565,Stärke::N,vigore,stiprumas
566,Stärke::N,fortezza,stiprumas
567,Gesundheit::N,salute,sveikata
568,Krankheit::N,malattìa,liga
569,Schmerz::N,dolore,skausmas
570,Wunde::N,piaga,žaizda
571,Wunde::N,ferita,žaizda
572,Fieber::N,febbre,karštis
573,Arznei::N,fàrmaco,vaistas
574,Arznei::N,medicina,vaistas
575,Brücke::N,ponte,tiltas
576,Brunnen::N,pozzo,šulinys
577,Weide::N,pàscolo,ganykla
578,Weide::N,pàscolo,gluosnis
579,Pfad::N,sentiero,takas
580,Weg::N,via,kelias
581,Weg::N,cammino,kelias
582,Straße::N,strada,gatvė
583,Dorf::N,paese,kaimas
584,Dorf::N,paese,sodžius
585,Dorf::N,villaggio,kaimas
586,Dorf::N,villaggio,sodžius
587,Stadt::N,città,miestas
588,Brief::N,lèttera,laiškas
589,Buch::N,libro,knyga
590,Buchstabe::N,lèttera,raidė
591,Zeitung::N,giornale,laikraštis
592,Leben::N,vita,gyvybė
593,Leben::N,vita,gyvenimas
594,Tod::N,morte,mirtis
595,Grab::N,tomba,kapas
596,Grab::N,sepolcro,kapas
597,Kirche::N,chiesa,bažnyčia
598,Sünde::N,peccato,nuodėmė
599,Sünde::N,peccato,nusidėjimas
600,Gott::N,dio,dievas
601,Arbeiter::N,operaio,darbininkas
602,Arbeiter::N,lavoratore,darbininkas
603,Chef::N,capo,šefas
604,Chef::N,capo,vadovas
605,Chef::N,capo,viršininkas
606,Chef::N,padrone,šefas
607,Chef::N,padrone,vadovas
608,Chef::N,padrone,viršininkas
609,Meister::N,mastro,meistras
610,Meister::N,maestro,meistras
611,Arzt::N,mèdico,gydytojas
612,Arzt::N,dottore,gydytojas
613,Lehrer::N,professore,mokytojas
614,Geld::N,soldi,pinigai
615,Geld::N,denaro,pinigai
616,Geschäft::N,affare,biznis
617,Geschäft::N,negozio,biznis
618,Laden::N,negozio,krautuvė
619,Laden::N,negozio,parduotuvė
620,Preis::N,prezzo,kaina
621,Ware::N,merce,prekė
622,Nutzen::N,ùtile,nauda
623,Nutzen::N,ùtile,pelnas
624,Nutzen::N,profitto,nauda
625,Nutzen::N,profitto,pelnas
626,Reichtum::N,ricchezza,turtas
627,Welt::N,mondo,pasaulis
628,Land::N,paese,žemė
629,Land::N,paese,šalis
630,Staat::N,Stato,valstija
631,König::N,re,karalius
632,Macht::N,potere,galia
633,Macht::N,potere,valdžia
634,Grenze::N,confine,riba
635,Grenze::N,confine,siena
636,Grenze::N,frontiera,riba
637,Grenze::N,frontiera,siena
638,Krieg::N,guerra,karas
639,Feind::N,nemico,priešas
640,Gewalt::N,violenza,jėga
641,Gewalt::N,violenza,smurtas
642,Gewalt::N,violenza,prievarta
643,Kampf::N,lotta,kova
644,Bogen[Waffe]::N,arco,lankas
645,Pfeil::N,freccia,strėlė
646,Gewehr::N,fucile,šautuvas
647,Fehler::N,errore,klaida
648,Fehler::N,sbaglio,klaida
649,Lüge::N,bugìa,melas
650,Lüge::N,menzogna,melas
651,Schaden::N,danno,nuostolis
652,Schaden::N,danno,apgadinimas
653,Unglück::N,sfortuna,nelaimė
654,Schuld::N,colpa,kaltė
655,Alter::N,età,amžius
656,Schluss::N,fine,pabaiga
657,Zeit::N,tempo,laikas
658,Tag::N,giorno,diena
659,Tag::N,giornata,diena
660,Morgen::N,mattina,rytas
661,Mittag::N,mezzogiorno,vidurdienis
662,Abend::N,sera,vakaras
663,Abend::N,serata,vakaras
664,Nacht::N,notte,naktis
665,Woche::N,settimana,savaitė
666,Monat::N,mese,mėnuo
667,Jahr::N,anno,metai
668,Frühling::N,primavera,pavasaris
669,Sommer::N,estate,vasara
670,Herbst::N,autunno,ruduo
671,Winter::N,inverno,žiema
672,Januar::N,gennaio,sausis
673,Februar::N,febbraio,vasaris
674,März::N,marzo,kovas
675,April::N,aprile,balandis
676,Mai::N,maggio,gegužė
677,Juni::N,giugno,birželis
678,Juli::N,luglio,liepa
679,August::N,agosto,rugpjūtis
680,September::N,settembre,rugsėjis
681,Oktober::N,ottobre,spalis
682,November::N,novembre,lapkritis
683,Dezember::N,dicembre,gruodis
684,Montag::N,lunedì,pirmadienis
685,Dienstag::N,martedì,antradienis
686,Mittwoch::N,mercoledì,trečiadienis
687,Donnerstag::N,giovedì,ketvirtadienis
688,Freitag::N,venerdì,penktadienis
689,Samstag::N,sàbato,šeštadienis
690,Sonntag::N,domenica,sekmadienis
691,groß::A,grande,didis
692,groß::A,grande,didelis
693,klein::A,pìccolo,mažas
694,lang::A,lungo,ilgas
695,kurz::A,corto,trumpas
696,breit::A,largo,platus
697,schmal::A,stretto,smulkus
698,dicht::A,denso,tankus
699,dick[Gegenstand]::A,spesso,storas
700,dünn::A,sottile,plonas
701,fein::A,fine,smulkus
702,fein::A,delicato,smulkus
703,fest::A,sodo,kietas
704,fest::A,sodo,tvirtas
705,fest::A,fisso,kietas
706,fest::A,fisso,tvirtas
707,flach::A,piano,lėkštas
708,flach::A,piano,plokščias
709,flach::A,piatto,lėkštas
710,flach::A,piatto,plokščias
711,glatt::A,liscio,slidus
712,hart::A,duro,kietas
713,weich::A,molle,minkštas
714,rund::A,rotondo,apvalus
715,rund::A,rotondo,apskritas
716,spitz::A,aguzzo,aštrus
717,spitz::A,aguzzo,smailus
718,spitz::A,appuntito,aštrus
719,spitz::A,appuntito,smailus
720,scharf::A,affilato,aštrus
721,scharf::A,tagliente,aštrus
722,stumpf::A,smussato,bukas
723,stumpf::A,smussato,atšipęs
724,schwer::A,pesante,sunkus
725,schön::A,bello,gražus
726,heiß::A,caldo,karštas
727,heiß::A,bollente,karštas
728,warm::A,caldo,šiltas
729,kalt::A,freddo,šaltas
730,kühl::A,fresco,vėsus
731,kühl::A,fresco,bejausmis
732,frisch::A,fresco,šviežias
733,feucht::A,ùmido,drėgnas
734,nass::A,bagnato,šlapias
735,trocken::A,secco,sausas
736,voll::A,pieno,pilnas
737,leer::A,vuoto,tuščias
738,offen::A,aperto,atviras
739,geschlossen::A,chiuso,uždaras
740,geschlossen::A,chiuso,uždarytas
741,sauber::A,netto,švarus
742,sauber::A,pulito,švarus
743,schmutzig::A,sporco,nešvarus
744,schmutzig::A,sporco,purvinas
745,schmutzig::A,sùdicio,nešvarus
746,schmutzig::A,sùdicio,purvinas
747,roh::A,crudo,žalias
748,reif::A,maturo,prinokęs
749,reif::A,maturo,pribrendęs
750,lecker::A,ghiotto,gardus
751,lecker::A,squisito,gardus
752,süß::A,dolce,saldus
753,bitter::A,amaro,kartus
754,sauer::A,aspro,gižus
755,sauer::A,aspro,rūgštus
756,sauer::A,acerbo,gižus
757,sauer::A,acerbo,rūgštus
758,hell::A,chiaro,šviesus
759,hell::A,chiaro,skaistus
760,dunkel::A,buio,tamsus
761,dunkel::A,oscuro,tamsus
762,schwarz::A,nero,juodas
763,weiß::A,bianco,baltas
764,rot::A,rosso,raudonas
765,gelb::A,giallo,geltonas
766,blau::A,blu,mėlynas
767,blau::A,azzurro,mėlynas
768,grün::A,verde,žalias
769,grau::A,grigio,pilkas
770,bunt::A,variopinto,margas
771,bunt::A,variopinto,spalvotas
772,billig::A,a buon prezzo,pigus
773,billig::A,a buon mercato,pigus
774,teuer::A,caro,brangus
775,wertvoll::A,prezioso,vertingas
776,blind::A,cieco,aklas
777,taub::A,sordo,kurčias
778,kräftig::A,forte,stiprus
779,kräftig::A,robusto,stiprus
780,stark::A,forte,stiprus
781,stark::A,vigoroso,stiprus
782,schwach::A,dèbole,silpnas
783,fett::A,grasso,riebus
784,schlank::A,snello,laibas
785,schlank::A,snello,lieknas
786,schlank::A,slanciato,laibas
787,schlank::A,slanciato,lieknas
788,hübsch::A,bello,gražus
789,hübsch::A,carino,gražus
790,böse::A,cattivo,blogas
791,dumm::A,stùpido,paikas
792,dumm::A,stùpido,kvailas
793,faul::A,pigro,tingus
794,fleißig::A,diligente,stropus
795,fleißig::A,diligente,kruopštus
796,geizig::A,avaro,šykštus
797,klug::A,intelligente,sumanus
798,klug::A,intelligente,protingas
