,Concept_ID,lez,uz
67,Boden::N,накьв,tuproq
68,Erde::N,ччил,er
69,Staub::N,руг,chang
70,Rauch::N,гум,tutun
71,Funke::N,цӏелхем,yalt
72,Feuer::N,цӏай,o't
73,Licht::N,экв,yorug'
74,Schatten::N,серин,soya
75,Wetter::N,гьава,havo
76,Nebel::N,ччилин циф,tuman
77,Wolke::N,циф,bulut
78,Regen::N,марф,yomg'ir
79,Schnee::N,жив,qor
80,Eis::N,мурк,muz
81,Frost::N,аяз,ajoz
82,Kälte::N,мекь,ajoz
83,Kälte::N,мекьивал,ajoz
84,Hitze::N,зегьем,issiq
85,Raureif::N,къирав,qirov
86,Regenbogen::N,яргъируш,kamalak
87,Donner::N,цавун ван,guldur
88,Tropfen::N,стӏал,tomchi
89,Schaum::N,каф,ko'pik
90,Schmutz::N,чирк,gard
91,Schmutz::N,кьуруш,gard
92,See::N,вир,ko'l
93,Sumpf::N,уьлен,botqoq
94,Wiese::N,векь,o'tzor
95,Wald::N,там,o'rmon
96,Hügel::N,кӏунтӏ,tepa
97,Anhöhe::N,тепе,adir
98,Anhöhe::N,гьуьндуьрвал,adir
99,Berg::N,дагъ,tog'
100,Gipfel::N,кӏукӏ,cho'qqi
101,Höhle::N,кьветӏ,kavak
102,Abhang::N,гуьне,to'sh
103,Quelle::N,чешме,buloq
104,Bach::N,булах,o'zan
105,Fluss::N,вацӏ,daryo
106,Ufer::N,къерех,sohil
107,Küste::N,къерех,qirg'oq
108,Festland::N,кьурамат,materik
109,Meer::N,гьуьл,dengiz
110,Bucht::N,бухта,qo'ltiq
111,Insel::N,остров,orol
112,Blume::N,цуьк,gul
113,Gras::N,хъач,sabza
114,Wurzel::N,дувул,tub
115,Wurzel::N,дувул,tomir
116,Baum::N,ттар,daraxt
117,Stamm::N,тан,o'simta
118,Rinde::N,чкал,qobiq
119,Ast::N,тӏур,shox
120,Zweig::N,хел,butoq
121,Blatt::N,пеш,barg
122,Birke::N,верх,qayin
123,Kiefer[Baum]::N,шамагъаж,qarag'ay
124,Weide[Baum]::N,цӏвелин ттар,shum
125,Tanne::N,ель,archa
126,Horn::N,карч,mugiz
127,Feder::N,цӏакул,par
128,Fell::N,хам,mo'yna
129,Flügel::N,лув,qanot
130,Klaue::N,къармах,tirnoq
131,Kralle::N,пац,tirnoq
132,Kralle::N,тапас,tirnoq
133,Schwanz::N,ттум,quyruq
134,Ei::N,кака,tuxum
135,Nest::N,муг,oshyon
136,Bau::N,тӏеквен,o'pqon
137,Tier::N,гьайван,hayvon
138,Herde::N,суьруь,gala
139,Kuh::N,ккал,inak
140,Bulle::N,яц,ho'kiz
141,Bulle::N,бугъа,ho'kiz
142,Pferd::N,балкӏан,ot
143,Schaf::N,хеб,qo'y
144,Schwein::N,вак,cho'chqa
145,Hund::N,кицӏ,it
146,Katze::N,кац,mushuk
147,Bär::N,сев,ayiq
148,Eichhörnchen::N,белка,tiyin
149,Elch::N,лось,los
150,Fuchs::N,сикӏ,tulki
151,Hase::N,къуьр,kuyon
152,Maus::N,кьиф,sichqon
153,Wolf::N,жанавур,bo'ri
154,Vogel::N,луван ничхир,qush
155,Schwarm::N,луж,to'da
156,Huhn::N,верч,tovuq
157,Hahn::N,кӏек,xo'roz
158,Gans::N,къаз,g'oz
159,Adler::N,лекь,burgut
160,Ente::N,пӏатӏ,o'rdak
161,Eule::N,тӏиб,boyo'g'li
162,Kranich::N,дурна,turna
163,Krähe::N,къаргъа,qarg'a
164,Kuckuck::N,кукупӏ,kakku
165,Schwan::N,къугь,oqkush
166,Fisch::N,гъед,baliq
167,Barsch::N,окунь,olabug'a
168,Hecht::N,щука,cho'rtan
169,Schlange[Tier]::N,илан,ilon
170,Schlange[Tier]::N,гъуьлягъ,ilon
171,Wurm::N,квак,qurt
172,Spinne::N,хуьшрекан,o'rgimchak
173,Ameise::N,цегв,chumoli
174,Laus::N,нет,bit
175,Mücke::N,ветӏ,chivin
176,Fliege::N,тӏветӏ,pashsha
177,Schmetterling::N,чепелукь,kapalak
178,Beere::N,куьлуь емиш,meva
179,Apfel::N,ич,olma
180,Pilz::N,къарникъуз,qo'ziqorin
181,Zwiebel::N,чичӏек,piyoz
182,Saat::N,тумар,äkin
183,Korn::N,твар,zarra
184,Heu::N,векь,xashak
185,Heu::N,векьер,xashak
186,Schale::N,пириш,po'choq
187,Schale::N,хъуьруьш,po'choq
188,Grube::N,фур,co'ra
189,Falle::N,ракьар,qopqon
190,Schlinge::N,гьалкъа,sirtmoq
191,Spur::N,гел,iz
192,Asche::N,руьхъ,kul
193,Dreck::N,чирк,kir
194,Dreck::N,кьуруш,kir
195,Eisen::N,ракь,temir
196,Gold::N,алтун,tilla
197,Silber::N,гимиш,kumush
198,Kohle::N,цӏивин,ko'mir
199,Glas::N,шуьше,oyna
200,Lehm::N,ччеб,loy
201,Sand::N,къум,qum
202,Mensch::N,инсан,odam
203,Mann::N,итим,ärkak
204,Frau::N,паб,ayol
205,Frau::N,дишегьли,ayol
206,Kind::N,аял,bola
207,Kind::N,аял,kichkintoy
208,Junge::N,гада,bola
209,Mädchen::N,руш,qiz
210,Familie::N,хзан,oila
211,Familie::N,килфет,oila
212,Großvater::N,чӏехи буба,buva
213,Großvater::N,чӏехи буба,katta ota
214,Großmutter::N,чӏехи диде,buvi
215,Großmutter::N,чӏехи диде,katta oyi
216,Eltern::N,диде-буба,ota-ona
217,Vater::N,буба,ota
218,Mutter::N,диде,ona
219,Sohn::N,хва,o'g'il
220,Tochter::N,руш,qiz
221,Bruder::N,стха,og'a
222,Bruder::N,стха,uka
223,Schwester::N,вах,opa
224,Schwester::N,вах,singil
225,Onkel::N,ими,amaki
226,Onkel::N,халу,amaki
227,Tante::N,эме,amma
228,Tante::N,эме,xola
229,Tante::N,хала,amma
230,Tante::N,хала,xola
231,Ehemann::N,гъуьл,är
232,Ehefrau::N,паб,rafiqa
233,Freude::N,шадвал,ayish
234,Gelächter::N,хъвер,kulgi
235,Glück::N,бахт,saodat
236,Kummer::N,дерт,g'am
237,Kummer::N,хажалат,g'am
238,Wunsch::N,мурад,orzu
239,Lust::N,гьевес,rag'bat
240,Geist::N,руьгь,ruh
241,Gedanke::N,фикир,fikr
242,Verstand::N,акьул,aql
243,Sinn::N,мана,ma'ni
244,Grund::N,себеб,sabab
245,Wahrheit::N,керчек,haq
246,Wahrheit::N,гьакъикъат,haq
247,Gespräch::N,ихтилат,gap
248,Märchen::N,мах,ärtak
249,Erzählung::N,кьиса,rivoyat
250,Nachricht::N,хабар,xabar
251,Neuigkeit::N,цӏийи хабар,yangilik
252,Name::N,тӏвар,ot
253,Rätsel::N,мискӏал,topishmoq
254,Rede::N,рахун,nutq
255,Sprache::N,чӏал,til
256,Stimme::N,ван,ovoz
257,Wort::N,гаф,so'z
258,Zeichen::N,ишара,alomat
259,Ruf::N,эвер,chaqiriq
260,Lärm::N,ван-сес,taraq
261,Laut::N,ван,tovush
262,Laut::N,сес,tovush
263,Ton::N,ван-сес,un
264,Lied::N,мани,ashula
265,Ruhe::N,ласвал,tinchlik
266,Ruhe::N,фаракъат,tinchlik
267,Ruhe::N,асайиш,tinchlik
268,Leute::N,инсанар,xaloyiq
269,Volk::N,халкь,xalq
270,Arbeit::N,кӏвалах,ish
271,Gast::N,мугьман,mehmon
272,Geschenk::N,савкьат,hadya
273,Spiel::N,къугъун,o'yin
274,Gesellschaft::N,жемят,jamiyat
275,Gesellschaft::N,общество,jamiyat
276,Hilfe::N,куьмек,yordam
277,Freund::N,дуст,do'st
278,Kamerad::N,яр-дуст,yo'ldosh
279,Angelegenheit::N,кар,daxl
280,Anzahl::N,сан,son
281,Anzahl::N,кьадар,son
282,Art::N,жуьре,tur
283,Stück::N,кӏус,parcha
284,Teil::N,пай,bo'lak
285,Hälfte::N,зур,yarim
286,Hälfte::N,зур пай,yarim
287,Kreis::N,круг,aylana
288,Kreis::N,чкаяр,aylana
289,Kreis::N,элкъвей цӏар,aylana
290,Kreuz::N,хаш,xoch
291,Linie::N,цӏар,liniya
292,Strich::N,цӏар,chiziq
293,Abstand::N,ара,oralik
294,Entfernung::N,мензил,uzoqlik
295,Gegend::N,чка,yer
296,Platz::N,ара,oralig
297,Ort::N,чка,joy
298,Seite::N,пад,yon
299,Mitte::N,юкь,o'rta
300,Gegenstand::N,затӏ,ashyo
301,Sache::N,шей,buyum
302,Sache::N,затӏ,buyum
303,Rand::N,къерех,chek
304,Kante::N,син,tig'
305,Ecke::N,пӏипӏ,burchak
306,Spitze::N,кӏвенкӏв,uch
307,Ende::N,кьил,oxir
308,Loch::N,тӏеквен,teshik
309,Winkel::N,пӏипӏ,go'sha
310,Muster::N,гишир,nusha
311,Größe::N,кьадар,kattalik
312,Länge::N,яргъивал,uzunlik
313,Höhe::N,кьакьанвал,yuksaklik
314,Gewicht::N,заланвал,solmoq
315,Menge::N,кьадар,miqdor
316,Haufen::N,хара,uyum
317,Reihe::N,жерге,saf
318,Boot::N,луьткве,qayiq
319,Ruder::N,кьусу,äshkak
320,Schlitten::N,гъелерар,chana
321,Lagerfeuer::N,цӏай,gulxan
322,Last::N,заланвал,yuk
323,Gang::N,ериш,yurish
324,Schritt::N,къадам,qadam
325,Norden::N,кефер,shimol
326,Norden::N,кефер пад,shimol
327,Süden::N,кьибле,janub
328,Westen::N,рагъакӏидай пад,g'arb
329,Osten::N,рагъэкъечӏдай пад,sharq
330,Holz::N,кӏарас,yog'och
331,Brett::N,кьул,taxta
332,Brett::N,тахта,taxta
333,Stütze::N,даях,tayanchi
334,Stange::N,юрк,qo'noq
335,Stock::N,лаш,tayoq
336,Stab::N,юрк,gavron
337,Rohr::N,турба,tarnov
338,Haus::N,ужагъ,uy
339,Heim::N,кӏвал,makon
340,Ofen::N,пич,pechka
341,Fußboden::N,кӏвалин ччил,pol
342,Tisch::N,стол,mosa
343,Stuhl::N,стул,o'rindiq
344,Wiege::N,кьеб,beshik
345,Bett::N,тахт,yotoq
346,Regal::N,кьацӏ,tokcha
347,Kiste::N,ящик,sandiq
348,Fenster::N,дакӏар,deraza
349,Tür::N,рак,äshik
350,Tor::N,варар,darvoza
351,Zaun::N,пару,panjara
352,Dach::N,къав,tom
353,Leiter::N,гурар,narvon
354,Besen::N,таран кул,supurgi
355,Spaten::N,ппер,bel
356,Schaufel::N,хекендаз,kurak
357,Gabel::N,шиш,bilka
358,Löffel::N,тӏур,qoshiq
359,Messer::N,чукӏул,pichoq
360,Nagel::N,мих,mix
361,Netz::N,чил,to'r
362,Haken::N,къармах,ilgak
363,Griff::N,ттум,sop
364,Griff::N,ттум,tutqich
365,Schloss::N,куьлег,qulf
366,Bild::N,шикил,rasm
367,Bild::N,суьрет,rasm
368,Figur::N,фигура,shakl
369,Puppe::N,нини,ko'g'irchoq
370,Beutel::N,тагъар,to'rva
371,Bündel::N,галгам,bog'lam
372,Tasche::N,чанта,kissa
373,Eimer::N,ведре,chelak
374,Deckel::N,кьил,qopqoq
375,Deckel::N,къалпагъ,qopqoq
376,Geschirr::N,къаб-къажах,idish
377,Sack::N,чувал,qop
378,Tasse::N,сукӏра,piyola
379,Topf::N,къажгъан,tuvak
380,Kessel::N,къажгъан,qozon
381,Essen::N,тӏуьн,tomoq
382,Nahrung::N,тӏуьн,emak
383,Speise::N,хуьрек,taom
384,Fleisch::N,як,go'sht
385,Getreide::N,техил,g'alla
386,Brei::N,хапӏа,bo'tqa
387,Brei::N,хешил,bo'tqa
388,Brot::N,фу,non
389,Scheibe::N,чӏук,disk
390,Fett::N,ягълу,moy
391,Butter::N,гъери,yog'
392,Öl::N,ягълу,moy
393,Salz::N,кьел,tuz
394,Suppe::N,суп,sho'rva
395,Suppe::N,шурпа,sho'rva
396,Honig::N,вирт,asal
397,Milch::N,нек,sut
398,Tee::N,чай,choy
399,Leder::N,тумаж,charm
400,Wolle::N,йис,jun
401,Stoff::N,парча,mato
402,Nadel::N,раб,igna
403,Faden::N,гъал,ip
404,Knopf::N,дуьгме,tugma
405,Knoten::N,тӏвал,tugun
406,Farbe::N,ранг,bo'yok
407,Kleidung::N,партал,kiyim
408,Hemd::N,перем,ko'ylak
409,Kragen::N,хев,yoqa
410,Ärmel::N,хел,yeng
411,Hose::N,шалвар,shim
412,Gürtel::N,чӏул,tasma
413,Mütze::N,бармак,shapka
414,Mütze::N,бапӏах,shapka
415,Schuh::N,ботинка,but
416,Stiefel::N,чекме,botinka
417,Ring::N,тупӏал,yuzuk
418,Band::N,тасма,rishta
419,Kamm::N,регъ,taroq
420,Spiegel::N,гуьзгуь,ko'zgu
421,Riemen::N,къайиш,qayish
422,Schnur::N,еб,bog'ich
423,Decke::N,яргъан,odyol
424,Kissen::N,хъуьцуьган,yostiq
425,Tuch::N,шал,gazlama
426,Handtuch::N,дасмал,sochiq
427,Kraft::N,гуж,kuch
428,Stärke::N,къуват,quvvat
429,Gesundheit::N,сагъвал,sog'lik
430,Krankheit::N,тӏал,kasallik
431,Schmerz::N,тӏал,og'riq
432,Schmerz::N,тӏарвал,og'riq
433,Wunde::N,хер,yara
434,Fieber::N,ифин,bezgak
435,Arznei::N,дарман,dori
436,Brücke::N,муьгъ,ko'prik
437,Brunnen::N,къуй,buloq
438,Weide::N,уьруьш,yaylov
439,Pfad::N,рехъ,dorojka
440,Weg::N,рехъ,yo'l
441,Straße::N,рехъ,ko'cha
442,Dorf::N,хуьр,ovul
443,Stadt::N,шегьер,shahar
444,Brief::N,кагъаз,maktub
445,Buch::N,улуб,kitob
446,Buchstabe::N,гьарф,harf
447,Zeitung::N,газета,gazet
448,Leben::N,уьмуьр,hayot
449,Tod::N,кьиникь,o'lim
450,Grab::N,сур,go'r
451,Kirche::N,килиса,cherkov
452,Sünde::N,гунагь,gunoh
453,Gott::N,аллагь,olloh
454,Arbeiter::N,фяле,ishchi
455,Chef::N,гьаким,rais
456,Meister::N,устӏар,usta
457,Arzt::N,доктор,hakim
458,Lehrer::N,муаллим,muallim
459,Geld::N,пул,pul
460,Laden::N,магазин,do'kon
461,Preis::N,къимет,baho
462,Ware::N,мал,mol
463,Ware::N,товар,mol
464,Nutzen::N,хийир,foyda
465,Nutzen::N,менфят,foyda
466,Reichtum::N,девлет,boylik
467,Welt::N,дуьнья,olam
468,Land::N,уьлкве,o'lka
469,Staat::N,пачагьлугъ,davlat
470,Staat::N,государство,davlat
471,König::N,пачагь,qirol
472,Macht::N,власть,iqtidor
473,Grenze::N,сергьят,chegara
474,Krieg::N,дяве,harb
475,Feind::N,душман,dushman
476,Gewalt::N,гуж,zo'rlik
477,Kampf::N,женг,kurash
478,Bogen[Waffe]::N,чӏемерук,yoy
479,Pfeil::N,хьел,o'q
480,Gewehr::N,тфенг,vintovka
481,Fehler::N,гъалатӏ,xato
482,Lüge::N,ттаб,yolg'on
483,Schaden::N,зиян,ziyon
484,Schaden::N,зарар,ziyon
485,Unglück::N,бала,balo
486,Unglück::N,бедбахтвал,balo
487,Schuld::N,тахсир,ayb
488,Alter::N,яш,yosh
489,Schluss::N,эхир,tamom
490,Zeit::N,вяде,vaqt
491,Tag::N,югъ,kun
492,Morgen::N,пакама,saboh
493,Mittag::N,нисин,kun tushlik
494,Abend::N,няни,oqshom
495,Nacht::N,йиф,tun
496,Woche::N,гьафте,hafta
497,Monat::N,варз,oy
498,Jahr::N,йис,yil
499,Frühling::N,гатфар,bahor
500,Sommer::N,гад,yoz
501,Herbst::N,зул,kuz
502,Herbst::N,зул,xazon
503,Winter::N,кьуьд,qish
504,Januar::N,январь,yanvar'
505,Februar::N,февраль,fevral'
506,März::N,март,mart
507,April::N,апрель,aprel'
508,Mai::N,май,may
509,Juni::N,июнь,iyun'
510,Juli::N,июль,iyul'
511,August::N,август,avgust
512,September::N,сентябрь,sentyabr'
513,Oktober::N,октябрь,oktyabr'
514,November::N,ноябрь,noyabr'
515,Dezember::N,декабрь,dekabr'
516,Montag::N,ислен,dushanba
517,Dienstag::N,саласа,seshanba
518,Mittwoch::N,арбе,chorshanba
519,Donnerstag::N,хемис югъ,payshanba
520,Freitag::N,жуьмя,juma
521,Freitag::N,жуьмя югъ,juma
522,Samstag::N,киш,shanba
523,Sonntag::N,гьяд,yakshanba
524,groß::A,еке,buyuk
525,groß::A,чӏехи,buyuk
526,klein::A,гъвечӏи,kichik
527,lang::A,яргъи,uzun
528,kurz::A,куьруь,qisqa
529,breit::A,гьяркьуь,keng
530,schmal::A,гуьтӏуь,änsiz
531,dicht::A,къалин,quyuq
532,dünn::A,кьелечӏ,ingichka
533,fein::A,шуькӏуь,mayin
534,fest::A,кӏеви,qattiq
535,flach::A,кьулу,yalpoq
536,glatt::A,цӏалцӏам,tekis
537,hart::A,кӏеви,qattiq
538,weich::A,хъуьтуьл,yumshoq
539,rund::A,элкъвей,yumaloq
540,spitz::A,хци,uchli
541,scharf::A,хци,keskir
542,stumpf::A,къуьруь,to'mtoq
543,schwer::A,залан,salmoqli
544,schön::A,иер,go'zal
545,heiß::A,кудай,qiziq
546,warm::A,чими,issiq
547,kalt::A,мекьи,sovuq
548,kühl::A,къайи,salqin
549,frisch::A,таза,toza
550,frisch::A,михьи,toza
551,feucht::A,ламу,namli
552,nass::A,кьежей,nam
553,trocken::A,кьуру,quruq
554,voll::A,ацӏай,to'la
555,leer::A,буш,puch
556,leer::A,ичӏи,puch
557,offen::A,ахъа,ochiq
558,geschlossen::A,кӏеви,berk
559,sauber::A,михьи,ozoda
560,schmutzig::A,чиркин,kir
561,schmutzig::A,кьацӏай,kir
562,roh::A,чиг,xom
563,roh::A,ицӏи,xom
564,reif::A,дигмиш хьайи,pishiq
565,lecker::A,дадлу,shirin
566,süß::A,ширин,shirin
567,bitter::A,туькьуьл,achchiq
568,sauer::A,цуру,achchiq
569,hell::A,экуь,yorug'
570,dunkel::A,мичӏи,qorong'i
571,schwarz::A,чӏулав,qora
572,weiß::A,лацу,oq
573,rot::A,яру,qizil
574,gelb::A,хъипи,sariq
575,blau::A,вили,zangori
576,grün::A,къацу,yashil
577,grau::A,рехи,bo'z
578,bunt::A,цӏару,ola
579,bunt::A,яру-цӏару,ola
580,billig::A,ужуз,arzon
581,teuer::A,багьа,qimmat
582,wertvoll::A,масан,qimmat
583,blind::A,буьркьуь,ko'r
584,taub::A,биши,garang
585,kräftig::A,гужлу,kuchli
586,stark::A,къуватлу,quvvatli
587,schwach::A,такьатсуз,kuchsiz
588,fett::A,куьк,semiz
589,schlank::A,шумал,ingichka
590,hübsch::A,гуьрчег,ko'rkam
591,böse::A,пис,yovuz
592,dumm::A,ахмакь,aqlsiz
593,faul::A,тенпел,ärinchak
594,fleißig::A,сяй ийидай,ishchan
595,fleißig::A,сяйи ийидай,ishchan
596,geizig::A,мискьи,qurumsoq
597,klug::A,акьуллу,oqil
598,geschickt::A,магьир,äpchil
599,lieb::A,играми,aziz
600,lustig::A,шад,chaqchaq
601,sanft::A,назик,asta
602,sanft::A,милайим,asta
603,hungrig::A,гишин,och
604,krank::A,кефсуз,kasal
605,nackt::A,кьецӏил,yalang
606,traurig::A,пашман,xafa
607,lebendig::A,ччан алай,hayotiy
608,gut::A,хъсан,soz
609,gut::A,вижевай,soz
610,schlecht::A,пис,yomon
611,richtig::A,дуьз,rost
612,schlimm::A,нифретлу,yovuz
613,wahr::A,гьакъикъи,haqiqiy
614,alt::A,эски,äski
615,alt::A,куьгьне,äski
616,neu::A,цӏийи,yangi
617,ehemalig::A,виликан,sobiq
618,alt[Lebewesen]::A,кьуьзуь,qari
619,jung::A,жегьил,navqiron
620,arm::A,кесиб,abgor
621,reich::A,девлетлу,boy
622,bekannt::A,чидай,ma'lum
623,berühmt::A,машгьур,mashhur
624,fremd::A,ччара,yot
625,verschieden::A,жуьреба-жуьре,turli
626,nah::A,мукьвал,yaqindagi
627,fern::A,яргъал,uzoq
628,linker::A,чапла,so'l
629,rechter::A,эрчӏи,o'ng
630,anderer::A,маса,boshqa
631,anderer::A,муькуь,boshqa
632,erster::A,сад лагьай,birinchi
633,zweiter::A,кьвед лагьай,ikkinchi
634,dritter::A,пуд лагьай,uchinchi
635,letzter::A,эхиримжи,oxirgi
636,allein::ADV,кьилди,o'zicha
637,zusammen::ADV,санал,barobar
638,lange::ADV,яргъалди,uzoq
639,plötzlich::ADV,садлагьана,qo'qqisdan
640,sofort::ADV,гьасятда,darrov
641,später::ADV,гуьгъуьнлай,so'ngra
642,jetzt::ADV,гила,hozirgina
643,heute::ADV,къе,bugun
644,morgen::ADV,пака,ärta
645,bald::ADV,мукьва,toz
646,bald::ADV,мукьвара,toz
647,dann::ADV,ахпа,keyin
648,gestern::ADV,накь,kecha
649,einst::ADV,садра,avvallari
650,damals::ADV,а чӏавуз,ugal
651,danach::ADV,ахпа,so'ngra
652,vorher::ADV,вилик,avval
653,zuerst::ADV,сифте,avval
654,einmal::ADV,садра,bir marta
655,manchmal::ADV,гагь-гагь,onda-sonda
656,oft::ADV,гзаф вахтара,tez-tez
657,immer::ADV,гьамиша,har vaqt
658,niemals::ADV,са чӏавузни,hargiz
659,niemals::ADV,са вахтундани,hargiz
660,hier::ADV,ина,shu erda
661,hierhin::ADV,иниз,beri
662,von hier::ADV,инай,shu erdan
663,dort::ADV,ана,ana
664,dorthin::ADV,аниз,u yerga
665,geradeaus::ADV,дуьз,to'g'ri
666,vorwärts::ADV,вилик,ilgari
667,vorwärts::ADV,виликди,ilgari
668,rückwärts::ADV,кьулухъ,qoloq
669,unten::ADV,агъада,pastda
670,hinab::ADV,агъуз,tubanga
671,oben::ADV,винел,ustida
672,hinauf::ADV,виниз,yuqorida
673,überall::ADV,вирина,har erda
674,nicht::ADV,ваъ,ämas
675,ein wenig::ADV,са тӏимил,biroz
676,kaum::ADV,жизви,arang
677,sehr::ADV,лап,ancha
678,so::ADV,икӏ,shunday
679,noch::ADV,гьеле,hali
680,nur::ADV,анжах,yolg'iz
681,schon::ADV,хъувуна,endi
682,schon::ADV,мадни дардиз,endi
683,schon::ADV,мадни гуьтӏуьз,endi
684,schon::ADV,мадни гуьтӏуь я,endi
685,vergebens::ADV,нагьакь,bekorga
686,vergebens::ADV,нагьакьа,bekorga
687,vor::PRP,вилик,burun
688,hinter::PRP,кьулухъ,ketida
689,unter::PRP,кӏаник,ostida
690,durch::PRP,арадай,bo'ylab
691,durch::PRP,-кай хкатна,bo'ylab
692,neben::PRP,патав,yonida
693,neben::PRP,мукьув,yonida
694,zwischen::PRP,ара,orada
695,zwischen::PRP,арада,orada
696,wegen::PRP,гъиляй,sababli
697,dies::PRN,и,o'sha
698,dies::PRN,им,o'sha
699,das::PRN,а,narigi
700,das::PRN,ам,narigi
701,alles::PRN,вири,har nima
702,alles::PRN,михьиз,har nima
703,ich::PRN,за,men
704,ich::PRN,зун,men
705,du::PRN,вун,sen
706,er::PRN,ам,u
707,er::PRN,гьа,u
708,wir::PRN,чун,biz
709,ihr::PRN,куьн,siz
710,sie::PRN,абур,ular
711,was::FPRN,вуч,nima
712,wer::FPRN,вуж,kim
713,wo::FADV,гьина,qaerda
714,wohin::FADV,гьиниз,qayerga
715,wie::FADV,гьикӏ,qanday
716,warum::FADV,вучиз,nega
717,wieviel::FNUM,шумуд,qancha
718,eins::NUM,са,bir
719,zwei::NUM,кьвед,ikki
720,drei::NUM,пуд,uch
721,vier::NUM,кьуд,to'rt
722,fünf::NUM,вад,besh
723,sechs::NUM,ругуд,olti
724,sieben::NUM,ирид,etti
725,acht::NUM,муьжуьд,sakkiz
726,neun::NUM,кӏуьд,to'qqiz
727,zehn::NUM,цӏуд,o'n
728,elf::NUM,цӏусад,o'n bir
729,zwölf::NUM,цӏикьвед,o'n ikki
730,zwanzig::NUM,къад,yigirma
731,dreißig::NUM,къанницӏуд,o'ttiz
732,vierzig::NUM,яхцӏур,qirq
733,fünfzig::NUM,яхцӏурни цӏуд,ällik
734,sechzig::NUM,пудкъад,oltmish
735,siebzig::NUM,пудкъанни цӏуд,etmish
736,achtzig::NUM,кьудкъад,sakson
737,neunzig::NUM,кьудкъанни цӏуд,to'qson
738,hundert::NUM,виш,yuz
739,tausend::NUM,агъзур,ming
740,und::CNJ,ва,va
741,oder::CNJ,я,yo
742,stehen::V,акъвазун,turmoq
743,sitzen::V,ацукьун,o'tirmoq
744,liegen::V,къаткун,yotmoq
745,hängen::V,куьрс хьун,osilmoq
746,werden::V,хьун,bo'lmoq
747,passieren::V,хьун,bo'lib o'tmoq
748,beginnen::V,башламиш хьун,boshlanmoq
749,enden::V,куьтягь хьун,bitmoq
750,wechseln::V,дегиш хьун,o'zgarmoq
751,aufgehen[Sonne]::V,экъечӏун,chiqmoq
752,untergehen[Sonne]::V,акӏун,botmoq
753,scheinen[Sonne]::V,ишигь гун,yaraqlamoq
754,donnern::V,къукърумар авун,gulduramoq
755,strömen::V,авахьун,oqmoq
756,fließen::V,авахьун,oqmoq
757,sich drehen::V,элкъуьн,aylanmoq
758,schwanken::V,юзун,qoqilmoq
759,schwingen::V,галтад хьун,lopillamoq
760,fallen::V,аватун,tushmoq
761,brennen::V,кун,yonmoq
762,brennen::V,ккун,yonmoq
763,regnen::V,къун,yomg'ir yog'moq
764,gefrieren::V,муркӏади кьун,muzlamoq
765,tauen::V,цӏурун,ärimoq
766,schmelzen::V,цӏурун,ärimoq
767,trocknen::V,кьурун,qurimoq
768,sieden::V,ругун,qaynamoq
769,faulen::V,кутӏун,chirimoq
770,verfaulen::V,чуьруьтмиш хьун,chirimoq
