,Concept_ID,,fa
950,schimpfen::V,,فحاشی کردن
951,sich ärgern::V,,ناراحت شدن
952,sich fürchten::V,,واهمه کردن
953,fürchten::V,,ترسیدن
954,fliehen::V,,گریختن
955,flüchten::V,,فرار کردن
956,sehen::V,,دیدن
957,anschauen::V,,نگاه کردن
958,ansehen::V,,تماشا کردن
959,hören::V,,شنیدن
960,zuhören::V,,گوش دادن
961,probieren::V,,چشیدن
962,riechen::V,,بوییدن
963,riechen::V,,بو کردن
964,fühlen::V,,احساس کردن
965,scheinen::V,,بنظر آمدن
966,zu sehen sein::V,,دیده شدن
967,vernehmen::V,,شنیدن
968,frieren::V,,سرد بودن
969,tun::V,,کردن
970,können::V,,توانستن
971,wollen::V,,خواستن
972,anfangen::V,,شروع کردن
973,beenden::V,,تمام کردن
974,beenden::V,,پایان دادن
975,aufhören::V,,دست کشیدن
976,gelingen::V,,موفق شدن
977,geraten::V,,نتیجه دادن
978,öffnen::V,,گشودن
979,öffnen::V,,باز کردن
980,schließen::V,,بستن
981,schließen::V,,قفل کردن
982,stellen::V,,گذاردن
983,setzen::V,,نشاندن
984,legen::V,,گذاشتن
985,berühren::V,,دست زدن
986,berühren::V,,لمس کردن
987,verbinden::V,,وصل کردن
988,bedecken::V,,پوشاندن
989,aufhängen::V,,آویختن
990,anzünden::V,,سوزاندن
991,aufheben::V,,برداشتن
992,aufheben::V,,بلند کردن
993,zurücklassen::V,,گذاشتن
994,verlieren::V,,گم کردن
995,fallen lassen::V,,انداختن
996,machen::V,,کردن
997,machen::V,,ساختن
998,herstellen::V,,ساختن
999,herstellen::V,,تولید کردن
1000,bauen::V,,ساختن
1001,bauen::V,,بنا کردن
1002,reparieren::V,,درست کردن
1003,reparieren::V,,تعمیر کردن
1004,verbessern::V,,بهتر کردن
1005,ändern::V,,تغییر دادن
1006,graben::V,,کندن
1007,graben::V,,گود کردن
1008,beugen::V,,کج کردن
1009,biegen::V,,خم کردن
1010,drehen::V,,چرخاندن
1011,wenden::V,,برگرداندن
1012,umdrehen::V,,برگرداندن
1013,heben::V,,برداشتن
1014,hochheben::V,,برآوردن
1015,hochheben::V,,بلند کردن
1016,ergreifen::V,,گرفتن
1017,halten::V,,نگاه داشتن
1018,drücken::V,,فشار دادن
1019,drücken::V,,فشار آوردن
1020,schieben::V,,هل دادن
1021,kratzen::V,,خاریدن
1022,lecken::V,,لیسیدن
1023,beißen::V,,گاز زدن
1024,abreißen::V,,پاره کردن
1025,abschneiden::V,,بریدن
1026,abschneiden::V,,قطع کردن
1027,binden::V,,بستن
1028,stecken::V,,فرو کردن
1029,brechen::V,,شکستن
1030,klopfen::V,,کوبیدن
1031,hauen::V,,زدن
1032,kleben::V,,چسباندن
1033,reiben::V,,مالش دادن
1034,streichen::V,,مالیدن
1035,schleifen::V,,تیز کردن
1036,schneiden::V,,چیدن
1037,schneiden::V,,بریدن
1038,rütteln::V,,لرزاندن
1039,rütteln::V,,تکان دادن
1040,schütteln::V,,تکان دادن
1041,schwenken::V,,تاب دادن
1042,schütten::V,,ریختن
1043,füllen::V,,پر کردن
1044,einwickeln::V,,پیچیدن
1045,tragen::V,,بردن
1046,tragen::V,,حمل کردن
1047,schleppen::V,,کشیدن
1048,ziehen::V,,کشیدن
1049,aufbewahren::V,,نگهداری کردن
1050,werfen::V,,انداختن
1051,werfen::V,,پرتاب کردن
1052,fangen::V,,گرفتن
1053,packen::V,,گرفتن
1054,verstecken::V,,قایم کردن
1055,verstecken::V,,پنهان کردن
1056,teilen::V,,قسمت کردن
1057,teilen::V,,تقسیم کردن
1058,schicken::V,,فرستادن
1059,schicken::V,,ارسال کردن
1060,bringen::V,,آوردن
1061,hinzufügen::V,,افزودن
1062,hinzufügen::V,,اضافه کردن
1063,bekommen::V,,گرفتن
1064,erhalten::V,,دریافت کردن
1065,nehmen::V,,گرفتن
1066,nehmen::V,,برداشتن
1067,wählen::V,,انتخاب کردن
1068,auswählen::V,,برگزیدن
1069,bewahren::V,,حفظ کردن
1070,bewahren::V,,حفاظت کردن
1071,behindern::V,,مانع بودن
1072,verderben::V,,از بین بردن
1073,beschädigen::V,,صدمه زدن
1074,zerbrechen::V,,شکستن
1075,zerreißen::V,,دریدن
1076,zerreißen::V,,پاره کردن
1077,zerstören::V,,خراب کردن
1078,zerstören::V,,ویران کردن
1079,verbrennen::V,,سوزاندن
1080,geben::V,,دادن
1081,reichen::V,,دادن
1082,schenken::V,,هدیه دادن
1083,versprechen::V,,قول دادن
1084,versprechen::V,,وعده دادن
1085,wünschen::V,,آرزو کردن
1086,loben::V,,ستایش کردن
1087,küssen::V,,بوسیدن
1088,wiegen::V,,نوسان کردن
1089,zudecken::V,,پوشاندن
1090,wecken::V,,بیدار کردن
1091,zeigen::V,,نشان دادن
1092,führen::V,,رهنمائی کردن
1093,lehren::V,,آموختن
1094,lehren::V,,یاد دادن
1095,unterrichten::V,,درس دادن
1096,unterrichten::V,,تدریس کردن
1097,aufziehen::V,,تربیت کردن
1098,leiten::V,,اداره کردن
1099,antreiben::V,,عجله دادن
1100,lassen::V,,وادار کردن
1101,einladen::V,,دعوت کردن
1102,einladen::V,,مهمان کردن
1103,vereinigen::V,,یکی کردن
1104,vereinigen::V,,متحد کردن
1105,besuchen::V,,دیدار کردن
1106,treffen::V,,ملاقات کردن
1107,sich versammeln::V,,جمع شدن
1108,spielen::V,,بازی کردن
1109,singen::V,,آواز خواندن
1110,tanzen::V,,رقصیدن
1111,sich trennen::V,,جدا شدن
1112,verlassen::V,,ترک کردن
1113,retten::V,,نجات دادن
1114,bewachen::V,,حراست کردن
1115,schützen::V,,حفظ کردن
1116,verteidigen::V,,دفاع کردن
1117,sich schlagen::V,,کتک‌کاری کردن
1118,schießen::V,,تیر زدن
1119,siegen::V,,پیروز شدن
1120,ärgern::V,,ناراحت کردن
1121,schlagen::V,,زدن
1122,schlagen::V,,کوبیدن
1123,treten::V,,لگد زدن
1124,stechen::V,,چاقو زدن
1125,stoßen::V,,هل دادن
1126,stehlen::V,,دزدیدن
1127,stören::V,,مزاحم شدن
1128,belästigen::V,,زحمت دادن
1129,verbergen::V,,پنهان کردن
1130,täuschen::V,,گول زدن
1131,täuschen::V,,فریب دادن
1132,betrügen::V,,گول زدن
1133,betrügen::V,,فریب دادن
1134,töten::V,,کشتن
1135,wohnen::V,,منزل داشتن
1136,wohnen::V,,سکونت داشتن
1137,arbeiten::V,,کار کردن
1138,sammeln::V,,جمع کردن
1139,pflücken::V,,چیدن
1140,jagen::V,,شکار کردن
1141,fischen::V,,صید کردن
1142,fischen::V,,ماهی‌گیری کردن
1143,fassen::V,,گرفتن
1144,hüten::V,,چراندن
1145,hüten::V,,مراقبت کردن
1146,treiben::V,,راندن
1147,anbinden::V,,متصل کردن
1148,füttern::V,,غذا دادن
1149,melken::V,,دوشیدن
1150,hacken::V,,خرد کردن
1151,gießen::V,,ریختن
1152,reifen::V,,رسیدن
1153,zubereiten::V,,طبخ کردن
1154,zubereiten::V,,آماده کردن
1155,kochen::V,,پختن
1156,kochen::V,,آشپزی کردن
1157,backen::V,,پختن
1158,braten::V,,سرخ کردن
1159,umrühren::V,,هم زدن
1160,stricken::V,,بافتن
1161,nähen::V,,دوختن
1162,färben::V,,رنگ زدن
1163,reinigen::V,,پاک کردن
1164,reinigen::V,,تمیز کردن
1165,waschen::V,,شستن
1166,abwischen::V,,زدودن
1167,spülen::V,,شستن
1168,fegen::V,,جارو کردن
1169,kehren::V,,جارو کردن
1170,baden::V,,شنا کردن
1171,baden::V,,حمام کردن
1172,sich waschen::V,,شستشو کردن
1173,ausziehen::V,,درآوردن
1174,anziehen::V,,پوشیدن
1175,sich anziehen::V,,لباس پوشیدن
1176,kämmen::V,,شانه زدن
1177,schmücken::V,,زینت دادن
1178,sagen::V,,گفتن
1179,sprechen::V,,حرف زدن
1180,sprechen::V,,صحبت کردن
1181,reden::V,,حرف زدن
1182,reden::V,,صحبت کردن
1183,sich unterhalten::V,,گپ زدن
1184,fragen::V,,پرسیدن
1185,fragen::V,,سؤال کردن
1186,bitten::V,,خواهش کردن
1187,bitten::V,,درخواست کردن
1188,erzählen::V,,نقل کردن
1189,erzählen::V,,حکایت کردن
1190,mitteilen::V,,خبر دادن
1191,nennen::V,,نامیدن
1192,rufen::V,,صدا کردن
1193,prahlen::V,,پز آمدن
1194,übersetzen::V,,ترجمه کردن
1195,denken::V,,فکر کردن
1196,glauben::V,,باور کردن
1197,glauben::V,,عقیده داشتن
1198,bemerken::V,,متوجه شدن
1199,erkennen::V,,شناختن
1200,erkennen::V,,تشخیص دادن
1201,begreifen::V,,فهمیدن
1202,begreifen::V,,درک کردن
1203,verstehen::V,,فهمیدن
1204,lernen::V,,آموختن
1205,lernen::V,,یاد گرفتن
1206,wissen::V,,دانستن
1207,sich erinnern an::V,,به یاد آوردن
1208,vergessen::V,,فراموش کردن
1209,messen::V,,اندازه گرفتن
1210,zählen::V,,شمردن
1211,rechnen::V,,حساب کردن
1212,lesen::V,,خواندن
1213,malen::V,,نقاشی کردن
1214,zeichnen::V,,کشیدن
1215,zeichnen::V,,رسم کردن
1216,schreiben::V,,نوشتن
1217,besitzen::V,,داشتن
1218,kaufen::V,,خریدن
1219,kaufen::V,,خرید کردن
1220,verkaufen::V,,فروختن
1221,bezahlen::V,,پرداختن
1222,zahlen::V,,پرداخت کردن
1223,beherrschen::V,,مسلط بودن
1224,ertragen::V,,تحمل کردن
