,Concept_ID,et,he
213,Sand::N,liiv,חול
214,Mensch::N,inimene,אדם
215,Mann::N,mees,איש
216,Mann::N,mees,גבר
217,Frau::N,naine,אשה
218,Frau::N,naine,גברת
219,Kind::N,laps,ילד
220,Junge::N,poiss,ילד
221,Mädchen::N,tüdruk,נערה
222,Familie::N,perekond,משפחה
223,Großvater::N,vanaisa,סבא
224,Großmutter::N,vanaema,סבתא
225,Eltern::N,vanemad,הורים
226,Vater::N,isa,אב
227,Mutter::N,ema,אם
228,Sohn::N,poeg,בן
229,Tochter::N,tütar,בת
230,Bruder::N,vend,אח
231,Schwester::N,õde,אחות
232,Onkel::N,onu,דוד
233,Tante::N,tädi,דודה
234,Ehemann::N,mees,איש
235,Ehemann::N,mees,בעל
236,Ehemann::N,abikaasa,איש
237,Ehemann::N,abikaasa,בעל
238,Ehefrau::N,naine,אשה
239,Ehefrau::N,abikaasa,אשה
240,Freude::N,rõõm,שמחה
241,Gelächter::N,naer,צחוק
242,Glück::N,õnn,אשר
243,Kummer::N,mure,יגון
244,Kummer::N,mure,עגמה
245,Kummer::N,kurbus,יגון
246,Kummer::N,kurbus,עגמה
247,Wunsch::N,soov,אחול
248,Wunsch::N,soov,משאלה
249,Lust::N,himu,חשק
250,Lust::N,himu,תשוקה
251,Geist::N,vaim,רוח
252,Gedanke::N,mõte,מחשבה
253,Gedächtnis::N,mälu,זכרון
254,Verstand::N,aru,שכל
255,Verstand::N,mõistus,שכל
256,Sinn::N,tähendus,מובן
257,Sinn::N,tähendus,משמעות
258,Grund::N,põhjus,סבה
259,Wahrheit::N,tõde,אמת
260,Gespräch::N,kõne,דיון
261,Gespräch::N,vestlus,דיון
262,Märchen::N,muinasjutt,אגדה
263,Erzählung::N,jutustus,ספור
264,Nachricht::N,teade,ידיעה
265,Neuigkeit::N,uudis,חדשה
266,Name::N,nimi,שם
267,Rätsel::N,mõistatus,תעלומה
268,Rede::N,kõne,נאום
269,Sprache::N,keel,לשון
270,Stimme::N,hääl,קול
271,Wort::N,sõna,מלה
272,Zeichen::N,märk,סימן
273,Ruf::N,hüüe,קריאה
274,Lärm::N,müra,רעש
275,Laut::N,hääl,הגה
276,Ton::N,toon,צליל
277,Lied::N,laul,שיר
278,Ruhe::N,rahu,שלוה
279,Ruhe::N,vaikus,שלוה
280,Leute::N,inimesed,אנשים
281,Volk::N,rahvas,עם
282,Arbeit::N,töö,עבודה
283,Gast::N,külaline,אורח
284,Geschenk::N,kingitus,מתנה
285,Spiel::N,mäng,משחק
286,Gesellschaft::N,selts,חברה
287,Hilfe::N,abi,עזרה
288,Freund::N,sõber,חבר
289,Freund::N,sõber,ידיד
290,Kamerad::N,sõber,רע
291,Angelegenheit::N,asi,ענין
292,Anzahl::N,arv,מספר
293,Anzahl::N,hulk,מספר
294,Art::N,liik,סוג
295,Stück::N,tükk,חתיכה
296,Teil::N,osa,פרק
297,Hälfte::N,pool,חצי
298,Kreis::N,ring,מעגל
299,Kreuz::N,rist,צלב
300,Linie::N,joon,קו
301,Strich::N,joon,קו קצר
302,Abstand::N,vahe,מרחק
303,Entfernung::N,kaugus,מרחק
304,Entfernung::N,vahemaa,מרחק
305,Gegend::N,ümbrus,נוף
306,Platz::N,ruum,שטח
307,Ort::N,paik,אתר
308,Ort::N,paik,מקום
309,Seite::N,pool,צד
310,Mitte::N,keskpaik,אמצע
311,Gegenstand::N,ese,אוביקט
312,Sache::N,ese,דבר
313,Rand::N,äär,פרור
314,Rand::N,serv,פרור
315,Kante::N,kant,קצה
316,Ecke::N,nurk,פנה
317,Spitze::N,teravik,קצה
318,Ende::N,ots,סוף
319,Ende::N,jupp,סוף
320,Loch::N,auk,חר
321,Winkel::N,nurk,פנה
322,Muster::N,muster,תבנית
323,Größe::N,suurus,גדל
324,Länge::N,pikkus,ארך
325,Höhe::N,kõrgus,קומה
326,Höhe::N,kõrgus,גבה
327,Gewicht::N,kaal,משקל
328,Gewicht::N,raskus,משקל
329,Menge::N,arv,כמות
330,Menge::N,hulk,כמות
331,Haufen::N,hunnik,ערמה
332,Reihe::N,rivi,רצף
333,Boot::N,paat,סירה
334,Ruder::N,aer,משוט
335,Schlitten::N,saan,מזחלת
336,Ski::N,suusk,מגלשים
337,Lagerfeuer::N,lõke,מדורה
338,Last::N,koorem,משא
339,Gang::N,käik,הליכה
340,Schritt::N,samm,צעד
341,Norden::N,põhi,צפון
342,Süden::N,lõuna,דרום
343,Westen::N,lääs,מערב
344,Osten::N,ida,מזרח
345,Holz::N,puu,עץ
346,Brett::N,saelaud,קרש
347,Platte::N,plaat,לוח
348,Stütze::N,tugi,משען
349,Stange::N,latt,מוט
350,Stange::N,teivas,מוט
351,Stock::N,kepp,מקל
352,Stab::N,varras,מוט
353,Rohr::N,toru,צנור
354,Haus::N,maja,בית
355,Heim::N,kodu,בית
356,Ofen::N,ahi,תנור
357,Fußboden::N,põrand,רצפה
358,Tisch::N,laud,שלחן
359,Stuhl::N,tool,כסא
360,Wiege::N,häll,ערש
361,Wiege::N,kätki,ערש
362,Bett::N,voodi,מטה
363,Regal::N,riiul,מדף
364,Kiste::N,kast,תבה
365,Kiste::N,kast,ארגז
366,Fenster::N,aken,חלון
367,Tür::N,uks,דלת
368,Tor::N,värav,שער
369,Zaun::N,aed,גדר
370,Zaun::N,tara,גדר
371,Dach::N,katus,גג
372,Leiter::N,redel,סלם
373,Besen::N,luud,מטאטא
374,Spaten::N,labidas,את
375,Schaufel::N,kühvel,את
376,Gabel::N,kahvel,מזלג
377,Löffel::N,lusikas,כף
378,Messer::N,nuga,סכין
379,Nagel::N,nael,מסמר
380,Netz::N,võrk,רשת
381,Haken::N,haak,וו
382,Haken::N,haak,קרס
383,Haken::N,konks,וו
384,Haken::N,konks,קרס
385,Griff::N,sang,ידית
386,Griff::N,käepide,ידית
387,Schloss::N,lukk,מנעול
388,Bild::N,pilt,תמונה
389,Figur::N,kuju,פסל
390,Figur::N,kujund,פסל
391,Puppe::N,nukk,בבה
392,Beutel::N,paun,שק
393,Bündel::N,kimp,צרור
394,Tasche::N,kott,שקית
395,Eimer::N,pang,דלי
396,Eimer::N,ämber,דלי
397,Deckel::N,kaas,מכסה
398,Geschirr::N,nõud,כלים
399,Sack::N,kott,שק
400,Tasse::N,tass,ספל
401,Topf::N,pada,סיר
402,Kessel::N,pada,קנקן
403,Essen::N,söök,אכל
404,Essen::N,söök,ארוחה
405,Nahrung::N,toit,הזנה
406,Nahrung::N,toit,תזונה
407,Speise::N,roog,מאכל
408,Speise::N,roog,ארוחה
409,Fleisch::N,liha,בשר
410,Getreide::N,teravili,דגן
411,Brei::N,puder,מחית
412,Brot::N,sai,לחם
413,Brot::N,leib,לחם
414,Scheibe::N,viil,עגול
415,Scheibe::N,viil,פרוסה
416,Scheibe::N,viilukas,עגול
417,Scheibe::N,viilukas,פרוסה
418,Fett::N,rasv,שמן
419,Butter::N,või,חמאה
420,Öl::N,õli,שמן
421,Salz::N,sool,מלח
422,Suppe::N,supp,מרק
423,Honig::N,mesi,דבש
424,Milch::N,piim,חלב
425,Tee::N,tee,תה
426,Leder::N,nahk,עור
427,Wolle::N,vill,צמר
428,Stoff::N,kangas,בד
429,Stoff::N,kangas,אריג
430,Nadel::N,nõel,מחט
431,Faden::N,niit,חוט
432,Knopf::N,nööp,כפתור
433,Knoten::N,sõlm,קשר
434,Farbe::N,värv,צבע
435,Kleidung::N,riided,בגדים
436,Kleidung::N,riietus,בגדים
437,Hemd::N,särk,חלצה
438,Kragen::N,krae,צוארון
439,Ärmel::N,varrukas,שרוול
440,Hose::N,püksid,מכנסים
441,Gürtel::N,vöö,חגורה
442,Mütze::N,müts,כובע
443,Schuh::N,king,נעל
444,Stiefel::N,saabas,מגף
445,Ring::N,sõrmus,טבעת
446,Band::N,lint,סרט
447,Kamm::N,kamm,מסרק
448,Spiegel::N,peegel,מראה
449,Riemen::N,rihm,רצועה
450,Schnur::N,nöör,חבל
451,Leine::N,jalutusrihm,מושכות
452,Decke::N,tekk,שמיכה
453,Kissen::N,padi,כרית
454,Tuch::N,kalev,צעיף
455,Handtuch::N,käterätik,מגבת
456,Kraft::N,jõud,כוח
457,Stärke::N,tugevus,און
458,Gesundheit::N,tervis,בריאות
459,Krankheit::N,haigus,מחלה
460,Schmerz::N,valu,כאב
461,Wunde::N,haav,פציעה
462,Fieber::N,palavik,חם
463,Arznei::N,ravim,תרופה
464,Brücke::N,sild,גשר
465,Brunnen::N,kaev,באר
466,Weide::N,karjamaa,אחו
467,Weide::N,karjamaa,מרעה
468,Pfad::N,rada,שביל
469,Pfad::N,rada,מדרכה
470,Weg::N,tee,דרך
471,Straße::N,tee,כביש
472,Dorf::N,küla,כפר
473,Stadt::N,linn,עיר
474,Brief::N,kiri,מכתב
475,Buch::N,raamat,ספר
476,Buchstabe::N,täht,אות
477,Zeitung::N,ajaleht,עתון
478,Leben::N,elu,חיים
479,Tod::N,surm,מות
480,Grab::N,haud,קבר
481,Kirche::N,kirik,כנסיה
482,Sünde::N,patt,חטא
483,Gott::N,jumal,אל
484,Arbeiter::N,tööline,פועל
485,Chef::N,ülemus,ראש
486,Chef::N,ülemus,מנהל
487,Chef::N,juhataja,ראש
488,Chef::N,juhataja,מנהל
489,Meister::N,meister,ממחה
490,Arzt::N,arst,רופא
491,Lehrer::N,õpetaja,מורה
492,Geld::N,raha,כסף
493,Geschäft::N,äri,עסקה
494,Laden::N,pood,חנות
495,Laden::N,kauplus,חנות
496,Preis::N,hind,מחיר
497,Ware::N,kaup,סחורה
498,Nutzen::N,tulu,תועלת
499,Nutzen::N,kasulikkus,תועלת
500,Reichtum::N,rikkus,עשר
501,Welt::N,maailm,עולם
502,Land::N,maa,ארץ
503,Staat::N,riik,מדינה
504,König::N,kuningas,מלך
505,Macht::N,võim,כוח
506,Grenze::N,piir,גבול
507,Krieg::N,sõda,מלחמה
508,Feind::N,vaenlane,אויב
509,Gewalt::N,väevõim,אלימות
510,Kampf::N,võitlus,קרב
511,Kampf::N,võitlus,לחימה
512,Bogen[Waffe]::N,vibu,קשת
513,Pfeil::N,nool,חץ
514,Gewehr::N,püss,רובה
515,Fehler::N,viga,טעות
516,Lüge::N,vale,שקר
517,Schaden::N,kahju,נזק
518,Unglück::N,häda,מזל רע
519,Unglück::N,õnnetus,מזל רע
520,Schuld::N,süü,אשמה
521,Alter::N,iga,גיל
522,Schluss::N,lõpp,סיום
523,Zeit::N,aeg,זמן
524,Tag::N,päev,יום
525,Morgen::N,hommik,בקר
526,Mittag::N,lõuna,צהרים
527,Mittag::N,keskpäev,צהרים
528,Abend::N,õhtu,ערב
529,Nacht::N,öö,לילה
530,Woche::N,nädal,שבוע
531,Monat::N,kuu,חדש
532,Jahr::N,aasta,שנה
533,Frühling::N,kevad,אביב
534,Sommer::N,suvi,קיץ
535,Herbst::N,sügis,סתו
536,Winter::N,talv,חרף
537,Januar::N,jaanuar,ינואר
538,Februar::N,veebruar,פברואר
539,März::N,märts,מרץ
540,April::N,aprill,אפריל
541,Mai::N,mai,מאי
542,Juni::N,juuni,יוני
543,Juli::N,juuli,יולי
544,August::N,august,אוגוסט
545,September::N,september,ספטמבר
546,Oktober::N,oktoober,אוקטובר
547,November::N,november,נובמבר
548,Dezember::N,detsember,דצמבר
549,Montag::N,esmaspäev,יום שני
550,Dienstag::N,teisipäev,יום שלישי
551,Mittwoch::N,kesknädal,יום רביעי
552,Donnerstag::N,neljapäev,יום חמישי
553,Freitag::N,reede,יום ששי
554,Samstag::N,laupäev,יום שבת
555,Sonntag::N,pühapäev,יום ראשון
556,groß::A,suur,גדול
557,klein::A,väike,קטן
558,klein::A,pisike,קטן
559,lang::A,pikk,ארך
560,kurz::A,lühike,קצר
561,breit::A,lai,רחב
562,schmal::A,kitsas,צר
563,dicht::A,tihe,צפוף
564,dick[Gegenstand]::A,jäme,עבה
565,dünn::A,õhuke,דק
566,dünn::A,peenike,דק
567,fein::A,peen,מעדן
568,fein::A,õhuke,מעדן
569,fest::A,püsiv,מוצק
570,fest::A,kindel,מוצק
571,flach::A,lame,שטוח
572,flach::A,tasane,שטוח
573,glatt::A,sile,חלק
574,hart::A,kõva,קשיח
575,weich::A,pehme,רך
576,rund::A,ümar,עגל
577,spitz::A,torkav,חד
578,scharf::A,terav,חד
579,stumpf::A,nüri,קהה
580,schwer::A,raske,כבד
581,schön::A,kena,יפה
582,heiß::A,kuum,חם
583,heiß::A,palav,חם
584,warm::A,soe,חם
585,kalt::A,külm,קר
586,kühl::A,jahe,צונן
587,frisch::A,värske,טרי
588,feucht::A,niiske,לח
589,nass::A,märg,רטוב
590,trocken::A,kuiv,יבש
591,voll::A,täis,מלא
592,leer::A,tühi,ריק
593,offen::A,avatud,פתוח
594,offen::A,lahtine,פתוח
595,geschlossen::A,suletud,סגור
596,sauber::A,puhas,נקי
597,schmutzig::A,räpane,מלכלך
598,schmutzig::A,määrdunud,מלכלך
599,roh::A,toores,חי
600,reif::A,küps,בשל
601,lecker::A,hõrk,טעים
602,lecker::A,maitsev,טעים
603,süß::A,magus,מתוק
604,bitter::A,mõru,מר
605,sauer::A,hapu,חמוץ
606,hell::A,hele,בהיר
607,dunkel::A,pime,עמום
608,schwarz::A,must,שחר
609,weiß::A,valge,לבן
610,rot::A,punane,אדם
611,gelb::A,kollane,צהב
612,blau::A,sinine,כחל
613,grün::A,roheline,ירק
614,grau::A,hall,אפר
615,bunt::A,kirju,צבעוני
616,bunt::A,värviline,צבעוני
617,billig::A,odav,זול
618,teuer::A,kallis,יקר
619,wertvoll::A,väärtuslik,יקר ערך
620,blind::A,pime,עור
621,taub::A,kurt,חרש
622,kräftig::A,jõuline,חסן
623,stark::A,tugev,חזק
624,schwach::A,nõrk,חלש
625,schwach::A,jõuetu,חלש
626,fett::A,rasvane,שמן
627,schlank::A,sale,רזה
628,hübsch::A,kena,יפה תאר
629,böse::A,tige,רשע
630,dumm::A,juhm,טפש
631,dumm::A,rumal,טפש
632,faul::A,laisk,עצלן
633,fleißig::A,virk,חרוץ
634,fleißig::A,hoolas,חרוץ
635,geizig::A,ihne,קמצן
636,klug::A,tark,נבון
637,klug::A,tark,פקח
638,klug::A,arukas,נבון
639,klug::A,arukas,פקח
640,klug::A,mõistlik,נבון
641,klug::A,mõistlik,פקח
642,geschickt::A,osav,מימן
643,lieb::A,armas,יקר
644,lieb::A,armas,אהוב
645,lustig::A,lõbus,עליז
646,sanft::A,õrn,עדין
647,hungrig::A,näljane,רעב
648,krank::A,haige,חולה
649,nackt::A,alasti,ערום
650,traurig::A,kurb,עצוב
651,lebendig::A,elus,חי
652,gut::A,hea,טוב
653,schlecht::A,halb,גרוע
654,richtig::A,õige,נכון
655,schlimm::A,paha,רע
656,wahr::A,tõene,אמתי
657,alt::A,vana,ישן
658,neu::A,uus,חדש
659,ehemalig::A,endine,לשעבר
660,alt[Lebewesen]::A,vana,זקן
661,jung::A,noor,צעיר
662,arm::A,vaene,עני
663,reich::A,rikas,עשיר
664,bekannt::A,teada,ידוע
665,bekannt::A,tuttav,ידוע
666,berühmt::A,tuntud,מפרסם
667,fremd::A,võõras,זר
668,verschieden::A,erinev,שונה
669,nah::A,lähedane,קרוב
670,fern::A,kauge,רחוק
671,linker::A,vasak,שמאלי
672,rechter::A,parem,ימין
673,anderer::A,muu,אחר
674,anderer::A,teine,אחר
675,erster::A,esimene,ראשון
676,zweiter::A,teine,שני
677,dritter::A,kolmas,שלישי
678,letzter::A,viimane,אחרון
679,allein::ADV,üksi,לבד
680,auf einmal::ADV,korraga,בו-זמנית
681,auf einmal::ADV,ühekorraga,בו-זמנית
682,zusammen::ADV,koos,ביחד
683,zusammen::ADV,üheskoos,ביחד
684,lange::ADV,kaua,הרבה זמן
685,plötzlich::ADV,äkki,לפתע
686,plötzlich::ADV,äkki,פתאום
687,plötzlich::ADV,järsku,לפתע
688,plötzlich::ADV,järsku,פתאום
689,sofort::ADV,kohe,מיד
690,später::ADV,hiljem,לאחר זמן
691,später::ADV,hiljem,יותר מאחר
692,jetzt::ADV,nüüd,עכשיו
693,heute::ADV,täna,היום
694,morgen::ADV,homme,מחר
695,bald::ADV,pea,בקרוב
696,bald::ADV,varsti,בקרוב
697,dann::ADV,siis,אחר-כך
698,gestern::ADV,eile,אתמול
699,einst::ADV,vanasti,לפנים
700,damals::ADV,tookord,אז
701,danach::ADV,seejärel,אחר-כך
702,vorher::ADV,enne,לפני זה
703,zuerst::ADV,enne,קדם
704,zuerst::ADV,esmalt,קדם
705,einmal::ADV,kord,פעם
706,einmal::ADV,üks kord,פעם
707,manchmal::ADV,mõnikord,לפעמים
708,oft::ADV,tihti,לעתים קרובות
709,oft::ADV,sageli,לעתים קרובות
710,immer::ADV,ikka,תמיד
711,immer::ADV,alati,תמיד
712,niemals::ADV,mitte kunagi,אף פעם
713,hier::ADV,siin,כאן
714,hierhin::ADV,siia,פה
715,von hier::ADV,siit,מפה
716,dort::ADV,seal,שם
717,dorthin::ADV,sinna,שם
718,geradeaus::ADV,otse edasi,ישר
719,vorwärts::ADV,edasi,קדימה
720,rückwärts::ADV,tagurpidi,לאחור
721,zurück::ADV,tagasi,בחזרה
722,zurück::ADV,tagasi,אחורנית
723,unten::ADV,all,למטה
724,unten::ADV,allpool,למטה
725,hinab::ADV,alla,למטה
726,oben::ADV,ülal,מעל
727,oben::ADV,ülal,למעלה
728,hinauf::ADV,üles,למעלה
729,überall::ADV,kõikjal,בכל מקום
730,nicht::ADV,ei,לא
731,nicht::ADV,mitte,לא
732,ein wenig::ADV,veidi,קצת
733,ein wenig::ADV,natuke,קצת
734,kaum::ADV,vaevalt,בקשי
735,sehr::ADV,väga,מאוד
736,so::ADV,nii,כך
737,so::ADV,nii,ככה
738,noch::ADV,veel,עוד
739,noch::ADV,veel,עדין
740,nur::ADV,ainult,רק
741,schon::ADV,juba,כבר
742,wieder::ADV,jälle,שוב
743,vergebens::ADV,asjata,לריק
744,vergebens::ADV,asjata,לשוא
745,vor::PRP,ees,מול
746,hinter::PRP,taha,מאחורי
747,unter::PRP,all,מתחת
748,durch::PRP,läbi,דרך
749,durch::PRP,kaudu,דרך
750,neben::PRP,kõrval,ליד
751,neben::PRP,kõrval,על-יד
752,zwischen::PRP,vahel,בין
753,wegen::PRP,tõttu,בשל
754,wegen::PRP,tõttu,בגלל
755,wegen::PRP,pärast,בשל
756,wegen::PRP,pärast,בגלל
757,dies::PRN,see,זה
758,das::PRN,see,זה
759,alles::PRN,kõik,הכל
760,ich::PRN,mina,אני
761,du::PRN,sina,את
762,du::PRN,sina,אתה
763,er::PRN,tema,הוא
764,wir::PRN,me,אנחנו
765,ihr::PRN,te,לה
766,sie::PRN,nad,הם
767,was::FPRN,mis,מה
768,wer::FPRN,kes,מי
769,wo::FADV,kus,איפה
770,wohin::FADV,kuhu,לאן
771,wie::FADV,kuidas,איך
772,warum::FADV,miks,למה
773,wieviel::FNUM,mitu,כמה
774,wieviel::FNUM,kui palju,כמה
775,eins::NUM,üks,אחד
776,zwei::NUM,kaks,שתים
777,drei::NUM,kolm,שלושה
778,vier::NUM,neli,ארבעה
779,fünf::NUM,viis,חמשה
780,sechs::NUM,kuus,ששה
781,sieben::NUM,seitse,שבעה
782,acht::NUM,kaheksa,שמונה
783,neun::NUM,üheksa,תשעה
784,zehn::NUM,kümme,עשרה
785,elf::NUM,üksteist,אחת עשרה
786,zwölf::NUM,kaksteist,שתים עשרה
787,zwanzig::NUM,kakskümmend,עשרים
788,dreißig::NUM,kolmkümmend,שלושים
789,vierzig::NUM,nelikümmend,ארבעים
790,fünfzig::NUM,viiskümmend,חמשים
791,sechzig::NUM,kuuskümmend,ששים
792,siebzig::NUM,seitsekümmend,שבעים
793,achtzig::NUM,kaheksakümmend,שמונים
794,neunzig::NUM,üheksakümmend,תשעים
795,hundert::NUM,sada,מאה
796,tausend::NUM,tuhat,אלף
797,und::CNJ,ja,ו
798,oder::CNJ,või,או
799,stehen::V,seisma,עמד
800,sitzen::V,istuma,ישב
801,liegen::V,lamama,שכב
802,hängen::V,rippuma,היה תלוי
803,werden::V,saama,הפך ל
804,werden::V,hakkama,הפך ל
805,passieren::V,juhtuma,קרה
806,beginnen::V,algama,התחיל
807,beginnen::V,hakkama,התחיל
808,enden::V,lõppema,הסתים
809,wechseln::V,vahelduma,השתנה
810,aufgehen[Sonne]::V,tõusma,זרח
811,untergehen[Sonne]::V,loojuma,שקע
812,scheinen[Sonne]::V,paistma,בהק
813,donnern::V,kõmisema,רעם
814,wehen::V,puhuma,נשב
