,Concept_ID,ba,de
94,Wiese::N,болон,Wiese
95,Wald::N,урман,Wald
96,Hügel::N,түбә,Hügel
97,Anhöhe::N,түбә,Anhöhe
98,Anhöhe::N,ҡалҡыулыҡ,Anhöhe
99,Berg::N,тау,Berg
100,Gipfel::N,түбә,Gipfel
101,Höhle::N,мәмерйә,Höhle
102,Abhang::N,ипкен,Abhang
103,Quelle::N,шишмә,Quelle
104,Bach::N,шишмә,Bach
105,Fluss::N,йылға,Fluss
106,Ufer::N,яр,Ufer
107,Küste::N,яр буйы,Küste
108,Festland::N,ҡоро ер,Festland
109,Meer::N,диңгез,Meer
110,Bucht::N,бухта,Bucht
111,Insel::N,үтрау,Insel
112,Blume::N,сәскә,Blume
113,Gras::N,үлән,Gras
114,Wurzel::N,тамыр,Wurzel
115,Baum::N,ағас,Baum
116,Stamm::N,олон,Stamm
117,Stamm::N,көбәк,Stamm
118,Rinde::N,ҡабыҡ,Rinde
119,Ast::N,ботаҡ,Ast
120,Zweig::N,ботаҡ,Zweig
121,Zweig::N,тармаҡ,Zweig
122,Blatt::N,япраҡ,Blatt
123,Birke::N,ҡайын,Birke
124,Kiefer[Baum]::N,ҡарғай,Kiefer
125,Weide[Baum]::N,тал,Weide
126,Tanne::N,шыршы,Tanne
127,Horn::N,мөғөҙ,Horn
128,Feder::N,ҡауырһын,Feder
129,Fell::N,тире,Fell
130,Flügel::N,ҡанат,Flügel
131,Klaue::N,тырнаҡ,Klaue
132,Kralle::N,аяҡ,Kralle
133,Schwanz::N,ҡойроҡ,Schwanz
134,Ei::N,йомортҡа,Ei
135,Nest::N,оя,Nest
136,Bau::N,оң,Bau
137,Tier::N,жайуан,Tier
138,Tier::N,йыртҡыс,Tier
139,Herde::N,көтөү,Herde
140,Kuh::N,һыйыр,Kuh
141,Bulle::N,үгеҙ,Bulle
142,Pferd::N,ат,Pferd
143,Schaf::N,һарыҡ,Schaf
144,Schwein::N,сусҡа,Schwein
145,Hund::N,эт,Hund
146,Katze::N,бесәй,Katze
147,Bär::N,айыу,Bär
148,Eichhörnchen::N,тейен,Eichhörnchen
149,Elch::N,мышы,Elch
150,Fuchs::N,төлкө,Fuchs
151,Hase::N,ҡуян,Hase
152,Maus::N,сысҡан,Maus
153,Wolf::N,бүре,Wolf
154,Vogel::N,ҡош,Vogel
155,Schwarm::N,көтөү,Schwarm
156,Huhn::N,тауыҡ,Huhn
157,Hahn::N,әтәс,Hahn
158,Gans::N,ҡаҙ,Gans
159,Adler::N,бөркөт,Adler
160,Ente::N,өйрәк,Ente
161,Eule::N,өкө,Eule
162,Eule::N,ябалаҡ,Eule
163,Kranich::N,торна,Kranich
164,Krähe::N,ҡарға,Krähe
165,Kuckuck::N,кәкүк,Kuckuck
166,Schwan::N,аҡҡош,Schwan
167,Fisch::N,балыҡ,Fisch
168,Barsch::N,алабуға,Barsch
169,Hecht::N,суртан,Hecht
170,Schlange[Tier]::N,йылан,Schlange
171,Wurm::N,селяүсен,Wurm
172,Spinne::N,үрмәксе,Spinne
173,Ameise::N,ҡырмыҫҡа,Ameise
174,Laus::N,бет,Laus
175,Mücke::N,серәкәй,Mücke
176,Fliege::N,себен,Fliege
177,Schmetterling::N,күбәләк,Schmetterling
178,Beere::N,еләк,Beere
179,Apfel::N,алма,Apfel
180,Pilz::N,бәшмәк,Pilz
181,Zwiebel::N,һуган,Zwiebel
182,Saat::N,орлоҡ,Saat
183,Korn::N,иген,Korn
184,Heu::N,бесән,Heu
185,Schale::N,ҡабыҡ,Schale
186,Grube::N,соҡор,Grube
187,Falle::N,тоҙак,Falle
188,Falle::N,ҡапҡан,Falle
189,Schlinge::N,тоҙак,Schlinge
190,Spur::N,әҫер,Spur
191,Asche::N,көл,Asche
192,Dreck::N,батҡаҡ,Dreck
193,Eisen::N,тимер,Eisen
194,Gold::N,алтын,Gold
195,Silber::N,көмөш,Silber
196,Kohle::N,күмер,Kohle
197,Glas::N,быяла,Glas
198,Lehm::N,балсыҡ,Lehm
199,Sand::N,ҡом,Sand
200,Mensch::N,кеше,Mensch
201,Mann::N,ир,Mann
202,Frau::N,ҡатын,Frau
203,Kind::N,бала,Kind
204,Junge::N,малай,Junge
205,Mädchen::N,ҡыҙ,Mädchen
206,Mädchen::N,ҡыҙыҡай,Mädchen
207,Familie::N,ғаилә,Familie
208,Großvater::N,олатай,Großvater
209,Großmutter::N,әбәй,Großmutter
210,Eltern::N,ата-әсә,Eltern
211,Vater::N,атай,Vater
212,Mutter::N,әсә,Mutter
213,Sohn::N,ул,Sohn
214,Tochter::N,ҡыҙ,Tochter
215,Bruder::N,агай,Bruder
216,Schwester::N,алай,Schwester
217,Schwester::N,һеңле,Schwester
218,Onkel::N,ағай,Onkel
219,Tante::N,апай,Tante
220,Ehemann::N,ир,Ehemann
221,Ehefrau::N,ҡатын,Ehefrau
222,Freude::N,шатлыҡ,Freude
223,Freude::N,ҡыуаныс,Freude
224,Gelächter::N,көлөү,Gelächter
225,Glück::N,бәхет,Glück
226,Kummer::N,ҡайғы,Kummer
227,Wunsch::N,теләк,Wunsch
228,Lust::N,әүәҫлек,Lust
229,Geist::N,аң,Geist
230,Geist::N,рух,Geist
231,Gedanke::N,уй,Gedanke
232,Gedanke::N,фекер,Gedanke
233,Gedächtnis::N,хәтер,Gedächtnis
234,Verstand::N,аҡыл,Verstand
235,Sinn::N,мәғәня,Sinn
236,Grund::N,сәбәп,Grund
237,Wahrheit::N,дөрөҫлөк,Wahrheit
238,Gespräch::N,әңгәмә,Gespräch
239,Märchen::N,әкиәт,Märchen
240,Erzählung::N,хикәйә,Erzählung
241,Nachricht::N,хәбәр,Nachricht
242,Neuigkeit::N,яңылыҡ,Neuigkeit
243,Name::N,исем,Name
244,Rätsel::N,йомаҡ,Rätsel
245,Rede::N,телмәр,Rede
246,Sprache::N,тел,Sprache
247,Sprache::N,телмәр,Sprache
248,Stimme::N,тауыш,Stimme
249,Wort::N,һүҙ,Wort
250,Zeichen::N,билдә,Zeichen
251,Ruf::N,саҡырыу,Ruf
252,Lärm::N,шаулау,Lärm
253,Laut::N,тауыш,Laut
254,Ton::N,яңғырау,Ton
255,Lied::N,йыр,Lied
256,Ruhe::N,ял,Ruhe
257,Ruhe::N,тыныслыҡ,Ruhe
258,Leute::N,кешеләр,Leute
259,Volk::N,халҡ,Volk
260,Arbeit::N,эш,Arbeit
261,Gast::N,ҡунаҡ,Gast
262,Geschenk::N,бүләк,Geschenk
263,Spiel::N,уйын,Spiel
264,Gesellschaft::N,йәмғиәт,Gesellschaft
265,Hilfe::N,ярҙам,Hilfe
266,Freund::N,дуҫ,Freund
267,Kamerad::N,иптәш,Kamerad
268,Angelegenheit::N,әш,Angelegenheit
269,Anzahl::N,һан,Anzahl
270,Art::N,төр,Art
271,Stück::N,киҫәк,Stück
272,Teil::N,өлөш,Teil
273,Hälfte::N,ярты,Hälfte
274,Kreis::N,түңәрәк,Kreis
275,Kreuz::N,тәре,Kreuz
276,Linie::N,һыҙыҡ,Linie
277,Strich::N,һыҙат,Strich
278,Abstand::N,ара,Abstand
279,Entfernung::N,алыҫлыҡ,Entfernung
280,Gegend::N,урын,Gegend
281,Platz::N,арауыҡ,Platz
282,Ort::N,ерҙәр,Ort
283,Ort::N,урындар,Ort
284,Ort::N,эш урыны,Ort
285,Seite::N,яҡ,Seite
286,Mitte::N,урталыҡ,Mitte
287,Gegenstand::N,нәмә,Gegenstand
288,Sache::N,нәмә,Sache
289,Sache::N,әйбер,Sache
290,Rand::N,сит,Rand
291,Kante::N,ҡабырға,Kante
292,Kante::N,ян,Kante
293,Ecke::N,мөйөш,Ecke
294,Spitze::N,ос,Spitze
295,Ende::N,аҙаҡ,Ende
296,Loch::N,тишек,Loch
297,Winkel::N,мөйөш,Winkel
298,Muster::N,биҙәк,Muster
299,Größe::N,ҙурлыҡ,Größe
300,Länge::N,оҙонлоҡ,Länge
301,Höhe::N,бейеклек,Höhe
302,Gewicht::N,үлсәү,Gewicht
303,Menge::N,һан,Menge
304,Haufen::N,өйөм,Haufen
305,Reihe::N,рәт,Reihe
306,Boot::N,кәмә,Boot
307,Ruder::N,ишкәк,Ruder
308,Schlitten::N,сана,Schlitten
309,Ski::N,саңгы,Ski
310,Lagerfeuer::N,костер,Lagerfeuer
311,Last::N,ауырлыҡ,Last
312,Gang::N,барыу,Gang
313,Schritt::N,аҙым,Schritt
314,Norden::N,төньяҡ,Norden
315,Süden::N,көньяҡ,Süden
316,Westen::N,көнбайыш,Westen
317,Osten::N,көнсығыш,Osten
318,Holz::N,үағас,Holz
319,Brett::N,таҡта,Brett
320,Platte::N,плита,Platte
321,Stütze::N,терәк,Stütze
322,Stange::N,кәртә,Stange
323,Stock::N,таяҡ,Stock
324,Stab::N,ҡолға,Stab
325,Rohr::N,торба,Rohr
326,Haus::N,өй,Haus
327,Haus::N,йорт,Haus
328,Heim::N,өй,Heim
329,Ofen::N,мейес,Ofen
330,Fußboden::N,енес,Fußboden
331,Tisch::N,өҫтәл,Tisch
332,Stuhl::N,ултырғыс,Stuhl
333,Wiege::N,бишек,Wiege
334,Bett::N,карауат,Bett
335,Regal::N,кәштә,Regal
336,Kiste::N,йәшинк,Kiste
337,Fenster::N,тәҙрә,Fenster
338,Tür::N,ишек,Tür
339,Tor::N,ҡапҡа,Tor
340,Zaun::N,ҡойма,Zaun
341,Dach::N,түбә,Dach
342,Dach::N,ҡыйыҡ,Dach
343,Leiter::N,баҫҡыс,Leiter
344,Besen::N,һепертке,Besen
345,Spaten::N,көрәк,Spaten
346,Schaufel::N,көрәк,Schaufel
347,Gabel::N,сәнске,Gabel
348,Löffel::N,ҡалаҡ,Löffel
349,Messer::N,бысаҡ,Messer
350,Nagel::N,сөй,Nagel
351,Netz::N,ау,Netz
352,Haken::N,ыргаҡ,Haken
353,Griff::N,тотҡа,Griff
354,Schloss::N,йоҙаҡ,Schloss
355,Bild::N,картина,Bild
356,Figur::N,һын,Figur
357,Puppe::N,ҡурсаҡ,Puppe
358,Beutel::N,тоҡ,Beutel
359,Bündel::N,төргәк,Bündel
360,Tasche::N,сумка,Tasche
361,Eimer::N,биҙрә,Eimer
362,Deckel::N,ҡапҡас,Deckel
363,Geschirr::N,һауыт-һаба,Geschirr
364,Sack::N,тоҡ,Sack
365,Tasse::N,сынаяҡ,Tasse
366,Topf::N,кәстрүл,Topf
367,Kessel::N,ҡаҙан,Kessel
368,Essen::N,ашау,Essen
369,Nahrung::N,аҙыҡ,Nahrung
370,Speise::N,аш,Speise
371,Fleisch::N,ит,Fleisch
372,Getreide::N,иген,Getreide
373,Getreide::N,ашлыҡ,Getreide
374,Brei::N,бутҡа,Brei
375,Brot::N,икмәк,Brot
376,Scheibe::N,телем,Scheibe
377,Fett::N,май,Fett
378,Butter::N,май,Butter
379,Öl::N,май буяуы,Öl
380,Salz::N,тоҙ,Salz
381,Suppe::N,һурпа,Suppe
382,Honig::N,бал,Honig
383,Milch::N,һөт,Milch
384,Tee::N,сәй,Tee
385,Leder::N,күн,Leder
386,Wolle::N,йөн,Wolle
387,Stoff::N,туҡыма,Stoff
388,Nadel::N,энә,Nadel
389,Faden::N,еп,Faden
390,Knopf::N,төймә,Knopf
391,Knoten::N,төйөн,Knoten
392,Farbe::N,буяу,Farbe
393,Kleidung::N,кейем,Kleidung
394,Hemd::N,күлдәк,Hemd
395,Kragen::N,яға,Kragen
396,Ärmel::N,ең,Ärmel
397,Hose::N,салбар,Hose
398,Gürtel::N,ҡайыш,Gürtel
399,Mütze::N,бүрк,Mütze
400,Schuh::N,туфли,Schuh
401,Stiefel::N,итек,Stiefel
402,Ring::N,йөҙөк,Ring
403,Ring::N,балдаҡ,Ring
404,Band::N,таҫма,Band
405,Kamm::N,тараҡ,Kamm
406,Spiegel::N,көзгө,Spiegel
407,Riemen::N,ҡайыш,Riemen
408,Schnur::N,бау,Schnur
409,Leine::N,бау,Leine
410,Decke::N,одеяд,Decke
411,Kissen::N,мендәр,Kissen
412,Tuch::N,яулыҡ,Tuch
413,Handtuch::N,таҫтамал,Handtuch
414,Kraft::N,көс,Kraft
415,Stärke::N,көс,Stärke
416,Gesundheit::N,һаулыҡ,Gesundheit
417,Krankheit::N,сир,Krankheit
418,Krankheit::N,ауырыу,Krankheit
419,Schmerz::N,һыҙлау,Schmerz
420,Schmerz::N,әрнеү,Schmerz
421,Wunde::N,йәрәхәт,Wunde
422,Fieber::N,тапма,Fieber
423,Fieber::N,биҙгәк,Fieber
424,Arznei::N,дарыу,Arznei
425,Brücke::N,күпер,Brücke
426,Brunnen::N,ҡоҙоҡ,Brunnen
427,Weide::N,көтөүлек,Weide
428,Pfad::N,һуҡмаҡ,Pfad
429,Weg::N,юл,Weg
430,Straße::N,урам,Straße
431,Dorf::N,ауыл,Dorf
432,Stadt::N,ҡала,Stadt
433,Brief::N,хат,Brief
434,Buch::N,китап,Buch
435,Buch::N,кенәгә,Buch
436,Buchstabe::N,хәреф,Buchstabe
437,Zeitung::N,гәзит,Zeitung
438,Leben::N,йәшәү,Leben
439,Tod::N,үлем,Tod
440,Grab::N,ҡәбер,Grab
441,Kirche::N,сиркәү,Kirche
442,Sünde::N,гөнаһ,Sünde
443,Gott::N,алла,Gott
444,Gott::N,хоҙай,Gott
445,Arbeiter::N,эшсе,Arbeiter
446,Chef::N,башлыҡ,Chef
447,Meister::N,оҫта,Meister
448,Arzt::N,врач,Arzt
449,Lehrer::N,уҡытыусы,Lehrer
450,Geld::N,аҡса,Geld
451,Geschäft::N,эш,Geschäft
452,Laden::N,магазин,Laden
453,Preis::N,хаҡ,Preis
454,Ware::N,тауар,Ware
455,Nutzen::N,файҙа,Nutzen
456,Reichtum::N,байлыҡ,Reichtum
457,Welt::N,донъя,Welt
458,Land::N,ил,Land
459,Staat::N,дәүләт,Staat
460,König::N,король,König
461,Macht::N,власть,Macht
462,Grenze::N,сик,Grenze
463,Krieg::N,һуғыш,Krieg
464,Feind::N,йылан,Feind
465,Gewalt::N,көслөк,Gewalt
466,Kampf::N,көрәш,Kampf
467,Bogen[Waffe]::N,йәйә,Bogen
468,Pfeil::N,уҡ,Pfeil
469,Gewehr::N,мылтыҡ,Gewehr
470,Fehler::N,хата,Fehler
471,Lüge::N,ялған,Lüge
472,Schaden::N,зыян,Schaden
473,Schaden::N,зарар,Schaden
474,Unglück::N,ҡаза,Unglück
475,Schuld::N,ғәйеп,Schuld
476,Alter::N,йәш,Alter
477,Schluss::N,һуң,Schluss
478,Schluss::N,аҙаҡ,Schluss
479,Zeit::N,мәл,Zeit
480,Zeit::N,заман,Zeit
481,Tag::N,көн,Tag
482,Morgen::N,иртә,Morgen
483,Morgen::N,иртәнсәк,Morgen
484,Mittag::N,төш,Mittag
485,Abend::N,кис,Abend
486,Nacht::N,төн,Nacht
487,Woche::N,аҙна,Woche
488,Monat::N,ай,Monat
489,Jahr::N,йыл,Jahr
490,Frühling::N,яҙ,Frühling
491,Sommer::N,йәй,Sommer
492,Herbst::N,көз,Herbst
493,Winter::N,ҡыш,Winter
494,Januar::N,ғинуар,Januar
495,Februar::N,февраль,Februar
496,März::N,март,März
497,April::N,апрель,April
498,Mai::N,май,Mai
499,Juni::N,июнь,Juni
500,Juli::N,июль,Juli
501,August::N,август,August
502,September::N,сентябрь,September
503,Oktober::N,октябрь,Oktober
504,November::N,ноябрь,November
505,Dezember::N,декабрь,Dezember
506,Montag::N,дүшәмбе,Montag
507,Dienstag::N,шишәмбе,Dienstag
508,Mittwoch::N,шаршамбы,Mittwoch
509,Donnerstag::N,кесаҙна,Donnerstag
510,Freitag::N,йома,Freitag
511,Samstag::N,шәмбе,Samstag
512,Sonntag::N,йәкшәмбе,Sonntag
513,groß::A,ҙур,groß
514,klein::A,бәләкәс,klein
515,lang::A,оҙон,lang
516,kurz::A,ҡыҫҡа,kurz
517,breit::A,киң,breit
518,schmal::A,тар,schmal
519,dicht::A,йыш,dicht
520,dicht::A,ҡуйы,dicht
521,dick[Gegenstand]::A,ҡалын,dick
522,dünn::A,йоҡа,dünn
523,dünn::A,нәҙек,dünn
524,fein::A,нескә,fein
525,fest::A,ныҡ,fest
526,flach::A,яҫы,flach
527,flach::A,ялпаҡ,flach
528,glatt::A,шыма,glatt
529,hart::A,ҡаты,hart
530,weich::A,йомшаҡ,weich
531,rund::A,түңәрәк,rund
532,spitz::A,осло түбәле,spitz
533,scharf::A,үткер,scharf
534,stumpf::A,утмәҫ,stumpf
535,schwer::A,ауыр,schwer
536,schön::A,матур,schön
537,heiß::A,эҫе,heiß
538,warm::A,йылы,warm
539,kalt::A,һыуыҡ,kalt
540,kühl::A,һалҡынса,kühl
541,frisch::A,һалҡынса,frisch
542,feucht::A,еүеш,feucht
543,feucht::A,дымлы,feucht
544,nass::A,еүеш,nass
545,trocken::A,кипкән,trocken
546,voll::A,тулы,voll
547,leer::A,буш,leer
548,offen::A,асыҡ,offen
549,geschlossen::A,ябыҡ,geschlossen
550,sauber::A,таҙа,sauber
551,schmutzig::A,бысраҡ,schmutzig
552,roh::A,сей,roh
553,reif::A,өлгөрғән,reif
554,lecker::A,тәмле,lecker
555,süß::A,тямле,süß
556,süß::A,тәм-том,süß
557,bitter::A,әсе,bitter
558,sauer::A,әсе,sauer
559,hell::A,яҡты,hell
560,dunkel::A,ҡараңғы,dunkel
561,schwarz::A,ҡара,schwarz
562,weiß::A,аҡ,weiß
563,rot::A,матур,rot
564,rot::A,һылыу,rot
565,rot::A,сибәр,rot
566,gelb::A,һары,gelb
567,blau::A,күк,blau
568,grün::A,йәшел,grün
569,grau::A,буҙ,grau
570,bunt::A,сыбар,bunt
571,bunt::A,ала-ҡола,bunt
572,billig::A,арзан,billig
573,teuer::A,ҡыйбатлы,teuer
574,wertvoll::A,ҡиммәтле,wertvoll
575,blind::A,һуҡыр,blind
576,taub::A,һаңғырау,taub
577,kräftig::A,көслө,kräftig
578,kräftig::A,ҡеүәтле,kräftig
579,stark::A,көслө,stark
580,stark::A,ҡеүәтле,stark
581,schwach::A,көсһөҙ,schwach
582,fett::A,һимеҙ,fett
583,schlank::A,зифа,schlank
584,hübsch::A,матур,hübsch
585,böse::A,асыулы,böse
586,dumm::A,иҫәр,dumm
587,faul::A,иренсәк,faul
588,fleißig::A,тырыш,fleißig
589,geizig::A,һаран,geizig
590,klug::A,аҡыллы,klug
591,geschickt::A,оҫта,geschickt
592,lieb::A,яғымлы,lieb
593,lustig::A,күңелле,lustig
594,sanft::A,йыуаш,sanft
595,hungrig::A,ас,hungrig
596,krank::A,сирле,krank
597,krank::A,ауырыу,krank
598,nackt::A,яланғас,nackt
599,traurig::A,яманһыу,traurig
600,lebendig::A,тере,lebendig
601,lebendig::A,йәнле,lebendig
602,gut::A,яҡшы,gut
603,schlecht::A,хөрт,schlecht
604,schlecht::A,алама,schlecht
605,richtig::A,дөрөҫ,richtig
606,schlimm::A,хөрт,schlimm
607,schlimm::A,алама,schlimm
608,wahr::A,дөрөҫ,wahr
609,alt::A,иҫке,alt
610,alt::A,боронғо,alt
611,neu::A,яңы,neu
612,ehemalig::A,элекке,ehemalig
613,alt[Lebewesen]::A,ҡарт,alt
614,jung::A,йәш,jung
615,arm::A,фәҡир,arm
616,reich::A,бай,reich
617,bekannt::A,таныш,bekannt
618,berühmt::A,атаҡлы,berühmt
619,berühmt::A,данлыҡлы,berühmt
620,fremd::A,ят,fremd
621,fremd::A,сит,fremd
622,verschieden::A,төрлө,verschieden
623,nah::A,яҡын,nah
624,fern::A,алыҫ,fern
625,fern::A,йыраҡ,fern
626,linker::A,һул,linker
627,rechter::A,уң,rechter
628,anderer::A,бутән,anderer
629,erster::A,тәүге,erster
630,zweiter::A,икенсе,zweiter
631,dritter::A,өсөнсө,dritter
632,letzter::A,һуңғы,letzter
633,allein::ADV,бер үҙе,allein
634,allein::ADV,яңғыҙ,allein
635,auf einmal::ADV,бер юлы,auf einmal
636,zusammen::ADV,бергә,zusammen
637,lange::ADV,оҙаҡ,lange
638,plötzlich::ADV,ҡапыл,plötzlich
639,sofort::ADV,шунда уҡ,sofort
640,später::ADV,һуңыраҡ,später
641,jetzt::ADV,хәҙер,jetzt
642,heute::ADV,бөгөн,heute
643,morgen::ADV,иртәгә,morgen
644,bald::ADV,тиҙҙән,bald
645,dann::ADV,һуңынан,dann
646,gestern::ADV,кисә,gestern
647,einst::ADV,ҡасандыр,einst
648,einst::ADV,бер баҡыт,einst
649,damals::ADV,ул саҡта,damals
650,danach::ADV,һуңынан,danach
651,vorher::ADV,элек,vorher
652,zuerst::ADV,башта,zuerst
653,einmal::ADV,бер,einmal
654,manchmal::ADV,ҡайһы берҙә,manchmal
655,oft::ADV,йыш,oft
656,immer::ADV,һәр ҡасан,immer
657,niemals::ADV,бер ҡасан да,niemals
658,niemals::ADV,бер ваҡытта ла,niemals
659,hier::ADV,бында,hier
660,hierhin::ADV,бында,hierhin
661,von hier::ADV,бынан,von hier
662,von hier::ADV,ошонан,von hier
663,dort::ADV,шунда,dort
664,dort::ADV,тегендә,dort
665,dorthin::ADV,шунда,dorthin
666,dorthin::ADV,тегеләй,dorthin
667,geradeaus::ADV,тура,geradeaus
668,vorwärts::ADV,алға,vorwärts
669,rückwärts::ADV,кирегә,rückwärts
670,zurück::ADV,кирегә,zurück
671,unten::ADV,түбәндә,unten
672,hinab::ADV,түбәнгә,hinab
673,oben::ADV,юғарыла,oben
674,hinauf::ADV,юғарыға,hinauf
675,überall::ADV,бөтә урында,überall
676,nicht::ADV,тугел,nicht
677,ein wenig::ADV,аҙ,ein wenig
678,kaum::ADV,көскә,kaum
679,kaum::ADV,саҡ-саҡ,kaum
680,sehr::ADV,ифат,sehr
681,so::ADV,шулай,so
682,noch::ADV,йәнә,noch
683,nur::ADV,бары,nur
684,schon::ADV,инде,schon
685,wieder::ADV,тағы,wieder
686,vergebens::ADV,бушҡа,vergebens
687,vor::PRP,алдында,vor
688,hinter::PRP,артында,hinter
689,unter::PRP,аҫтында,unter
690,durch::PRP,үтә,durch
691,neben::PRP,эргәһендә,neben
692,zwischen::PRP,араһында,zwischen
693,wegen::PRP,өсөн,wegen
694,wegen::PRP,сәбәпле,wegen
695,dies::PRN,был,dies
696,dies::PRN,ошо,dies
697,das::PRN,ул,das
698,alles::PRN,бөтә,alles
699,ich::PRN,мин,ich
700,du::PRN,һин,du
701,er::PRN,ул,er
702,wir::PRN,беҙ,wir
703,ihr::PRN,һеҙ,ihr
704,sie::PRN,улар,sie
705,was::FPRN,ә,was
706,was::FPRN,ни,was
707,was::FPRN,нәмә,was
708,wer::FPRN,ҡем,wer
709,wo::FADV,ҡайҙа,wo
710,wohin::FADV,ҡайҙа,wohin
711,wie::FADV,инидәй,wie
712,warum::FADV,ин өсөн,warum
713,wieviel::FNUM,күпме,wieviel
714,eins::NUM,бер,eins
715,zwei::NUM,ике,zwei
716,zwei::NUM,икәү,zwei
717,drei::NUM,өс,drei
718,vier::NUM,дүрт,vier
719,fünf::NUM,биш,fünf
720,sechs::NUM,алты,sechs
721,sieben::NUM,ете,sieben
722,acht::NUM,һигеҙ,acht
723,neun::NUM,туғыҙ,neun
724,zehn::NUM,ун,zehn
725,elf::NUM,ун бер,elf
726,zwölf::NUM,ун ике,zwölf
727,zwanzig::NUM,егерме,zwanzig
728,dreißig::NUM,утыҙ,dreißig
729,vierzig::NUM,ҡырҡ,vierzig
730,fünfzig::NUM,илле,fünfzig
731,sechzig::NUM,алтмыш,sechzig
732,siebzig::NUM,етмеш,siebzig
733,achtzig::NUM,һикһән,achtzig
734,neunzig::NUM,туҡһан,neunzig
735,hundert::NUM,йөҙ,hundert
736,tausend::NUM,мең,tausend
737,und::CNJ,да,und
738,oder::CNJ,йәки,oder
739,stehen::V,тороу,stehen
740,sitzen::V,ултырыу,sitzen
741,liegen::V,ятыу,liegen
742,hängen::V,аҫылынып тороу,hängen
743,werden::V,булыу,werden
744,passieren::V,булыу,passieren
745,beginnen::V,башлау,beginnen
746,enden::V,бөтөү,enden
747,enden::V,тамамланыү,enden
748,wechseln::V,үҙгәреү,wechseln
749,aufgehen[Sonne]::V,ҡалҡыу,aufgehen
750,untergehen[Sonne]::V,байыу,untergehen
