,Concept_ID,ru,fr
100,Schaum::N,пена,mousse
101,Schmutz::N,грязь,boue
102,Schmutz::N,грязь,saleté
103,See::N,озеро,lac
104,Sumpf::N,топь,marais
105,Sumpf::N,топь,marécage
106,Moor::N,болото,tourbière
107,Wiese::N,луг,pré
108,Wald::N,лес,bois
109,Wald::N,лес,forêt
110,Hügel::N,холм,coteau
111,Hügel::N,холм,colline
112,Anhöhe::N,возвышенность,éminence
113,Anhöhe::N,возвышенность,élévation
114,Berg::N,гора,mont
115,Berg::N,гора,montagne
116,Gipfel::N,вершина,cime
117,Gipfel::N,вершина,sommet
118,Höhle::N,пещера,caverne
119,Abhang::N,склон,pente
120,Abhang::N,склон,versant
121,Quelle::N,источник,source
122,Quelle::N,источник,fontaine
123,Bach::N,ручей,ruisseau
124,Fluss::N,река,fleuve
125,Fluss::N,река,rivière
126,Ufer::N,берег,bord
127,Ufer::N,берег,rivage
128,Küste::N,побережье,côte
129,Festland::N,суша,terre ferme
130,Meer::N,море,mer
131,Bucht::N,бухта,baie
132,Insel::N,остров,île
133,Blume::N,цветок,fleur
134,Gras::N,трава,herbe
135,Wurzel::N,корень,racine
136,Baum::N,дерево,arbre
137,Stamm::N,ствол,tronc
138,Rinde::N,кора,écorce
139,Ast::N,сук,branche
140,Zweig::N,ветвь,rameau
141,Blatt::N,лист,feuille
142,Birke::N,береза,bouleau
143,Kiefer[Baum]::N,сосна,pin
144,Weide[Baum]::N,ива,saule
145,Tanne::N,ель,sapin
146,Horn::N,рог,corne
147,Feder::N,перо,plume
148,Fell::N,шкура,peau
149,Flügel::N,крыло,aile
150,Klaue::N,коготь,serre
151,Kralle::N,лапа,ongle
152,Kralle::N,лапа,griffe
153,Schwanz::N,хвост,queue
154,Ei::N,яйцо,œuf
155,Nest::N,гнездо,nid
156,Bau::N,нора,terrier
157,Tier::N,животное,animal
158,Herde::N,стадо,troupeau
159,Kuh::N,корова,vache
160,Bulle::N,бык,taureau
161,Pferd::N,лошадь,cheval
162,Schaf::N,овца,mouton
163,Schwein::N,свинья,porc
164,Schwein::N,свинья,cochon
165,Hund::N,собака,chien
166,Katze::N,кошка,chat
167,Bär::N,медведь,ours
168,Eichhörnchen::N,белка,écureuil
169,Elch::N,лось,élan
170,Fuchs::N,лиса,renard
171,Hase::N,заяц,lièvre
172,Maus::N,мышь,souris
173,Wolf::N,волк,loup
174,Vogel::N,птица,oiseau
175,Schwarm::N,стая,nuée
176,Schwarm::N,стая,volée
177,Huhn::N,курица,poule
178,Hahn::N,петух,coq
179,Gans::N,гусь,oie
180,Adler::N,орел,aigle
181,Ente::N,утка,canard
182,Eule::N,сова,hibou
183,Kranich::N,журавль,grue
184,Krähe::N,ворона,corneille
185,Kuckuck::N,кукушка,coucou
186,Schwan::N,лебедь,cygne
187,Fisch::N,рыба,poisson
188,Barsch::N,окунь,perche
189,Hecht::N,щука,brochet
190,Schlange[Tier]::N,змея,serpent
191,Wurm::N,червяк,ver
192,Spinne::N,паук,araignée
193,Ameise::N,муравей,fourmi
194,Laus::N,вошь,pou
195,Mücke::N,комар,moucheron
196,Fliege::N,муха,mouche
197,Schmetterling::N,бабочка,papillon
198,Beere::N,ягода,baie
199,Apfel::N,яблоко,pomme
200,Pilz::N,гриб,champignon
201,Zwiebel::N,луковица,oignon
202,Saat::N,семя,semence
203,Korn::N,зерно,grain
204,Heu::N,сено,foin
205,Schale::N,шелуха,pelure
206,Grube::N,яма,fosse
207,Falle::N,ловушка,piège
208,Schlinge::N,силок,lacs
209,Spur::N,след,trace
210,Asche::N,зола,cendre
211,Asche::N,пепел,cendre
212,Dreck::N,грязь,crotte
213,Eisen::N,железо,fer
214,Gold::N,золото,or
215,Silber::N,серебро,argent
216,Kohle::N,уголь,charbon
217,Glas::N,стекло,verre
218,Lehm::N,глина,glaise
219,Sand::N,песок,sable
220,Mensch::N,человек,homme
221,Mann::N,мужчина,homme
222,Frau::N,женщина,femme
223,Kind::N,ребенок,enfant
224,Junge::N,мальчик,garçon
225,Mädchen::N,девочка,fille
226,Mädchen::N,девочка,jeune fille
227,Familie::N,семья,famille
228,Großvater::N,дедушка,grand-père
229,Großmutter::N,бабушка,grand-mère
230,Eltern::N,родители,parents
231,Vater::N,отец,père
232,Mutter::N,мать,mère
233,Sohn::N,сын,fils
234,Tochter::N,дочь,fille
235,Bruder::N,брат,frère
236,Schwester::N,сестра,sœur
237,Onkel::N,дядя,oncle
238,Tante::N,тетя,tante
239,Ehemann::N,муж,mari
240,Ehemann::N,муж,époux
241,Ehefrau::N,жена,femme
242,Ehefrau::N,жена,épouse
243,Freude::N,радость,joie
244,Freude::N,радость,plaisir
245,Gelächter::N,смех,rires
246,Glück::N,счастье,bonheur
247,Kummer::N,горе,peine
248,Kummer::N,горе,chagrin
249,Wunsch::N,желание,désir
250,Lust::N,влечение,envie
251,Geist::N,дух,esprit
252,Gedanke::N,мысль,idée
253,Gedanke::N,мысль,pensée
254,Gedächtnis::N,память,mémoire
255,Verstand::N,ум,raison
256,Sinn::N,смысл,sens
257,Grund::N,повод,cause
258,Grund::N,повод,raison
259,Wahrheit::N,правда,vérité
260,Gespräch::N,беседа,conversation
261,Märchen::N,сказка,conte
262,Märchen::N,сказка,conte de fées
263,Erzählung::N,рассказ,conte
264,Erzählung::N,рассказ,narration
265,Nachricht::N,сообщение,message
266,Neuigkeit::N,новость,nouvelle
267,Name::N,имя,nom
268,Rätsel::N,загадка,énigme
269,Rätsel::N,загадка,devinette
270,Rede::N,речь,parole
271,Rede::N,речь,discours
272,Sprache::N,язык,langue
273,Sprache::N,язык,langage
274,Stimme::N,голос,voix
275,Wort::N,слово,mot
276,Zeichen::N,знак,signe
277,Ruf::N,зов,cri
278,Ruf::N,зов,appel
279,Lärm::N,шум,bruit
280,Laut::N,звук,son
281,Ton::N,звучание,ton
282,Lied::N,песня,chant
283,Lied::N,песня,chanson
284,Ruhe::N,покой,calme
285,Ruhe::N,покой,tranquillité
286,Leute::N,люди,gens
287,Volk::N,народ,peuple
288,Arbeit::N,работа,travail
289,Gast::N,гость,hôte
290,Gast::N,гость,invité
291,Geschenk::N,подарок,cadeau
292,Geschenk::N,подарок,présent
293,Spiel::N,игра,jeu
294,Gesellschaft::N,общество,compagnie
295,Hilfe::N,помощь,aide
296,Hilfe::N,помощь,secours
297,Freund::N,друг,ami
298,Kamerad::N,приятель,copain
299,Kamerad::N,приятель,camarade
300,Angelegenheit::N,дело,affaire
301,Anzahl::N,количество,nombre
302,Art::N,вид,sorte
303,Art::N,вид,espèce
304,Stück::N,кусок,morceau
305,Teil::N,часть,part
306,Teil::N,часть,partie
307,Hälfte::N,половина,moitié
308,Kreis::N,круг,cercle
309,Kreuz::N,крест,croix
310,Linie::N,линия,ligne
311,Strich::N,черта,trait
312,Abstand::N,промежуток,écart
313,Entfernung::N,расстояние,distance
314,Gegend::N,местность,région
315,Gegend::N,местность,contrée
316,Platz::N,пространство,place
317,Ort::N,место,lieu
318,Ort::N,место,endroit
319,Seite::N,сторона,côté
320,Mitte::N,середина,milieu
321,Gegenstand::N,предмет,objet
322,Sache::N,вещь,chose
323,Rand::N,край,bord
324,Kante::N,ребро,arête
325,Ecke::N,угол,coin
326,Ecke::N,угол,tournant
327,Spitze::N,кончик,cime
328,Spitze::N,кончик,pointe
329,Ende::N,конец,bout
330,Loch::N,дыра,trou
331,Winkel::N,угол,coin
332,Winkel::N,угол,réduit
333,Muster::N,узор,dessin
334,Größe::N,размер,grandeur
335,Länge::N,длина,longueur
336,Höhe::N,высота,hauteur
337,Höhe::N,высота,altitude
338,Gewicht::N,вес,poids
339,Menge::N,количество,quantité
340,Haufen::N,куча,tas
341,Reihe::N,ряд,file
342,Reihe::N,ряд,rangée
343,Boot::N,лодка,canot
344,Boot::N,лодка,bateau
345,Ruder::N,весло,rame
346,Ruder::N,весло,aviron
347,Schlitten::N,сани,traîneau
348,Ski::N,лыжа,ski
349,Lagerfeuer::N,костер,feu de camp
350,Last::N,тяжесть,charge
351,Last::N,тяжесть,fardeau
352,Gang::N,ход,tour
353,Gang::N,ход,marche
354,Schritt::N,шаг,pas
355,Norden::N,север,nord
356,Süden::N,юг,sud
357,Westen::N,запад,ouest
358,Westen::N,запад,occident
359,Osten::N,восток,est
360,Osten::N,восток,orient
361,Holz::N,древесина,bois
362,Brett::N,доска,planche
363,Platte::N,плита,plaque
364,Stütze::N,подпорка,appui
365,Stütze::N,подпорка,soutien
366,Stange::N,жердь,barre
367,Stange::N,жердь,perche
368,Stock::N,палка,canne
369,Stab::N,шест,bâton
370,Rohr::N,труба,tube
371,Rohr::N,труба,tuyau
372,Haus::N,дом,maison
373,Heim::N,дом,maison
374,Ofen::N,печь,poêle
375,Fußboden::N,пол,plancher
376,Tisch::N,стол,table
377,Stuhl::N,стул,chaise
378,Wiege::N,колыбель,berceau
379,Bett::N,постель,lit
380,Regal::N,полка,étagère
381,Kiste::N,ящик,caisse
382,Fenster::N,окно,fenêtre
383,Tür::N,дверь,porte
384,Tor::N,ворота,porte
385,Tor::N,ворота,portail
386,Zaun::N,забор,clôture
387,Dach::N,крыша,toit
388,Leiter::N,лестница,échelle
389,Besen::N,метла,balai
390,Spaten::N,лопата,bêche
391,Schaufel::N,совок,pelle
392,Gabel::N,вилка,fourchette
393,Löffel::N,ложка,cuiller
394,Messer::N,нож,couteau
395,Nagel::N,гвоздь,clou
396,Netz::N,сеть,filet
397,Haken::N,крюк,croc
398,Haken::N,крюк,crochet
399,Griff::N,ручка,prise
400,Griff::N,ручка,manche
401,Schloss::N,замок,serrure
402,Bild::N,картина,image
403,Bild::N,картина,tableau
404,Figur::N,фигура,figure
405,Puppe::N,кукла,poupée
406,Beutel::N,мешок,sac
407,Beutel::N,мешок,petit sac
408,Bündel::N,связка,paquet
409,Bündel::N,связка,faisceau
410,Tasche::N,сумка,sac
411,Eimer::N,ведро,seau
412,Deckel::N,крышка,couvercle
413,Geschirr::N,посуда,vaisselle
414,Sack::N,мешок,sac
415,Tasse::N,чашка,tasse
416,Topf::N,кастрюля,pot
417,Topf::N,кастрюля,marmite
418,Kessel::N,котел,chaudron
419,Essen::N,еда,repas
420,Essen::N,еда,manger
421,Nahrung::N,пища,nourriture
422,Speise::N,блюдо,plat
423,Speise::N,кушанье,plat
424,Fleisch::N,мясо,viande
425,Getreide::N,хлеб,blé
426,Getreide::N,хлеб,céréales
427,Brei::N,каша,purée
428,Brei::N,каша,bouillie
429,Brot::N,хлеб,pain
430,Scheibe::N,ломоть,tranche
431,Fett::N,жир,graisse
432,Butter::N,масло,beurre
433,Öl::N,масло,huile
434,Salz::N,соль,sel
435,Suppe::N,суп,soupe
436,Suppe::N,суп,potage
437,Honig::N,мед,miel
438,Milch::N,молоко,lait
439,Tee::N,чай,thé
440,Leder::N,кожа,cuir
441,Wolle::N,шерсть,laine
442,Stoff::N,ткань,tissu
443,Stoff::N,ткань,étoffe
444,Nadel::N,игла,aiguille
445,Faden::N,нитка,fil
446,Knopf::N,пуговица,bouton
447,Knoten::N,узел,nœud
448,Farbe::N,краска,peinture
449,Kleidung::N,одежда,vêtements
450,Kleidung::N,одежда,habillement
451,Hemd::N,рубашка,chemise
452,Kragen::N,воротник,col
453,Ärmel::N,рукав,manche
454,Hose::N,брюки,pantalon
455,Gürtel::N,пояс,ceinture
456,Mütze::N,шапка,bonnet
457,Mütze::N,шапка,casquette
458,Schuh::N,ботинок,soulier
459,Schuh::N,ботинок,chaussure
460,Stiefel::N,сапог,botte
461,Ring::N,кольцо,bague
462,Band::N,лента,ruban
463,Kamm::N,расческа,peigne
464,Spiegel::N,зеркало,glace
465,Spiegel::N,зеркало,miroir
466,Riemen::N,ремень,lanière
467,Riemen::N,ремень,courroie
468,Schnur::N,веревка,corde
469,Schnur::N,веревка,ficelle
470,Leine::N,поводок,laisse
471,Decke::N,одеяло,couverture
472,Kissen::N,подушка,oreiller
473,Tuch::N,платок,drap
474,Tuch::N,платок,fichu
475,Handtuch::N,полотенце,serviette
476,Handtuch::N,полотенце,essuie-mains
477,Kraft::N,сила,force
478,Stärke::N,крепость,vigueur
479,Gesundheit::N,здоровье,santé
480,Krankheit::N,болезнь,maladie
481,Schmerz::N,боль,douleur
482,Wunde::N,рана,plaie
483,Wunde::N,рана,blessure
484,Fieber::N,лихорадка,fièvre
485,Fieber::N,температура,fièvre
486,Arznei::N,лекарство,remède
487,Arznei::N,лекарство,médecine
488,Brücke::N,мост,pont
489,Brunnen::N,колодец,puits
490,Weide::N,пастбище,pâturage
491,Pfad::N,тропа,sentier
492,Weg::N,путь,voie
493,Weg::N,путь,chemin
494,Weg::N,дорога,voie
495,Weg::N,дорога,chemin
496,Straße::N,улица,route
497,Straße::N,дорога,route
498,Dorf::N,деревня,village
499,Stadt::N,город,cité
500,Stadt::N,город,ville
501,Brief::N,письмо,lettre
502,Buch::N,книга,livre
503,Buchstabe::N,буква,lettre
504,Buchstabe::N,буква,caractère
505,Zeitung::N,газета,journal
506,Leben::N,жизнь,vie
507,Tod::N,смерть,mort
508,Grab::N,могила,tombe
509,Kirche::N,церковь,église
510,Sünde::N,грех,péché
511,Gott::N,бог,dieu
512,Arbeiter::N,рабочий,ouvrier
513,Arbeiter::N,рабочий,travailleur
514,Chef::N,начальник,chef
515,Chef::N,начальник,patron
516,Meister::N,мастер,maître
517,Arzt::N,врач,médecin
518,Lehrer::N,учитель,professeur
519,Lehrer::N,учитель,instituteur
520,Geld::N,деньги,argent
521,Geschäft::N,занятие,affaire
522,Geschäft::N,занятие,commerce
523,Laden::N,магазин,magasin
524,Laden::N,магазин,boutique
525,Preis::N,цена,prix
526,Ware::N,товар,marchandise
527,Nutzen::N,выгода,profit
528,Reichtum::N,богатство,richesse
529,Welt::N,мир,monde
530,Land::N,страна,pays
531,Staat::N,государство,État
532,König::N,король,roi
533,Macht::N,власть,pouvoir
534,Macht::N,власть,puissance
535,Grenze::N,граница,frontière
536,Krieg::N,война,guerre
537,Feind::N,враг,ennemi
538,Gewalt::N,насилие,violence
539,Kampf::N,борьба,lutte
540,Kampf::N,борьба,combat
541,Bogen[Waffe]::N,лук,arc
542,Pfeil::N,стрела,flèche
543,Gewehr::N,ружье,fusil
544,Fehler::N,ошибка,faute
545,Fehler::N,ошибка,erreur
546,Lüge::N,ложь,mensonge
547,Schaden::N,вред,dégât
548,Schaden::N,вред,dommage
549,Unglück::N,беда,malheur
550,Schuld::N,вина,faute
551,Schuld::N,вина,culpabilité
552,Alter::N,возраст,âge
553,Schluss::N,окончание,fin
554,Zeit::N,время,temps
555,Tag::N,день,jour
556,Tag::N,день,journée
557,Morgen::N,утро,matin
558,Morgen::N,утро,matinée
559,Mittag::N,полдень,midi
560,Abend::N,вечер,soir
561,Abend::N,вечер,soirée
562,Nacht::N,ночь,nuit
563,Woche::N,неделя,semaine
564,Monat::N,месяц,mois
565,Jahr::N,год,an
566,Jahr::N,год,année
567,Frühling::N,весна,printemps
568,Sommer::N,лето,été
569,Herbst::N,осень,automne
570,Winter::N,зима,hiver
571,Januar::N,январь,janvier
572,Februar::N,февраль,février
573,März::N,март,mars
574,April::N,апрель,avril
575,Mai::N,май,mai
576,Juni::N,июнь,juin
577,Juli::N,июль,juillet
578,August::N,август,août
579,September::N,сентябрь,septembre
580,Oktober::N,октябрь,octobre
581,November::N,ноябрь,novembre
582,Dezember::N,декабрь,décembre
583,Montag::N,понедельник,lundi
584,Dienstag::N,вторник,mardi
585,Mittwoch::N,среда,mercredi
586,Donnerstag::N,четверг,jeudi
587,Freitag::N,пятница,vendredi
588,Samstag::N,суббота,samedi
589,Sonntag::N,воскресенье,dimanche
590,groß::A,большой,grand
591,klein::A,маленький,petit
592,lang::A,длинный,long
593,kurz::A,короткий,court
594,breit::A,широкий,large
595,schmal::A,узкий,étroit
596,dicht::A,густой,dense
597,dick[Gegenstand]::A,толстый,épais
598,dünn::A,тонкий,mince
599,fein::A,тонкий,fin
600,fein::A,тонкий,menu
601,fest::A,крепкий,ferme
602,fest::A,крепкий,solide
603,flach::A,плоский,plat
604,glatt::A,гладкий,poli
605,glatt::A,гладкий,lisse
606,hart::A,твердый,dur
607,weich::A,мягкий,mou
608,rund::A,круглый,rond
609,spitz::A,остроконечный,aigu
610,spitz::A,остроконечный,pointu
611,scharf::A,острый,tranchant
612,stumpf::A,тупой,mousse
613,stumpf::A,тупой,émoussé
614,schwer::A,тяжелый,lourd
615,schwer::A,тяжелый,pesant
616,schön::A,красивый,beau
617,heiß::A,жаркий,chaud
618,heiß::A,жаркий,très chaud
619,warm::A,теплый,chaud
620,kalt::A,холодный,froid
621,kühl::A,прохладный,frais
622,frisch::A,свежий,frais
623,feucht::A,влажный,humide
624,nass::A,мокрый,mouillé
625,trocken::A,сухой,sec
626,voll::A,полный,plein
627,voll::A,полный,rempli
628,voll::A,наполненный,plein
629,voll::A,наполненный,rempli
630,leer::A,пустой,vide
631,offen::A,открытый,ouvert
632,geschlossen::A,закрытый,clos
633,geschlossen::A,закрытый,fermé
634,sauber::A,чистый,net
635,sauber::A,чистый,propre
636,schmutzig::A,грязный,sale
637,schmutzig::A,грязный,crasseux
638,roh::A,сырой,cru
639,roh::A,сырой,brut
640,reif::A,зрелый,mûr
641,lecker::A,вкусный,délicieux
642,lecker::A,вкусный,appétissant
643,süß::A,сладкий,doux
644,bitter::A,горький,amer
645,sauer::A,кислый,aigre
646,hell::A,светлый,clair
647,dunkel::A,темный,sombre
648,schwarz::A,черный,noir
649,weiß::A,белый,blanc
650,rot::A,красный,rouge
651,gelb::A,желтый,jaune
652,blau::A,синий,bleu
653,grün::A,зеленый,vert
654,grau::A,серый,gris
655,bunt::A,пестрый,multicolore
656,billig::A,дешевый,bon marché
657,teuer::A,дорогой,cher
658,wertvoll::A,ценный,précieux
659,blind::A,слепой,aveugle
660,taub::A,глухой,sourd
661,kräftig::A,могучий,fort
662,kräftig::A,могучий,vigoureux
663,stark::A,сильный,fort
664,stark::A,сильный,puissant
665,schwach::A,слабый,faible
666,fett::A,жирный,gras
667,schlank::A,стройный,svelte
668,hübsch::A,прелестный,joli
669,böse::A,злой,mauvais
670,dumm::A,глупый,sot
671,dumm::A,глупый,bête
672,faul::A,ленивый,fainéant
673,faul::A,ленивый,paresseux
674,fleißig::A,прилежный,appliqué
675,geizig::A,жадный,avare
676,klug::A,умный,intelligent
677,geschickt::A,искусный,habile
678,lieb::A,милый,cher
679,lieb::A,милый,gentil
680,lustig::A,веселый,gai
681,lustig::A,веселый,joyeux
682,sanft::A,нежный,doux
683,hungrig::A,голодный,affamé
684,krank::A,больной,malade
685,nackt::A,голый,nu
686,traurig::A,грустный,triste
687,lebendig::A,живой,vivant
688,gut::A,хороший,bon
689,schlecht::A,плохой,mauvais
690,richtig::A,правильный,juste
691,richtig::A,правильный,correct
692,schlimm::A,отвратительный,grave
693,schlimm::A,отвратительный,mauvais
694,schlimm::A,мерзкий,grave
695,schlimm::A,мерзкий,mauvais
696,wahr::A,настоящий,vrai
697,wahr::A,настоящий,véritable
698,alt::A,старый,vieux
699,neu::A,новый,neuf
700,neu::A,новый,nouveau
701,ehemalig::A,бывший,ancien
702,alt[Lebewesen]::A,пожилой,âgé
703,alt[Lebewesen]::A,пожилой,vieux
704,jung::A,молодой,jeune
705,arm::A,бедный,pauvre
706,reich::A,богатый,riche
707,bekannt::A,знакомый,connu
708,berühmt::A,знаменитый,fameux
709,berühmt::A,знаменитый,célèbre
710,fremd::A,чужой,étranger
711,verschieden::A,разный,différent
712,nah::A,близкий,lié
713,nah::A,близкий,proche
714,fern::A,далекий,éloigné
715,fern::A,далекий,lointain
716,linker::A,левый,gauche
717,rechter::A,правый,droit
718,anderer::A,другой,autre
719,erster::A,первый,premier
720,zweiter::A,второй,second
721,zweiter::A,второй,deuxième
722,dritter::A,третий,troisième
723,letzter::A,последний,dernier
724,allein::ADV,один,seul
725,auf einmal::ADV,сразу,à la fois
726,zusammen::ADV,вместе,ensemble
727,lange::ADV,долго,longtemps
728,plötzlich::ADV,вдруг,tout à coup
729,sofort::ADV,тотчас,immédiatement
730,später::ADV,позже,plus tard
731,jetzt::ADV,сейчас,maintenant
732,heute::ADV,сегодня,aujourd'hui
733,morgen::ADV,завтра,demain
734,bald::ADV,скоро,bientôt
735,dann::ADV,потом,puis
736,dann::ADV,потом,ensuite
737,gestern::ADV,вчера,hier
738,einst::ADV,однажды,jadis
739,einst::ADV,однажды,autrefois
740,damals::ADV,тогда,alors
741,damals::ADV,тогда,à l'époque
742,danach::ADV,затем,après
743,danach::ADV,затем,ensuite
744,vorher::ADV,раньше,auparavant
745,zuerst::ADV,сперва,d'abord
746,zuerst::ADV,сперва,premièrement
747,einmal::ADV,раз,une fois
748,manchmal::ADV,иногда,parfois
749,manchmal::ADV,иногда,quelquefois
750,oft::ADV,часто,souvent
751,immer::ADV,всегда,toujours
752,niemals::ADV,никогда,ne ... jamais
753,hier::ADV,здесь,ici
754,hierhin::ADV,сюда,par ici
755,von hier::ADV,отсюда,d'ici
756,dort::ADV,там,là
757,dort::ADV,там,là-bas
758,dorthin::ADV,туда,y
759,dorthin::ADV,туда,par là
760,geradeaus::ADV,прямо,tout droit
761,vorwärts::ADV,вперед,en avant
762,rückwärts::ADV,назад,en arrière
763,zurück::ADV,обратно,de retour
764,unten::ADV,внизу,en bas
765,unten::ADV,внизу,au-dessous
766,hinab::ADV,вниз,en bas
767,hinab::ADV,вниз,vers le bas
768,oben::ADV,наверху,dessus
769,oben::ADV,наверху,en haut
770,hinauf::ADV,вверх,en haut
771,hinauf::ADV,вверх,vers le haut
772,überall::ADV,везде,partout
773,nicht::ADV,не,ne ... pas
774,ein wenig::ADV,немного,un peu
775,kaum::ADV,едва,à peine
776,sehr::ADV,очень,très
777,so::ADV,так,si
778,so::ADV,так,ainsi
779,noch::ADV,еще,encore
780,nur::ADV,только,seulement
781,nur::ADV,только,ne ... que
782,schon::ADV,уже,déjà
783,wieder::ADV,опять,de nouveau
784,vergebens::ADV,напрасно,en vain
785,vor::PRP,перед,devant
786,hinter::PRP,за,derrière
787,hinter::PRP,позади,derrière
788,unter::PRP,под,sous
789,unter::PRP,под,au-dessous de
790,durch::PRP,сквозь,par
791,durch::PRP,сквозь,à travers
792,neben::PRP,возле,à côté de
793,zwischen::PRP,между,entre
794,wegen::PRP,из-за,à cause de
795,dies::PRN,это,ceci
796,das::PRN,то,ce
797,das::PRN,то,cela
798,alles::PRN,все,tout
799,ich::PRN,я,je
800,ich::PRN,я,moi
801,du::PRN,ты,tu
802,du::PRN,ты,toi
803,er::PRN,он,il
804,er::PRN,он,lui
805,wir::PRN,мы,nous
806,ihr::PRN,вы,vous
807,sie::PRN,они,ils
808,sie::PRN,они,elles
809,was::FPRN,что,que
810,was::FPRN,что,quoi
811,wer::FPRN,кто,qui
812,wo::FADV,где,où
813,wohin::FADV,куда,où
814,wie::FADV,как,comment
815,warum::FADV,почему,pourquoi
816,wieviel::FNUM,сколько,combien
817,eins::NUM,один,un
818,zwei::NUM,два,deux
819,drei::NUM,три,trois
820,vier::NUM,четыре,quatre
821,fünf::NUM,пять,cinq
822,sechs::NUM,шесть,six
823,sieben::NUM,семь,sept
824,acht::NUM,восемь,huit
825,neun::NUM,девять,neuf
826,zehn::NUM,десять,dix
827,elf::NUM,одиннадцать,onze
828,zwölf::NUM,двенадцать,douze
829,zwanzig::NUM,двадцать,vingt
830,dreißig::NUM,тридцать,trente
831,vierzig::NUM,сорок,quarante
832,fünfzig::NUM,пятьдесят,cinquante
833,sechzig::NUM,шестьдесят,soixante
834,siebzig::NUM,семьдесят,soixante-dix
835,achtzig::NUM,восемьдесят,quatre-vingt
836,neunzig::NUM,девяносто,quatre-vingt-dix
837,hundert::NUM,сто,cent
838,tausend::NUM,тысяча,mille
839,und::CNJ,и,et
840,oder::CNJ,или,ou
841,oder::CNJ,либо,ou
842,stehen::V,стоять,être debout
843,sitzen::V,сидеть,être assis
844,liegen::V,лежать,être couché
845,hängen::V,висеть,pendre
846,werden::V,стать,devenir
847,passieren::V,случиться,se passer
848,beginnen::V,начаться,commencer
849,enden::V,кончиться,finir
850,enden::V,кончиться,se terminer
851,wechseln::V,меняться,changer
852,wechseln::V,меняться,alterner
853,aufgehen[Sonne]::V,взойти,se lever
854,untergehen[Sonne]::V,зайти,se coucher
855,scheinen[Sonne]::V,светить,briller
856,donnern::V,греметь,tonner
857,wehen::V,дуть,souffler
858,strömen::V,литься,affluer
859,fließen::V,течь,couler
860,sich drehen::V,вращаться,tourner
