,Concept_ID,cv,ar
162,Eichhörnchen::N,пакша,سنجاب
163,Elch::N,пӑши,موظ
164,Fuchs::N,тилӗ,ثعلب
165,Hase::N,куян,أرنب
166,Hase::N,мулкач,أرنب
167,Maus::N,шӑши,فأرة
168,Wolf::N,кашкӑр,ذئب
169,Vogel::N,кайӑк,طير
170,Vogel::N,вӗҫен кайӑк,طير
171,Schwarm::N,ушкӑн,سرب
172,Huhn::N,чӑх,دجاجة
173,Huhn::N,чӑхӑ,دجاجة
174,Hahn::N,автан,ديك
175,Gans::N,хур,وزة
176,Adler::N,ӑмӑрт кайӑк,نسر
177,Ente::N,кӑвакал,بطة
178,Eule::N,тӑмана,بوم
179,Kranich::N,тӑрна,كركي
180,Krähe::N,ула курак,غراب
181,Kuckuck::N,куккук,وقواق
182,Schwan::N,акӑш,إوز عراقي
183,Fisch::N,пулӑ,سمك
184,Barsch::N,уланкӑ,فرخ أوربي
185,Hecht::N,ҫӑрттан,سمك الكراكي
186,Schlange[Tier]::N,ҫӗлен,حية
187,Schlange[Tier]::N,ҫӗлен,ثعبان
188,Wurm::N,ӑман,دودة
189,Spinne::N,эрешмен,عنكبوت
190,Ameise::N,кӑткӑ,نملة
191,Laus::N,пыйтӑ,قملة
192,Mücke::N,вӑрӑм туна,ناموسة
193,Fliege::N,шӑна,ذبابة
194,Schmetterling::N,лӗпӗш,فراشة
195,Beere::N,ҫырла,حبة
196,Apfel::N,улма,تفاح
197,Apfel::N,пан улми,تفاح
198,Pilz::N,кӑмпа,فطر
199,Zwiebel::N,сухан,بصل
200,Saat::N,вӑрӑ,زرع
201,Korn::N,тӗшӗ,حبة
202,Korn::N,пӗрчӗ,حبة
203,Heu::N,утӑ,دريس
204,Schale::N,хупӑ,قشرة
205,Grube::N,шӑтӑк,نقرة
206,Falle::N,тапӑ,فخ
207,Falle::N,тапӑ,مصيدة
208,Falle::N,капкӑн,فخ
209,Falle::N,капкӑн,مصيدة
210,Schlinge::N,йӑлӑ,عروة
211,Spur::N,йӗр,أثر
212,Asche::N,кӗл,رماد
213,Dreck::N,пылчӑк,قذر
214,Eisen::N,тимӗр,حديد
215,Gold::N,ылтӑн,ذهب
216,Silber::N,кӗмӗл,فضة
217,Kohle::N,кӑмрӑк,فحم
218,Glas::N,кӗленче,زجاج
219,Lehm::N,тӑм,طين
220,Sand::N,хӑйӑр,رمل
221,Mensch::N,ҫын,إنسان
222,Mensch::N,этем,إنسان
223,Mann::N,ар,رجل
224,Frau::N,хӗрарӑм,امرأة
225,Kind::N,ача,طفل
226,Junge::N,ача,ولد
227,Junge::N,ар ҫын ача,ولد
228,Mädchen::N,хӗр ача,بنت
229,Familie::N,ҫемье,عائلة
230,Familie::N,кил-йыш,عائلة
231,Großvater::N,кукаҫи,جد
232,Großmutter::N,кукамай,جدة
233,Eltern::N,аҫа-ама,أبوان
234,Eltern::N,аҫа-ама,والدان
235,Vater::N,атте,أب
236,Mutter::N,анне,أم
237,Sohn::N,ывӑл,إبن
238,Tochter::N,хӗр,بنت
239,Tochter::N,хӗр,إبنة
240,Bruder::N,ар тӑван,أخ
241,Bruder::N,ар тӑван,شقيق
242,Schwester::N,аппа,أخت
243,Schwester::N,йӑмӑк,أخت
244,Onkel::N,мучи,عم
245,Onkel::N,пичче,عم
246,Tante::N,аппа,عمة
247,Ehemann::N,упӑшка,زوج
248,Ehefrau::N,арӑм,زوجة
249,Freude::N,савӑнӑҫ,فرح
250,Freude::N,савӑнӑҫ,سرور
251,Freude::N,хаваслӑх,فرح
252,Freude::N,хаваслӑх,سرور
253,Gelächter::N,кулӑ,قهقهة
254,Glück::N,телей,سعادة
255,Glück::N,ӑраскал,سعادة
256,Kummer::N,хурлӑх,غم
257,Wunsch::N,ӗмӗт,منية
258,Wunsch::N,кӑмӑл,منية
259,Lust::N,кӑмӑл,شهوة
260,Geist::N,чун-чӗм,روح
261,Geist::N,ыр-усал,روح
262,Geist::N,чун хавалӗ,روح
263,Gedanke::N,шухӑш,فكرة
264,Gedächtnis::N,ас,ذاكرة
265,Verstand::N,ӑс,عقل
266,Verstand::N,ӑс-тӑн,عقل
267,Verstand::N,ӑс-хакӑл,عقل
268,Sinn::N,тупсӑм,معنى
269,Sinn::N,пӗлтерӗш,معنى
270,Grund::N,сӑлтав,سبب
271,Wahrheit::N,чӑнлӑх,حقيقة
272,Gespräch::N,калаҫу,محادثة
273,Märchen::N,юмах,خرافة
274,Erzählung::N,акалав,قصة
275,Erzählung::N,акалав,حكاية
276,Erzählung::N,каласа пани,قصة
277,Erzählung::N,каласа пани,حكاية
278,Nachricht::N,хыпар,خبر
279,Neuigkeit::N,ҫӗнӗ хыпар,خبر جديد
280,Name::N,ят,اسم
281,Rätsel::N,сутмалли юмах,لغز
282,Rede::N,сӑмах,خطبة
283,Sprache::N,чӗлхе,لغة
284,Stimme::N,сасӑ,صوت
285,Wort::N,сӑмах,كلمة
286,Zeichen::N,паллӑ,رمز
287,Zeichen::N,паллӑ,إشارة
288,Ruf::N,йыхрав,نداء
289,Ruf::N,чӗнӳ,نداء
290,Lärm::N,шав,صخب
291,Lärm::N,шав,ضجة
292,Laut::N,сасӑ,صوت
293,Ton::N,сасӑ,نغمة
294,Lied::N,юрӑ,أغنية
295,Ruhe::N,канӑҫлӑх,هدوء
296,Ruhe::N,лӑпкӑлӑх,هدوء
297,Leute::N,ҫамрӑксем,ناس
298,Leute::N,ҫамрӑк ҫынсем,ناس
299,Volk::N,халӑх,شعب
300,Arbeit::N,ӗҫхӗл,عمل
301,Arbeit::N,ӗҫлев,عمل
302,Gast::N,хӑна,ضيف
303,Geschenk::N,парне,هدية
304,Geschenk::N,кучченеҫ,هدية
305,Spiel::N,вӑйӑ,لعب
306,Gesellschaft::N,общество,صحبة
307,Hilfe::N,пулӑшу,عون
308,Hilfe::N,пулӑшу,مساعدة
309,Freund::N,тус,صديق
310,Kamerad::N,юлташ,زميل
311,Kamerad::N,тус,زميل
312,Angelegenheit::N,ӗҫ,أمر
313,Angelegenheit::N,ӗҫ,شأن
314,Anzahl::N,йыш,عدد
315,Anzahl::N,хисеп,عدد
316,Art::N,тӗс,نوع
317,Stück::N,татӑк,قطعة
318,Teil::N,пай,قسم
319,Hälfte::N,ҫурӑ,نصف
320,Kreis::N,ункӑ,دائرة
321,Kreis::N,ҫавракӑш,دائرة
322,Kreuz::N,хӗрес,صليب
323,Linie::N,йӗр,خط
324,Strich::N,йӗр,شرطة
325,Abstand::N,хушӑ,مسافة
326,Entfernung::N,хушӑ,بعد
327,Gegend::N,вырӑн,ناحية
328,Platz::N,хутлӑх,فراغ
329,Ort::N,вырӑн,مكان
330,Seite::N,ен,جانب
331,Seite::N,аяк,جانب
332,Seite::N,айӑк,جانب
333,Mitte::N,варӑ,وسط
334,Gegenstand::N,япала,موضوع
335,Sache::N,япала,شيء
336,Rand::N,вӗҫ,حافة
337,Rand::N,хӗрӗ,حافة
338,Rand::N,хӗрри,حافة
339,Kante::N,хайкача,حافة
340,Kante::N,хысак,حافة
341,Ecke::N,кӗтес,ركن
342,Spitze::N,вӗҫ,سن
343,Ende::N,вӗҫ,طرف
344,Loch::N,шӑтӑк,ثقب
345,Winkel::N,кӗтес,زاوية
346,Muster::N,эреш,عينة
347,Größe::N,пысӑкӑш,حجم
348,Länge::N,вӑрӑмӑш,طول
349,Höhe::N,ҫӳллӗш,علو
350,Höhe::N,ҫӳллӗш,ارتفاع
351,Gewicht::N,виҫе,وزن
352,Gewicht::N,йывӑрӑш,وزن
353,Menge::N,йыш,كمية
354,Haufen::N,купа,كوم
355,Reihe::N,рет,صف
356,Boot::N,кимӗ,قارب
357,Boot::N,кимӗ,زورق
358,Ruder::N,кӗсмен,مجذاف
359,Schlitten::N,ҫуна,مزلقة
360,Ski::N,йӗлтӗр,زلاجة
361,Lagerfeuer::N,вут,نار المخيم
362,Lagerfeuer::N,кӑвайт,نار المخيم
363,Last::N,сулмаклӑх,حمل
364,Last::N,йывӑр япала,حمل
365,Gang::N,куҫӑм,مشية
366,Schritt::N,утӑм,خطوة
367,Schritt::N,пусӑм,خطوة
368,Norden::N,ҫурҫӗр,شمال
369,Süden::N,кӑнтӑр,جنوب
370,Westen::N,анӑҫ,غرب
371,Westen::N,хӗвел анӑҫ,غرب
372,Osten::N,хӗвел тухӑҫ,شرق
373,Holz::N,йывӑҫ,خشب
374,Brett::N,хӑма,لوح
375,Platte::N,плита,صفيحة
376,Stütze::N,ура,سند
377,Stütze::N,ура,دعامة
378,Stange::N,шерте,عود
379,Stock::N,патак,عصا
380,Stab::N,шӑчӑ,قضيب
381,Rohr::N,пӑрӑх,أنبوبة
382,Haus::N,ҫурт,دار
383,Haus::N,ҫурт,بيت
384,Heim::N,кил,بيت
385,Heim::N,кил,مسكن
386,Ofen::N,кӑмака,مدفأة
387,Fußboden::N,урай,أرضية
388,Tisch::N,сӗтел,مائدة
389,Stuhl::N,пукан,كرسي
390,Wiege::N,сӑпка,مهد
391,Bett::N,кравать,سرير
392,Regal::N,ҫӳлӗк,رف
393,Regal::N,сентре,رف
394,Kiste::N,ещӗк,صندوق
395,Kiste::N,сунтӑх,صندوق
396,Fenster::N,чӳрече,شباك
397,Fenster::N,чӳрече,نافذة
398,Tür::N,алӑк,باب
399,Tor::N,хапха,بوابة
400,Zaun::N,хӳме,سياج
401,Dach::N,тӑрӑ,سطح
402,Leiter::N,пусма,سلم
403,Besen::N,шӑпӑр,مكنسة
404,Spaten::N,кӗреҫе,مسحاة
405,Schaufel::N,кӗреҫе,مجرفة
406,Gabel::N,вилка,شوكة
407,Löffel::N,кашӑк,ملعقة
408,Messer::N,ҫӗҫӗ,سكين
409,Nagel::N,пӑта,مسمار
410,Netz::N,тетел,شبكة
411,Haken::N,йӑрхах,خطاف
412,Haken::N,йӑрхах,صنارة
413,Haken::N,ҫекӗл,خطاف
414,Haken::N,ҫекӗл,صنارة
415,Griff::N,хӑлӑп,قبضة
416,Schloss::N,ҫӑра,قفل
417,Bild::N,сӑн,صورة
418,Bild::N,сӑнлӑх,صورة
419,Bild::N,картина,صورة
420,Figur::N,кӗлетке,تمثال
421,Puppe::N,пукане,دمية
422,Beutel::N,михӗ,كيس
423,Bündel::N,ҫыхӑ,ربطة
424,Bündel::N,тӗрке,ربطة
425,Tasche::N,сумка,شنطة
426,Tasche::N,сумка,محفظة
427,Eimer::N,витре,سطل
428,Eimer::N,витре,جردل
429,Deckel::N,хупӑ,سداد
430,Geschirr::N,савӑт-сапа,أوان
431,Sack::N,михӗ,زكيبة
432,Tasse::N,курка,فنجان
433,Topf::N,кастрюль,قدر
434,Topf::N,кастрюль,طنجرة
435,Kessel::N,хуран,قدر
436,Kessel::N,хуран,غلاية
437,Essen::N,апат,طعام
438,Nahrung::N,апат-ҫимӗс,غذاء
439,Speise::N,апат,أكل
440,Speise::N,ҫимӗҫ,أكل
441,Fleisch::N,аш,لحم
442,Fleisch::N,какай,لحم
443,Getreide::N,тырӑ,حبوب
444,Brei::N,пӑтӑ,عصيدة
445,Brot::N,ҫӑкӑр,خبز
446,Scheibe::N,чӗлӗ,شريحة
447,Scheibe::N,касӑк,شريحة
448,Fett::N,ҫу,سمن
449,Butter::N,ҫу,زبدة
450,Öl::N,ҫу,زيت
451,Salz::N,тӑвар,ملح
452,Suppe::N,яшка,حساء
453,Suppe::N,яшка,شربة
454,Honig::N,пыл,عسل
455,Milch::N,сӗт,حليب
456,Tee::N,чей,شاي
457,Leder::N,сӑран,جلد
458,Wolle::N,ҫӑм,صوف
459,Stoff::N,тӗртӗм,قماش
460,Nadel::N,йӗп,إبرة
461,Faden::N,ҫип,خيط
462,Knopf::N,тӳме,زر
463,Knoten::N,йӑлӑ,عقدة
464,Farbe::N,сӑрӑ,صبغة
465,Kleidung::N,тум,ملابس
466,Kleidung::N,ҫипуҫ,ملابس
467,Kleidung::N,тум-тир,ملابس
468,Hemd::N,кӗпе,قميص
469,Kragen::N,ҫуха,ياقة
470,Ärmel::N,ҫанӑ,كم
471,Hose::N,шӑлавар,سروال
472,Hose::N,шӑлавар,بنطلون
473,Gürtel::N,пиҫиххи,حزام
474,Mütze::N,ҫӗлӗк,طاقية
475,Schuh::N,пушмак,حذاء
476,Schuh::N,ботинок,حذاء
477,Stiefel::N,атӑ,جزمة
478,Stiefel::N,атӑ,حذاء طويل
479,Ring::N,ҫӗрӗ,حلقة
480,Band::N,хаю,شريط
481,Band::N,йӗсме,شريط
482,Kamm::N,тура,مشط
483,Spiegel::N,тӗкӗр,مرآة
484,Spiegel::N,куҫ кӗски,مرآة
485,Riemen::N,чӗн,سير
486,Schnur::N,кантра,حبل
487,Schnur::N,кантра,دوبارة
488,Leine::N,касмӑк,قيد
489,Decke::N,утиял,بطانية
490,Kissen::N,ҫытар,وسادة
491,Kissen::N,минтер,وسادة
492,Tuch::N,тутӑр,منديل
493,Handtuch::N,ал шӑлли,فوطة
494,Handtuch::N,ал шӑлли,منشفة
495,Kraft::N,вӑй,قدرة
496,Kraft::N,хӑват,قدرة
497,Stärke::N,хал,قوة
498,Stärke::N,хӑват,قوة
499,Gesundheit::N,хал,صحة
500,Gesundheit::N,сывлӑх,صحة
501,Krankheit::N,чир,مرض
502,Schmerz::N,ырату,ألم
503,Schmerz::N,ырату,وجع
504,Wunde::N,суран,جرح
505,Fieber::N,сив чир,حمى
506,Arznei::N,эмел,دواء
507,Brücke::N,кӗпер,جسر
508,Brunnen::N,ҫӑл,بئر
509,Brunnen::N,пусӑ,بئر
510,Weide::N,ҫаран,مرعى
511,Pfad::N,йӗр,درب
512,Pfad::N,сукмак,درب
513,Weg::N,ҫул,سكة
514,Weg::N,ҫул-йӗр,سكة
515,Straße::N,ҫӳрев,طريق
516,Straße::N,ҫул ҫӳрени,طريق
517,Dorf::N,ял,قرية
518,Stadt::N,хула,مدينة
519,Brief::N,ҫыру,خطاب
520,Brief::N,ҫыру,مكتوب
521,Buch::N,кӗнеке,كتاب
522,Buchstabe::N,сас палли,حرف
523,Zeitung::N,хаҫат,جريدة
524,Leben::N,пурнӑҫ,عيش
525,Leben::N,пурнӑҫ,حياة
526,Tod::N,вилӗм,موت
527,Tod::N,вилӗм,وفاة
528,Grab::N,масар шӑтӑкӗ,قبر
529,Kirche::N,чиркӳ,كنيسة
530,Sünde::N,ҫылӑх,خطيئة
531,Gott::N,турӑ,إله
532,Arbeiter::N,рабочи,عامل
533,Chef::N,пуҫлӑх,رئيس
534,Meister::N,ӑста,أسطى
535,Meister::N,мастер,أسطى
536,Arzt::N,врач,طبيب
537,Arzt::N,тухтӑр,طبيب
538,Lehrer::N,учитель,مدرس
539,Lehrer::N,вӗрентекен,مدرس
540,Geld::N,укҫа,نقود
541,Geschäft::N,бизнес,صفقة
542,Laden::N,магазин,دكان
543,Preis::N,хак,سعر
544,Ware::N,тавар,بضاعة
545,Nutzen::N,пайта,فائدة
546,Reichtum::N,мул,غنى
547,Reichtum::N,мул,ثروة
548,Welt::N,тӗнче,عالم
549,Welt::N,тӗнче,دنيا
550,Land::N,ҫӗр-шыв,بلد
551,Staat::N,патшàлӑх,دولة
552,König::N,король,ملك
553,Macht::N,власть,سلطة
554,Grenze::N,чикӗ,حدود
555,Krieg::N,вӑрҫӑ,حرب
556,Feind::N,тӑшман,عدو
557,Gewalt::N,ирӗксӗрлӳ,عنف
558,Kampf::N,кӗрешӳ,قتال
559,Bogen[Waffe]::N,ухӑ,قوس
560,Pfeil::N,ҫӗмрен,سهم
561,Pfeil::N,ухӑ йӗппи,سهم
562,Gewehr::N,пӑшал,بندقية
563,Fehler::N,йӑнӑш,خطأ
564,Lüge::N,суя,كذب
565,Lüge::N,ултав,كذب
566,Schaden::N,сиен,تلف
567,Unglück::N,шар,نحس
568,Unglück::N,инкек,نحس
569,Schuld::N,айӑп,ذنب
570,Alter::N,ҫул шучӗ,سن
571,Alter::N,ҫул шучӗ,عمر
572,Schluss::N,пӗтни,ختام
573,Schluss::N,пӗтни,نهاية
574,Schluss::N,пӗтмӗш,ختام
575,Schluss::N,пӗтмӗш,نهاية
576,Zeit::N,вӑхӑт,وقت
577,Tag::N,кун,يوم
578,Morgen::N,ир,صباح
579,Mittag::N,кӑнтӑрла,ظهر
580,Abend::N,каҫ,مساء
581,Nacht::N,каҫ,ليلة
582,Woche::N,эрне,أسبوع
583,Monat::N,уйӑх,شهر
584,Jahr::N,ҫулталӑк,عام
585,Jahr::N,ҫулталӑк,سنة
586,Frühling::N,ҫур,ربيع
587,Frühling::N,ҫуркунне,ربيع
588,Sommer::N,ҫу,صيف
589,Sommer::N,ҫулла,صيف
590,Herbst::N,кӗр,خريف
591,Herbst::N,кӗркунне,خريف
592,Winter::N,хӗл,شتاء
593,Winter::N,хӗлле,شتاء
594,Januar::N,январь,يناير
595,Januar::N,январь,كانون الثاني
596,Februar::N,февраль,شباط
597,Februar::N,февраль,فبراير
598,Februar::N,кӗҫӗн кӑрлач,شباط
599,Februar::N,кӗҫӗн кӑрлач,فبراير
600,März::N,март,آذار
601,März::N,март,مارس
602,März::N,пуш уйӑхӗ,آذار
603,März::N,пуш уйӑхӗ,مارس
604,April::N,апрель,نيسان
605,Mai::N,май,مايو
606,Juni::N,июнь,يونيو
607,Juni::N,июнь,حزيران
608,Juli::N,июль,تموز
609,Juli::N,июль,يوليو
610,August::N,август,آب
611,August::N,август,أغسطس
612,September::N,сентябрь,أيلول
613,September::N,сентябрь,سبتمبر
614,September::N,авӑн уйӑхӗ,أيلول
615,September::N,авӑн уйӑхӗ,سبتمبر
616,Oktober::N,октябрь,أكتوبر
617,Oktober::N,октябрь,تشرين الأول
618,November::N,ноябрь,نوفمبر
619,November::N,ноябрь,تشرين الثاني
620,Dezember::N,раштав,ديسمبر
621,Dezember::N,раштав,كانون الأول
622,Dezember::N,декабрь,ديسمبر
623,Dezember::N,декабрь,كانون الأول
624,Montag::N,тунти кун,يوم الاثنين
625,Dienstag::N,ытлари кун,يوم الثلاثاء
626,Mittwoch::N,юн кун,يوم الأربعاء
627,Donnerstag::N,кӗҫнерни кун,يوم الخميس
628,Freitag::N,эрне кун,يوم الجمعة
629,Samstag::N,шӑмат кун,يوم السبت
630,Sonntag::N,вырсарни кун,يوم الأحد
631,groß::A,пысӑк,كبير
632,klein::A,пӗчӗк,صغير
633,lang::A,вӑрӑм,طويل
634,kurz::A,кӗске,قصير
635,breit::A,сарлака,واسع
636,schmal::A,ансӑр,ضيق
637,dicht::A,йӑвӑ,كث
638,dicht::A,йӑвӑ,كثيف
639,dick[Gegenstand]::A,хулӑн,غليظ
640,dünn::A,ҫинҫе,رفيع
641,dünn::A,ҫӳхе,رفيع
642,fein::A,тарай,رقيق
643,fein::A,вӗлтӗрти,رقيق
644,fest::A,тӗреклӗ,متين
645,flach::A,лаптак,سهل
646,flach::A,лаптак,منبسط
647,glatt::A,такӑр,ناعم
648,hart::A,хытӑ,صلب
649,hart::A,хытӑ,جامد
650,weich::A,ҫемҫе,لين
651,rund::A,ҫавра,مستدير
652,spitz::A,шӗвӗр,مدبب
653,scharf::A,ҫивӗч,حاد
654,stumpf::A,мӑка,ثالم
655,stumpf::A,пуклак,ثالم
656,stumpf::A,тӗрӗнчӗк,ثالم
657,stumpf::A,ӑнкарусӑр,ثالم
658,schwer::A,йывӑр,ثقيل
659,schön::A,илемлӗ,جميل
660,heiß::A,вӗри,حار
661,heiß::A,вӗри,ساخن
662,warm::A,ӑшӑ,دافئ
663,kalt::A,сивӗ,بارد
664,kühl::A,уҫӑ,قر
665,frisch::A,уҫӑ,طازج
666,feucht::A,йӗпе,رطب
667,nass::A,нӳрӗ,مبلول
668,trocken::A,типӗ,جاف
669,voll::A,тулли,ملء
670,leer::A,пушӑ,خال
671,leer::A,пушӑ,فارغ
672,offen::A,уҫӑ,مفتوح
673,geschlossen::A,хупӑ,مغلق
674,sauber::A,таса,نظيف
675,schmutzig::A,пылчӑклӑ,قذر
676,schmutzig::A,вараланчӑк,قذر
677,roh::A,чӗрӗ,نيء
678,reif::A,пулнӑ,ناضج
679,reif::A,пиҫӗхнӗ,ناضج
680,reif::A,аталаннӑ,ناضج
681,reif::A,пиҫсе ҫитнӗ,ناضج
682,lecker::A,тутлӑ,لذيذ
683,lecker::A,техӗмлӗ,لذيذ
684,süß::A,пылак,حلو
685,bitter::A,йӳҫӗ,مر
686,sauer::A,йӳҫӗ,حامض
687,sauer::A,йӳҫек,حامض
688,sauer::A,кӑвасак,حامض
689,hell::A,ҫутӑ,نير
690,dunkel::A,тӗттӗм,مظلم
691,schwarz::A,хура,أسود
692,weiß::A,шурӑ,أبيض
693,rot::A,хӗрлӗ,أحمر
694,gelb::A,сарӑ,أصفر
695,blau::A,кӑвак,أزرق
696,grün::A,симӗс,أخضر
697,grün::A,пиҫмен,أخضر
698,grün::A,ӑс пухман,أخضر
699,grau::A,кӑвак,رمادي
700,bunt::A,чӑпар,ملوب
701,billig::A,йӳнӗ,رخيص
702,teuer::A,хаклӑ,غال
703,wertvoll::A,паха,ثمين
704,blind::A,суккӑр,أعمى
705,taub::A,хӑлхасӑр,أصم
706,taub::A,хӑлхасӑр,أطرش
707,kräftig::A,хӑватлӑ,قوي
708,stark::A,вирлӗ,قوي
709,schwach::A,халсӑр,ضعيف
710,fett::A,самӑр,سمين
711,fett::A,мӑнтӑр,سمين
712,schlank::A,йӑрӑс,أهيف
713,schlank::A,яштака,أهيف
