,Concept_ID,ab,lt
1378,fischen::V,аҧсыӡ икуеит,žvejoti
1379,fassen::V,акра,sučiupti
1380,hüten::V,арҳəра,ganyti
1381,hüten::V,ахьчара,ganyti
1382,treiben::V,акацара,ginti
1383,anbinden::V,адҳəалара,pririšti
1384,füttern::V,акырҿаҵара,šerti
1385,melken::V,ахьара,melžti
1386,hacken::V,аҟəаҟəара,kapoti
1387,gießen::V,аҵаҭəара,lieti
1388,gießen::V,аҵаҭəара,laistyti
1389,reifen::V,ашəра,nokti
1390,reifen::V,ашəра,sirpti
1391,reifen::V,аҟалара,nokti
1392,reifen::V,аҟалара,sirpti
1393,zubereiten::V,ацура,ruošti
1394,zubereiten::V,ацура,gaminti
1395,kochen::V,ажəра,virti
1396,kochen::V,ажəра,virinti
1397,backen::V,аӡра,kepti
1398,braten::V,аӡра,kepti
1399,braten::V,аӡра,kepinti
1400,umrühren::V,аилрыхра,maišyti
1401,umrühren::V,аилрыхра,pamaišyti
1402,stricken::V,аҧара,megzti
1403,nähen::V,аӡахра,siūti
1404,färben::V,ашəра,dažyti
1405,färben::V,ашəра,nudažyti
1406,reinigen::V,арыцқьара,valyti
1407,reinigen::V,арыцқьара,švarinti
1408,waschen::V,аӡәӡәара,plauti
1409,waschen::V,аӡәӡәара,mazgoti
1410,waschen::V,аӡәӡәара,skalbti
1411,abwischen::V,арбара,nušluostyti
1412,spülen::V,аҭыршара,plauti
1413,spülen::V,аҭыршара,skalauti
1414,fegen::V,аҧссара,šluoti
1415,baden::V,аҽыкəабара,maudytis
1416,sich waschen::V,аҽыӡəӡəара,praustis
1417,ausziehen::V,ашəыхра,numauti
1418,ausziehen::V,ашəыхра,nuvilkti
1419,anziehen::V,ашəҵара,mauti
1420,anziehen::V,ашəҵара,apsivilkti
1421,sich anziehen::V,аҽеилаҳəара,rengtis
1422,sich anziehen::V,аҽеилаҳəара,apsirengti
1423,kämmen::V,аҳəара,šukuoti
1424,schmücken::V,арҧшӡара,puošti
1425,schmücken::V,арҧшӡара,dabinti
1426,schmücken::V,арҧшӡара,gražinti
1427,sagen::V,аҳəара,tarti
1428,sprechen::V,ацəажəара,kalbėti
1429,reden::V,ацəажəара,šnekėti
1430,reden::V,аицәажәара,šnekėti
1431,sich unterhalten::V,аицәажәара,kalbėtis
1432,sich unterhalten::V,аицәажәара,šnekučiuotis
1433,fragen::V,азҵаара,klausti
1434,bitten::V,аҳəара,prašyti
1435,erzählen::V,аҳəара,pasakoti
1436,mitteilen::V,азыцҳара,skelbti
1437,mitteilen::V,азыцҳара,pranešti
1438,nennen::V,ахьӡҵара,vadinti
1439,nennen::V,ахьӡҵара,vardyti
1440,rufen::V,азҿыҭра,šaukti
1441,rufen::V,азҿыҭра,kviesti
1442,prahlen::V,аҽхəара,girtis
1443,übersetzen::V,аиҭагара,versti
1444,übersetzen::V,аиҭагара,išversti
1445,denken::V,азхəыцра,galvoti
1446,glauben::V,ахаҵара,manyti
1447,glauben::V,ахаҵара,tikėti
1448,bemerken::V,агəаҭара,pamatyti
1449,bemerken::V,агəаҭара,pastebėti
1450,erkennen::V,адырра,pažinti
1451,erkennen::V,адырра,atpažinti
1452,begreifen::V,аилкаара,suvokti
1453,verstehen::V,аҳара,suprasti
1454,lernen::V,аҵара,mokytis
1455,wissen::V,адырра,žinoti
1456,sich erinnern an::V,агəаларшəара,prisiminti
1457,vergessen::V,ахашҭра,užmiršti
1458,messen::V,ашəара,matuoti
1459,zählen::V,аҧхьаӡара,skaičiuoti
1460,rechnen::V,аҳасабра,skaičiuoti
1461,lesen::V,аҧхьара,skaityti
1462,besitzen::V,амазаара,turėti
1463,kaufen::V,Аахəара,pirkti
1464,verkaufen::V,аҭира,parduoti
1465,bezahlen::V,ахҭынҵара,apmokėti
1466,bezahlen::V,ашəара,apmokėti
1467,zahlen::V,ашəара,mokėti
1468,ertragen::V,ачҳара,kę̃sti
1469,ertragen::V,ачҳара,pakelti
1470,ertragen::V,ачҳара,iškę̃sti
1471,Moor::N,,pelkė
1472,Kralle::N,,nagas
1473,Schwarm::N,,spiečius
1474,Sache::N,,daiktas
1475,Menge::N,,kiekis
1476,Menge::N,,daugybė
1477,Essen::N,,valgis
1478,Geschäft::N,,biznis
1479,Monat::N,,mėnuo
1480,Jahr::N,,metai
1481,dünn::A,,plonas
1482,roh::A,,žalias
1483,durch::PRP,,pro
1484,durch::PRP,,per
1485,was::FPRN,,kas
1486,rauschen::V,,ošti
1487,rauschen::V,,šlamėti
1488,zu sehen sein::V,,pasirodyti
1489,wenden::V,,kreipti
1490,wenden::V,,pakreipti
1491,ergreifen::V,,čiupti
1492,ergreifen::V,,griebti
1493,bewahren::V,,išsaugoti
1494,wünschen::V,,norėti
1495,wünschen::V,,linḱėti
1496,wiegen::V,,supti
1497,treten::V,,mygti
1498,kehren::V,,šluoti
1499,malen::V,,tapyti
1500,zeichnen::V,,piešti
1501,zeichnen::V,,žymėti
1502,zeichnen::V,,braižyti
1503,schreiben::V,,rašyti
1504,beherrschen::V,,valdyti
