,Concept_ID,cs,pt
423,Stange::N,tyčka,vara
424,Stange::N,tyčka,barra
425,Stock::N,hůlka,pau
426,Stock::N,hůlka,bengala
427,Stab::N,hůl,bastão
428,Rohr::N,trubka,cano
429,Haus::N,dům,casa
430,Heim::N,domov,lar
431,Heim::N,domov,casa
432,Ofen::N,kamna,estufa
433,Ofen::N,kamna,aquecedor
434,Fußboden::N,podlaha,piso
435,Tisch::N,stůl,mesa
436,Stuhl::N,židle,cadeira
437,Wiege::N,kolébka,berço
438,Bett::N,postel,cama
439,Regal::N,regál,estante
440,Regal::N,regál,prateleira
441,Regal::N,police,estante
442,Regal::N,police,prateleira
443,Kiste::N,bedna,caixa
444,Fenster::N,okno,janela
445,Tür::N,dveře,porta
446,Tor::N,vrata,portão
447,Zaun::N,plot,cerca
448,Zaun::N,plot,vedação
449,Dach::N,střecha,telhado
450,Leiter::N,žebřík,escada
451,Leiter::N,žebřík,escada móvel
452,Besen::N,koště,vassoura
453,Besen::N,smeták,vassoura
454,Spaten::N,rýč,pá
455,Schaufel::N,lopata,pá
456,Gabel::N,vidlička,garfo
457,Löffel::N,lžíce,colher
458,Messer::N,nůž,faca
459,Nagel::N,hřebík,cravo
460,Netz::N,síť,rede
461,Haken::N,hák,gancho
462,Griff::N,držadlo,asa
463,Griff::N,držadlo,cabo
464,Schloss::N,zámek,fechadura
465,Bild::N,obraz,imagem
466,Figur::N,figura,figura
467,Puppe::N,panenka,boneca
468,Beutel::N,pytlík,saco
469,Beutel::N,pytlík,bolsa
470,Bündel::N,svazek,fardo
471,Tasche::N,taška,saco
472,Tasche::N,taška,bolso
473,Tasche::N,brašna,saco
474,Tasche::N,brašna,bolso
475,Eimer::N,kýbl,balde
476,Eimer::N,vědro,balde
477,Deckel::N,víko,tampa
478,Deckel::N,příklop,tampa
479,Geschirr::N,nádobí,louça
480,Sack::N,pytel,saca
481,Tasse::N,šálek,chávena
482,Topf::N,hrnec,tacho
483,Topf::N,hrnec,panela
484,Kessel::N,kotel,caldeira
485,Essen::N,jídlo,refeição
486,Nahrung::N,strava,comida
487,Nahrung::N,strava,alimento
488,Nahrung::N,potrava,comida
489,Nahrung::N,potrava,alimento
490,Speise::N,jídlo,prato
491,Fleisch::N,maso,carne
492,Getreide::N,obilí,cereais
493,Brei::N,kaše,puré
494,Brot::N,chléb,pão
495,Scheibe::N,krajíc,fatia
496,Fett::N,tuk,banha
497,Fett::N,tuk,gordura
498,Fett::N,omastek,banha
499,Fett::N,omastek,gordura
500,Butter::N,máslo,manteiga
501,Öl::N,olej,azeite
502,Salz::N,sůl,sal
503,Suppe::N,polévka,sopa
504,Suppe::N,polévka,caldo
505,Honig::N,med,mel
506,Milch::N,mléko,leite
507,Tee::N,čaj,chá
508,Leder::N,kůže,couro
509,Wolle::N,vlna,lã
510,Stoff::N,látka,pano
511,Stoff::N,látka,tecido
512,Nadel::N,jehla,agulha
513,Faden::N,nit,fio
514,Knopf::N,knoflík,botão
515,Knoten::N,uzel,nó
516,Farbe::N,barva,corante
517,Kleidung::N,šaty,roupa
518,Kleidung::N,šaty,vestuário
519,Kleidung::N,šatstvo,roupa
520,Kleidung::N,šatstvo,vestuário
521,Hemd::N,košile,camisa
522,Kragen::N,límec,gola
523,Ärmel::N,rukáv,manga
524,Hose::N,kalhoty,calça
525,Gürtel::N,pás,cinto
526,Gürtel::N,opasek,cinto
527,Mütze::N,čepice,boné
528,Mütze::N,čepice,barrete
529,Schuh::N,bota,sapato
530,Stiefel::N,holínka,bota
531,Ring::N,prsten,anel
532,Band::N,pásek,fita
533,Band::N,pásek,faixa
534,Kamm::N,hřeben,pente
535,Spiegel::N,zrcadlo,espelho
536,Riemen::N,řemen,correia
537,Schnur::N,šňůra,corda
538,Schnur::N,šňůra,cordel
539,Leine::N,vodítko,trela
540,Decke::N,pokrývka,cobertor
541,Decke::N,přikrývka,cobertor
542,Kissen::N,polštář,almofada
543,Tuch::N,šátek,pano
544,Handtuch::N,ručník,toalha
545,Kraft::N,síla,força
546,Stärke::N,síla,força
547,Gesundheit::N,zdraví,saúde
548,Krankheit::N,nemoc,doença
549,Krankheit::N,nemoc,enfermidade
550,Krankheit::N,choroba,doença
551,Krankheit::N,choroba,enfermidade
552,Schmerz::N,bolest,dor
553,Wunde::N,rána,chaga
554,Wunde::N,rána,ferida
555,Fieber::N,horečka,febre
556,Arznei::N,lék,remédio
557,Brücke::N,most,ponte
558,Brunnen::N,studna,poço
559,Weide::N,pastva,pastagem
560,Weide::N,pastvina,pastagem
561,Pfad::N,pěšina,senda
562,Pfad::N,pěšina,trilho
563,Weg::N,cesta,caminho
564,Straße::N,silnice,via
565,Straße::N,silnice,estrada
566,Dorf::N,vesnice,aldeia
567,Stadt::N,město,cidade
568,Brief::N,dopis,carta
569,Buch::N,kniha,livro
570,Buchstabe::N,písmeno,letra
571,Zeitung::N,noviny,jornal
572,Leben::N,život,vida
573,Tod::N,smrt,morte
574,Grab::N,hrob,túmulo
575,Grab::N,hrob,sepultura
576,Kirche::N,kostel,igreja
577,Sünde::N,hřích,pecado
578,Gott::N,bůh,deus
579,Arbeiter::N,dělník,operário
580,Arbeiter::N,dělník,trabalhador
581,Arbeiter::N,pracovník,operário
582,Arbeiter::N,pracovník,trabalhador
583,Chef::N,šéf,chefe
584,Chef::N,šéf,patrão
585,Chef::N,vedoucí,chefe
586,Chef::N,vedoucí,patrão
587,Meister::N,mistr,mestre
588,Arzt::N,lékař,médico
589,Lehrer::N,učitel,professor
590,Geld::N,peníze,dinheiro
591,Geschäft::N,obchod,negócio
592,Laden::N,krám,loja
593,Preis::N,cena,preço
594,Ware::N,zboží,mercadoria
595,Nutzen::N,užitek,proveito
596,Reichtum::N,bohatství,riqueza
597,Welt::N,svět,mundo
598,Land::N,země,país
599,Staat::N,stát,Estado
600,König::N,král,rei
601,Macht::N,moc,poder
602,Macht::N,moc,potência
603,Macht::N,mocnost,poder
604,Macht::N,mocnost,potência
605,Grenze::N,hranice,fronteira
606,Krieg::N,válka,guerra
607,Feind::N,nepřítel,inimigo
608,Gewalt::N,násilí,violência
609,Kampf::N,boj,luta
610,Kampf::N,boj,combate
611,Bogen[Waffe]::N,luk,arco
612,Pfeil::N,šíp,seta
613,Pfeil::N,šíp,flecha
614,Gewehr::N,puška,espingarda
615,Gewehr::N,ručnice,espingarda
616,Fehler::N,chyba,erro
617,Fehler::N,chyba,falha
618,Lüge::N,lež,mentira
619,Schaden::N,škoda,dano
620,Schaden::N,škoda,estrago
621,Unglück::N,neštěstí,desgraça
622,Schuld::N,vina,culpa
623,Alter::N,věk,idade
624,Schluss::N,konec,fim
625,Zeit::N,čas,tempo
626,Tag::N,den,dia
627,Morgen::N,ráno,manhã
628,Morgen::N,jitro,manhã
629,Mittag::N,poledne,meio-dia
630,Abend::N,večer,noite
631,Abend::N,večer,tardinha
632,Nacht::N,noc,noite
633,Woche::N,týden,semana
634,Monat::N,měsíc,mês
635,Jahr::N,rok,ano
636,Frühling::N,jaro,primavera
637,Sommer::N,léto,verão
638,Herbst::N,podzim,outono
639,Winter::N,zima,inverno
640,Januar::N,leden,Janeiro
641,Februar::N,únor,Fevereiro
642,März::N,březen,Março
643,April::N,duben,Abril
644,Mai::N,květen,Maio
645,Juni::N,červen,Junho
646,Juli::N,červenec,Julho
647,August::N,srpen,Agosto
648,September::N,září,Setembro
649,Oktober::N,říjen,Outubro
650,November::N,listopad,Novembro
651,Dezember::N,prosinec,Dezembro
652,Montag::N,pondělí,segunda-feira
653,Montag::N,pondělek,segunda-feira
654,Dienstag::N,úterý,terça-feira
655,Mittwoch::N,středa,quarta-feira
656,Donnerstag::N,čtvrtek,quinta-feira
657,Freitag::N,pátek,sexta-feira
658,Samstag::N,sobota,sábado
659,Sonntag::N,neděle,domingo
660,groß::A,velký,grande
661,klein::A,malý,pequeno
662,lang::A,dlouhý,comprido
663,kurz::A,krátký,curto
664,breit::A,široký,largo
665,schmal::A,úzký,estreito
666,dicht::A,hustý,denso
667,dick[Gegenstand]::A,tlustý,grosso
668,dünn::A,tenký,delgado
669,fein::A,jemný,fino
670,fein::A,jemný,subtil
671,fest::A,pevný,firme
672,fest::A,pevný,sólido
673,flach::A,plochý,plano
674,flach::A,placatý,plano
675,glatt::A,hladký,liso
676,hart::A,tvrdý,duro
677,weich::A,měkký,mole
678,rund::A,kulatý,redondo
679,rund::A,okrouhlý,redondo
680,spitz::A,špičatý,agudo
681,scharf::A,ostrý,afiado
682,stumpf::A,tupý,rombo
683,schwer::A,těžký,pesado
684,schön::A,pěkný,belo
685,schön::A,pěkný,bonito
686,schön::A,krásný,belo
687,schön::A,krásný,bonito
688,heiß::A,horký,quente
689,warm::A,teplý,quente
690,kalt::A,studený,frio
691,kühl::A,chladný,fresco
692,frisch::A,svěží,fresco
693,feucht::A,vlhký,húmido
694,nass::A,mokrý,molhado
695,trocken::A,suchý,seco
696,voll::A,plný,cheio
697,leer::A,prázdný,vazio
698,offen::A,otevřený,aberto
699,geschlossen::A,zavřený,fechado
700,sauber::A,čistý,limpo
701,schmutzig::A,špinavý,sujo
702,roh::A,syrový,cru
703,reif::A,zralý,maduro
704,lecker::A,chutný,delicioso
705,süß::A,sladký,doce
706,bitter::A,hořký,amargo
707,sauer::A,kyselý,azedo
708,hell::A,světlý,claro
709,dunkel::A,temný,escuro
710,dunkel::A,temný,sombrio
711,schwarz::A,černý,preto
712,weiß::A,bílý,branco
713,rot::A,rudý,vermelho
714,rot::A,červený,vermelho
715,gelb::A,žlutý,amarelo
716,blau::A,modrý,azul
717,grün::A,zelený,verde
718,grau::A,šedý,cinzento
719,grau::A,šedivý,cinzento
720,bunt::A,pestrý,colorido
721,billig::A,levný,barato
722,billig::A,laciný,barato
723,teuer::A,drahý,caro
724,wertvoll::A,cenný,valioso
725,wertvoll::A,cenný,precioso
726,blind::A,slepý,cego
727,taub::A,hluchý,surdo
728,kräftig::A,silný,forte
729,kräftig::A,silný,poderoso
730,stark::A,silný,forte
731,stark::A,silný,robusto
732,schwach::A,slabý,débil
733,fett::A,tučný,gordo
734,fett::A,tlustý,gordo
735,schlank::A,štíhlý,esbelto
736,hübsch::A,hezký,giro
737,hübsch::A,hezký,bonito
738,böse::A,zlý,mau
739,dumm::A,hloupý,parvo
740,dumm::A,hloupý,estúpido
741,faul::A,líný,preguiçoso
742,fleißig::A,pilný,aplicado
743,fleißig::A,pilný,diligente
744,geizig::A,lakomý,avarento
745,klug::A,chytrý,prudente
746,klug::A,chytrý,inteligente
747,geschickt::A,šikovný,hábil
748,lieb::A,milý,caro
749,lieb::A,milý,querido
750,lustig::A,veselý,alegre
751,sanft::A,mírný,suave
752,sanft::A,mírný,brando
753,hungrig::A,hladový,faminto
754,krank::A,nemocný,doente
755,krank::A,nemocný,enfermo
756,nackt::A,nahý,nu
757,nackt::A,nahý,despido
758,traurig::A,smutný,triste
759,traurig::A,truchlivý,triste
760,lebendig::A,živý,vivo
761,gut::A,dobrý,bom
762,schlecht::A,špatný,mau
763,schlecht::A,špatný,ruim
764,richtig::A,pravý,justo
765,richtig::A,pravý,correcto
766,richtig::A,správný,justo
767,richtig::A,správný,correcto
768,schlimm::A,zlý,mau
769,schlimm::A,zlý,grave
770,wahr::A,pravdivý,verdadeiro
771,alt::A,starý,velho
772,alt::A,starý,antigo
773,neu::A,nový,novo
774,ehemalig::A,bývalý,antigo
775,alt[Lebewesen]::A,starý,velho
776,jung::A,mladý,jovem
777,arm::A,chudý,pobre
778,reich::A,bohatý,rico
779,bekannt::A,známý,conhecido
780,berühmt::A,slavný,famoso
781,berühmt::A,slavný,célebre
782,fremd::A,cizí,alheio
783,fremd::A,cizí,estranho
784,verschieden::A,různý,diverso
785,verschieden::A,různý,diferente
786,verschieden::A,rozličný,diverso
787,verschieden::A,rozličný,diferente
788,nah::A,blízký,próximo
789,fern::A,daleký,remoto
790,fern::A,daleký,distante
791,linker::A,levý,esquerdo
792,rechter::A,pravý,direito
793,anderer::A,jiný,outro
794,erster::A,první,primeiro
795,zweiter::A,druhý,segundo
796,dritter::A,třetí,terceiro
797,letzter::A,poslední,final
798,letzter::A,poslední,último
799,allein::ADV,sám,só
800,auf einmal::ADV,najednou,de vez
801,zusammen::ADV,spolu,juntos
802,zusammen::ADV,dohromady,juntos
803,lange::ADV,dlouho,muito tempo
804,plötzlich::ADV,vtom,de repente
805,plötzlich::ADV,náhle,de repente
806,sofort::ADV,hned,imediatamente
807,sofort::ADV,ihned,imediatamente
808,später::ADV,později,mais tarde
809,jetzt::ADV,teď,agora
810,jetzt::ADV,nyní,agora
811,heute::ADV,dnes,hoje
812,heute::ADV,dneska,hoje
813,morgen::ADV,zítra,amanhã
814,bald::ADV,brzo,logo
815,bald::ADV,brzo,breve
816,dann::ADV,pak,então
817,dann::ADV,pak,depois
818,dann::ADV,potom,então
819,dann::ADV,potom,depois
820,gestern::ADV,včera,ontem
821,einst::ADV,kdysi,antigamente
822,damals::ADV,tehdy,então
823,damals::ADV,tenkrát,então
824,danach::ADV,podle toho,logo
825,danach::ADV,podle toho,depois
826,vorher::ADV,dříve,antes
827,vorher::ADV,napřed,antes
828,zuerst::ADV,nejprve,primeiro
829,zuerst::ADV,nejdříve,primeiro
830,einmal::ADV,jednou,uma vez
831,manchmal::ADV,někdy,às vezes
832,oft::ADV,často,muitas vezes
833,immer::ADV,vždy,sempre
834,immer::ADV,stále,sempre
835,niemals::ADV,nikdy,nunca
836,hier::ADV,zde,cá
837,hier::ADV,zde,aqui
838,hier::ADV,tady,cá
839,hier::ADV,tady,aqui
840,hierhin::ADV,sem,para cá
841,von hier::ADV,odtud,daqui
842,dort::ADV,tam,lá
843,dort::ADV,tam,ali
844,dorthin::ADV,tam,lá
845,dorthin::ADV,tam,para lá
846,geradeaus::ADV,rovně,em frente
847,vorwärts::ADV,kupředu,avante
848,rückwärts::ADV,zpět,para trás
849,zurück::ADV,zpět,atrás
