,Concept_ID,eu,ce
64,Stern::N,izar,седа
65,Luft::N,aire,xӏаваъ
66,Wind::N,haize,мох
67,Welle::N,uhin,тулгӏе
68,Welle::N,olatu,тулгӏе
69,Wasser::N,ur,хи
70,Stein::N,harri,тӏулг
71,Boden::N,lur,цӏенкъа
72,Boden::N,zoru,цӏенкъа
73,Erde::N,lur,латта
74,Staub::N,hauts,чан
75,Rauch::N,ke,кӏур
76,Funke::N,zirta,суй
77,Funke::N,txinparta,суй
78,Feuer::N,su,цӏе
79,Licht::N,argi,серло
80,Schatten::N,itzal,ӏиндагӏ
81,Schatten::N,geriza,ӏиндагӏ
82,Wetter::N,eguraldi,хенан хӏоттам
83,Nebel::N,laino,дохк
84,Wolke::N,hodei,марха
85,Regen::N,euri,догӏа
86,Schnee::N,elur,ло
87,Eis::N,horma,ша
88,Frost::N,izotzaldi,шело
89,Kälte::N,hotz,шело
90,Hitze::N,bero,йовхо
91,Raureif::N,antzigar,йис
92,Regenbogen::N,ostadar,стелаӏад
93,Regenbogen::N,ortzadar,стелаӏад
94,Donner::N,ostots,ткъес
95,Donner::N,ihurtzuri,ткъес
96,Strömung::N,laster,дӏаэхар
97,Strömung::N,laster,дӏасалелар
98,Tropfen::N,xorta,тӏадам
99,Schaum::N,bits,чопа
100,Schmutz::N,lohi,хатт
101,Schmutz::N,zikin,хатт
102,See::N,laku,ӏам
103,See::N,aintzira,ӏам
104,Sumpf::N,zingira,уьшал
105,Moor::N,zohikaztegi,уьшал
106,Wiese::N,larre,бай
107,Wiese::N,belardi,бай
108,Wald::N,baso,хьун
109,Wald::N,oihan,хьун
110,Hügel::N,muino,гу
111,Hügel::N,muino,шу
112,Hügel::N,muino,барз
113,Hügel::N,pentoka,гу
114,Hügel::N,pentoka,шу
115,Hügel::N,pentoka,барз
116,Anhöhe::N,garai,акъари
117,Anhöhe::N,goragune,акъари
118,Berg::N,mendi,лам
119,Gipfel::N,gain,бохь
120,Gipfel::N,tontor,бохь
121,Höhle::N,kobazulo,хьех
122,Abhang::N,aldapa,басе
123,Quelle::N,iturri,шовда
124,Quelle::N,iturbegi,шовда
125,Bach::N,lats,татол
126,Bach::N,erreka,татол
127,Fluss::N,ibai,хи
128,Fluss::N,uhaitz,хи
129,Ufer::N,bazter,хийист
130,Küste::N,itsasalde,йист
131,Festland::N,lehor,латта
132,Meer::N,itsaso,xӏорд
133,Bucht::N,golko,чож
134,Insel::N,irla,гӏайре
135,Insel::N,uharte,гӏайре
136,Blume::N,lili,зезаг
137,Gras::N,belar,буц
138,Wurzel::N,zuztar,орам
139,Wurzel::N,sustrai,орам
140,Baum::N,zuhaitz,дитт
141,Stamm::N,enbor,гӏад
142,Stamm::N,enbor,тайпа
143,Rinde::N,azal,кевстиг
144,Ast::N,adar,га
145,Zweig::N,abar,га
146,Blatt::N,hosto,гӏа
147,Birke::N,urki,дакх
148,Kiefer[Baum]::N,ler,бага
149,Weide[Baum]::N,zume,дак
150,Weide[Baum]::N,sahats,дак
151,Tanne::N,izei,база
152,Horn::N,adar,маӏа
153,Feder::N,luma,пелаг
154,Feder::N,hegaki,пелаг
155,Fell::N,ile,цӏока
156,Fell::N,larru,цӏока
157,Flügel::N,hego,тӏам
158,Klaue::N,atzapar,мӏара
159,Kralle::N,erpe,тlод
160,Kralle::N,atzapar,тlод
161,Schwanz::N,isats,цӏога
162,Schwanz::N,buztan,цӏога
163,Ei::N,arrautza,xӏoa
164,Nest::N,habia,бен
165,Bau::N,ohantze,lуьрг
166,Tier::N,abere,дийнат
167,Tier::N,piztia,дийнат
168,Herde::N,saldo,жа
169,Herde::N,abere talde,жа
170,Kuh::N,behi,етт
171,Bulle::N,zezen,сту
172,Pferd::N,zaldi,говр
173,Schaf::N,ardi,жий
174,Schaf::N,ardi,уьстагӏ
175,Schwein::N,urde,хьакха
176,Schwein::N,txerri,хьакха
177,Hund::N,txakur,жӏаьла
178,Katze::N,katu,цициг
179,Bär::N,hartz,ча
180,Eichhörnchen::N,urtxintxa,тарсал
181,Elch::N,altze,сай
182,Fuchs::N,azeri,цхьогал
183,Hase::N,erbi,пхьагал
184,Maus::N,sagu,дахка
185,Wolf::N,otso,борз
186,Vogel::N,txori,олхазар
187,Vogel::N,hegazti,олхазар
188,Schwarm::N,aldra,
189,Huhn::N,oilo,котам
190,Hahn::N,oilar,нӏаьна
191,Hahn::N,oilar,боргӏал
192,Gans::N,antzara,гӏаз
193,Adler::N,arrano,aьрзу
194,Ente::N,ahate,бад
195,Eule::N,hontza,бухӏа
196,Kranich::N,kurrilo,гӏаргӏули
197,Krähe::N,bele,къиг
198,Kuckuck::N,kuku,aттйокх
199,Schwan::N,beltxarga,гӏургӏаз
200,Fisch::N,arrain,чӏара
201,Barsch::N,perka,окунь
202,Hecht::N,lutxo,гӏазкхийн чӏара
203,Schlange[Tier]::N,suge,лаьхьа
204,Wurm::N,har,нӏаьна
205,Spinne::N,armiarma,гезг
206,Ameise::N,inurri,зингат
207,Laus::N,zorri,меза
208,Laus::N,zorri,гӏениг
209,Mücke::N,eltxo,чуьрк
210,Fliege::N,euli,моза
211,Schmetterling::N,pinpirin,полла
212,Schmetterling::N,tximeleta,полла
213,Beere::N,baia,цӏазам
214,Apfel::N,sagar,ӏаж
215,Pilz::N,onddo,жӏаьлин нускал
216,Pilz::N,perretxiko,жӏаьлин нускал
217,Zwiebel::N,tipula,xох
218,Saat::N,haziak,чlу
219,Korn::N,ale,буьртиг
220,Korn::N,pikor,буьртиг
221,Heu::N,belar ondu,йол
222,Schale::N,azal,пардо
223,Grube::N,hobi,ор
224,Falle::N,harrapagailu,кӏело
225,Schlinge::N,bilur,
226,Schlinge::N,xedera,
227,Spur::N,lorratz,лар
228,Asche::N,errauts,чим
229,Dreck::N,satsukeria,мода
230,Eisen::N,burdina,эчиг
231,Gold::N,urre,деши
232,Gold::N,urregorri,деши
233,Silber::N,zilar,дети
234,Silber::N,urrezuri,дети
235,Kohle::N,ikatz,кӏора
236,Glas::N,beira,aнгали
237,Lehm::N,buztin,поппар
238,Sand::N,harea,гӏум
239,Sand::N,hondar,гӏум
240,Mensch::N,gizaki,адам
241,Mann::N,gizon,майра
242,Frau::N,andere,зуда
243,Frau::N,emakume,зуда
244,Kind::N,haur,бер
245,Junge::N,mutil,жимха
246,Mädchen::N,neska,жима йоӏ
247,Familie::N,sendi,доьзал
248,Familie::N,familia,доьзал
249,Großvater::N,aitona,ненада
250,Großvater::N,aitatxi,ненада
251,Großmutter::N,amona,денана
252,Großmutter::N,amatxi,денана
253,Eltern::N,gurasoak,да-нана
254,Vater::N,aita,да
255,Mutter::N,ama,нана
256,Sohn::N,seme,кӏант
257,Tochter::N,alaba,йоӏ
258,Bruder::N,neba,ваша
259,Bruder::N,anaia,ваша
260,Schwester::N,ahizpa,йиша
261,Onkel::N,osaba,деваша
262,Tante::N,izeba,дейиша
263,Ehemann::N,senar,майра
264,Ehefrau::N,emazte,зуда
265,Freude::N,poz,самукъа
266,Freude::N,poz,хазахетар
267,Freude::N,pozkari,самукъа
268,Freude::N,pozkari,хазахетар
269,Gelächter::N,barre,белам
270,Gelächter::N,karkara,белам
271,Glück::N,zori,ирс
272,Kummer::N,xangrin,бала
273,Kummer::N,atsekabe,бала
274,Wunsch::N,nahi,лаам
275,Wunsch::N,nahikunde,лаам
276,Lust::N,gogo,лаам
277,Geist::N,gogo,са
278,Gedanke::N,gogoeta,ойла
279,Gedächtnis::N,oroimen,диццадалар
280,Gedächtnis::N,gogoramen,диццадалар
281,Verstand::N,adimen,хьекъал
282,Verstand::N,ulermen,хьекъал
283,Sinn::N,zentzu,маьӏна
284,Grund::N,zergati,бахьана
285,Wahrheit::N,egia,бакъдерг
286,Gespräch::N,hizketa,къамел
287,Gespräch::N,elkarrizketa,къамел
288,Märchen::N,ipuin,туьйра
289,Erzählung::N,edesti,дийцар
290,Erzählung::N,kontakizun,дийцар
291,Nachricht::N,albiste,хаам
292,Neuigkeit::N,berri,керланиг
293,Name::N,izen,цӏе
294,Rätsel::N,asmakizun,хӏетал-метал
295,Rede::N,hitzaldi,къамел
296,Rede::N,mintzaldi,къамел
297,Sprache::N,hizkuntza,мотт
298,Stimme::N,ahots,aз
299,Wort::N,hitz,дош
300,Zeichen::N,agerbide,билгало
301,Zeichen::N,agergarri,билгало
302,Ruf::N,dei,кхайкхар
303,Lärm::N,zarata,гӏовгӏа
304,Lärm::N,harrabots,гӏовгӏа
305,Laut::N,hots,аз
306,Ton::N,tonu,aз
307,Ton::N,soinu,aз
308,Lied::N,abesti,илли
309,Ruhe::N,nasaitasun,тийналла
310,Leute::N,jende,нах
311,Volk::N,herri,халкъ
312,Volk::N,populu,халкъ
313,Arbeit::N,lan,болх
314,Gast::N,arrotz,хьаша
315,Gast::N,apopilo,хьаша
316,Geschenk::N,opari,совгӏат
317,Spiel::N,jolas,ловзар
318,Gesellschaft::N,gizarte,юкъаралла
319,Hilfe::N,helpide,гӏо
320,Hilfe::N,laguntza,гӏо
321,Freund::N,lagun,доттагl
322,Kamerad::N,adiskide,накъост
323,Kamerad::N,lagunkide,накъост
324,Angelegenheit::N,afera,гӏуллакх
325,Anzahl::N,kopuru,терахь
326,Art::N,mota,
327,Stück::N,puska,юьхк
328,Teil::N,atal,дакъа
329,Hälfte::N,erdi,ах
330,Kreis::N,biribilki,го
331,Kreuz::N,gurutze,жӏара
332,Linie::N,linea,сиз
333,Strich::N,marra,сиз
334,Abstand::N,tarte,юкъ
335,Entfernung::N,urrunera,
336,Gegend::N,alderdi,мeттиг
337,Gegend::N,eskualde,мeттиг
338,Platz::N,leku,майда
339,Ort::N,toki,меттиг
340,Seite::N,albo,aгӏo
341,Mitte::N,erdi,юкъ
342,Gegenstand::N,gauzaki,хӏума
343,Sache::N,gauza,хӏума
344,Rand::N,ertz,йист
345,Kante::N,ertz,йист
346,Ecke::N,kantoi,са
347,Spitze::N,punta,ралла
348,Ende::N,buru,юьхьиг
349,Ende::N,mutur,юьхьиг
350,Loch::N,zulo,ӏуьрг
351,Winkel::N,zoko,са
352,Winkel::N,bazter,са
353,Muster::N,eredu,дагар
354,Muster::N,eredu,тӏамар
355,Muster::N,marrazki,дагар
356,Muster::N,marrazki,тӏамар
357,Größe::N,kaizu,барам
358,Größe::N,tamaina,барам
359,Länge::N,luzera,йохалла
360,Höhe::N,goiera,локхалла
361,Höhe::N,garaiera,локхалла
362,Gewicht::N,hazta,йозалла
363,Menge::N,kopuru,дукхалла
364,Haufen::N,pila,сал
365,Haufen::N,pila,оьла
366,Haufen::N,mendoi,сал
367,Haufen::N,mendoi,оьла
368,Reihe::N,ilara,рагӏ
369,Reihe::N,ilara,могӏа
370,Reihe::N,errenkada,рагӏ
371,Reihe::N,errenkada,могӏа
372,Boot::N,potin,кема
373,Boot::N,txalupa,кема
374,Ruder::N,arraun,пийсиг
375,Schlitten::N,lera,салаз
376,Schlitten::N,narra,салаз
377,Ski::N,eski,когсалаз
378,Lagerfeuer::N,su,цӏе
379,Last::N,zama,дукъ
380,Last::N,karga,дукъ
381,Gang::N,ibilera,лелар
382,Schritt::N,pauso,гӏулч
383,Schritt::N,urrats,гӏулч
384,Norden::N,ipar,къилбаседе
385,Norden::N,iparralde,къилбаседе
386,Süden::N,hego,къилбе
387,Süden::N,hegoalde,къилбе
388,Westen::N,sartalde,малхбузе
389,Westen::N,mendebalde,малхбузе
390,Osten::N,ekialde,малхбале
391,Osten::N,sortalde,малхбале
392,Holz::N,zur,дечиг
393,Brett::N,ohol,у
394,Platte::N,lauza,у
395,Stütze::N,irozgarri,гӏopтоp
396,Stütze::N,bermagailu,гӏopтоp
397,Stange::N,haga,гӏуркх
398,Stock::N,makila,ӏаса
399,Stab::N,makila,гӏаж
400,Rohr::N,hodi,биргӏа
401,Haus::N,etxe,цӏа
402,Heim::N,etxe,кхерч
403,Heim::N,etxaleku,кхерч
404,Ofen::N,berogailu,кхерч
405,Fußboden::N,zoru,цӏенкъа
406,Tisch::N,mahai,шун
407,Stuhl::N,aulki,гӏант
408,Wiege::N,kuma,ага
409,Wiege::N,sehaska,ага
410,Bett::N,ohe,маьнга
411,Bett::N,ohatze,маьнга
412,Regal::N,apalategi,терхи
413,Kiste::N,kutxa,яьшка
414,Fenster::N,leiho,кор
415,Tür::N,ate,неӏ
416,Tor::N,atari,ков
417,Zaun::N,hesi,керт
418,Dach::N,teilatu,тхов
419,Leiter::N,zurubi,лами
420,Besen::N,erratz,нуй
421,Spaten::N,burdinpala,бел
422,Schaufel::N,pala,аьшкал
423,Gabel::N,sardexka,мӏара
424,Löffel::N,koilara,ӏайг
425,Messer::N,aizto,урс
426,Nagel::N,iltze,хьостам
427,Netz::N,sare,бой
428,Haken::N,mako,мӏара
429,Griff::N,eskutoki,
430,Schloss::N,sarraila,чӏега
431,Bild::N,irudi,сурт
432,Figur::N,figura,
433,Puppe::N,panpina,тайниг
434,Puppe::N,andrakila,тайниг
435,Beutel::N,zorro,гали
436,Bündel::N,azao,кочар
437,Bündel::N,espal,кочар
438,Tasche::N,poltsa,тӏоьрмиг
439,Eimer::N,treska,чийлик
440,Deckel::N,tapa,негӏар
441,Deckel::N,estalki,негӏар
442,Geschirr::N,baxera,пхьегӏа
443,Geschirr::N,ontziteria,пхьегӏа
444,Sack::N,zaku,гали
445,Tasse::N,kikara,кад
446,Topf::N,ontzi,яй
447,Topf::N,lapiko,яй
448,Kessel::N,pazia,яй
449,Essen::N,janaldi,юург
450,Nahrung::N,jan,кхача
451,Speise::N,jaki,юург
452,Fleisch::N,okela,жижиг
453,Fleisch::N,haragi,жижиг
454,Getreide::N,labore,буьртиг
455,Brei::N,ahi,xудар
456,Brei::N,pure,xудар
457,Brot::N,ogi,бепиг
458,Brot::N,ogi,кхаллар
459,Scheibe::N,xerra,цастар
460,Scheibe::N,pirripita,цастар
461,Fett::N,urin,мохь
462,Fett::N,koipe,мохь
463,Butter::N,gurin,налха
464,Öl::N,olio,даьтта
465,Salz::N,gatz,туьха
466,Suppe::N,zopa,чорпа
467,Suppe::N,salda,чорпа
468,Honig::N,ezti,моз
469,Milch::N,esne,шура
470,Tee::N,te,чай
471,Leder::N,larru,цӏока
472,Wolle::N,artile,тӏapгӏa
473,Stoff::N,ehun,кӏади
474,Nadel::N,orratz,маха
475,Nadel::N,jostorratz,маха
476,Faden::N,hari,тай
477,Knopf::N,botoi,нуьйда
478,Knoten::N,korapilo,шад
479,Farbe::N,pintura,сир
480,Farbe::N,pintura,басар
481,Kleidung::N,arropa,бедар
482,Kleidung::N,jantziak,бедар
483,Hemd::N,atorra,коч
484,Hemd::N,alkandora,коч
485,Kragen::N,idun,кач
486,Ärmel::N,mahuka,пхьош
487,Hose::N,prakak,хеча
488,Hose::N,galtzak,хеча
489,Gürtel::N,gerriko,доьхка
490,Mütze::N,txano,куй
491,Mütze::N,txapel,куй
492,Schuh::N,oski,мача
493,Schuh::N,oinetako,мача
494,Stiefel::N,bota,этка
495,Ring::N,uztai,чӏуг
496,Band::N,zinta,лента
497,Band::N,xingola,лента
498,Kamm::N,orrazi,ехк
499,Spiegel::N,mirail,куьзга
500,Riemen::N,uhal,доьхка
501,Schnur::N,lokailu,муш
502,Leine::N,lotura,кочатосу доьхка
503,Decke::N,burusi,юргӏа
504,Kissen::N,kuxin,гIайба
505,Tuch::N,zapi,исхар
506,Tuch::N,oihal,исхар
507,Handtuch::N,eskuzapi,гата
508,Handtuch::N,eskuoihal,гата
509,Kraft::N,indar,гӏора
510,Stärke::N,indar,гӏап
511,Gesundheit::N,osasun,могашалла
512,Krankheit::N,eritasun,цамгар
513,Krankheit::N,gaixotasun,цамгар
514,Schmerz::N,min,лазар
515,Wunde::N,zauri,чов
516,Fieber::N,sukar,xорша
517,Arznei::N,osagai,молха
518,Arznei::N,sendagai,молха
519,Brücke::N,zubi,тӏай
520,Brunnen::N,putzu,гӏу
521,Weide::N,alha,дак
522,Weide::N,bazkaleku,дак
523,Pfad::N,zidor,тача
524,Pfad::N,bidexka,тача
525,Weg::N,bide,некъ
526,Straße::N,errepide,урам
527,Dorf::N,herri,юрт
528,Stadt::N,hiri,гӏала
529,Brief::N,gutun,кехат
530,Brief::N,eskutitz,кехат
531,Buch::N,liburu,жайна
532,Buchstabe::N,hizki,элп
533,Zeitung::N,egunkari,газет
534,Leben::N,bizi,дахар
535,Leben::N,bizitza,дахар
536,Tod::N,herio,далар
537,Tod::N,herio,ӏожалла
538,Tod::N,heriotza,далар
539,Tod::N,heriotza,ӏожалла
540,Grab::N,hobi,каш
541,Grab::N,hilobi,каш
542,Kirche::N,eliza,килс
543,Sünde::N,hoben,къа
544,Sünde::N,bekatu,къа
545,Gott::N,jainko,дела
546,Arbeiter::N,langile,белхало
547,Arbeiter::N,behargin,белхало
548,Chef::N,nagusi,хьаькам
549,Meister::N,maisu,говзанча
550,Arzt::N,osagile,лор
551,Arzt::N,sendagile,лор
552,Lehrer::N,irakasle,хьехархо
553,Geld::N,diru,aхча
554,Geschäft::N,negozio,туька
555,Laden::N,denda,туька
556,Laden::N,saltegi,туька
557,Preis::N,prezio,мах
558,Preis::N,salneurri,мах
559,Ware::N,salgai,хlума
560,Nutzen::N,onura,пайда
561,Nutzen::N,probetxu,пайда
562,Reichtum::N,aberastasun,хьал
563,Welt::N,ludi,дуьне
564,Welt::N,mundu,дуьне
565,Land::N,herrialde,мохк
566,Staat::N,estatu,пачхьалкх
567,König::N,errege,паччахь
568,Macht::N,botere,ӏедал
569,Grenze::N,muga,доза
570,Krieg::N,guda,тӏом
571,Feind::N,etsai,мостагӏ
572,Feind::N,arerio,мостагӏ
573,Gewalt::N,bortxa,гӏело
574,Gewalt::N,bortizkeria,гӏело
575,Kampf::N,gudu,къийсам
576,Kampf::N,auska,къийсам
577,Bogen[Waffe]::N,arku,
578,Pfeil::N,gezi,пха
579,Gewehr::N,fusil,топ
580,Fehler::N,huts,гӏалат
581,Fehler::N,hutsegin,гӏалат
582,Lüge::N,gezur,аьшпаш
583,Schaden::N,kalte,зен
584,Unglück::N,zoritxar,бала
585,Unglück::N,zorigaitz,бала
586,Schuld::N,erru,бехк
587,Alter::N,adin,хан
588,Schluss::N,bukaera,чакхе
589,Zeit::N,aldi,хан
590,Zeit::N,denbora,хан
591,Tag::N,egun,де
592,Morgen::N,goiz,ӏуьйре
593,Mittag::N,eguerdi,делкъе
594,Abend::N,arrats,суьйре
595,Nacht::N,gau,буьйса
596,Woche::N,aste,кӏира
597,Monat::N,hil,бутт
598,Jahr::N,urte,шо
599,Frühling::N,udalehen,бӏаьсте
600,Sommer::N,uda,аьхке
601,Herbst::N,udazken,гуьйре
602,Herbst::N,neguantz,гуьйре
603,Winter::N,negu,ӏа
604,Januar::N,urtarril,январь
605,Februar::N,otsail,февраль
606,März::N,martxo,март
607,April::N,apiril,апрель
608,Mai::N,maiatz,май
609,Juni::N,ekain,июнь
610,Juli::N,uztail,июль
611,August::N,abuztu,август
612,September::N,irail,сентябрь
613,Oktober::N,urri,октябрь
614,November::N,azaro,ноябрь
615,Dezember::N,abendu,декабрь
616,Montag::N,astelehen,оршот
617,Dienstag::N,astearte,шинара
618,Mittwoch::N,asteazken,кхаара
619,Donnerstag::N,ostegun,еара
620,Freitag::N,ostiral,пӏераска
621,Samstag::N,larunbat,шот
622,Sonntag::N,igande,кӏиранде
623,groß::A,handi,доккха
624,klein::A,txiki,кегий
625,lang::A,luze,еха
626,kurz::A,labur,доца
627,breit::A,zabal,шуьйра
628,schmal::A,mehar,готта
629,dicht::A,sarri,луьста
630,dicht::A,trinko,луьста
631,dick[Gegenstand]::A,lodi,стомма
632,dünn::A,mehe,дуткъа
633,fein::A,fin,ховха
634,fest::A,tinko,чӏогӏа
635,flach::A,lau,чӏапа
636,flach::A,ordoki,чӏапа
637,glatt::A,leun,шера
638,hart::A,gogor,чӏогӏa
639,weich::A,bigun,кӏеда
640,weich::A,beratz,кӏеда
641,rund::A,biribil,горга
642,spitz::A,puntadun,ира
643,scharf::A,zorrotz,ира
644,stumpf::A,kamuts,аьртa
645,schwer::A,astun,деза
646,schwer::A,pisutsu,деза
647,schön::A,eder,хаза
648,heiß::A,bero,довха
649,heiß::A,oso bero,довха
650,warm::A,bero,довха
651,kalt::A,hotz,шийла
652,kühl::A,hotzil,шийла
653,frisch::A,fresko,керла
654,frisch::A,hozkirri,керла
655,feucht::A,heze,тӏуьна
656,nass::A,busti,тӏеда
657,trocken::A,siku,eкъа
658,trocken::A,lehor,eкъа
659,voll::A,bete,дуьзна
660,leer::A,huts,яьсса
661,offen::A,ireki,диллина
662,geschlossen::A,itxita,дӏакъевлина
663,geschlossen::A,itxita,дӏачӏагӏдина
664,sauber::A,xahu,цӏена
665,sauber::A,garbi,цӏена
666,schmutzig::A,lohi,боьха
667,schmutzig::A,zikin,боьха
668,roh::A,gordin,буьйда
669,reif::A,umo,хилла
670,reif::A,heldu,хилла
671,lecker::A,goxo,чоме
672,süß::A,goxo,мерза
673,bitter::A,karmin,къаьхьа
674,bitter::A,garratz,къаьхьа
675,sauer::A,mingots,муьста
676,hell::A,argi,сирла
677,dunkel::A,ilun,бодане
678,schwarz::A,beltz,ӏаьржа
679,weiß::A,zuri,кӏайн
680,rot::A,gorri,цӏен
681,gelb::A,hori,можа
682,blau::A,urdin,сийна
683,grün::A,berde,баьццара
684,grün::A,musker,баьццара
685,grau::A,urdin,cира
686,grau::A,urdin,мокха
687,grau::A,urdinabar,cира
688,grau::A,urdinabar,мокха
689,bunt::A,koloretsu,къорза
690,billig::A,merke,дораха
691,teuer::A,garesti,деза
692,wertvoll::A,baliotsu,мехала
693,blind::A,itsu,бӏаьрзе
694,taub::A,gor,къора
695,kräftig::A,kementsu,нуьцкъала
696,stark::A,bizkor,зоьртала
697,stark::A,bizkor,нуьцкъала
698,stark::A,indartsu,зоьртала
699,stark::A,indartsu,нуьцкъала
700,schwach::A,ahul,гӏорасиза
701,schwach::A,indargabe,гӏорасиза
702,fett::A,gizen,дерстана
703,schlank::A,lerden,куц долу
704,hübsch::A,polit,хаза
705,böse::A,tzar,вон
706,böse::A,gaizto,вон
707,dumm::A,lelo,сонта
708,dumm::A,pello,сонта
709,faul::A,nagi,мало ен
710,faul::A,alfer,мало ен
711,fleißig::A,maratz,тӏера
712,fleißig::A,lanzale,тӏера
713,geizig::A,zeken,пис
714,geizig::A,zeken,сутара
715,geizig::A,zikoitz,пис
716,geizig::A,zikoitz,сутара
717,klug::A,zuhur,хьекъале
718,geschickt::A,trebe,тӏахъаьлла
719,geschickt::A,antzetsu,тӏахъаьлла
720,lieb::A,maite,хьоме
721,lieb::A,laztan,хьоме
722,lustig::A,alaitsu,самукъане
723,sanft::A,eme,кlеда
724,sanft::A,ezti,кlеда
725,hungrig::A,gose,меца
726,krank::A,eri,цомгуш долу
727,krank::A,gaixo,цомгуш долу
728,nackt::A,biluzi,дерзана
729,traurig::A,itun,самукъане воцу
730,traurig::A,betilun,самукъане воцу
731,lebendig::A,bizirik,дийна
732,gut::A,on,дика
733,schlecht::A,txar,вон
734,richtig::A,zuzen,нийса
735,schlimm::A,larri,вон
736,wahr::A,egiazko,бакъдолу
737,alt::A,zahar,къена
738,neu::A,berri,керла
739,ehemalig::A,lehengo,хилла
740,alt[Lebewesen]::A,adindun,къена
741,jung::A,gazte,къона
742,arm::A,txiro,къен
743,arm::A,behartsu,къен
744,reich::A,dirudun,хьоле
745,bekannt::A,ezagun,девзаш долу
746,berühmt::A,entzun,цӏеяхана
747,berühmt::A,ospetsu,цӏеяхана
748,fremd::A,arrotz,нехан
749,verschieden::A,ezberdin,тайп-тайпанара
750,verschieden::A,desberdin,тайп-тайпанара
751,nah::A,hurre,гергара
752,nah::A,hurbil,гергара
753,fern::A,urrun,гена
754,fern::A,urrun,генара
755,linker::A,ezker,аьрру
756,rechter::A,eskuin,аьтту
757,anderer::A,beste,кхин
758,erster::A,lehen,хьалхара
759,erster::A,aurren,хьалхара
760,zweiter::A,bigarren,шолгIа
761,dritter::A,hirugarren,кхоалгӏа
762,letzter::A,azken,тӏаьххьара
763,letzter::A,hondar,тӏаьххьара
764,allein::ADV,bakarrik,цхьаъ
765,auf einmal::ADV,batera,цу сохьтта
766,zusammen::ADV,elkarrekin,цхьана
767,lange::ADV,luzaro,дукха
768,plötzlich::ADV,bat-batean,цIеххьана
769,sofort::ADV,berehala,цу сохьтта
770,später::ADV,gero,тӏаьхьо
771,jetzt::ADV,orain,хӏинца
772,heute::ADV,gaur,тахана
773,morgen::ADV,bihar,кхана
774,bald::ADV,aurki,кеста
775,bald::ADV,laster,кеста
776,dann::ADV,ondoren,тӏаккха
777,gestern::ADV,atzo,селхана
778,einst::ADV,antzina,цкъа
779,damals::ADV,orduan,хӏетахьь
780,danach::ADV,gerora,тӏаккха
781,danach::ADV,ondoren,тӏаккха
782,vorher::ADV,lehenago,хьалхa
783,zuerst::ADV,aurrena,хьалха
784,zuerst::ADV,lehenbizi,хьалха
785,einmal::ADV,behin,цкъа
786,einmal::ADV,aldi bat,цкъа
787,manchmal::ADV,batzuetan,цкъаццкъа
788,manchmal::ADV,zenbaitetan,цкъаццкъа
789,oft::ADV,maiz,кест-кеста
790,oft::ADV,askotan,кест-кеста
791,immer::ADV,beti,даим
792,niemals::ADV,inoiz ez,цкъа а
793,niemals::ADV,sekula ez,цкъа а
794,hier::ADV,hemen,кхузахь
795,hierhin::ADV,hona,кхуза
796,von hier::ADV,hemendik,кхузара
