,Concept_ID,tt,ro
77,Wasser::N,су,apă
78,Stein::N,таш,piatră
79,Boden::N,туфрак,sol
80,Boden::N,туфрак,pământ
81,Erde::N,җир,pământ
82,Staub::N,тузан,praf
83,Rauch::N,төтен,fum
84,Funke::N,очкын,scânteie
85,Feuer::N,ут,foc
86,Licht::N,якты,lumină
87,Schatten::N,күләгә,umbră
88,Wetter::N,һава,timp
89,Wetter::N,һава,vreme
90,Nebel::N,томан,ceață
91,Nebel::N,томан,negură
92,Wolke::N,болыт,nor
93,Regen::N,яңгыр,ploaie
94,Schnee::N,кар,zăpadă
95,Eis::N,боз,gheață
96,Frost::N,суык,ger
97,Frost::N,салкын,ger
98,Kälte::N,суык,frig
99,Kälte::N,салкын,frig
100,Hitze::N,эсселек,arșiță
101,Hitze::N,эсселек,căldură
102,Raureif::N,бәс,chiciură
103,Raureif::N,сыкы,chiciură
104,Regenbogen::N,салават күпере,curcubeu
105,Donner::N,күкрәү,tunet
106,Strömung::N,агыш'агым,curent
107,Tropfen::N,тамчы,picătură
108,Schaum::N,күбек,spumă
109,Schmutz::N,пычрак,murdărie
110,See::N,күл,lac
111,Sumpf::N,саз,mlaștină
112,Moor::N,торфлык,bărăgan
113,Wiese::N,болын,fânaț
114,Wiese::N,болын,livadă
115,Wald::N,урман,codru
116,Wald::N,урман,pădure
117,Hügel::N,калку,deal
118,Hügel::N,калку,movilă
119,Anhöhe::N,үр,deal
120,Anhöhe::N,үр,ridicătură
121,Berg::N,тау,munte
122,Gipfel::N,оч,pisc
123,Höhle::N,мәгарә,peșteră
124,Abhang::N,кабырга,pantă
125,Abhang::N,кабырга,versant
126,Quelle::N,чишмә,izvor
127,Bach::N,елга,gârlă
128,Fluss::N,дәрья,râu
129,Fluss::N,дәрья,fluviu
130,Ufer::N,су кырые,mal
131,Ufer::N,су кырые,țărm
132,Küste::N,яр буе,coastă
133,Festland::N,коры җир,uscat
134,Meer::N,диңгез,mare
135,Bucht::N,бухта,golf
136,Bucht::N,култык,golf
137,Insel::N,атау,insulă
138,Insel::N,утрау,insulă
139,Blume::N,чәчкә,floare
140,Gras::N,үлән,iarbă
141,Wurzel::N,тамыр,rădăcină
142,Baum::N,агач,copac
143,Baum::N,агач,arbore
144,Stamm::N,кәүсә,tulpină
145,Rinde::N,кабык,scoarță
146,Ast::N,ботак,cracă
147,Ast::N,ботак,creangă
148,Zweig::N,ботак,ramură
149,Zweig::N,ботак,creangă
150,Zweig::N,тармак,ramură
151,Zweig::N,тармак,creangă
152,Blatt::N,яфрак,frunză
153,Birke::N,каен,mesteacăn
154,Kiefer[Baum]::N,нарат,pin
155,Weide[Baum]::N,тал,salcie
156,Weide[Baum]::N,тал,răchită
157,Tanne::N,чыршы,brad
158,Horn::N,мөгез,corn
159,Feder::N,йон,pană
160,Fell::N,тире,piele
161,Flügel::N,канат,aripă
162,Klaue::N,тырнак,gheară
163,Kralle::N,тырнак,labă
164,Kralle::N,тырнак,gheară
165,Schwanz::N,койрык,coadă
166,Ei::N,күкәй,ou
167,Ei::N,йомырка,ou
168,Nest::N,оя,cuib
169,Bau::N,өн,bârlog
170,Bau::N,өн,vizuină
171,Tier::N,хайван,animal
172,Herde::N,көтү,turmă
173,Herde::N,көтү,cireadă
174,Kuh::N,сыер,vacă
175,Bulle::N,үгез,taur
176,Pferd::N,ат,cal
177,Schaf::N,сарык,oaie
178,Schwein::N,дуңгыз,porc
179,Hund::N,эт,câine
180,Katze::N,песи,pisică
181,Bär::N,аю,urs
182,Eichhörnchen::N,тиен,veveriță
183,Elch::N,поши,elan
184,Fuchs::N,төлке,vulpe
185,Hase::N,куян,iepure
186,Maus::N,тычкан,șoarece
187,Wolf::N,бүре,lup
188,Vogel::N,кош,pasăre
189,Schwarm::N,көтү,cârd
190,Huhn::N,тавык,găină
191,Hahn::N,әтәч,cocoș
192,Gans::N,каз,gâscă
193,Adler::N,каракош,vultur
194,Ente::N,үрдәк,rață
195,Eule::N,ябалак,bufniță
196,Kranich::N,торна,cocor
197,Krähe::N,карга,cioară
198,Kuckuck::N,күке,cuc
199,Kuckuck::N,кәккүк,cuc
200,Schwan::N,аккош,lebădă
201,Fisch::N,балык,pește
202,Barsch::N,алабуга,biban
203,Hecht::N,чуртан,știucă
204,Schlange[Tier]::N,елан,șarpe
205,Wurm::N,корт,vierme
206,Spinne::N,үрмәкүч,păianjen
207,Ameise::N,кырмыска,furnică
208,Laus::N,бет,păduche
209,Mücke::N,черки,țânțar
210,Mücke::N,озынборын,țânțar
211,Fliege::N,чебен,muscă
212,Schmetterling::N,күбәләк,fluture
213,Beere::N,җиләк,boabă
214,Apfel::N,алма,măr
215,Pilz::N,гөмбә,burete
216,Pilz::N,гөмбә,ciupercă
217,Zwiebel::N,суган,ceapă
218,Zwiebel::N,суганбаш,ceapă
219,Saat::N,орлык,semănătură
220,Korn::N,иген,grâu
221,Korn::N,орлык,grâu
222,Heu::N,печән,fân
223,Schale::N,кабык,coajă
224,Grube::N,баз,groapă
225,Grube::N,чокыр,groapă
226,Falle::N,тозак,cursă
227,Falle::N,тозак,capcană
228,Falle::N,капкын,cursă
229,Falle::N,капкын,capcană
230,Schlinge::N,элмәк,laț
231,Spur::N,эз,dâră
232,Asche::N,көл,cenușă
233,Dreck::N,пычрак,noroi
234,Dreck::N,пычрак,murdărie
235,Eisen::N,тимер,fier
236,Gold::N,алтын,aur
237,Silber::N,көмеш,argint
238,Kohle::N,күмер,cărbune
239,Glas::N,пыяла,sticlă
240,Lehm::N,балчык,lut
241,Lehm::N,балчык,humă
242,Sand::N,ком,nisip
243,Mensch::N,адәм,om
244,Mensch::N,адәм,persoană
245,Mensch::N,инсан,om
246,Mensch::N,инсан,persoană
247,Mann::N,ир,om
248,Mann::N,ир,bărbat
249,Frau::N,хатын,femeie
250,Kind::N,бала,copil
251,Junge::N,малай,băiat
252,Junge::N,малай,flăcău
253,Mädchen::N,кыз,fată
254,Familie::N,гаилә,familie
255,Großvater::N,бабай,bunic
256,Großvater::N,бабай,tată mare
257,Großmutter::N,әби,bunică
258,Großmutter::N,әби,mamă mare
259,Eltern::N,ата-ана,părinți
260,Vater::N,ата,tată
261,Vater::N,ата,părinte
262,Mutter::N,ана,mamă
263,Sohn::N,ул,fiu
264,Sohn::N,ул,fecior
265,Tochter::N,кыз,fiică
266,Bruder::N,кардәш,frate
267,Schwester::N,апа,soră
268,Schwester::N,сеңел,soră
269,Onkel::N,дәдә,unchi
270,Onkel::N,дәдәй,unchi
271,Tante::N,түти,mătușă
272,Tante::N,тәтәй,mătușă
273,Ehemann::N,ир,soț
274,Ehemann::N,ир,bărbat
275,Ehefrau::N,хатын,soție
276,Freude::N,сөенеч,bucurie
277,Gelächter::N,көлү,râset
278,Gelächter::N,көлеш,râset
279,Glück::N,бәхет,fericire
280,Kummer::N,хәсрәт,mâhnire
281,Wunsch::N,теләк,dorință
282,Wunsch::N,теләк,deziderat
283,Lust::N,теләк,poftă
284,Lust::N,теләк,înclinare
285,Lust::N,теләү,poftă
286,Lust::N,теләү,înclinare
287,Geist::N,рух,duh
288,Geist::N,рух,minte
289,Geist::N,рух,suflet
290,Gedanke::N,уй,gând
291,Gedanke::N,уй,cuget
292,Gedanke::N,фикер,gând
293,Gedanke::N,фикер,cuget
294,Gedächtnis::N,хәтер,memorie
295,Verstand::N,акыл,minte
296,Verstand::N,акыл,intelect
297,Sinn::N,мәгънә,sens
298,Sinn::N,мәгънә,înțeles
299,Grund::N,сәбәп,cauză
300,Grund::N,сәбәп,pricină
301,Wahrheit::N,хак,adevăr
302,Gespräch::N,әңгәмә,convorbire
303,Gespräch::N,әңгәмә,conversație
304,Märchen::N,әкият,basm
305,Märchen::N,әкият,poveste
306,Erzählung::N,хикәя,poveste
307,Nachricht::N,хәбәр,veste
308,Neuigkeit::N,яңалык,noutate
309,Neuigkeit::N,яңалык,actualitate
310,Name::N,исем,nume
311,Rätsel::N,табышмак,ghicitoare
312,Rede::N,нотык,discurs
313,Sprache::N,тел,limbă
314,Sprache::N,тел,limbaj
315,Stimme::N,тавыш,glas
316,Wort::N,сүз,cuvânt
317,Zeichen::N,ишарә,semn
318,Zeichen::N,ишарә,semnal
319,Ruf::N,дәшү,chemare
320,Lärm::N,шау,zgomot
321,Lärm::N,шау,tărăboi
322,Laut::N,аваз,sunet
323,Ton::N,шалтырату,ton
324,Lied::N,җыр,cântec
325,Ruhe::N,тынлык,odihnă
326,Ruhe::N,тынлык,liniște
327,Leute::N,халык,lume
328,Leute::N,халык,oameni
329,Volk::N,халык,popor
330,Volk::N,халык,națiune
331,Arbeit::N,эш,lucru
332,Arbeit::N,хезмәт,lucru
333,Gast::N,кунак,musafir
334,Geschenk::N,бүләк,dar
335,Geschenk::N,бүләк,cadou
336,Spiel::N,уен,joc
337,Gesellschaft::N,җәмгыять,societate
338,Hilfe::N,ярдәм,ajutor
339,Hilfe::N,булышлык,ajutor
340,Freund::N,дус,amic
341,Freund::N,дус,prieten
342,Kamerad::N,иптәш,tovarăș
343,Angelegenheit::N,эш,afacere
344,Anzahl::N,микъдар,număr
345,Anzahl::N,микъдар,cantitate
346,Art::N,төр,fel
347,Art::N,төр,specie
348,Stück::N,кисәк,bucată
349,Teil::N,өлеш,parte
350,Teil::N,өлеш,porție
351,Hälfte::N,ярым,jumătate
352,Kreis::N,түгәрәк,cerc
353,Kreuz::N,хач,cruce
354,Kreuz::N,тәре,cruce
355,Linie::N,сызык,linie
356,Strich::N,сызык,linie
357,Strich::N,сызык,trăsătură
358,Abstand::N,ара,distanță
359,Abstand::N,ара,depărtare
360,Entfernung::N,ераклык,distanță
361,Entfernung::N,ераклык,depărtare
362,Gegend::N,урын,regiune
363,Platz::N,бушлык,loc
364,Ort::N,урын,loc
365,Seite::N,як,latură
366,Mitte::N,урта,centru
367,Gegenstand::N,нәрсә,obiect
368,Sache::N,нәрсә,lucru
369,Sache::N,нәрсә,chestie
370,Rand::N,чит,bordură
371,Kante::N,кырый,muchie
372,Kante::N,кырый,bordură
373,Ecke::N,почмак,colț
374,Spitze::N,оч,vârf
375,Spitze::N,оч,creștet
376,Ende::N,азак,capăt
377,Loch::N,тишек,gaură
378,Winkel::N,почмак,colț
379,Muster::N,парча,desen
380,Größe::N,зурлык,mărime
381,Länge::N,озынлык,lungime
382,Höhe::N,биеклек,înălțime
383,Gewicht::N,авырлык,greutate
384,Menge::N,микъдар,cantitate
385,Haufen::N,өем,grămadă
386,Reihe::N,рәт,șir
387,Reihe::N,рәт,rând
388,Boot::N,каек,barcă
389,Boot::N,каек,luntre
390,Boot::N,көймә,barcă
391,Boot::N,көймә,luntre
392,Ruder::N,ишкәк,vâslă
393,Ruder::N,ишкәк,lopată
394,Schlitten::N,чана,sanie
395,Ski::N,чаңгы,schi
396,Lagerfeuer::N,костёр,foc de tabără
397,Last::N,йөк,povară
398,Last::N,йөк,sarcină
399,Gang::N,йөреш,mers
400,Gang::N,йөреш,umblet
401,Schritt::N,адым,pas
402,Norden::N,төньяк,nord
403,Norden::N,төньяк,miazănoapte
404,Süden::N,көньяк,sud
405,Süden::N,көньяк,miazăzi
406,Westen::N,көнбатыш,apus
407,Osten::N,шәрык,est
408,Osten::N,шәрык,răsărit
409,Osten::N,көнчыгыш,est
410,Osten::N,көнчыгыш,răsărit
411,Holz::N,агач,lemn
412,Brett::N,такта,scândură
413,Platte::N,плитә,placă
414,Stütze::N,таяу,proptea
415,Stange::N,колга,bară
416,Stange::N,колга,prăjină
417,Stock::N,таяк,băț
418,Stock::N,таяк,baston
419,Stab::N,таяк,baston
420,Stab::N,таяк,prăjină
421,Rohr::N,торба,tub
422,Rohr::N,торба,țeavă
423,Haus::N,өй,casă
424,Haus::N,йорт,casă
425,Heim::N,гаилә,casă
426,Heim::N,гаилә,cămin
427,Heim::N,нәсел,casă
428,Heim::N,нәсел,cămin
429,Ofen::N,мич,sobă
430,Fußboden::N,идән,podea
431,Fußboden::N,идән,dușumea
432,Tisch::N,өстәл,masă
433,Stuhl::N,утыргыч,scaun
434,Wiege::N,бишек,leagăn
435,Bett::N,ятак,pat
436,Bett::N,урын-җир,pat
437,Regal::N,киштә,rafturi
438,Regal::N,шүрлек,rafturi
439,Kiste::N,әрҗә,ladă
440,Kiste::N,әрҗә,cutie
441,Fenster::N,тәрәзә,fereastră
442,Tür::N,ишек,ușă
443,Tor::N,капка,poartă
444,Zaun::N,койма,gard
445,Dach::N,түбә,acoperiș
446,Leiter::N,баскыч,scară
447,Besen::N,себерке,mătură
448,Spaten::N,көрәк,cazma
449,Spaten::N,көрәк,hârleț
450,Schaufel::N,көрәк,lopată
451,Gabel::N,чәннечке,furculiță
452,Löffel::N,кашык,lingură
453,Messer::N,пычак,cuțit
454,Nagel::N,кадак,cui
455,Netz::N,челтәр,plasă
456,Haken::N,ыргак,cârlig
457,Griff::N,тотка,mâner
458,Schloss::N,йозак,lacăt
459,Bild::N,рәсем,tablou
460,Bild::N,рәсем,imagine
461,Bild::N,картина,tablou
462,Bild::N,картина,imagine
463,Figur::N,сын,chip
464,Figur::N,сын,figură
465,Figur::N,фигура,chip
466,Figur::N,фигура,figură
467,Puppe::N,курчак,păpușă
468,Beutel::N,луза,pungă
469,Beutel::N,луза,săculeț
470,Bündel::N,бәйләм,mănunchi
471,Tasche::N,букча,geantă
472,Eimer::N,чиләк,găleată
473,Deckel::N,капкач,capac
474,Geschirr::N,савыт-саба,vase
475,Geschirr::N,савыт-саба,tacâmuri
476,Geschirr::N,кашык-аяк,vase
477,Geschirr::N,кашык-аяк,tacâmuri
478,Sack::N,капчык,sac
479,Tasse::N,чынаяк,ceașcă
480,Topf::N,чүлмәк,oală
481,Kessel::N,казан,cazan
482,Kessel::N,казан,căldare
483,Essen::N,ашау,mâncare
484,Nahrung::N,азык,hrană
485,Nahrung::N,азык,aliment
486,Nahrung::N,тәгам,hrană
487,Nahrung::N,тәгам,aliment
488,Nahrung::N,ашамлык,hrană
489,Nahrung::N,ашамлык,aliment
490,Speise::N,ризык,bucate
491,Speise::N,ризык,fel de bucate
492,Fleisch::N,ит,carne
493,Getreide::N,ашлык,cereale
494,Brei::N,ботка,pireu
495,Brot::N,ипи,pâine
496,Brot::N,икмәк,pâine
497,Scheibe::N,телем,felie
498,Scheibe::N,телем,bucată
499,Fett::N,май,untură
500,Fett::N,май,grăsime
501,Butter::N,май,unt
502,Öl::N,май,ulei
503,Salz::N,тоз,sare
504,Suppe::N,шулпа,supă
505,Suppe::N,шулпа,ciorbă
506,Honig::N,бал,miere
507,Milch::N,сөт,lapte
508,Tee::N,чәй,ceai
509,Leder::N,күн,piele
510,Wolle::N,йон,lână
511,Stoff::N,тукыма,stofă
512,Nadel::N,энә,ac
513,Faden::N,җеп,ață
514,Knopf::N,төймә,buton
515,Knoten::N,төен,nod
516,Farbe::N,буяу,vopsea
517,Kleidung::N,кием,haine
518,Kleidung::N,кием,îmbrăcăminte
519,Hemd::N,күлмәк,cămașă
520,Kragen::N,яка,guler
521,Ärmel::N,җиң,mânecă
522,Hose::N,чалбар,pantaloni
523,Gürtel::N,билбау,cordon
524,Mütze::N,бүрек,șapcă
525,Schuh::N,башмак,gheată
526,Stiefel::N,итек,cizmă
527,Ring::N,балдак,inel
528,Ring::N,балдак,verigă
529,Band::N,тасма,panglică
530,Band::N,тасма,șiret
531,Kamm::N,тарак,pieptene
532,Spiegel::N,көзге,oglindă
533,Riemen::N,каеш,curea
534,Schnur::N,бау,funie
535,Schnur::N,бау,sfoară
536,Leine::N,тезген,lesă
537,Leine::N,тезген,curea
538,Decke::N,юрган,pătură
539,Kissen::N,мендәр,pernă
540,Tuch::N,яулык,batic
541,Handtuch::N,сөлгә,prosop
542,Handtuch::N,сөлгә,ștergar
543,Kraft::N,егәр,forță
544,Kraft::N,егәр,putere
545,Kraft::N,дәрман,forță
546,Kraft::N,дәрман,putere
547,Stärke::N,көч,tărie
548,Stärke::N,көч,vigoare
549,Stärke::N,дәрман,tărie
550,Stärke::N,дәрман,vigoare
551,Gesundheit::N,саулык,sănătate
552,Krankheit::N,чир,boală
553,Krankheit::N,чир,maladie
554,Krankheit::N,хаста,boală
555,Krankheit::N,хаста,maladie
556,Krankheit::N,сырхау,boală
557,Krankheit::N,сырхау,maladie
558,Schmerz::N,авырту,durere
559,Wunde::N,яра,rană
560,Wunde::N,җәрәхәт,rană
561,Fieber::N,бизгәк,febră
562,Arznei::N,дару,leac
563,Arznei::N,дару,medicament
564,Brücke::N,күпер,pod
565,Brücke::N,күпер,punte
566,Brunnen::N,кое,puț
567,Weide::N,утлавык,izlaz
568,Weide::N,утлавык,pășune
569,Pfad::N,сукмак,cărare
570,Weg::N,юл,drum
571,Straße::N,урам,cale
572,Straße::N,урам,stradă
573,Dorf::N,авыл,sat
574,Stadt::N,шәһәр,oraș
575,Brief::N,хат,scrisoare
576,Buch::N,китап,carte
577,Buchstabe::N,хәреф,literă
578,Buchstabe::N,хәреф,caracter
579,Zeitung::N,газет,ziar
580,Zeitung::N,газет,gazetă
581,Zeitung::N,газета,ziar
582,Zeitung::N,газета,gazetă
583,Leben::N,гомер,viață
584,Leben::N,тормыш,viață
585,Leben::N,тереклек,viață
586,Tod::N,үлем,moarte
587,Grab::N,гүр,groapă
588,Grab::N,гүр,mormânt
589,Grab::N,кабер,groapă
590,Grab::N,кабер,mormânt
591,Kirche::N,чиркәү,biserică
592,Sünde::N,язык,păcat
593,Sünde::N,гөнаһ,păcat
594,Gott::N,алла,zeu
595,Gott::N,ходай,zeu
596,Arbeiter::N,эшче,muncitor
597,Chef::N,башлык,șef
598,Meister::N,оста,meșter
599,Meister::N,оста,maestru
600,Arzt::N,врач,medic
601,Arzt::N,врач,doctor
602,Arzt::N,табиб,medic
603,Arzt::N,табиб,doctor
604,Lehrer::N,укытучы,profesor
605,Lehrer::N,укытучы,învățător
606,Lehrer::N,мөгаллим,profesor
607,Lehrer::N,мөгаллим,învățător
608,Geld::N,акча,bani
609,Geld::N,акча,parale
610,Geschäft::N,эш,treabă
611,Geschäft::N,эш,afacere
612,Laden::N,кибет,magazin
613,Laden::N,кибет,prăvălie
614,Laden::N,магазин,magazin
615,Laden::N,магазин,prăvălie
616,Preis::N,бәя,preț
617,Preis::N,бәһа,preț
618,Ware::N,товар,marfă
619,Nutzen::N,файда,folos
620,Nutzen::N,файда,profit
621,Reichtum::N,байлык,avuție
622,Reichtum::N,байлык,bogăție
623,Welt::N,дөнья,lume
624,Land::N,ил,țară
625,Staat::N,дәүләт,stat
626,König::N,патша,rege
627,Macht::N,хакимият,putere
628,Macht::N,хакимият,putință
629,Grenze::N,чик,hotar
630,Grenze::N,чик,graniță
631,Grenze::N,чик,frontieră
632,Krieg::N,сугыш,război
633,Feind::N,дошман,dușman
634,Gewalt::N,көчләү,violență
635,Kampf::N,көрәш,luptă
636,Bogen[Waffe]::N,җәя,arc
637,Pfeil::N,ук,săgeată
638,Gewehr::N,мылтык,armă
639,Gewehr::N,мылтык,pușcă
640,Fehler::N,хата,eroare
641,Fehler::N,хата,greșeală
642,Lüge::N,ялган,minciună
643,Schaden::N,зыян,daună
644,Schaden::N,зыян,pagubă
645,Schaden::N,зарар,daună
646,Schaden::N,зарар,pagubă
647,Unglück::N,бәла,nenorocire
648,Schuld::N,гаеп,vină
649,Alter::N,яшь,etate
650,Alter::N,яшь,vârstă
651,Schluss::N,ахыр,sfârșit
652,Zeit::N,заман,timp
653,Zeit::N,заман,vreme
654,Tag::N,көн,zi
655,Morgen::N,иртә,dimineață
656,Mittag::N,өйлә,prânz
657,Mittag::N,өйлә,amiază
658,Abend::N,кич,seară
659,Nacht::N,төн,noapte
660,Woche::N,атна,săptămână
661,Monat::N,ай,lună
662,Jahr::N,ел,an
663,Frühling::N,яз,primăvară
664,Sommer::N,җәй,vară
665,Herbst::N,көз,toamnă
666,Winter::N,кыш,iarnă
667,Januar::N,гыйнвар,ianuarie
668,Februar::N,февраль,februarie
669,März::N,март,martie
670,April::N,апрель,aprilie
671,Mai::N,май,mai
672,Juni::N,июнь,iunie
673,Juli::N,июль,iulie
674,August::N,август,august
675,September::N,сентябрь,septembrie
676,Oktober::N,октябрь,octombrie
677,November::N,ноябрь,noiembrie
678,Dezember::N,декабрь,decembrie
679,Montag::N,дүшәмбе,luni
680,Dienstag::N,сишәмбе,marți
681,Mittwoch::N,чәршәмбе,miercuri
682,Donnerstag::N,атнакич,joi
683,Donnerstag::N,пәнҗешәмбе,joi
684,Freitag::N,җомга,vineri
685,Samstag::N,шимбә,sâmbătă
686,Sonntag::N,якшәмбе,duminică
687,groß::A,зур,mare
688,klein::A,кечкенә,mic
689,lang::A,озын,lung
690,kurz::A,кыска,scurt
691,breit::A,киң,lat
692,breit::A,киң,larg
693,schmal::A,кысык,strâmt
694,dicht::A,куе,des
695,dick[Gegenstand]::A,калын,gros
696,dünn::A,нечкә,subțire
697,fein::A,нәзакәтле,fin
698,fein::A,нәзакәтле,subțire
699,fest::A,нык,tare
700,fest::A,нык,solid
701,flach::A,яссы,șes
702,flach::A,яссы,plan
703,flach::A,ялпак,șes
704,flach::A,ялпак,plan
705,glatt::A,шома,lins
706,hart::A,каты,dur
707,weich::A,йомшак,moale
708,rund::A,түгәрәк,rotund
709,rund::A,түгәрәк,circular
710,spitz::A,очлы,ascuțit
711,scharf::A,үткен,tăios
712,scharf::A,үткен,ascuțit
713,stumpf::A,үтмәс,tocit
714,schwer::A,салмак,greu
715,schön::A,гүзәл,frumos
716,heiß::A,эссе,cald
717,heiß::A,эссе,fierbinte
718,warm::A,җылы,cald
719,warm::A,җылы,fierbinte
720,kalt::A,суык,rece
721,kalt::A,салкын,rece
722,kühl::A,салкынча,rece
723,kühl::A,салкынча,răcoros
724,frisch::A,салкынча,răcoros
725,frisch::A,салкынча,proaspăt
726,feucht::A,юеш,umed
727,feucht::A,юеш,jilav
728,nass::A,дымлы,ud
729,trocken::A,коры,sec
730,trocken::A,коры,uscat
731,voll::A,тулы,plin
732,leer::A,буш,gol
733,offen::A,ачык,deschis
734,geschlossen::A,йомык,închis
735,sauber::A,пакь,curat
736,sauber::A,чиста,curat
737,schmutzig::A,керле,murdar
738,schmutzig::A,пычрак,murdar
739,roh::A,чи,crud
740,reif::A,өлгергән,copt
741,lecker::A,тәмле,gustos
742,süß::A,татлы,dulce
743,bitter::A,ачы,amar
744,sauer::A,әче,acru
745,hell::A,якты,clar
746,hell::A,якты,luminos
747,dunkel::A,кара,obscur
748,dunkel::A,кара,întunecos
749,schwarz::A,кара,negru
750,weiß::A,ак,alb
751,rot::A,кызыл,roșu
752,gelb::A,сары,galben
753,blau::A,күк,albastru
754,grün::A,яшел,verde
755,grau::A,соры,gri
756,grau::A,соры,cenușiu
757,bunt::A,чуар,colorat
758,billig::A,арзан,ieftin
759,teuer::A,хаклы,scump
760,wertvoll::A,кыйммәтле,prețios
761,blind::A,сукыр,orb
762,blind::A,күзсез,orb
763,taub::A,чукрак,surd
764,taub::A,саңгырау,surd
765,kräftig::A,егәрле,tare
766,kräftig::A,егәрле,forte
767,kräftig::A,егәрле,robust
768,stark::A,нык,viguros
769,stark::A,нык,puternic
770,stark::A,базык,viguros
771,stark::A,базык,puternic
772,schwach::A,зәгыйфь,slab
773,schwach::A,зәгыйфь,debil
774,fett::A,симез,gras
775,schlank::A,нәзек,zvelt
776,hübsch::A,чибәр,drăguț
777,böse::A,усал,rău
778,böse::A,усал,răutăcios
779,dumm::A,акылсыз,nerod
780,dumm::A,акылсыз,tâmpit
781,faul::A,ялкау,leneș
782,faul::A,иренчәк,leneș
783,fleißig::A,тырыш,harnic
784,fleißig::A,тырыш,sârguincios
785,fleißig::A,тырышучан,harnic
786,fleißig::A,тырышучан,sârguincios
787,geizig::A,саран,calic
788,geizig::A,саран,zgârcit
789,klug::A,акыллы,isteț
790,klug::A,акыллы,deștept
791,geschickt::A,маһир,dibaci
792,lieb::A,сөекле,drag
793,lieb::A,сөекле,iubit
794,lustig::A,күңелле,vesel
795,sanft::A,басынкы,blând
796,sanft::A,басынкы,blajin
797,hungrig::A,ач,flămând
798,krank::A,чирле,bolnav
799,krank::A,сырхау,bolnav
800,nackt::A,шәрә,gol
801,traurig::A,ямансу,trist
802,traurig::A,ямансу,mâhnit
803,lebendig::A,тере,viu
804,gut::A,яхшы,bun
805,schlecht::A,начар,rău
806,schlecht::A,начар,prost
807,richtig::A,дөрес,drept
808,richtig::A,дөрес,corect
809,schlimm::A,әшәкә,rău
810,wahr::A,чып-чын,adevărat
811,alt::A,иске,uzat
812,alt::A,иске,vechi
813,neu::A,яңа,nou
814,ehemalig::A,элекке,fost
815,ehemalig::A,элекке,anterior
816,alt[Lebewesen]::A,карт,bătrîn
817,jung::A,яшь,tânăr
818,arm::A,фәкыйрь,sărac
819,arm::A,фәкыйрь,sărman
820,reich::A,бай,avut
821,reich::A,бай,bogat
822,bekannt::A,таныш,cunoscut
823,berühmt::A,атаклы,renumit
824,fremd::A,ят,străin
825,verschieden::A,төрле,diferit
826,verschieden::A,төрле,deosebit
827,nah::A,якын,apropiat
828,fern::A,ерак,departe
829,linker::A,сул,stâng
830,rechter::A,уң,drept
831,anderer::A,бүтән,alt
