,Concept_ID,be,pl
814,werden::V,зрабіцца,stać się
815,passieren::V,трапіцца,dziać się
816,passieren::V,трапіцца,zdarzyć się
817,beginnen::V,пачацца,zacząć się
818,enden::V,кончыцца,kończyć się
819,wechseln::V,мяняцца,zmienić się
820,aufgehen[Sonne]::V,узысці,wzejść
821,untergehen[Sonne]::V,зайсці,zajść
822,scheinen[Sonne]::V,свяціць,świecić
823,donnern::V,грымець,grzmieć
824,wehen::V,дзьмуць,wiać
825,strömen::V,ліцца,płynąć
826,strömen::V,ліцца,lać się
827,fließen::V,цячы,ciec
828,fließen::V,цячы,płynąć
829,sich drehen::V,круціцца,obracać się
830,sich drehen::V,варочацца,obracać się
831,schwanken::V,хістацца,chwiać się
832,schwingen::V,гайдацца,wahać się
833,schwingen::V,калыхацца,wahać się
834,fallen::V,падаць,padać
835,brennen::V,гарэць,palić się
836,rauchen::V,дымець,dymić
837,rauchen::V,дымець,dymić się
838,regnen::V,дажджыць,padać
839,gefrieren::V,замерзнуць,zamarznąć
840,tauen::V,раставаць,tajać
841,schmelzen::V,плавіцца,topnieć
842,trocknen::V,сохнуць,schnąć
843,sieden::V,кіпець,wrzeć
844,sieden::V,кіпець,kipieć
845,faulen::V,гнісці,gnić
846,verfaulen::V,згнісці,zgnić
847,reißen::V,ірвацца,urywać się
848,versinken::V,тануць,tonąć
849,vergehen::V,праходзіць,przechodzić
850,erscheinen::V,зʼявіцца,zjawiać się
851,verschwinden::V,знікнуць,zniknąć
852,sinken::V,спадаць,spadać
853,abnehmen::V,паменшыцца,spadać
854,zunehmen::V,павялічвацца,wzrosnąć
855,steigen::V,паднімацца,wzrastać
856,wachsen::V,расці,rosnąć
857,glänzen::V,блішчаць,błyszczeć
858,funkeln::V,бліскаць,zabłyszczeć
859,lärmen::V,шумець,hałasować
860,läuten::V,званіць,dzwonić
861,klingeln::V,званіць,dzwonić
862,klirren::V,бразгаць,brzęczeć
863,brausen::V,бушаваць,huczeć
864,rauschen::V,шастаць,szumieć
865,rauschen::V,шастаць,szeleścić
866,klingen::V,гучаць,brzmieć
867,klingen::V,гучаць,dźwięczeć
868,bellen::V,брахаць,szczekać
869,heulen::V,выць,wyć
870,blasen::V,дзьмухнуць,dmuchnąć
871,pfeifen::V,свістаць,gwizdać
872,schreien::V,крычаць,krzyczeć
873,stöhnen::V,стагнаць,stękać
874,zittern::V,дрыжаць,drżeć
875,leben::V,жыць,żyć
876,geboren werden::V,нарадзіцца,urodzić się
877,atmen::V,дыхаць,oddychać
878,trinken::V,піць,pić
879,essen::V,есці,jeść
880,schlucken::V,глытаць,połknąć
881,müde werden::V,стаміцца,zmęczyć się
882,einschlafen::V,заснуць,zasnąć
883,schlafen::V,спаць,spać
884,aufwachen::V,рассыпацца,obudzić się
885,aufstehen::V,устаць,wstać
886,sich erholen::V,адпачываць,wypoczywać
887,krank werden::V,захварэць,zachorować
888,krank sein::V,хварэць,chorować
889,schmerzen::V,балець,boleć
890,husten::V,кашляць,kaszlać
891,genesen::V,паправіцца,wyzdrowieć
892,genesen::V,паздаравець,wyzdrowieć
893,sterben::V,памерці,umrzeć
894,umkommen::V,загінуць,zginąć
895,sich bewegen::V,рухацца,poruszać się
896,sich rühren::V,варушыцца,ruszyć się
897,sich erheben::V,устаць,podnieść się
898,sich setzen::V,сесці,usiąść
899,hinfallen::V,упасці,upaść
900,laufen::V,хадзіць,chodzić
901,schreiten::V,шагаць,kroczyć
902,schreiten::V,крочыць,kroczyć
903,spazierengehen::V,гуляць,iść na spacer
904,eilen::V,спяшацца,pospieszać
905,sich beeilen::V,спяшацца,pospieszyć się
906,sausen::V,імчацца,pędzić
907,rennen::V,бегаць,biec
908,rennen::V,бегаць,biegać
909,springen::V,скакаць,skakać
910,klettern::V,лазіць,wspinać się
911,schaukeln::V,гайдацца,huśtać
912,schaukeln::V,гайдацца,kołysać
913,kriechen::V,поўзаць,pełzać
914,kriechen::V,поўзаць,czołgać się
915,schwimmen::V,плаваць,pływać
916,tauchen::V,ныраць,zanurzać się
917,rudern::V,веславаць,wiosłować
918,fahren::V,ехаць,jechać
919,fliegen::V,лятаць,latać
920,fliegen::V,лятаць,lecieć
921,gehen::V,ісці,iść
922,weggehen::V,пайсці,odejść
923,abfahren::V,адʼяжджаць,odjechać
924,anhalten::V,спыніцца,zatrzymać się
925,anhalten::V,затрымацца,zatrzymać się
926,hineingehen::V,уваходзіць,wchodzić
927,eintreten::V,увайсці,wejść
928,eintreten::V,увайсці,nastąpić
929,kommen::V,прыйсці,przyjść
930,ankommen::V,прыбыць,przybyć
931,zurückkommen::V,вярнуцца,wrócić
932,bleiben::V,застацца,zostać
933,warten::V,чакаць,czekać
934,erwarten::V,чакаць,oczekiwać
935,suchen::V,шукаць,szukać
936,finden::V,знайсці,znaleźć
937,versuchen::V,прабаваць,próbować
938,vorbereiten::V,падрыхтаваць,przygotować
939,lieben::V,кахаць,kochać
940,mögen::V,любіць,lubić
941,lachen::V,смяяцца,śmiać się
942,rühren::V,расчуліць,wzruszyć
943,weinen::V,плакаць,płakać
944,schimpfen::V,лаяцца,kląć
945,sich ärgern::V,сердаваць,gniewać się
946,sich fürchten::V,баяцца,bać się
947,fürchten::V,баяцца,bać się
948,fliehen::V,уцякаць,uciekać
949,flüchten::V,уцячы,uciec
950,sehen::V,бачыць,widzieć
951,sehen::V,бачыць,zobaczyć
952,anschauen::V,паглядзець,oglądać
953,ansehen::V,глядзець,popatrzeć na
954,hören::V,чуць,słyszeć
955,zuhören::V,слухаць,słuchać
956,probieren::V,каштаваць,kosztować
957,riechen::V,нюхаць,wąchać
958,fühlen::V,адчуваць,czuć
959,fühlen::V,адчуваць,odczuwać
960,scheinen::V,здавацца,wydawać się
961,zu sehen sein::V,віднецца,widnieć
962,vernehmen::V,пачуць,usłyszeć
963,frieren::V,мёрзнуць,marznąć
964,tun::V,рабіць,czynić
965,können::V,умець,móc
966,können::V,умець,umieć
967,wollen::V,хацець,chcieć
968,anfangen::V,пачаць,zacząć
969,beenden::V,закончыць,zakończyć
970,aufhören::V,перастаць,przestać
971,gelingen::V,удацца,udać się
972,geraten::V,аказацца,udać się
973,öffnen::V,адчыніць,otworzyć
974,schließen::V,зачыніць,zamknąć
975,stellen::V,паставіць,postawić
976,setzen::V,пасадзіць,posadzić
977,legen::V,класці,kłaść
978,berühren::V,чапаць,dotykać
979,verbinden::V,звязаць,łączyć
980,bedecken::V,накрыць,przykryć
981,aufhängen::V,павесіць,powiesić
982,anzünden::V,запаліць,zapalić
983,aufheben::V,падняць,podnieść
984,zurücklassen::V,пакінуць,zostawić
985,verlieren::V,згубіць,zgubić
986,fallen lassen::V,упусціць,upuścić
987,machen::V,зрабіць,zrobić
988,herstellen::V,вырабіць,wytworzyć
989,bauen::V,будаваць,budować
990,reparieren::V,правіць,naprawiać
991,verbessern::V,палепшыць,ulepszyć
992,ändern::V,змяніць,zmienić
993,graben::V,капаць,kopać
994,beugen::V,сагнуць,zagiąć
995,biegen::V,пагнуць,zgiąć
996,drehen::V,вярцець,obracać
997,wenden::V,павярнуць,obrocić
998,umdrehen::V,перавярнуць,obrocić
999,heben::V,падымаць,podnosić
1000,hochheben::V,падняць,podnieść
1001,ergreifen::V,схапіць,chwycić
1002,ergreifen::V,схваціць,chwycić
1003,halten::V,трымаць,trzymać
1004,drücken::V,націскаць,naciskać
1005,schieben::V,пхаць,pchać
1006,schieben::V,пхаць,posuwać
1007,schieben::V,штурхаць,pchać
1008,schieben::V,штурхаць,posuwać
1009,kratzen::V,скрэбці,drapać
1010,lecken::V,лізаць,lizać
1011,beißen::V,кусаць,kąsać
1012,abreißen::V,адарваць,oderwać
1013,abschneiden::V,адрэзаць,odciąć
1014,binden::V,вязаць,wiązać
1015,stecken::V,уваткнуць,wetknąć
1016,brechen::V,зламаць,złamać
1017,klopfen::V,стукаць,pukać
1018,klopfen::V,стукаць,stukać
1019,hauen::V,біць,bić
1020,kleben::V,клеіць,kleić
1021,reiben::V,церці,trzeć
1022,streichen::V,намазаць,smarować
1023,schleifen::V,тачыць,ostrzyć
1024,schneiden::V,рэзаць,ciąć
1025,schneiden::V,рэзаць,krajać
1026,rütteln::V,хістаць,trząść
1027,schütteln::V,трэсці,trząść
1028,schwenken::V,махаць,machać
1029,schütten::V,наліць,nasypać
1030,füllen::V,напоўніць,napełnić
1031,einwickeln::V,загарнуць,zawinąć
1032,tragen::V,несці,nieść
1033,schleppen::V,цягнуць,wlec
1034,ziehen::V,цягнуць,ciągnąć
1035,aufbewahren::V,захоўваць,przechowywać
1036,werfen::V,кідаць,rzucać
1037,fangen::V,лавіць,łowić
1038,packen::V,схапіць,chwycić
1039,packen::V,схваціць,chwycić
1040,verstecken::V,схаваць,ukryć
1041,verstecken::V,схаваць,schować
1042,teilen::V,раздзяліць,podzielić
1043,schicken::V,пасылаць,posyłać
1044,bringen::V,прынесці,przynieść
1045,hinzufügen::V,дабавіць,dodać
1046,bekommen::V,дастаць,dostać
1047,erhalten::V,атрымаць,otrzymać
1048,nehmen::V,ўзяць,wziąć
1049,wählen::V,выбраць,wybrać
1050,auswählen::V,адабраць,wybrać
1051,bewahren::V,захаваць,zachować
1052,behindern::V,перашкаджаць,utrudnić
1053,behindern::V,перашкаджаць,przeszkadzać
1054,verderben::V,сапсаваць,zepsuć
1055,beschädigen::V,пашкодзіць,uszkodzić
1056,zerbrechen::V,разбіць,złamać
1057,zerreißen::V,разадраць,drzeć
1058,zerreißen::V,разадраць,rozdzierać
1059,zerstören::V,разбурыць,zniszczyć
1060,verbrennen::V,спаліць,spalić
1061,geben::V,даць,dać
1062,reichen::V,перадаць,podać
1063,schenken::V,дарыць,darować
1064,versprechen::V,абяцаць,obiecać
1065,wünschen::V,жадаць,życzyć
1066,loben::V,хваліць,chwalić
1067,küssen::V,цалаваць,całować
1068,wiegen::V,гушкаць,kołysać
1069,wiegen::V,калыхаць,kołysać
1070,zudecken::V,накрыць,przykryć
1071,wecken::V,пабудзіць,zbudzić
1072,zeigen::V,паказаць,pokazać
1073,führen::V,весці,wieść
1074,führen::V,весці,prowadzić
1075,lehren::V,вучыць,uczyć
1076,unterrichten::V,выкладаць,nauczać
1077,aufziehen::V,выхаваць,wychować
1078,leiten::V,кіраваць,kierować
1079,antreiben::V,падганяць,popędzić
1080,lassen::V,прымусіць,zostawić
1081,einladen::V,запрасіць,zaprosić
1082,vereinigen::V,абʼяднаць,zjednoczyć
1083,besuchen::V,наведаць,odwiedzić
1084,treffen::V,сустрэць,trafić
1085,treffen::V,сустрэць,spotkać
1086,sich versammeln::V,сабрацца,zebrać się
1087,sich versammeln::V,сабрацца,zgromadzić się
1088,spielen::V,гуляць,grać
1089,spielen::V,гуляць,bawić się
1090,singen::V,пець,śpiewać
1091,singen::V,спяваць,śpiewać
1092,tanzen::V,танцаваць,pląsać
1093,tanzen::V,танцаваць,tańczyć
1094,sich trennen::V,расстацца,rozstać się
1095,verlassen::V,пакінуць,opuścić
1096,retten::V,выратаваць,ocalić
1097,retten::V,выратаваць,uratować
1098,bewachen::V,ахоўваць,pilnować
1099,schützen::V,уберагаць,ochronić
1100,verteidigen::V,абараніць,bronić
1101,sich schlagen::V,біцца,pobić się
1102,sich schlagen::V,драцца,pobić się
1103,schießen::V,страляць,strzelać
1104,siegen::V,перамагчы,zwycziężyć
1105,ärgern::V,злаваць,gniewać
1106,schlagen::V,ударыць,bić
1107,schlagen::V,ударыць,uderzyć
1108,treten::V,штурхаць,kopnąć
1109,stechen::V,укалоць,ukłuć
1110,stoßen::V,папхнуць,popchnąć
1111,stehlen::V,украсці,ukraść
1112,stören::V,перашкодзіць,zakłócić
1113,stören::V,перашкодзіць,przeszkodzić
1114,belästigen::V,дакучаць,dokuczać
1115,verbergen::V,скрыць,ukryć
1116,verbergen::V,схаваць,ukryć
1117,täuschen::V,падмануць,łudzić
1118,betrügen::V,змахляваць,oszukać
1119,töten::V,забіць,zabić
1120,wohnen::V,жыць,mieszkać
1121,arbeiten::V,працаваць,pracować
1122,sammeln::V,сабраць,zebrać
1123,pflücken::V,зрываць,zerwać
1124,jagen::V,паляваць,polować
1125,fischen::V,рыбачыць,łowić ryby
1126,fassen::V,злавіць,złapać
1127,hüten::V,пасвіць,paść
1128,treiben::V,гнаць,pędzić
1129,anbinden::V,прывязаць,przywiązać
1130,füttern::V,карміць,karmić
1131,melken::V,даіць,doić
1132,hacken::V,сячы,rąbać
1133,gießen::V,паліць,lać
1134,gießen::V,паліць,podlać
1135,reifen::V,паспець,dojrzeć
1136,zubereiten::V,зварыць,przyrządzić
1137,zubereiten::V,згатаваць,przyrządzić
1138,kochen::V,варыць,gotować
1139,backen::V,пячы,piec
1140,braten::V,смажыць,piec
1141,braten::V,смажыць,smażyć
1142,umrühren::V,перамяшаць,przemieszać
1143,stricken::V,вязаць,dziać
1144,nähen::V,шыць,szyć
1145,färben::V,пафарбаваць,pofarbować
1146,reinigen::V,ачысціць,oczyścić
1147,waschen::V,мыць,prać
1148,abwischen::V,выцерці,obetrzeć
1149,spülen::V,паласкаць,płukać
1150,fegen::V,падмятаць,zamiatać
1151,kehren::V,месці,zamieść
1152,baden::V,купацца,kąpać się
1153,sich waschen::V,мыцца,myć się
1154,ausziehen::V,зняць,zdjąć
1155,anziehen::V,надзець,włożyć
1156,sich anziehen::V,адзецца,ubrać się
1157,kämmen::V,прычасаць,uczesać
1158,schmücken::V,аздобіць,ozdabiać
1159,sagen::V,сказаць,powiedzieć
1160,sprechen::V,гаварыць,mówić
1161,reden::V,размаўляць,mówić
1162,sich unterhalten::V,гутарыць,rozmawiać
1163,fragen::V,спытаць,zapytać
1164,bitten::V,прасіць,prosić
1165,erzählen::V,расказаць,opowiedzieć
1166,mitteilen::V,паведаміць,zawiadomić o
1167,nennen::V,назваць,nazwać
1168,rufen::V,зваць,wołać
1169,prahlen::V,хваліцца,chełpić się
1170,übersetzen::V,перакласці,tłumaczyć
1171,denken::V,думаць,myśleć
1172,glauben::V,верыць,sądzić
1173,glauben::V,верыць,wierzyć
1174,bemerken::V,заўважыць,zauważyć
1175,erkennen::V,пазнаць,poznać
1176,begreifen::V,спасцігнуць,zrozumieć
1177,verstehen::V,пачуць,rozumieć
1178,verstehen::V,пачуць,dosłyszeć
1179,lernen::V,вучыцца,uczyć się
1180,wissen::V,знаць,wiedzieć
1181,sich erinnern an::V,памятаць,przypomnieć sobie
1182,vergessen::V,забыць,zapomnieć
1183,messen::V,мераць,mierzyć
1184,zählen::V,лічыць,liczyć
1185,rechnen::V,лічыць,rachować
1186,lesen::V,чытаць,czytać
1187,malen::V,маляваць,malować
1188,zeichnen::V,рысаваць,rysować
1189,schreiben::V,пісаць,pisać
1190,besitzen::V,мець,posiadać
1191,kaufen::V,купіць,kupić
1192,verkaufen::V,прадаць,sprzedać
1193,bezahlen::V,заплаціць,zapłacić
1194,zahlen::V,плаціць,płacić
1195,beherrschen::V,уладаць,opanować
1196,beherrschen::V,валодаць,opanować
1197,ertragen::V,выцерпець,znieść
