,Concept_ID,hr,kk
73,Stern::N,zvijezda,жұлдыз
74,Luft::N,zrak,әуе
75,Wind::N,vjetar,жел
76,Welle::N,val,толқын
77,Welle::N,talas,толқын
78,Wasser::N,voda,су
79,Stein::N,kamen,тас
80,Boden::N,tlo,қыртыс
81,Boden::N,zemlja,қыртыс
82,Erde::N,zemlja,топырақ
83,Staub::N,prah,шаң
84,Staub::N,prašina,шаң
85,Rauch::N,dim,түтін
86,Funke::N,iskra,ұшқын
87,Funke::N,varnica,ұшқын
88,Feuer::N,vatra,алау
89,Licht::N,svjetlo,шұғыла
90,Schatten::N,hlad,көлеңке
91,Schatten::N,sjena,көлеңке
92,Wetter::N,vrijeme,ауа райы
93,Nebel::N,magla,тұман
94,Wolke::N,oblak,бұлт
95,Regen::N,kiša,жаңбыр
96,Schnee::N,snijeg,қар
97,Eis::N,led,мұз
98,Frost::N,mraz,суық
99,Kälte::N,studen,ызғар
100,Kälte::N,studen,суықтық
101,Kälte::N,hladnoća,ызғар
102,Kälte::N,hladnoća,суықтық
103,Hitze::N,vrućina,аптап
104,Raureif::N,inje,қырау
105,Regenbogen::N,duga,кемпірқосақ
106,Donner::N,grom,күн күркіреу
107,Donner::N,grmljavina,күн күркіреу
108,Strömung::N,struja,ағын
109,Strömung::N,strujanje,ағын
110,Tropfen::N,kap,тамшы
111,Tropfen::N,kaplja,тамшы
112,Schaum::N,pjena,көбік
113,Schmutz::N,nečistoća,кір
114,Schmutz::N,prljavština,кір
115,See::N,jezero,көл
116,Sumpf::N,bara,саз
117,Moor::N,močvara,саз
118,Wiese::N,livada,шалғын
119,Wald::N,šuma,орман
120,Hügel::N,brijeg,төбе
121,Hügel::N,brijeg,белес
122,Hügel::N,brijeg,белес-белес
123,Hügel::N,brežuljak,төбе
124,Hügel::N,brežuljak,белес
125,Hügel::N,brežuljak,белес-белес
126,Anhöhe::N,uzvišica,дөң
127,Anhöhe::N,uzvišica,адыр
128,Anhöhe::N,uzvišica,қырат
129,Berg::N,brdo,тау
130,Gipfel::N,vrh,төбе
131,Höhle::N,pećina,үңгір
132,Höhle::N,spilja,үңгір
133,Abhang::N,obronak,бауыр
134,Abhang::N,nizbrdica,бауыр
135,Quelle::N,izvor,қайнар
136,Quelle::N,vrelo,қайнар
137,Bach::N,potok,жылға
138,Fluss::N,rijeka,өзен
139,Ufer::N,obala,жиек
140,Küste::N,obala,жиегі
141,Küste::N,obala,жағалау
142,Küste::N,morska obala,жиегі
143,Küste::N,morska obala,жағалау
144,Festland::N,kopno,құрылық
145,Meer::N,more,теңіз
146,Bucht::N,zaliv,шығанақ
147,Insel::N,ada,арал
148,Insel::N,otok,арал
149,Blume::N,cvijet,гүл
150,Gras::N,trava,от
151,Wurzel::N,korijen,түбір
152,Baum::N,drvo,ағаш
153,Baum::N,drvo,дарақ
154,Baum::N,stablo,ағаш
155,Baum::N,stablo,дарақ
156,Stamm::N,deblo,сояу
157,Stamm::N,deblo,оқпан
158,Stamm::N,stablo,сояу
159,Stamm::N,stablo,оқпан
160,Rinde::N,kora,қабық
161,Ast::N,grana,бұтақ
162,Zweig::N,grana,шыбық
163,Blatt::N,list,жапырақ
164,Birke::N,breza,қайың
165,Kiefer[Baum]::N,bor,қарағай
166,Weide[Baum]::N,iva,тал
167,Weide[Baum]::N,vŕba,тал
168,Tanne::N,jela,шырша
169,Horn::N,rog,мүйіз
170,Feder::N,pero,қаламұш
171,Fell::N,koža,тері
172,Flügel::N,krilo,қанат
173,Klaue::N,papak,тырнақ
174,Kralle::N,pandža,аяқ
175,Schwanz::N,rep,құйрық
176,Ei::N,jaje,жұмыртқа
177,Nest::N,gnijezdo,ұя
178,Bau::N,jazbina,жатақ
179,Tier::N,životinja,айуан
180,Tier::N,životinja,жануар
181,Herde::N,krdo,пада
182,Herde::N,stado,пада
183,Kuh::N,krava,сиыр
184,Bulle::N,bik,өгіз
185,Pferd::N,konj,жылқы
186,Schaf::N,ovca,қой
187,Schwein::N,svinja,шошқа
188,Hund::N,pas,ит
189,Hund::N,pseto,ит
190,Katze::N,mačka,мысық
191,Bär::N,medvjed,аю
192,Eichhörnchen::N,vjeverica,тиін
193,Elch::N,los,бұғы
194,Fuchs::N,lisica,түлкі
195,Hase::N,zec,қоян
196,Maus::N,miš,қаптесер
197,Wolf::N,vuk,бөрі
198,Wolf::N,vuk,қасқыр
199,Wolf::N,kurjak,бөрі
200,Wolf::N,kurjak,қасқыр
201,Vogel::N,ptica,құс
202,Schwarm::N,roj,топ
203,Schwarm::N,roj,үйір
204,Schwarm::N,jato,топ
205,Schwarm::N,jato,үйір
206,Huhn::N,kokoš,тауық
207,Huhn::N,kokoš,мекиен
208,Hahn::N,kokot,әтеш
209,Hahn::N,kokot,қораз
210,Hahn::N,pijevac,әтеш
211,Hahn::N,pijevac,қораз
212,Gans::N,guska,қаз
213,Adler::N,orao,бүркіт
214,Ente::N,patka,үйрек
215,Eule::N,sova,жапалақ
216,Kranich::N,ždral,тырна
217,Krähe::N,vrana,қарға
218,Kuckuck::N,kukavica,көкек
219,Schwan::N,labud,аққу
220,Fisch::N,riba,балық
221,Barsch::N,grgeč,алабұға
222,Hecht::N,štuka,шортан
223,Schlange[Tier]::N,guja,жылан
224,Schlange[Tier]::N,zmija,жылан
225,Wurm::N,crv,шұбалшаң
226,Spinne::N,pauk,өрмекші
227,Ameise::N,mrav,қүмырска
228,Laus::N,uš,бит
229,Mücke::N,komarac,маса
230,Fliege::N,muha,шыбын
231,Schmetterling::N,leptir,көбелек
232,Beere::N,boba,жидек
233,Beere::N,bobica,жидек
234,Apfel::N,jabuka,алма
235,Pilz::N,pečurka,қозықұйрық
236,Pilz::N,pečurka,саңыраукулақ
237,Zwiebel::N,luk,жуа
238,Zwiebel::N,kapula,жуа
239,Saat::N,sjemenje,тұқым
240,Korn::N,zrno,дән
241,Heu::N,sijeno,шөп
242,Schale::N,kora,қабық
243,Schale::N,kora,қабығы
244,Schale::N,ljuska,қабық
245,Schale::N,ljuska,қабығы
246,Grube::N,jama,ор
247,Falle::N,zamka,дұзақ
248,Falle::N,zamka,қақпан
249,Falle::N,klopka,дұзақ
250,Falle::N,klopka,қақпан
251,Schlinge::N,uzao,ілмек
252,Schlinge::N,petlja,ілмек
253,Spur::N,trag,із
254,Spur::N,slijed,із
255,Asche::N,pepeo,күл
256,Dreck::N,blato,былғаныш
257,Eisen::N,željezo,темір
258,Gold::N,zlato,алтын
259,Silber::N,srebro,күміс
260,Kohle::N,ugalj,көмір
261,Kohle::N,ugljen,көмір
262,Glas::N,staklo,шыны
263,Lehm::N,glina,балшық
264,Lehm::N,ilovača,балшық
265,Sand::N,pijesak,құм
266,Mensch::N,čovjek,адам
267,Mann::N,muškarac,еркек
268,Mann::N,muškarac,ер адам
269,Frau::N,žena,бике
270,Frau::N,žena,қатын
271,Kind::N,čedo,бала
272,Kind::N,čedo,перзент
273,Kind::N,dijete,бала
274,Kind::N,dijete,перзент
275,Junge::N,momče,бала
276,Junge::N,momče,ер бала
277,Junge::N,dječak,бала
278,Junge::N,dječak,ер бала
279,Mädchen::N,djevojka,қыз
280,Mädchen::N,djevojčica,қыз
281,Familie::N,obitelj,жанұя
282,Familie::N,porodica,жанұя
283,Großvater::N,djed,ата
284,Großmutter::N,baka,әже
285,Großmutter::N,baka,әжей
286,Eltern::N,roditelji,ата-аналар
287,Vater::N,otac,әке
288,Mutter::N,majka,ана
289,Sohn::N,sin,ұл
290,Tochter::N,kći,қызым
291,Tochter::N,kćerka,қызым
292,Bruder::N,brat,бауырым
293,Schwester::N,sestra,әпке
294,Onkel::N,čika,көке
295,Onkel::N,ujak,көке
296,Tante::N,ujna,тәте
297,Tante::N,tetka,тәте
298,Ehemann::N,muž,ер
299,Ehemann::N,suprug,ер
300,Ehefrau::N,žena,зайып
301,Ehefrau::N,supruga,зайып
302,Freude::N,radost,қуаныш
303,Freude::N,radost,сүйініш
304,Freude::N,radost,шат-думан
305,Freude::N,radost,қуаныштылық
306,Gelächter::N,grohot,күлу
307,Glück::N,sreća,бақыт
308,Glück::N,sreća,бақыттылық
309,Kummer::N,jad,аза
310,Kummer::N,jad,қайғы
311,Kummer::N,jad,қасырет
312,Kummer::N,briga,аза
313,Kummer::N,briga,қайғы
314,Kummer::N,briga,қасырет
315,Wunsch::N,želja,мүдде
316,Lust::N,volja,тәбет
317,Lust::N,volja,ынтызар
318,Lust::N,volja,құштарлық
319,Geist::N,duh,рух
320,Gedanke::N,misao,ой
321,Gedächtnis::N,pamćenje,ес
322,Gedächtnis::N,pamćenje,жады
323,Gedächtnis::N,pamćenje,ақыл-ес
324,Verstand::N,um,ақыл
325,Verstand::N,um,парасат
326,Verstand::N,razum,ақыл
327,Verstand::N,razum,парасат
328,Sinn::N,smisao,мән
329,Sinn::N,smisao,маныз
330,Sinn::N,smisao,мағына
331,Sinn::N,smisao,мән-мағына
332,Sinn::N,značenje,мән
333,Sinn::N,značenje,маныз
334,Sinn::N,značenje,мағына
335,Sinn::N,značenje,мән-мағына
336,Grund::N,razlog,себеп
337,Wahrheit::N,istina,рас
338,Gespräch::N,razgovor,әңгіме
339,Märchen::N,bajka,ертеп
340,Märchen::N,bajka,ертек
341,Erzählung::N,priča,әңгіме
342,Erzählung::N,pripovijest,әңгіме
343,Nachricht::N,vijest,хабар
344,Neuigkeit::N,novost,жаңалық
345,Name::N,ime,ат
346,Name::N,ime,атау
347,Rätsel::N,zagonetka,жұмбақ
348,Rede::N,govor,сөз
349,Rede::N,besjeda,сөз
350,Sprache::N,jezik,тіл
351,Stimme::N,glas,үн
352,Stimme::N,glas,әуен
353,Stimme::N,glas,дауыс
354,Wort::N,riječ,сөз
355,Zeichen::N,znak,ишара
356,Ruf::N,povik,айғай
357,Ruf::N,poklik,айғай
358,Lärm::N,buka,айғай-шу
359,Lärm::N,buka,айғай-ұйғай
360,Lärm::N,galama,айғай-шу
361,Lärm::N,galama,айғай-ұйғай
362,Laut::N,zvuk,дыбыс
363,Laut::N,zvuk,дауыс
364,Ton::N,ton,әуен
365,Lied::N,pjesma,ән
366,Lied::N,pjesma,жыр
367,Lied::N,pjesma,ән-жыр
368,Ruhe::N,tišina,тыныштық
369,Ruhe::N,počinak,тыныштық
370,Leute::N,ljudi,кісілер
371,Volk::N,puk,халық
372,Volk::N,narod,халық
373,Arbeit::N,rad,еңбек
374,Arbeit::N,posao,еңбек
375,Gast::N,gost,қонақ
376,Gast::N,gost,мейман
377,Geschenk::N,dar,қадия
378,Geschenk::N,poklon,қадия
379,Spiel::N,igra,ойын
380,Gesellschaft::N,društvo,қауым
381,Gesellschaft::N,društvo,жұртшылық
382,Gesellschaft::N,kompanija,қауым
383,Gesellschaft::N,kompanija,жұртшылық
384,Hilfe::N,pomoć,жэрдем
385,Freund::N,prijatelj,дос
386,Kamerad::N,drug,дос-жар
387,Kamerad::N,drugar,дос-жар
388,Angelegenheit::N,posao,жұмыс
389,Anzahl::N,broj,сан
390,Anzahl::N,broj,саны
391,Anzahl::N,brojnost,сан
392,Anzahl::N,brojnost,саны
393,Art::N,vid,түр
394,Art::N,vrst,түр
395,Stück::N,komad,тілім
396,Teil::N,dio,үлес
397,Teil::N,dio,бөлшек
398,Hälfte::N,polovina,жарты
399,Kreis::N,krug,шеңбер
400,Kreuz::N,križ,крест
401,Linie::N,crta,сызық
402,Strich::N,crta,сызық
403,Abstand::N,razmak,ара
404,Abstand::N,razmak,аралық
405,Abstand::N,odstojanje,ара
406,Abstand::N,odstojanje,аралық
407,Entfernung::N,udaljenost,аралық
408,Gegend::N,kraj,өңір
409,Gegend::N,predeo,өңір
410,Platz::N,mjesto,орны
411,Ort::N,mjesto,орын
412,Seite::N,bok,жақ
413,Seite::N,bok,бүйір
414,Seite::N,strana,жақ
415,Seite::N,strana,бүйір
416,Mitte::N,sredina,ортасы
417,Gegenstand::N,predmet,зат
418,Gegenstand::N,predmet,нәрсе
419,Sache::N,posao,бұйым
420,Rand::N,rub,шет
421,Rand::N,rub,шеті
422,Rand::N,kraj,шет
423,Rand::N,kraj,шеті
424,Kante::N,brid,қыр
425,Kante::N,brid,қыры
426,Kante::N,ivica,қыр
427,Kante::N,ivica,қыры
428,Ecke::N,ugao,қыры
429,Ecke::N,ugao,бұрыш
430,Spitze::N,vrh,ұшы
431,Spitze::N,šiljak,ұшы
432,Ende::N,konac,аяқ
433,Ende::N,konac,соңы
434,Loch::N,rupa,тесік
435,Winkel::N,kut,мүйіс
436,Winkel::N,ugao,мүйіс
437,Muster::N,uzor,мәнер
438,Größe::N,veličina,ауқым
439,Größe::N,veličina,көлемдік
440,Länge::N,duljina,бой
441,Länge::N,duljina,ұзындық
442,Höhe::N,visina,жоғарылық
443,Höhe::N,visina,биіктік
444,Gewicht::N,težina,салмақ
445,Menge::N,mnoštvo,мөлшер
446,Menge::N,količina,мөлшер
447,Haufen::N,hrpa,үйме
448,Haufen::N,hrpa,үйінді
449,Haufen::N,gomila,үйме
450,Haufen::N,gomila,үйінді
451,Reihe::N,red,сап
452,Boot::N,čun,қайық
453,Boot::N,čamac,қайық
454,Ruder::N,veslo,ескек
455,Schlitten::N,saone,шана
456,Ski::N,ski,шаңғы
457,Ski::N,smučka,шаңғы
458,Lagerfeuer::N,logorska vatra,алау
459,Last::N,tovar,ауырлық
460,Last::N,tovar,ауыр зат
461,Gang::N,hod,жүріс
462,Schritt::N,korak,адым
463,Norden::N,sjever,солтүстік
464,Norden::N,sjever,терістік
465,Süden::N,jug,оңтүстік
466,Westen::N,zapad,батыс
467,Osten::N,istok,күншығыс
468,Holz::N,drvo,ағаш
469,Holz::N,drvo,сүрек
470,Brett::N,daska,тақта
471,Platte::N,ploča,тақта
472,Stütze::N,potpora,тіреу
473,Stange::N,motka,қада
474,Stock::N,štap,сойыл
475,Stock::N,palica,сойыл
476,Stab::N,štap,сырық
477,Stab::N,šipka,сырық
478,Rohr::N,cijev,құбыр
479,Haus::N,kuća,үй
480,Heim::N,dom,үйлі
481,Heim::N,dom,шаңырақ
482,Ofen::N,peć,ошақ
483,Ofen::N,peć,пеш
484,Fußboden::N,pod,еден
485,Tisch::N,stol,үстел
486,Tisch::N,trpeza,үстел
487,Stuhl::N,stolac,орындық
488,Stuhl::N,stolica,орындық
489,Wiege::N,kolijevka,бесік
490,Bett::N,krevet,кереует
491,Bett::N,postelja,кереует
492,Regal::N,polica,сөре
493,Kiste::N,sanduk,жәшік
494,Fenster::N,prozor,терезе
495,Tür::N,vrata,есік
496,Tor::N,vrata,дарбаза
497,Tor::N,kapija,дарбаза
498,Zaun::N,plot,дуал
499,Zaun::N,ograda,дуал
500,Dach::N,krov,шатыр
501,Leiter::N,ljestve,саты
502,Leiter::N,ljestve,басқыш
503,Leiter::N,ljestvice,саты
504,Leiter::N,ljestvice,басқыш
505,Besen::N,metla,сыпырғыш
506,Spaten::N,ašov,күрек
507,Schaufel::N,lopata,қалақ
508,Gabel::N,viljuška,аша
509,Gabel::N,viljuška,шанышқы
510,Löffel::N,žlica,қасық
511,Messer::N,nož,пышақ
512,Nagel::N,čavao,мық
513,Nagel::N,čavao,шеге
514,Netz::N,mreža,керегекөз
515,Haken::N,kuka,ілмек
516,Griff::N,držak,сап
517,Griff::N,držak,тұтқа
518,Griff::N,ručica,сап
519,Griff::N,ručica,тұтқа
520,Schloss::N,brava,құлып
521,Schloss::N,brava,бекіткіш
522,Bild::N,slika,сурет
523,Figur::N,figura,тұлға
524,Puppe::N,lutka,қуыршақ
525,Beutel::N,kesa,қапшық
526,Bündel::N,snop,байлам
527,Bündel::N,svežanj,байлам
528,Tasche::N,torba,дорба
529,Tasche::N,taška,дорба
530,Eimer::N,kabao,шелек
531,Deckel::N,poklopac,жапқыш
532,Geschirr::N,suđe,ыдыс
533,Geschirr::N,posuđe,ыдыс
534,Sack::N,džak,қап
535,Sack::N,vreća,қап
536,Tasse::N,šalica,шыныаяқ
537,Topf::N,lonac,кәстрөл
538,Kessel::N,kazan,қазан
539,Essen::N,obrok,ас
540,Nahrung::N,hrana,ас
541,Nahrung::N,hrana,тамақ
542,Speise::N,jelo,тағам
543,Fleisch::N,meso,ет
544,Getreide::N,žito,дәнді
545,Getreide::N,žitarice,дәнді
546,Brei::N,kaša,ботқа
547,Brot::N,kruh,күлше
548,Scheibe::N,kriška,тілім
549,Fett::N,mast,май
550,Fett::N,salo,май
551,Butter::N,buter,май
552,Butter::N,maslac,май
553,Öl::N,ulje,май
554,Salz::N,sol,тұз
555,Suppe::N,supa,көже
556,Honig::N,med,бал
557,Milch::N,mlijeko,сүт
558,Tee::N,čaj,шай
559,Leder::N,koža,көн
560,Wolle::N,vuna,жүн
561,Stoff::N,štof,мата
562,Stoff::N,štof,кездеме
563,Stoff::N,tkanina,мата
564,Stoff::N,tkanina,кездеме
565,Nadel::N,igla,ине
566,Faden::N,nit,жіп
567,Faden::N,konac,жіп
568,Knopf::N,dugme,түйме
569,Knoten::N,čvor,түйін
570,Knoten::N,uzao,түйін
571,Farbe::N,farba,рең
572,Kleidung::N,odjeća,киім
573,Hemd::N,košulja,жейде
574,Kragen::N,ovratnik,жаға
575,Ärmel::N,rukav,жең
576,Hose::N,hlače,шалбар
577,Gürtel::N,pas,белбеу
578,Gürtel::N,pojas,белбеу
579,Mütze::N,kapa,қалпақ
580,Schuh::N,cipela,кебіс
581,Stiefel::N,čizma,етік
582,Ring::N,prsten,жүзік
583,Band::N,vrpca,таспа
584,Kamm::N,češalj,тарақ
585,Spiegel::N,zrcalo,айна
586,Spiegel::N,ogledalo,айна
587,Riemen::N,kaiš,қайыс
588,Riemen::N,remen,қайыс
589,Schnur::N,vrpca,жіп
590,Leine::N,uzica,тізгін
591,Decke::N,ćebe,көрпе
592,Decke::N,pokrivač,көрпе
593,Kissen::N,jastuk,жастық
594,Tuch::N,rubac,орамал
595,Tuch::N,marama,орамал
596,Handtuch::N,ručnik,сүлгі
597,Kraft::N,snaga,қуат
598,Kraft::N,snaga,қарқын
599,Kraft::N,snaga,әл-шама
600,Kraft::N,snaga,әл-дәрмен
601,Stärke::N,jakost,әл
602,Stärke::N,jakost,күш
603,Gesundheit::N,zdravlje,денсаулык
604,Krankheit::N,bolest,ауру
605,Schmerz::N,bol,ауру
606,Wunde::N,rana,зақым
607,Wunde::N,rana,жарақат
608,Fieber::N,groznica,безгек
609,Fieber::N,groznica,қалтырау
610,Fieber::N,groznica,қызу көтерілуі
611,Arznei::N,lijek,дәрі
612,Arznei::N,lijek,дәрі-дәрмек
613,Brücke::N,most,көпір
614,Brücke::N,ćuprija,көпір
615,Brunnen::N,bunar,құдық
616,Brunnen::N,zdenac,құдық
617,Weide::N,paša,өріс
618,Weide::N,paša,жайылым
619,Weide::N,pašnjak,өріс
620,Weide::N,pašnjak,жайылым
621,Pfad::N,staza,жол
622,Weg::N,put,жол
623,Straße::N,drum,жол
624,Straße::N,cesta,жол
625,Dorf::N,selo,ауыл
626,Stadt::N,grad,қала
627,Stadt::N,grad,шаһар
628,Stadt::N,varoš,қала
629,Stadt::N,varoš,шаһар
630,Brief::N,list,хат
631,Brief::N,list,жазу
632,Brief::N,pismo,хат
633,Brief::N,pismo,жазу
634,Buch::N,knjiga,кітап
635,Buchstabe::N,slovo,әріп
636,Buchstabe::N,slovo,қаріп
637,Zeitung::N,novine,газет
638,Leben::N,život,өмір
639,Leben::N,život,тіршілік
640,Tod::N,smrt,опат
641,Grab::N,raka,мола
642,Grab::N,raka,мазар
643,Kirche::N,crkva,шіркеу
644,Sünde::N,grijeh,күнә
645,Gott::N,bog,алла
646,Gott::N,bog,құдай
647,Gott::N,bog,тәңірі
648,Gott::N,bog,пәруардігер
649,Gott::N,bog,жаратқан тәңірі
650,Arbeiter::N,radnik,жүмысшы
651,Chef::N,šef,басшы
652,Chef::N,šef,жұмыс басқарушысы
653,Meister::N,majstor,шебер
654,Meister::N,majstor,өнерпаз
655,Arzt::N,liječnik,дәрігер
656,Lehrer::N,učitelj,мұғалім
657,Geld::N,novac,пұл
658,Geschäft::N,posao,бизнес
659,Geschäft::N,trgovina,бизнес
660,Laden::N,dućan,дүкен
661,Preis::N,cijena,ақы
662,Preis::N,cijena,құны
663,Preis::N,cijena,нарық
664,Ware::N,roba,тауар
665,Nutzen::N,korist,пайда
666,Reichtum::N,bogatstvo,бақ-дәулет
667,Welt::N,svijet,әлем
668,Welt::N,svijet,жиһан
669,Land::N,zemlja,аймақ
670,Staat::N,država,мемлекет
671,König::N,kralj,патша
672,Macht::N,moć,өкімет
673,Macht::N,moć,қожалық
674,Macht::N,vlast,өкімет
675,Macht::N,vlast,қожалық
676,Grenze::N,granica,шек
677,Krieg::N,rat,соғыс
678,Feind::N,neprijatelj,жау
679,Feind::N,neprijatelj,дұшпан
680,Gewalt::N,sila,зорлык
681,Gewalt::N,sila,зорлық-зомбылык
682,Gewalt::N,nasilje,зорлык
683,Gewalt::N,nasilje,зорлық-зомбылык
684,Kampf::N,boj,күрес
685,Kampf::N,boj,алыспақ
686,Kampf::N,borba,күрес
687,Kampf::N,borba,алыспақ
688,Bogen[Waffe]::N,luk,саржа
689,Pfeil::N,strijela,жебе
690,Gewehr::N,puška,қару
691,Fehler::N,pogreška,әбес
692,Fehler::N,pogreška,қаталық
693,Fehler::N,griješka,әбес
694,Fehler::N,griješka,қаталық
695,Lüge::N,laž,өтірік
696,Schaden::N,šteta,зиян
697,Schaden::N,šteta,зарар
698,Unglück::N,nesreća,пәле
699,Unglück::N,nesreća,қасырет
700,Unglück::N,nesreća,ауыртпалық
701,Schuld::N,krivnja,айыптылық
702,Alter::N,dob,жас
703,Alter::N,dob,жас шамасы
704,Schluss::N,kraj,ада
705,Schluss::N,kraj,бітуі
706,Schluss::N,konac,ада
707,Schluss::N,konac,бітуі
708,Zeit::N,doba,уақыт
709,Zeit::N,vrijeme,уақыт
710,Tag::N,dan,күн
711,Morgen::N,jutro,таң
712,Morgen::N,jutro,таңертең
713,Mittag::N,podne,талтүс
714,Abend::N,veče,кеш
715,Abend::N,večer,кеш
716,Nacht::N,noć,түн
717,Woche::N,sedmica,апта
718,Monat::N,mjesec,ай
719,Jahr::N,godina,жыл
720,Frühling::N,proljeće,көктем
721,Sommer::N,ljeto,жаз
722,Herbst::N,jesen,күз
723,Winter::N,zima,қыс
724,Januar::N,januar,каңтар
725,Januar::N,siječanj,каңтар
726,Februar::N,veljača,ақпан
727,Februar::N,februar,ақпан
728,März::N,mart,наурыз
729,März::N,ožujak,наурыз
730,April::N,april,сәуір
731,April::N,travanj,сәуір
732,Mai::N,maj,мамыр
733,Mai::N,svibanj,мамыр
734,Juni::N,juni,маусым
735,Juni::N,lipanj,маусым
736,Juli::N,juli,шілде
737,Juli::N,srpanj,шілде
738,August::N,august,сүмбіле
739,August::N,august,тамыз
740,August::N,kolovoz,сүмбіле
741,August::N,kolovoz,тамыз
742,September::N,rujan,қыркүйек
743,September::N,septembar,қыркүйек
744,Oktober::N,oktobar,ақырап
745,Oktober::N,listopad,ақырап
746,November::N,studeni,қараша
747,November::N,novembar,қараша
748,Dezember::N,prosinac,желтоқсан
749,Montag::N,ponedjeljak,дүйсенбі
750,Montag::N,ponedjeljnik,дүйсенбі
751,Dienstag::N,utorak,сейсенбі
752,Dienstag::N,utornik,сейсенбі
753,Mittwoch::N,srijeda,сәрсенбі
754,Donnerstag::N,četvrtak,бейсенбі
755,Freitag::N,petak,жұма
756,Samstag::N,subota,сенбі
757,Sonntag::N,nedjelja,жексембі
758,groß::A,velik,алпамсадай
759,klein::A,mali,кішкене
760,klein::A,mali,қарғадай
761,klein::A,malen,кішкене
762,klein::A,malen,қарғадай
763,lang::A,dug,сопақ
764,lang::A,dug,сорайған
765,lang::A,dugačak,сопақ
766,lang::A,dugačak,сорайған
767,kurz::A,kratak,кеспелтек
768,breit::A,širok,айдынды
769,schmal::A,uski,қысық
770,schmal::A,uzak,қысық
771,dicht::A,gust,жиі
772,dick[Gegenstand]::A,debeo,шомбал
773,dünn::A,tanak,жұқа
774,dünn::A,tanak,жіңішке
775,fein::A,fin,қаңылтақ
776,fein::A,tanak,қаңылтақ
777,fest::A,čvrst,берік
778,fest::A,čvrst,мызғымас
779,flach::A,ravan,жалпак
780,flach::A,plosnat,жалпак
781,glatt::A,gladak,типыл
782,hart::A,tvrd,қатты
783,weich::A,mek,жұмсақ
784,weich::A,mekan,жұмсақ
785,rund::A,okrugao,домалақ
786,spitz::A,oštar,үшкір
787,spitz::A,šiljast,үшкір
788,scharf::A,oštar,сүйрік
789,scharf::A,bridak,сүйрік
790,stumpf::A,tup,доғал
791,stumpf::A,tup,өтпейтін
792,schwer::A,težak,салмақты
793,schön::A,krasan,сұлу
794,heiß::A,vruć,ыссы
795,warm::A,topao,жылы
796,kalt::A,hladan,аязды
797,kühl::A,hladan,салқын
798,frisch::A,svjež,таза
799,frisch::A,svjež,жаңа
800,feucht::A,vlažan,нам
801,feucht::A,vlažan,дымқылды
802,nass::A,mokar,сулы
803,trocken::A,suh,құрғақ
804,voll::A,pun,толы
805,leer::A,prazan,бос
806,offen::A,otvoren,ашып қойылған
807,geschlossen::A,zatvoren,жабулы
808,sauber::A,čist,дақсыз
809,sauber::A,čist,мұнтаздай
