,Concept_ID,fa,sq
110,Donner::N,رعد,gjëmim
111,Donner::N,رعد,bubullimë
112,Strömung::N,جریان,rrymë
113,Tropfen::N,قطره,pikë
114,Schaum::N,کف,shkumë
115,Schmutz::N,گل,baltë
116,Schmutz::N,کثافت,baltë
117,See::N,دریاچه,liqen
118,Sumpf::N,مرداب,batak
119,Sumpf::N,باتلاق,batak
120,Moor::N,باتلاق,kënetë
121,Wiese::N,چمن,livadh
122,Wald::N,جنگل,pyll
123,Hügel::N,تل,kodër
124,Hügel::N,تپه,kodër
125,Anhöhe::N,بلندی,bregore
126,Berg::N,کوه,mal
127,Gipfel::N,قله,kulm
128,Höhle::N,غار,shpellë
129,Höhle::N,غار,zgafelle
130,Abhang::N,سرازیری,shpat
131,Abhang::N,سرازیری,tatëpjetë
132,Quelle::N,چشمه,krua
133,Quelle::N,چشمه,burim
134,Bach::N,نهر,virua
135,Fluss::N,رود,lumë
136,Ufer::N,ساحل,breg
137,Ufer::N,کرانه,breg
138,Küste::N,ساحل,anëdet
139,Küste::N,ساحل,bregdet
140,Festland::N,خشکی,kontinent
141,Meer::N,دریا,det
142,Bucht::N,خلیج,gji deti
143,Insel::N,جزیره,ishull
144,Insel::N,جزیره,ujdhesë
145,Blume::N,گل,lule
146,Gras::N,علف,bar
147,Wurzel::N,ریشه,rrënjë
148,Baum::N,درخت,pemë
149,Stamm::N,تنه,trung
150,Rinde::N,توژ,lëvore
151,Rinde::N,پوست,lëvore
152,Ast::N,شاخه,degë
153,Zweig::N,شاخه,bisk
154,Blatt::N,برگ,fletë
155,Blatt::N,برگ,gjethe
156,Birke::N,غان,mështekën
157,Kiefer[Baum]::N,کاج,pishë
158,Weide[Baum]::N,بید,shelg
159,Tanne::N,صنوبر,bredh
160,Horn::N,شاخ,bri
161,Feder::N,پر,pupël
162,Fell::N,خز,lëkurë
163,Flügel::N,پر,krah
164,Flügel::N,پر,fletë
165,Flügel::N,بال,krah
166,Flügel::N,بال,fletë
167,Klaue::N,چنگ,kthetër
168,Klaue::N,پنجه,kthetër
169,Kralle::N,پنجه,thua
170,Kralle::N,پنجه,kthetër
171,Schwanz::N,دم,bisht
172,Ei::N,تخم,vezë
173,Nest::N,لانه,fole
174,Bau::N,بنا,strofkë
175,Bau::N,ساختمان,strofkë
176,Tier::N,هیوان,kafshë
177,Herde::N,رمه,kope
178,Herde::N,رمه,grigjë
179,Kuh::N,گاو,lopë
180,Bulle::N,گاو نر,dem
181,Pferd::N,اسب,kalë
182,Schaf::N,گوسفند,dele
183,Schwein::N,خوک,derr
184,Hund::N,سگ,qen
185,Katze::N,گربه,mace
186,Bär::N,خرس,ari
187,Eichhörnchen::N,سنجاب,ketër
188,Elch::N,گوزن شمالی,dre brilopatë
189,Fuchs::N,روباه,dhelpër
190,Hase::N,خرگوش,lepur
191,Maus::N,موش,mi
192,Wolf::N,گرگ,ujk
193,Vogel::N,پرنده,zog
194,Vogel::N,پرنده,shpend
195,Schwarm::N,دسته,luzmë
196,Huhn::N,مرغ,pulë
197,Hahn::N,خروس,gjel
198,Hahn::N,خروس,këndes
199,Gans::N,غاز,patë
200,Adler::N,عقاب,shqiponjë
201,Ente::N,اردک,rosë
202,Ente::N,مرغابی,rosë
203,Eule::N,جغد,buf
204,Kranich::N,درنا,lejlek
205,Kranich::N,درنا,kurrillë
206,Krähe::N,زاغ,sorrë
207,Krähe::N,کلاغ,sorrë
208,Kuckuck::N,فاخته,qyqe
209,Schwan::N,قو,mjellmë
210,Fisch::N,ماهی,peshk
211,Barsch::N,ماهی خاردار,purtekë
212,Hecht::N,اردک ماهی,mlysh
213,Schlange[Tier]::N,مار,gjarpër
214,Wurm::N,کرم,krimb
215,Spinne::N,عنکبوت,marimangë
216,Ameise::N,مورچه,thnegël
217,Ameise::N,مورچه,milingonë
218,Laus::N,شپش,morr
219,Mücke::N,پشه,kunup
220,Mücke::N,پشه,mushkonjë
221,Fliege::N,مگس,mizë
222,Schmetterling::N,پروانه,flutur
223,Beere::N,گیله,frutë
224,Beere::N,گیله,manaferrë
225,Apfel::N,سیب,mollë
226,Pilz::N,قارچ,kërpudhë
227,Zwiebel::N,پیاز,qepë
228,Saat::N,بذر,farë
229,Korn::N,تخم,grurë
230,Korn::N,تخم,kokërr
231,Korn::N,دانه,grurë
232,Korn::N,دانه,kokërr
233,Heu::N,علف خشک,sanë
234,Schale::N,پوست,lëkurë
235,Grube::N,گودال,gropë
236,Falle::N,دام,kurth
237,Falle::N,دام,grackë
238,Schlinge::N,حلقه,nyjë
239,Spur::N,رد,gjurmë
240,Asche::N,خاکستر,hi
241,Dreck::N,کثافت,baltë
242,Eisen::N,آهن,hekur
243,Gold::N,زر,ar
244,Gold::N,زر,flori
245,Gold::N,طلا,ar
246,Gold::N,طلا,flori
247,Silber::N,نقره,argjend
248,Kohle::N,زغال,qymyr
249,Glas::N,شیشه,qelq
250,Lehm::N,گل,argjilë
251,Sand::N,شن,rërë
252,Sand::N,ماسه,rërë
253,Mensch::N,آدم,njeri
254,Mensch::N,انسان,njeri
255,Mann::N,مرد,burrë
256,Mann::N,مرد,mashkull
257,Frau::N,زن,grua
258,Frau::N,زن,femër
259,Kind::N,بچه,kalama
260,Kind::N,کودک,kalama
261,Junge::N,پسر,djalë
262,Mädchen::N,دختر,gocë
263,Mädchen::N,دختر,vajzë
264,Familie::N,فامیل,familje
265,Familie::N,خانواده,familje
266,Großvater::N,پدربزرگ,gjysh
267,Großmutter::N,مادر‌بزرگ,gjyshe
268,Eltern::N,والدین,prindër
269,Eltern::N,پدر‌و‌مادر,prindër
270,Vater::N,پدر,atë
271,Mutter::N,مادر,nënë
272,Sohn::N,پسر,bir
273,Tochter::N,دختر,bijë
274,Bruder::N,برادر,vëlla
275,Schwester::N,خواهر,motër
276,Onkel::N,عمو,dajë
277,Onkel::N,عمو,xhaxha
278,Onkel::N,دایی,dajë
279,Onkel::N,دایی,xhaxha
280,Tante::N,عمه,teze
281,Tante::N,عمه,hallë
282,Tante::N,خاله,teze
283,Tante::N,خاله,hallë
284,Ehemann::N,همسر,burrë
285,Ehemann::N,همسر,bashkëshort
286,Ehefrau::N,همسر,grua
287,Ehefrau::N,همسر,bashkëshorte
288,Freude::N,شادی,gaz
289,Freude::N,شادی,gëzim
290,Gelächter::N,خنده,qeshje
291,Gelächter::N,قاه‌قاه,qeshje
292,Glück::N,اقبال,lumturi
293,Kummer::N,غم,brengë
294,Kummer::N,غم,pikëllim
295,Kummer::N,غصه,brengë
296,Kummer::N,غصه,pikëllim
297,Wunsch::N,آرزو,dëshirë
298,Lust::N,هوس,epsh
299,Lust::N,هوس,dashuri
300,Geist::N,روح,frymë
301,Geist::N,روح,shpirt
302,Gedanke::N,فکر,ide
303,Gedanke::N,فکر,mendim
304,Gedächtnis::N,حافظه,kujtesë
305,Verstand::N,هوش,mend
306,Sinn::N,معنا,kuptim
307,Sinn::N,مفهوم,kuptim
308,Grund::N,سبب,arsye
309,Grund::N,دلیل,arsye
310,Wahrheit::N,حقیقت,vërtetë
311,Gespräch::N,صحبت,bisedim
312,Gespräch::N,گفتگو,bisedim
313,Märchen::N,قصه,përrallë
314,Märchen::N,افسانه,përrallë
315,Erzählung::N,داستان,tregim
316,Nachricht::N,خبر,lajm
317,Neuigkeit::N,خبر تازه,risi
318,Name::N,اسم,emër
319,Rätsel::N,معما,gjëzë
320,Rätsel::N,معما,gjëegjëzë
321,Rede::N,سخن,fjalim
322,Sprache::N,زبان,gjuhë
323,Stimme::N,صدا,zë
324,Wort::N,کلمه,fjalë
325,Zeichen::N,نشان,shenjë
326,Zeichen::N,علامت,shenjë
327,Ruf::N,صدا,thirrmë
328,Lärm::N,هیاهو,zhurmë
329,Laut::N,صدا,tingull
330,Ton::N,آهنگ,ton
331,Lied::N,آواز,këngë
332,Lied::N,ترانه,këngë
333,Ruhe::N,آرامش,qetësi
334,Leute::N,مردم,botë
335,Leute::N,مردم,njerëz
336,Volk::N,خلق,popull
337,Arbeit::N,کار,punë
338,Gast::N,مهمان,mik
339,Gast::N,مهمان,mysafir
340,Geschenk::N,هدیه,dhuratë
341,Geschenk::N,هدیه,peshqesh
342,Spiel::N,بازی,lojë
343,Gesellschaft::N,جمعیت,shoqëri
344,Hilfe::N,کمک,ndihmë
345,Freund::N,دوست,mik
346,Kamerad::N,رفیق,shok
347,Angelegenheit::N,امر,punë
348,Angelegenheit::N,قضیه,punë
349,Anzahl::N,عده,sasi
350,Anzahl::N,شمار,sasi
351,Art::N,نوع,lloj
352,Stück::N,تکه,copë
353,Stück::N,قطعه,copë
354,Teil::N,بخش,pjesë
355,Teil::N,قسمت,pjesë
356,Hälfte::N,نیم,gjysmë
357,Kreis::N,حلقه,qark
358,Kreis::N,حلقه,rreth
359,Kreis::N,دایره,qark
360,Kreis::N,دایره,rreth
361,Kreuz::N,صلیب,kryq
362,Linie::N,خط,vijë
363,Linie::N,سطر,vijë
364,Strich::N,خط,vizë
365,Abstand::N,فاصله,distancë
366,Entfernung::N,مسافت,largim
367,Gegend::N,منطقه,vise
368,Gegend::N,منطقه,krahinë
369,Platz::N,گنجایش,shesh
370,Ort::N,جا,vend
371,Ort::N,محل,vend
372,Ort::N,مکان,vend
373,Seite::N,طرف,anë
374,Mitte::N,وسط,mes
375,Mitte::N,میان,mes
376,Gegenstand::N,چیز,send
377,Sache::N,چیز,gjë
378,Sache::N,چیز,send
379,Rand::N,کنار,qoshe
380,Rand::N,حاشیه,qoshe
381,Kante::N,لبه,teh
382,Ecke::N,گوشه,qoshe
383,Spitze::N,سر,majë
384,Spitze::N,نوک,majë
385,Ende::N,ته,skaj
386,Ende::N,ته,bisht
387,Ende::N,آخر,skaj
388,Ende::N,آخر,bisht
389,Loch::N,سوراخ,vrimë
390,Winkel::N,کنج,kënd
391,Muster::N,نقش,mostër
392,Größe::N,قد,madhësi
393,Größe::N,بزرگی,madhësi
394,Länge::N,طول,gjatësi
395,Höhe::N,بلندی,lartësi
396,Gewicht::N,وزن,peshë
397,Menge::N,مقدار,sasi
398,Menge::N,اندازه,sasi
399,Haufen::N,توده,grumbull
400,Reihe::N,ردیف,radhë
401,Reihe::N,ردیف,rresht
402,Boot::N,قایق,barkë
403,Boot::N,قایق,lundër
404,Ruder::N,پارو,rrem
405,Schlitten::N,سورتمه,sajë
406,Ski::N,اسکی,ski
407,Lagerfeuer::N,آتش,flakadan
408,Lagerfeuer::N,آتش,zjarr i madh
409,Last::N,بار,barrë
410,Last::N,سنگینی,barrë
411,Gang::N,راه رفتن,ecje
412,Schritt::N,قدم,hap
413,Norden::N,شمال,veri
414,Süden::N,جنوب,jug
415,Westen::N,غرب,perëndim
416,Osten::N,شرق,lindje
417,Holz::N,چوب,dru
418,Brett::N,تخته,dërrasë
419,Platte::N,صفحه,pllakë
420,Stütze::N,تکیه,shtyllë
421,Stütze::N,تکیه,mbështetesë
422,Stange::N,میله,shufër
423,Stock::N,چوب,dajak
424,Stab::N,عصا,shkop
425,Rohr::N,لوله,tub
426,Haus::N,منزل,shtëpi
427,Heim::N,خانه,konak
428,Heim::N,خانه,shtëpi
429,Heim::N,کاشانه,konak
430,Heim::N,کاشانه,shtëpi
431,Ofen::N,بخاری,sobë
432,Ofen::N,بخاری,stufë
433,Fußboden::N,کف اتاق,dysheme
434,Tisch::N,میز,tryezë
435,Stuhl::N,صندلی,karrige
436,Wiege::N,گهواره,djep
437,Bett::N,تختخواب,shtrat
438,Regal::N,قفسه,raft
439,Kiste::N,صندوق,kuti
440,Fenster::N,پنجره,dritare
441,Tür::N,در,derë
442,Tür::N,درب,derë
443,Tor::N,دروازه,portë
444,Zaun::N,حصار,gardh
445,Dach::N,بام,çati
446,Leiter::N,نردبان,shkallë
447,Besen::N,جارو,fshesë
448,Spaten::N,بیل,lopatë
449,Schaufel::N,بیل,qyrek
450,Schaufel::N,پارو,qyrek
451,Gabel::N,چنگال,pirun
452,Löffel::N,قاشق,lugë
453,Messer::N,کارد,thikë
454,Nagel::N,میخ,gozhdë
455,Netz::N,تور,rrjetë
456,Netz::N,شبکه,rrjetë
457,Haken::N,قلاب,grep
458,Haken::N,قلاب,grremç
459,Griff::N,دسته,dorak
460,Griff::N,دسته,dorezë
461,Schloss::N,قفل,bravë
462,Bild::N,عکس,tablo
463,Bild::N,عکس,pikturë
464,Bild::N,تصویر,tablo
465,Bild::N,تصویر,pikturë
466,Figur::N,تندیس,figurë
467,Puppe::N,عروسک,kukull
468,Beutel::N,کیسه,qese
469,Beutel::N,کیسه,trastë
470,Bündel::N,بسته,deng
471,Tasche::N,کیف,çantë
472,Eimer::N,سطل,kovë
473,Deckel::N,در,kapak
474,Deckel::N,در,mbulesë
475,Geschirr::N,ظرف,enë
476,Sack::N,گونی,thes
477,Sack::N,گونی,torbë
478,Tasse::N,فنجان,filxhan
479,Topf::N,دیگ,kusi
480,Topf::N,دیگ,tenxhere
481,Topf::N,قابلمه,kusi
482,Topf::N,قابلمه,tenxhere
483,Kessel::N,دیگ,kazan
484,Essen::N,خوراک,ngrënie
485,Nahrung::N,غذا,ushqim
486,Speise::N,خوراک,gatesë
487,Fleisch::N,گوشت,mish
488,Getreide::N,غله,drithë
489,Brei::N,فرنی,qull
490,Brei::N,حریره,qull
491,Brot::N,نان,bukë
492,Scheibe::N,قاچ,fetë
493,Scheibe::N,لزگه,fetë
494,Fett::N,چربی,lyrë
495,Fett::N,چربی,yndyrë
496,Butter::N,کره,gjalpë
497,Öl::N,روغن,vaj
498,Salz::N,نمک,kripë
499,Suppe::N,آش,supë
500,Suppe::N,آش,çorbë
501,Suppe::N,سوپ,supë
502,Suppe::N,سوپ,çorbë
503,Honig::N,عسل,mjaltë
504,Milch::N,شیر,qumësht
505,Tee::N,چای,çaj
506,Leder::N,چرم,lëkurë
507,Wolle::N,پشم,lesh
508,Stoff::N,پارچه,pëlhurë
509,Nadel::N,سوزن,gjilpërë
510,Faden::N,نخ,pe
511,Faden::N,نخ,fije
512,Knopf::N,دکمه,kopsë
513,Knoten::N,گره,komb
514,Farbe::N,رنگ,bojë
515,Kleidung::N,لباس,veshje
516,Kleidung::N,پوشاک,veshje
517,Hemd::N,پیراهن,këmishë
518,Kragen::N,یقه,jakë
519,Ärmel::N,آستین,mëngë
520,Hose::N,شلوار,brekë
521,Gürtel::N,کمر‌بند,rrip
522,Mütze::N,کلاه,kësulë
523,Schuh::N,کفش,këpucë
524,Stiefel::N,چکمه,çizme
525,Ring::N,حلقه,unazë
526,Ring::N,انگشتر,unazë
527,Band::N,نوار,shirit
528,Band::N,روبان,shirit
529,Kamm::N,شانه,krehër
530,Spiegel::N,آینه,pasqyrë
531,Riemen::N,تسمه,rrip
532,Schnur::N,ریسمان,litar
533,Schnur::N,ریسمان,cikomë
534,Leine::N,قلاده,rrip
535,Decke::N,پتو,batanije
536,Kissen::N,بالش,jastëk
537,Tuch::N,شال,shami
538,Handtuch::N,حوله,peshqir
539,Kraft::N,نیرو,forcë
540,Stärke::N,زور,koll
541,Gesundheit::N,سلامتی,shëndet
542,Gesundheit::N,تندرستی,shëndet
543,Krankheit::N,بیماری,sëmundje
544,Schmerz::N,درد,dhimbje
545,Wunde::N,زخم,plagë
546,Fieber::N,تب,ethe
547,Arznei::N,دارو,ilaç
548,Brücke::N,پل,urë
549,Brunnen::N,چاه,pus
550,Weide::N,چراگاه,kullotë
551,Pfad::N,راه,ravë
552,Pfad::N,راه,shteg
553,Weg::N,راه,udhë
554,Weg::N,راه,shteg
555,Weg::N,طریق,udhë
556,Weg::N,طریق,shteg
557,Straße::N,راه,rrugë
558,Straße::N,جاده,rrugë
559,Dorf::N,ده,fshat
560,Dorf::N,ده,katund
561,Dorf::N,روستا,fshat
562,Dorf::N,روستا,katund
563,Stadt::N,شهر,qytet
564,Brief::N,نامه,letër
565,Buch::N,کتاب,libër
566,Buchstabe::N,حرف,shkronjë
567,Zeitung::N,روزنامه,gazetë
568,Leben::N,عمر,jetë
569,Leben::N,زندگی,jetë
570,Tod::N,مرگ,mortje
571,Grab::N,گور,varr
572,Grab::N,مزار,varr
573,Kirche::N,کلیسا,kishë
574,Sünde::N,بزه,mëkat
575,Sünde::N,بزه,gjynah
576,Sünde::N,گناه,mëkat
577,Sünde::N,گناه,gjynah
578,Gott::N,خدا,hy
579,Gott::N,خدا,zot
580,Arbeiter::N,کارگر,punëtor
581,Chef::N,رئیس,shef
582,Chef::N,رئیس,drejtues
583,Meister::N,استاد,mjeshtër
584,Arzt::N,پزشک,mjek
585,Arzt::N,پزشک,doktor
586,Lehrer::N,معلم,mësues
587,Lehrer::N,معلم,arsimtar
588,Lehrer::N,آموزگار,mësues
589,Lehrer::N,آموزگار,arsimtar
590,Geld::N,پول,para
591,Geld::N,پول,holla
592,Geschäft::N,کار,ujdi
593,Geschäft::N,کار,biznes
594,Geschäft::N,بیزنس,ujdi
595,Geschäft::N,بیزنس,biznes
596,Laden::N,دکان,dyqan
597,Laden::N,مغازه,dyqan
598,Preis::N,بها,çmim
599,Preis::N,قیمت,çmim
600,Ware::N,جنس,mall
601,Ware::N,کالا,mall
602,Nutzen::N,مزیت,dobi
603,Nutzen::N,مزیت,leverdi
604,Nutzen::N,امتیاز,dobi
605,Nutzen::N,امتیاز,leverdi
606,Reichtum::N,مال,kamje
607,Reichtum::N,مال,pasuri
608,Reichtum::N,ثروت,kamje
609,Reichtum::N,ثروت,pasuri
610,Welt::N,دنیا,botë
611,Land::N,کشور,vend
612,Land::N,مملکت,vend
613,Staat::N,دولت,shtet
614,König::N,شاه,mbret
615,König::N,پادشاه,mbret
616,Macht::N,قدرت,fuqi
617,Macht::N,قدرت,pushtet
618,Macht::N,اختیار,fuqi
619,Macht::N,اختیار,pushtet
620,Grenze::N,مرز,kufi
621,Krieg::N,جنگ,luftë
622,Feind::N,دشمن,armik
623,Gewalt::N,زور,dhunë
624,Gewalt::N,خشونت,dhunë
625,Kampf::N,نبرد,luftim
626,Kampf::N,مبارزه,luftim
627,Bogen[Waffe]::N,کمان,hark
628,Pfeil::N,تیر,shigjetë
629,Gewehr::N,تفنگ,pushkë
630,Fehler::N,غلط,gafë
631,Fehler::N,غلط,gabim
632,Fehler::N,اشتباه,gafë
633,Fehler::N,اشتباه,gabim
634,Lüge::N,دروغ,gënjeshtër
635,Schaden::N,آسیب,dëm
636,Schaden::N,آسیب,zarar
637,Schaden::N,خسارت,dëm
638,Schaden::N,خسارت,zarar
639,Unglück::N,بلا,fatkeqësi
640,Schuld::N,گناه,faj
641,Schuld::N,تقصیر,faj
642,Alter::N,سن,moshë
643,Alter::N,عمر,moshë
644,Schluss::N,انتها,fund
645,Zeit::N,وقت,kohë
646,Zeit::N,زمان,kohë
647,Tag::N,روز,ditë
648,Morgen::N,صبح,mëngjes
649,Mittag::N,ظهر,mesditë
650,Abend::N,شب,mbrëmje
651,Abend::N,عصر,mbrëmje
652,Nacht::N,شب,natë
653,Woche::N,هفته,javë
654,Monat::N,ماه,muaj
655,Jahr::N,سال,vit
656,Frühling::N,بهار,pranverë
657,Sommer::N,تابستان,verë
658,Herbst::N,پاییز,vjeshtë
659,Winter::N,زمستان,dimër
660,Januar::N,ژانویه,janar
661,Februar::N,فوریه,shkurt
662,März::N,مارس,mars
663,April::N,آوریل,prill
664,Mai::N,مه,maj
665,Juni::N,ژوئن,qershor
666,Juli::N,ژویه,korrik
667,August::N,اوت,gusht
668,September::N,سپتامبر,shtator
669,Oktober::N,اکتبر,tetor
670,November::N,نوامبر,nëntor
671,Dezember::N,دسامبر,dhjetor
672,Montag::N,دو‌شنبه,hënë
673,Dienstag::N,سه‌شنبه,martë
674,Mittwoch::N,چهار‌شنبه,mërkurë
675,Donnerstag::N,پنج شنبه,enjte
676,Freitag::N,جمعه,premte
677,Samstag::N,شنبه,shtunë
678,Sonntag::N,یکشنبه,diel
679,groß::A,بزرگ,madh
680,klein::A,کوچک,vogël
681,lang::A,بلند,gjatë
682,kurz::A,کوتاه,shkurtër
683,breit::A,پهن,gjerë
684,schmal::A,تنگ,ngushtë
685,schmal::A,نازک,ngushtë
686,dicht::A,چگال,dendur
687,dicht::A,انبوه,dendur
688,dick[Gegenstand]::A,ضخیم,trashë
689,dünn::A,نازک,hollë
690,fein::A,ریز,imët
691,fein::A,باریک,imët
692,fest::A,محکم,fortë
693,flach::A,صاف,sheshtë
694,flach::A,مسطح,sheshtë
695,glatt::A,لیز,rrafshët
696,hart::A,سفت,fortë
697,weich::A,نرم,butë
698,weich::A,ملایم,butë
699,rund::A,گرد,rrumbullakët
700,spitz::A,تیز,majëmprehtë
701,spitz::A,نوک‌تیز,majëmprehtë
702,scharf::A,تیز,mprehtë
703,scharf::A,برنده,mprehtë
704,stumpf::A,کند,topitur
705,schwer::A,سنگین,rëndë
706,schön::A,زیبا,bukur
707,heiß::A,داغ,nxehtë
708,warm::A,گرم,ngrohtë
709,kalt::A,سرد,ftohtë
710,kühl::A,خنک,freskët
711,frisch::A,تازه,pastër
712,feucht::A,مرطوب,lagësht
713,nass::A,تر,lagur
714,nass::A,خیش,lagur
715,trocken::A,خشک,thatë
716,voll::A,پر,plotë
717,leer::A,خالی,bosh
718,leer::A,خالی,zbrazët
719,offen::A,باز,hapur
720,geschlossen::A,بسته,mbyllur
721,sauber::A,پاک,dëlirë
722,sauber::A,تمیز,dëlirë
723,schmutzig::A,کثیف,ndyrë
724,schmutzig::A,آلوده,ndyrë
725,roh::A,خام,gjallë
726,reif::A,رسیده,arrirë
727,lecker::A,لذیذ,shijshëm
728,lecker::A,خوشمزه,shijshëm
729,süß::A,شیرین,ëmbël
730,bitter::A,تلخ,hidhur
731,sauer::A,ترش,thartë
732,hell::A,روشن,me dritë
733,dunkel::A,تاریک,errët
734,schwarz::A,سیاه,i zi
735,weiß::A,سفید,bardhë
736,rot::A,سرخ,kuq
737,rot::A,قرمز,kuq
738,gelb::A,زرد,verdhë
739,blau::A,آبی,blu
740,blau::A,آبی,kaltër
741,grün::A,سبز,blertë
742,grün::A,سبز,gjelbër
743,grau::A,طوسی,hirtë
744,grau::A,طوسی,bojë hiri
745,grau::A,خاکستری,hirtë
746,grau::A,خاکستری,bojë hiri
747,bunt::A,رنگارنگ,shumëngjyrëshëm
748,billig::A,ارزان,lirë
749,teuer::A,گران,shtrenjtë
750,wertvoll::A,قیمتی,çmuar
751,wertvoll::A,قیمتی,vlershëm
752,wertvoll::A,گرانبها,çmuar
753,wertvoll::A,گرانبها,vlershëm
754,blind::A,کور,qorr
755,blind::A,کور,verbër
756,blind::A,نابینا,qorr
757,blind::A,نابینا,verbër
758,taub::A,کر,shurdhër
759,taub::A,ناشنوا,shurdhër
760,kräftig::A,قوی,fuqishëm
761,stark::A,قوی,fortë
762,stark::A,نیرومند,fortë
763,schwach::A,ضعیف,dobët
764,fett::A,چرب,dhjamur
765,schlank::A,باریک‌اندام,hollë
766,hübsch::A,قشنگ,bukur
767,hübsch::A,قشنگ,hijshëm
768,hübsch::A,خوشگل,bukur
769,hübsch::A,خوشگل,hijshëm
770,böse::A,بد,keq
771,dumm::A,احمق,teveqel
772,faul::A,لش,dembel
773,faul::A,تنبل,dembel
774,fleißig::A,زرنگ,zellshëm
775,geizig::A,خسیس,kurnac
776,geizig::A,خسیس,dorështrënguar
777,klug::A,عاقل,mençur
778,klug::A,باهوش,mençur
779,geschickt::A,ماهر,aftë
780,lieb::A,عزیز,dashur
781,lustig::A,شاد,gëzuar
782,lustig::A,خوشحال,gëzuar
783,sanft::A,لطیف,butë
784,hungrig::A,گرسنه,uritur
785,krank::A,مریض,sëmurë
786,krank::A,بیمار,sëmurë
787,nackt::A,لخت,lakuriq
788,nackt::A,لخت,zhveshur
789,nackt::A,برهنه,lakuriq
790,nackt::A,برهنه,zhveshur
791,traurig::A,غمگین,trishtuar
792,lebendig::A,زنده,gjallë
793,gut::A,خوب,mirë
794,schlecht::A,بد,keq
795,richtig::A,درست,drejtë
796,schlimm::A,وخيم,keq
