,Concept_ID,te,en
100,Berg::N,పర్వతము,mountain
101,Gipfel::N,శిఖరము,summit
102,Höhle::N,గుహ,cave
103,Abhang::N,ఏటవాలు,slope
104,Quelle::N,మూలము,source
105,Bach::N,కాలువ,brook
106,Fluss::N,నది,river
107,Ufer::N,తీరము,shore
108,Küste::N,తీరము,coast
109,Festland::N,భూమి,land
110,Meer::N,సముద్రము,sea
111,Bucht::N,మరుగు,cove
112,Insel::N,దీవి,island
113,Blume::N,పుష్పము,flower
114,Gras::N,పచ్చగడ్డి,grass
115,Wurzel::N,వేరు,root
116,Baum::N,చెట్టు,tree
117,Stamm::N,చెట్టుబోదె,trunk
118,Rinde::N,చెట్టుపట్ట,bark
119,Ast::N,కొమ్మ,limb
120,Zweig::N,చివుకు,branch
121,Blatt::N,ఆకు,leaf
122,Birke::N,తరహా చెట్టు,birch
123,Kiefer[Baum]::N,దేవదారు చెట్టు,pine
124,Weide[Baum]::N,జాతిచెట్టు,willow
125,Tanne::N,దేవదారుచెట్టు,fir
126,Horn::N,కొమ్ము,horn
127,Feder::N,ఈక,feather
128,Fell::N,తోలు,fur
129,Flügel::N,ఱెక్క,wing
130,Klaue::N,వంకరగోరు,claw
131,Kralle::N,వంకరగోరు,claw
132,Schwanz::N,తోక,tail
133,Ei::N,గ్రుడ్డు,egg
134,Nest::N,పక్షిగూడు,nest
135,Bau::N,గుహ,lair
136,Tier::N,జంతువు,animal
137,Herde::N,మంద,flock
138,Kuh::N,ఆవు,cow
139,Bulle::N,గిత్త,bull
140,Pferd::N,గుఱ్ఱము,horse
141,Schaf::N,గొఱ్ఱె,sheep
142,Schwein::N,పంది,pig
143,Hund::N,కుక్క,dog
144,Katze::N,పిల్లి,cat
145,Bär::N,ఎలుగుబంటి,bear
146,Eichhörnchen::N,ఉడుత,squirrel
147,Elch::N,కణంజు,elk
148,Fuchs::N,గుంటనక్క,fox
149,Hase::N,కుందేలు,hare
150,Maus::N,చిట్టెలుక,mouse
151,Wolf::N,తోడేలు,wolf
152,Vogel::N,పక్షి,bird
153,Schwarm::N,గుంపు,swarm
154,Huhn::N,కోడిపిల్ల,chicken
155,Hahn::N,కోడివుంజు,cock
156,Gans::N,ఆడుబాతు,goose
157,Adler::N,గ్రద్ద,eagle
158,Ente::N,పాట్టిబాతు,duck
159,Eule::N,గ్రుడ్లగూబ,owl
160,Kranich::N,కొంగ,crane
161,Krähe::N,కాకి,crow
162,Kuckuck::N,కోయల,cuckoo
163,Schwan::N,హంస,swan
164,Fisch::N,చేప,fish
165,Barsch::N,ఒకచేఁప,perch
166,Hecht::N,గండుమీను,pike
167,Schlange[Tier]::N,పాము,snake
168,Wurm::N,పురుగు,worm
169,Spinne::N,సాలె పురుగు,spider
170,Ameise::N,చీమ,ant
171,Laus::N,పేను,louse
172,Mücke::N,చీకటీగ,midge
173,Fliege::N,ఈగ,fly
174,Schmetterling::N,సీతాకోకచిలుక,butterfly
175,Beere::N,కాయ,berry
176,Apfel::N,ఆపిల్ పండు,apple
177,Pilz::N,కుక్కగొడుగు,mushroom
178,Zwiebel::N,నీరుల్లి,onion
179,Saat::N,విత్తనము,seed
180,Korn::N,గింజ,grain
181,Heu::N,ఎండుగడ్డి,hay
182,Schale::N,పొట్టు,husk
183,Grube::N,గొయ్యి,pit
184,Falle::N,బోను,trap
185,Schlinge::N,ఉరి,noose
186,Spur::N,జాడ,track
187,Asche::N,బూడిద,ashes
188,Dreck::N,ముఱికి,filth
189,Eisen::N,ఇనుము,iron
190,Gold::N,బంగారము,gold
191,Silber::N,వెండి,silver
192,Kohle::N,నేలబొగ్గు,coal
193,Glas::N,గాజు,glass
194,Lehm::N,బంకమన్ను,clay
195,Sand::N,ఇసుక,sand
196,Mensch::N,నరుడు,human
197,Mann::N,పురుమడు,man
198,Frau::N,ఆడుది,woman
199,Kind::N,బిడ్డ,child
200,Junge::N,బాలుడు,boy
201,Mädchen::N,బాలిక,girl
202,Familie::N,కుటుంబము,family
203,Großvater::N,తాత,grandfather
204,Großmutter::N,అయ్యమ్మ,grandmother
205,Eltern::N,తల్లితండ్రులు,parents
206,Vater::N,తండ్రి,father
207,Mutter::N,తల్లి,mother
208,Sohn::N,కొడుకు,son
209,Tochter::N,కూతురు,daughter
210,Bruder::N,పోదరుడు,brother
211,Schwester::N,సోదరి,sister
212,Onkel::N,మేనమామ,uncle
213,Tante::N,మేనత్త,aunt
214,Tante::N,పినతల్లి,aunt
215,Ehemann::N,భర్త,husband
216,Ehefrau::N,భార్య,wife
217,Freude::N,సంతోషము,joy
218,Gelächter::N,నవ్వు,laughter
219,Glück::N,సంతోషము,happiness
220,Kummer::N,దుఃఖము,grief
221,Wunsch::N,కోరిక,wish
222,Lust::N,కోరిక,desire
223,Geist::N,ఆత్మ,spirit
224,Gedanke::N,ఆలోచన,thought
225,Gedächtnis::N,జ్ఞాపకము,memory
226,Verstand::N,మనస్సు,mind
227,Sinn::N,అర్థము,meaning
228,Grund::N,కారణము,reason
229,Wahrheit::N,సత్యము,truth
230,Gespräch::N,పంభాషణ,talk
231,Märchen::N,అద్భుతకథ,fairy tale
232,Erzählung::N,కథ,story
233,Nachricht::N,వార్త,message
234,Neuigkeit::N,వార్త,news
235,Name::N,పేరు,name
236,Rätsel::N,చిక్కు,puzzle
237,Rede::N,ఉపన్యాసము,speech
238,Sprache::N,భాష,language
239,Stimme::N,కంరథ్సని,voice
240,Wort::N,మాట,word
241,Zeichen::N,గుర్తు,sign
242,Ruf::N,పిలువు,call
243,Lärm::N,సందడి,noise
244,Laut::N,ధ్వని,sound
245,Ton::N,స్వరము,tone
246,Lied::N,పాట,song
247,Ruhe::N,గాలిలేమి,calm
248,Leute::N,జనులు,people
249,Volk::N,జాతి,nation
250,Arbeit::N,పని,work
251,Gast::N,అతిధి,guest
252,Geschenk::N,దానము,gift
253,Spiel::N,ఆట,game
254,Gesellschaft::N,జట్టు,company
255,Hilfe::N,సాహాయ్యము,help
256,Freund::N,స్నేహితుడు,friend
257,Kamerad::N,చెలికాడు,companion
258,Angelegenheit::N,విషయము,matter
259,Anzahl::N,లెక్క,count
260,Art::N,జాతి,sort
261,Stück::N,తునుక,piece
262,Teil::N,భాగము,part
263,Hälfte::N,సగము,half
264,Kreis::N,వృత్తము,circle
265,Kreuz::N,సిలువ,cross
266,Linie::N,గీత,line
267,Strich::N,గీత,stroke
268,Abstand::N,సందు,gap
269,Entfernung::N,దూరము,distance
270,Gegend::N,విస్తీర్ణము,area
271,Platz::N,ఎడము,space
272,Ort::N,స్థలము,place
273,Seite::N,ప్రక్క,side
274,Mitte::N,నడిమి,middle
275,Gegenstand::N,పద్దు,item
276,Sache::N,వస్తువు,thing
277,Rand::N,అంచు,fringe
278,Kante::N,అంచు,edge
279,Ecke::N,మూల,corner
280,Spitze::N,మొన,tip
281,Ende::N,కొన,end
282,Loch::N,రంధ్రము,hole
283,Winkel::N,కోణము,angle
284,Muster::N,మాదిరి,pattern
285,Größe::N,పరిమాణము,size
286,Länge::N,పొడుగు,length
287,Höhe::N,పొడుగు,height
288,Gewicht::N,భారము,weight
289,Menge::N,మొత్తము,amount
290,Haufen::N,రాశి,heap
291,Reihe::N,వరుస,row
292,Boot::N,పడవ,boat
293,Ruder::N,అడక,oar
294,Schlitten::N,సరవండ్లు,sleigh
295,Ski::N,స్కీ,ski
296,Lagerfeuer::N,నెగడు,campfire
297,Last::N,బరువు,load
298,Gang::N,నడక,walk
299,Schritt::N,అడుగు,step
300,Norden::N,ఉత్తరదిక్కు,north
301,Süden::N,దక్షిణము,south
302,Westen::N,పడమర,west
303,Osten::N,తూర్పు,east
304,Holz::N,కొయ్య,wood
305,Brett::N,పలక,board
306,Platte::N,పలక,slab
307,Stütze::N,వాల్సేడ్లు,bracket
308,Stange::N,స్తంభము,pole
309,Stock::N,కఱ్ఱ,stick
310,Stab::N,కఱ్ఱ,staff
311,Rohr::N,గొట్టము,pipe
312,Haus::N,ఇల్లు,house
313,Heim::N,స్వగృహము,home
314,Ofen::N,పొయ్యి,stove
315,Fußboden::N,నేల,floor
316,Tisch::N,మేజా,table
317,Stuhl::N,కుర్చీ,chair
318,Wiege::N,ఉయ్యాల,cradle
319,Bett::N,పడక,bed
320,Bett::N,మంచం,bed
321,Regal::N,అటక,shelf
322,Kiste::N,వెట్టె,box
323,Fenster::N,కిటికి,window
324,Tür::N,ద్వారము,door
325,Tor::N,ద్వారము,gate
326,Zaun::N,కంచె,fence
327,Dach::N,ఇంటివైకప్పు,roof
328,Leiter::N,నిచ్చెన,ladder
329,Besen::N,చీపురుకట్ట,broom
330,Spaten::N,పాఱ,spade
331,Schaufel::N,పాఱ,shovel
332,Gabel::N,ముండ్లగరిటె,fork
333,Löffel::N,గరిటె,spoon
334,Messer::N,కత్తి,knife
335,Nagel::N,మేకు,nail
336,Netz::N,వల,net
337,Haken::N,కొక్కెము,hook
338,Griff::N,పిడి,handle
339,Schloss::N,తాళము,lock
340,Bild::N,చిత్రము,picture
341,Figur::N,రూపము,figure
342,Puppe::N,బొమ్మ,doll
343,Beutel::N,సంచి,pouch
344,Bündel::N,మూట,bundle
345,Tasche::N,సంచి,bag
346,Eimer::N,చేద,bucket
347,Deckel::N,మూత,cover
348,Geschirr::N,వంటకాలు,dishes
349,Sack::N,గోనెసంచి,sack
350,Tasse::N,గిన్నె,cup
351,Topf::N,కుండ,pot
352,Kessel::N,నీరుకాచుపాత్ర,kettle
353,Essen::N,ఆహారము,meal
354,Nahrung::N,ఆహారము,food
355,Speise::N,ఆహారము,dish
356,Fleisch::N,మాంసము,meat
357,Getreide::N,ధాన్యము,corn
358,Brei::N,గుజ్జు,mush
359,Brot::N,రొట్టె,bread
360,Scheibe::N,బద్ద,slice
361,Fett::N,క్రొవ్వు,fat
362,Butter::N,వెన్న,butter
363,Öl::N,నూనె,oil
364,Salz::N,ఉప్పు,salt
365,Suppe::N,చారు,soup
366,Honig::N,తెనె,honey
367,Milch::N,పాలు,milk
368,Tee::N,తేనీరు,tea
369,Leder::N,బాగుచేసివతోలు,leather
370,Wolle::N,ఉన్ని,wool
371,Stoff::N,బట్ట,cloth
372,Nadel::N,సూది,needle
373,Faden::N,దారము,thread
374,Knopf::N,బొత్తాము,button
375,Knoten::N,ముడి,knot
376,Farbe::N,రంగు,paint
377,Kleidung::N,బట్టలు,clothes
378,Hemd::N,చొక్కాయ,shirt
379,Kragen::N,మాల,collar
380,Ärmel::N,చొక్కాయచెయ్యి,sleeve
381,Hose::N,ఇజారు,trousers
382,Gürtel::N,పటకా,belt
383,Mütze::N,టోపి,cap
384,Schuh::N,పాదరక్ష,shoe
385,Stiefel::N,బూటు,boot
386,Ring::N,ఉంగరము,ring
387,Band::N,నాడా,ribbon
388,Kamm::N,దువ్వెన,comb
389,Spiegel::N,అద్దము,mirror
390,Riemen::N,వాడా,strap
391,Schnur::N,దారము,string
392,Leine::N,వారు,leash
393,Decke::N,కంబళి,blanket
394,Kissen::N,తలగడ,pillow
395,Tuch::N,బట్ట,scarf
396,Handtuch::N,తువాలు,towel
397,Kraft::N,బలము,force
398,Stärke::N,శక్తి,strength
399,Gesundheit::N,ఆరోగ్యము,health
400,Krankheit::N,రోగము,illness
401,Schmerz::N,నొప్పి,pain
402,Wunde::N,గాయము,wound
403,Fieber::N,జ్వరము,fever
404,Arznei::N,మందు,medicine
405,Brücke::N,వంతెన,bridge
406,Brunnen::N,బావి,well
407,Brunnen::N,కూపము,well
408,Brunnen::N,నుయ్యి,well
409,Weide::N,పచ్చికబయలు,pasture
410,Pfad::N,కాలిత్రోవ,path
411,Weg::N,మార్గము,way
412,Straße::N,బాట,road
413,Dorf::N,గ్రామము,village
414,Stadt::N,పట్టణము,town
415,Brief::N,జాబు,letter
416,Buch::N,పుస్తకము,book
417,Buchstabe::N,అక్షరము,character
418,Zeitung::N,వార్తాపత్రిక,newspaper
419,Leben::N,ప్రాణము,life
420,Tod::N,మరణము,death
421,Grab::N,సమాధి,grave
422,Kirche::N,క్రెస్తవులగుడి,church
423,Sünde::N,పాపము,sin
424,Gott::N,దేవుడు,god
425,Arbeiter::N,పనిపాటుచేశేవాడు,worker
426,Chef::N,యజమానుడు,boss
427,Meister::N,కళాకారుడు,master
428,Arzt::N,వైద్యుడు,doctor
429,Lehrer::N,ఉపాధ్యాయుడు,teacher
430,Geld::N,ద్రవ్యము,money
431,Geschäft::N,వ్యాపారము,business
432,Laden::N,అంగడి,shop
433,Preis::N,వెల,price
434,Ware::N,సరకులు,ware
435,Nutzen::N,ప్రయోజనము,profit
436,Reichtum::N,ధనము,wealth
437,Welt::N,ప్రపంచము,world
438,Land::N,దేశము,country
439,Staat::N,రాజ్యము,state
440,König::N,రాజు,king
441,Macht::N,అధికారము,power
442,Grenze::N,సరిహద్దు,border
443,Krieg::N,యుద్ధము,war
444,Feind::N,శత్రువు,enemy
445,Gewalt::N,దౌర్జన్యము,violence
446,Kampf::N,పోట్లాట,fight
447,Bogen[Waffe]::N,విల్లు,bow
448,Pfeil::N,బాణము,arrow
449,Gewehr::N,తుపాకి,gun
450,Fehler::N,తప్ప,mistake
451,Lüge::N,అసత్యము,lie
452,Schaden::N,నష్టము,damage
453,Unglück::N,దురదృష్టము,misfortune
454,Schuld::N,తప్పు,fault
455,Alter::N,వయస్సు,age
456,Schluss::N,ముగింపు,conclusion
457,Zeit::N,కాలము,time
458,Tag::N,దినము,day
459,Morgen::N,ఉదయము,morning
460,Mittag::N,మధ్యాహ్నము,noon
461,Abend::N,సాయంకాలము,evening
462,Nacht::N,రత్రి,night
463,Woche::N,వారము,week
464,Monat::N,నెల,month
465,Jahr::N,సంవత్సరము,year
466,Frühling::N,వసంతకాలము,spring
467,Sommer::N,వేసవికాము,summer
468,Herbst::N,ఆకురాలుకాలము,autumn
469,Winter::N,శీతకాలము,winter
470,Januar::N,జనవరి,January
471,Februar::N,ఫిబ్రవరి,February
472,März::N,మార్చి,March
473,April::N,ఏప్రిలు,April
474,Mai::N,మే,May
475,Juni::N,జూన్,June
476,Juli::N,జూలై,July
477,August::N,ఆగస్టు,August
478,September::N,సెప్ఠెంబరు,September
479,Oktober::N,అక్టోబరు,October
480,November::N,నవంబరు,November
481,Dezember::N,డిసెంబర్,December
482,Montag::N,సోమవారము,Monday
483,Dienstag::N,మంగళవారము,Tuesday
484,Mittwoch::N,బుధవారము,Wednesday
485,Donnerstag::N,గురువారము,Thursday
486,Freitag::N,శుక్రవారము,Friday
487,Samstag::N,శనివారము,Saturday
488,Sonntag::N,ఆదివారము,Sunday
489,groß::A,గొప్పైన,big
490,klein::A,చిన్న,little
491,lang::A,పొడుగాటి,long
492,kurz::A,పొట్టి,short
493,breit::A,వెడల్పైన,wide
494,schmal::A,ఇఱుకైన,narrow
495,dicht::A,దట్టమైన,dense
496,dick[Gegenstand]::A,దట్టమైన,thick
497,dünn::A,పలుచని,thin
498,fein::A,నాజాకైన,delicate
499,fest::A,దృడమైవ,firm
500,flach::A,చదువైన,flat
501,glatt::A,నున్నని,smooth
502,hart::A,కఠినమైన,hard
503,weich::A,మృదువైన,soft
504,rund::A,గుండ్రని,round
505,spitz::A,మొనగల,pointed
506,scharf::A,పదనైన,sharp
507,stumpf::A,వాడిలేని,blunt
508,schwer::A,బరువ్తెన,heavy
509,schön::A,సుందరమైన,beautiful
510,heiß::A,వేడియైన,hot
511,warm::A,వెచ్చని,warm
512,kalt::A,చల్లని,cold
513,kühl::A,చల్లని,cool
514,frisch::A,తాజాయైన,fresh
515,feucht::A,చెమ్మగానున్న,damp
516,nass::A,తడిగామన్న,wet
517,trocken::A,ఎండిన,dry
518,voll::A,నిండు,full
519,leer::A,శూన్యమైన,empty
520,offen::A,తెఱచియున్న,open
521,geschlossen::A,మూసిన,closed
522,sauber::A,పరిశుద్ధమైన,clean
523,schmutzig::A,ముఱికియైన,dirty
524,roh::A,పచ్చి,raw
525,reif::A,పండివ,ripe
526,lecker::A,రుచి గల,delicious
527,süß::A,తియ్యని,sweet
528,bitter::A,చేదైన,bitter
529,sauer::A,పుల్లని,sour
530,hell::A,కాంతిగల,bright
531,dunkel::A,చీకటియైన,dark
532,schwarz::A,నల్లని,black
533,weiß::A,తెలుపు,white
534,rot::A,ఎఱ్ఱని,red
535,gelb::A,పసుపు పచ్చ,yellow
536,blau::A,నీలవర్ణము,blue
537,grün::A,ఆకుపచ్చని,green
538,grau::A,నెరిసిన,grey
539,bunt::A,రంగేలీ,colourful
540,bunt::A,రంగేలీ,colorful
541,billig::A,చౌకయైన,cheap
542,teuer::A,వెలపొడుగైన,dear
543,wertvoll::A,విలుప్తెన,precious
544,blind::A,గ్రుడ్డి,blind
545,taub::A,చెవిటి,deaf
546,kräftig::A,శక్తి గల,powerful
547,stark::A,బలమైన,strong
548,schwach::A,బలహీనమైన,weak
549,fett::A,క్రొవ్విన,fat
550,schlank::A,సన్నని,slim
551,hübsch::A,సాగప్తెన,pretty
552,böse::A,చెడ్డ,evil
553,dumm::A,తెలివిలేని,stupid
554,faul::A,సోమరియైన,lazy
555,fleißig::A,శ్రద్దగల,diligent
556,geizig::A,పిసినారియైన,stingy
557,klug::A,తెలివిగల,clever
558,geschickt::A,నిపుణతగల,skilful
559,geschickt::A,నిపుణతగల,skillful
560,lieb::A,ప్రియమైన,dear
561,lustig::A,ఉల్లాసము గల,merry
562,sanft::A,సాధువైన,gentle
563,hungrig::A,ఆకలిగొనిన,hungry
564,krank::A,వ్యాధిగల,sick
565,nackt::A,దిగంబరమైన,naked
566,traurig::A,విచారముగల,sad
567,lebendig::A,ప్రాణముతో నున్న,living
568,gut::A,మంచి,good
569,schlecht::A,చెడ్డ,bad
570,richtig::A,సరియైన,correct
571,schlimm::A,అసహ్యమైన,nasty
572,wahr::A,నిజమైన,true
573,alt::A,ముసలి,old
574,neu::A,క్రొత్త,new
575,ehemalig::A,పూర్వపు,former
576,alt[Lebewesen]::A,ముసలి,aged
577,jung::A,పసి,young
578,arm::A,బీద,poor
579,reich::A,ధనవంతుడైన,rich
580,bekannt::A,తెలిసిన,familiar
581,berühmt::A,ప్రపిద్దికెక్కివ,famous
582,fremd::A,అన్యమైన,foreign
583,verschieden::A,భేదమైన,different
584,nah::A,దగ్గఱనున్న,near
585,fern::A,దూరమందున్న,far
586,linker::A,ఎడమప్రక్కగ,left
587,rechter::A,కుడి,right
588,anderer::A,వేఱ్తెన,other
589,erster::A,మొదటి,first
590,zweiter::A,రెండన,second
591,dritter::A,మూడో,third
592,letzter::A,కడపటి,last
593,allein::ADV,ఒంటిగా,alone
594,auf einmal::ADV,హరాత్తుగ,at once
595,zusammen::ADV,కలిసి,together
596,lange::ADV,బహుకాలము,long
597,plötzlich::ADV,హరాత్తుగ,suddenly
598,sofort::ADV,తక్షణము,instantly
599,später::ADV,ఇటీవలి,later
600,jetzt::ADV,ఇప్పుడు,now
601,heute::ADV,నేడు,today
602,morgen::ADV,ఱేపు,tomorrow
603,bald::ADV,శీఘ్రముగ,soon
604,dann::ADV,అప్పుడు,then
605,gestern::ADV,నిన్నటి దినము,yesterday
606,einst::ADV,పూర్వమొకప్పుడు,once
607,damals::ADV,అప్పుడు,at that time
608,danach::ADV,అప్పుడు,afterwards
609,vorher::ADV,ఎదుట,before
610,zuerst::ADV,మొదటిలో,at first
611,einmal::ADV,ఒకసారి,once
612,manchmal::ADV,అప్పటప్పటికి,sometimes
613,oft::ADV,తఱచుగా,often
614,immer::ADV,ఎల్లప్పుడు,always
615,niemals::ADV,ఎప్పుడునులేదు,never
616,hier::ADV,ఇక్కడ,here
617,hierhin::ADV,ఇక్కడకు,hither
618,hierhin::ADV,ఇక్కడకు,to here
619,hierhin::ADV,ఇక్కడకు,here
620,von hier::ADV,ఇక్కడనుండి,hence
621,dort::ADV,అక్కడ,there
622,dorthin::ADV,అక్కడికి,thither
623,dorthin::ADV,అక్కడికి,there
624,dorthin::ADV,అక్కడికి,to there
625,geradeaus::ADV,సూటిగా,ahead
626,vorwärts::ADV,ముందుకు,forward
627,rückwärts::ADV,వెనుకకు,backward
628,zurück::ADV,వెనుకభాగము,back
629,unten::ADV,క్రింద,below
630,hinab::ADV,కిందికి,down
631,oben::ADV,మీద,above
632,hinauf::ADV,పైకి,up
633,überall::ADV,అంతటా,everywhere
634,nicht::ADV,కాదు,not
635,ein wenig::ADV,కొంచెము,a little
636,kaum::ADV,చాలిచాలక,hardly
637,sehr::ADV,చాల,very
638,so::ADV,ఆలాగున,so
639,noch::ADV,ఇప్పటికిని,still
640,nur::ADV,మాత్రము,only
641,schon::ADV,ఇదివఱకే,already
642,wieder::ADV,తిరిగి,again
643,vergebens::ADV,నిష్ఫలముగా,in vain
644,vor::PRP,ముందు,in front of
645,hinter::PRP,వెనుక,behind
646,unter::PRP,క్రింద,under
647,durch::PRP,ద్వారా,through
648,neben::PRP,దగ్గెర,next to
649,zwischen::PRP,మధ్య,between
650,wegen::PRP,కారణంగా,because of
651,dies::PRN,ఇది,this
652,das::PRN,అది,that
653,alles::PRN,సకలము,everything
654,ich::PRN,నేను,I
655,du::PRN,నీవు,you
656,du::PRN,నీవు,thou
657,er::PRN,అతడు,he
658,wir::PRN,మనము,we
659,ihr::PRN,మీరు,you
660,sie::PRN,వారు,they
661,was::FPRN,ఏమి,what
662,wer::FPRN,ఎవడు,who
663,wo::FADV,ఎక్కడ,where
664,wohin::FADV,ఎందుకు,where ... to
665,wohin::FADV,ఎందుకు,where to
666,wohin::FADV,ఎందుకు,where
667,wie::FADV,ఎట్టు,how
668,warum::FADV,ఏల,why
669,wieviel::FNUM,ఎంత,how much
670,eins::NUM,ఒకటి,one
671,zwei::NUM,రెండు,two
672,drei::NUM,మూడు,three
673,vier::NUM,నాలుగు,four
674,fünf::NUM,అయిదు,five
675,sechs::NUM,ఆఱు,six
676,sieben::NUM,ఏరు,seven
677,acht::NUM,ఎనిమదు,eight
678,neun::NUM,తొమ్మిది,nine
679,zehn::NUM,పది,ten
680,elf::NUM,పదునొకొండు,eleven
681,zwölf::NUM,పండ్రండు,twelve
682,zwanzig::NUM,ఇరుపది,twenty
683,dreißig::NUM,ముప్పది,thirty
684,vierzig::NUM,నలువది,forty
685,fünfzig::NUM,ఏబది,fifty
686,sechzig::NUM,అరుపది,sixty
687,siebzig::NUM,డెబ్బది,seventy
688,achtzig::NUM,ఎనుబది,eighty
689,neunzig::NUM,తొంబది,ninety
690,hundert::NUM,నూఱు,a hundred
691,tausend::NUM,వేయి,a thousand
692,und::CNJ,మఱియు,and
693,oder::CNJ,లేక,or
694,stehen::V,నిలుచు,stand
695,sitzen::V,కూర్చుండు,sit
696,liegen::V,పండుకొనుట,lie
697,hängen::V,వ్రేలాడదీయు,hang
698,werden::V,అగు,become
699,passieren::V,సంభవించు,happen
700,beginnen::V,ఆరంభించు,begin
701,enden::V,తీరుట,end
702,wechseln::V,మార్చు,change
703,aufgehen[Sonne]::V,ఉదయించు,rise
704,untergehen[Sonne]::V,అస్తమించు,set
705,scheinen[Sonne]::V,ప్రకాశించు,shine
706,donnern::V,ఉరుముట,thunder
707,wehen::V,దురద్పప్టము,blow
708,strömen::V,పారుట,stream
709,fließen::V,ప్రవహించు,flow
710,sich drehen::V,తిరుగు,revolve
711,schwanken::V,ఆడించుట,sway
712,schwingen::V,ఊగుట,swing
713,fallen::V,పడు,fall
714,brennen::V,కాలుట,burn
715,rauchen::V,పొగసుట,smoke
716,regnen::V,కురిపించుట,rain
717,gefrieren::V,గడ్డకట్టు,freeze
718,tauen::V,కరగు,thaw
719,schmelzen::V,కరగు,melt
720,trocknen::V,యెండుట,dry
721,sieden::V,ఉడుకు,boil
722,faulen::V,క్రుళ్లు,rot
723,verfaulen::V,క్షిణించు,decay
724,reißen::V,చించు,snap
725,versinken::V,మునుగు,sink
726,vergehen::V,సంభవించు,pass
727,erscheinen::V,కనబడు,appear
728,verschwinden::V,అదృశ్యమగు,disappear
729,sinken::V,ముణుగుట,drop
730,abnehmen::V,తగ్గు,decrease
