,Concept_ID,sah,et
88,Frost::N,тымныы,pakane
89,Kälte::N,тымныы,külm
90,Kälte::N,тымныы,külmus
91,Hitze::N,куйаас,kuumus
92,Hitze::N,куйаас,palavus
93,Raureif::N,кырыа,härmatis
94,Regenbogen::N,кустук,vikerkaar
95,Donner::N,этиҥ,kõu
96,Donner::N,этиҥ,müristamine
97,Strömung::N,сүүрүк,voolus
98,Strömung::N,сүүрүк,jõevool
99,Tropfen::N,таммах,tilk
100,Tropfen::N,хааппыла,tilk
101,Schaum::N,күүгэн,vaht
102,Schmutz::N,кир,pori
103,Schmutz::N,кир,mustus
104,See::N,күөл,järv
105,Sumpf::N,бадараан,soo
106,Moor::N,дьэбэрэ,raba
107,Wiese::N,ходуһа,aas
108,Wiese::N,ходуһа,nurm
109,Wald::N,ойуур,mets
110,Hügel::N,булгунньах,küngas
111,Anhöhe::N,үрдэл,küngas
112,Berg::N,хайа,mägi
113,Gipfel::N,чыпчаал,mäetipp
114,Höhle::N,хайа_хаспаҕа,koobas
115,Höhle::N,көҥүс,koobas
116,Abhang::N,эниэ,nõlvak
117,Quelle::N,дьүүктэ,allikas
118,Bach::N,үрүйэ,oja
119,Fluss::N,өрүс,jõgi
120,Ufer::N,биэрэк,kallas
121,Küste::N,кытыл,rannik
122,Festland::N,кураанах сир,mander
123,Festland::N,кураанах сир,maismaa
124,Meer::N,муора,meri
125,Bucht::N,хомо,laht
126,Bucht::N,бухта,laht
127,Insel::N,арыы,saar
128,Blume::N,сибэкки,lill
129,Gras::N,от,rohi
130,Wurzel::N,силис,juur
131,Baum::N,мас,puu
132,Stamm::N,умнас,tüvi
133,Rinde::N,хатырык,koor
134,Ast::N,мутук,oks
135,Zweig::N,лабаа,oks
136,Blatt::N,сэбирдэх,leht
137,Birke::N,хатыҥ,kask
138,Kiefer[Baum]::N,бэс,mänd
139,Weide[Baum]::N,үөт,paju
140,Weide[Baum]::N,талах,paju
141,Tanne::N,харыйа,nulg
142,Horn::N,муос,sarv
143,Feder::N,куорсун,sulg
144,Fell::N,тирии,karvkate
145,Fell::N,тирии,karusnahk
146,Flügel::N,кынат,tiib
147,Flügel::N,кынат,tiivik
148,Klaue::N,тыҥырах,küüs
149,Kralle::N,баппаҕай,küünis
150,Schwanz::N,кутурук,saba
151,Ei::N,сымыыт,muna
152,Nest::N,уйа,pesa
153,Bau::N,хороон,urg
154,Tier::N,кыыл,loom
155,Tier::N,харамай,loom
156,Herde::N,үөр,kari
157,Kuh::N,ынах,lehm
158,Bulle::N,оҕус,pull
159,Pferd::N,сылгы,hobune
160,Schaf::N,овца,lammas
161,Schwein::N,сибиинньэ,siga
162,Hund::N,ыт,koer
163,Katze::N,куоска,kass
164,Bär::N,эһэ,karu
165,Eichhörnchen::N,тииҥ,orav
166,Elch::N,тайах,põder
167,Fuchs::N,саһыл,rebane
168,Hase::N,куобах,jänes
169,Maus::N,кутуйах,hiir
170,Wolf::N,бөрө,hunt
171,Vogel::N,көтөр,lind
172,Schwarm::N,бөлөх,parv
173,Huhn::N,куурусса,kana
174,Hahn::N,бөтүүк,kukk
175,Gans::N,хаас,hani
176,Adler::N,хотой,kotkas
177,Ente::N,кус,part
178,Eule::N,мэкчиргэ,kakk
179,Eule::N,мэкчиргэ,öökull
180,Kranich::N,туруйа,kurg
181,Krähe::N,тураах,vares
182,Kuckuck::N,кэҕэ,kägu
183,Schwan::N,куба,luik
184,Fisch::N,балык,kala
185,Barsch::N,алыһар,ahven
186,Hecht::N,сордон,haug
187,Schlange[Tier]::N,моҕой,uss
188,Schlange[Tier]::N,эриэн үөн,uss
189,Wurm::N,үөн,uss
190,Wurm::N,үөн,vagel
191,Spinne::N,ооҕуй,ämblik
192,Ameise::N,кымырдаҕас,sipelgas
193,Laus::N,быт,täi
194,Mücke::N,кумаар,sääsk
195,Fliege::N,сахсырҕа,kärbes
196,Schmetterling::N,лыах,liblikas
197,Schmetterling::N,үрүмэччи,liblikas
198,Beere::N,отон,mari
199,Apfel::N,яблоко,õun
200,Pilz::N,тэллэй,seen
201,Zwiebel::N,луук,sibul
202,Saat::N,сиэмэ,seeme
203,Korn::N,сиэмэ,iva
204,Korn::N,сиэмэ,tera
205,Heu::N,от,hein
206,Schale::N,хах,koor
207,Grube::N,дьаама,kaevand
208,Falle::N,сохсо,lõks
209,Falle::N,сохсо,püünis
210,Schlinge::N,уктаа,aas
211,Spur::N,суол,jälg
212,Asche::N,күл,tuhk
213,Dreck::N,бадараан,saast
214,Dreck::N,бадараан,mustus
215,Eisen::N,тимир,raud
216,Gold::N,көмүс,kuld
217,Gold::N,кыһыл көмүс,kuld
218,Silber::N,көмүс,hõbe
219,Silber::N,үрүҥ көмүс,hõbe
220,Kohle::N,чох,süsi
221,Glas::N,өстүөкүлэ,klaas
222,Lehm::N,туой,savi
223,Sand::N,кумах,liiv
224,Mensch::N,киһи,inimene
225,Mann::N,эр,mees
226,Frau::N,дьахтар,naine
227,Kind::N,оҕо,laps
228,Junge::N,уол,poiss
229,Mädchen::N,кыыс оҕо,tüdruk
230,Familie::N,кэргэн,perekond
231,Großvater::N,эһэ,vanaisa
232,Großmutter::N,эбэ,vanaema
233,Eltern::N,аҕа-ийэ,vanemad
234,Vater::N,аҕа,isa
235,Mutter::N,ийэ,ema
236,Sohn::N,уол,poeg
237,Tochter::N,кыыс,tütar
238,Bruder::N,убай,vend
239,Bruder::N,быраат,vend
240,Schwester::N,аҕас,õde
241,Schwester::N,балыс,õde
242,Onkel::N,таай,onu
243,Onkel::N,абаҕа,onu
244,Tante::N,эдьиий,tädi
245,Ehemann::N,эр,mees
246,Ehemann::N,эр,abikaasa
247,Ehefrau::N,ойох,naine
248,Ehefrau::N,ойох,abikaasa
249,Freude::N,үөрүү,rõõm
250,Gelächter::N,күлүү,naer
251,Glück::N,дьол,õnn
252,Glück::N,соргу,õnn
253,Kummer::N,кутурҕан,mure
254,Kummer::N,кутурҕан,kurbus
255,Wunsch::N,баҕарыы,soov
256,Lust::N,баҕа,himu
257,Geist::N,тыын,vaim
258,Gedanke::N,санаа,mõte
259,Gedächtnis::N,өй,mälu
260,Verstand::N,өй,aru
261,Verstand::N,өй,mõistus
262,Sinn::N,суолта,tähendus
263,Grund::N,төрүөт,põhjus
264,Wahrheit::N,кырдьык,tõde
265,Gespräch::N,бэсиэдэ,kõne
266,Gespräch::N,бэсиэдэ,vestlus
267,Gespräch::N,кэпсэтии,kõne
268,Gespräch::N,кэпсэтии,vestlus
269,Märchen::N,остуоруйа,muinasjutt
270,Erzählung::N,кэпсээн,jutustus
271,Nachricht::N,биллэриллии,teade
272,Neuigkeit::N,сонун,uudis
273,Name::N,аат,nimi
274,Rätsel::N,таабырын,mõistatus
275,Rede::N,этии,kõne
276,Sprache::N,тыл,keel
277,Stimme::N,куолас,hääl
278,Wort::N,тыл,sõna
279,Zeichen::N,бэлиэ,märk
280,Ruf::N,ыҥырыы,hüüe
281,Lärm::N,айдаан,müra
282,Laut::N,тыас,hääl
283,Ton::N,дорҕоон,toon
284,Lied::N,ырыа,laul
285,Ruhe::N,уу чуумпу,rahu
286,Ruhe::N,уу чуумпу,vaikus
287,Leute::N,дьон,inimesed
288,Volk::N,дьон,rahvas
289,Volk::N,норуот,rahvas
290,Arbeit::N,үлэ,töö
291,Gast::N,ыалдьыт,külaline
292,Geschenk::N,бэлэх,kingitus
293,Spiel::N,оонньуу,mäng
294,Gesellschaft::N,общество,selts
295,Hilfe::N,көмө,abi
296,Freund::N,доҕор,sõber
297,Kamerad::N,атас,sõber
298,Angelegenheit::N,дьыала,asi
299,Anzahl::N,ахсаан,arv
300,Anzahl::N,ахсаан,hulk
301,Art::N,биис,liik
302,Stück::N,кырбас,tükk
303,Teil::N,ирээт,osa
304,Hälfte::N,аҥар,pool
305,Kreis::N,төгүрүк,ring
306,Kreis::N,төгүрүмтэ,ring
307,Kreuz::N,кириэс,rist
308,Linie::N,сурааһын,joon
309,Strich::N,сурааһын,joon
310,Abstand::N,арыт,vahe
311,Entfernung::N,ыраах,kaugus
312,Entfernung::N,ыраах,vahemaa
313,Gegend::N,сир,ümbrus
314,Platz::N,арыт,ruum
315,Ort::N,сир,paik
316,Seite::N,өрүт,pool
317,Seite::N,сирэй,pool
318,Mitte::N,орто,keskpaik
319,Gegenstand::N,предмет,ese
320,Sache::N,мал,ese
321,Rand::N,кытыы,äär
322,Rand::N,кытыы,serv
323,Rand::N,ойоҕос,äär
324,Rand::N,ойоҕос,serv
325,Kante::N,кырыы,kant
326,Ecke::N,муннук,nurk
327,Spitze::N,чыпчаал,teravik
328,Ende::N,төбө,ots
329,Ende::N,төбө,jupp
330,Loch::N,тэһэҕэс,auk
331,Loch::N,дьөлөҕөс,auk
332,Winkel::N,муннук,nurk
333,Muster::N,оһуор,muster
334,Größe::N,кээмэй,suurus
335,Länge::N,уста,pikkus
336,Höhe::N,үрдүк,kõrgus
337,Gewicht::N,ыйааһын,kaal
338,Gewicht::N,ыйааһын,raskus
339,Menge::N,ахсаан,arv
340,Menge::N,ахсаан,hulk
341,Haufen::N,чөмчөх,hunnik
342,Reihe::N,кэккэ,rivi
343,Boot::N,оҥочо,paat
344,Ruder::N,эрдии,aer
345,Schlitten::N,сыарҕа,saan
346,Ski::N,хайыһар,suusk
347,Lagerfeuer::N,кутаа,lõke
348,Last::N,ыарахан,koorem
349,Gang::N,хаамыы,käik
350,Schritt::N,хардыы,samm
351,Norden::N,хоту,põhi
352,Süden::N,соҕуруу,lõuna
353,Westen::N,арҕаа,lääs
354,Osten::N,илин,ida
355,Holz::N,мас,puu
356,Brett::N,дуоска,saelaud
357,Brett::N,хаптаһын,saelaud
358,Platte::N,билиитэ,plaat
359,Stütze::N,тулааһын,tugi
360,Stange::N,ураҕас,latt
361,Stange::N,ураҕас,teivas
362,Stock::N,мас,kepp
363,Stock::N,баалкы,kepp
364,Stab::N,ураҕас,varras
365,Rohr::N,турба,toru
366,Haus::N,дьиэ,maja
367,Heim::N,дьиэ,kodu
368,Ofen::N,оһох,ahi
369,Fußboden::N,муоста,põrand
370,Tisch::N,остуол,laud
371,Stuhl::N,устуул,tool
372,Wiege::N,биһик,häll
373,Wiege::N,биһик,kätki
374,Bett::N,кырабаат,voodi
375,Regal::N,долбуур,riiul
376,Kiste::N,дьааһык,kast
377,Fenster::N,түннүк,aken
378,Tür::N,аан,uks
379,Tor::N,аан,värav
380,Zaun::N,соппулуот,aed
381,Zaun::N,соппулуот,tara
382,Dach::N,кырыыса,katus
383,Leiter::N,кирилиэс,redel
384,Besen::N,миинньик,luud
385,Spaten::N,күрдьэх,labidas
386,Schaufel::N,күрдьэх,kühvel
387,Gabel::N,биилкэ,kahvel
388,Löffel::N,луоска,lusikas
389,Messer::N,быһах,nuga
390,Nagel::N,тоһоҕо,nael
391,Netz::N,илим,võrk
392,Haken::N,көхө,haak
393,Haken::N,көхө,konks
394,Griff::N,ук,sang
395,Griff::N,ук,käepide
396,Griff::N,тутаах,sang
397,Griff::N,тутаах,käepide
398,Schloss::N,күлүүс,lukk
399,Bild::N,хартыына,pilt
400,Figur::N,фигура,kuju
401,Figur::N,фигура,kujund
402,Puppe::N,куукула,nukk
403,Beutel::N,мөһөөччук,paun
404,Bündel::N,баайыы,kimp
405,Tasche::N,суумка,kott
406,Eimer::N,биэдэрэ,pang
407,Eimer::N,биэдэрэ,ämber
408,Deckel::N,хаппах,kaas
409,Geschirr::N,иһит,nõud
410,Sack::N,куул,kott
411,Tasse::N,сэлиэнэй,tass
412,Topf::N,көстүрүүҥкэ,pada
413,Kessel::N,хочуол,pada
414,Essen::N,аһылык,söök
415,Nahrung::N,ас,toit
416,Speise::N,аһылык,roog
417,Fleisch::N,эт,liha
418,Getreide::N,злактар,teravili
419,Brei::N,хааһы,puder
420,Brot::N,килиэп,sai
421,Brot::N,килиэп,leib
422,Scheibe::N,куһуок,viil
423,Scheibe::N,куһуок,viilukas
424,Fett::N,сыа,rasv
425,Butter::N,арыы,või
426,Öl::N,арыы,õli
427,Salz::N,туус,sool
428,Suppe::N,мин,supp
429,Honig::N,мүөт,mesi
430,Milch::N,үүт,piim
431,Tee::N,чэй,tee
432,Leder::N,тирии,nahk
433,Wolle::N,түү,vill
434,Stoff::N,таҥас,kangas
435,Nadel::N,иннэ,nõel
436,Faden::N,сап,niit
437,Knopf::N,тимэх,nööp
438,Knoten::N,түмүк,sõlm
439,Farbe::N,кырааска,värv
440,Kleidung::N,таҥас,riided
441,Kleidung::N,таҥас,riietus
442,Hemd::N,ырбаахы,särk
443,Kragen::N,саҕа,krae
444,Ärmel::N,сиэх,varrukas
445,Hose::N,ыстаан,püksid
446,Hose::N,бүрүүкэ,püksid
447,Gürtel::N,кур,vöö
448,Mütze::N,бэргэһэ,müts
449,Schuh::N,бачыыҥка,king
450,Stiefel::N,саппыкы,saabas
451,Ring::N,биһилэх,sõrmus
452,Band::N,лиэнтэ,lint
453,Kamm::N,тараах,kamm
454,Spiegel::N,сиэркилэ,peegel
455,Riemen::N,кур,rihm
456,Schnur::N,быа,nöör
457,Leine::N,тэһиин,jalutusrihm
458,Decke::N,суорҕан,tekk
459,Kissen::N,сыттык,padi
460,Tuch::N,былаат,kalev
461,Handtuch::N,соттор,käterätik
462,Kraft::N,сыра,jõud
463,Stärke::N,күүс,tugevus
464,Gesundheit::N,доруобуйа,tervis
465,Krankheit::N,ыарыы,haigus
466,Schmerz::N,ыарыы,valu
467,Wunde::N,баас,haav
468,Fieber::N,түрүлгэн,palavik
469,Fieber::N,лихорадка,palavik
470,Fieber::N,температура,palavik
471,Arznei::N,эмп,ravim
472,Brücke::N,күргэ,sild
473,Brunnen::N,холуодьас,kaev
474,Weide::N,мэччирэҥ,karjamaa
475,Pfad::N,ыллык,rada
476,Weg::N,суол,tee
477,Straße::N,суол,tee
478,Dorf::N,дэриэбинэ,küla
479,Stadt::N,куорат,linn
480,Brief::N,сурук,kiri
481,Buch::N,кинигэ,raamat
482,Buchstabe::N,буква,täht
483,Zeitung::N,хаһыат,ajaleht
484,Leben::N,тыын,elu
485,Tod::N,өлүү,surm
486,Grab::N,иин,haud
487,Kirche::N,таҥара дьиэтэ,kirik
488,Sünde::N,айыы,patt
489,Gott::N,тангара,jumal
490,Arbeiter::N,үлэһит,tööline
491,Chef::N,баһылык,ülemus
492,Chef::N,баһылык,juhataja
493,Chef::N,начальник,ülemus
494,Chef::N,начальник,juhataja
495,Meister::N,уус,meister
496,Meister::N,маастар,meister
497,Arzt::N,врач,arst
498,Lehrer::N,учуутал,õpetaja
499,Geld::N,харчы,raha
500,Geschäft::N,идэ,äri
501,Laden::N,маҕаһыын,pood
502,Laden::N,маҕаһыын,kauplus
503,Preis::N,сыана,hind
504,Ware::N,табаар,kaup
505,Nutzen::N,туһа,tulu
506,Nutzen::N,туһа,kasulikkus
507,Reichtum::N,баай,rikkus
508,Welt::N,аан дойду,maailm
509,Land::N,дойду,maa
510,Staat::N,государство,riik
511,König::N,король,kuningas
512,Macht::N,былаас,võim
513,Grenze::N,кыраныысса,piir
514,Krieg::N,сэрии,sõda
515,Feind::N,өстөөх,vaenlane
516,Gewalt::N,күүһүлээһин,väevõim
517,Kampf::N,охсуһуу,võitlus
518,Bogen[Waffe]::N,ох,vibu
519,Pfeil::N,ох,nool
520,Gewehr::N,саа,püss
521,Fehler::N,сыыһа,viga
522,Lüge::N,сымыйа,vale
523,Schaden::N,хоромньу,kahju
524,Unglück::N,алдьархай,häda
525,Unglück::N,алдьархай,õnnetus
526,Schuld::N,буруй,süü
527,Alter::N,саас,iga
528,Schluss::N,тиһэх,lõpp
529,Zeit::N,бириэмэ,aeg
530,Tag::N,күн,päev
531,Morgen::N,сарсыарда,hommik
532,Mittag::N,күн ортото,lõuna
533,Mittag::N,күн ортото,keskpäev
534,Abend::N,киэһэ,õhtu
535,Nacht::N,түүн,öö
536,Woche::N,нэдиэлэ,nädal
537,Monat::N,ый,kuu
538,Jahr::N,сыл,aasta
539,Jahr::N,дьыл,aasta
540,Frühling::N,саас,kevad
541,Sommer::N,сайын,suvi
542,Herbst::N,күһүн,sügis
543,Winter::N,кыһын,talv
544,Januar::N,тохсунньу,jaanuar
545,Februar::N,олунньу,veebruar
546,März::N,кулун тутар,märts
547,April::N,муус устар ый,aprill
548,Mai::N,ыам ыйа,mai
549,Juni::N,бэс ыйа,juuni
550,Juli::N,от ыйа,juuli
551,August::N,атырдьах ыйа,august
552,September::N,балаҕан ыйа,september
553,Oktober::N,алтынньы,oktoober
554,November::N,сэтинньи,november
555,Dezember::N,ахсынньы,detsember
556,Montag::N,бэнидиэнньик,esmaspäev
557,Dienstag::N,оптуорунньук,teisipäev
558,Mittwoch::N,сэрэдэ,kesknädal
559,Donnerstag::N,чэппиэр,neljapäev
560,Freitag::N,бээтинсэ,reede
561,Samstag::N,субуота,laupäev
562,Sonntag::N,баскыһыанньа,pühapäev
563,groß::A,бөдөҥ,suur
564,groß::A,улахан,suur
565,klein::A,кыр,väike
566,klein::A,кыр,pisike
567,lang::A,уһун,pikk
568,kurz::A,кылгас,lühike
569,breit::A,кэтит,lai
570,schmal::A,кыараҕас,kitsas
571,dicht::A,хойуу,tihe
572,dick[Gegenstand]::A,суон,jäme
573,dick[Gegenstand]::A,хойуу,jäme
574,dünn::A,чараас,õhuke
575,dünn::A,чараас,peenike
576,fein::A,бытархай,peen
577,fein::A,бытархай,õhuke
578,fein::A,синньигес,peen
579,fein::A,синньигес,õhuke
580,fest::A,бөҕө,püsiv
581,fest::A,бөҕө,kindel
582,fest::A,кытаанах,püsiv
583,fest::A,кытаанах,kindel
584,flach::A,хаптаҕай,lame
585,flach::A,хаптаҕай,tasane
586,glatt::A,кылааккай,sile
587,hart::A,хатан,kõva
588,hart::A,кытаанах,kõva
589,weich::A,сымнаҕас,pehme
590,rund::A,төгүрүк,ümar
591,spitz::A,сытыы,torkav
592,spitz::A,уһуктаах,torkav
593,scharf::A,сытыы,terav
594,stumpf::A,сыппах,nüri
595,schwer::A,ыарахан,raske
596,schön::A,кыраһыабай,kena
597,heiß::A,итии,kuum
598,heiß::A,итии,palav
599,warm::A,ичигэс,soe
600,kalt::A,тымныы,külm
601,kühl::A,сөрүүн,jahe
602,frisch::A,ыраас,värske
603,frisch::A,сөрүүн,värske
604,frisch::A,тымныы,värske
605,feucht::A,сииктээх,niiske
606,nass::A,инчэҕэй,märg
607,trocken::A,кураан,kuiv
608,voll::A,толору,täis
609,leer::A,иччитэх,tühi
610,offen::A,аһаҕас,avatud
611,offen::A,аһаҕас,lahtine
612,geschlossen::A,бүтэй,suletud
613,sauber::A,сэбэр,puhas
614,schmutzig::A,кирдээх,räpane
615,schmutzig::A,кирдээх,määrdunud
616,roh::A,сиикэй,toores
617,reif::A,буспут,küps
618,reif::A,сиппит-хоппут,küps
619,lecker::A,минньигэс,hõrk
620,lecker::A,минньигэс,maitsev
621,süß::A,минньигэс,magus
622,bitter::A,аһыы,mõru
623,sauer::A,аһыы,hapu
624,hell::A,сырдык,hele
625,dunkel::A,хараҥа,pime
626,schwarz::A,хара,must
627,weiß::A,үрүҥ,valge
628,weiß::A,маҥан,valge
629,rot::A,кыһыл,punane
630,gelb::A,саһархай,kollane
631,blau::A,күөх,sinine
632,grün::A,күөх,roheline
633,grün::A,от күөҕэ,roheline
634,grau::A,сиэрэй,hall
635,bunt::A,эриэн,kirju
636,bunt::A,эриэн,värviline
637,billig::A,чэпчэки,odav
638,teuer::A,сыаналаах,kallis
639,wertvoll::A,сыаналаах,väärtuslik
640,blind::A,хараҕа суох,pime
641,taub::A,дьүлэй,kurt
642,kräftig::A,модун,jõuline
643,stark::A,күүстээх,tugev
644,schwach::A,мөлтөх,nõrk
645,schwach::A,мөлтөх,jõuetu
646,fett::A,эмис,rasvane
647,schlank::A,дьылҕан,sale
648,schlank::A,дьыпсаҕай,sale
649,hübsch::A,олус кэрэ,kena
650,hübsch::A,көрүөхтэн үчүгэй,kena
651,böse::A,өһүөннээх,tige
652,dumm::A,акаары,juhm
653,dumm::A,акаары,rumal
654,faul::A,нэс,laisk
655,fleißig::A,кыһамньылаах,virk
656,fleißig::A,кыһамньылаах,hoolas
657,geizig::A,иҥсэлээх,ihne
658,klug::A,өйдөөх,tark
659,klug::A,өйдөөх,arukas
660,klug::A,өйдөөх,mõistlik
661,geschickt::A,наһаа дьоҕурдаах,osav
662,lieb::A,тапталлаах,armas
663,lustig::A,көрдөөх,lõbus
664,sanft::A,намчы,õrn
665,sanft::A,сымнаҕас,õrn
666,hungrig::A,аччык,näljane
667,krank::A,ыалдьар,haige
668,nackt::A,сыгынньах,alasti
669,traurig::A,санаарҕабыллаах,kurb
670,lebendig::A,тыыннаах,elus
671,gut::A,үтүө,hea
672,gut::A,үчүгэй,hea
673,schlecht::A,куһаҕан,halb
674,richtig::A,сөп,õige
675,schlimm::A,сидьиҥ,paha
676,schlimm::A,быдьар,paha
677,wahr::A,кырдьык,tõene
678,alt::A,былыргы,vana
679,neu::A,саҥа,uus
680,ehemalig::A,урукку,endine
681,alt[Lebewesen]::A,кырдьаҕас,vana
682,jung::A,эдэр,noor
683,arm::A,дьадаҥы,vaene
684,reich::A,баай,rikas
685,bekannt::A,билэр,teada
686,bekannt::A,билэр,tuttav
687,berühmt::A,аатырбыт,tuntud
688,fremd::A,атын,võõras
689,verschieden::A,араас,erinev
690,nah::A,чугас,lähedane
691,fern::A,ыраах,kauge
692,linker::A,хаҥас,vasak
693,rechter::A,уҥа,parem
694,anderer::A,атын,muu
695,anderer::A,атын,teine
696,erster::A,маҥнайгы,esimene
697,zweiter::A,иккис,teine
698,dritter::A,үһүс,kolmas
699,letzter::A,тиһэх,viimane
700,allein::ADV,соҕотох,üksi
701,auf einmal::ADV,биирдэ,korraga
702,auf einmal::ADV,биирдэ,ühekorraga
703,zusammen::ADV,холбуу,koos
704,zusammen::ADV,холбуу,üheskoos
705,lange::ADV,уһуннук,kaua
706,plötzlich::ADV,эмискэ,äkki
707,plötzlich::ADV,эмискэ,järsku
708,sofort::ADV,тута,kohe
709,später::ADV,хойут,hiljem
710,jetzt::ADV,билигин,nüüd
711,heute::ADV,бүгүн,täna
712,morgen::ADV,сарсын,homme
713,bald::ADV,өтөр,pea
714,bald::ADV,өтөр,varsti
715,dann::ADV,кэнна,siis
716,gestern::ADV,бэҕэһээ,eile
717,einst::ADV,биир төгүл,vanasti
718,einst::ADV,арай биирдэ,vanasti
719,damals::ADV,оччоҕо,tookord
720,danach::ADV,аары,seejärel
721,danach::ADV,ол кэнниттэн,seejärel
722,vorher::ADV,урут,enne
723,zuerst::ADV,маҥнай,enne
724,zuerst::ADV,маҥнай,esmalt
725,einmal::ADV,биирдэ,kord
726,einmal::ADV,биирдэ,üks kord
727,manchmal::ADV,арыт,mõnikord
728,oft::ADV,чаастатык,tihti
729,oft::ADV,чаастатык,sageli
730,immer::ADV,мэлдьи,ikka
731,immer::ADV,мэлдьи,alati
732,niemals::ADV,хаһан да,mitte kunagi
733,hier::ADV,маныаха,siin
734,hierhin::ADV,бэттэх,siia
735,von hier::ADV,мантан,siit
736,dort::ADV,онно,seal
737,dorthin::ADV,онно,sinna
738,geradeaus::ADV,быһа,otse edasi
739,geradeaus::ADV,быһаччы,otse edasi
740,vorwärts::ADV,инники,edasi
741,rückwärts::ADV,төттөру,tagurpidi
742,zurück::ADV,төттөрү,tagasi
743,unten::ADV,аллара,all
744,unten::ADV,аллара,allpool
745,hinab::ADV,аллара,alla
746,oben::ADV,үөһэ,ülal
747,hinauf::ADV,өрө,üles
748,hinauf::ADV,үөһэ,üles
749,überall::ADV,бэйдиэ,kõikjal
750,nicht::ADV,буолбатах,ei
751,nicht::ADV,буолбатах,mitte
752,ein wenig::ADV,кыратык,veidi
753,ein wenig::ADV,кыратык,natuke
754,kaum::ADV,нэһиилэ,vaevalt
755,sehr::ADV,бэрт,väga
756,sehr::ADV,наһаа,väga
757,so::ADV,оччо,nii
758,so::ADV,оннук,nii
759,noch::ADV,өссө,veel
760,nur::ADV,эрэ,ainult
761,nur::ADV,сыччах,ainult
762,schon::ADV,бэлиэр,juba
763,wieder::ADV,эмиэ,jälle
764,vergebens::ADV,таак,asjata
765,vor::PRP,иннигэр,ees
766,hinter::PRP,кэлин,taha
767,unter::PRP,-ҕа,all
768,unter::PRP,оһох түгэҕэ,all
769,durch::PRP,курдары,läbi
770,durch::PRP,курдары,kaudu
771,neben::PRP,аттыгар,kõrval
772,zwischen::PRP,ыккардынан,vahel
773,wegen::PRP,уҥуортан,tõttu
774,wegen::PRP,уҥуортан,pärast
775,dies::PRN,ити,see
776,dies::PRN,бу,see
777,das::PRN,били,see
778,alles::PRN,барыта,kõik
