,Concept_ID,hr,lt
1536,stechen::V,ubosti,gelti
1537,stechen::V,ubosti,smeigti
1538,stoßen::V,gurnuti,stumti
1539,stoßen::V,gurnuti,pastumti
1540,stehlen::V,ukrasti,vogti
1541,stören::V,smetati,trikdyti
1542,belästigen::V,smetati,apsunkinti
1543,belästigen::V,dosaditi,apsunkinti
1544,verbergen::V,skriti,slėpti
1545,verbergen::V,skriti,paslėpti
1546,täuschen::V,obmanuti,klaidinti
1547,betrügen::V,prevarati,apgauti
1548,töten::V,ubiti,žudyti
1549,töten::V,ubiti,nužudyti
1550,wohnen::V,stanovati,gyventi
1551,arbeiten::V,raditi,dirbti
1552,arbeiten::V,raditi,triūsti
1553,sammeln::V,sabrati,rinkti
1554,pflücken::V,ubrati,skinti
1555,pflücken::V,ubrati,raškyti
1556,jagen::V,loviti,medžioti
1557,fischen::V,ribati,žvejoti
1558,fischen::V,loviti ribu,žvejoti
1559,fassen::V,uloviti,sučiupti
1560,hüten::V,pasti,ganyti
1561,treiben::V,goniti,ginti
1562,anbinden::V,privezati,pririšti
1563,füttern::V,hraniti,šerti
1564,melken::V,musti,melžti
1565,hacken::V,sjeckati,kapoti
1566,gießen::V,politi,lieti
1567,gießen::V,politi,laistyti
1568,reifen::V,sazreti,nokti
1569,reifen::V,sazreti,sirpti
1570,zubereiten::V,prigotoviti,ruošti
1571,zubereiten::V,prigotoviti,gaminti
1572,kochen::V,kuhati,virti
1573,kochen::V,kuhati,virinti
1574,backen::V,peći,kepti
1575,braten::V,peći,kepti
1576,braten::V,peći,kepinti
1577,braten::V,pržiti,kepti
1578,braten::V,pržiti,kepinti
1579,umrühren::V,promiješati,maišyti
1580,umrühren::V,promiješati,pamaišyti
1581,stricken::V,plesti,megzti
1582,nähen::V,šiti,siūti
1583,färben::V,obojiti,dažyti
1584,färben::V,obojiti,nudažyti
1585,reinigen::V,očistiti,valyti
1586,reinigen::V,očistiti,švarinti
1587,reinigen::V,počistiti,valyti
1588,reinigen::V,počistiti,švarinti
1589,waschen::V,prati,plauti
1590,waschen::V,prati,mazgoti
1591,waschen::V,prati,skalbti
1592,abwischen::V,otrti,nušluostyti
1593,spülen::V,isprati,plauti
1594,spülen::V,isprati,skalauti
1595,spülen::V,oplakati,plauti
1596,spülen::V,oplakati,skalauti
1597,fegen::V,mesti,šluoti
1598,fegen::V,pomesti,šluoti
1599,kehren::V,mesti,šluoti
1600,baden::V,kupati se,maudytis
1601,sich waschen::V,umiti se,praustis
1602,sich waschen::V,prati se,praustis
1603,ausziehen::V,svući,numauti
1604,ausziehen::V,svući,nuvilkti
1605,anziehen::V,obući,mauti
1606,anziehen::V,obući,apsivilkti
1607,sich anziehen::V,obući se,rengtis
1608,sich anziehen::V,obući se,apsirengti
1609,kämmen::V,češljati,šukuoti
1610,schmücken::V,uresiti,puošti
1611,schmücken::V,uresiti,dabinti
1612,schmücken::V,uresiti,gražinti
1613,schmücken::V,nakititi,puošti
1614,schmücken::V,nakititi,dabinti
1615,schmücken::V,nakititi,gražinti
1616,sagen::V,reći,tarti
1617,sagen::V,kazati,tarti
1618,sprechen::V,govoriti,kalbėti
1619,reden::V,govoriti,šnekėti
1620,reden::V,besjediti,šnekėti
1621,sich unterhalten::V,razgovarati se,kalbėtis
1622,sich unterhalten::V,razgovarati se,šnekučiuotis
1623,fragen::V,pitati,klausti
1624,bitten::V,moliti,prašyti
1625,erzählen::V,ispričati,pasakoti
1626,erzählen::V,pripovjediti,pasakoti
1627,mitteilen::V,saopćiti,skelbti
1628,mitteilen::V,saopćiti,pranešti
1629,nennen::V,nazvati,vadinti
1630,nennen::V,nazvati,vardyti
1631,rufen::V,zvati,šaukti
1632,rufen::V,zvati,kviesti
1633,rufen::V,dozvati,šaukti
1634,rufen::V,dozvati,kviesti
1635,prahlen::V,hvalisati se,girtis
1636,übersetzen::V,prevesti,versti
1637,übersetzen::V,prevesti,išversti
1638,denken::V,misliti,galvoti
1639,glauben::V,vjerovati,manyti
1640,glauben::V,vjerovati,tikėti
1641,bemerken::V,zapaziti,pamatyti
1642,bemerken::V,zapaziti,pastebėti
1643,bemerken::V,primijetiti,pamatyti
1644,bemerken::V,primijetiti,pastebėti
1645,erkennen::V,prepoznati,pažinti
1646,erkennen::V,prepoznati,atpažinti
1647,begreifen::V,pojmiti,suvokti
1648,begreifen::V,shvatiti,suvokti
1649,verstehen::V,razabrati,suprasti
1650,lernen::V,učiti se,mokytis
1651,wissen::V,znati,žinoti
1652,sich erinnern an::V,sjetiti se,prisiminti
1653,vergessen::V,zaboraviti,užmiršti
1654,messen::V,mjeriti,matuoti
1655,zählen::V,brojiti,skaičiuoti
1656,rechnen::V,računati,skaičiuoti
1657,lesen::V,čitati,skaityti
1658,malen::V,slikati,tapyti
1659,zeichnen::V,crtati,piešti
1660,zeichnen::V,crtati,žymėti
1661,zeichnen::V,crtati,braižyti
1662,schreiben::V,pisati,rašyti
1663,besitzen::V,imati,turėti
1664,besitzen::V,posjedovati,turėti
1665,kaufen::V,kupiti,pirkti
1666,verkaufen::V,prodati,parduoti
1667,verkaufen::V,raspačati,parduoti
1668,bezahlen::V,platiti,apmokėti
1669,zahlen::V,plaćati,mokėti
1670,beherrschen::V,vladati,valdyti
1671,beherrschen::V,gospodariti,valdyti
1672,ertragen::V,trpjeti,kę̃sti
1673,ertragen::V,trpjeti,pakelti
1674,ertragen::V,trpjeti,iškę̃sti
1675,ertragen::V,podnijeti,kę̃sti
1676,ertragen::V,podnijeti,pakelti
1677,ertragen::V,podnijeti,iškę̃sti
1678,Gehirn::N,,smegenys
