,Concept_ID,hr,lt
372,Art::N,vid,rūšis
373,Art::N,vrst,rūšis
374,Stück::N,komad,gabalas
375,Teil::N,dio,dalis
376,Hälfte::N,polovina,pusė
377,Kreis::N,krug,ratas
378,Kreis::N,krug,apskritis
379,Kreis::N,krug,apskritimas
380,Kreuz::N,križ,kryžius
381,Linie::N,crta,linija
382,Strich::N,crta,brėžis
383,Strich::N,crta,brūkšnys
384,Abstand::N,razmak,atstumas
385,Abstand::N,odstojanje,atstumas
386,Entfernung::N,udaljenost,atstumas
387,Gegend::N,kraj,vietovė
388,Gegend::N,predeo,vietovė
389,Platz::N,mjesto,vieta
390,Ort::N,mjesto,vieta
391,Ort::N,mjesto,vietovė
392,Seite::N,bok,pusė
393,Seite::N,bok,šonas
394,Seite::N,strana,pusė
395,Seite::N,strana,šonas
396,Mitte::N,sredina,vidurys
397,Gegenstand::N,predmet,dalykas
398,Sache::N,posao,daiktas
399,Rand::N,rub,kraštas
400,Rand::N,rub,pakraštys
401,Rand::N,kraj,kraštas
402,Rand::N,kraj,pakraštys
403,Kante::N,brid,kraštas
404,Kante::N,ivica,kraštas
405,Ecke::N,ugao,kertė
406,Ecke::N,ugao,kampas
407,Spitze::N,vrh,priekis
408,Spitze::N,vrh,priešakys
409,Spitze::N,šiljak,priekis
410,Spitze::N,šiljak,priešakys
411,Ende::N,konac,galas
412,Loch::N,rupa,skylė
413,Winkel::N,kut,kampas
414,Winkel::N,kut,kampelis
415,Winkel::N,ugao,kampas
416,Winkel::N,ugao,kampelis
417,Muster::N,uzor,raštas
418,Größe::N,veličina,dydis
419,Größe::N,veličina,didumas
420,Länge::N,duljina,ilgis
421,Länge::N,duljina,ilgumas
422,Höhe::N,visina,aukštis
423,Höhe::N,visina,aukštuma
424,Gewicht::N,težina,svoris
425,Gewicht::N,težina,svarstis
426,Menge::N,mnoštvo,kiekis
427,Menge::N,mnoštvo,daugybė
428,Menge::N,količina,kiekis
429,Menge::N,količina,daugybė
430,Haufen::N,hrpa,krūva
431,Haufen::N,hrpa,šūsnis
432,Haufen::N,gomila,krūva
433,Haufen::N,gomila,šūsnis
434,Reihe::N,red,greta
435,Boot::N,čun,valtis
436,Boot::N,čun,laivelis
437,Boot::N,čamac,valtis
438,Boot::N,čamac,laivelis
439,Ruder::N,veslo,irklas
440,Schlitten::N,saone,rogės
441,Schlitten::N,saone,rogutės
442,Ski::N,ski,slidė
443,Ski::N,smučka,slidė
444,Lagerfeuer::N,logorska vatra,laužas
445,Last::N,tovar,našta
446,Last::N,tovar,nešulys
447,Gang::N,hod,eisena
448,Schritt::N,korak,žingsnis
449,Norden::N,sjever,šiaurė
450,Norden::N,sjever,žiemiai
451,Süden::N,jug,pietūs
452,Westen::N,zapad,vakarai
453,Osten::N,istok,rytai
454,Holz::N,drvo,mediena
455,Brett::N,daska,lenta
456,Platte::N,ploča,plokštė
457,Stütze::N,potpora,atrama
458,Stütze::N,potpora,atspara
459,Stange::N,motka,lazda
460,Stange::N,motka,kartis
461,Stock::N,štap,lazda
462,Stock::N,palica,lazda
463,Stab::N,štap,kartis
464,Stab::N,šipka,kartis
465,Rohr::N,cijev,vamzdis
466,Haus::N,kuća,namas
467,Heim::N,dom,namai
468,Ofen::N,peć,krosnis
469,Fußboden::N,pod,grindys
470,Tisch::N,stol,stalas
471,Tisch::N,trpeza,stalas
472,Stuhl::N,stolac,kėdė
473,Stuhl::N,stolica,kėdė
474,Wiege::N,kolijevka,lopšys
475,Bett::N,krevet,lova
476,Bett::N,krevet,patalai
477,Bett::N,postelja,lova
478,Bett::N,postelja,patalai
479,Regal::N,polica,lentyna
480,Kiste::N,sanduk,dėžė
481,Fenster::N,prozor,langas
482,Tür::N,vrata,durys
483,Tor::N,vrata,vartai
484,Tor::N,kapija,vartai
485,Zaun::N,plot,tvora
486,Zaun::N,ograda,tvora
487,Dach::N,krov,stogas
488,Leiter::N,ljestve,kopėčios
489,Leiter::N,ljestvice,kopėčios
490,Besen::N,metla,šluota
491,Spaten::N,ašov,lopeta
492,Spaten::N,ašov,kastuvas
493,Schaufel::N,lopata,semtuvas
494,Gabel::N,viljuška,šakutė
495,Löffel::N,žlica,šaukštas
496,Messer::N,nož,peilis
497,Nagel::N,čavao,vinis
498,Netz::N,mreža,tinklas
499,Haken::N,kuka,vagis
500,Haken::N,kuka,kablys
501,Griff::N,držak,kotas
502,Griff::N,držak,rankena
503,Griff::N,ručica,kotas
504,Griff::N,ručica,rankena
505,Schloss::N,brava,spyna
506,Schloss::N,brava,užraktas
507,Bild::N,slika,paveikslas
508,Figur::N,figura,figūra
509,Puppe::N,lutka,lėlė
510,Beutel::N,kesa,krepšys
511,Beutel::N,kesa,maišelis
512,Bündel::N,snop,ryšulys
513,Bündel::N,svežanj,ryšulys
514,Tasche::N,torba,krepšelis
515,Tasche::N,taška,krepšelis
516,Eimer::N,kabao,kibiras
517,Deckel::N,poklopac,dangtis
518,Geschirr::N,suđe,indai
519,Geschirr::N,posuđe,indai
520,Sack::N,džak,maišas
521,Sack::N,vreća,maišas
522,Tasse::N,šalica,puodukas
523,Topf::N,lonac,puodas
524,Kessel::N,kazan,katilas
525,Essen::N,obrok,valgis
526,Nahrung::N,hrana,penas
527,Nahrung::N,hrana,maistas
528,Speise::N,jelo,patiekalas
529,Fleisch::N,meso,mėsa
530,Getreide::N,žito,javai
531,Getreide::N,žitarice,javai
532,Brei::N,kaša,košė
533,Brot::N,kruh,duona
534,Scheibe::N,kriška,riekė
535,Fett::N,mast,taukai
536,Fett::N,mast,riebalai
537,Fett::N,salo,taukai
538,Fett::N,salo,riebalai
539,Butter::N,buter,sviestas
540,Butter::N,maslac,sviestas
541,Öl::N,ulje,aliejus
542,Salz::N,sol,druska
543,Suppe::N,supa,sriuba
544,Honig::N,med,medus
545,Milch::N,mlijeko,pienas
546,Tee::N,čaj,arbata
547,Leder::N,koža,oda
548,Wolle::N,vuna,vilna
549,Stoff::N,štof,audeklas
550,Stoff::N,tkanina,audeklas
551,Nadel::N,igla,adata
552,Faden::N,nit,gija
553,Faden::N,nit,siūlas
554,Faden::N,konac,gija
555,Faden::N,konac,siūlas
556,Knopf::N,dugme,saga
557,Knoten::N,čvor,mazgas
558,Knoten::N,uzao,mazgas
559,Farbe::N,farba,dažai
560,Kleidung::N,odjeća,rūbai
561,Kleidung::N,odjeća,drabužiai
562,Hemd::N,košulja,marškiniai
563,Kragen::N,ovratnik,apykaklė
564,Ärmel::N,rukav,rankovė
565,Hose::N,hlače,kelnės
566,Gürtel::N,pas,juosta
567,Gürtel::N,pas,diržas
568,Gürtel::N,pojas,juosta
569,Gürtel::N,pojas,diržas
570,Mütze::N,kapa,kepurė
571,Schuh::N,cipela,batas
572,Stiefel::N,čizma,auliniai batai
573,Ring::N,prsten,žiedas
574,Band::N,vrpca,kaspinas
575,Kamm::N,češalj,šukos
576,Spiegel::N,zrcalo,veidrodis
577,Spiegel::N,ogledalo,veidrodis
578,Riemen::N,kaiš,diržas
579,Riemen::N,remen,diržas
580,Schnur::N,vrpca,virvė
581,Leine::N,uzica,pavadėlis
582,Decke::N,ćebe,antklodė
583,Decke::N,pokrivač,antklodė
584,Kissen::N,jastuk,pagalvė
585,Kissen::N,jastuk,priegalvis
586,Tuch::N,rubac,skarelė
587,Tuch::N,marama,skarelė
588,Handtuch::N,ručnik,rankšluostis
589,Kraft::N,snaga,jėga
590,Stärke::N,jakost,stiprumas
591,Gesundheit::N,zdravlje,sveikata
592,Krankheit::N,bolest,liga
593,Schmerz::N,bol,skausmas
594,Wunde::N,rana,žaizda
595,Fieber::N,groznica,karštis
596,Arznei::N,lijek,vaistas
597,Brücke::N,most,tiltas
598,Brücke::N,ćuprija,tiltas
599,Brunnen::N,bunar,šulinys
600,Brunnen::N,zdenac,šulinys
601,Weide::N,paša,ganykla
602,Weide::N,paša,gluosnis
603,Weide::N,pašnjak,ganykla
604,Weide::N,pašnjak,gluosnis
605,Pfad::N,staza,takas
606,Weg::N,put,kelias
607,Straße::N,drum,gatvė
608,Straße::N,cesta,gatvė
609,Dorf::N,selo,kaimas
610,Dorf::N,selo,sodžius
611,Stadt::N,grad,miestas
612,Stadt::N,varoš,miestas
613,Brief::N,list,laiškas
614,Brief::N,pismo,laiškas
615,Buch::N,knjiga,knyga
616,Buchstabe::N,slovo,raidė
617,Zeitung::N,novine,laikraštis
618,Leben::N,život,gyvybė
619,Leben::N,život,gyvenimas
620,Tod::N,smrt,mirtis
621,Grab::N,raka,kapas
622,Kirche::N,crkva,bažnyčia
623,Sünde::N,grijeh,nuodėmė
624,Sünde::N,grijeh,nusidėjimas
625,Gott::N,bog,dievas
626,Arbeiter::N,radnik,darbininkas
627,Chef::N,šef,šefas
628,Chef::N,šef,vadovas
629,Chef::N,šef,viršininkas
630,Meister::N,majstor,meistras
631,Arzt::N,liječnik,gydytojas
632,Lehrer::N,učitelj,mokytojas
633,Geld::N,novac,pinigai
634,Geschäft::N,posao,biznis
635,Geschäft::N,trgovina,biznis
636,Laden::N,dućan,krautuvė
637,Laden::N,dućan,parduotuvė
638,Preis::N,cijena,kaina
639,Ware::N,roba,prekė
640,Nutzen::N,korist,nauda
641,Nutzen::N,korist,pelnas
642,Reichtum::N,bogatstvo,turtas
643,Welt::N,svijet,pasaulis
644,Land::N,zemlja,žemė
645,Land::N,zemlja,šalis
646,Staat::N,država,valstija
647,König::N,kralj,karalius
648,Macht::N,moć,galia
649,Macht::N,moć,valdžia
650,Macht::N,vlast,galia
651,Macht::N,vlast,valdžia
652,Grenze::N,granica,riba
653,Grenze::N,granica,siena
654,Krieg::N,rat,karas
655,Feind::N,neprijatelj,priešas
656,Gewalt::N,sila,jėga
657,Gewalt::N,sila,smurtas
658,Gewalt::N,sila,prievarta
659,Gewalt::N,nasilje,jėga
660,Gewalt::N,nasilje,smurtas
661,Gewalt::N,nasilje,prievarta
662,Kampf::N,boj,kova
663,Kampf::N,borba,kova
664,Bogen[Waffe]::N,luk,lankas
665,Pfeil::N,strijela,strėlė
666,Gewehr::N,puška,šautuvas
667,Fehler::N,pogreška,klaida
668,Fehler::N,griješka,klaida
669,Lüge::N,laž,melas
670,Schaden::N,šteta,nuostolis
671,Schaden::N,šteta,apgadinimas
672,Unglück::N,nesreća,nelaimė
673,Schuld::N,krivnja,kaltė
674,Alter::N,dob,amžius
675,Schluss::N,kraj,pabaiga
676,Schluss::N,konac,pabaiga
677,Zeit::N,doba,laikas
678,Zeit::N,vrijeme,laikas
679,Tag::N,dan,diena
680,Morgen::N,jutro,rytas
681,Mittag::N,podne,vidurdienis
682,Abend::N,veče,vakaras
683,Abend::N,večer,vakaras
684,Nacht::N,noć,naktis
685,Woche::N,sedmica,savaitė
686,Monat::N,mjesec,mėnuo
687,Jahr::N,godina,metai
688,Frühling::N,proljeće,pavasaris
689,Sommer::N,ljeto,vasara
690,Herbst::N,jesen,ruduo
691,Winter::N,zima,žiema
692,Januar::N,januar,sausis
693,Januar::N,siječanj,sausis
694,Februar::N,veljača,vasaris
695,Februar::N,februar,vasaris
696,März::N,mart,kovas
697,März::N,ožujak,kovas
698,April::N,april,balandis
699,April::N,travanj,balandis
700,Mai::N,maj,gegužė
701,Mai::N,svibanj,gegužė
702,Juni::N,juni,birželis
703,Juni::N,lipanj,birželis
704,Juli::N,juli,liepa
705,Juli::N,srpanj,liepa
706,August::N,august,rugpjūtis
707,August::N,kolovoz,rugpjūtis
708,September::N,rujan,rugsėjis
709,September::N,septembar,rugsėjis
710,Oktober::N,oktobar,spalis
711,Oktober::N,listopad,spalis
712,November::N,studeni,lapkritis
713,November::N,novembar,lapkritis
714,Dezember::N,prosinac,gruodis
715,Montag::N,ponedjeljak,pirmadienis
716,Montag::N,ponedjeljnik,pirmadienis
717,Dienstag::N,utorak,antradienis
718,Dienstag::N,utornik,antradienis
719,Mittwoch::N,srijeda,trečiadienis
720,Donnerstag::N,četvrtak,ketvirtadienis
721,Freitag::N,petak,penktadienis
722,Samstag::N,subota,šeštadienis
723,Sonntag::N,nedjelja,sekmadienis
724,groß::A,velik,didis
725,groß::A,velik,didelis
726,klein::A,mali,mažas
727,klein::A,malen,mažas
728,lang::A,dug,ilgas
729,lang::A,dugačak,ilgas
730,kurz::A,kratak,trumpas
731,breit::A,širok,platus
732,schmal::A,uski,smulkus
733,schmal::A,uzak,smulkus
734,dicht::A,gust,tankus
735,dick[Gegenstand]::A,debeo,storas
736,dünn::A,tanak,plonas
737,fein::A,fin,smulkus
738,fein::A,tanak,smulkus
739,fest::A,čvrst,kietas
740,fest::A,čvrst,tvirtas
741,flach::A,ravan,lėkštas
742,flach::A,ravan,plokščias
743,flach::A,plosnat,lėkštas
744,flach::A,plosnat,plokščias
745,glatt::A,gladak,slidus
746,hart::A,tvrd,kietas
747,weich::A,mek,minkštas
748,weich::A,mekan,minkštas
749,rund::A,okrugao,apvalus
750,rund::A,okrugao,apskritas
751,spitz::A,oštar,aštrus
752,spitz::A,oštar,smailus
753,spitz::A,šiljast,aštrus
754,spitz::A,šiljast,smailus
755,scharf::A,oštar,aštrus
756,scharf::A,bridak,aštrus
757,stumpf::A,tup,bukas
758,stumpf::A,tup,atšipęs
759,schwer::A,težak,sunkus
760,schön::A,krasan,gražus
761,heiß::A,vruć,karštas
762,warm::A,topao,šiltas
763,kalt::A,hladan,šaltas
764,kühl::A,hladan,vėsus
765,kühl::A,hladan,bejausmis
766,frisch::A,svjež,šviežias
767,feucht::A,vlažan,drėgnas
768,nass::A,mokar,šlapias
769,trocken::A,suh,sausas
770,voll::A,pun,pilnas
771,leer::A,prazan,tuščias
772,offen::A,otvoren,atviras
773,geschlossen::A,zatvoren,uždaras
774,geschlossen::A,zatvoren,uždarytas
775,sauber::A,čist,švarus
776,schmutzig::A,nečist,nešvarus
777,schmutzig::A,nečist,purvinas
778,schmutzig::A,blatan,nešvarus
779,schmutzig::A,blatan,purvinas
780,roh::A,sirov,žalias
781,reif::A,zreo,prinokęs
782,reif::A,zreo,pribrendęs
783,lecker::A,tečan,gardus
784,lecker::A,ukusan,gardus
785,süß::A,sladak,saldus
786,bitter::A,gorak,kartus
787,sauer::A,kiseo,gižus
788,sauer::A,kiseo,rūgštus
789,hell::A,vedar,šviesus
790,hell::A,vedar,skaistus
791,hell::A,svijetao,šviesus
792,hell::A,svijetao,skaistus
793,dunkel::A,taman,tamsus
794,schwarz::A,crn,juodas
795,weiß::A,bio,baltas
796,weiß::A,bijel,baltas
797,rot::A,crven,raudonas
798,gelb::A,žut,geltonas
799,blau::A,plav,mėlynas
800,blau::A,modar,mėlynas
801,grün::A,zelen,žalias
802,grau::A,siv,pilkas
803,bunt::A,šaren,margas
804,bunt::A,šaren,spalvotas
805,billig::A,jeftin,pigus
806,teuer::A,skup,brangus
