,Concept_ID,fa,myv
195,Gans::N,غاز,мацей
196,Adler::N,عقاب,куцькан
197,Adler::N,عقاب,тумоатякш
198,Ente::N,اردک,яксярго
199,Ente::N,مرغابی,яксярго
200,Eule::N,جغد,корж
201,Kranich::N,درنا,карго
202,Krähe::N,زاغ,варака
203,Krähe::N,کلاغ,варака
204,Kuckuck::N,فاخته,куко
205,Schwan::N,قو,локсей
206,Fisch::N,ماهی,кал
207,Barsch::N,ماهی خاردار,окунь
208,Hecht::N,اردک ماهی,щука
209,Schlange[Tier]::N,مار,гуй
210,Wurm::N,کرم,сукс
211,Spinne::N,عنکبوت,шанжав
212,Ameise::N,مورچه,коткудав
213,Laus::N,شپش,сий
214,Mücke::N,پشه,сеське
215,Fliege::N,مگس,карво
216,Schmetterling::N,پروانه,нимиляв
217,Beere::N,گیله,умарь
218,Apfel::N,سیب,умарь
219,Pilz::N,قارچ,панго
220,Zwiebel::N,پیاز,чурька
221,Saat::N,بذر,видьметь
222,Korn::N,تخم,сюро
223,Korn::N,دانه,сюро
224,Heu::N,علف خشک,тикше
225,Schale::N,پوست,кедь
226,Schale::N,پوست,ваткавкс
227,Grube::N,گودال,латко
228,Falle::N,دام,тувор
229,Falle::N,دام,кундамка
230,Schlinge::N,حلقه,килькш
231,Spur::N,رد,челькс
232,Spur::N,رد,пильгеки
233,Asche::N,خاکستر,кулов
234,Dreck::N,کثافت,рудаз
235,Eisen::N,آهن,кшни
236,Gold::N,زر,сырне
237,Gold::N,طلا,сырне
238,Silber::N,نقره,сия
239,Kohle::N,زغال,сэдь
240,Kohle::N,زغال,уголия
241,Glas::N,شیشه,сулика
242,Lehm::N,گل,сёвонь
243,Sand::N,شن,човар
244,Sand::N,ماسه,човар
245,Mensch::N,آدم,ломань
246,Mensch::N,انسان,ломань
247,Mann::N,مرد,аля
248,Mann::N,مرد,цёраломань
249,Frau::N,زن,ава
250,Kind::N,بچه,эйкакш
251,Kind::N,کودک,эйкакш
252,Junge::N,پسر,цёрыне
253,Mädchen::N,دختر,тейтерне
254,Familie::N,فامیل,семия
255,Familie::N,خانواده,семия
256,Großvater::N,پدربزرگ,покштя
257,Großmutter::N,مادر‌بزرگ,баба
258,Eltern::N,والدین,тетят-ават
259,Eltern::N,پدر‌و‌مادر,тетят-ават
260,Vater::N,پدر,тетя
261,Mutter::N,مادر,ава
262,Sohn::N,پسر,цёра
263,Tochter::N,دختر,тейтерь
264,Bruder::N,برادر,леля
265,Bruder::N,برادر,ялакс
266,Schwester::N,خواهر,сазор
267,Onkel::N,عمو,леля
268,Onkel::N,دایی,леля
269,Tante::N,عمه,патя
270,Tante::N,خاله,патя
271,Ehemann::N,همسر,мирде
272,Ehefrau::N,همسر,ни
273,Freude::N,شادی,кеняркс
274,Gelächter::N,خنده,ракамо
275,Gelächter::N,خنده,пейдема
276,Gelächter::N,قاه‌قاه,ракамо
277,Gelächter::N,قاه‌قاه,пейдема
278,Glück::N,اقبال,уцяска
279,Kummer::N,غم,рискс
280,Kummer::N,غم,мелявкс
281,Kummer::N,غصه,рискс
282,Kummer::N,غصه,мелявкс
283,Wunsch::N,آرزو,мель
284,Wunsch::N,آرزو,бажамо
285,Lust::N,هوس,бажамо
286,Geist::N,روح,ойме
287,Gedanke::N,فکر,мель
288,Gedächtnis::N,حافظه,мель
289,Verstand::N,هوش,прев
290,Sinn::N,معنا,толк
291,Sinn::N,معنا,смысла
292,Sinn::N,مفهوم,толк
293,Sinn::N,مفهوم,смысла
294,Grund::N,سبب,тувтал
295,Grund::N,دلیل,тувтал
296,Wahrheit::N,حقیقت,видечи
297,Gespräch::N,صحبت,кортнема
298,Gespräch::N,گفتگو,кортнема
299,Märchen::N,قصه,ёвкс
300,Märchen::N,افسانه,ёвкс
301,Erzählung::N,داستان,ёвтнема
302,Nachricht::N,خبر,куля
303,Neuigkeit::N,خبر تازه,куля
304,Name::N,اسم,лем
305,Rätsel::N,معما,содамоёвкс
306,Rede::N,سخن,кортамо
307,Sprache::N,زبان,кель
308,Stimme::N,صدا,ваигель
309,Wort::N,کلمه,вал
310,Zeichen::N,نشان,теште
311,Zeichen::N,علامت,теште
312,Ruf::N,صدا,тердема
313,Lärm::N,هیاهو,шалнома
314,Laut::N,صدا,вайгель
315,Ton::N,آهنگ,гайнема
316,Lied::N,آواز,моро
317,Lied::N,ترانه,моро
318,Ruhe::N,آرامش,оймамо
319,Leute::N,مردم,ломанть
320,Volk::N,خلق,народ
321,Arbeit::N,کار,тев
322,Gast::N,مهمان,инже
323,Geschenk::N,هدیه,казне
324,Spiel::N,بازی,налксема
325,Gesellschaft::N,جمعیت,община
326,Hilfe::N,کمک,лездамо
327,Freund::N,دوست,оя
328,Freund::N,دوست,ялга
329,Kamerad::N,رفیق,оя
330,Kamerad::N,رفیق,ялга
331,Angelegenheit::N,امر,тев
332,Angelegenheit::N,قضیه,тев
333,Anzahl::N,عده,ламоксчи
334,Anzahl::N,شمار,ламоксчи
335,Art::N,نوع,вид
336,Stück::N,تکه,пакш
337,Stück::N,تکه,пелькс
338,Stück::N,قطعه,пакш
339,Stück::N,قطعه,пелькс
340,Teil::N,بخش,часть
341,Teil::N,بخش,пелькс
342,Teil::N,قسمت,часть
343,Teil::N,قسمت,пелькс
344,Hälfte::N,نیم,пель
345,Hälfte::N,نیم,пелькс
346,Kreis::N,حلقه,кирькс
347,Kreis::N,دایره,кирькс
348,Kreuz::N,صلیب,крёст
349,Linie::N,خط,кикс
350,Linie::N,سطر,кикс
351,Strich::N,خط,межа
352,Abstand::N,فاصله,ютко
353,Entfernung::N,مسافت,ютко
354,Gegend::N,منطقه,тарка
355,Gegend::N,منطقه,пертьпелькс
356,Platz::N,گنجایش,васолкс
357,Ort::N,جا,тарка
358,Ort::N,محل,тарка
359,Ort::N,مکان,тарка
360,Seite::N,طرف,ён
361,Seite::N,طرف,чире
362,Mitte::N,وسط,куншка
363,Mitte::N,میان,куншка
364,Gegenstand::N,چیز,предмет
365,Sache::N,چیز,тев
366,Sache::N,چیز,веща
367,Rand::N,کنار,пе
368,Rand::N,کنار,чире
369,Rand::N,حاشیه,пе
370,Rand::N,حاشیه,чире
371,Kante::N,لبه,ирдез
372,Ecke::N,گوشه,ужо
373,Spitze::N,سر,пряне
374,Spitze::N,سر,пе
375,Spitze::N,نوک,пряне
376,Spitze::N,نوک,пе
377,Ende::N,ته,пе
378,Ende::N,آخر,пе
379,Loch::N,سوراخ,варя
380,Winkel::N,کنج,ужо
381,Muster::N,نقش,сёрма
382,Größe::N,قد,сэрь
383,Größe::N,قد,покшолма
384,Größe::N,بزرگی,сэрь
385,Größe::N,بزرگی,покшолма
386,Länge::N,طول,кувалмо
387,Höhe::N,بلندی,сэрь
388,Höhe::N,بلندی,пандо
389,Gewicht::N,وزن,сталмо
390,Menge::N,مقدار,лововкс
391,Menge::N,اندازه,лововкс
392,Haufen::N,توده,мар
393,Haufen::N,توده,валявкс
394,Reihe::N,ردیف,ряд
395,Boot::N,قایق,венч
396,Ruder::N,پارو,милё
397,Schlitten::N,سورتمه,нурдт
398,Ski::N,اسکی,сокс
399,Lagerfeuer::N,آتش,толбандя
400,Last::N,بار,сталмо
401,Last::N,بار,кандома
402,Last::N,سنگینی,сталмо
403,Last::N,سنگینی,кандома
404,Gang::N,راه رفتن,молема
405,Gang::N,راه رفتن,якамо
406,Schritt::N,قدم,эскелькс
407,Norden::N,شمال,якшамо ёнкс
408,Süden::N,جنوب,лембе ёнкс
409,Westen::N,غرب,чивалгома
410,Osten::N,شرق,чилисема
411,Holz::N,چوب,чувто
412,Brett::N,تخته,лаз
413,Platte::N,صفحه,плита
414,Stütze::N,تکیه,неже
415,Stange::N,میله,олга
416,Stock::N,چوب,мандо
417,Stab::N,عصا,олога
418,Rohr::N,لوله,турба
419,Haus::N,منزل,кудо
420,Heim::N,خانه,кудо
421,Heim::N,کاشانه,кудо
422,Ofen::N,بخاری,каштомо
423,Fußboden::N,کف اتاق,киякс
424,Tisch::N,میز,столь
425,Stuhl::N,صندلی,стул
426,Wiege::N,گهواره,лавсь
427,Wiege::N,گهواره,нурямот
428,Bett::N,تختخواب,ацамо
429,Regal::N,قفسه,лався
430,Regal::N,قفسه,лавсяланго
431,Kiste::N,صندوق,горобия
432,Kiste::N,صندوق,сундук
433,Fenster::N,پنجره,вальма
434,Tür::N,در,кенкш
435,Tür::N,درب,кенкш
436,Tor::N,دروازه,ортат
437,Zaun::N,حصار,пирявт
438,Zaun::N,حصار,пирвякс
439,Dach::N,بام,кудопря
440,Leiter::N,نردبان,кузтема
441,Besen::N,جارو,тенсть
442,Spaten::N,بیل,койме
443,Schaufel::N,بیل,кече
444,Schaufel::N,بیل,келей койме
445,Schaufel::N,پارو,кече
446,Schaufel::N,پارو,келей койме
447,Gabel::N,چنگال,сянгине
448,Löffel::N,قاشق,пенч
449,Messer::N,کارد,пеель
450,Nagel::N,میخ,эске
451,Netz::N,تور,алтыма
452,Netz::N,شبکه,алтыма
453,Haken::N,قلاب,кечказ
454,Griff::N,دسته,кедне
455,Schloss::N,قفل,замок
456,Schloss::N,قفل,панжома
457,Bild::N,عکس,картина
458,Bild::N,تصویر,картина
459,Figur::N,تندیس,рунго
460,Puppe::N,عروسک,няка
461,Beutel::N,کیسه,кескав
462,Bündel::N,بسته,керькс
463,Tasche::N,کیف,юдма
464,Eimer::N,سطل,ведра
465,Deckel::N,در,велькс
466,Geschirr::N,ظرف,кедьге
467,Sack::N,گونی,кескав
468,Tasse::N,فنجان,чакш
469,Topf::N,دیگ,кастрюля
470,Topf::N,قابلمه,кастрюля
471,Kessel::N,دیگ,котёл
472,Essen::N,خوراک,ярсамо
473,Nahrung::N,غذا,ярсамопель
474,Speise::N,خوراک,ярсамопель
475,Fleisch::N,گوشت,сывель
476,Getreide::N,غله,сюро
477,Brei::N,فرنی,каша
478,Brei::N,حریره,каша
479,Brot::N,نان,кши
480,Scheibe::N,قاچ,кочом
481,Scheibe::N,قاچ,сускомо
482,Scheibe::N,لزگه,кочом
483,Scheibe::N,لزگه,сускомо
484,Fett::N,چربی,куя
485,Butter::N,کره,ой
486,Öl::N,روغن,ой
487,Salz::N,نمک,сал
488,Suppe::N,آش,ям
489,Suppe::N,سوپ,ям
490,Honig::N,عسل,медь
491,Milch::N,شیر,ловсо
492,Tee::N,چای,чай
493,Leder::N,چرم,киське
494,Wolle::N,پشم,пона
495,Stoff::N,پارچه,коцт
496,Nadel::N,سوزن,салмукс
497,Faden::N,نخ,суре
498,Knopf::N,دکمه,пов
499,Knoten::N,گره,сюлмо
500,Farbe::N,رنگ,артомапель
501,Kleidung::N,لباس,оршамот
502,Kleidung::N,پوشاک,оршамот
503,Hemd::N,پیراهن,панар
504,Kragen::N,یقه,сиве
505,Ärmel::N,آستین,ожа
506,Hose::N,شلوار,понкст
507,Gürtel::N,کمر‌بند,каркс
508,Mütze::N,کلاه,чапка
509,Schuh::N,کفش,туфля
510,Stiefel::N,چکمه,кем
511,Ring::N,حلقه,суркс
512,Ring::N,انگشتر,суркс
513,Band::N,نوار,лента
514,Band::N,روبان,лента
515,Kamm::N,شانه,сурсеме
516,Spiegel::N,آینه,чавачамо
517,Riemen::N,تسمه,кшнань каркс
518,Schnur::N,ریسمان,пикс
519,Leine::N,قلاده,ведьме
520,Decke::N,پتو,вельтямо
521,Kissen::N,بالش,тодов
522,Tuch::N,شال,паця
523,Handtuch::N,حوله,нардамо
524,Kraft::N,نیرو,вий
525,Stärke::N,زور,виевчи
526,Gesundheit::N,سلامتی,шумбрачи
527,Gesundheit::N,تندرستی,шумбрачи
528,Krankheit::N,بیماری,орма
529,Krankheit::N,بیماری,сэредема
530,Schmerz::N,درد,сэредькс
531,Wunde::N,زخم,керявкс
532,Fieber::N,تب,маштыкс
533,Arznei::N,دارو,ормаменькс
534,Brücke::N,پل,сэдь
535,Brücke::N,پل,мадамо
536,Brunnen::N,چاه,лисьма
537,Weide::N,چراگاه,ракшань ванома тарка
538,Pfad::N,راه,ян
539,Weg::N,راه,ки
540,Weg::N,طریق,ки
541,Straße::N,راه,ки
542,Straße::N,جاده,ки
543,Dorf::N,ده,веле
544,Dorf::N,روستا,веле
545,Stadt::N,شهر,ош
546,Brief::N,نامه,сёрма
547,Buch::N,کتاب,книга
548,Buchstabe::N,حرف,буква
549,Zeitung::N,روزنامه,газета
550,Leben::N,عمر,эрямо
551,Leben::N,زندگی,эрямо
552,Tod::N,مرگ,кулома
553,Grab::N,گور,калмо
554,Grab::N,مزار,калмо
555,Kirche::N,کلیسا,церькова
556,Sünde::N,بزه,чумочи
557,Sünde::N,گناه,чумочи
558,Gott::N,خدا,паз
559,Arbeiter::N,کارگر,робочей
560,Chef::N,رئیس,прявт
561,Meister::N,استاد,кол тевень тенця
562,Arzt::N,پزشک,врач
563,Lehrer::N,معلم,учитель
564,Lehrer::N,معلم,тонавтыця
565,Lehrer::N,آموزگار,учитель
566,Lehrer::N,آموزگار,тонавтыця
567,Geld::N,پول,ярмак
568,Geschäft::N,کار,ладязь тев
569,Geschäft::N,بیزنس,ладязь тев
570,Laden::N,دکان,лавка
571,Laden::N,مغازه,лавка
572,Preis::N,بها,питне
573,Preis::N,قیمت,питне
574,Ware::N,جنس,миевкс
575,Ware::N,جنس,рамавкс
576,Ware::N,کالا,миевкс
577,Ware::N,کالا,рамавкс
578,Nutzen::N,مزیت,паро
579,Nutzen::N,مزیت,лезэ
580,Nutzen::N,امتیاز,паро
581,Nutzen::N,امتیاز,лезэ
582,Reichtum::N,مال,сюпавчи
583,Reichtum::N,ثروت,сюпавчи
584,Welt::N,دنیا,мир
585,Welt::N,دنیا,мастор ланго
586,Land::N,کشور,мастор
587,Land::N,مملکت,мастор
588,Staat::N,دولت,государства
589,König::N,شاه,король
590,König::N,پادشاه,король
591,Macht::N,قدرت,азорксчи
592,Macht::N,اختیار,азорксчи
593,Grenze::N,مرز,буен тешкс
594,Krieg::N,جنگ,война
595,Feind::N,دشمن,душман
596,Gewalt::N,زور,нарьгамо
597,Gewalt::N,خشونت,нарьгамо
598,Kampf::N,نبرد,тюрема
599,Kampf::N,مبارزه,тюрема
600,Bogen[Waffe]::N,کمان,нал
601,Pfeil::N,تیر,нал
602,Gewehr::N,تفنگ,ружия
603,Gewehr::N,تفنگ,винтовка
604,Fehler::N,غلط,ильведькс
605,Fehler::N,غلط,ильведевкс
606,Fehler::N,اشتباه,ильведькс
607,Fehler::N,اشتباه,ильведевкс
608,Lüge::N,دروغ,манчема
609,Lüge::N,دروغ,кенгелема
610,Schaden::N,آسیب,зыян
611,Schaden::N,خسارت,зыян
612,Unglück::N,بلا,зыян
613,Schuld::N,گناه,чумочи
614,Schuld::N,تقصیر,чумочи
615,Alter::N,سن,шка
616,Alter::N,عمر,шка
617,Schluss::N,انتها,пе
618,Zeit::N,وقت,шка
619,Zeit::N,وقت,пинге
620,Zeit::N,زمان,шка
621,Zeit::N,زمان,пинге
622,Tag::N,روز,чи
623,Morgen::N,صبح,валске
624,Mittag::N,ظهر,чикуншка
625,Abend::N,شب,чокшнэ
626,Abend::N,عصر,чокшнэ
627,Nacht::N,شب,ве
628,Woche::N,هفته,недля
629,Monat::N,ماه,ков
630,Jahr::N,سال,ие
631,Frühling::N,بهار,тундо
632,Sommer::N,تابستان,кизэ
633,Herbst::N,پاییز,сёксь
634,Winter::N,زمستان,теле
635,Januar::N,ژانویه,якшамков
636,Februar::N,فوریه,февраль
637,März::N,مارس,март
638,April::N,آوریل,апрель
639,Mai::N,مه,май
640,Juni::N,ژوئن,июнь
641,Juli::N,ژویه,июль
642,August::N,اوت,август
643,September::N,سپتامبر,сентября
644,Oktober::N,اکتبر,октября
645,November::N,نوامبر,ноября
646,Dezember::N,دسامبر,декабря
647,Montag::N,دو‌شنبه,пондельник
648,Dienstag::N,سه‌شنبه,овторник
649,Mittwoch::N,چهار‌شنبه,серёда
650,Donnerstag::N,پنج شنبه,цетьверьг
651,Freitag::N,جمعه,пеця
652,Samstag::N,شنبه,субута
653,Samstag::N,شنبه,шлямочи
654,Sonntag::N,یکشنبه,недлячи
655,groß::A,بزرگ,ине
656,groß::A,بزرگ,покш
657,klein::A,کوچک,вишка
658,lang::A,بلند,кувака
659,kurz::A,کوتاه,нурькине
660,breit::A,پهن,келей
661,schmal::A,تنگ,теине
662,schmal::A,نازک,теине
663,dicht::A,چگال,тусто
664,dicht::A,انبوه,тусто
665,dick[Gegenstand]::A,ضخیم,эчке
666,dünn::A,نازک,човине
667,fein::A,ریز,човине
668,fein::A,باریک,човине
669,fest::A,محکم,кеме
670,flach::A,صاف,лапужа
671,flach::A,مسطح,лапужа
672,glatt::A,لیز,валаня
673,hart::A,سفت,калгодо
674,weich::A,نرم,чевте
675,weich::A,ملایم,чевте
676,rund::A,گرد,кеверь
677,spitz::A,تیز,пшти
678,spitz::A,نوک‌تیز,пшти
679,scharf::A,تیز,пшти
680,scharf::A,برنده,пшти
681,stumpf::A,کند,ношка
682,schwer::A,سنگین,стака
683,schön::A,زیبا,мазый
684,heiß::A,داغ,пси
685,warm::A,گرم,лембе
686,kalt::A,سرد,якшамо
687,kühl::A,خنک,экше
688,frisch::A,تازه,свежа
689,feucht::A,مرطوب,летьке
690,nass::A,تر,начко
691,nass::A,خیش,начко
692,trocken::A,خشک,коське
693,voll::A,پر,пешксе
694,leer::A,خالی,чаво
695,offen::A,باز,панжадо
696,offen::A,باز,виде
697,geschlossen::A,بسته,пекстазь
698,geschlossen::A,بسته,сёлгозь
699,sauber::A,پاک,ванькс
700,sauber::A,تمیز,ванькс
701,schmutzig::A,کثیف,ливезев
702,schmutzig::A,آلوده,ливезев
703,roh::A,خام,верек
704,reif::A,رسیده,кенерезь
705,lecker::A,لذیذ,тантей
706,lecker::A,خوشمزه,тантей
707,süß::A,شیرین,ламбамо
708,bitter::A,تلخ,сэпей
709,sauer::A,ترش,чапамо
710,hell::A,روشن,валдо
711,dunkel::A,تاریک,чопода
712,schwarz::A,سیاه,раужо
713,weiß::A,سفید,ашо
714,rot::A,سرخ,якстере
715,rot::A,قرمز,якстере
716,gelb::A,زرد,ожо
717,blau::A,آبی,сэнь
718,grün::A,سبز,пиже
719,grau::A,طوسی,шержев
720,grau::A,خاکستری,шержев
721,bunt::A,رنگارنگ,сёрмав
722,billig::A,ارزان,аволь питней
723,teuer::A,گران,питней
724,wertvoll::A,قیمتی,питней
725,wertvoll::A,گرانبها,питней
726,blind::A,کور,сокор
727,blind::A,نابینا,сокор
728,taub::A,کر,амариця
729,taub::A,ناشنوا,амариця
730,kräftig::A,قوی,пек виев
731,stark::A,قوی,виев
732,stark::A,نیرومند,виев
733,schwach::A,ضعیف,лавшо
734,fett::A,چرب,куя
735,schlank::A,باریک‌اندام,виде ронга
736,hübsch::A,قشنگ,мазый
737,hübsch::A,خوشگل,мазый
738,böse::A,بد,кежей
739,dumm::A,احمق,чавола
740,dumm::A,احمق,превтеме
741,faul::A,لش,нузякс
742,faul::A,تنبل,нузякс
743,fleißig::A,زرنگ,мелень путыця
744,geizig::A,خسیس,скупой
745,klug::A,عاقل,превей
746,klug::A,باهوش,превей
747,geschickt::A,ماهر,маштозь теезь
748,lieb::A,عزیز,вадря
749,lustig::A,شاد,весёла
750,lustig::A,خوشحال,весёла
751,sanft::A,لطیف,сэтьме
752,hungrig::A,گرسنه,вачо
753,krank::A,مریض,сэредиця
754,krank::A,بیمار,сэредиця
755,nackt::A,لخت,штапо
756,nackt::A,برهنه,штапо
757,traurig::A,غمگین,нусманя
758,lebendig::A,زنده,эриця
759,gut::A,خوب,паро
760,schlecht::A,بد,берянь
761,richtig::A,درست,виде
762,schlimm::A,وخيم,берянь
763,wahr::A,درست,алкуксонь
764,wahr::A,حقیقی,алкуксонь
765,alt::A,کهنه,ташто
766,neu::A,نو,од
767,ehemalig::A,قبلی,икелень
768,alt[Lebewesen]::A,پیر,сыре
769,jung::A,جوان,од
770,arm::A,فقیر,кажов
771,reich::A,پولدار,сюпав
772,reich::A,ثروتمند,сюпав
773,bekannt::A,آشنا,содавикс
774,bekannt::A,معلوم,содавикс
775,berühmt::A,مشهور,содавикс
776,fremd::A,خارجی,лия
777,fremd::A,خارجی,асодавикс
778,fremd::A,بیگانه,лия
779,fremd::A,بیگانه,асодавикс
780,verschieden::A,مختلف,эрьва
781,verschieden::A,متفاوت,эрьва
782,nah::A,نزدیک,а васолонь
783,fern::A,دور,умонь
784,fern::A,دور,кезэрень
785,linker::A,چپ,керш
786,rechter::A,راست,вить
787,anderer::A,دیگر,лия
788,erster::A,اول,васень
789,erster::A,اول,васенце
790,zweiter::A,دوم,омбоце
791,dritter::A,سوم,колмоце
792,letzter::A,آخر,меельце
793,allein::ADV,تنها,башка
794,allein::ADV,تنها,ськамонзо
795,auf einmal::ADV,همزمان,вейсэ
796,zusammen::ADV,باهم,вейс
797,zusammen::ADV,باهم,вейсэ
798,lange::ADV,مدت‌ها,кувать
799,lange::ADV,مدت زیادی,кувать
