,Concept_ID,ps,te
150,Herde::N,غېله,మంద
151,Kuh::N,غوا,ఆవు
152,Bulle::N,غوئی,గిత్త
153,Pferd::N,آس,గుఱ్ఱము
154,Schaf::N,پسه,గొఱ్ఱె
155,Schwein::N,سرکوزی,పంది
156,Hund::N,سپی,కుక్క
157,Katze::N,پشه,పిల్లి
158,Bär::N,خرس,ఎలుగుబంటి
159,Eichhörnchen::N,خړ لمی,ఉడుత
160,Elch::N,ګوزن,కణంజు
161,Fuchs::N,سپلم,గుంటనక్క
162,Hase::N,سوی,కుందేలు
163,Maus::N,مږک,చిట్టెలుక
164,Wolf::N,لېوه,తోడేలు
165,Vogel::N,مرغه,పక్షి
166,Schwarm::N,سېل,గుంపు
167,Huhn::N,چرګه,కోడిపిల్ల
168,Hahn::N,چرګ,కోడివుంజు
169,Gans::N,بته,ఆడుబాతు
170,Adler::N,عقاب,గ్రద్ద
171,Ente::N,ایلۍ,పాట్టిబాతు
172,Eule::N,ګونګی,గ్రుడ్లగూబ
173,Kranich::N,کلنګ,కొంగ
174,Krähe::N,کارغه,కాకి
175,Kuckuck::N,فاخته,కోయల
176,Schwan::N,قو,హంస
177,Fisch::N,کب,చేప
178,Fisch::N,ماهی,చేప
179,Schlange[Tier]::N,مار,పాము
180,Wurm::N,چینجی,పురుగు
181,Spinne::N,غڼه,సాలె పురుగు
182,Spinne::N,تارکښ,సాలె పురుగు
183,Ameise::N,مېږی,చీమ
184,Laus::N,سپږه,పేను
185,Mücke::N,ماشی,చీకటీగ
186,Fliege::N,مچ,ఈగ
187,Schmetterling::N,پتنګ,సీతాకోకచిలుక
188,Beere::N,مېوۍ,కాయ
189,Apfel::N,مڼه,ఆపిల్ పండు
190,Pilz::N,خرېړی,కుక్కగొడుగు
191,Zwiebel::N,پیاز,నీరుల్లి
192,Saat::N,تخم,విత్తనము
193,Korn::N,تخم,గింజ
194,Korn::N,دانه,గింజ
195,Heu::N,بوس,ఎండుగడ్డి
196,Heu::N,پروړه,ఎండుగడ్డి
197,Schale::N,پوستکی,పొట్టు
198,Grube::N,کنده,గొయ్యి
199,Falle::N,دام,బోను
200,Falle::N,لومه,బోను
201,Schlinge::N,کړۍ,ఉరి
202,Spur::N,نښه,జాడ
203,Asche::N,آس,బూడిద
204,Asche::N,ایره,బూడిద
205,Dreck::N,ناپاکي,ముఱికి
206,Eisen::N,اوسپنه,ఇనుము
207,Gold::N,سره زر,బంగారము
208,Silber::N,نقره,వెండి
209,Silber::N,سپین زر,వెండి
210,Kohle::N,سکور,నేలబొగ్గు
211,Kohle::N,سکاره,నేలబొగ్గు
212,Glas::N,ښيښه,గాజు
213,Lehm::N,خټه,బంకమన్ను
214,Sand::N,شګه,ఇసుక
215,Mensch::N,انسان,నరుడు
216,Mann::N,سړی,పురుమడు
217,Mann::N,نارینه,పురుమడు
218,Frau::N,ښځه,ఆడుది
219,Kind::N,بچی,బిడ్డ
220,Kind::N,ماشوم,బిడ్డ
221,Junge::N,هلک,బాలుడు
222,Mädchen::N,نجلۍ,బాలిక
223,Familie::N,کورنۍ,కుటుంబము
224,Großvater::N,بابا,తాత
225,Großmutter::N,انا,అయ్యమ్మ
226,Eltern::N,مور او پلار,తల్లితండ్రులు
227,Vater::N,پلار,తండ్రి
228,Mutter::N,مور,తల్లి
229,Sohn::N,زوی,కొడుకు
230,Tochter::N,لور,కూతురు
231,Bruder::N,ورور,పోదరుడు
232,Schwester::N,خور,సోదరి
233,Onkel::N,تره,మేనమామ
234,Onkel::N,ماما,మేనమామ
235,Tante::N,خاله,మేనత్త
236,Tante::N,خاله,పినతల్లి
237,Ehemann::N,مېړه,భర్త
238,Ehefrau::N,مېرمن,భార్య
239,Freude::N,خوشحالي,సంతోషము
240,Gelächter::N,خندا,నవ్వు
241,Glück::N,بخت,సంతోషము
242,Kummer::N,غم,దుఃఖము
243,Wunsch::N,هيله,కోరిక
244,Wunsch::N,غوښتنه,కోరిక
245,Lust::N,شوق,కోరిక
246,Lust::N,مینه,కోరిక
247,Geist::N,روح,ఆత్మ
248,Gedanke::N,فکر,ఆలోచన
249,Gedächtnis::N,یاد,జ్ఞాపకము
250,Gedächtnis::N,حافظه,జ్ఞాపకము
251,Verstand::N,عقل,మనస్సు
252,Verstand::N,شعور,మనస్సు
253,Sinn::N,معنی,అర్థము
254,Grund::N,علت,కారణము
255,Grund::N,اساس,కారణము
256,Wahrheit::N,حقیقت,సత్యము
257,Gespräch::N,مرکه,పంభాషణ
258,Gespräch::N,خبرې اترې,పంభాషణ
259,Märchen::N,افسانه,అద్భుతకథ
260,Erzählung::N,قصه,కథ
261,Erzählung::N,کیسه,కథ
262,Nachricht::N,خبر,వార్త
263,Neuigkeit::N,نوی خبر,వార్త
264,Name::N,نوم,పేరు
265,Rätsel::N,کیسۍ,చిక్కు
266,Rätsel::N,چیستان,చిక్కు
267,Rede::N,وینا,ఉపన్యాసము
268,Sprache::N,ژبه,భాష
269,Stimme::N,غږ,కంరథ్సని
270,Stimme::N,اواز,కంరథ్సని
271,Wort::N,لغت,మాట
272,Wort::N,کلمه,మాట
273,Zeichen::N,نښه,గుర్తు
274,Zeichen::N,اشاره,గుర్తు
275,Ruf::N,ږغ,పిలువు
276,Ruf::N,بلنه,పిలువు
277,Lärm::N,غالمغال,సందడి
278,Laut::N,ږغ,ధ్వని
279,Ton::N,اواز,స్వరము
280,Lied::N,غزله,పాట
281,Lied::N,سندره,పాట
282,Ruhe::N,ارامي,గాలిలేమి
283,Leute::N,خلک,జనులు
284,Volk::N,ولس,జాతి
285,Arbeit::N,کار,పని
286,Gast::N,مېلمه,అతిధి
287,Geschenk::N,تحفه,దానము
288,Geschenk::N,سوغات,దానము
289,Spiel::N,لوبه,ఆట
290,Gesellschaft::N,ډله,జట్టు
291,Hilfe::N,کومک,సాహాయ్యము
292,Hilfe::N,مرسته,సాహాయ్యము
293,Freund::N,ملګری,స్నేహితుడు
294,Kamerad::N,انډيوال,చెలికాడు
295,Angelegenheit::N,موضوع,విషయము
296,Anzahl::N,شمېر,లెక్క
297,Anzahl::N,تعداد,లెక్క
298,Art::N,ډول,జాతి
299,Stück::N,ټوټه,తునుక
300,Teil::N,برخه,భాగము
301,Hälfte::N,نیم,సగము
302,Kreis::N,دایره,వృత్తము
303,Kreuz::N,صلیب,సిలువ
304,Linie::N,خط,గీత
305,Linie::N,لیکه,గీత
306,Strich::N,کرښه,గీత
307,Abstand::N,فاصله,సందు
308,Entfernung::N,واټن,దూరము
309,Gegend::N,سیمه,విస్తీర్ణము
310,Gegend::N,منطقه,విస్తీర్ణము
311,Platz::N,ځای,ఎడము
312,Ort::N,ځای,స్థలము
313,Seite::N,مخ,ప్రక్క
314,Seite::N,اړخ,ప్రక్క
315,Mitte::N,وسط,నడిమి
316,Mitte::N,مینځ,నడిమి
317,Gegenstand::N,شی,పద్దు
318,Sache::N,شی,వస్తువు
319,Sache::N,څيز,వస్తువు
320,Rand::N,څنډه,అంచు
321,Rand::N,کناره,అంచు
322,Kante::N,اړخ,అంచు
323,Ecke::N,ګوټ,మూల
324,Spitze::N,څوکه,మొన
325,Ende::N,څوکه,కొన
326,Loch::N,سوری,రంధ్రము
327,Winkel::N,کنج,కోణము
328,Winkel::N,کوتی,కోణము
329,Muster::N,نمونه,మాదిరి
330,Größe::N,قد,పరిమాణము
331,Größe::N,لويوالی,పరిమాణము
332,Länge::N,طول,పొడుగు
333,Länge::N,اوږد والی,పొడుగు
334,Höhe::N,جګوالی,పొడుగు
335,Gewicht::N,وزن,భారము
336,Menge::N,اندازه,మొత్తము
337,Haufen::N,کوټه,రాశి
338,Reihe::N,صف,వరుస
339,Reihe::N,کتار,వరుస
340,Boot::N,قايق,పడవ
341,Ruder::N,چپه,అడక
342,Schlitten::N,ښویېدونی,సరవండ్లు
343,Ski::N,سکي,స్కీ
344,Lagerfeuer::N,اور,నెగడు
345,Last::N,بار,బరువు
346,Last::N,پېټی,బరువు
347,Gang::N,تګ,నడక
348,Schritt::N,ګام,అడుగు
349,Norden::N,شمال,ఉత్తరదిక్కు
350,Süden::N,سوېل,దక్షిణము
351,Westen::N,لوېدېځ,పడమర
352,Osten::N,شرق,తూర్పు
353,Osten::N,ختیځ,తూర్పు
354,Holz::N,لرګی,కొయ్య
355,Brett::N,تخته,పలక
356,Platte::N,تخته,పలక
357,Stütze::N,تکیوان,వాల్సేడ్లు
358,Stange::N,ډاګه,స్తంభము
359,Stock::N,لرګی,కఱ్ఱ
360,Stab::N,چيخله,కఱ్ఱ
361,Rohr::N,نل,గొట్టము
362,Haus::N,کور,ఇల్లు
363,Heim::N,کور,స్వగృహము
364,Ofen::N,تودنۍ,పొయ్యి
365,Fußboden::N,غولی,నేల
366,Tisch::N,مېز,మేజా
367,Stuhl::N,چوکۍ,కుర్చీ
368,Wiege::N,زانګو,ఉయ్యాల
369,Bett::N,کټ,పడక
370,Bett::N,کټ,మంచం
371,Bett::N,چپرکټ,పడక
372,Bett::N,چپرکټ,మంచం
373,Regal::N,تاخچۍ,అటక
374,Kiste::N,صندوق,వెట్టె
375,Fenster::N,کړکۍ,కిటికి
376,Tür::N,دروازه,ద్వారము
377,Tor::N,دروازه,ద్వారము
378,Zaun::N,کټاره,కంచె
379,Dach::N,بام,ఇంటివైకప్పు
380,Leiter::N,زينه,నిచ్చెన
381,Besen::N,جارو,చీపురుకట్ట
382,Spaten::N,یوم,పాఱ
383,Schaufel::N,بېلچه,పాఱ
384,Gabel::N,پنجه,ముండ్లగరిటె
385,Löffel::N,کاشوغه,గరిటె
386,Messer::N,چاقو,కత్తి
387,Nagel::N,ميخ,మేకు
388,Netz::N,جال,వల
389,Haken::N,څنګک,కొక్కెము
390,Griff::N,لاستی,పిడి
391,Schloss::N,کلپ,తాళము
392,Bild::N,رسم,చిత్రము
393,Figur::N,قدوقامت,రూపము
394,Puppe::N,ګوډۍ,బొమ్మ
395,Beutel::N,کڅوړه,సంచి
396,Bündel::N,دسته,మూట
397,Tasche::N,بکس,సంచి
398,Tasche::N,توبره,సంచి
399,Eimer::N,سطل,చేద
400,Deckel::N,سرپوښ,మూత
401,Geschirr::N,لوښی,వంటకాలు
402,Sack::N,جوال,గోనెసంచి
403,Tasse::N,پیاله,గిన్నె
404,Topf::N,دېګی,కుండ
405,Kessel::N,دېګ,నీరుకాచుపాత్ర
406,Essen::N,خوراک,ఆహారము
407,Nahrung::N,خوراک,ఆహారము
408,Speise::N,خواړه,ఆహారము
409,Fleisch::N,غوښه,మాంసము
410,Getreide::N,غله,ధాన్యము
411,Brei::N,اوګره,గుజ్జు
412,Brot::N,ډوډۍ,రొట్టె
413,Scheibe::N,مړۍ,బద్ద
414,Fett::N,غوړي,క్రొవ్వు
415,Butter::N,کوچ,వెన్న
416,Öl::N,تېل,నూనె
417,Salz::N,مالګه,ఉప్పు
418,Suppe::N,شوربا,చారు
419,Honig::N,شات,తెనె
420,Milch::N,شوده,పాలు
421,Tee::N,چای,తేనీరు
422,Leder::N,څرمن,బాగుచేసివతోలు
423,Wolle::N,پشم,ఉన్ని
424,Stoff::N,ټوټه,బట్ట
425,Nadel::N,ستن,సూది
426,Faden::N,تار,దారము
427,Knopf::N,تڼۍ,బొత్తాము
428,Knopf::N,تکمه,బొత్తాము
429,Knoten::N,غوټه,ముడి
430,Farbe::N,رنګ,రంగు
431,Kleidung::N,کالي,బట్టలు
432,Hemd::N,کميس,చొక్కాయ
433,Kragen::N,غاړه,మాల
434,Ärmel::N,لستوڼی,చొక్కాయచెయ్యి
435,Hose::N,پطلون,ఇజారు
436,Gürtel::N,کمربند,పటకా
437,Mütze::N,خولۍ,టోపి
438,Schuh::N,بوټ,పాదరక్ష
439,Stiefel::N,موزه,బూటు
440,Ring::N,ګوته,ఉంగరము
441,Band::N,فيته,నాడా
442,Kamm::N,ګمنځ,దువ్వెన
443,Spiegel::N,ایینه,అద్దము
444,Spiegel::N,هنداره,అద్దము
445,Riemen::N,تسمه,వాడా
446,Schnur::N,مزی,దారము
447,Leine::N,رسۍ,వారు
448,Decke::N,بړستن,కంబళి
449,Kissen::N,بالښت,తలగడ
450,Tuch::N,ټیکری,బట్ట
451,Handtuch::N,دسمال,తువాలు
452,Kraft::N,زور,బలము
453,Kraft::N,توان,బలము
454,Stärke::N,قوت,శక్తి
455,Gesundheit::N,صحت,ఆరోగ్యము
456,Gesundheit::N,روغتیا,ఆరోగ్యము
457,Krankheit::N,مرض,రోగము
458,Krankheit::N,ناروغي,రోగము
459,Schmerz::N,درد,నొప్పి
460,Wunde::N,ټپ,గాయము
461,Wunde::N,زخم,గాయము
462,Fieber::N,تبه,జ్వరము
463,Arznei::N,دوا,మందు
464,Arznei::N,دارو,మందు
465,Brücke::N,پول,వంతెన
466,Brunnen::N,څاه,బావి
467,Brunnen::N,څاه,కూపము
468,Brunnen::N,څاه,నుయ్యి
469,Brunnen::N,کوهی,బావి
470,Brunnen::N,کوهی,కూపము
471,Brunnen::N,کوهی,నుయ్యి
472,Weide::N,وله,పచ్చికబయలు
473,Pfad::N,تړه,కాలిత్రోవ
474,Weg::N,لیار,మార్గము
475,Straße::N,سړک,బాట
476,Dorf::N,کلی,గ్రామము
477,Stadt::N,ښار,పట్టణము
478,Brief::N,لیک,జాబు
479,Brief::N,مکتوب,జాబు
480,Buch::N,کتاب,పుస్తకము
481,Buchstabe::N,حرف,అక్షరము
482,Buchstabe::N,توری,అక్షరము
483,Zeitung::N,اخبار,వార్తాపత్రిక
484,Leben::N,ژوند,ప్రాణము
485,Tod::N,مرګ,మరణము
486,Tod::N,مړینه,మరణము
487,Grab::N,قبر,సమాధి
488,Grab::N,ډورۍ,సమాధి
489,Kirche::N,کلیسا,క్రెస్తవులగుడి
490,Sünde::N,ګناه,పాపము
491,Gott::N,خدای,దేవుడు
492,Arbeiter::N,کاریګر,పనిపాటుచేశేవాడు
493,Chef::N,آمر,యజమానుడు
494,Meister::N,استاد,కళాకారుడు
495,Arzt::N,طبیب,వైద్యుడు
496,Arzt::N,ډاکټر,వైద్యుడు
497,Lehrer::N,معلم,ఉపాధ్యాయుడు
498,Lehrer::N,ښوونکی,ఉపాధ్యాయుడు
499,Geld::N,پیسې,ద్రవ్యము
500,Geschäft::N,سوداګري,వ్యాపారము
501,Laden::N,دکان,అంగడి
502,Laden::N,مغازه,అంగడి
503,Preis::N,بیه,వెల
504,Ware::N,مال,సరకులు
505,Nutzen::N,ګټه,ప్రయోజనము
506,Reichtum::N,شتمني,ధనము
507,Welt::N,نړۍ,ప్రపంచము
508,Welt::N,دنیا,ప్రపంచము
509,Land::N,هېواد,దేశము
510,Staat::N,دولت,రాజ్యము
511,König::N,باچا,రాజు
512,König::N,پادشاه,రాజు
513,Macht::N,قدرت,అధికారము
514,Grenze::N,حد,సరిహద్దు
515,Grenze::N,سرحد,సరిహద్దు
516,Krieg::N,جګړه,యుద్ధము
517,Feind::N,دښمن,శత్రువు
518,Gewalt::N,زور,దౌర్జన్యము
519,Gewalt::N,تشدد,దౌర్జన్యము
520,Kampf::N,جنګ,పోట్లాట
521,Kampf::N,مبارزه,పోట్లాట
522,Bogen[Waffe]::N,لیندۍ,విల్లు
523,Pfeil::N,غشی,బాణము
524,Gewehr::N,ټوپک,తుపాకి
525,Fehler::N,خطا,తప్ప
526,Fehler::N,غلطي,తప్ప
527,Lüge::N,دروغ,అసత్యము
528,Schaden::N,زیان,నష్టము
529,Schaden::N,تاوان,నష్టము
530,Unglück::N,بدبختي,దురదృష్టము
531,Schuld::N,ګناه,తప్పు
532,Alter::N,منګ,వయస్సు
533,Schluss::N,اخر,ముగింపు
534,Zeit::N,وخت,కాలము
535,Tag::N,ورځ,దినము
536,Morgen::N,سبا,ఉదయము
537,Morgen::N,سهار,ఉదయము
538,Mittag::N,غرمه,మధ్యాహ్నము
539,Abend::N,ماښام,సాయంకాలము
540,Nacht::N,شپه,రత్రి
541,Woche::N,اونۍ,వారము
542,Monat::N,مياشت,నెల
543,Jahr::N,کال,సంవత్సరము
544,Frühling::N,پسرلی,వసంతకాలము
545,Sommer::N,دوبی,వేసవికాము
546,Herbst::N,منی,ఆకురాలుకాలము
547,Herbst::N,خزان,ఆకురాలుకాలము
548,Winter::N,ژمی,శీతకాలము
549,Januar::N,جنوري,జనవరి
550,Februar::N,فبروري,ఫిబ్రవరి
551,März::N,مارچ,మార్చి
552,April::N,اپریل,ఏప్రిలు
553,Mai::N,مې,మే
554,Juni::N,جون,జూన్
555,Juli::N,جولای,జూలై
556,August::N,اګست,ఆగస్టు
557,September::N,سپټامبر,సెప్ఠెంబరు
558,Oktober::N,اکتوبر,అక్టోబరు
559,November::N,نومبر,నవంబరు
560,Dezember::N,دسمبر,డిసెంబర్
561,Montag::N,دوشنبه,సోమవారము
562,Dienstag::N,سه شنبه,మంగళవారము
563,Mittwoch::N,چارشنبه,బుధవారము
564,Donnerstag::N,پنجشنبه,గురువారము
565,Freitag::N,جمعه,శుక్రవారము
566,Samstag::N,خالي,శనివారము
567,Sonntag::N,یکشنبه,ఆదివారము
568,groß::A,لوی,గొప్పైన
569,klein::A,وړوکی,చిన్న
570,lang::A,اوړد,పొడుగాటి
571,kurz::A,لنډ,పొట్టి
572,breit::A,پراخه,వెడల్పైన
573,schmal::A,تنګ,ఇఱుకైన
574,dicht::A,ګڼ,దట్టమైన
575,dick[Gegenstand]::A,پنډ,దట్టమైన
576,dünn::A,نری,పలుచని
577,fein::A,نازک,నాజాకైన
578,fest::A,کلک,దృడమైవ
579,fest::A,ټینګ,దృడమైవ
580,flach::A,هوار,చదువైన
581,glatt::A,ښوی,నున్నని
582,hart::A,کلک,కఠినమైన
583,weich::A,نرم,మృదువైన
584,weich::A,پوست,మృదువైన
585,rund::A,ګرد,గుండ్రని
586,spitz::A,تېره,మొనగల
587,scharf::A,تېز,పదనైన
588,scharf::A,تېره,పదనైన
589,stumpf::A,پڅ,వాడిలేని
590,schwer::A,دروند,బరువ్తెన
591,schön::A,ښکلی,సుందరమైన
592,heiß::A,تود,వేడియైన
593,warm::A,تود,వెచ్చని
594,kalt::A,ېخ,చల్లని
595,kalt::A,سوړ,చల్లని
596,kühl::A,ېخ,చల్లని
597,kühl::A,سوړ,చల్లని
598,frisch::A,تازه,తాజాయైన
599,feucht::A,مرطوب,చెమ్మగానున్న
600,nass::A,لوند,తడిగామన్న
601,trocken::A,وچ,ఎండిన
602,voll::A,ډک,నిండు
603,leer::A,خالی,శూన్యమైన
604,offen::A,خلاص,తెఱచియున్న
605,offen::A,پرانیستی,తెఱచియున్న
606,geschlossen::A,تړلی,మూసిన
607,sauber::A,پاک,పరిశుద్ధమైన
608,schmutzig::A,چټل,ముఱికియైన
609,roh::A,خام,పచ్చి
610,reif::A,پوخ,పండివ
611,reif::A,رسېدلی,పండివ
612,lecker::A,خوندور,రుచి గల
613,lecker::A,مزه دار,రుచి గల
614,süß::A,خوږ,తియ్యని
615,süß::A,شیرین,తియ్యని
616,bitter::A,تریخ,చేదైన
617,sauer::A,ټاک,పుల్లని
618,sauer::A,تريو,పుల్లని
619,hell::A,روڼ,కాంతిగల
620,hell::A,روښان,కాంతిగల
621,dunkel::A,تیاره,చీకటియైన
622,schwarz::A,تور,నల్లని
623,weiß::A,سپين,తెలుపు
624,rot::A,سور,ఎఱ్ఱని
625,gelb::A,زېړ,పసుపు పచ్చ
626,blau::A,شین,నీలవర్ణము
627,blau::A,اسماني رنګه,నీలవర్ణము
628,grün::A,زرغون,ఆకుపచ్చని
629,grau::A,خړ,నెరిసిన
630,bunt::A,رنګارنګ,రంగేలీ
631,billig::A,ارزان,చౌకయైన
632,teuer::A,ګران,వెలపొడుగైన
633,wertvoll::A,قیمتي,విలుప్తెన
634,blind::A,ړوند,గ్రుడ్డి
635,taub::A,کوڼ,చెవిటి
636,kräftig::A,قوی,శక్తి గల
637,stark::A,قوی,బలమైన
638,stark::A,تکړه,బలమైన
639,schwach::A,ضعیف,బలహీనమైన
640,schwach::A,کمزوری,బలహీనమైన
641,fett::A,چاغ,క్రొవ్విన
642,schlank::A,خوش اندام,సన్నని
643,hübsch::A,ښکلی,సాగప్తెన
644,hübsch::A,ښایسته,సాగప్తెన
645,böse::A,شریر,చెడ్డ
646,böse::A,قهرناک,చెడ్డ
647,dumm::A,احمق,తెలివిలేని
648,faul::A,لټ,సోమరియైన
649,faul::A,تنبل,సోమరియైన
650,fleißig::A,زحمت کښ,శ్రద్దగల
651,geizig::A,بخیل,పిసినారియైన
652,klug::A,عاقل,తెలివిగల
653,klug::A,هوښیار,తెలివిగల
654,geschickt::A,ماهر,నిపుణతగల
655,lieb::A,عزیز,ప్రియమైన
656,lieb::A,محبوب,ప్రియమైన
657,lustig::A,خوشحال,ఉల్లాసము గల
658,sanft::A,پوست,సాధువైన
659,sanft::A,ملایم,సాధువైన
660,hungrig::A,وږی,ఆకలిగొనిన
661,krank::A,مريض,వ్యాధిగల
662,krank::A,ناروغ,వ్యాధిగల
663,nackt::A,لوڅ,దిగంబరమైన
664,traurig::A,غمجن,విచారముగల
665,lebendig::A,ژوندی,ప్రాణముతో నున్న
666,gut::A,ښه,మంచి
667,schlecht::A,بد,చెడ్డ
668,schlecht::A,خراب,చెడ్డ
669,richtig::A,سم,సరియైన
670,richtig::A,صحیح,సరియైన
671,schlimm::A,بد,అసహ్యమైన
672,schlimm::A,مخوف,అసహ్యమైన
673,wahr::A,واقعي,నిజమైన
674,alt::A,زوړ,ముసలి
675,neu::A,نوی,క్రొత్త
676,ehemalig::A,پخوانی,పూర్వపు
