,Concept_ID,uz,kn
54,Traum::N,tush,ಕನಸು
55,Himmel::N,osmon,ಬಾನು
56,Sonne::N,quyosh,ಸೂರ್ಯ
57,Mond::N,oy,ಚಂದ್ರ
58,Stern::N,yulduz,ಚುಕ್ಕಿ
59,Luft::N,havo,ವಾಯು
60,Wind::N,el,ಗಾಳಿ
61,Welle::N,to'lqin,ಅಲೆ
62,Wasser::N,suv,ನೀರು
63,Stein::N,tosh,ಕಲ್ಲು
64,Boden::N,tuproq,ನೆಲ
65,Erde::N,er,ಭೂಮಿ
66,Staub::N,chang,ದೂಳು
67,Rauch::N,tutun,ಹೊಗೆ
68,Funke::N,yalt,ಕಿಡಿ
69,Feuer::N,o't,ಬೆಂಕಿ
70,Licht::N,yorug',ಬೆಳಕು
71,Schatten::N,soya,ನೆರಳು
72,Wetter::N,havo,ಹವ
73,Nebel::N,tuman,ಮಂಜು
74,Wolke::N,bulut,ಮೋಡ
75,Regen::N,yomg'ir,ಮಳೆ
76,Schnee::N,qor,ಹಿಮ
77,Eis::N,muz,ಮಂಜುಗಡ್ಡೆ
78,Frost::N,ajoz,ಮಂಜು
79,Kälte::N,ajoz,ಹಿಮ
80,Hitze::N,issiq,ಉಷ್ಣ
81,Raureif::N,qirov,ಇಬ್ಬನಿ
82,Regenbogen::N,kamalak,ಇಂದ್ರಚಾಪ
83,Donner::N,guldur,ಗುಡುಗು
84,Strömung::N,oqim,ಪ್ರವಾಹ
85,Tropfen::N,tomchi,ತೊಟ್ಟು
86,Schaum::N,ko'pik,ನೊರೆ
87,Schmutz::N,gard,ಕಸ
88,See::N,ko'l,ಸರೋವರ
89,Sumpf::N,botqoq,ಜೌಗುಸ್ಥಳ
90,Moor::N,qir-adir,ಬಂಜರು ಭೂಮಿ
91,Wiese::N,o'tzor,ಹುಲ್ಲುಗಾವಲು
92,Wald::N,o'rmon,ಕಾಡು
93,Hügel::N,tepa,ಗುಡ್ಡೆ
94,Anhöhe::N,adir,ದಿಬ್ಬ
95,Berg::N,tog',ಮಲೆ
96,Berg::N,tog',ಪರ್ವತ
97,Gipfel::N,cho'qqi,ಶೃಂಗ
98,Höhle::N,kavak,ಗುಹೆ
99,Abhang::N,to'sh,ಇಳಿಜಾರು
100,Quelle::N,buloq,ಮೂಲ
101,Bach::N,o'zan,ತೊರೆ
102,Fluss::N,daryo,ನದಿ
103,Ufer::N,sohil,ತೀರ
104,Küste::N,qirg'oq,ದಂಡೆ
105,Festland::N,materik,ಭೂಮಿ
106,Meer::N,dengiz,ಕಡಲು
107,Bucht::N,qo'ltiq,ಖಾರಿ
108,Insel::N,orol,ದ್ವೀಪ
109,Blume::N,gul,ಸುಮ
110,Gras::N,sabza,ಹುಲ್ಲು
111,Wurzel::N,tub,ಬೇರು
112,Wurzel::N,tomir,ಬೇರು
113,Baum::N,daraxt,ಮರ
114,Stamm::N,o'simta,ಕಾಂಡ
115,Rinde::N,qobiq,ತೂಗಟಿ
116,Ast::N,shox,ಶಾಖೆ
117,Zweig::N,butoq,ರೆಂಬೆ
118,Blatt::N,barg,ಎಲೆ
119,Birke::N,qayin,ಬರ್ಚ್ ಮರ
120,Kiefer[Baum]::N,qarag'ay,ದೇವದಾರು ಮರ
121,Weide[Baum]::N,shum,ವಿಲೋಮರ
122,Tanne::N,archa,ಭದ್ರದಾರು
123,Horn::N,mugiz,ಕೊಂಬು
124,Feder::N,par,ಪುಕ್ಕ
125,Fell::N,mo'yna,ರೋಮ
126,Flügel::N,qanot,ರೆಕ್ಕೆ
127,Klaue::N,tirnoq,ಪಂಜ
128,Kralle::N,tirnoq,ಉಗುರು
129,Schwanz::N,quyruq,ಬಾಲ
130,Ei::N,tuxum,ಮೊಟ್ಟೆ
131,Nest::N,oshyon,ಗೂಡು
132,Bau::N,o'pqon,ಅಡಗುದಾಣ
133,Tier::N,hayvon,ಪ್ರಾಣಿ
134,Herde::N,gala,ಗುಂಪು
135,Kuh::N,inak,ಹಸು
136,Bulle::N,ho'kiz,ಗೂಳಿ
137,Pferd::N,ot,ಕುದುರೆ
138,Schaf::N,qo'y,ಕುರಿ
139,Schwein::N,cho'chqa,ಹಂದಿ
140,Hund::N,it,ನಾಯಿ
141,Katze::N,mushuk,ಬೆಕ್ಕು
142,Bär::N,ayiq,ಕರಡಿ
143,Eichhörnchen::N,tiyin,ಉಡುತೆ
144,Elch::N,los,ಕಡವೆ
145,Fuchs::N,tulki,ನರಿ
146,Hase::N,kuyon,ಮೊಲ
147,Maus::N,sichqon,ಇಲಿ
148,Wolf::N,bo'ri,ತೋಳ
149,Vogel::N,qush,ಪಕ್ಷಿ
150,Schwarm::N,to'da,ಗುಂಪು
151,Huhn::N,tovuq,ಚಿಕ್
152,Hahn::N,xo'roz,ಹುಂಜ
153,Gans::N,g'oz,ವರಟೆ
154,Adler::N,burgut,ಗರುಡ
155,Ente::N,o'rdak,ಬಾತು
156,Eule::N,boyo'g'li,ಗೂಬೆ
157,Kranich::N,turna,ಕೊಕ್ಕರ
158,Krähe::N,qarg'a,ಕಾಗೆ
159,Kuckuck::N,kakku,ಕೋಗಿಲೆ
160,Schwan::N,oqkush,ಹಂಸಪಕ್ಷಿ
161,Fisch::N,baliq,ಮೀನು
162,Barsch::N,olabug'a,ಪರ್ಚ್ ಮೀನು
163,Hecht::N,cho'rtan,ಪೈಕ್ ಮೀನು
164,Schlange[Tier]::N,ilon,ಹಾವು
165,Wurm::N,qurt,ಹುಳು
166,Spinne::N,o'rgimchak,ಊರ್ಣನಾಭ
167,Ameise::N,chumoli,ಇರುವೆ
168,Laus::N,bit,ಹೇನು
169,Mücke::N,chivin,ಸೊಳ್ಳೆ
170,Fliege::N,pashsha,ನೊಣ
171,Schmetterling::N,kapalak,ಪತಂಗ
172,Beere::N,meva,ನಯವಣ್ಣು
173,Apfel::N,olma,ಸೇಬು
174,Pilz::N,qo'ziqorin,ಅಣಬೆ
175,Zwiebel::N,piyoz,ನೀರುಳ್ಳಿ
176,Saat::N,äkin,ಬಿತ್ತ
177,Korn::N,zarra,ಬೀಜ
178,Heu::N,xashak,ಕರಡ
179,Schale::N,po'choq,ಹೊಟ್ಟು
180,Grube::N,co'ra,ಗುಂಡಿ
181,Falle::N,qopqon,ಬೋನು
182,Schlinge::N,sirtmoq,ಉರುಲು
183,Spur::N,iz,ಜಾಡು
184,Asche::N,kul,ಬೂದಿ
185,Dreck::N,kir,ಹೊಲಸು
186,Eisen::N,temir,ಕಬ್ಬಿಣ
187,Gold::N,tilla,ಚಿನ್ನ
188,Silber::N,kumush,ಬೆಳ್ಳಿ
189,Kohle::N,ko'mir,ಕಲ್ಲಿದ್ದಲು
190,Glas::N,oyna,ಗಾಜು
191,Lehm::N,loy,ಜೇಡಿಮಣ್ಣು
192,Sand::N,qum,ಮರಳು
193,Mensch::N,odam,ಪುರುಷ
194,Mann::N,ärkak,ಆಳು
195,Frau::N,ayol,ಹೆಣ್ಣು
196,Kind::N,bola,ಮಗು
197,Kind::N,kichkintoy,ಮಗು
198,Junge::N,bola,ಹುಡುಗ
199,Mädchen::N,qiz,ಹುಡುಗಿ
200,Familie::N,oila,ಕುಟುಂಬ
201,Großvater::N,buva,ಅಜ್ಜ
202,Großvater::N,katta ota,ಅಜ್ಜ
203,Großmutter::N,buvi,ಅಮ್ಮ
204,Großmutter::N,katta oyi,ಅಮ್ಮ
205,Eltern::N,ota-ona,ಹೆತ್ತವರು
206,Vater::N,ota,ತಂದೆ
207,Mutter::N,ona,ಅಮ್ಮ
208,Sohn::N,o'g'il,ಮಗ 
209,Tochter::N,qiz,ಮಗಳು
210,Bruder::N,og'a,ತಮ್ಮ
211,Bruder::N,uka,ತಮ್ಮ
212,Schwester::N,opa,ತಂಗಿ
213,Schwester::N,singil,ತಂಗಿ
214,Onkel::N,amaki,ಸೋದರಮಾವ
215,Onkel::N,amaki,ದೊಡ್ಡಪ್ಪ
216,Tante::N,amma,ಚಿಕ್ಕಮ್ಮ
217,Tante::N,xola,ಚಿಕ್ಕಮ್ಮ
218,Ehemann::N,är,ಗಂಡ
219,Ehefrau::N,rafiqa,ಹೆಂಡತಿ
220,Freude::N,ayish,ನಲಿವು
221,Gelächter::N,kulgi,ನಗೆ
222,Glück::N,saodat,ಆನಂದ
223,Kummer::N,g'am,ದುಃಖ
224,Wunsch::N,orzu,ಬಯಕೆ
225,Lust::N,rag'bat,ಇಷ್ಟ
226,Geist::N,ruh,ಆತ್ಮ
227,Gedanke::N,fikr,ಯೋಚನೆ
228,Gedächtnis::N,äs,ಸ್ಮರಣೆ
229,Verstand::N,aql,ಮನಸ್ಸು
230,Sinn::N,ma'ni,ಅರ್ಥ
231,Grund::N,sabab,ಕಾರಣ
232,Wahrheit::N,haq,ಸತ್ಯ
233,Gespräch::N,gap,ಸಂಭಾಷಣೆ
234,Märchen::N,ärtak,ಸುಳ್ಳು ಕಥೆ
235,Erzählung::N,rivoyat,ಕಥೆ
236,Nachricht::N,xabar,ಸಂದೇಶ
237,Neuigkeit::N,yangilik,ಸುದ್ದಿ
238,Name::N,ot,ಹೆಸರು
239,Rätsel::N,topishmoq,ಒಗಟು
240,Rede::N,nutq,ಮಾತು
241,Sprache::N,til,ಭಾಷೆ
242,Stimme::N,ovoz,ಧ್ವನಿ
243,Wort::N,so'z,ಮಾತು
244,Zeichen::N,alomat,ಗುರುತು
245,Ruf::N,chaqiriq,ಕೂಗು
246,Lärm::N,taraq,ಸದ್ದು
247,Laut::N,tovush,ಶಬ್ದ
248,Ton::N,un,ನಾದ
249,Lied::N,ashula,ಗಾನ
250,Ruhe::N,tinchlik,ಶಾಂತಿ
251,Leute::N,xaloyiq,ಮಂದಿ
252,Volk::N,xalq,ಜನಾಂಗ
253,Arbeit::N,ish,ಕೆಲಸ
254,Gast::N,mehmon,ಅತಿಥಿ
255,Geschenk::N,hadya,ಕಾಣಿಕೆ
256,Spiel::N,o'yin,ಆಟ
257,Gesellschaft::N,jamiyat,ಸಂಗ
258,Hilfe::N,yordam,ಸಹಾಯ
259,Freund::N,do'st,ಸ್ನೇಹಿತ
260,Kamerad::N,yo'ldosh,ಜೊತೆಗಾರ
261,Angelegenheit::N,daxl,ವಿಚಾರ
262,Anzahl::N,son,ಎಣಿಕೆ
263,Art::N,tur,ತರ
264,Stück::N,parcha,ತುಂಡು
265,Teil::N,bo'lak,ಭಾಗ
266,Hälfte::N,yarim,ಅರ್ಧ
267,Kreis::N,aylana,ವೃತ್ತ
268,Kreuz::N,xoch,ಶಿಲುಬೆ
269,Linie::N,liniya,ರೀಖೆ
270,Strich::N,chiziq,ಗೀಟು
271,Abstand::N,oralik,ಅಂತರ
272,Entfernung::N,uzoqlik,ದೂರ
273,Gegend::N,yer,ವಿಸ್ತೀರ್ಣ
274,Platz::N,oralig,ಅಂತರ
275,Ort::N,joy,ಸ್ಥಳ
276,Seite::N,yon,ಪಕ್ಷ
277,Mitte::N,o'rta,ನಡು
278,Gegenstand::N,ashyo,ವಸ್ತು
279,Sache::N,buyum,ವಸ್ತು
280,Rand::N,chek,ಅಂಚು
281,Kante::N,tig',ಅಂಚು
282,Ecke::N,burchak,ಮೂಲೆ
283,Spitze::N,uch,ತುದಿ
284,Ende::N,oxir,ಕೊನೆ
285,Loch::N,teshik,ತೂತು
286,Winkel::N,go'sha,ಕೋನ
287,Muster::N,nusha,ನಮೂನೆ
288,Größe::N,kattalik,ಪ್ರಮಾಣ
289,Länge::N,uzunlik,ಉದ್ದ
290,Höhe::N,yuksaklik,ಎತ್ತರ
291,Gewicht::N,solmoq,ತೂಕ
292,Menge::N,miqdor,ಮೊತ್ತ
293,Haufen::N,uyum,ರಾಶಿ
294,Reihe::N,saf,ಸಾಲು
295,Boot::N,qayiq,ದೋಣಿ
296,Ruder::N,äshkak,ಹುಟ್ಟು
297,Schlitten::N,chana,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
298,Ski::N,chang'i,ಜಾರುಪಟ್ಟಿ
299,Lagerfeuer::N,gulxan,ಶಿಬಿರಾಗ್ನಿ
300,Last::N,yuk,ಹೊರೆ
301,Gang::N,yurish,ತಿರುಗಾಟ
302,Schritt::N,qadam,ಹೆಜ್ಜೆ
303,Norden::N,shimol,ಉತ್ತರ
304,Süden::N,janub,ದಕ್ಷಿಣ
305,Westen::N,g'arb,ಪಶ್ಚಿಮ
306,Osten::N,sharq,ಮೂಡಲು
307,Holz::N,yog'och,ಚೌಬೀನೆ
308,Brett::N,taxta,ಹಲಗೆ
309,Platte::N,tabaqa,ಹಲಗೆ
310,Stütze::N,tayanchi,ಆಸರೆ
311,Stange::N,qo'noq,ಕಂಬ
312,Stock::N,tayoq,ಕೋಲು
313,Stab::N,gavron,ದೊಣ್ಣೆ
314,Rohr::N,tarnov,ನಳಿಕೆ
315,Haus::N,uy,ಮನೆ
316,Heim::N,makon,ಗೃಹ
317,Ofen::N,pechka,ಒಲೆ
318,Fußboden::N,pol,ನೆಲ
319,Tisch::N,mosa,ಮೇಜು
320,Stuhl::N,o'rindiq,ಕುರ್ಚಿ
321,Wiege::N,beshik,ತೊಟ್ಟಿಲು
322,Bett::N,yotoq,ಹಾಸಿಗೆ
323,Regal::N,tokcha,ಬೀರು
324,Kiste::N,sandiq,ಪಟ್ಟಿಗೆ
325,Fenster::N,deraza,ಕಿಟಕಿ
326,Tür::N,äshik,ಬಾಗಿಲು
327,Tor::N,darvoza,ಹೆಬ್ಬಾಗಿಲು
328,Zaun::N,panjara,ಬೇಲಿ
329,Dach::N,tom,ಮಾಳಿಗೆ
330,Leiter::N,narvon,ಏಣಿ
331,Besen::N,supurgi,ಪೊರಕೆ
332,Spaten::N,bel,ಗುದ್ದಲಿ
333,Schaufel::N,kurak,ಸನಿಕೆ
334,Gabel::N,bilka,ಕವಲು
335,Löffel::N,qoshiq,ಚಮಚ
336,Messer::N,pichoq,ಚಾಕು
337,Nagel::N,mix,ಆಣಿ
338,Netz::N,to'r,ಬಲೆ
339,Haken::N,ilgak,ಕೊಂಡಿ
340,Griff::N,sop,ಹಿಡಿ
341,Griff::N,tutqich,ಹಿಡಿ
342,Schloss::N,qulf,ವೀಗ
343,Bild::N,rasm,ಚಿತ್ರ
344,Figur::N,shakl,ಆಕಾರ
345,Puppe::N,ko'g'irchoq,ಗೊಂಬೆ
346,Beutel::N,to'rva,ಸಂಚಿ
347,Bündel::N,bog'lam,ಕಟ್ಟು
348,Tasche::N,kissa,ಚೀಲ
349,Eimer::N,chelak,ಬಾನೆ
350,Deckel::N,qopqoq,ಮುಚ್ಚಳ
351,Geschirr::N,idish,ಭಕ್ಷ್ಯಗಳು
352,Sack::N,qop,ಮೂಟೆ
353,Tasse::N,piyola,ಬಟ್ಟಲು
354,Topf::N,tuvak,ಮಡಕೆ
355,Kessel::N,qozon,ಕೆಟಲ್
356,Essen::N,tomoq,ಊಟ
357,Nahrung::N,emak,ಆಹಾರ
358,Speise::N,taom,ಊಟ
359,Fleisch::N,go'sht,ಮಾಂಸ
360,Getreide::N,g'alla,ಧಾನ್ಯ
361,Brei::N,bo'tqa,ಗಂಜಿ
362,Brot::N,non,ರೊಟ್ಟಿ
363,Scheibe::N,disk,ಹೋಳು
364,Fett::N,moy,ಕೊಬ್ಬು
365,Butter::N,yog',ಬೆಣ್ಣೆ
366,Öl::N,moy,ಎಣ್ಣೆ
367,Salz::N,tuz,ಉಪ್ಪು
368,Suppe::N,sho'rva,ಎಸರು
369,Honig::N,asal,ಮಧು
370,Milch::N,sut,ಹಾಲು
371,Tee::N,choy,ಚಹ
372,Leder::N,charm,ಚಕ್ಕಳ
373,Wolle::N,jun,ಉಣ್ಣೆ
374,Stoff::N,mato,ಬಟ್ಟೆ
375,Nadel::N,igna,ಸೂಜಿ
376,Faden::N,ip,ದಾರ
377,Knopf::N,tugma,ಗುಂಡು
378,Knoten::N,tugun,ಗಂಟು
379,Farbe::N,bo'yok,ಬಣ್ಣ
380,Kleidung::N,kiyim,ಅರಿವೆ
381,Hemd::N,ko'ylak,ಅಂಗಿ
382,Kragen::N,yoqa,ಕುತ್ತಿಗೆಪಟ್ಟಿ
383,Ärmel::N,yeng,ತೋಳು
384,Hose::N,shim,ಇಜಾರ
385,Gürtel::N,tasma,ಬೆಲ್ಟು
386,Mütze::N,shapka,ಟೋಪಿ
387,Schuh::N,but,ಪಾದರಕ್ಷೆ
388,Stiefel::N,botinka,ಬೂಟು
389,Ring::N,yuzuk,ಉಂಗುರ
390,Band::N,rishta,ರಿಬ್ಬನ್
391,Kamm::N,taroq,ಹಣಿಗೆ
392,Spiegel::N,ko'zgu,ಕನ್ನಡಿ
393,Riemen::N,qayish,ಬಾರು
394,Schnur::N,bog'ich,ಹುರಿ
395,Leine::N,etak,ಹಗ್ಗ
396,Decke::N,odyol,ಕಂಬಳಿ
397,Kissen::N,yostiq,ದಿಂಬು
398,Tuch::N,gazlama,ಕೊರಳ ಬಟ್ಟೆ
399,Handtuch::N,sochiq,ಚೌಕ
400,Kraft::N,kuch,ಬಲ
401,Stärke::N,quvvat,ಶಕ್ತಿ
402,Gesundheit::N,sog'lik,ಆರೋಗ್ಯ
403,Krankheit::N,kasallik,ರೋಗ
404,Schmerz::N,og'riq,ನೋವು
405,Wunde::N,yara,ಗಾಯ
406,Fieber::N,bezgak,ಜ್ವರ
407,Arznei::N,dori,ಔಷಧ
408,Brücke::N,ko'prik,ಸೇತುವೆ
409,Brunnen::N,buloq,ಬಾವಿ
410,Weide::N,yaylov,ಗೋಮಾಳ
411,Pfad::N,dorojka,ದಾರಿ
412,Weg::N,yo'l,ಹಾದಿ
413,Straße::N,ko'cha,ರಸ್ತೆ
414,Dorf::N,ovul,ಹಳ್ಳಿ
415,Stadt::N,shahar,ಪಟ್ಟಣ
416,Brief::N,maktub,ಕಾಗದ
417,Buch::N,kitob,ಪುಸ್ತಕ
418,Buchstabe::N,harf,ಅಕ್ಷರ
419,Zeitung::N,gazet,ವಾರ್ತಾಪತ್ರಿಕೆ
420,Leben::N,hayot,ಜೀವನ
421,Tod::N,o'lim,ಮರಣ
422,Grab::N,go'r,ಗೋರಿ
423,Kirche::N,cherkov,ಚರ್ಚು
424,Sünde::N,gunoh,ಪಾಪ
425,Gott::N,olloh,ದೇವರು
426,Arbeiter::N,ishchi,ಕೆಲಸಗಾರ
427,Chef::N,rais,ದಣಿ
428,Meister::N,usta,ಶಿಕ್ಷಕ
429,Arzt::N,hakim,ವೈದ್ಯ
430,Lehrer::N,muallim,ಉಪಾಧ್ಯಾಯ
431,Geld::N,pul,ಹಣ
432,Geschäft::N,savdo,ವಾಣಿಜ್ಯ
433,Laden::N,do'kon,ಅಂಗಡಿ
434,Preis::N,baho,ಬೆಲೆ
435,Ware::N,mol,ಸರಕು
436,Nutzen::N,foyda,ಲಾಭ
437,Reichtum::N,boylik,ಸಂಪತ್ತು
438,Welt::N,olam,ಭೂಲೋಕ
439,Land::N,o'lka,ದೇಶ
440,Staat::N,davlat,ರಾಜ್ಯ
441,König::N,qirol,ರಾಜ
442,Macht::N,iqtidor,ಅಧಿಕಾರ
443,Grenze::N,chegara,ಗಡಿ
444,Krieg::N,harb,ಯುದ್ಧ
445,Feind::N,dushman,ಶತ್ರು
446,Gewalt::N,zo'rlik,ಹಿಂಸೆ
447,Kampf::N,kurash,ಹೋರಾಟ
448,Bogen[Waffe]::N,yoy,ಬಿಲ್ಲು
449,Pfeil::N,o'q,ಅಂಬು
450,Gewehr::N,vintovka,ಬಂದೂಕು
451,Fehler::N,xato,ತಪ್ಪು
452,Lüge::N,yolg'on,ಸುಳ್ಳು
453,Schaden::N,ziyon,ಹಾನಿ
454,Unglück::N,balo,ಅಪಾಯ
455,Schuld::N,ayb,ದೋಷ
456,Alter::N,yosh,ಮುಪ್ಪು
457,Schluss::N,tamom,ಮುಕ್ತಾಯ
458,Zeit::N,vaqt,ಕಾಲ
459,Tag::N,kun,ದಿನ
460,Morgen::N,saboh,ಮುಂಜಾನೆ
461,Mittag::N,kun tushlik,ನಡುಹಗಲು
462,Abend::N,oqshom,ಸಂಜೆ
463,Nacht::N,tun,ರಾತ್ರಿ
464,Woche::N,hafta,ವಾರ
465,Monat::N,oy,ತಿಂಗಳು
466,Jahr::N,yil,ಸಂವತ್ಸರ
467,Frühling::N,bahor,ವಸಂತ
468,Sommer::N,yoz,ಬಿಸಿಲುಕಾಲ
469,Herbst::N,kuz,ಶರತ್ಕಾಲ
470,Herbst::N,xazon,ಶರತ್ಕಾಲ
471,Winter::N,qish,ಚಳಿಗಾಲ
472,Januar::N,yanvar',ನಾಲ್ಚಳಿ
473,Februar::N,fevral',ಅಯ್ಚಳಿ
474,März::N,mart,ಮೊಬ್ಬೇಸಿಗೆ
475,April::N,aprel',ಇಬ್ಬೇಸಿಗೆ
476,Mai::N,may,ಮುಬ್ಬೇಸಿಗೆ
477,Juni::N,iyun',ಮೊಮ್ಮಳೆ
478,Juli::N,iyul',ಇಮ್ಮಳೆ
479,August::N,avgust,ಮುಮ್ಮಳೆ
480,September::N,sentyabr',ನಾಲ್ಮಳೆ
481,Oktober::N,oktyabr',ಮೊಚ್ಚಳಿ
482,November::N,noyabr',ಇಚ್ಚಳಿ
483,Dezember::N,dekabr',ಮುಚ್ಚಳಿ
484,Montag::N,dushanba,ಸೋಮುವಾರ
485,Dienstag::N,seshanba,ಮಂಗಳವಾರ
486,Mittwoch::N,chorshanba,ಬುಧವಾರ
487,Donnerstag::N,payshanba,ಗುರುವಾರ
488,Freitag::N,juma,ಶುಕ್ರವಾರ
489,Samstag::N,shanba,ಶನಿವಾರ
490,Sonntag::N,yakshanba,ಭಾನುವಾರ
491,groß::A,buyuk,ದೊಡ್ಡ
492,klein::A,kichik,ಪುಟ್ಟ
493,lang::A,uzun,ದೀರ್ಘ
494,kurz::A,qisqa,ಚಕ್ಕ
495,breit::A,keng,ಅಗಲವಾದ
496,schmal::A,änsiz,ಇಕ್ಕಟ್ಟಾದ
497,dicht::A,quyuq,ದಟ್ಟ
498,dick[Gegenstand]::A,qalin,ದಟ್ಟ
499,dünn::A,ingichka,ತೆಳು
500,fein::A,mayin,ಕೋಮಲ
501,fest::A,qattiq,ಘನ
502,flach::A,yalpoq,ಚಪ್ಪಟೆ
503,glatt::A,tekis,ನಯ
504,hart::A,qattiq,ಗಟ್ಟಿ
505,weich::A,yumshoq,ಮೃದುವಾದ
506,rund::A,yumaloq,ವರ್ತುಳ
507,spitz::A,uchli,ಮೊನಚಾದ
508,scharf::A,keskir,ತೀಕ್ಷ್ಣ
509,stumpf::A,to'mtoq,ಮೊಂಡು
510,schwer::A,salmoqli,ಭಾರಿ
511,schön::A,go'zal,ಸುಂದರ
512,heiß::A,qiziq,ಬಿಸಿ
513,warm::A,issiq,ಬಿಸಿ
514,kalt::A,sovuq,ತಣ್ಣನೆಯ
515,kühl::A,salqin,ತಂಪಾದ
516,frisch::A,toza,ನಿರ್ಮಲ
517,feucht::A,namli,ಒದ್ದೆಯಾದ
518,nass::A,nam,ಒದ್ದೆಯಾದ
519,trocken::A,quruq,ಶುಷ್ಕ
520,voll::A,to'la,ತುಂಬಿದ
521,leer::A,puch,ಖಾಲಿ
522,offen::A,ochiq,ಮುಚ್ಚಲ್ಲದ
523,geschlossen::A,berk,ಮುಚ್ಚಿದ
524,sauber::A,ozoda,ಶುದ್ಧ
525,schmutzig::A,kir,ಅಶುದ್ಧ
526,roh::A,xom,ಹಸಿ
527,reif::A,pishiq,ಹಣ್ಣಾದ
528,lecker::A,shirin,ಗುಚಿಕರ
529,süß::A,shirin,ಸಿಹಿ
530,bitter::A,achchiq,ಕಹಿ
531,sauer::A,achchiq,ಹುಳಿಯಾದ
532,hell::A,yorug',ಹೊಳೆಯುವ
533,dunkel::A,qorong'i,ಮಬ್ಬಾದ
534,schwarz::A,qora,ಕಪ್ಪು
535,weiß::A,oq,ಬಿಳಿಯ
536,rot::A,qizil,ಕೆಂಪು
537,gelb::A,sariq,ಹಳದಯ
538,blau::A,zangori,ನೀಲ
539,grün::A,yashil,ಕಾಯಾದ
540,grau::A,bo'z,ಬೂದುಬಣ್ಣದ
541,bunt::A,ola,ವರ್ಣರಂಜಿತ
542,billig::A,arzon,ಅಗ್ಗ
543,teuer::A,qimmat,ದುಬಾರಿಯಾದ
544,wertvoll::A,qimmat,ಅಮೂಲ್ಯ
545,blind::A,ko'r,ಅಂಧ
546,taub::A,garang,ಕಿವುಡಾದ
547,kräftig::A,kuchli,ಪ್ರಬಲ
548,stark::A,quvvatli,ಶಕ್ತಿವಂತ
549,schwach::A,kuchsiz,ದುರ್ಬಲ
550,fett::A,semiz,ಕೊಬ್ಬಿದ
551,schlank::A,ingichka,ತೆಳ್ಳಗಿನ
552,hübsch::A,ko'rkam,ಅಂದವಾದ
553,böse::A,yovuz,ಕೆಟ್ಟ
554,dumm::A,aqlsiz,ಮಂದ
555,faul::A,ärinchak,ಆಲಸ
556,fleißig::A,ishchan,ಕಡಗುವ
557,geizig::A,qurumsoq,ಜುಗ್ಗ
558,klug::A,oqil,ಚತುರ
559,geschickt::A,äpchil,ದಕ್ಷ
