,Concept_ID,mhr,ro
56,Gehirn::N,вем,creier
57,Gehirn::N,вуйве́м,creier
58,Herz::N,шӱм,inimă
59,Magen::N,пага́р,stomac
60,Leber::N,мокш,ficat
61,Atem::N,шӱ́лыш,răsuflare
62,Atem::N,шӱ́лыш,respirație
63,Hunger::N,шужыма́ш,foame
64,Träne::N,шинчавӱ́д,lacrimă
65,Geschmack::N,там,gust
66,Geruch::N,пуш,miros
67,Schlaf::N,о́мо,somn
68,Traum::N,йӱдо́мо,vis
69,Himmel::N,кава́,cer
70,Sonne::N,ке́че,soare
71,Mond::N,ты́лзе,lună
72,Stern::N,шӱ́дыр,stea
73,Luft::N,юж,aer
74,Wind::N,марде́ж,vânt
75,Welle::N,то́лкын,val
76,Welle::N,то́лкын,undă
77,Wasser::N,вӱд,apă
78,Stein::N,кӱ,piatră
79,Boden::N,рок,sol
80,Boden::N,рок,pământ
81,Erde::N,мла́нде,pământ
82,Staub::N,пура́к,praf
83,Rauch::N,шикш,fum
84,Funke::N,сеске́м,scânteie
85,Funke::N,тулйы́п,scânteie
86,Feuer::N,тул,foc
87,Licht::N,со́то,lumină
88,Schatten::N,ӱ́мыл,umbră
89,Wetter::N,иге́че,timp
90,Wetter::N,иге́че,vreme
91,Nebel::N,тӱтыра́,ceață
92,Nebel::N,тӱтыра́,negură
93,Wolke::N,пыл,nor
94,Regen::N,йӱр,ploaie
95,Schnee::N,лум,zăpadă
96,Eis::N,ий,gheață
97,Frost::N,чатлама́,ger
98,Kälte::N,йӱ́штӧ,frig
99,Hitze::N,шо́кшо,arșiță
100,Hitze::N,шо́кшо,căldură
101,Raureif::N,пӧрш,chiciură
102,Raureif::N,по́кшым,chiciură
103,Regenbogen::N,шонанпы́л,curcubeu
104,Donner::N,кӱ́дырчӧ,tunet
105,Strömung::N,йо́гын,curent
106,Tropfen::N,чӱча́лтыш,picătură
107,Schaum::N,шоҥ,spumă
108,Schmutz::N,лавыра́,murdărie
109,See::N,ер,lac
110,Sumpf::N,лӱ́кӧ,mlaștină
111,Moor::N,куп,bărăgan
112,Wiese::N,о́лык,fânaț
113,Wiese::N,о́лык,livadă
114,Wald::N,чодыра́,codru
115,Wald::N,чодыра́,pădure
116,Hügel::N,арка́,deal
117,Hügel::N,арка́,movilă
118,Anhöhe::N,тӧва́,deal
119,Anhöhe::N,тӧва́,ridicătură
120,Anhöhe::N,кӱкшака́,deal
121,Anhöhe::N,кӱкшака́,ridicătură
122,Berg::N,ку́рык,munte
123,Gipfel::N,чаҥга́,pisc
124,Gipfel::N,курыкву́й,pisc
125,Höhle::N,пеще́р,peșteră
126,Höhle::N,курыкпо́мыш,peșteră
127,Abhang::N,та́йыл,pantă
128,Abhang::N,та́йыл,versant
129,Quelle::N,важ,izvor
130,Quelle::N,вӱдшинча́,izvor
131,Bach::N,изэҥе́р,gârlă
132,Fluss::N,эҥе́р,râu
133,Fluss::N,эҥе́р,fluviu
134,Ufer::N,сер,mal
135,Ufer::N,сер,țărm
136,Küste::N,вӱдтӱ́р,coastă
137,Festland::N,мла́нде,uscat
138,Meer::N,те́ҥыз,mare
139,Bucht::N,икса́,golf
140,Insel::N,отро́,insulă
141,Blume::N,пеле́дыш,floare
142,Gras::N,шу́до,iarbă
143,Wurzel::N,вож,rădăcină
144,Baum::N,пуше́ҥге,copac
145,Baum::N,пуше́ҥге,arbore
146,Stamm::N,йы́тыр,tulpină
147,Rinde::N,шӱм,scoarță
148,Ast::N,укш,cracă
149,Ast::N,укш,creangă
150,Zweig::N,торма́к,ramură
151,Zweig::N,торма́к,creangă
152,Blatt::N,лышта́ш,frunză
153,Birke::N,куэ́,mesteacăn
154,Kiefer[Baum]::N,пӱ́нчӧ,pin
155,Weide[Baum]::N,уа́,salcie
156,Weide[Baum]::N,уа́,răchită
157,Tanne::N,кож,brad
158,Horn::N,шур,corn
159,Feder::N,пы́стыл,pană
160,Fell::N,кова́ште,piele
161,Flügel::N,шу́лдыр,aripă
162,Klaue::N,кӱч,gheară
163,Kralle::N,ла́па,labă
164,Kralle::N,ла́па,gheară
165,Kralle::N,копа́,labă
166,Kralle::N,копа́,gheară
167,Schwanz::N,поч,coadă
168,Ei::N,му́но,ou
169,Nest::N,пыжа́ш,cuib
170,Bau::N,пыжа́ш,bârlog
171,Bau::N,пыжа́ш,vizuină
172,Tier::N,я́нлык,animal
173,Tier::N,живо́тный,animal
174,Herde::N,кӱ́тӱ,turmă
175,Herde::N,кӱ́тӱ,cireadă
176,Herde::N,тӱшка́,turmă
177,Herde::N,тӱшка́,cireadă
178,Kuh::N,ушка́л,vacă
179,Bulle::N,ӱ́шкыж,taur
180,Pferd::N,и́мне,cal
181,Schaf::N,шо́рык,oaie
182,Schwein::N,сӧсна́,porc
183,Hund::N,пий,câine
184,Katze::N,пы́рыс,pisică
185,Bär::N,маска́,urs
186,Eichhörnchen::N,ур,veveriță
187,Elch::N,шо́рдо,elan
188,Fuchs::N,ры́выж,vulpe
189,Hase::N,мера́ҥ,iepure
190,Maus::N,коля́,șoarece
191,Wolf::N,пи́ре,lup
192,Vogel::N,ка́йык,pasăre
193,Schwarm::N,каша́к,cârd
194,Huhn::N,чы́ве,găină
195,Hahn::N,агыта́н,cocoș
196,Gans::N,ко́мбо,gâscă
197,Adler::N,карагу́ш,vultur
198,Ente::N,лу́до,rață
199,Eule::N,тумна́,bufniță
200,Kranich::N,турня́,cocor
201,Krähe::N,кора́к,cioară
202,Kuckuck::N,куку́,cuc
203,Schwan::N,йӱ́ксӧ,lebădă
204,Fisch::N,кол,pește
205,Barsch::N,ола́ҥге,biban
206,Hecht::N,нуж,știucă
207,Hecht::N,чорта́н,știucă
208,Schlange[Tier]::N,ки́шке,șarpe
209,Wurm::N,шукш,vierme
210,Spinne::N,эҥыре́мыш,păianjen
211,Ameise::N,ку́тко,furnică
212,Laus::N,тий,păduche
213,Mücke::N,шыҥа́,țânțar
214,Fliege::N,ка́рме,muscă
215,Schmetterling::N,лы́ве,fluture
216,Beere::N,мӧр,boabă
217,Apfel::N,олма́,măr
218,Pilz::N,по́ҥго,burete
219,Pilz::N,по́ҥго,ciupercă
220,Zwiebel::N,шога́н,ceapă
221,Saat::N,нӧ́шмӧ,semănătură
222,Saat::N,туш,semănătură
223,Korn::N,шу́рно,grâu
224,Heu::N,шу́до,fân
225,Schale::N,шӱм,coajă
226,Grube::N,выне́м,groapă
227,Falle::N,лӧ́дӧ,cursă
228,Falle::N,лӧ́дӧ,capcană
229,Schlinge::N,о́птыш,laț
230,Schlinge::N,шӧрга́лтыш,laț
231,Spur::N,кыша́,dâră
232,Asche::N,ло́мыж,cenușă
233,Dreck::N,лавыра́,noroi
234,Dreck::N,лавыра́,murdărie
235,Eisen::N,кӱ́ртньӧ,fier
236,Gold::N,шӧ́ртньӧ,aur
237,Silber::N,ший,argint
238,Kohle::N,мландышӱ́й,cărbune
239,Glas::N,янда́,sticlă
240,Lehm::N,шун,lut
241,Lehm::N,шун,humă
242,Sand::N,ошма́,nisip
243,Mensch::N,еҥ,om
244,Mensch::N,еҥ,persoană
245,Mensch::N,айде́ме,om
246,Mensch::N,айде́ме,persoană
247,Mann::N,пӧръе́ҥ,om
248,Mann::N,пӧръе́ҥ,bărbat
249,Frau::N,ӱдырама́ш,femeie
250,Kind::N,аза́,copil
251,Junge::N,рве́зе,băiat
252,Junge::N,рве́зе,flăcău
253,Mädchen::N,ӱдыра́ш,fată
254,Familie::N,еш,familie
255,Großvater::N,коча́,bunic
256,Großvater::N,коча́,tată mare
257,Großmutter::N,кова́,bunică
258,Großmutter::N,кова́,mamă mare
259,Eltern::N,ача́-ава́,părinți
260,Vater::N,ача́,tată
261,Vater::N,ача́,părinte
262,Mutter::N,ава́,mamă
263,Sohn::N,э́рге,fiu
264,Sohn::N,э́рге,fecior
265,Tochter::N,ӱ́дыр,fiică
266,Bruder::N,иза́,frate
267,Bruder::N,шо́льо,frate
268,Schwester::N,ака́,soră
269,Onkel::N,иза́,unchi
270,Tante::N,кока́,mătușă
271,Ehemann::N,мари́й,soț
272,Ehemann::N,мари́й,bărbat
273,Ehefrau::N,ва́те,soție
274,Freude::N,куа́н,bucurie
275,Freude::N,куаныма́ш,bucurie
276,Gelächter::N,во́штылтыш,râset
277,Glück::N,пиа́л,fericire
278,Kummer::N,о́йго,mâhnire
279,Wunsch::N,ку́мыл,dorință
280,Wunsch::N,ку́мыл,deziderat
281,Lust::N,ку́мыл,poftă
282,Lust::N,ку́мыл,înclinare
283,Geist::N,ӧрт,duh
284,Geist::N,ӧрт,minte
285,Geist::N,ӧрт,suflet
286,Geist::N,чон,duh
287,Geist::N,чон,minte
288,Geist::N,чон,suflet
289,Gedanke::N,ой,gând
290,Gedanke::N,ой,cuget
291,Gedanke::N,шоныма́ш,gând
292,Gedanke::N,шоныма́ш,cuget
293,Gedächtnis::N,шарныма́ш,memorie
294,Verstand::N,уш,minte
295,Verstand::N,уш,intelect
296,Sinn::N,смысл,sens
297,Sinn::N,смысл,înțeles
298,Grund::N,ама́л,cauză
299,Grund::N,ама́л,pricină
300,Wahrheit::N,чын,adevăr
301,Gespräch::N,мутланыма́ш,convorbire
302,Gespräch::N,мутланыма́ш,conversație
303,Märchen::N,йома́к,basm
304,Märchen::N,йома́к,poveste
305,Erzählung::N,ойлыма́ш,poveste
306,Nachricht::N,увертарыма́ш,veste
307,Neuigkeit::N,уве́р,noutate
308,Neuigkeit::N,уве́р,actualitate
309,Name::N,лӱм,nume
310,Rätsel::N,ту́што,ghicitoare
311,Rede::N,ойлыма́ш,discurs
312,Sprache::N,йы́лме,limbă
313,Sprache::N,йы́лме,limbaj
314,Stimme::N,йӱк,glas
315,Wort::N,ой,cuvânt
316,Wort::N,мут,cuvânt
317,Zeichen::N,ти́ште,semn
318,Zeichen::N,ти́ште,semnal
319,Zeichen::N,знак,semn
320,Zeichen::N,знак,semnal
321,Ruf::N,ӱжма́ш,chemare
322,Lärm::N,лӱшкыма́ш,zgomot
323,Lärm::N,лӱшкыма́ш,tărăboi
324,Lärm::N,йӱк-йӱа́н,zgomot
325,Lärm::N,йӱк-йӱа́н,tărăboi
326,Laut::N,йӱк,sunet
327,Ton::N,йӱксе́м,ton
328,Lied::N,му́ро,cântec
329,Ruhe::N,ты́мык,odihnă
330,Ruhe::N,ты́мык,liniște
331,Leute::N,еҥ-влак,lume
332,Leute::N,еҥ-влак,oameni
333,Volk::N,ка́лык,popor
334,Volk::N,ка́лык,națiune
335,Arbeit::N,паша́,lucru
336,Gast::N,уна́,musafir
337,Geschenk::N,пӧле́к,dar
338,Geschenk::N,пӧле́к,cadou
339,Spiel::N,мо́дыш,joc
340,Spiel::N,модма́ш,joc
341,Gesellschaft::N,тӱшка́,societate
342,Hilfe::N,по́лыш,ajutor
343,Freund::N,таҥ,amic
344,Freund::N,таҥ,prieten
345,Freund::N,йолта́ш,amic
346,Freund::N,йолта́ш,prieten
347,Kamerad::N,таҥ,tovarăș
348,Angelegenheit::N,паша́,afacere
349,Anzahl::N,чот,număr
350,Anzahl::N,чот,cantitate
351,Art::N,вид,fel
352,Art::N,вид,specie
353,Stück::N,ка́тыш,bucată
354,Stück::N,ла́стык,bucată
355,Teil::N,ужа́ш,parte
356,Teil::N,ужа́ш,porție
357,Hälfte::N,пел,jumătate
358,Hälfte::N,пе́ле,jumătate
359,Kreis::N,ты́ртыш,cerc
360,Kreuz::N,ыре́с,cruce
361,Linie::N,ли́ний,linie
362,Strich::N,коре́ш,linie
363,Strich::N,коре́ш,trăsătură
364,Abstand::N,кокла́,distanță
365,Abstand::N,кокла́,depărtare
366,Entfernung::N,тора́,distanță
367,Entfernung::N,тора́,depărtare
368,Entfernung::N,ку́жыт,distanță
369,Entfernung::N,ку́жыт,depărtare
370,Gegend::N,кунде́м,regiune
371,Platz::N,ку́мдык,loc
372,Ort::N,вер,loc
373,Ort::N,о́лмо,loc
374,Seite::N,ӧ́рдыж,latură
375,Mitte::N,покше́л,centru
376,Gegenstand::N,наста́,obiect
377,Sache::N,наста́,lucru
378,Sache::N,наста́,chestie
379,Rand::N,тӱр,bordură
380,Kante::N,тӱр,muchie
381,Kante::N,тӱр,bordură
382,Ecke::N,лук,colț
383,Spitze::N,вуй,vârf
384,Spitze::N,вуй,creștet
385,Ende::N,муча́ш,capăt
386,Loch::N,рож,gaură
387,Winkel::N,лук,colț
388,Muster::N,пеза́к,desen
389,Muster::N,узо́р,desen
390,Muster::N,ӱ́лгӧ,desen
391,Größe::N,кӱ́кшыт,mărime
392,Länge::N,ку́тыш,lungime
393,Höhe::N,кӱ́кшыт,înălțime
394,Gewicht::N,не́лыт,greutate
395,Menge::N,чот,cantitate
396,Haufen::N,кы́шыл,grămadă
397,Reihe::N,рада́м,șir
398,Reihe::N,рада́м,rând
399,Boot::N,пуш,barcă
400,Boot::N,пуш,luntre
401,Ruder::N,эшка́к,vâslă
402,Ruder::N,эшка́к,lopată
403,Schlitten::N,тер,sanie
404,Schlitten::N,изде́р,sanie
405,Ski::N,е́че,schi
406,Lagerfeuer::N,туло́то,foc de tabără
407,Last::N,нӧ́лтыш,povară
408,Last::N,нӧ́лтыш,sarcină
409,Gang::N,ошкылма́ш,mers
410,Gang::N,ошкылма́ш,umblet
411,Schritt::N,о́шкыл,pas
412,Norden::N,йӱдйыма́л,nord
413,Norden::N,йӱдйыма́л,miazănoapte
414,Süden::N,кечывалве́л,sud
415,Süden::N,кечывалве́л,miazăzi
416,Westen::N,касве́л,apus
417,Osten::N,эрве́л,est
418,Osten::N,эрве́л,răsărit
419,Holz::N,пу,lemn
420,Brett::N,оҥа́,scândură
421,Platte::N,аста́р,placă
422,Stütze::N,чара́к,proptea
423,Stange::N,лома́ш,bară
424,Stange::N,лома́ш,prăjină
425,Stock::N,тоя́,băț
426,Stock::N,тоя́,baston
427,Stab::N,вара́,baston
428,Stab::N,вара́,prăjină
429,Stab::N,кашта́,baston
430,Stab::N,кашта́,prăjină
431,Rohr::N,пуч,tub
432,Rohr::N,пуч,țeavă
433,Haus::N,пӧрт,casă
434,Heim::N,мӧ́ҥгӧ,casă
435,Heim::N,мӧ́ҥгӧ,cămin
436,Ofen::N,комака́,sobă
437,Fußboden::N,кӱва́р,podea
438,Fußboden::N,кӱва́р,dușumea
439,Tisch::N,ӱсте́л,masă
440,Stuhl::N,пӱке́н,scaun
441,Wiege::N,шепка́,leagăn
442,Bett::N,ва́кшыш,pat
443,Regal::N,шӧ́рлык,rafturi
444,Kiste::N,шо́ндык,ladă
445,Kiste::N,шо́ндык,cutie
446,Kiste::N,я́шлык,ladă
447,Kiste::N,я́шлык,cutie
448,Fenster::N,окна́,fereastră
449,Tür::N,омса́,ușă
450,Tor::N,капка́,poartă
451,Zaun::N,сава́р,gard
452,Dach::N,леве́дыш,acoperiș
453,Leiter::N,тошка́лтыш,scară
454,Besen::N,ӱштерво́штыр,mătură
455,Spaten::N,ко́льмо,cazma
456,Spaten::N,ко́льмо,hârleț
457,Schaufel::N,сово́к,lopată
458,Schaufel::N,су́ско,lopată
459,Gabel::N,ви́лке,furculiță
460,Löffel::N,па́не,lingură
461,Löffel::N,совла́,lingură
462,Messer::N,кӱ́зӧ,cuțit
463,Nagel::N,пуда́,cui
464,Netz::N,вапш,plasă
465,Haken::N,са́гыле,cârlig
466,Griff::N,кыл,mâner
467,Schloss::N,кӧгӧ́н,lacăt
468,Bild::N,сӱре́т,tablou
469,Bild::N,сӱре́т,imagine
470,Figur::N,фигу́р,chip
471,Figur::N,фигу́р,figură
472,Puppe::N,курча́к,păpușă
473,Beutel::N,меша́к,pungă
474,Beutel::N,меша́к,săculeț
475,Bündel::N,арша́ш,mănunchi
476,Tasche::N,сумка́,geantă
477,Eimer::N,ведра́,găleată
478,Deckel::N,ко́мдыш,capac
479,Geschirr::N,а́те,vase
480,Geschirr::N,а́те,tacâmuri
481,Sack::N,куль,sac
482,Sack::N,меша́к,sac
483,Tasse::N,чу́кыр,ceașcă
484,Tasse::N,чашка́,ceașcă
485,Topf::N,ми́ске,oală
486,Kessel::N,под,cazan
487,Kessel::N,под,căldare
488,Essen::N,ко́чкыш,mâncare
489,Nahrung::N,ку́рго,hrană
490,Nahrung::N,ку́рго,aliment
491,Speise::N,ко́чкыш,bucate
492,Speise::N,ко́чкыш,fel de bucate
493,Fleisch::N,шыл,carne
494,Getreide::N,шу́рно,cereale
495,Brei::N,пу́чымыш,pireu
496,Brot::N,ки́нде,pâine
497,Scheibe::N,ка́тыш,felie
498,Scheibe::N,ка́тыш,bucată
499,Fett::N,коя́,untură
500,Fett::N,коя́,grăsime
501,Butter::N,ӱй,unt
502,Öl::N,ӱй,ulei
503,Salz::N,шинча́л,sare
504,Suppe::N,шӱр,supă
505,Suppe::N,шӱр,ciorbă
506,Honig::N,мӱй,miere
507,Milch::N,шӧр,lapte
508,Tee::N,чай,ceai
509,Leder::N,сура́н,piele
510,Leder::N,шӱ́штӧ,piele
511,Wolle::N,пун,lână
512,Stoff::N,куэ́м,stofă
513,Stoff::N,посто́,stofă
514,Nadel::N,и́ме,ac
515,Faden::N,шӱ́ртӧ,ață
516,Knopf::N,по́лдыш,buton
517,Knoten::N,пышке́м,nod
518,Farbe::N,чия́,vopsea
519,Kleidung::N,чие́м,haine
520,Kleidung::N,чие́м,îmbrăcăminte
521,Kleidung::N,вурге́м,haine
522,Kleidung::N,вурге́м,îmbrăcăminte
523,Hemd::N,ту́выр,cămașă
524,Kragen::N,сога́,guler
525,Ärmel::N,шокш,mânecă
526,Hose::N,йола́ш,pantaloni
527,Gürtel::N,ӱ́штӧ,cordon
528,Mütze::N,упш,șapcă
529,Schuh::N,боти́нке,gheată
530,Stiefel::N,кем,cizmă
531,Ring::N,шерга́ш,inel
532,Ring::N,шерга́ш,verigă
533,Band::N,тасма́,panglică
534,Band::N,тасма́,șiret
535,Band::N,ле́нте,panglică
536,Band::N,ле́нте,șiret
537,Kamm::N,шерге́,pieptene
538,Spiegel::N,вошто́нчыш,oglindă
539,Riemen::N,кӱзанӱ́штӧ,curea
540,Schnur::N,кере́м,funie
541,Schnur::N,кере́м,sfoară
542,Schnur::N,кандыра́,funie
543,Schnur::N,кандыра́,sfoară
544,Leine::N,вӱра́ҥ,lesă
545,Leine::N,вӱра́ҥ,curea
546,Decke::N,леве́дыш,pătură
547,Decke::N,одея́л,pătură
548,Kissen::N,кӱ́пчык,pernă
549,Tuch::N,шо́выч,batic
550,Handtuch::N,со́лык,prosop
551,Handtuch::N,со́лык,ștergar
552,Kraft::N,вий,forță
553,Kraft::N,вий,putere
554,Kraft::N,куа́т,forță
555,Kraft::N,куа́т,putere
556,Stärke::N,куа́т,tărie
557,Stärke::N,куа́т,vigoare
558,Stärke::N,карма́н,tărie
559,Stärke::N,карма́н,vigoare
560,Gesundheit::N,таза́лык,sănătate
561,Krankheit::N,чер,boală
562,Krankheit::N,чер,maladie
563,Schmerz::N,ко́рштыш,durere
564,Wunde::N,су́сыр,rană
565,Fieber::N,йӱштыму́ж,febră
566,Fieber::N,лихора́дке,febră
567,Arznei::N,эм,leac
568,Arznei::N,эм,medicament
569,Brücke::N,кӱва́р,pod
570,Brücke::N,кӱва́р,punte
571,Brunnen::N,вӱдвыне́м,puț
572,Weide::N,нурше́р,izlaz
573,Weide::N,нурше́р,pășune
574,Pfad::N,йолго́рно,cărare
575,Pfad::N,сокма́к,cărare
576,Weg::N,ко́рно,drum
577,Straße::N,ко́рно,cale
578,Straße::N,ко́рно,stradă
579,Dorf::N,ял,sat
580,Stadt::N,ола́,oraș
581,Brief::N,се́рыш,scrisoare
582,Buch::N,книга́,carte
583,Buchstabe::N,буква́,literă
584,Buchstabe::N,буква́,caracter
585,Zeitung::N,газе́т,ziar
586,Zeitung::N,газе́т,gazetă
587,Leben::N,и́лыш,viață
588,Tod::N,колыма́ш,moarte
589,Grab::N,шӱга́р,groapă
590,Grab::N,шӱга́р,mormânt
591,Kirche::N,че́рке,biserică
592,Sünde::N,су́лык,păcat
593,Gott::N,ю́мо,zeu
594,Arbeiter::N,паша́зе,muncitor
595,Chef::N,тӧра́,șef
596,Meister::N,маста́р,meșter
597,Meister::N,маста́р,maestru
598,Arzt::N,врач,medic
599,Arzt::N,врач,doctor
600,Lehrer::N,ту́ныктышо,profesor
601,Lehrer::N,ту́ныктышо,învățător
602,Geld::N,окса́,bani
603,Geld::N,окса́,parale
604,Geschäft::N,сатулыма́ш,treabă
605,Geschäft::N,сатулыма́ш,afacere
606,Laden::N,ке́выт,magazin
607,Laden::N,ке́выт,prăvălie
608,Preis::N,ак,preț
609,Ware::N,сату́,marfă
610,Nutzen::N,пайда́,folos
611,Nutzen::N,пайда́,profit
612,Reichtum::N,поя́нлык,avuție
613,Reichtum::N,поя́нлык,bogăție
614,Welt::N,тӱня́,lume
615,Land::N,эл,țară
616,Staat::N,кугыжа́ныш,stat
617,König::N,кугыжа́,rege
618,Macht::N,власть,putere
619,Macht::N,власть,putință
620,Grenze::N,грани́ца,hotar
621,Grenze::N,грани́ца,graniță
622,Grenze::N,грани́ца,frontieră
623,Krieg::N,сар,război
624,Feind::N,тушма́н,dușman
625,Gewalt::N,виешлыма́ш,violență
626,Kampf::N,кредалма́ш,luptă
627,Bogen[Waffe]::N,юҥе́ж,arc
628,Pfeil::N,пикш,săgeată
629,Gewehr::N,пыча́л,armă
630,Gewehr::N,пыча́л,pușcă
631,Fehler::N,йо́ҥылыш,eroare
632,Fehler::N,йо́ҥылыш,greșeală
633,Lüge::N,шоя́к,minciună
634,Schaden::N,зия́н,daună
635,Schaden::N,зия́н,pagubă
636,Unglück::N,эҥге́к,nenorocire
637,Schuld::N,тита́к,vină
638,Schuld::N,йола́,vină
639,Alter::N,ийго́т,etate
640,Alter::N,ийго́т,vârstă
641,Schluss::N,муча́ш,sfârșit
642,Zeit::N,жап,timp
643,Zeit::N,жап,vreme
644,Zeit::N,па́гыт,timp
645,Zeit::N,па́гыт,vreme
646,Tag::N,ке́че,zi
647,Morgen::N,эр,dimineață
648,Mittag::N,кечыва́л,prânz
649,Mittag::N,кечыва́л,amiază
650,Abend::N,кас,seară
651,Nacht::N,йӱд,noapte
652,Woche::N,арня́,săptămână
653,Monat::N,ты́лзе,lună
654,Jahr::N,ий,an
655,Frühling::N,шо́шо,primăvară
656,Sommer::N,кеҥе́ж,vară
657,Herbst::N,шы́же,toamnă
658,Winter::N,те́ле,iarnă
659,Januar::N,шоркыйол,ianuarie
660,Januar::N,идалыкву́й,ianuarie
661,Januar::N,янва́рь,ianuarie
662,Februar::N,пургыж,februarie
663,Februar::N,февра́ль,februarie
664,März::N,ӱярня,martie
665,März::N,март,martie
666,April::N,апре́ль,aprilie
667,Mai::N,ага,mai
668,Mai::N,май,mai
669,Juni::N,пеледыш,iunie
670,Juni::N,ию́нь,iunie
671,Juli::N,сӱрем,iulie
672,Juli::N,ию́ль,iulie
673,August::N,сорла,august
674,August::N,агарма́н,august
675,August::N,а́вгуст,august
676,September::N,идым,septembrie
677,September::N,сентя́брь,septembrie
678,Oktober::N,шыжа,octombrie
679,Oktober::N,октя́брь,octombrie
680,November::N,кылме тылзе,noiembrie
681,November::N,ноя́брь,noiembrie
682,Dezember::N,дека́брь,decembrie
683,Montag::N,шо́чмо,luni
684,Dienstag::N,ку́шкыжмо,marți
685,Mittwoch::N,вӱрге́че,miercuri
686,Donnerstag::N,изарня́,joi
687,Freitag::N,кугарня́,vineri
688,Samstag::N,шуматке́че,sâmbătă
689,Sonntag::N,рушарня́,duminică
690,groß::A,кугу́,mare
691,klein::A,изи́,mic
692,lang::A,кужу́,lung
693,kurz::A,кӱ́чык,scurt
694,breit::A,кумда́,lat
695,breit::A,кумда́,larg
696,schmal::A,а́ҥысыр,strâmt
697,dicht::A,ну́гыдо,des
698,dick[Gegenstand]::A,кӱ́жгӧ,gros
699,dünn::A,ви́чкыж,subțire
700,fein::A,ты́гыде,fin
701,fein::A,ты́гыде,subțire
702,fest::A,чо́ткыдо,tare
703,fest::A,чо́ткыдо,solid
704,flach::A,лапка́,șes
705,flach::A,лапка́,plan
706,glatt::A,яклака́,lins
707,hart::A,пе́ҥгыде,dur
708,weich::A,пу́шкыдо,moale
709,rund::A,йырге́шке,rotund
710,rund::A,йырге́шке,circular
711,spitz::A,коша́р,ascuțit
712,scharf::A,пӱ́сӧ,tăios
713,scharf::A,пӱ́сӧ,ascuțit
714,stumpf::A,токма́к,tocit
715,schwer::A,не́ле,greu
716,schön::A,сы́лне,frumos
717,heiß::A,шо́кшо,cald
718,heiß::A,шо́кшо,fierbinte
719,warm::A,ле́ве,cald
720,warm::A,ле́ве,fierbinte
721,kalt::A,йӱ́штӧ,rece
722,kühl::A,юа́лге,rece
723,kühl::A,юа́лге,răcoros
724,kühl::A,южгата́,rece
725,kühl::A,южгата́,răcoros
726,frisch::A,свежа́,răcoros
727,frisch::A,свежа́,proaspăt
728,feucht::A,вӱ́дыжгӧ,umed
729,feucht::A,вӱ́дыжгӧ,jilav
730,nass::A,нӧ́рӧ,ud
731,trocken::A,ку́кшо,sec
732,trocken::A,ку́кшо,uscat
733,voll::A,тич,plin
734,leer::A,яра́,gol
735,offen::A,виш,deschis
736,geschlossen::A,пе́тырыме,închis
737,geschlossen::A,тӱ́чмӧ,închis
738,sauber::A,ару́,curat
739,sauber::A,янда́р,curat
740,schmutzig::A,лавыра́н,murdar
741,schmutzig::A,ла́выргыше,murdar
742,roh::A,кӱ́чымӧ,crud
743,reif::A,лӧза́,copt
744,lecker::A,ту́тло,gustos
745,süß::A,ше́ре,dulce
746,bitter::A,ко́чо,amar
747,sauer::A,шо́по,acru
