,Concept_ID,ro,sk
371,Stück::N,bucată,kus
372,Stück::N,bucată,kúsok
373,Teil::N,parte,časť
374,Teil::N,porție,časť
375,Hälfte::N,jumătate,polka
376,Hälfte::N,jumătate,polovica
377,Kreis::N,cerc,kruh
378,Kreuz::N,cruce,kríž
379,Linie::N,linie,línia
380,Strich::N,linie,čiara
381,Strich::N,trăsătură,čiara
382,Abstand::N,distanță,vzdialenosť
383,Abstand::N,depărtare,vzdialenosť
384,Entfernung::N,distanță,vzdialenosť
385,Entfernung::N,depărtare,vzdialenosť
386,Gegend::N,regiune,kraj
387,Gegend::N,regiune,krajina
388,Platz::N,loc,miesto
389,Ort::N,loc,miesto
390,Seite::N,latură,bok
391,Seite::N,latură,strana
392,Mitte::N,centru,stred
393,Gegenstand::N,obiect,predmet
394,Sache::N,lucru,vec
395,Sache::N,chestie,vec
396,Rand::N,bordură,kraj
397,Rand::N,bordură,okraj
398,Kante::N,muchie,hrana
399,Kante::N,bordură,hrana
400,Ecke::N,colț,roh
401,Spitze::N,vârf,hrot
402,Spitze::N,vârf,špička
403,Spitze::N,creștet,hrot
404,Spitze::N,creștet,špička
405,Ende::N,capăt,koniec
406,Loch::N,gaură,diera
407,Winkel::N,colț,kút
408,Muster::N,desen,vzor
409,Muster::N,desen,vzorka
410,Größe::N,mărime,veľkosť
411,Länge::N,lungime,dĺžka
412,Höhe::N,înălțime,výška
413,Gewicht::N,greutate,váha
414,Menge::N,cantitate,množstvo
415,Haufen::N,grămadă,hŕba
416,Reihe::N,șir,rad
417,Reihe::N,rând,rad
418,Boot::N,barcă,čln
419,Boot::N,luntre,čln
420,Ruder::N,vâslă,veslo
421,Ruder::N,lopată,veslo
422,Schlitten::N,sanie,sane
423,Ski::N,schi,lyža
424,Lagerfeuer::N,foc de tabără,táborák
425,Last::N,povară,ťarcha
426,Last::N,povară,bremeno
427,Last::N,sarcină,ťarcha
428,Last::N,sarcină,bremeno
429,Gang::N,mers,chôdza
430,Gang::N,umblet,chôdza
431,Schritt::N,pas,krok
432,Norden::N,nord,sever
433,Norden::N,miazănoapte,sever
434,Süden::N,sud,juh
435,Süden::N,miazăzi,juh
436,Westen::N,apus,západ
437,Osten::N,est,východ
438,Osten::N,răsărit,východ
439,Holz::N,lemn,drevo
440,Brett::N,scândură,doska
441,Platte::N,placă,doska
442,Platte::N,placă,platňa
443,Stütze::N,proptea,opora
444,Stange::N,bară,tyč
445,Stange::N,prăjină,tyč
446,Stock::N,băț,palica
447,Stock::N,baston,palica
448,Stab::N,baston,palica
449,Stab::N,prăjină,palica
450,Rohr::N,tub,rúra
451,Rohr::N,țeavă,rúra
452,Haus::N,casă,dom
453,Heim::N,casă,domov
454,Heim::N,cămin,domov
455,Ofen::N,sobă,pec
456,Ofen::N,sobă,kachle
457,Fußboden::N,podea,dlážka
458,Fußboden::N,podea,podlaha
459,Fußboden::N,dușumea,dlážka
460,Fußboden::N,dușumea,podlaha
461,Tisch::N,masă,stôl
462,Stuhl::N,scaun,stolička
463,Wiege::N,leagăn,kolíska
464,Bett::N,pat,lôžko
465,Bett::N,pat,posteľ
466,Regal::N,rafturi,regál
467,Regal::N,rafturi,polica
468,Kiste::N,ladă,debna
469,Kiste::N,cutie,debna
470,Fenster::N,fereastră,okno
471,Fenster::N,fereastră,oblok
472,Tür::N,ușă,dvere
473,Tor::N,poartă,vráta
474,Zaun::N,gard,plot
475,Zaun::N,gard,ohrada
476,Dach::N,acoperiș,krov
477,Dach::N,acoperiș,strecha
478,Leiter::N,scară,rebrík
479,Leiter::N,scară,rebrina
480,Besen::N,mătură,metla
481,Spaten::N,cazma,rýľ
482,Spaten::N,hârleț,rýľ
483,Schaufel::N,lopată,lopata
484,Gabel::N,furculiță,vidlička
485,Löffel::N,lingură,lyžica
486,Messer::N,cuțit,nôž
487,Nagel::N,cui,klinec
488,Netz::N,plasă,sieť
489,Haken::N,cârlig,hák
490,Haken::N,cârlig,háčik
491,Griff::N,mâner,rukoväť
492,Schloss::N,lacăt,zámka
493,Bild::N,tablou,obraz
494,Bild::N,imagine,obraz
495,Figur::N,chip,figúra
496,Figur::N,figură,figúra
497,Puppe::N,păpușă,bábka
498,Puppe::N,păpușă,bábika
499,Beutel::N,pungă,vrece
500,Beutel::N,pungă,vrecko
501,Beutel::N,săculeț,vrece
502,Beutel::N,săculeț,vrecko
503,Bündel::N,mănunchi,uzlík
504,Bündel::N,mănunchi,zväzok
505,Tasche::N,geantă,taška
506,Tasche::N,geantă,kabelka
507,Eimer::N,găleată,vedro
508,Deckel::N,capac,vrchnák
509,Deckel::N,capac,pokrývka
510,Geschirr::N,vase,nádoba
511,Geschirr::N,tacâmuri,nádoba
512,Sack::N,sac,mech
513,Sack::N,sac,vrece
514,Tasse::N,ceașcă,šálka
515,Topf::N,oală,hrniec
516,Kessel::N,cazan,kotol
517,Kessel::N,căldare,kotol
518,Essen::N,mâncare,jedlo
519,Nahrung::N,hrană,strava
520,Nahrung::N,hrană,potrava
521,Nahrung::N,aliment,strava
522,Nahrung::N,aliment,potrava
523,Speise::N,bucate,jedlo
524,Speise::N,fel de bucate,jedlo
525,Fleisch::N,carne,mäso
526,Getreide::N,cereale,obilie
527,Brei::N,pireu,kaša
528,Brot::N,pâine,chlieb
529,Scheibe::N,felie,kotúč
530,Scheibe::N,felie,krajec
531,Scheibe::N,bucată,kotúč
532,Scheibe::N,bucată,krajec
533,Fett::N,untură,tuk
534,Fett::N,untură,masť
535,Fett::N,grăsime,tuk
536,Fett::N,grăsime,masť
537,Butter::N,unt,maslo
538,Öl::N,ulei,olej
539,Salz::N,sare,soľ
540,Suppe::N,supă,polievka
541,Suppe::N,ciorbă,polievka
542,Honig::N,miere,med
543,Milch::N,lapte,mlieko
544,Tee::N,ceai,čaj
545,Leder::N,piele,koža
546,Wolle::N,lână,vlna
547,Stoff::N,stofă,súkno
548,Nadel::N,ac,ihla
549,Faden::N,ață,niť
550,Faden::N,ață,vlákno
551,Knopf::N,buton,gombík
552,Knoten::N,nod,uzol
553,Farbe::N,vopsea,farba
554,Kleidung::N,haine,šaty
555,Kleidung::N,haine,šatstvo
556,Kleidung::N,îmbrăcăminte,šaty
557,Kleidung::N,îmbrăcăminte,šatstvo
558,Hemd::N,cămașă,košeľa
559,Kragen::N,guler,golier
560,Ärmel::N,mânecă,rukáv
561,Hose::N,pantaloni,nohavice
562,Gürtel::N,cordon,pás
563,Gürtel::N,cordon,opasok
564,Mütze::N,șapcă,čiapka
565,Schuh::N,gheată,obuv
566,Schuh::N,gheată,topánka
567,Stiefel::N,cizmă,čižma
568,Ring::N,inel,prsteň
569,Ring::N,verigă,prsteň
570,Band::N,panglică,stuha
571,Band::N,șiret,stuha
572,Kamm::N,pieptene,hrebeň
573,Spiegel::N,oglindă,zrkadlo
574,Riemen::N,curea,remeň
575,Schnur::N,funie,šnúra
576,Schnur::N,sfoară,šnúra
577,Leine::N,lesă,vodidlo
578,Leine::N,curea,vodidlo
579,Decke::N,pătură,deka
580,Decke::N,pătură,prikrývka
581,Kissen::N,pernă,poduška
582,Tuch::N,batic,šatka
583,Handtuch::N,prosop,uterák
584,Handtuch::N,ștergar,uterák
585,Kraft::N,forță,moc
586,Kraft::N,putere,moc
587,Stärke::N,tărie,sila
588,Stärke::N,vigoare,sila
589,Gesundheit::N,sănătate,zdravie
590,Krankheit::N,boală,nemoc
591,Krankheit::N,boală,choroba
592,Krankheit::N,maladie,nemoc
593,Krankheit::N,maladie,choroba
594,Schmerz::N,durere,bolesť
595,Wunde::N,rană,rana
596,Fieber::N,febră,horúčka
597,Arznei::N,leac,liek
598,Arznei::N,medicament,liek
599,Brücke::N,pod,most
600,Brücke::N,punte,most
601,Brunnen::N,puț,studňa
602,Weide::N,izlaz,pastva
603,Weide::N,pășune,pastva
604,Pfad::N,cărare,chodník
605,Weg::N,drum,cesta
606,Straße::N,cale,hradská
607,Straße::N,stradă,hradská
608,Dorf::N,sat,dedina
609,Stadt::N,oraș,mesto
610,Brief::N,scrisoare,list
611,Buch::N,carte,kniha
612,Buchstabe::N,literă,litera
613,Buchstabe::N,literă,písmeno
614,Buchstabe::N,caracter,litera
615,Buchstabe::N,caracter,písmeno
616,Zeitung::N,ziar,noviny
617,Zeitung::N,gazetă,noviny
618,Leben::N,viață,život
619,Tod::N,moarte,smrť
620,Grab::N,groapă,hrob
621,Grab::N,mormânt,hrob
622,Kirche::N,biserică,kostol
623,Sünde::N,păcat,hriech
624,Gott::N,zeu,boh
625,Arbeiter::N,muncitor,robotník
626,Arbeiter::N,muncitor,pracnovík
627,Chef::N,șef,šéf
628,Chef::N,șef,riaditeľ
629,Meister::N,meșter,majster
630,Meister::N,maestru,majster
631,Arzt::N,medic,lekár
632,Arzt::N,doctor,lekár
633,Lehrer::N,profesor,učiteľ
634,Lehrer::N,învățător,učiteľ
635,Geld::N,bani,peniaze
636,Geld::N,parale,peniaze
637,Geschäft::N,treabă,obchod
638,Geschäft::N,afacere,obchod
639,Laden::N,magazin,obchod
640,Laden::N,prăvălie,obchod
641,Preis::N,preț,cena
642,Ware::N,marfă,tovar
643,Nutzen::N,folos,osoh
644,Nutzen::N,folos,úžitok
645,Nutzen::N,profit,osoh
646,Nutzen::N,profit,úžitok
647,Reichtum::N,avuție,bohatstvo
648,Reichtum::N,bogăție,bohatstvo
649,Welt::N,lume,svet
650,Land::N,țară,územie
651,Land::N,țară,krajina
652,Staat::N,stat,štát
653,König::N,rege,kráľ
654,Macht::N,putere,moc
655,Macht::N,putere,mocnosť
656,Macht::N,putință,moc
657,Macht::N,putință,mocnosť
658,Grenze::N,hotar,hranica
659,Grenze::N,graniță,hranica
660,Grenze::N,frontieră,hranica
661,Krieg::N,război,vojna
662,Feind::N,dușman,nepriateľ
663,Gewalt::N,violență,násilie
664,Kampf::N,luptă,boj
665,Bogen[Waffe]::N,arc,luk
666,Pfeil::N,săgeată,šíp
667,Pfeil::N,săgeată,strela
668,Gewehr::N,armă,puška
669,Gewehr::N,pușcă,puška
670,Fehler::N,eroare,omyl
671,Fehler::N,eroare,chyba
672,Fehler::N,greșeală,omyl
673,Fehler::N,greșeală,chyba
674,Lüge::N,minciună,lož
675,Schaden::N,daună,ujma
676,Schaden::N,daună,škoda
677,Schaden::N,pagubă,ujma
678,Schaden::N,pagubă,škoda
679,Unglück::N,nenorocire,nešťastie
680,Schuld::N,vină,vina
681,Schuld::N,vină,previnenie
682,Alter::N,etate,vek
683,Alter::N,vârstă,vek
684,Schluss::N,sfârșit,záver
685,Schluss::N,sfârșit,koniec
686,Zeit::N,timp,čas
687,Zeit::N,vreme,čas
688,Tag::N,zi,deň
689,Morgen::N,dimineață,ráno
690,Mittag::N,prânz,poludnie
691,Mittag::N,amiază,poludnie
692,Abend::N,seară,večer
693,Nacht::N,noapte,noc
694,Woche::N,săptămână,týždeň
695,Monat::N,lună,mesiac
696,Jahr::N,an,rok
697,Frühling::N,primăvară,jar
698,Sommer::N,vară,leto
699,Herbst::N,toamnă,jeseň
700,Winter::N,iarnă,zima
701,Januar::N,ianuarie,január
702,Februar::N,februarie,február
703,März::N,martie,marec
704,April::N,aprilie,apríl
705,Mai::N,mai,máj
706,Juni::N,iunie,jún
707,Juli::N,iulie,júl
708,August::N,august,august
709,September::N,septembrie,september
710,Oktober::N,octombrie,október
711,November::N,noiembrie,november
712,Dezember::N,decembrie,december
713,Montag::N,luni,pondelok
714,Dienstag::N,marți,utorok
715,Mittwoch::N,miercuri,streda
716,Donnerstag::N,joi,štvrtok
717,Freitag::N,vineri,piatok
718,Samstag::N,sâmbătă,sobota
719,Sonntag::N,duminică,nedeľa
720,groß::A,mare,veľký
721,klein::A,mic,malý
722,lang::A,lung,dlhý
723,kurz::A,scurt,krátky
724,breit::A,lat,široký
725,breit::A,larg,široký
726,schmal::A,strâmt,úzky
727,dicht::A,des,hustý
728,dick[Gegenstand]::A,gros,tlstý
729,dünn::A,subțire,tenký
730,fein::A,fin,jemný
731,fein::A,subțire,jemný
732,fest::A,tare,pevný
733,fest::A,solid,pevný
734,flach::A,șes,rovný
735,flach::A,șes,plochý
736,flach::A,plan,rovný
737,flach::A,plan,plochý
738,glatt::A,lins,hladký
739,hart::A,dur,tvrdý
740,weich::A,moale,mäkký
741,rund::A,rotund,guľatý
742,rund::A,rotund,okrúhly
743,rund::A,circular,guľatý
744,rund::A,circular,okrúhly
745,spitz::A,ascuțit,končitý
746,scharf::A,tăios,ostrý
747,scharf::A,ascuțit,ostrý
748,stumpf::A,tocit,tupý
749,schwer::A,greu,ťažký
750,schön::A,frumos,pekný
751,schön::A,frumos,krásny
752,heiß::A,cald,horúci
753,heiß::A,fierbinte,horúci
754,warm::A,cald,teplý
755,warm::A,fierbinte,teplý
756,kalt::A,rece,studený
757,kühl::A,rece,chladný
758,kühl::A,răcoros,chladný
759,frisch::A,răcoros,svieži
760,frisch::A,proaspăt,svieži
761,feucht::A,umed,vlhký
762,feucht::A,umed,zvlhnutý
763,feucht::A,jilav,vlhký
764,feucht::A,jilav,zvlhnutý
765,nass::A,ud,mokrý
766,trocken::A,sec,suchý
767,trocken::A,uscat,suchý
768,voll::A,plin,plný
769,leer::A,gol,prázdny
770,offen::A,deschis,otvorený
771,geschlossen::A,închis,zavretý
772,sauber::A,curat,čistý
773,schmutzig::A,murdar,špinavý
774,roh::A,crud,surový
775,reif::A,copt,zrelý
776,lecker::A,gustos,chutný
777,süß::A,dulce,sladký
778,bitter::A,amar,horký
779,sauer::A,acru,kyslý
780,hell::A,clar,jasný
781,hell::A,clar,svetlý
782,hell::A,luminos,jasný
783,hell::A,luminos,svetlý
784,dunkel::A,obscur,temný
785,dunkel::A,întunecos,temný
786,schwarz::A,negru,čierny
787,weiß::A,alb,biely
788,rot::A,roșu,červený
789,gelb::A,galben,žltý
790,blau::A,albastru,modrý
791,blau::A,albastru,belasý
792,grün::A,verde,zelený
793,grau::A,gri,šedý
794,grau::A,cenușiu,šedý
795,bunt::A,colorat,pestrý
796,billig::A,ieftin,lacný
797,teuer::A,scump,drahý
798,wertvoll::A,prețios,cenný
799,blind::A,orb,slepý
800,taub::A,surd,hluchý
801,kräftig::A,tare,silný
802,kräftig::A,forte,silný
803,kräftig::A,robust,silný
804,stark::A,viguros,silný
805,stark::A,puternic,silný
806,schwach::A,slab,slabý
807,schwach::A,slab,bezvládny
808,schwach::A,debil,slabý
809,schwach::A,debil,bezvládny
810,fett::A,gras,tučný
811,schlank::A,zvelt,štíhly
812,hübsch::A,drăguț,šumný
813,hübsch::A,drăguț,švárny
814,böse::A,rău,zlý
815,böse::A,răutăcios,zlý
816,dumm::A,nerod,hlúpy
817,dumm::A,tâmpit,hlúpy
818,faul::A,leneș,lenivý
819,fleißig::A,harnic,snaživý
820,fleißig::A,harnic,usilovný
821,fleißig::A,sârguincios,snaživý
822,fleißig::A,sârguincios,usilovný
823,geizig::A,calic,skupý
824,geizig::A,calic,lakomý
825,geizig::A,zgârcit,skupý
826,geizig::A,zgârcit,lakomý
827,klug::A,isteț,múdry
828,klug::A,isteț,bystrý
829,klug::A,deștept,múdry
830,klug::A,deștept,bystrý
831,geschickt::A,dibaci,zručný
832,geschickt::A,dibaci,šikovný
833,lieb::A,drag,milý
834,lieb::A,iubit,milý
835,lustig::A,vesel,veselý
