,Concept_ID,ta,is
162,Fuchs::N,நரி,refur
163,Hase::N,முயல்,héri
164,Maus::N,எலி,mús
165,Wolf::N,ஓநாய்,úlfur
166,Vogel::N,பறவை,fugl
167,Schwarm::N,தொகுதி,sægur
168,Huhn::N,கோழிக்குஞசு,hæna
169,Hahn::N,சேவல்,hani
170,Gans::N,பெண் வாத்து,gæs
171,Adler::N,பருநது,örn
172,Ente::N,வாத்து,önd
173,Eule::N,ஆந்தை,uggla
174,Kranich::N,நாரை,trana
175,Krähe::N,காகம்,kráka
176,Kuckuck::N,குயில்,gaukur
177,Schwan::N,அன்னம்,svanur
178,Fisch::N,மீன்,fiskur
179,Barsch::N,பேர்ச்,aborri
180,Hecht::N,கோலாச்சி மீன்,gedda
181,Schlange[Tier]::N,பாம்பு,naðra
182,Wurm::N,புழு,ormur
183,Spinne::N,சிலந்தி,kónguló
184,Ameise::N,எறும்பு,maur
185,Laus::N,பேன்,lús
186,Mücke::N,கொசுவினப்பூச்சி,mý
187,Mücke::N,கொசுவினப்பூச்சி,mýfluga
188,Fliege::N,ஈ,fluga
189,Schmetterling::N,வண்ணத்துப்பூச்சி,fiðrildi
190,Beere::N,சதைப்பழம்,ber
191,Apfel::N,ஆப்பிள பழம்,epli
192,Pilz::N,காளான்,sveppur
193,Zwiebel::N,வெங்காயம்,laukur
194,Saat::N,விதை,fræ
195,Saat::N,விதை,útsæði
196,Korn::N,தானியம்,korn
197,Heu::N,வைக்கோல்,hey
198,Schale::N,தோல்,hýði
199,Grube::N,குழி,gryfja
200,Falle::N,பொறி,gildra
201,Schlinge::N,கண்ணி,snara
202,Spur::N,சுவடு,spor
203,Asche::N,சாம்பல்,aska
204,Dreck::N,அழுக்கு,óþverri
205,Eisen::N,இரும்பு,járn
206,Gold::N,தங்கம்,gull
207,Silber::N,வெள்ளி,silfur
208,Kohle::N,நிலக்கரி,kol
209,Glas::N,கண்ணாடி,gler
210,Lehm::N,களிமண்,leir
211,Sand::N,மணல்,sandur
212,Mensch::N,மனிதர்கள்,maður
213,Mensch::N,மனிதர்கள்,manneskja
214,Mann::N,மனிதன்,maður
215,Mann::N,மனிதன்,karlmaður
216,Frau::N,பெண்,kona
217,Kind::N,குழந்தை,barn
218,Kind::N,குழந்தை,krakki
219,Junge::N,பையன்,drengur
220,Mädchen::N,சிறுமி,stelpa
221,Familie::N,குடும்பம்,fjölskylda
222,Großvater::N,தாத்தா,afi
223,Großmutter::N,பாட்டி,amma
224,Eltern::N,பெற்றோர்,foreldrar
225,Vater::N,தந்தை,faðir
226,Mutter::N,தாய்,móðir
227,Sohn::N,மகன்,sonur
228,Tochter::N,மகள்,dóttir
229,Bruder::N,சகோதரன்,bróðir
230,Schwester::N,அக்கா,systir
231,Onkel::N,தாய் மாமன்,föðurbróðir
232,Tante::N,அத்தை,frænka
233,Tante::N,அத்தை,móðursystir
234,Ehemann::N,கணவன்,eiginmaður
235,Ehefrau::N,மனைவி,eiginkona
236,Freude::N,கொண்டாட்டம்,gleði
237,Gelächter::N,சிரிப்பு,hlátur
238,Glück::N,மகிழ்ச்சி,gæfa
239,Kummer::N,துயரம்,sorg
240,Wunsch::N,விருப்பம்,ósk
241,Lust::N,விருப்பம்,fýsn
242,Lust::N,விருப்பம்,löngun
243,Geist::N,ஆன்மா,andi
244,Gedanke::N,எண்ணம்,hugsun
245,Gedächtnis::N,ஞாபகம்,minni
246,Verstand::N,மனம்,vit
247,Sinn::N,அர்த்தம்,merking
248,Grund::N,காரணம்,ástæða
249,Wahrheit::N,உண்நை,sannleikur
250,Gespräch::N,பெசு,samtal
251,Märchen::N,நம்பத்தகாத கதை,ævintýri
252,Erzählung::N,கதை,saga
253,Nachricht::N,செய்தி,frétt
254,Neuigkeit::N,செய்தி,frétt
255,Name::N,பெயர்,nafn
256,Rätsel::N,புதிர்,gáta
257,Rede::N,பேச்சு,ræða
258,Sprache::N,மொழி,mál
259,Sprache::N,மொழி,tungumál
260,Stimme::N,குரல்,rödd
261,Wort::N,வார்த்தை,orð
262,Zeichen::N,குறி,tákn
263,Zeichen::N,குறி,merki
264,Ruf::N,அழைப்பு,kall
265,Lärm::N,சத்தம்,hávaði
266,Laut::N,ஒலி,hljóð
267,Ton::N,குரல்,tónn
268,Lied::N,பாட்டு,ljóð
269,Lied::N,பாட்டு,söngur
270,Ruhe::N,அமைதி,ró
271,Ruhe::N,அமைதி,kyrrð
272,Leute::N,மக்கள்,fólk
273,Volk::N,மக்கள்,þjóð
274,Arbeit::N,வேலை,vinna
275,Gast::N,விருந்தாளி,gestur
276,Geschenk::N,பரிசுப் பொருள்,gjöf
277,Spiel::N,விளையாட்டு,leikur
278,Gesellschaft::N,சமுதாயம்,selskapur
279,Hilfe::N,உதவி,hjálp
280,Freund::N,நண்பன்,vinur
281,Kamerad::N,உடனிருப்பவன்,félagi
282,Angelegenheit::N,செய்தி,mál
283,Angelegenheit::N,செய்தி,málefni
284,Anzahl::N,எண்ணிக்கை,tala
285,Anzahl::N,எண்ணிக்கை,fjöldi
286,Art::N,வகை,tegund
287,Stück::N,துண்டம்,biti
288,Stück::N,துண்டம்,stykki
289,Teil::N,பகுதி,hluti
290,Teil::N,பகுதி,partur
291,Hälfte::N,பாதி,helmingur
292,Kreis::N,வட்டம்,hringur
293,Kreuz::N,சிலுவை,kross
294,Kreuz::N,சிலுவை,krossmark
295,Linie::N,கோடு,lína
296,Strich::N,வாத நோய்,strik
297,Abstand::N,இடைவெளி,millibil
298,Entfernung::N,தூரம்,fjarlægð
299,Gegend::N,வட்டாரம்,hérað
300,Platz::N,வெற்றிடம்,pláss
301,Ort::N,இடம்,staður
302,Seite::N,பக்கம்,hlið
303,Mitte::N,இடைப்பகுதி,miðja
304,Gegenstand::N,உருப்படி,hlutur
305,Sache::N,பொருள்,mál
306,Rand::N,தொங்கு,brún
307,Kante::N,விளிம்பு,rönd
308,Ecke::N,மூலை,horn
309,Spitze::N,முனை,oddur
310,Ende::N,முடிவு,endi
311,Loch::N,துளை,gat
312,Loch::N,துளை,hola
313,Winkel::N,கோணம்,skot
314,Winkel::N,கோணம்,krókur
315,Muster::N,பாங்கு,munstur
316,Größe::N,அளவு,stærð
317,Länge::N,நீளம்,lengd
318,Höhe::N,உயரம்,hæð
319,Gewicht::N,எடை,vigt
320,Gewicht::N,எடை,þyngd
321,Menge::N,தொகை,magn
322,Haufen::N,குவியல்,hrúga
323,Haufen::N,குவியல்,haugur
324,Reihe::N,வரிசை,röð
325,Boot::N,படகு,bátur
326,Ruder::N,துடுப்பு,ár
327,Schlitten::N,சகடையிலா வண்டி,sleði
328,Ski::N,பனிச் சறுக்கல்,skíði
329,Lagerfeuer::N,மூட்டம்,varðeldur
330,Last::N,பாரம்,byrði
331,Last::N,பாரம்,farmur
332,Gang::N,நடை,ganga
333,Schritt::N,காலடி,skref
334,Norden::N,வடக்கு,norður
335,Süden::N,தெற்கு,suður
336,Westen::N,மேற்கு திசை,vestur
337,Osten::N,கிழக்கு,austur
338,Holz::N,மரக்கட்டை,viður
339,Brett::N,பலகை,fjöl
340,Platte::N,பலகம்,flötur
341,Stütze::N,அடைப்புகன்,stoð
342,Stange::N,கம்பம்,stöng
343,Stock::N,குச்சி,prik
344,Stock::N,குச்சி,stafur
345,Stab::N,கம்பு,prik
346,Stab::N,கம்பு,stafur
347,Rohr::N,குழாய்,rör
348,Rohr::N,குழாய்,pípa
349,Haus::N,வீடு,hús
350,Heim::N,வீடு,heimili
351,Ofen::N,அடுப்பு,ofn
352,Fußboden::N,தரை,gólf
353,Tisch::N,மேசை,borð
354,Stuhl::N,நாற்காலி,stóll
355,Wiege::N,தொட்டில்,vagga
356,Bett::N,படுக்கை,rúm
357,Bett::N,படுக்கை,hvíla
358,Regal::N,அலமாரி,hilla
359,Kiste::N,பெட்டி,kassi
360,Fenster::N,சாளரம்,gluggi
361,Tür::N,கதவு,dyr
362,Tür::N,கதவு,hurð
363,Tor::N,வாசற்கதவு,hlið
364,Zaun::N,வேலி,girðing
365,Zaun::N,வேலி,limgarður
366,Dach::N,கூரை,þak
367,Leiter::N,ஏணி,stigi
368,Besen::N,விளக்குமாறு,sópur
369,Spaten::N,மண்வெட்டி,spaði
370,Schaufel::N,அடிதண்டா,skófla
371,Gabel::N,முட்கரண்டி,gaffall
372,Löffel::N,கரண்டி,skeið
373,Messer::N,கத்தி,hnífur
374,Nagel::N,ஆணி,nögl
375,Netz::N,வலை,net
376,Haken::N,கொக்கி,krókur
377,Griff::N,கைப்பிடி,tak
378,Schloss::N,பூட்டு,lás
379,Bild::N,படம்,mynd
380,Figur::N,எண்ணிக்கை,stytta
381,Puppe::N,பொம்மை,brúða
382,Beutel::N,பை,poki
383,Beutel::N,பை,baggi
384,Bündel::N,பொதி,böggull
385,Tasche::N,பை,veski
386,Eimer::N,வாளி,fata
387,Deckel::N,உறை,lok
388,Geschirr::N,பாத்திரம்,leirtau
389,Sack::N,பை,sekkur
390,Tasse::N,கிண்ணம்,bolli
391,Topf::N,பானை,pottur
392,Kessel::N,கெண்டி,ketill
393,Essen::N,உணவருந்துதல்,matur
394,Nahrung::N,உணவு,fæða
395,Speise::N,உணவு வகை,réttur
396,Speise::N,உணவு வகை,matarréttur
397,Fleisch::N,இறைச்சி,kjöt
398,Getreide::N,மக்காச்சோளம்,korn
399,Brei::N,கஞ்சி,grautur
400,Brot::N,ரொட்டி,brauð
401,Scheibe::N,துண்டு,sneið
402,Fett::N,கொழுப்பு,fita
403,Butter::N,வெண்ணெய்,smjör
404,Öl::N,எண்ணெய்,olía
405,Salz::N,உப்பு,salt
406,Suppe::N,ரசம்,súpa
407,Honig::N,தேன்,hunang
408,Milch::N,பால்,mjólk
409,Tee::N,தெனீர்,te
410,Leder::N,பதம் செய்யப்பட்ட தோல்,skinn
411,Wolle::N,கம்பளி,ull
412,Stoff::N,துணி,dúkur
413,Nadel::N,ஊசி,nál
414,Faden::N,நூல்,þráður
415,Knopf::N,பொத்தான்,tala
416,Knopf::N,பொத்தான்,hnappur
417,Knoten::N,முடிச்சு,hnútur
418,Farbe::N,வண்ணக் குழம்பு,málning
419,Kleidung::N,ஆடைகள்,búningur
420,Kleidung::N,ஆடைகள்,klæðnaður
421,Hemd::N,சட்டை,skyrta
422,Kragen::N,கழுத்துப் பட்டை,kragi
423,Kragen::N,கழுத்துப் பட்டை,flibbi
424,Ärmel::N,சட்டைக்கை,ermi
425,Hose::N,கால்சட்டை,buxur
426,Gürtel::N,பெல்ட்,belti
427,Mütze::N,தொப்பி,húfa
428,Schuh::N,காலணி,skór
429,Stiefel::N,காலணி,stígvél
430,Ring::N,மோதிரம்,hringur
431,Band::N,நாடா,band
432,Kamm::N,கீப்பு,greiða
433,Spiegel::N,ஆடி,spegill
434,Spiegel::N,கண்ணாடி,spegill
435,Riemen::N,வார்,ól
436,Riemen::N,வார்,reim
437,Schnur::N,கயிறு,snúra
438,Leine::N,தோல்வார்,band
439,Decke::N,போர்வை,teppi
440,Kissen::N,தலையணை,koddi
441,Tuch::N,துணி,klútur
442,Handtuch::N,தண்டு,þurrka
443,Handtuch::N,தண்டு,handklæði
444,Kraft::N,நிர்பந்தம்,afl
445,Kraft::N,நிர்பந்தம்,kraftur
446,Stärke::N,பலம்,styrkur
447,Gesundheit::N,ஆரோக்கியம்,heilsa
448,Gesundheit::N,ஆரோக்கியம்,heilbrigði
449,Krankheit::N,நோய்,sjúkdómur
450,Schmerz::N,வலி,sársauki
451,Wunde::N,காயம்,sár
452,Fieber::N,காய்ச்சல்,hitasótt
453,Arznei::N,மருந்து,lyf
454,Brücke::N,பாலம்,brú
455,Brunnen::N,கேணி,brunnur
456,Weide::N,மேய்ச்சல் நிலம்,hagi
457,Pfad::N,நடை வழி,stígur
458,Weg::N,வழி,vegur
459,Straße::N,சாலை,gata
460,Straße::N,சாலை,stræti
461,Dorf::N,கிராமம்,þorp
462,Stadt::N,நகரம்,borg
463,Brief::N,கடிதம்,bréf
464,Buch::N,புத்தகம்,bók
465,Buchstabe::N,எழத்து,bókstafur
466,Zeitung::N,செய்தித்தாள்,dagblað
467,Leben::N,வாழ்க்கை,líf
468,Tod::N,மரணம்,dauði
469,Grab::N,சமாதி,gröf
470,Kirche::N,தேவாலயம்,kirkja
471,Sünde::N,பாவம்,synd
472,Gott::N,கடவுள்,guð
473,Arbeiter::N,தொழிலாளி,verkamaður
474,Chef::N,மேலாளர்,yfirmaður
475,Meister::N,தலைவன்,meistari
476,Arzt::N,மருத்துவர்,læknir
477,Lehrer::N,ஆசிரியர்,kennari
478,Geld::N,பணம்,peningar
479,Geschäft::N,வாணிபம்,viðskipti
480,Laden::N,கடை,búð
481,Laden::N,கடை,verslun
482,Preis::N,விலை,verð
483,Ware::N,சாமன்கள்,vara
484,Nutzen::N,இலாபம்,gagn
485,Reichtum::N,சொத்து,auður
486,Welt::N,உலகம்,veröld
487,Land::N,நாடு,land
488,Staat::N,நாடு,ríki
489,König::N,அரசன்,konungur
490,Macht::N,அதிகாரம்,vald
491,Grenze::N,எல்லை,landamæri
492,Krieg::N,போர்,stríð
493,Feind::N,எதிரி,fjandmaður
494,Gewalt::N,வன்முறை,ofbeldi
495,Kampf::N,போராட்டம்,bardagi
496,Bogen[Waffe]::N,வில்,bogi
497,Pfeil::N,அம்பு,ör
498,Gewehr::N,துப்பாக்கி,byssa
499,Fehler::N,தவறு,villa
500,Lüge::N,பொய்,lygi
501,Schaden::N,சேதாரம்,skemmd
502,Unglück::N,இடையூறு,óhamingja
503,Schuld::N,குற்றம்,sök
504,Alter::N,வயது,aldur
505,Schluss::N,முடிவு,lok
506,Schluss::N,முடிவு,endir
507,Zeit::N,காலம்,tími
508,Tag::N,நாள்,dagur
509,Morgen::N,காலை நேரம்,morgunn
510,Mittag::N,மதியம்,hádegi
511,Abend::N,மாலைப் பொழுது,kvöld
512,Nacht::N,இரவு,nótt
513,Woche::N,வாரம்,vika
514,Monat::N,மாதம்,mánuður
515,Jahr::N,வருடம்,ár
516,Frühling::N,வசந்தம்,vor
517,Sommer::N,கோடை,sumar
518,Herbst::N,இலையுதிர் காலம்,haust
519,Winter::N,குளிர்காலம்,vetur
520,Januar::N,ஜனவரி,janúar
521,Februar::N,பிபரவரி மாதம்,február
522,März::N,மார்ச் மாதம்,mars
523,April::N,ஏப்ரல் மாதம்,apríl
524,Mai::N,மே மாதம்,maí
525,Juni::N,ஜூன் மாதம்,júní
526,Juli::N,ஜூலை மாதம்,júlí
527,August::N,ஆகஸ்ட் மாதம்,ágúst
528,September::N,செப்டம்பர் மாதம்,september
529,Oktober::N,அக்டோபர் மாதம்,október
530,November::N,நவம்பர் மாதம்,nóvember
531,Dezember::N,டிசம்பர்,desember
532,Montag::N,திங்கட் கிழமை,mánudagur
533,Dienstag::N,செவ்வாய்க்கிழமை,þriðjudagur
534,Mittwoch::N,புதன் கிழமை,miðvikudagur
535,Donnerstag::N,வியாழக் கிழமை,fimmtudagur
536,Freitag::N,வெள்ளிக்கிழமை,föstudagur
537,Samstag::N,சனிக்கிழமை,laugardagur
538,Sonntag::N,ஞாயிறுக் கிழமை,sunnudagur
539,groß::A,பெரிய,stór
540,klein::A,சிறிய,lítill
541,lang::A,நீண்ட,langur
542,kurz::A,குட்டையான,stuttur
543,breit::A,அகலமான,breiður
544,schmal::A,குறுகலான,mjór
545,dicht::A,அடர்த்தியான,þéttur
546,dick[Gegenstand]::A,தடித்த,þykkur
547,dünn::A,சன்னமான,þunnur
548,fein::A,மெல்லிய,fíngerður
549,fest::A,உறுதியாள,fastur
550,flach::A,தட்டையான,flatur
551,glatt::A,வழுவழுப்பான,háll
552,glatt::A,வழுவழுப்பான,sléttur
553,hart::A,கடினமான,harður
554,weich::A,மென்மையான,mjúkur
555,rund::A,உருண்டையான,kringlóttur
556,spitz::A,திகந்தமாக,oddhvass
557,scharf::A,கூரான,beittur
558,stumpf::A,உளம் திறந்த,bitlaus
559,schwer::A,கனமான,þungur
560,schön::A,அழகான,fagur
561,schön::A,அழகான,fallegur
562,heiß::A,சூடான,heitur
563,warm::A,இதமான,hlýr
564,warm::A,இதமான,heitur
565,kalt::A,குளிர்ச்சியான,kaldur
566,kühl::A,குளிர்ச்சியான,svalur
567,frisch::A,சுத்தமான,frískur
568,feucht::A,ஈரமான,rakur
569,feucht::A,ஈரமான,þvalur
570,nass::A,ஈரமான,votur
571,nass::A,ஈரமான,blautur
572,trocken::A,உலர்ந்த,þurr
573,voll::A,நிரம்பிய,fullur
574,leer::A,காலியான,tómur
575,offen::A,திறந்த,opinn
576,geschlossen::A,மூடப்பட்ட,lokaður
577,sauber::A,சுத்தமான,þrifinn
578,schmutzig::A,அழக்கான,óhreinn
579,schmutzig::A,அழக்கான,sóðalegur
580,roh::A,கச்சா,hrár
581,reif::A,பழுத்த,þroskaður
582,lecker::A,சுவைமிக்க,ljúffengur
583,süß::A,இனிப்பான,sætur
584,bitter::A,கசப்பான,beiskur
585,sauer::A,புளிப்பாக,súr
586,hell::A,பளபளப்பான,bjartur
587,dunkel::A,கருமையான,dimmur
588,schwarz::A,கருப்பு வண்ண,svartur
589,weiß::A,வெண்மையன,hvítur
590,rot::A,சிவப்பு,rauður
591,gelb::A,மஞ்சள் வண்ணம்,gulur
592,blau::A,நீல வண்ண,blár
593,grün::A,பச்சை வண்ண,grænn
594,grau::A,சாம்பல் நிற,grár
595,bunt::A,வண்ண மயமான,marglitur
596,billig::A,மலிவான,ódýr
597,teuer::A,விலை அதிகமான,dýr
598,wertvoll::A,மதிப்புள்ள,verðmætur
599,blind::A,பார்வையற்ற,blindur
600,taub::A,செவிடான,heyrnarlaus
601,kräftig::A,வலிமையான,öflugur
602,stark::A,பலமான,sterkur
603,schwach::A,பலவீனமான,veill
604,fett::A,பருமனாக,feitur
605,schlank::A,ஒல்லியான,grannur
606,schlank::A,ஒல்லியான,spengilegur
607,hübsch::A,அழகிய,snotur
608,hübsch::A,அழகிய,laglegur
609,böse::A,கேடு விளைவிக்கும்,illur
610,böse::A,கேடு விளைவிக்கும்,vondur
611,dumm::A,முட்டாள்தனமான,heimskur
612,faul::A,சோம்பலான,latur
613,fleißig::A,ஊக்கந்தளராத,iðinn
614,geizig::A,கஞேசத்தனமான,nískur
615,klug::A,சாதுரியமான,hygginn
616,geschickt::A,திறமையள்ள,fimur
617,geschickt::A,திறமையள்ள,laginn
618,lieb::A,அன்புக்குரிய,kær
619,lieb::A,அன்புக்குரிய,ljúfur
620,lustig::A,களிப்புமிக்க,kátur
621,sanft::A,சாதுவான,blíður
622,hungrig::A,பசியுடன்,soltinn
623,hungrig::A,பசியுடன்,hungraður
624,krank::A,நோயுற்று,sjúkur
625,nackt::A,ஆடையற்ற,nakinn
626,traurig::A,சோகமான,dapur
627,traurig::A,சோகமான,hryggur
628,lebendig::A,பிழைப்பு,lifandi
629,gut::A,நல்ல,góður
630,schlecht::A,கெட்ட,slæmur
631,schlecht::A,கெட்ட,lélegur
632,richtig::A,சரியான,réttur
633,schlimm::A,அருவருப்பான,slæmur
634,wahr::A,உண்மையான,sannur
635,alt::A,பழைய,gamall
636,neu::A,புதிய,nýr
637,ehemalig::A,முன்நாள்,fyrrverandi
638,alt[Lebewesen]::A,வயதான,gamall
639,jung::A,இளமையான,ungur
640,arm::A,ஏழ்மையான,vesall
641,arm::A,ஏழ்மையான,fátækur
642,reich::A,செல்வம் படைத்த,ríkur
643,reich::A,செல்வம் படைத்த,auðugur
644,bekannt::A,பழக்கப்பட்ட,kunnugur
645,berühmt::A,புகழ்பெற்ற,frægur
646,fremd::A,அயல் நாட்டு,framandi
647,fremd::A,அயல் நாட்டு,ókunnugur
648,verschieden::A,வித்தியாசமான,ýmis
649,nah::A,பக்கத்தில் உள்ள,nálægur
650,fern::A,தொலை தூரத்தில்,fjarri
651,fern::A,தொலை தூரத்தில்,fjarlægur
652,linker::A,மீந்திருக்கும்,vinstri
653,rechter::A,வலதுபக்கம்,hægri
654,anderer::A,மற்ற,annar
655,erster::A,முதனமையான,fyrsti
656,zweiter::A,இரண்டாவது,annar
657,dritter::A,மூன்றாவது,þriðji
658,letzter::A,கடைசி,síðasti
659,allein::ADV,தனியாக,einn
660,allein::ADV,தனியாக,aleinn
661,auf einmal::ADV,தடீரென்று,allt í einu
662,zusammen::ADV,சேர்ந்து,saman
663,lange::ADV,அதிக நோம்,lengi
664,plötzlich::ADV,தடீரென்று,skyndilega
665,sofort::ADV,உடனடியாக,strax
666,sofort::ADV,உடனடியாக,þegar í stað
667,später::ADV,பிறகு,seinna
668,jetzt::ADV,இப்பொழது,nú
669,jetzt::ADV,இப்பொழது,núna
670,heute::ADV,இன்று,í dag
671,morgen::ADV,நாளைக்கு,á morgun
672,bald::ADV,சீக்கிரம்,brátt
673,bald::ADV,சீக்கிரம்,bráðum
674,dann::ADV,அப்பொழுது,svo
675,dann::ADV,அப்பொழுது,síðan
676,gestern::ADV,நேற்று,í gær
677,einst::ADV,ஒரே முறை,forðum
678,damals::ADV,அப்பொழுது,þá
679,damals::ADV,அப்பொழுது,á þeim tímum
680,danach::ADV,பிற்பாடு,á eftir því
681,vorher::ADV,முன்பாக,áður
682,zuerst::ADV,முதலில்,fyrst
683,einmal::ADV,ஒரே முறை,einu sinni
684,manchmal::ADV,சில நேரங்களில்,stundum
685,oft::ADV,அடிக்கடி,oft
686,immer::ADV,எப்பொழுதும்,alltaf
687,immer::ADV,எப்பொழுதும்,sífellt
688,niemals::ADV,ஒருபோதும் இல்லை,aldrei
