,Concept_ID,ru,pt
95,Kälte::N,холод,frio
96,Hitze::N,жара,ardor
97,Raureif::N,иней,geada
98,Regenbogen::N,радуга,arco-iris
99,Donner::N,гром,trovão
100,Strömung::N,течение,corrente
101,Tropfen::N,капля,gota
102,Schaum::N,пена,espuma
103,Schmutz::N,грязь,sujidade
104,Schmutz::N,грязь,imundície
105,See::N,озеро,lago
106,Sumpf::N,топь,charco
107,Sumpf::N,топь,pântano
108,Moor::N,болото,pântano
109,Wiese::N,луг,prado
110,Wald::N,лес,bosque
111,Wald::N,лес,floresta
112,Hügel::N,холм,colina
113,Anhöhe::N,возвышенность,alto
114,Anhöhe::N,возвышенность,outeiro
115,Berg::N,гора,monte
116,Berg::N,гора,montanha
117,Gipfel::N,вершина,pico
118,Höhle::N,пещера,caverna
119,Abhang::N,склон,encosta
120,Quelle::N,источник,fonte
121,Bach::N,ручей,regato
122,Bach::N,ручей,ribeiro
123,Fluss::N,река,rio
124,Ufer::N,берег,beira
125,Küste::N,побережье,costa
126,Festland::N,суша,terra firme
127,Meer::N,море,mar
128,Bucht::N,бухта,baía
129,Insel::N,остров,ilha
130,Blume::N,цветок,flor
131,Gras::N,трава,erva
132,Wurzel::N,корень,raiz
133,Baum::N,дерево,árvore
134,Stamm::N,ствол,tronco
135,Rinde::N,кора,casca
136,Ast::N,сук,ramo
137,Zweig::N,ветвь,galho
138,Blatt::N,лист,folha
139,Birke::N,береза,bétula
140,Kiefer[Baum]::N,сосна,pinheiro
141,Weide[Baum]::N,ива,salgueiro
142,Tanne::N,ель,abeto
143,Horn::N,рог,corno
144,Horn::N,рог,chifre
145,Feder::N,перо,pena
146,Fell::N,шкура,pele
147,Flügel::N,крыло,asa
148,Klaue::N,коготь,pata
149,Kralle::N,лапа,unha
150,Kralle::N,лапа,garra
151,Schwanz::N,хвост,rabo
152,Schwanz::N,хвост,cauda
153,Ei::N,яйцо,ovo
154,Nest::N,гнездо,ninho
155,Bau::N,нора,toca
156,Bau::N,нора,covil
157,Tier::N,животное,animal
158,Herde::N,стадо,rebanho
159,Kuh::N,корова,vaca
160,Bulle::N,бык,touro
161,Pferd::N,лошадь,cavalo
162,Schaf::N,овца,ovelha
163,Schwein::N,свинья,porco
164,Hund::N,собака,cão
165,Katze::N,кошка,gata
166,Bär::N,медведь,urso
167,Eichhörnchen::N,белка,esquilo
168,Elch::N,лось,alce
169,Fuchs::N,лиса,raposa
170,Hase::N,заяц,lebre
171,Maus::N,мышь,rato
172,Wolf::N,волк,lobo
173,Vogel::N,птица,ave
174,Vogel::N,птица,pássaro
175,Schwarm::N,стая,bando
176,Schwarm::N,стая,enxame
177,Huhn::N,курица,galinha
178,Hahn::N,петух,galo
179,Gans::N,гусь,ganso
180,Adler::N,орел,águia
181,Ente::N,утка,pata
182,Eule::N,сова,mocho
183,Eule::N,сова,coruja
184,Kranich::N,журавль,grou
185,Krähe::N,ворона,gralha
186,Kuckuck::N,кукушка,cuco
187,Schwan::N,лебедь,cisne
188,Fisch::N,рыба,peixe
189,Barsch::N,окунь,perca
190,Hecht::N,щука,lúcio
191,Schlange[Tier]::N,змея,serpente
192,Wurm::N,червяк,verme
193,Spinne::N,паук,aranha
194,Ameise::N,муравей,formiga
195,Laus::N,вошь,piolho
196,Mücke::N,комар,mosquito
197,Fliege::N,муха,mosca
198,Schmetterling::N,бабочка,borboleta
199,Beere::N,ягода,bago
200,Apfel::N,яблоко,maçã
201,Pilz::N,гриб,fungo
202,Pilz::N,гриб,cogumelo
203,Zwiebel::N,луковица,cebola
204,Saat::N,семя,sementeira
205,Korn::N,зерно,grão
206,Heu::N,сено,feno
207,Schale::N,шелуха,casca
208,Grube::N,яма,cova
209,Grube::N,яма,fossa
210,Falle::N,ловушка,armadilha
211,Schlinge::N,силок,laço
212,Spur::N,след,pista
213,Spur::N,след,vestígio
214,Asche::N,зола,cinza
215,Asche::N,пепел,cinza
216,Dreck::N,грязь,sujidade
217,Eisen::N,железо,ferro
218,Gold::N,золото,ouro
219,Silber::N,серебро,prata
220,Kohle::N,уголь,carvão
221,Glas::N,стекло,vidro
222,Lehm::N,глина,barro
223,Lehm::N,глина,argila
224,Sand::N,песок,areia
225,Mensch::N,человек,homem
226,Mensch::N,человек,pessoa
227,Mann::N,мужчина,homem
228,Frau::N,женщина,mulher
229,Kind::N,ребенок,filho
230,Kind::N,ребенок,criança
231,Junge::N,мальчик,rapaz
232,Junge::N,мальчик,menino
233,Mädchen::N,девочка,menina
234,Mädchen::N,девочка,rapariga
235,Familie::N,семья,família
236,Großvater::N,дедушка,avô
237,Großmutter::N,бабушка,avó
238,Eltern::N,родители,pais
239,Vater::N,отец,pai
240,Mutter::N,мать,mãe
241,Sohn::N,сын,filho
242,Tochter::N,дочь,filha
243,Bruder::N,брат,irmão
244,Schwester::N,сестра,irmã
245,Onkel::N,дядя,tio
246,Tante::N,тетя,tia
247,Ehemann::N,муж,esposo
248,Ehefrau::N,жена,esposa
249,Freude::N,радость,prazer
250,Freude::N,радость,alegria
251,Gelächter::N,смех,risada
252,Gelächter::N,смех,gargalhada
253,Glück::N,счастье,felicidade
254,Kummer::N,горе,aflição
255,Kummer::N,горе,desgosto
256,Wunsch::N,желание,desejo
257,Lust::N,влечение,vontade
258,Geist::N,дух,mente
259,Geist::N,дух,espírito
260,Gedanke::N,мысль,ideia
261,Gedanke::N,мысль,pensamento
262,Gedächtnis::N,память,memória
263,Verstand::N,ум,razão
264,Verstand::N,ум,inteligência
265,Sinn::N,смысл,sentido
266,Sinn::N,смысл,significado
267,Grund::N,повод,causa
268,Grund::N,повод,motivo
269,Wahrheit::N,правда,verdade
270,Gespräch::N,беседа,conversa
271,Gespräch::N,беседа,conversação
272,Märchen::N,сказка,conto
273,Erzählung::N,рассказ,conto
274,Erzählung::N,рассказ,narrativa
275,Nachricht::N,сообщение,mensagem
276,Neuigkeit::N,новость,notícia
277,Neuigkeit::N,новость,novidade
278,Name::N,имя,nome
279,Rätsel::N,загадка,adivinha
280,Rede::N,речь,oração
281,Rede::N,речь,discurso
282,Sprache::N,язык,língua
283,Stimme::N,голос,voz
284,Wort::N,слово,palavra
285,Zeichen::N,знак,marca
286,Ruf::N,зов,grito
287,Ruf::N,зов,chamada
288,Lärm::N,шум,ruído
289,Lärm::N,шум,barulho
290,Laut::N,звук,som
291,Ton::N,звучание,tom
292,Lied::N,песня,canção
293,Ruhe::N,покой,calma
294,Ruhe::N,покой,silêncio
295,Leute::N,люди,gente
296,Leute::N,люди,pessoas
297,Volk::N,народ,povo
298,Volk::N,народ,nação
299,Arbeit::N,работа,trabalho
300,Gast::N,гость,hóspede
301,Gast::N,гость,convidado
302,Geschenk::N,подарок,prenda
303,Geschenk::N,подарок,presente
304,Spiel::N,игра,jogo
305,Gesellschaft::N,общество,companhia
306,Hilfe::N,помощь,ajuda
307,Hilfe::N,помощь,socorro
308,Freund::N,друг,amigo
309,Kamerad::N,приятель,camarada
310,Angelegenheit::N,дело,assunto
311,Anzahl::N,количество,número
312,Anzahl::N,количество,quantidade
313,Art::N,вид,tipo
314,Art::N,вид,espécie
315,Stück::N,кусок,pedaço
316,Teil::N,часть,peça
317,Teil::N,часть,parte
318,Hälfte::N,половина,metade
319,Kreis::N,круг,círculo
320,Kreuz::N,крест,cruz
321,Linie::N,линия,linha
322,Strich::N,черта,traço
323,Abstand::N,промежуток,distância
324,Entfernung::N,расстояние,distância
325,Gegend::N,местность,área
326,Gegend::N,местность,região
327,Platz::N,пространство,lugar
328,Ort::N,место,sítio
329,Seite::N,сторона,lado
330,Mitte::N,середина,meio
331,Gegenstand::N,предмет,objecto
332,Sache::N,вещь,coisa
333,Rand::N,край,bordo
334,Rand::N,край,margem
335,Kante::N,ребро,borda
336,Kante::N,ребро,aresta
337,Ecke::N,угол,esquina
338,Spitze::N,кончик,ponta
339,Ende::N,конец,cabo
340,Ende::N,конец,extremo
341,Loch::N,дыра,furo
342,Loch::N,дыра,buraco
343,Winkel::N,угол,canto
344,Winkel::N,угол,ângulo
345,Muster::N,узор,padrão
346,Muster::N,узор,desenho
347,Größe::N,размер,tamanho
348,Länge::N,длина,comprimento
349,Höhe::N,высота,altura
350,Höhe::N,высота,altitude
351,Gewicht::N,вес,peso
352,Menge::N,количество,quantidade
353,Haufen::N,куча,pilha
354,Reihe::N,ряд,fila
355,Boot::N,лодка,barco
356,Ruder::N,весло,remo
357,Schlitten::N,сани,trenó
358,Ski::N,лыжа,esqui
359,Lagerfeuer::N,костер,fogueira
360,Last::N,тяжесть,carga
361,Gang::N,ход,curso
362,Gang::N,ход,caminhada
363,Schritt::N,шаг,passo
364,Norden::N,север,norte
365,Süden::N,юг,sul
366,Westen::N,запад,oeste
367,Westen::N,запад,ocidente
368,Osten::N,восток,este
369,Osten::N,восток,leste
370,Osten::N,восток,oriente
371,Holz::N,древесина,madeira
372,Brett::N,доска,tábua
373,Brett::N,доска,prancha
374,Platte::N,плита,laje
375,Platte::N,плита,chapa
376,Stütze::N,подпорка,apoio
377,Stütze::N,подпорка,suporte
378,Stange::N,жердь,vara
379,Stange::N,жердь,barra
380,Stock::N,палка,pau
381,Stock::N,палка,bengala
382,Stab::N,шест,bastão
383,Rohr::N,труба,cano
384,Haus::N,дом,casa
385,Heim::N,дом,lar
386,Heim::N,дом,casa
387,Ofen::N,печь,estufa
388,Ofen::N,печь,aquecedor
389,Fußboden::N,пол,piso
390,Tisch::N,стол,mesa
391,Stuhl::N,стул,cadeira
392,Wiege::N,колыбель,berço
393,Bett::N,постель,cama
394,Regal::N,полка,estante
395,Regal::N,полка,prateleira
396,Kiste::N,ящик,caixa
397,Fenster::N,окно,janela
398,Tür::N,дверь,porta
399,Tor::N,ворота,portão
400,Zaun::N,забор,cerca
401,Zaun::N,забор,vedação
402,Dach::N,крыша,telhado
403,Leiter::N,лестница,escada
404,Leiter::N,лестница,escada móvel
405,Besen::N,метла,vassoura
406,Spaten::N,лопата,pá
407,Schaufel::N,совок,pá
408,Gabel::N,вилка,garfo
409,Löffel::N,ложка,colher
410,Messer::N,нож,faca
411,Nagel::N,гвоздь,cravo
412,Netz::N,сеть,rede
413,Haken::N,крюк,gancho
414,Griff::N,ручка,asa
415,Griff::N,ручка,cabo
416,Schloss::N,замок,fechadura
417,Bild::N,картина,imagem
418,Figur::N,фигура,figura
419,Puppe::N,кукла,boneca
420,Beutel::N,мешок,saco
421,Beutel::N,мешок,bolsa
422,Bündel::N,связка,fardo
423,Tasche::N,сумка,saco
424,Tasche::N,сумка,bolso
425,Eimer::N,ведро,balde
426,Deckel::N,крышка,tampa
427,Geschirr::N,посуда,louça
428,Sack::N,мешок,saca
429,Tasse::N,чашка,chávena
430,Topf::N,кастрюля,tacho
431,Topf::N,кастрюля,panela
432,Kessel::N,котел,caldeira
433,Essen::N,еда,refeição
434,Nahrung::N,пища,comida
435,Nahrung::N,пища,alimento
436,Speise::N,блюдо,prato
437,Speise::N,кушанье,prato
438,Fleisch::N,мясо,carne
439,Getreide::N,хлеб,cereais
440,Brei::N,каша,puré
441,Brot::N,хлеб,pão
442,Scheibe::N,ломоть,fatia
443,Fett::N,жир,banha
444,Fett::N,жир,gordura
445,Butter::N,масло,manteiga
446,Öl::N,масло,azeite
447,Salz::N,соль,sal
448,Suppe::N,суп,sopa
449,Suppe::N,суп,caldo
450,Honig::N,мед,mel
451,Milch::N,молоко,leite
452,Tee::N,чай,chá
453,Leder::N,кожа,couro
454,Wolle::N,шерсть,lã
455,Stoff::N,ткань,pano
456,Stoff::N,ткань,tecido
457,Nadel::N,игла,agulha
458,Faden::N,нитка,fio
459,Knopf::N,пуговица,botão
460,Knoten::N,узел,nó
461,Farbe::N,краска,corante
462,Kleidung::N,одежда,roupa
463,Kleidung::N,одежда,vestuário
464,Hemd::N,рубашка,camisa
465,Kragen::N,воротник,gola
466,Ärmel::N,рукав,manga
467,Hose::N,брюки,calça
468,Gürtel::N,пояс,cinto
469,Mütze::N,шапка,boné
470,Mütze::N,шапка,barrete
471,Schuh::N,ботинок,sapato
472,Stiefel::N,сапог,bota
473,Ring::N,кольцо,anel
474,Band::N,лента,fita
475,Band::N,лента,faixa
476,Kamm::N,расческа,pente
477,Spiegel::N,зеркало,espelho
478,Riemen::N,ремень,correia
479,Schnur::N,веревка,corda
480,Schnur::N,веревка,cordel
481,Leine::N,поводок,trela
482,Decke::N,одеяло,cobertor
483,Kissen::N,подушка,almofada
484,Tuch::N,платок,pano
485,Handtuch::N,полотенце,toalha
486,Kraft::N,сила,força
487,Stärke::N,крепость,força
488,Gesundheit::N,здоровье,saúde
489,Krankheit::N,болезнь,doença
490,Krankheit::N,болезнь,enfermidade
491,Schmerz::N,боль,dor
492,Wunde::N,рана,chaga
493,Wunde::N,рана,ferida
494,Fieber::N,лихорадка,febre
495,Fieber::N,температура,febre
496,Arznei::N,лекарство,remédio
497,Brücke::N,мост,ponte
498,Brunnen::N,колодец,poço
499,Weide::N,пастбище,pastagem
500,Pfad::N,тропа,senda
501,Pfad::N,тропа,trilho
502,Weg::N,путь,caminho
503,Weg::N,дорога,caminho
504,Straße::N,улица,via
505,Straße::N,улица,estrada
506,Straße::N,дорога,via
507,Straße::N,дорога,estrada
508,Dorf::N,деревня,aldeia
509,Stadt::N,город,cidade
510,Brief::N,письмо,carta
511,Buch::N,книга,livro
512,Buchstabe::N,буква,letra
513,Zeitung::N,газета,jornal
514,Leben::N,жизнь,vida
515,Tod::N,смерть,morte
516,Grab::N,могила,túmulo
517,Grab::N,могила,sepultura
518,Kirche::N,церковь,igreja
519,Sünde::N,грех,pecado
520,Gott::N,бог,deus
521,Arbeiter::N,рабочий,operário
522,Arbeiter::N,рабочий,trabalhador
523,Chef::N,начальник,chefe
524,Chef::N,начальник,patrão
525,Meister::N,мастер,mestre
526,Arzt::N,врач,médico
527,Lehrer::N,учитель,professor
528,Geld::N,деньги,dinheiro
529,Geschäft::N,занятие,negócio
530,Laden::N,магазин,loja
531,Preis::N,цена,preço
532,Ware::N,товар,mercadoria
533,Nutzen::N,выгода,proveito
534,Reichtum::N,богатство,riqueza
535,Welt::N,мир,mundo
536,Land::N,страна,país
537,Staat::N,государство,Estado
538,König::N,король,rei
539,Macht::N,власть,poder
540,Macht::N,власть,potência
541,Grenze::N,граница,fronteira
542,Krieg::N,война,guerra
543,Feind::N,враг,inimigo
544,Gewalt::N,насилие,violência
545,Kampf::N,борьба,luta
546,Kampf::N,борьба,combate
547,Bogen[Waffe]::N,лук,arco
548,Pfeil::N,стрела,seta
549,Pfeil::N,стрела,flecha
550,Gewehr::N,ружье,espingarda
551,Fehler::N,ошибка,erro
552,Fehler::N,ошибка,falha
553,Lüge::N,ложь,mentira
554,Schaden::N,вред,dano
555,Schaden::N,вред,estrago
556,Unglück::N,беда,desgraça
557,Schuld::N,вина,culpa
558,Alter::N,возраст,idade
559,Schluss::N,окончание,fim
560,Zeit::N,время,tempo
561,Tag::N,день,dia
562,Morgen::N,утро,manhã
563,Mittag::N,полдень,meio-dia
564,Abend::N,вечер,noite
565,Abend::N,вечер,tardinha
566,Nacht::N,ночь,noite
567,Woche::N,неделя,semana
568,Monat::N,месяц,mês
569,Jahr::N,год,ano
570,Frühling::N,весна,primavera
571,Sommer::N,лето,verão
572,Herbst::N,осень,outono
573,Winter::N,зима,inverno
574,Januar::N,январь,Janeiro
575,Februar::N,февраль,Fevereiro
576,März::N,март,Março
577,April::N,апрель,Abril
578,Mai::N,май,Maio
579,Juni::N,июнь,Junho
580,Juli::N,июль,Julho
581,August::N,август,Agosto
582,September::N,сентябрь,Setembro
583,Oktober::N,октябрь,Outubro
584,November::N,ноябрь,Novembro
585,Dezember::N,декабрь,Dezembro
586,Montag::N,понедельник,segunda-feira
587,Dienstag::N,вторник,terça-feira
588,Mittwoch::N,среда,quarta-feira
589,Donnerstag::N,четверг,quinta-feira
590,Freitag::N,пятница,sexta-feira
591,Samstag::N,суббота,sábado
592,Sonntag::N,воскресенье,domingo
593,groß::A,большой,grande
594,klein::A,маленький,pequeno
595,lang::A,длинный,comprido
596,kurz::A,короткий,curto
597,breit::A,широкий,largo
598,schmal::A,узкий,estreito
599,dicht::A,густой,denso
600,dick[Gegenstand]::A,толстый,grosso
601,dünn::A,тонкий,delgado
602,fein::A,тонкий,fino
603,fein::A,тонкий,subtil
604,fest::A,крепкий,firme
605,fest::A,крепкий,sólido
606,flach::A,плоский,plano
607,glatt::A,гладкий,liso
608,hart::A,твердый,duro
609,weich::A,мягкий,mole
610,rund::A,круглый,redondo
611,spitz::A,остроконечный,agudo
612,scharf::A,острый,afiado
613,stumpf::A,тупой,rombo
614,schwer::A,тяжелый,pesado
615,schön::A,красивый,belo
616,schön::A,красивый,bonito
617,heiß::A,жаркий,quente
618,warm::A,теплый,quente
619,kalt::A,холодный,frio
620,kühl::A,прохладный,fresco
621,frisch::A,свежий,fresco
622,feucht::A,влажный,húmido
623,nass::A,мокрый,molhado
624,trocken::A,сухой,seco
625,voll::A,полный,cheio
626,voll::A,наполненный,cheio
627,leer::A,пустой,vazio
628,offen::A,открытый,aberto
629,geschlossen::A,закрытый,fechado
630,sauber::A,чистый,limpo
631,schmutzig::A,грязный,sujo
632,roh::A,сырой,cru
633,reif::A,зрелый,maduro
634,lecker::A,вкусный,delicioso
635,süß::A,сладкий,doce
636,bitter::A,горький,amargo
637,sauer::A,кислый,azedo
638,hell::A,светлый,claro
639,dunkel::A,темный,escuro
640,dunkel::A,темный,sombrio
641,schwarz::A,черный,preto
642,weiß::A,белый,branco
643,rot::A,красный,vermelho
644,gelb::A,желтый,amarelo
645,blau::A,синий,azul
646,grün::A,зеленый,verde
647,grau::A,серый,cinzento
648,bunt::A,пестрый,colorido
649,billig::A,дешевый,barato
650,teuer::A,дорогой,caro
651,wertvoll::A,ценный,valioso
652,wertvoll::A,ценный,precioso
653,blind::A,слепой,cego
654,taub::A,глухой,surdo
655,kräftig::A,могучий,forte
656,kräftig::A,могучий,poderoso
657,stark::A,сильный,forte
658,stark::A,сильный,robusto
659,schwach::A,слабый,débil
660,fett::A,жирный,gordo
661,schlank::A,стройный,esbelto
662,hübsch::A,прелестный,giro
663,hübsch::A,прелестный,bonito
664,böse::A,злой,mau
665,dumm::A,глупый,parvo
666,dumm::A,глупый,estúpido
667,faul::A,ленивый,preguiçoso
668,fleißig::A,прилежный,aplicado
669,fleißig::A,прилежный,diligente
670,geizig::A,жадный,avarento
671,klug::A,умный,prudente
672,klug::A,умный,inteligente
673,geschickt::A,искусный,hábil
674,lieb::A,милый,caro
675,lieb::A,милый,querido
676,lustig::A,веселый,alegre
677,sanft::A,нежный,suave
678,sanft::A,нежный,brando
679,hungrig::A,голодный,faminto
680,krank::A,больной,doente
681,krank::A,больной,enfermo
682,nackt::A,голый,nu
683,nackt::A,голый,despido
684,traurig::A,грустный,triste
685,lebendig::A,живой,vivo
686,gut::A,хороший,bom
687,schlecht::A,плохой,mau
688,schlecht::A,плохой,ruim
689,richtig::A,правильный,justo
690,richtig::A,правильный,correcto
691,schlimm::A,отвратительный,mau
692,schlimm::A,отвратительный,grave
693,schlimm::A,мерзкий,mau
694,schlimm::A,мерзкий,grave
695,wahr::A,настоящий,verdadeiro
696,alt::A,старый,velho
697,alt::A,старый,antigo
698,neu::A,новый,novo
699,ehemalig::A,бывший,antigo
700,alt[Lebewesen]::A,пожилой,velho
701,jung::A,молодой,jovem
702,arm::A,бедный,pobre
703,reich::A,богатый,rico
704,bekannt::A,знакомый,conhecido
705,berühmt::A,знаменитый,famoso
706,berühmt::A,знаменитый,célebre
707,fremd::A,чужой,alheio
708,fremd::A,чужой,estranho
709,verschieden::A,разный,diverso
710,verschieden::A,разный,diferente
711,nah::A,близкий,próximo
712,fern::A,далекий,remoto
713,fern::A,далекий,distante
714,linker::A,левый,esquerdo
715,rechter::A,правый,direito
716,anderer::A,другой,outro
717,erster::A,первый,primeiro
718,zweiter::A,второй,segundo
719,dritter::A,третий,terceiro
720,letzter::A,последний,final
721,letzter::A,последний,último
722,allein::ADV,один,só
723,auf einmal::ADV,сразу,de vez
724,zusammen::ADV,вместе,juntos
725,lange::ADV,долго,muito tempo
726,plötzlich::ADV,вдруг,de repente
727,sofort::ADV,тотчас,imediatamente
728,später::ADV,позже,mais tarde
729,jetzt::ADV,сейчас,agora
730,heute::ADV,сегодня,hoje
731,morgen::ADV,завтра,amanhã
732,bald::ADV,скоро,logo
733,bald::ADV,скоро,breve
734,dann::ADV,потом,então
735,dann::ADV,потом,depois
736,gestern::ADV,вчера,ontem
737,einst::ADV,однажды,antigamente
738,damals::ADV,тогда,então
739,danach::ADV,затем,logo
740,danach::ADV,затем,depois
741,vorher::ADV,раньше,antes
742,zuerst::ADV,сперва,primeiro
743,einmal::ADV,раз,uma vez
744,manchmal::ADV,иногда,às vezes
745,oft::ADV,часто,muitas vezes
746,immer::ADV,всегда,sempre
747,niemals::ADV,никогда,nunca
748,hier::ADV,здесь,cá
749,hier::ADV,здесь,aqui
750,hierhin::ADV,сюда,para cá
751,von hier::ADV,отсюда,daqui
752,dort::ADV,там,lá
753,dort::ADV,там,ali
754,dorthin::ADV,туда,lá
755,dorthin::ADV,туда,para lá
756,geradeaus::ADV,прямо,em frente
757,vorwärts::ADV,вперед,avante
758,rückwärts::ADV,назад,para trás
759,zurück::ADV,обратно,atrás
760,unten::ADV,внизу,debaixo
761,unten::ADV,внизу,em baixo
762,hinab::ADV,вниз,para baixo
763,oben::ADV,наверху,em cima
764,hinauf::ADV,вверх,para cima
765,überall::ADV,везде,em toda parte
766,nicht::ADV,не,não
767,ein wenig::ADV,немного,um pouco
768,ein wenig::ADV,немного,um bocado
769,kaum::ADV,едва,apenas
770,sehr::ADV,очень,muito
771,so::ADV,так,tão
772,so::ADV,так,assim
773,noch::ADV,еще,ainda
774,nur::ADV,только,só
775,nur::ADV,только,apenas
776,nur::ADV,только,somente
777,schon::ADV,уже,já
778,wieder::ADV,опять,outra vez
779,vergebens::ADV,напрасно,em vão
780,vor::PRP,перед,diante de
781,hinter::PRP,за,atrás de
782,hinter::PRP,позади,atrás de
783,unter::PRP,под,sob
784,unter::PRP,под,debaixo de
785,durch::PRP,сквозь,por
786,durch::PRP,сквозь,através de
787,neben::PRP,возле,junto de
788,neben::PRP,возле,ao lado de
789,zwischen::PRP,между,entre
790,wegen::PRP,из-за,por
791,wegen::PRP,из-за,por causa de
792,dies::PRN,это,isto
793,das::PRN,то,isso
794,das::PRN,то,aquilo
795,alles::PRN,все,todo
796,ich::PRN,я,eu
797,du::PRN,ты,tu
798,er::PRN,он,ele
799,wir::PRN,мы,nós
800,ihr::PRN,вы,vós
801,ihr::PRN,вы,vocês
802,sie::PRN,они,eles
803,was::FPRN,что,quê
804,wer::FPRN,кто,quem
805,wo::FADV,где,onde
806,wohin::FADV,куда,aonde
807,wohin::FADV,куда,para onde
808,wie::FADV,как,como
809,warum::FADV,почему,porquê
810,warum::FADV,почему,por que
811,wieviel::FNUM,сколько,quanto
812,eins::NUM,один,um
813,zwei::NUM,два,dois
814,drei::NUM,три,três
815,vier::NUM,четыре,quatro
816,fünf::NUM,пять,cinco
817,sechs::NUM,шесть,seis
818,sieben::NUM,семь,sete
819,acht::NUM,восемь,oito
820,neun::NUM,девять,nove
821,zehn::NUM,десять,dez
822,elf::NUM,одиннадцать,onze
823,zwölf::NUM,двенадцать,doze
824,zwanzig::NUM,двадцать,vinte
825,dreißig::NUM,тридцать,trinta
826,vierzig::NUM,сорок,quarenta
827,fünfzig::NUM,пятьдесят,cinquenta
828,sechzig::NUM,шестьдесят,sessenta
829,siebzig::NUM,семьдесят,setenta
830,achtzig::NUM,восемьдесят,oitenta
831,neunzig::NUM,девяносто,noventa
832,hundert::NUM,сто,cem
833,hundert::NUM,сто,cento
834,tausend::NUM,тысяча,mil
835,und::CNJ,и,e
836,oder::CNJ,или,ou
837,oder::CNJ,либо,ou
838,stehen::V,стоять,estar em pé
839,sitzen::V,сидеть,estar sentado
840,liegen::V,лежать,jazer
841,liegen::V,лежать,estar deitado
842,hängen::V,висеть,pender
843,hängen::V,висеть,estar pendurado
844,werden::V,стать,tornar-se
845,passieren::V,случиться,acontecer
846,beginnen::V,начаться,começar
847,enden::V,кончиться,acabar
848,enden::V,кончиться,terminar
849,wechseln::V,меняться,variar
850,wechseln::V,меняться,alternar
851,aufgehen[Sonne]::V,взойти,nascer
852,untergehen[Sonne]::V,зайти,pôr-se
853,scheinen[Sonne]::V,светить,brilhar
854,donnern::V,греметь,trovejar
855,wehen::V,дуть,soprar
856,strömen::V,литься,correr
857,fließen::V,течь,fluir
858,sich drehen::V,вращаться,girar
