,Concept_ID,myv,cy
70,Welle::N,толкун,ton
71,Wasser::N,ведь,dŵr
72,Stein::N,кев,carreg
73,Boden::N,мода,llawr
74,Erde::N,мастор,pridd
75,Staub::N,пуль,llwch
76,Rauch::N,качамо,mwg
77,Funke::N,сятко,gwreichioni
78,Feuer::N,тол,tân
79,Licht::N,валдо,golau
80,Schatten::N,сулей,cysgod
81,Schatten::N,сулейкс,cysgod
82,Wetter::N,ушо,tywydd
83,Nebel::N,сув,niwl
84,Wolke::N,пель,cwmwl
85,Regen::N,пиземс,glaw
86,Schnee::N,лов,ôd
87,Schnee::N,лов,eira
88,Eis::N,эй,iâ
89,Frost::N,кельме,rhew
90,Kälte::N,якшамо,oerni
91,Kälte::N,якшамо,annwyd
92,Hitze::N,пси,gwres
93,Raureif::N,лекш,barrug
94,Regenbogen::N,пурьгинечирьке,enfys
95,Regenbogen::N,пурьгинеёнкс,enfys
96,Donner::N,пурьгине,tyrfau
97,Strömung::N,чудема,cerrynt
98,Strömung::N,чудевкс,cerrynt
99,Tropfen::N,петнявкс,dafn
100,Tropfen::N,петнявкс,diferyn
101,Schaum::N,чов,ewyn
102,Schmutz::N,рудаз,baw
103,Schmutz::N,рудаз,budreddi
104,See::N,эрьке,llyn
105,Sumpf::N,чей,cors
106,Moor::N,чей,rhos
107,Wiese::N,луга,dôl
108,Wald::N,вирь,coedwig
109,Hügel::N,губорь,bryn
110,Hügel::N,пандыне,bryn
111,Anhöhe::N,губорь,bryn
112,Anhöhe::N,пандыне,bryn
113,Berg::N,пандо,mynydd
114,Gipfel::N,пря,copa
115,Höhle::N,пещера,ogof
116,Abhang::N,пандочама,llethr
117,Quelle::N,ушодкс,tarddiad
118,Quelle::N,ушодкс,ffynhonnell
119,Bach::N,чудикерькс,nant
120,Bach::N,чудикерькс,afonig
121,Bach::N,чудикерькс,cornant
122,Fluss::N,лей,afon
123,Ufer::N,чире,glan
124,Küste::N,лейчире,traeth
125,Küste::N,лейчире,arfordir
126,Festland::N,мода,tir
127,Meer::N,моря,môr
128,Bucht::N,усия,bae
129,Insel::N,усия,ynys
130,Blume::N,цеця,blodyn
131,Gras::N,тикше,glaswellt
132,Wurzel::N,юр,gwreiddyn
133,Wurzel::N,ундокс,gwreiddyn
134,Baum::N,чувто,coeden
135,Stamm::N,рунго,colfen
136,Stamm::N,рунго,boncyff
137,Rinde::N,суд,rhisgl
138,Rinde::N,керь,rhisgl
139,Ast::N,морго,cangen
140,Zweig::N,тарад,cainc
141,Zweig::N,тарад,cangen
142,Blatt::N,лопа,deilen
143,Birke::N,килей,bedwen
144,Kiefer[Baum]::N,пиче,pinwydden
145,Weide[Baum]::N,каль,helygen
146,Tanne::N,куз,ffynidwydden
147,Horn::N,сюро,corn
148,Feder::N,толга,plufyn
149,Fell::N,пона,ffwr
150,Flügel::N,сёлмо,adain
151,Klaue::N,кенже,crafanc
152,Kralle::N,кенже,ewin
153,Schwanz::N,пуло,cwt
154,Schwanz::N,пуло,cynffon
155,Ei::N,ал,wy
156,Nest::N,пизэ,nyth
157,Bau::N,варя,ffau
158,Bau::N,пизе,ffau
159,Tier::N,ракша,anifail
160,Herde::N,стада,praidd
161,Herde::N,стада,diadell
162,Kuh::N,скал,buwch
163,Bulle::N,бука,tarw
164,Pferd::N,лишме,ceffyl
165,Schaf::N,реве,dafad
166,Schwein::N,туво,mochyn
167,Hund::N,пине,ci
168,Hund::N,киска,ci
169,Katze::N,псака,cath
170,Bär::N,овто,arth
171,Eichhörnchen::N,ур,gwiwer
172,Elch::N,сярдо,elc
173,Fuchs::N,ривезь,cadno
174,Hase::N,нумоло,ysgyfarnog
175,Maus::N,чеерь,llygoden
176,Wolf::N,верьгиз,blaidd
177,Vogel::N,нармунь,aderyn
178,Schwarm::N,полк,haid
179,Schwarm::N,стада,haid
180,Huhn::N,сараз,cyw
181,Hahn::N,атякш,ceiliog
182,Gans::N,гала,gŵydd
183,Gans::N,мацей,gŵydd
184,Adler::N,куцькан,eryr
185,Adler::N,тумоатякш,eryr
186,Ente::N,яксярго,hwyad
187,Eule::N,корж,tylluan
188,Kranich::N,карго,garan
189,Kranich::N,карго,crychydd
190,Krähe::N,варака,brân
191,Kuckuck::N,куко,cog
192,Kuckuck::N,куко,cwcw
193,Schwan::N,локсей,alarch
194,Fisch::N,кал,pysgod
195,Barsch::N,окунь,draenog
196,Hecht::N,щука,penhwyad
197,Schlange[Tier]::N,гуй,neidr
198,Wurm::N,сукс,abwydyn
199,Wurm::N,сукс,pryf genwair
200,Spinne::N,шанжав,cor
201,Spinne::N,шанжав,pryf copyn
202,Ameise::N,коткудав,morgrugyn
203,Laus::N,сий,lleuen
204,Mücke::N,сеське,gwybedyn
205,Fliege::N,карво,cleren
206,Schmetterling::N,нимиляв,glöyn byw
207,Schmetterling::N,нимиляв,iâr fach yr haf
208,Beere::N,умарь,aeronen
209,Apfel::N,умарь,afal
210,Pilz::N,панго,madarch
211,Zwiebel::N,чурька,nionyn
212,Zwiebel::N,чурька,winwnsyn
213,Saat::N,видьметь,had
214,Korn::N,сюро,grawn
215,Heu::N,тикше,gwair
216,Schale::N,кедь,croen
217,Schale::N,кедь,plisgyn
218,Schale::N,ваткавкс,croen
219,Schale::N,ваткавкс,plisgyn
220,Grube::N,латко,pwll
221,Grube::N,латко,pydew
222,Falle::N,тувор,magl
223,Falle::N,кундамка,magl
224,Schlinge::N,килькш,cwlwm rhedeg
225,Spur::N,челькс,ôl
226,Spur::N,пильгеки,ôl
227,Asche::N,кулов,lludw
228,Dreck::N,рудаз,baw
229,Dreck::N,рудаз,budreddi
230,Eisen::N,кшни,haearn
231,Gold::N,сырне,aur
232,Silber::N,сия,arian
233,Kohle::N,сэдь,glo
234,Kohle::N,уголия,glo
235,Glas::N,сулика,gwydr
236,Lehm::N,сёвонь,clai
237,Sand::N,човар,tywod
238,Mensch::N,ломань,dyn
239,Mann::N,аля,dyn
240,Mann::N,цёраломань,dyn
241,Frau::N,ава,merch
242,Frau::N,ава,gwraig
243,Kind::N,эйкакш,plentyn
244,Junge::N,цёрыне,hogyn
245,Junge::N,цёрыне,bachgen
246,Mädchen::N,тейтерне,merch
247,Mädchen::N,тейтерне,geneth
248,Familie::N,семия,teulu
249,Familie::N,семия,tylwyth
250,Großvater::N,покштя,taid
251,Großvater::N,покштя,tad-cu
252,Großmutter::N,баба,nain
253,Großmutter::N,баба,mam-gu
254,Eltern::N,тетят-ават,rhieni
255,Vater::N,тетя,tad
256,Mutter::N,ава,mam
257,Sohn::N,цёра,mab
258,Tochter::N,тейтерь,merch
259,Bruder::N,леля,brawd
260,Bruder::N,ялакс,brawd
261,Schwester::N,сазор,chwaer
262,Onkel::N,леля,ewythr
263,Tante::N,патя,modryb
264,Ehemann::N,мирде,gŵr
265,Ehefrau::N,ни,gwraig
266,Freude::N,кеняркс,gorfoledd
267,Gelächter::N,ракамо,chwerthin
268,Gelächter::N,пейдема,chwerthin
269,Glück::N,уцяска,hapusrwydd
270,Kummer::N,рискс,galar
271,Kummer::N,мелявкс,galar
272,Wunsch::N,мель,dymuniad
273,Wunsch::N,бажамо,dymuniad
274,Lust::N,бажамо,chwant
275,Geist::N,ойме,ysbryd
276,Gedanke::N,мель,meddwl
277,Gedächtnis::N,мель,cof
278,Verstand::N,прев,meddwl
279,Sinn::N,толк,ystyr
280,Sinn::N,смысла,ystyr
281,Grund::N,тувтал,achos
282,Grund::N,тувтал,rheswm
283,Wahrheit::N,видечи,gwir
284,Wahrheit::N,видечи,gwirionedd
285,Gespräch::N,кортнема,sgwrs
286,Märchen::N,ёвкс,chwedl werin
287,Erzählung::N,ёвтнема,stori
288,Nachricht::N,куля,neges
289,Neuigkeit::N,куля,newydd
290,Name::N,лем,enw
291,Rätsel::N,содамоёвкс,pos
292,Rede::N,кортамо,araith
293,Sprache::N,кель,iaith
294,Stimme::N,ваигель,llais
295,Wort::N,вал,gair
296,Zeichen::N,теште,arwydd
297,Ruf::N,тердема,galwad
298,Lärm::N,шалнома,trwst
299,Laut::N,вайгель,sain
300,Ton::N,гайнема,tôn
301,Lied::N,моро,cân
302,Ruhe::N,оймамо,tawelwch
303,Leute::N,ломанть,pobl
304,Volk::N,народ,pobl
305,Arbeit::N,тев,gwaith
306,Gast::N,инже,gwestai
307,Geschenk::N,казне,rhodd
308,Geschenk::N,казне,anrheg
309,Spiel::N,налксема,chwarae
310,Gesellschaft::N,община,cwmni
311,Hilfe::N,лездамо,cymorth
312,Freund::N,оя,cyfaill
313,Freund::N,ялга,cyfaill
314,Kamerad::N,оя,cydymaith
315,Kamerad::N,ялга,cydymaith
316,Angelegenheit::N,тев,pwnc
317,Anzahl::N,ламоксчи,cyfrif
318,Art::N,вид,bath
319,Stück::N,пакш,darn
320,Stück::N,пелькс,darn
321,Teil::N,часть,rhan
322,Teil::N,пелькс,rhan
323,Hälfte::N,пель,hanner
324,Hälfte::N,пелькс,hanner
325,Kreis::N,кирькс,cylch
326,Kreuz::N,крёст,croes
327,Linie::N,кикс,llinell
328,Strich::N,межа,strôc
329,Strich::N,межа,trawiad
330,Abstand::N,ютко,bwlch
331,Abstand::N,ютко,pellter
332,Entfernung::N,ютко,pellter
333,Gegend::N,тарка,cylch
334,Gegend::N,пертьпелькс,cylch
335,Platz::N,васолкс,lle
336,Ort::N,тарка,lle
337,Seite::N,ён,ochr
338,Seite::N,чире,ochr
339,Mitte::N,куншка,canol
340,Gegenstand::N,предмет,eitem
341,Sache::N,тев,peth
342,Sache::N,веща,peth
343,Rand::N,пе,cwr
344,Rand::N,пе,ymyl
345,Rand::N,чире,cwr
346,Rand::N,чире,ymyl
347,Kante::N,ирдез,min
348,Kante::N,ирдез,ymyl
349,Ecke::N,ужо,cornel
350,Spitze::N,пряне,blaen
351,Spitze::N,пе,blaen
352,Ende::N,пе,pen
353,Loch::N,варя,twll
354,Winkel::N,ужо,congl
355,Muster::N,сёрма,patrwm
356,Größe::N,сэрь,maint
357,Größe::N,сэрь,maintioli
358,Größe::N,покшолма,maint
359,Größe::N,покшолма,maintioli
360,Länge::N,кувалмо,hyd
361,Höhe::N,сэрь,uchder
362,Höhe::N,пандо,uchder
363,Gewicht::N,сталмо,pwysau
364,Menge::N,лововкс,swm
365,Menge::N,лововкс,maint
366,Haufen::N,мар,pentwr
367,Haufen::N,валявкс,pentwr
368,Reihe::N,ряд,rhes
369,Boot::N,венч,cwch
370,Ruder::N,милё,rhwyf
371,Schlitten::N,нурдт,sled
372,Schlitten::N,нурдт,car llusg
373,Ski::N,сокс,sgi
374,Lagerfeuer::N,толбандя,coelcerth
375,Last::N,сталмо,llwyth
376,Last::N,кандома,llwyth
377,Gang::N,молема,tro
378,Gang::N,якамо,tro
379,Schritt::N,эскелькс,cam
380,Norden::N,якшамо ёнкс,gogledd
381,Süden::N,лембе ёнкс,de
382,Westen::N,чивалгома,gorllewin
383,Osten::N,чилисема,dwyrain
384,Holz::N,чувто,pren
385,Brett::N,лаз,bwrdd
386,Brett::N,лаз,astell
387,Platte::N,плита,llech
388,Stütze::N,неже,ateg
389,Stütze::N,неже,cynhalydd
390,Stange::N,олга,polyn
391,Stock::N,мандо,ffon
392,Stock::N,мандо,brigyn
393,Stab::N,олога,ffon
394,Rohr::N,турба,pibell
395,Haus::N,кудо,tŷ
396,Heim::N,кудо,cartref
397,Ofen::N,каштомо,stof
398,Fußboden::N,киякс,llawr
399,Tisch::N,столь,bwrdd
400,Stuhl::N,стул,cadair
401,Wiege::N,лавсь,crud
402,Wiege::N,нурямот,crud
403,Bett::N,ацамо,gwely
404,Regal::N,лався,silff
405,Regal::N,лавсяланго,silff
406,Kiste::N,горобия,bocs
407,Kiste::N,горобия,blwch
408,Kiste::N,сундук,bocs
409,Kiste::N,сундук,blwch
410,Fenster::N,вальма,ffenestr
411,Tür::N,кенкш,drws
412,Tor::N,ортат,porth
413,Zaun::N,пирявт,ffens
414,Zaun::N,пирвякс,ffens
415,Dach::N,кудопря,to
416,Leiter::N,кузтема,ysgol
417,Besen::N,тенсть,ysgub
418,Spaten::N,койме,rhaw
419,Schaufel::N,кече,rhaw
420,Schaufel::N,келей койме,rhaw
421,Gabel::N,сянгине,fforc
422,Löffel::N,пенч,llwy
423,Messer::N,пеель,cyllell
424,Nagel::N,эске,hoel
425,Netz::N,алтыма,gwe
426,Netz::N,алтыма,rhwyd
427,Haken::N,кечказ,bach
428,Griff::N,кедне,carn
429,Schloss::N,замок,clo
430,Schloss::N,панжома,clo
431,Bild::N,картина,llun
432,Bild::N,картина,pictiwr
433,Figur::N,рунго,ffigur
434,Puppe::N,няка,dol
435,Beutel::N,кескав,cwd
436,Bündel::N,керькс,bwndel
437,Bündel::N,керькс,coflaid
438,Tasche::N,юдма,cod
439,Eimer::N,ведра,bwced
440,Eimer::N,ведра,cunnog
441,Deckel::N,велькс,caead
442,Geschirr::N,кедьге,llestri
443,Sack::N,кескав,sach
444,Tasse::N,чакш,cwpan
445,Topf::N,кастрюля,pot
446,Topf::N,кастрюля,crochan
447,Kessel::N,котёл,tegell
448,Essen::N,ярсамо,pryd o fwyd
449,Nahrung::N,ярсамопель,bwyd
450,Speise::N,ярсамопель,saig
451,Fleisch::N,сывель,cig
452,Getreide::N,сюро,ŷd
453,Getreide::N,сюро,llafur
454,Brei::N,каша,uwd
455,Brot::N,кши,bara
456,Scheibe::N,кочом,tafell
457,Scheibe::N,сускомо,tafell
458,Fett::N,куя,saim
459,Fett::N,куя,braster
460,Butter::N,ой,ymenyn
461,Öl::N,ой,olew
462,Salz::N,сал,halen
463,Suppe::N,ям,cawl
464,Honig::N,медь,mêl
465,Milch::N,ловсо,llaeth
466,Milch::N,ловсо,llefrith
467,Tee::N,чай,te
468,Leder::N,киське,lledr
469,Wolle::N,пона,gwlân
470,Stoff::N,коцт,lliain
471,Stoff::N,коцт,brethyn
472,Nadel::N,салмукс,nodwydd
473,Faden::N,суре,edau
474,Faden::N,суре,edefyn
475,Knopf::N,пов,botwm
476,Knoten::N,сюлмо,cwlwm
477,Farbe::N,артомапель,paent
478,Kleidung::N,оршамот,dillad
479,Kleidung::N,оршамот,gwisgoedd
480,Hemd::N,панар,crys
481,Kragen::N,сиве,coler
482,Ärmel::N,ожа,llawes
483,Hose::N,понкст,trowsus
484,Gürtel::N,каркс,gwregys
485,Mütze::N,чапка,cap
486,Schuh::N,туфля,esgid
487,Stiefel::N,кем,botasen
488,Ring::N,суркс,modrwy
489,Band::N,лента,rhuban
490,Kamm::N,сурсеме,crib
491,Spiegel::N,чавачамо,drych
492,Riemen::N,кшнань каркс,strap
493,Schnur::N,пикс,llinyn
494,Leine::N,ведьме,tennyn
495,Decke::N,вельтямо,blanced
496,Decke::N,вельтямо,gwrthban
497,Kissen::N,тодов,clustog
498,Kissen::N,тодов,gobennydd
499,Tuch::N,паця,sgarff
500,Handtuch::N,нардамо,tywel
501,Handtuch::N,нардамо,lliain sychu
502,Kraft::N,вий,grym
503,Stärke::N,виевчи,nerth
504,Stärke::N,виевчи,cryfder
505,Gesundheit::N,шумбрачи,iechyd
506,Krankheit::N,орма,afiechyd
507,Krankheit::N,орма,anhwylder
508,Krankheit::N,сэредема,afiechyd
509,Krankheit::N,сэредема,anhwylder
510,Schmerz::N,сэредькс,poen
511,Schmerz::N,сэредькс,gwayw
512,Wunde::N,керявкс,clwyf
513,Fieber::N,маштыкс,twymyn
514,Arznei::N,ормаменькс,meddyginiaeth
515,Brücke::N,сэдь,pont
516,Brücke::N,мадамо,pont
517,Brunnen::N,лисьма,ffynnon
518,Weide::N,ракшань ванома тарка,porfa
519,Pfad::N,ян,llwybr
520,Weg::N,ки,ffordd
521,Straße::N,ки,heol
522,Straße::N,ки,ffordd
523,Dorf::N,веле,pentref
524,Stadt::N,ош,tref
525,Brief::N,сёрма,llythyr
526,Buch::N,книга,llyfr
527,Buchstabe::N,буква,llythyren
528,Zeitung::N,газета,papur newydd
529,Leben::N,эрямо,bywyd
530,Tod::N,кулома,marwolaeth
531,Grab::N,калмо,bedd
532,Kirche::N,церькова,eglwys
533,Sünde::N,чумочи,pechod
534,Gott::N,паз,duw
535,Arbeiter::N,робочей,gweithiwr
536,Chef::N,прявт,pennaeth
537,Meister::N,кол тевень тенця,meistr
538,Arzt::N,врач,meddyg
539,Lehrer::N,учитель,athro
540,Lehrer::N,тонавтыця,athro
541,Geld::N,ярмак,pres
542,Geld::N,ярмак,arian
543,Geschäft::N,ладязь тев,busnes
544,Laden::N,лавка,siop
545,Preis::N,питне,pris
546,Ware::N,миевкс,nwydd
547,Ware::N,рамавкс,nwydd
548,Nutzen::N,паро,elw
549,Nutzen::N,паро,budd
550,Nutzen::N,лезэ,elw
551,Nutzen::N,лезэ,budd
552,Reichtum::N,сюпавчи,cyfoeth
553,Welt::N,мир,byd
554,Welt::N,мастор ланго,byd
555,Land::N,мастор,gwlad
556,Staat::N,государства,gwladwriaeth
557,König::N,король,brenin
558,Macht::N,азорксчи,grym
559,Macht::N,азорксчи,awdurdod
560,Grenze::N,буен тешкс,ffin
561,Grenze::N,буен тешкс,goror
562,Krieg::N,война,rhyfel
563,Feind::N,душман,gelyn
564,Gewalt::N,нарьгамо,ffyrnigrwydd
565,Kampf::N,тюрема,brwydr
566,Bogen[Waffe]::N,нал,bwa
567,Pfeil::N,нал,saeth
568,Gewehr::N,ружия,dryll
569,Gewehr::N,винтовка,dryll
570,Fehler::N,ильведькс,gwall
571,Fehler::N,ильведькс,camgymeriad
572,Fehler::N,ильведевкс,gwall
573,Fehler::N,ильведевкс,camgymeriad
574,Lüge::N,манчема,celwydd
575,Lüge::N,манчема,anwiredd
576,Lüge::N,кенгелема,celwydd
577,Lüge::N,кенгелема,anwiredd
578,Schaden::N,зыян,niwed
579,Schaden::N,зыян,difrod
580,Unglück::N,зыян,anffawd
581,Schuld::N,чумочи,bai
582,Alter::N,шка,oed
583,Schluss::N,пе,diwedd
584,Zeit::N,шка,amser
585,Zeit::N,пинге,amser
586,Tag::N,чи,dydd
587,Tag::N,чи,diwrnod
588,Morgen::N,валске,bore
589,Mittag::N,чикуншка,nawn
590,Abend::N,чокшнэ,noswaith
591,Nacht::N,ве,nos
592,Woche::N,недля,wythnos
593,Monat::N,ков,mis
594,Jahr::N,ие,blwyddyn
595,Frühling::N,тундо,gwanwyn
596,Sommer::N,кизэ,haf
597,Herbst::N,сёксь,hydref
598,Winter::N,теле,gaeaf
599,Januar::N,якшамков,Ionawr
600,Februar::N,февраль,Chwefror
601,März::N,март,Mawrth
602,April::N,апрель,Ebrill
603,Mai::N,май,Mai
604,Juni::N,июнь,Mehefin
605,Juli::N,июль,Gorffennaf
606,August::N,август,Awst
607,September::N,сентября,Medi
608,Oktober::N,октября,Hydref
609,November::N,ноября,Tachwedd
610,Dezember::N,декабря,Rhagfyr
611,Montag::N,пондельник,dydd Llun
612,Dienstag::N,овторник,dydd Mawrth
613,Mittwoch::N,серёда,dydd Mercher
614,Donnerstag::N,цетьверьг,dydd Iau
615,Freitag::N,пеця,dydd Gwener
616,Samstag::N,субута,dydd Sadwrn
617,Samstag::N,шлямочи,dydd Sadwrn
618,Sonntag::N,недлячи,dydd Sul
619,groß::A,ине,mawr
620,groß::A,покш,mawr
621,klein::A,вишка,bach
622,lang::A,кувака,hir
623,kurz::A,нурькине,byr
624,kurz::A,нурькине,cwta
625,breit::A,келей,llydan
626,schmal::A,теине,cul
627,dicht::A,тусто,dwys
628,dick[Gegenstand]::A,эчке,trwchus
629,dünn::A,човине,tenau
630,fein::A,човине,main
631,fest::A,кеме,cadarn
632,flach::A,лапужа,gwastad
633,glatt::A,валаня,llyfn
634,hart::A,калгодо,caled
635,weich::A,чевте,meddal
636,rund::A,кеверь,crwn
637,spitz::A,пшти,pigfain
638,scharf::A,пшти,miniog
639,stumpf::A,ношка,pŵl
640,schwer::A,стака,trwm
641,schön::A,мазый,teg
642,schön::A,мазый,hardd
643,schön::A,мазый,prydferth
644,heiß::A,пси,poeth
645,warm::A,лембе,twym
646,warm::A,лембе,cynnes
647,kalt::A,якшамо,oer
648,kühl::A,экше,oeraidd
649,frisch::A,свежа,iach
650,feucht::A,летьке,llaith
651,nass::A,начко,gwlyb
652,trocken::A,коське,sych
653,voll::A,пешксе,llawn
654,leer::A,чаво,gwag
655,offen::A,панжадо,agored
656,offen::A,виде,agored
657,geschlossen::A,пекстазь,caead
658,geschlossen::A,пекстазь,caeëdig
659,geschlossen::A,сёлгозь,caead
660,geschlossen::A,сёлгозь,caeëdig
661,sauber::A,ванькс,glân
662,schmutzig::A,ливезев,budr
663,schmutzig::A,ливезев,brwnt
664,roh::A,верек,amrwd
665,reif::A,кенерезь,aeddfed
666,lecker::A,тантей,blasus
667,lecker::A,тантей,danteithiol
668,süß::A,ламбамо,melys
669,bitter::A,сэпей,chwerw
670,sauer::A,чапамо,sur
671,hell::A,валдо,disglair
672,dunkel::A,чопода,tywyll
673,schwarz::A,раужо,du
674,weiß::A,ашо,gwyn
675,rot::A,якстере,coch
676,gelb::A,ожо,melyn
677,blau::A,сэнь,glas
678,grün::A,пиже,gwyrdd
679,grau::A,шержев,llwyd
680,bunt::A,сёрмав,lliwgar
681,billig::A,аволь питней,rhad
682,teuer::A,питней,drud
683,wertvoll::A,питней,gwerthfawr
684,blind::A,сокор,dall
685,taub::A,амариця,byddar
686,kräftig::A,пек виев,nerthol
687,kräftig::A,пек виев,grymus
688,stark::A,виев,cryf
689,stark::A,виев,cadarn
690,schwach::A,лавшо,gwan
691,fett::A,куя,tew
692,schlank::A,виде ронга,main
693,hübsch::A,мазый,tlws
694,böse::A,кежей,drwg
695,dumm::A,чавола,twp
696,dumm::A,превтеме,twp
697,faul::A,нузякс,diog
698,fleißig::A,мелень путыця,dyfal
699,geizig::A,скупой,crintach
700,geizig::A,скупой,cybyddlyd
701,klug::A,превей,deallus
702,geschickt::A,маштозь теезь,medrus
703,geschickt::A,маштозь теезь,deheuig
704,lieb::A,вадря,hoff
705,lieb::A,вадря,annwyl
706,lustig::A,весёла,llon
707,sanft::A,сэтьме,mwyn
708,hungrig::A,вачо,newynog
709,krank::A,сэредиця,sâl
710,krank::A,сэредиця,gwael
711,nackt::A,штапо,noeth
712,traurig::A,нусманя,trist
713,lebendig::A,эриця,yn fyw
714,gut::A,паро,da
715,schlecht::A,берянь,drwg
716,schlecht::A,берянь,gwael
717,richtig::A,виде,cywir
718,schlimm::A,берянь,enbyd
719,wahr::A,алкуксонь,gwir
720,alt::A,ташто,hen
721,neu::A,од,newydd
722,ehemalig::A,икелень,blaenorol
723,alt[Lebewesen]::A,сыре,oedrannus
724,jung::A,од,ifanc
725,arm::A,кажов,tlawd
726,reich::A,сюпав,cyfoethog
727,bekannt::A,содавикс,cynefin
728,bekannt::A,содавикс,cyfarwydd
729,berühmt::A,содавикс,enwog
730,fremd::A,лия,estron
731,fremd::A,асодавикс,estron
732,verschieden::A,эрьва,gwahanol
733,nah::A,а васолонь,agos
734,fern::A,умонь,pell
735,fern::A,кезэрень,pell
736,linker::A,керш,aswy
737,linker::A,керш,chwith
738,rechter::A,вить,de
739,rechter::A,вить,deau
740,anderer::A,лия,arall
741,erster::A,васень,cyntaf
742,erster::A,васенце,cyntaf
743,zweiter::A,омбоце,ail
744,dritter::A,колмоце,trydydd
745,letzter::A,меельце,olaf
746,allein::ADV,башка,unig
747,allein::ADV,башка,ar ei ben ei hun
748,allein::ADV,ськамонзо,unig
749,allein::ADV,ськамонзо,ar ei ben ei hun
750,auf einmal::ADV,вейсэ,ar yr un pryd
751,zusammen::ADV,вейс,ynghyd
752,zusammen::ADV,вейс,gyda'i gilydd
753,zusammen::ADV,вейсэ,ynghyd
754,zusammen::ADV,вейсэ,gyda'i gilydd
755,lange::ADV,кувать,amser hir
756,plötzlich::ADV,апак учо,yn sydyn
757,sofort::ADV,курок,ar unwaith
758,sofort::ADV,нейке,ar unwaith
759,später::ADV,мейле,yn ddiweddarach
760,jetzt::ADV,ней,yn awr
761,heute::ADV,течи,heddiw
762,morgen::ADV,ванды,yfory
763,bald::ADV,курок,yn fuan
764,bald::ADV,курок,gyda hyn
765,dann::ADV,мейле,yna
766,dann::ADV,мейле,y pryd hwnnw
767,dann::ADV,седе мейле,yna
768,dann::ADV,седе мейле,y pryd hwnnw
769,gestern::ADV,исяк,ddoe
770,einst::ADV,весть,gynt
771,einst::ADV,зярдо-бути,gynt
772,damals::ADV,сестэ,ar y pryd
773,damals::ADV,сестэ,bryd hynny
774,danach::ADV,мейле,wedyn
775,danach::ADV,седе мейле,wedyn
776,vorher::ADV,васняяк,o'r blaen
777,zuerst::ADV,васня,yn gyntaf
778,einmal::ADV,весть,unwaith
779,manchmal::ADV,лиясто,weithiau
780,manchmal::ADV,лиясто,ar brydiau
781,oft::ADV,сеетьстэ,yn aml
782,oft::ADV,сеетьстэ,yn fynych
783,immer::ADV,свал,bob amser
784,niemals::ADV,а зярдояк,ni ... byth
785,niemals::ADV,а зярдояк,ni ... erioed
786,hier::ADV,тесэ,yma
787,hierhin::ADV,тей,hyd yma
788,von hier::ADV,тестэ,oddi yma
789,dort::ADV,тосо,acw
790,dorthin::ADV,тов,tuag yno
791,geradeaus::ADV,витьстэ,syth ymlaen
792,vorwärts::ADV,икелев,ymlaen
793,rückwärts::ADV,мекев,yn ôl
794,zurück::ADV,мекев,yn ôl
