,Concept_ID,sah,he
532,November::N,сэтинньи,נובמבר
533,Dezember::N,ахсынньы,דצמבר
534,Montag::N,бэнидиэнньик,יום שני
535,Dienstag::N,оптуорунньук,יום שלישי
536,Mittwoch::N,сэрэдэ,יום רביעי
537,Donnerstag::N,чэппиэр,יום חמישי
538,Freitag::N,бээтинсэ,יום ששי
539,Samstag::N,субуота,יום שבת
540,Sonntag::N,баскыһыанньа,יום ראשון
541,groß::A,бөдөҥ,גדול
542,groß::A,улахан,גדול
543,klein::A,кыр,קטן
544,lang::A,уһун,ארך
545,kurz::A,кылгас,קצר
546,breit::A,кэтит,רחב
547,schmal::A,кыараҕас,צר
548,dicht::A,хойуу,צפוף
549,dick[Gegenstand]::A,суон,עבה
550,dick[Gegenstand]::A,хойуу,עבה
551,dünn::A,чараас,דק
552,fein::A,бытархай,מעדן
553,fein::A,синньигес,מעדן
554,fest::A,бөҕө,מוצק
555,fest::A,кытаанах,מוצק
556,flach::A,хаптаҕай,שטוח
557,glatt::A,кылааккай,חלק
558,hart::A,хатан,קשיח
559,hart::A,кытаанах,קשיח
560,weich::A,сымнаҕас,רך
561,rund::A,төгүрүк,עגל
562,spitz::A,сытыы,חד
563,spitz::A,уһуктаах,חד
564,scharf::A,сытыы,חד
565,stumpf::A,сыппах,קהה
566,schwer::A,ыарахан,כבד
567,schön::A,кыраһыабай,יפה
568,heiß::A,итии,חם
569,warm::A,ичигэс,חם
570,kalt::A,тымныы,קר
571,kühl::A,сөрүүн,צונן
572,frisch::A,ыраас,טרי
573,frisch::A,сөрүүн,טרי
574,frisch::A,тымныы,טרי
575,feucht::A,сииктээх,לח
576,nass::A,инчэҕэй,רטוב
577,trocken::A,кураан,יבש
578,voll::A,толору,מלא
579,leer::A,иччитэх,ריק
580,offen::A,аһаҕас,פתוח
581,geschlossen::A,бүтэй,סגור
582,sauber::A,сэбэр,נקי
583,schmutzig::A,кирдээх,מלכלך
584,roh::A,сиикэй,חי
585,reif::A,буспут,בשל
586,reif::A,сиппит-хоппут,בשל
587,lecker::A,минньигэс,טעים
588,süß::A,минньигэс,מתוק
589,bitter::A,аһыы,מר
590,sauer::A,аһыы,חמוץ
591,hell::A,сырдык,בהיר
592,dunkel::A,хараҥа,עמום
593,schwarz::A,хара,שחר
594,weiß::A,үрүҥ,לבן
595,weiß::A,маҥан,לבן
596,rot::A,кыһыл,אדם
597,gelb::A,саһархай,צהב
598,blau::A,күөх,כחל
599,grün::A,күөх,ירק
600,grün::A,от күөҕэ,ירק
601,grau::A,сиэрэй,אפר
602,bunt::A,эриэн,צבעוני
603,billig::A,чэпчэки,זול
604,teuer::A,сыаналаах,יקר
605,wertvoll::A,сыаналаах,יקר ערך
606,blind::A,хараҕа суох,עור
607,taub::A,дьүлэй,חרש
608,kräftig::A,модун,חסן
609,stark::A,күүстээх,חזק
610,schwach::A,мөлтөх,חלש
611,fett::A,эмис,שמן
612,schlank::A,дьылҕан,רזה
613,schlank::A,дьыпсаҕай,רזה
614,hübsch::A,олус кэрэ,יפה תאר
615,hübsch::A,көрүөхтэн үчүгэй,יפה תאר
616,böse::A,өһүөннээх,רשע
617,dumm::A,акаары,טפש
618,faul::A,нэс,עצלן
619,fleißig::A,кыһамньылаах,חרוץ
620,geizig::A,иҥсэлээх,קמצן
621,klug::A,өйдөөх,נבון
622,klug::A,өйдөөх,פקח
623,geschickt::A,наһаа дьоҕурдаах,מימן
624,lieb::A,тапталлаах,יקר
625,lieb::A,тапталлаах,אהוב
626,lustig::A,көрдөөх,עליז
627,sanft::A,намчы,עדין
628,sanft::A,сымнаҕас,עדין
629,hungrig::A,аччык,רעב
630,krank::A,ыалдьар,חולה
631,nackt::A,сыгынньах,ערום
632,traurig::A,санаарҕабыллаах,עצוב
633,lebendig::A,тыыннаах,חי
634,gut::A,үтүө,טוב
635,gut::A,үчүгэй,טוב
636,schlecht::A,куһаҕан,גרוע
637,richtig::A,сөп,נכון
638,schlimm::A,сидьиҥ,רע
639,schlimm::A,быдьар,רע
640,wahr::A,кырдьык,אמתי
641,alt::A,былыргы,ישן
642,neu::A,саҥа,חדש
643,ehemalig::A,урукку,לשעבר
644,alt[Lebewesen]::A,кырдьаҕас,זקן
645,jung::A,эдэр,צעיר
646,arm::A,дьадаҥы,עני
647,reich::A,баай,עשיר
648,bekannt::A,билэр,ידוע
649,berühmt::A,аатырбыт,מפרסם
650,fremd::A,атын,זר
651,verschieden::A,араас,שונה
652,nah::A,чугас,קרוב
653,fern::A,ыраах,רחוק
654,linker::A,хаҥас,שמאלי
655,rechter::A,уҥа,ימין
656,anderer::A,атын,אחר
657,erster::A,маҥнайгы,ראשון
658,zweiter::A,иккис,שני
659,dritter::A,үһүс,שלישי
660,letzter::A,тиһэх,אחרון
661,allein::ADV,соҕотох,לבד
662,auf einmal::ADV,биирдэ,בו-זמנית
663,zusammen::ADV,холбуу,ביחד
664,lange::ADV,уһуннук,הרבה זמן
665,plötzlich::ADV,эмискэ,לפתע
666,plötzlich::ADV,эмискэ,פתאום
667,sofort::ADV,тута,מיד
668,später::ADV,хойут,לאחר זמן
669,später::ADV,хойут,יותר מאחר
670,jetzt::ADV,билигин,עכשיו
671,heute::ADV,бүгүн,היום
672,morgen::ADV,сарсын,מחר
673,bald::ADV,өтөр,בקרוב
674,dann::ADV,кэнна,אחר-כך
675,gestern::ADV,бэҕэһээ,אתמול
676,einst::ADV,биир төгүл,לפנים
677,einst::ADV,арай биирдэ,לפנים
678,damals::ADV,оччоҕо,אז
679,danach::ADV,аары,אחר-כך
680,danach::ADV,ол кэнниттэн,אחר-כך
681,vorher::ADV,урут,לפני זה
682,zuerst::ADV,маҥнай,קדם
683,einmal::ADV,биирдэ,פעם
684,manchmal::ADV,арыт,לפעמים
685,oft::ADV,чаастатык,לעתים קרובות
686,immer::ADV,мэлдьи,תמיד
687,niemals::ADV,хаһан да,אף פעם
688,hier::ADV,маныаха,כאן
689,hierhin::ADV,бэттэх,פה
690,von hier::ADV,мантан,מפה
691,dort::ADV,онно,שם
692,dorthin::ADV,онно,שם
693,geradeaus::ADV,быһа,ישר
694,geradeaus::ADV,быһаччы,ישר
695,vorwärts::ADV,инники,קדימה
696,rückwärts::ADV,төттөру,לאחור
697,zurück::ADV,төттөрү,בחזרה
698,zurück::ADV,төттөрү,אחורנית
699,unten::ADV,аллара,למטה
700,hinab::ADV,аллара,למטה
701,oben::ADV,үөһэ,מעל
702,oben::ADV,үөһэ,למעלה
703,hinauf::ADV,өрө,למעלה
704,hinauf::ADV,үөһэ,למעלה
705,überall::ADV,бэйдиэ,בכל מקום
706,nicht::ADV,буолбатах,לא
707,ein wenig::ADV,кыратык,קצת
708,kaum::ADV,нэһиилэ,בקשי
709,sehr::ADV,бэрт,מאוד
710,sehr::ADV,наһаа,מאוד
711,so::ADV,оччо,כך
712,so::ADV,оччо,ככה
713,so::ADV,оннук,כך
714,so::ADV,оннук,ככה
715,noch::ADV,өссө,עוד
716,noch::ADV,өссө,עדין
717,nur::ADV,эрэ,רק
718,nur::ADV,сыччах,רק
719,schon::ADV,бэлиэр,כבר
720,wieder::ADV,эмиэ,שוב
721,vergebens::ADV,таак,לריק
722,vergebens::ADV,таак,לשוא
723,vor::PRP,иннигэр,מול
724,hinter::PRP,кэлин,מאחורי
725,unter::PRP,-ҕа,מתחת
726,unter::PRP,оһох түгэҕэ,מתחת
727,durch::PRP,курдары,דרך
728,neben::PRP,аттыгар,ליד
729,neben::PRP,аттыгар,על-יד
730,zwischen::PRP,ыккардынан,בין
731,wegen::PRP,уҥуортан,בשל
732,wegen::PRP,уҥуортан,בגלל
733,dies::PRN,ити,זה
734,dies::PRN,бу,זה
735,das::PRN,били,זה
736,alles::PRN,барыта,הכל
737,ich::PRN,мин,אני
738,du::PRN,эн,את
739,du::PRN,эн,אתה
740,er::PRN,кнни,הוא
741,wir::PRN,биһиги,אנחנו
742,ihr::PRN,эһиги,לה
743,sie::PRN,кинилэр,הם
744,was::FPRN,туох,מה
745,wer::FPRN,ким,מי
746,wo::FADV,ханна,איפה
747,wohin::FADV,ханна,לאן
748,wie::FADV,хайдах,איך
749,warum::FADV,тоҕо,למה
750,wieviel::FNUM,төһө,כמה
751,eins::NUM,биир,אחד
752,zwei::NUM,икки,שתים
753,drei::NUM,үс,שלושה
754,vier::NUM,түөрт,ארבעה
755,fünf::NUM,биэс,חמשה
756,sechs::NUM,алта,ששה
757,sieben::NUM,сэттэ,שבעה
758,acht::NUM,аҕыс,שמונה
