,Concept_ID,fa,ar
275,Gedächtnis::N,حافظه,ذاكرة
276,Verstand::N,هوش,عقل
277,Sinn::N,معنا,معنى
278,Sinn::N,مفهوم,معنى
279,Grund::N,سبب,سبب
280,Grund::N,دلیل,سبب
281,Wahrheit::N,حقیقت,حقيقة
282,Gespräch::N,صحبت,محادثة
283,Gespräch::N,گفتگو,محادثة
284,Märchen::N,قصه,خرافة
285,Märchen::N,افسانه,خرافة
286,Erzählung::N,داستان,قصة
287,Erzählung::N,داستان,حكاية
288,Nachricht::N,خبر,خبر
289,Neuigkeit::N,خبر تازه,خبر جديد
290,Name::N,اسم,اسم
291,Rätsel::N,معما,لغز
292,Rede::N,سخن,خطبة
293,Sprache::N,زبان,لغة
294,Stimme::N,صدا,صوت
295,Wort::N,کلمه,كلمة
296,Zeichen::N,نشان,رمز
297,Zeichen::N,نشان,إشارة
298,Zeichen::N,علامت,رمز
299,Zeichen::N,علامت,إشارة
300,Ruf::N,صدا,نداء
301,Lärm::N,هیاهو,صخب
302,Lärm::N,هیاهو,ضجة
303,Laut::N,صدا,صوت
304,Ton::N,آهنگ,نغمة
305,Lied::N,آواز,أغنية
306,Lied::N,ترانه,أغنية
307,Ruhe::N,آرامش,هدوء
308,Leute::N,مردم,ناس
309,Volk::N,خلق,شعب
310,Arbeit::N,کار,عمل
311,Gast::N,مهمان,ضيف
312,Geschenk::N,هدیه,هدية
313,Spiel::N,بازی,لعب
314,Gesellschaft::N,جمعیت,صحبة
315,Hilfe::N,کمک,عون
316,Hilfe::N,کمک,مساعدة
317,Freund::N,دوست,صديق
318,Kamerad::N,رفیق,زميل
319,Angelegenheit::N,امر,أمر
320,Angelegenheit::N,امر,شأن
321,Angelegenheit::N,قضیه,أمر
322,Angelegenheit::N,قضیه,شأن
323,Anzahl::N,عده,عدد
324,Anzahl::N,شمار,عدد
325,Art::N,نوع,نوع
326,Stück::N,تکه,قطعة
327,Stück::N,قطعه,قطعة
328,Teil::N,بخش,قسم
329,Teil::N,قسمت,قسم
330,Hälfte::N,نیم,نصف
331,Kreis::N,حلقه,دائرة
332,Kreis::N,دایره,دائرة
333,Kreuz::N,صلیب,صليب
334,Linie::N,خط,خط
335,Linie::N,سطر,خط
336,Strich::N,خط,شرطة
337,Abstand::N,فاصله,مسافة
338,Entfernung::N,مسافت,بعد
339,Gegend::N,منطقه,ناحية
340,Platz::N,گنجایش,فراغ
341,Ort::N,جا,مكان
342,Ort::N,محل,مكان
343,Ort::N,مکان,مكان
344,Seite::N,طرف,جانب
345,Mitte::N,وسط,وسط
346,Mitte::N,میان,وسط
347,Gegenstand::N,چیز,موضوع
348,Sache::N,چیز,شيء
349,Rand::N,کنار,حافة
350,Rand::N,حاشیه,حافة
351,Kante::N,لبه,حافة
352,Ecke::N,گوشه,ركن
353,Spitze::N,سر,سن
354,Spitze::N,نوک,سن
355,Ende::N,ته,طرف
356,Ende::N,آخر,طرف
357,Loch::N,سوراخ,ثقب
358,Winkel::N,کنج,زاوية
359,Muster::N,نقش,عينة
360,Größe::N,قد,حجم
361,Größe::N,بزرگی,حجم
362,Länge::N,طول,طول
363,Höhe::N,بلندی,علو
364,Höhe::N,بلندی,ارتفاع
365,Gewicht::N,وزن,وزن
366,Menge::N,مقدار,كمية
367,Menge::N,اندازه,كمية
368,Haufen::N,توده,كوم
369,Reihe::N,ردیف,صف
370,Boot::N,قایق,قارب
371,Boot::N,قایق,زورق
372,Ruder::N,پارو,مجذاف
373,Schlitten::N,سورتمه,مزلقة
374,Ski::N,اسکی,زلاجة
375,Lagerfeuer::N,آتش,نار المخيم
376,Last::N,بار,حمل
377,Last::N,سنگینی,حمل
378,Gang::N,راه رفتن,مشية
379,Schritt::N,قدم,خطوة
380,Norden::N,شمال,شمال
381,Süden::N,جنوب,جنوب
382,Westen::N,غرب,غرب
383,Osten::N,شرق,شرق
384,Holz::N,چوب,خشب
385,Brett::N,تخته,لوح
386,Platte::N,صفحه,صفيحة
387,Stütze::N,تکیه,سند
388,Stütze::N,تکیه,دعامة
389,Stange::N,میله,عود
390,Stock::N,چوب,عصا
391,Stab::N,عصا,قضيب
392,Rohr::N,لوله,أنبوبة
393,Haus::N,منزل,دار
394,Haus::N,منزل,بيت
395,Heim::N,خانه,بيت
396,Heim::N,خانه,مسكن
397,Heim::N,کاشانه,بيت
398,Heim::N,کاشانه,مسكن
399,Ofen::N,بخاری,مدفأة
400,Fußboden::N,کف اتاق,أرضية
401,Tisch::N,میز,مائدة
402,Stuhl::N,صندلی,كرسي
403,Wiege::N,گهواره,مهد
404,Bett::N,تختخواب,سرير
405,Regal::N,قفسه,رف
406,Kiste::N,صندوق,صندوق
407,Fenster::N,پنجره,شباك
408,Fenster::N,پنجره,نافذة
409,Tür::N,در,باب
410,Tür::N,درب,باب
411,Tor::N,دروازه,بوابة
412,Zaun::N,حصار,سياج
413,Dach::N,بام,سطح
414,Leiter::N,نردبان,سلم
415,Besen::N,جارو,مكنسة
416,Spaten::N,بیل,مسحاة
417,Schaufel::N,بیل,مجرفة
418,Schaufel::N,پارو,مجرفة
419,Gabel::N,چنگال,شوكة
420,Löffel::N,قاشق,ملعقة
421,Messer::N,کارد,سكين
422,Nagel::N,میخ,مسمار
423,Netz::N,تور,شبكة
424,Netz::N,شبکه,شبكة
425,Haken::N,قلاب,خطاف
426,Haken::N,قلاب,صنارة
427,Griff::N,دسته,قبضة
428,Schloss::N,قفل,قفل
429,Bild::N,عکس,صورة
430,Bild::N,تصویر,صورة
431,Figur::N,تندیس,تمثال
432,Puppe::N,عروسک,دمية
433,Beutel::N,کیسه,كيس
434,Bündel::N,بسته,ربطة
435,Tasche::N,کیف,شنطة
436,Tasche::N,کیف,محفظة
437,Eimer::N,سطل,سطل
438,Eimer::N,سطل,جردل
439,Deckel::N,در,سداد
440,Geschirr::N,ظرف,أوان
441,Sack::N,گونی,زكيبة
442,Tasse::N,فنجان,فنجان
443,Topf::N,دیگ,قدر
444,Topf::N,دیگ,طنجرة
445,Topf::N,قابلمه,قدر
446,Topf::N,قابلمه,طنجرة
447,Kessel::N,دیگ,قدر
448,Kessel::N,دیگ,غلاية
449,Essen::N,خوراک,طعام
450,Nahrung::N,غذا,غذاء
451,Speise::N,خوراک,أكل
452,Fleisch::N,گوشت,لحم
453,Getreide::N,غله,حبوب
454,Brei::N,فرنی,عصيدة
455,Brei::N,حریره,عصيدة
456,Brot::N,نان,خبز
457,Scheibe::N,قاچ,شريحة
458,Scheibe::N,لزگه,شريحة
459,Fett::N,چربی,سمن
460,Butter::N,کره,زبدة
461,Öl::N,روغن,زيت
462,Salz::N,نمک,ملح
463,Suppe::N,آش,حساء
464,Suppe::N,آش,شربة
465,Suppe::N,سوپ,حساء
466,Suppe::N,سوپ,شربة
467,Honig::N,عسل,عسل
468,Milch::N,شیر,حليب
469,Tee::N,چای,شاي
470,Leder::N,چرم,جلد
471,Wolle::N,پشم,صوف
472,Stoff::N,پارچه,قماش
473,Nadel::N,سوزن,إبرة
474,Faden::N,نخ,خيط
475,Knopf::N,دکمه,زر
476,Knoten::N,گره,عقدة
477,Farbe::N,رنگ,صبغة
478,Kleidung::N,لباس,ملابس
479,Kleidung::N,پوشاک,ملابس
480,Hemd::N,پیراهن,قميص
481,Kragen::N,یقه,ياقة
482,Ärmel::N,آستین,كم
483,Hose::N,شلوار,سروال
484,Hose::N,شلوار,بنطلون
485,Gürtel::N,کمر‌بند,حزام
486,Mütze::N,کلاه,طاقية
487,Schuh::N,کفش,حذاء
488,Stiefel::N,چکمه,جزمة
489,Stiefel::N,چکمه,حذاء طويل
490,Ring::N,حلقه,حلقة
491,Ring::N,انگشتر,حلقة
492,Band::N,نوار,شريط
493,Band::N,روبان,شريط
494,Kamm::N,شانه,مشط
495,Spiegel::N,آینه,مرآة
496,Riemen::N,تسمه,سير
497,Schnur::N,ریسمان,حبل
498,Schnur::N,ریسمان,دوبارة
499,Leine::N,قلاده,قيد
500,Decke::N,پتو,بطانية
501,Kissen::N,بالش,وسادة
502,Tuch::N,شال,منديل
503,Handtuch::N,حوله,فوطة
504,Handtuch::N,حوله,منشفة
505,Kraft::N,نیرو,قدرة
506,Stärke::N,زور,قوة
507,Gesundheit::N,سلامتی,صحة
508,Gesundheit::N,تندرستی,صحة
509,Krankheit::N,بیماری,مرض
510,Schmerz::N,درد,ألم
511,Schmerz::N,درد,وجع
512,Wunde::N,زخم,جرح
513,Fieber::N,تب,حمى
514,Arznei::N,دارو,دواء
515,Brücke::N,پل,جسر
516,Brunnen::N,چاه,بئر
517,Weide::N,چراگاه,مرعى
518,Pfad::N,راه,درب
519,Weg::N,راه,سكة
520,Weg::N,طریق,سكة
521,Straße::N,راه,طريق
522,Straße::N,جاده,طريق
523,Dorf::N,ده,قرية
524,Dorf::N,روستا,قرية
525,Stadt::N,شهر,مدينة
526,Brief::N,نامه,خطاب
527,Brief::N,نامه,مكتوب
528,Buch::N,کتاب,كتاب
529,Buchstabe::N,حرف,حرف
530,Zeitung::N,روزنامه,جريدة
531,Leben::N,عمر,عيش
532,Leben::N,عمر,حياة
533,Leben::N,زندگی,عيش
534,Leben::N,زندگی,حياة
535,Tod::N,مرگ,موت
536,Tod::N,مرگ,وفاة
537,Grab::N,گور,قبر
538,Grab::N,مزار,قبر
539,Kirche::N,کلیسا,كنيسة
540,Sünde::N,بزه,خطيئة
541,Sünde::N,گناه,خطيئة
542,Gott::N,خدا,إله
543,Arbeiter::N,کارگر,عامل
544,Chef::N,رئیس,رئيس
545,Meister::N,استاد,أسطى
546,Arzt::N,پزشک,طبيب
547,Lehrer::N,معلم,مدرس
548,Lehrer::N,آموزگار,مدرس
549,Geld::N,پول,نقود
550,Geschäft::N,کار,صفقة
551,Geschäft::N,بیزنس,صفقة
552,Laden::N,دکان,دكان
553,Laden::N,مغازه,دكان
554,Preis::N,بها,سعر
555,Preis::N,قیمت,سعر
556,Ware::N,جنس,بضاعة
557,Ware::N,کالا,بضاعة
558,Nutzen::N,مزیت,فائدة
559,Nutzen::N,امتیاز,فائدة
560,Reichtum::N,مال,غنى
561,Reichtum::N,مال,ثروة
562,Reichtum::N,ثروت,غنى
563,Reichtum::N,ثروت,ثروة
564,Welt::N,دنیا,عالم
565,Welt::N,دنیا,دنيا
566,Land::N,کشور,بلد
567,Land::N,مملکت,بلد
568,Staat::N,دولت,دولة
569,König::N,شاه,ملك
570,König::N,پادشاه,ملك
571,Macht::N,قدرت,سلطة
572,Macht::N,اختیار,سلطة
573,Grenze::N,مرز,حدود
574,Krieg::N,جنگ,حرب
575,Feind::N,دشمن,عدو
576,Gewalt::N,زور,عنف
577,Gewalt::N,خشونت,عنف
578,Kampf::N,نبرد,قتال
579,Kampf::N,مبارزه,قتال
580,Bogen[Waffe]::N,کمان,قوس
581,Pfeil::N,تیر,سهم
582,Gewehr::N,تفنگ,بندقية
583,Fehler::N,غلط,خطأ
584,Fehler::N,اشتباه,خطأ
585,Lüge::N,دروغ,كذب
586,Schaden::N,آسیب,تلف
587,Schaden::N,خسارت,تلف
588,Unglück::N,بلا,نحس
589,Schuld::N,گناه,ذنب
590,Schuld::N,تقصیر,ذنب
591,Alter::N,سن,سن
592,Alter::N,سن,عمر
593,Alter::N,عمر,سن
594,Alter::N,عمر,عمر
595,Schluss::N,انتها,ختام
596,Schluss::N,انتها,نهاية
597,Zeit::N,وقت,وقت
598,Zeit::N,زمان,وقت
599,Tag::N,روز,يوم
600,Morgen::N,صبح,صباح
601,Mittag::N,ظهر,ظهر
602,Abend::N,شب,مساء
603,Abend::N,عصر,مساء
604,Nacht::N,شب,ليلة
605,Woche::N,هفته,أسبوع
606,Monat::N,ماه,شهر
607,Jahr::N,سال,عام
608,Jahr::N,سال,سنة
609,Frühling::N,بهار,ربيع
610,Sommer::N,تابستان,صيف
611,Herbst::N,پاییز,خريف
612,Winter::N,زمستان,شتاء
613,Januar::N,ژانویه,يناير
614,Januar::N,ژانویه,كانون الثاني
615,Februar::N,فوریه,شباط
616,Februar::N,فوریه,فبراير
617,März::N,مارس,آذار
618,März::N,مارس,مارس
619,April::N,آوریل,نيسان
620,Mai::N,مه,مايو
621,Juni::N,ژوئن,يونيو
622,Juni::N,ژوئن,حزيران
623,Juli::N,ژویه,تموز
624,Juli::N,ژویه,يوليو
625,August::N,اوت,آب
626,August::N,اوت,أغسطس
627,September::N,سپتامبر,أيلول
628,September::N,سپتامبر,سبتمبر
629,Oktober::N,اکتبر,أكتوبر
630,Oktober::N,اکتبر,تشرين الأول
631,November::N,نوامبر,نوفمبر
632,November::N,نوامبر,تشرين الثاني
633,Dezember::N,دسامبر,ديسمبر
634,Dezember::N,دسامبر,كانون الأول
635,Montag::N,دو‌شنبه,يوم الاثنين
636,Dienstag::N,سه‌شنبه,يوم الثلاثاء
637,Mittwoch::N,چهار‌شنبه,يوم الأربعاء
638,Donnerstag::N,پنج شنبه,يوم الخميس
639,Freitag::N,جمعه,يوم الجمعة
640,Samstag::N,شنبه,يوم السبت
641,Sonntag::N,یکشنبه,يوم الأحد
642,groß::A,بزرگ,كبير
643,klein::A,کوچک,صغير
644,lang::A,بلند,طويل
645,kurz::A,کوتاه,قصير
646,breit::A,پهن,واسع
647,schmal::A,تنگ,ضيق
648,schmal::A,نازک,ضيق
649,dicht::A,چگال,كث
650,dicht::A,چگال,كثيف
651,dicht::A,انبوه,كث
652,dicht::A,انبوه,كثيف
653,dick[Gegenstand]::A,ضخیم,غليظ
654,dünn::A,نازک,رفيع
655,fein::A,ریز,رقيق
656,fein::A,باریک,رقيق
657,fest::A,محکم,متين
658,flach::A,صاف,سهل
659,flach::A,صاف,منبسط
660,flach::A,مسطح,سهل
661,flach::A,مسطح,منبسط
662,glatt::A,لیز,ناعم
663,hart::A,سفت,صلب
664,hart::A,سفت,جامد
665,weich::A,نرم,لين
666,weich::A,ملایم,لين
667,rund::A,گرد,مستدير
668,spitz::A,تیز,مدبب
669,spitz::A,نوک‌تیز,مدبب
670,scharf::A,تیز,حاد
671,scharf::A,برنده,حاد
672,stumpf::A,کند,ثالم
673,schwer::A,سنگین,ثقيل
674,schön::A,زیبا,جميل
675,heiß::A,داغ,حار
676,heiß::A,داغ,ساخن
677,warm::A,گرم,دافئ
678,kalt::A,سرد,بارد
679,kühl::A,خنک,قر
680,frisch::A,تازه,طازج
681,feucht::A,مرطوب,رطب
682,nass::A,تر,مبلول
683,nass::A,خیش,مبلول
684,trocken::A,خشک,جاف
685,voll::A,پر,ملء
686,leer::A,خالی,خال
687,leer::A,خالی,فارغ
688,offen::A,باز,مفتوح
689,geschlossen::A,بسته,مغلق
690,sauber::A,پاک,نظيف
691,sauber::A,تمیز,نظيف
692,schmutzig::A,کثیف,قذر
693,schmutzig::A,آلوده,قذر
694,roh::A,خام,نيء
695,reif::A,رسیده,ناضج
696,lecker::A,لذیذ,لذيذ
697,lecker::A,خوشمزه,لذيذ
698,süß::A,شیرین,حلو
699,bitter::A,تلخ,مر
700,sauer::A,ترش,حامض
701,hell::A,روشن,نير
702,dunkel::A,تاریک,مظلم
703,schwarz::A,سیاه,أسود
704,weiß::A,سفید,أبيض
705,rot::A,سرخ,أحمر
706,rot::A,قرمز,أحمر
707,gelb::A,زرد,أصفر
708,blau::A,آبی,أزرق
709,grün::A,سبز,أخضر
710,grau::A,طوسی,رمادي
711,grau::A,خاکستری,رمادي
712,bunt::A,رنگارنگ,ملوب
713,billig::A,ارزان,رخيص
714,teuer::A,گران,غال
715,wertvoll::A,قیمتی,ثمين
716,wertvoll::A,گرانبها,ثمين
717,blind::A,کور,أعمى
718,blind::A,نابینا,أعمى
719,taub::A,کر,أصم
720,taub::A,کر,أطرش
721,taub::A,ناشنوا,أصم
722,taub::A,ناشنوا,أطرش
723,kräftig::A,قوی,قوي
724,stark::A,قوی,قوي
725,stark::A,نیرومند,قوي
726,schwach::A,ضعیف,ضعيف
727,fett::A,چرب,سمين
728,schlank::A,باریک‌اندام,أهيف
729,hübsch::A,قشنگ,جميل
730,hübsch::A,خوشگل,جميل
731,böse::A,بد,رديء
732,dumm::A,احمق,أبله
733,dumm::A,احمق,أحمق
734,faul::A,لش,كسلان
735,faul::A,تنبل,كسلان
736,fleißig::A,زرنگ,مجتهد
737,geizig::A,خسیس,بخيل
738,klug::A,عاقل,ذكي
739,klug::A,عاقل,عاقل
740,klug::A,باهوش,ذكي
741,klug::A,باهوش,عاقل
742,geschickt::A,ماهر,ماهر
743,lieb::A,عزیز,عزيز
744,lustig::A,شاد,مرح
745,lustig::A,خوشحال,مرح
746,sanft::A,لطیف,حليم
747,hungrig::A,گرسنه,جائع
748,krank::A,مریض,مريض
749,krank::A,بیمار,مريض
750,nackt::A,لخت,عار
751,nackt::A,برهنه,عار
752,traurig::A,غمگین,حزين
753,lebendig::A,زنده,حي
754,gut::A,خوب,جيد
755,schlecht::A,بد,سيء
756,richtig::A,درست,صحيح
757,schlimm::A,وخيم,خبيث
758,wahr::A,درست,حق
759,wahr::A,حقیقی,حق
760,alt::A,کهنه,قديم
761,neu::A,نو,جديد
762,ehemalig::A,قبلی,سابق
763,alt[Lebewesen]::A,پیر,مسن
764,jung::A,جوان,شاب
765,jung::A,جوان,صغير
766,arm::A,فقیر,فقير
767,reich::A,پولدار,غني
768,reich::A,ثروتمند,غني
769,bekannt::A,آشنا,معلوم
770,bekannt::A,معلوم,معلوم
771,berühmt::A,مشهور,مشهور
772,fremd::A,خارجی,أجنبي
773,fremd::A,بیگانه,أجنبي
774,verschieden::A,مختلف,مختلف
775,verschieden::A,متفاوت,مختلف
776,nah::A,نزدیک,قريب
777,fern::A,دور,بعيد
778,linker::A,چپ,يسار
779,rechter::A,راست,يمين
780,anderer::A,دیگر,آخر
781,erster::A,اول,أول
782,zweiter::A,دوم,ثان
783,dritter::A,سوم,ثالث
784,letzter::A,آخر,أخير
785,allein::ADV,تنها,وحده
786,auf einmal::ADV,همزمان,بالمرة
787,zusammen::ADV,باهم,معا
788,lange::ADV,مدت‌ها,مدة طويلة
789,lange::ADV,مدت زیادی,مدة طويلة
