,Concept_ID,uk,pl
63,Sonne::N,сонце,słońce
64,Mond::N,місяць,księżyc
65,Stern::N,зірка,gwiazda
66,Luft::N,повітря,powietrze
67,Wind::N,вітер,wiatr
68,Welle::N,хвиля,fala
69,Wasser::N,вода,woda
70,Stein::N,камінь,kamień
71,Boden::N,ґрунт,grunt
72,Erde::N,земля,ziemia
73,Staub::N,пил,pył
74,Staub::N,пил,kurz
75,Rauch::N,дим,dym
76,Funke::N,іскра,iskra
77,Feuer::N,вогонь,ogień
78,Licht::N,світло,światło
79,Schatten::N,тінь,cień
80,Wetter::N,погода,pogoda
81,Nebel::N,туман,mgła
82,Wolke::N,хмара,obłok
83,Wolke::N,хмара,chmura
84,Regen::N,дощ,deszcz
85,Schnee::N,сніг,śnieg
86,Eis::N,лід,lód
87,Frost::N,мороз,mróz
88,Kälte::N,холод,chłód
89,Hitze::N,жар,gorąco
90,Raureif::N,іній,szron
91,Regenbogen::N,райдуга,tęcza
92,Donner::N,грім,grzmot
93,Strömung::N,струмина,nurt
94,Tropfen::N,крапля,kropla
95,Schaum::N,піна,piana
96,Schmutz::N,бруд,brud
97,See::N,озеро,jezioro
98,Sumpf::N,драговина,bagno
99,Moor::N,болото,bagno
100,Wiese::N,луг,łąka
101,Wiese::N,лука,łąka
102,Wald::N,ліс,las
103,Hügel::N,горб,pagórek
104,Anhöhe::N,височина,wzgórze
105,Berg::N,гора,góra
106,Gipfel::N,вершина,szczyt
107,Gipfel::N,вершина,wierzchołek
108,Höhle::N,печера,pieczara
109,Abhang::N,схил,stok
110,Abhang::N,схил,zbocze
111,Quelle::N,джерело,zdrój
112,Quelle::N,джерело,źródło
113,Bach::N,струмок,potok
114,Bach::N,струмок,strumień
115,Fluss::N,річка,rzeka
116,Ufer::N,берег,brzeg
117,Küste::N,узбережжя,wybrzeże
118,Festland::N,суша,ląd
119,Meer::N,море,morze
120,Bucht::N,бухта,zatoka
121,Bucht::N,затока,zatoka
122,Insel::N,острів,wyspa
123,Blume::N,квітка,kwiat
124,Gras::N,трава,trawa
125,Wurzel::N,корінь,korzeń
126,Baum::N,дерево,drzewo
127,Stamm::N,стовбур,pień
128,Rinde::N,кора,kora
129,Ast::N,гілка,gałąź
130,Zweig::N,галузь,gałąź
131,Blatt::N,лист,liść
132,Birke::N,береза,brzoza
133,Kiefer[Baum]::N,сосна,sosna
134,Weide[Baum]::N,верба,wierzba
135,Tanne::N,ялиця,jodła
136,Horn::N,ріг,róg
137,Feder::N,перо,pióro
138,Fell::N,хутро,futro
139,Flügel::N,крило,skrzydło
140,Klaue::N,кіготь,szpon
141,Kralle::N,лапа,pazur
142,Schwanz::N,хвіст,ogon
143,Ei::N,яйце,jajko
144,Nest::N,гніздо,gniazdo
145,Bau::N,лігво,nora
146,Tier::N,тварина,zwierzę
147,Herde::N,стадо,stado
148,Herde::N,стадо,trzoda
149,Kuh::N,корова,krowa
150,Bulle::N,бик,byk
151,Bulle::N,бугай,byk
152,Pferd::N,кінь,koń
153,Schaf::N,вівця,owca
154,Schwein::N,свиня,świnia
155,Hund::N,собака,pies
156,Katze::N,кішка,kot
157,Katze::N,кішка,kotka
158,Bär::N,ведмідь,niedźwiedż
159,Eichhörnchen::N,білка,wiewiórka
160,Elch::N,лось,łóś
161,Fuchs::N,лисиця,lis
162,Hase::N,заєць,zając
163,Maus::N,миша,mysz
164,Wolf::N,вовк,wilk
165,Vogel::N,птах,ptak
166,Schwarm::N,зграя,stado
167,Huhn::N,курка,kura
168,Hahn::N,півень,kogut
169,Gans::N,гуска,gęś
170,Adler::N,орел,orzeł
171,Ente::N,качка,kaczka
172,Eule::N,сова,sowa
173,Kranich::N,журавель,żuraw
174,Krähe::N,ворона,wrona
175,Kuckuck::N,зозуля,kukułka
176,Schwan::N,лебідь,łabędż
177,Fisch::N,риба,ryba
178,Barsch::N,окунь,okoń
179,Hecht::N,щука,szczupak
180,Schlange[Tier]::N,змія,wąż
181,Schlange[Tier]::N,змія,żmija
182,Wurm::N,черв’як,robak
183,Spinne::N,павук,pająk
184,Ameise::N,мурашка,mrówka
185,Laus::N,воша,wesz
186,Mücke::N,комар,komar
187,Fliege::N,муха,mucha
188,Schmetterling::N,метелик,motyl
189,Beere::N,ягода,jagoda
190,Apfel::N,яблуко,jabłko
191,Pilz::N,гриб,grzyb
192,Zwiebel::N,цибуля,cebula
193,Saat::N,сім’я,siew
194,Korn::N,зерно,ziarno
195,Heu::N,сіно,siano
196,Schale::N,шкірка,łupina
197,Grube::N,яма,dół
198,Grube::N,яма,jama
199,Falle::N,пастка,pułapka
200,Schlinge::N,петля,sidła
201,Spur::N,слід,ślad
202,Asche::N,зола,popiół
203,Asche::N,попіл,popiół
204,Dreck::N,бруд,brud
205,Eisen::N,залізо,żelazo
206,Gold::N,золото,złoto
207,Silber::N,срібло,srebro
208,Kohle::N,вугілля,węgiel
209,Glas::N,скло,szkło
210,Lehm::N,глина,glina
211,Sand::N,пісок,piasek
212,Mensch::N,людина,człowiek
213,Mann::N,чоловік,mężczyzna
214,Frau::N,жінка,kobieta
215,Kind::N,дитина,dziecko
216,Junge::N,хлопець,chłopak
217,Junge::N,хлопець,chłopiec
218,Mädchen::N,дівчина,dziewczynka
219,Familie::N,сім’я,rodzina
220,Familie::N,родина,rodzina
221,Großvater::N,дідусь,dziadek
222,Großmutter::N,бабуся,babka
223,Eltern::N,батьки,rodzice
224,Vater::N,батько,ojciec
225,Mutter::N,мати,matka
226,Sohn::N,син,syn
227,Tochter::N,дочка,córka
228,Bruder::N,брат,brat
229,Schwester::N,сестра,siostra
230,Onkel::N,дядько,wuj
231,Onkel::N,дядько,stryj
232,Tante::N,тітка,ciotka
233,Ehemann::N,чоловік,mąż
234,Ehefrau::N,жінка,żona
235,Ehefrau::N,дружина,żona
236,Freude::N,радощі,radość
237,Gelächter::N,сміх,śmiech
238,Glück::N,щастя,szczęście
239,Kummer::N,горе,zmartwienie
240,Wunsch::N,бажання,życzenie
241,Lust::N,бажання,chęć
242,Lust::N,бажання,ochota
243,Geist::N,дух,duch
244,Gedanke::N,думка,myśl
245,Gedächtnis::N,пам’ять,pamięć
246,Verstand::N,розум,rozum
247,Sinn::N,зміст,zmysł
248,Sinn::N,значення,zmysł
249,Grund::N,причина,powód
250,Wahrheit::N,правда,prawda
251,Gespräch::N,розмова,rozmowa
252,Märchen::N,байка,bajka
253,Erzählung::N,повість,opowiadanie
254,Erzählung::N,оповідання,opowiadanie
255,Nachricht::N,повідомлення,wiadomość
256,Neuigkeit::N,новина,nowina
257,Name::N,ім’я,imię
258,Rätsel::N,загадка,zagadka
259,Rede::N,промова,mowa
260,Sprache::N,мова,język
261,Stimme::N,голос,głos
262,Wort::N,слово,słowo
263,Zeichen::N,знак,znak
264,Ruf::N,оклик,wołanie
265,Lärm::N,шум,hałas
266,Lärm::N,шум,zgiełk
267,Laut::N,звук,dźwięk
268,Ton::N,тон,ton
269,Ton::N,тон,dźwięk
270,Lied::N,пісня,pieśń
271,Lied::N,пісня,piosenka
272,Ruhe::N,спокій,spokój
273,Leute::N,люди,ludzie
274,Volk::N,народ,naród
275,Arbeit::N,робота,praca
276,Arbeit::N,робота,robota
277,Gast::N,гість,gość
278,Geschenk::N,подарунок,prezent
279,Geschenk::N,подарунок,podarunek
280,Spiel::N,гра,gra
281,Spiel::N,гра,zabawa
282,Gesellschaft::N,товариство,towarzystwo
283,Hilfe::N,допомога,pomoc
284,Freund::N,друг,przyjaciel
285,Freund::N,приятель,przyjaciel
286,Kamerad::N,товариш,kolega
287,Angelegenheit::N,справа,sprawa
288,Anzahl::N,число,ilość
289,Art::N,рід,rodzaj
290,Stück::N,кусок,kawałek
291,Teil::N,частина,część
292,Hälfte::N,половина,połowa
293,Kreis::N,круг,krąg
294,Kreis::N,коло,krąg
295,Kreuz::N,хрест,krzyż
296,Linie::N,лінія,linia
297,Strich::N,штрих,kreska
298,Abstand::N,проміжок,odstęp
299,Entfernung::N,відстань,odległość
300,Gegend::N,місцевість,okolica
301,Platz::N,площа,miejsce
302,Ort::N,місце,miejsce
303,Seite::N,сторона,bok
304,Seite::N,сторона,strona
305,Mitte::N,середина,środek
306,Gegenstand::N,предмет,przedmiot
307,Sache::N,річ,rzecz
308,Rand::N,край,skraj
309,Rand::N,край,krawędź
310,Kante::N,ребро,kant
311,Kante::N,ребро,krawędź
312,Ecke::N,ріг,róg
313,Spitze::N,кінчик,ostrze
314,Ende::N,кінець,koniec
315,Loch::N,діра,dziura
316,Winkel::N,куток,kąt
317,Winkel::N,куток,kącik
318,Muster::N,узор,wzór
319,Größe::N,розмір,rozmiar
320,Größe::N,розмір,wielkość
321,Länge::N,довжина,długość
322,Höhe::N,висота,wysokość
323,Gewicht::N,вага,ciężar
324,Menge::N,кількість,ilość
325,Haufen::N,купа,kupa
326,Reihe::N,ряд,rząd
327,Reihe::N,ряд,szereg
328,Boot::N,човен,łódź
329,Boot::N,човен,łódka
330,Ruder::N,весло,wiosło
331,Schlitten::N,сани,sanki
332,Ski::N,лижа,narta
333,Lagerfeuer::N,вогнище,ognisko
334,Last::N,тягар,ciężar
335,Last::N,тягар,brzemię
336,Last::N,вантаж,ciężar
337,Last::N,вантаж,brzemię
338,Gang::N,хід,chód
339,Schritt::N,крок,krok
340,Norden::N,північ,północ
341,Süden::N,південь,południe
342,Westen::N,захід,zachód
343,Osten::N,схід,wschód
344,Holz::N,дрова,drzewo
345,Brett::N,дошка,deska
346,Platte::N,плита,płyta
347,Stütze::N,підпірка,podpora
348,Stange::N,жердина,drąg
349,Stange::N,жердина,żerdź
350,Stock::N,палиця,kij
351,Stock::N,палиця,laska
352,Stab::N,палиця,pręt
353,Rohr::N,труба,rura
354,Haus::N,дім,dom
355,Haus::N,хата,dom
356,Heim::N,житло,dom
357,Ofen::N,піч,piec
358,Fußboden::N,підлога,podłoga
359,Tisch::N,стіл,stół
360,Stuhl::N,стілець,krzesło
361,Wiege::N,колиска,kołyska
362,Bett::N,ліжко,łóżko
363,Bett::N,ліжко,pościel
364,Bett::N,постіль,łóżko
365,Bett::N,постіль,pościel
366,Regal::N,полиця,regał
367,Kiste::N,ящик,skrzynia
368,Fenster::N,вікно,okno
369,Tür::N,двері,drzwi
370,Tor::N,ворота,brama
371,Zaun::N,паркан,płot
372,Zaun::N,паркан,parkan
373,Zaun::N,огорожа,płot
374,Zaun::N,огорожа,parkan
375,Dach::N,дах,dach
376,Leiter::N,драбина,drabina
377,Besen::N,мітла,miotła
378,Spaten::N,заступ,rydel
379,Schaufel::N,совок,łopata
380,Schaufel::N,лопата,łopata
381,Gabel::N,виделка,widelec
382,Löffel::N,ложка,łyżka
383,Messer::N,ніж,nóż
384,Nagel::N,цвях,gwóźdź
385,Netz::N,сіть,sieć
386,Haken::N,крюк,hak
387,Griff::N,ручка,chwyt
388,Griff::N,держак,chwyt
389,Schloss::N,замок,zamek
390,Bild::N,картина,obraz
391,Figur::N,фігура,figura
392,Puppe::N,лялька,lalka
393,Beutel::N,мішечок,torba
394,Beutel::N,торбинка,torba
395,Bündel::N,в’язка,wiązka
396,Tasche::N,сумка,torba
397,Eimer::N,відро,kubeł
398,Eimer::N,відро,wiadro
399,Deckel::N,кришка,przykrywka
400,Geschirr::N,посуд,statki
401,Geschirr::N,посуд,naczynia
402,Sack::N,мішок,worek
403,Tasse::N,чашка,filiżanka
404,Topf::N,горщик,garnek
405,Kessel::N,котел,kocioł
406,Essen::N,їжа,jedzenie
407,Nahrung::N,харч,pokarm
408,Nahrung::N,харч,pożywienie
409,Speise::N,страва,potrawa
410,Speise::N,страва,jedzenie
411,Fleisch::N,м’ясо,mięso
412,Getreide::N,хліб,zboże
413,Getreide::N,збіжжя,zboże
414,Brei::N,каша,kasza
415,Brot::N,хліб,chleb
416,Scheibe::N,скибочка,kromka
417,Fett::N,жир,tłuszcz
418,Butter::N,масло,masło
419,Öl::N,олія,olej
420,Salz::N,сіль,sól
421,Suppe::N,суп,zupa
422,Honig::N,мед,miód
423,Milch::N,молоко,mleko
424,Tee::N,чай,herbata
425,Leder::N,шкіра,skóra
426,Wolle::N,шерсть,wełna
427,Stoff::N,тканина,tkanina
428,Stoff::N,тканина,materiał
429,Nadel::N,голка,igła
430,Faden::N,нитка,nić
431,Faden::N,нитка,nitka
432,Knopf::N,ґудзик,guzik
433,Knoten::N,вузол,węzeł
434,Farbe::N,фарба,farba
435,Kleidung::N,одяг,odzież
436,Kleidung::N,убрання,odzież
437,Hemd::N,сорочка,koszula
438,Kragen::N,комір,kołnierz
439,Ärmel::N,рукав,rękaw
440,Hose::N,брюки,spodnie
441,Gürtel::N,пояс,pasek
442,Mütze::N,шапка,czapka
443,Schuh::N,ботинок,but
444,Schuh::N,ботинок,bucik
445,Stiefel::N,чобіт,but
446,Stiefel::N,чобіт,kozak
447,Ring::N,кільце,pierścień
448,Band::N,стрічка,wstęga
449,Kamm::N,гребінець,grzebień
450,Spiegel::N,дзеркало,lustro
451,Riemen::N,ремінь,rzemień
452,Schnur::N,вірьовка,sznur
453,Leine::N,шворка,smycz
454,Decke::N,ковдра,kołdra
455,Kissen::N,подушка,poduszka
456,Tuch::N,хустка,chustka
457,Handtuch::N,рушник,ręcznik
458,Kraft::N,сила,moc
459,Kraft::N,сила,siła
460,Stärke::N,сила,moc
461,Stärke::N,сила,siła
462,Gesundheit::N,здоров’я,zdrowie
463,Krankheit::N,хвороба,choroba
464,Schmerz::N,біль,ból
465,Wunde::N,рана,rana
466,Fieber::N,гарячка,gorączka
467,Arznei::N,ліки,lekarstwo
468,Brücke::N,міст,most
469,Brunnen::N,колодязь,studnia
470,Weide::N,пасовище,pastwisko
471,Pfad::N,стежка,ścieżka
472,Weg::N,шлях,droga
473,Weg::N,дорога,droga
474,Straße::N,вулиця,ulica
475,Dorf::N,село,wieś
476,Stadt::N,місто,miasto
477,Brief::N,лист,list
478,Buch::N,книга,książka
479,Buch::N,книжка,książka
480,Buchstabe::N,буква,litera
481,Buchstabe::N,літера,litera
482,Zeitung::N,газета,gazeta
483,Zeitung::N,газета,dziennik
484,Leben::N,життя,życie
485,Tod::N,смерть,śmierć
486,Grab::N,могила,grób
487,Kirche::N,церква,kościół
488,Sünde::N,гріх,grzech
489,Gott::N,бог,bóg
490,Arbeiter::N,робітник,robotnik
491,Chef::N,хазяїн,szef
492,Meister::N,умілець,mistrz
493,Meister::N,умілець,majster
494,Arzt::N,лікар,lekarz
495,Lehrer::N,вчитель,nauczyciel
496,Geld::N,гроші,pieniądze
497,Geschäft::N,заняття,sprawa
498,Geschäft::N,заняття,interes
499,Laden::N,магазин,sklep
500,Laden::N,крамниця,sklep
501,Preis::N,ціна,cena
502,Ware::N,товар,towar
503,Nutzen::N,вигода,pożytek
504,Nutzen::N,користь,pożytek
505,Reichtum::N,багатство,bogactwo
506,Welt::N,світ,świat
507,Land::N,країна,kraj
508,Staat::N,держава,państwo
509,König::N,король,król
510,Macht::N,влада,władza
511,Grenze::N,кордон,granica
512,Krieg::N,війна,wojna
513,Feind::N,ворог,wróg
514,Gewalt::N,насильство,władza
515,Kampf::N,бій,bój
516,Kampf::N,бій,walka
517,Kampf::N,боротьба,bój
518,Kampf::N,боротьба,walka
519,Bogen[Waffe]::N,лук,łuk
520,Pfeil::N,стріла,strzała
521,Gewehr::N,рушниця,karabin
522,Gewehr::N,гвинтівка,karabin
523,Fehler::N,помилка,błąd
524,Lüge::N,брехня,kłamstwo
525,Schaden::N,шкода,szkoda
526,Schaden::N,збиток,szkoda
527,Unglück::N,нещастя,nieszczęście
528,Schuld::N,провина,wina
529,Alter::N,вік,wiek
530,Alter::N,літа,wiek
531,Schluss::N,кінець,koniec
532,Schluss::N,кінець,zakończenie
533,Zeit::N,час,czas
534,Tag::N,день,dzień
535,Morgen::N,ранок,ranek
536,Morgen::N,ранок,poranek
537,Mittag::N,південь,południe
538,Abend::N,вечір,wieczór
539,Nacht::N,ніч,noc
540,Woche::N,тиждень,tydzień
541,Monat::N,місяць,miesiąc
542,Jahr::N,рік,rok
543,Frühling::N,весна,wiosna
544,Sommer::N,літо,lato
545,Herbst::N,осінь,jesień
546,Winter::N,зима,zima
547,Januar::N,січень,styczeń
548,Februar::N,лютий,luty
549,März::N,березень,marzec
550,April::N,квітень,kwiecień
551,Mai::N,травень,maj
552,Juni::N,червень,czerwiec
553,Juli::N,липень,lipiec
554,August::N,серпень,sierpień
555,September::N,вересень,wrzesień
556,Oktober::N,жовтень,październik
557,November::N,листопад,listopad
558,Dezember::N,грудень,grudzień
559,Montag::N,понеділок,poniedziałek
560,Dienstag::N,вівторок,wtorek
561,Mittwoch::N,середа,środa
562,Donnerstag::N,четвер,czwartek
563,Freitag::N,п’ятниця,piątek
564,Samstag::N,субота,sobota
565,Sonntag::N,неділя,niedziela
566,groß::A,великий,duży
567,groß::A,великий,wielki
568,klein::A,малий,mały
569,klein::A,маленький,mały
570,lang::A,довгий,długi
571,kurz::A,короткий,krótki
572,breit::A,широкий,szeroki
573,schmal::A,вузький,wąski
574,dicht::A,густий,gęsty
575,dick[Gegenstand]::A,товстий,gruby
576,dünn::A,тонкий,cienki
577,fein::A,дрібний,drobny
578,fest::A,міцний,mocny
579,fest::A,міцний,twardy
580,flach::A,плоский,płaski
581,glatt::A,рівний,gładki
582,glatt::A,гладенький,gładki
583,hart::A,твердий,twardy
584,weich::A,м’який,miękki
585,rund::A,круглий,okrągły
586,spitz::A,гострокінцевий,spiczasty
587,scharf::A,гострий,ostry
588,stumpf::A,тупий,tępy
589,schwer::A,важкий,ciężki
590,schön::A,вродливий,ładny
591,schön::A,вродливий,piękny
592,heiß::A,жаркий,gorący
593,heiß::A,гарячий,gorący
594,warm::A,теплий,ciepły
595,kalt::A,холодний,zimny
596,kühl::A,прохолодний,chłodny
597,frisch::A,свіжий,świeży
598,feucht::A,вогкий,wilgotny
599,nass::A,мокрий,mokry
600,trocken::A,сухий,suchy
601,voll::A,повний,pełny
602,leer::A,пустий,pusty
603,leer::A,пустий,próżny
604,offen::A,відкритий,otwarty
605,geschlossen::A,закритий,zamknięty
606,geschlossen::A,зачинений,zamknięty
607,sauber::A,чистий,czysty
608,sauber::A,охайний,czysty
609,schmutzig::A,брудний,brudny
610,roh::A,сирий,surowy
611,reif::A,зрілий,dojrzały
612,lecker::A,смачний,smaczny
613,süß::A,солодкий,słodki
614,bitter::A,гіркий,gorzki
615,sauer::A,кислий,kwaśny
616,hell::A,світлий,jasny
617,dunkel::A,темний,ciemny
618,schwarz::A,чорний,czarny
619,weiß::A,сивий,biały
620,rot::A,червоний,czerwony
621,gelb::A,жовтий,żółty
622,blau::A,синій,błękitny
623,blau::A,синій,niebieski
624,grün::A,зелений,zielony
625,grau::A,сірий,szary
626,bunt::A,барвистий,barwny
627,billig::A,дешевий,tani
628,teuer::A,дорогий,drogi
629,wertvoll::A,цінний,cenny
630,blind::A,сліпий,ślepy
631,taub::A,глухий,głuchy
632,kräftig::A,могутній,mocny
633,stark::A,сильний,silny
634,schwach::A,слабкий,słaby
635,fett::A,жирний,tłusty
636,fett::A,товстий,tłusty
637,schlank::A,тонкий,smukły
638,schlank::A,стрункий,smukły
639,hübsch::A,чарівний,ładny
640,böse::A,злий,zły
641,böse::A,лихий,zły
642,dumm::A,дурний,głupi
643,faul::A,ледачий,leniwy
644,fleißig::A,старанний,pilny
645,geizig::A,скупий,skąpy
646,klug::A,мудрий,mądry
647,klug::A,розумний,mądry
648,geschickt::A,умілий,zręczny
649,lieb::A,милий,miły
650,lustig::A,веселий,wesoły
651,sanft::A,лагідний,łagodny
652,hungrig::A,голодний,głodny
653,krank::A,слабий,chory
654,nackt::A,голий,nagi
655,traurig::A,сумний,smutny
656,lebendig::A,живий,żywy
657,gut::A,добрий,dobry
658,schlecht::A,поганий,zły
659,schlecht::A,кепський,zły
660,richtig::A,правильний,słuszny
661,richtig::A,правильний,właściwy
662,schlimm::A,бридкий,zły
663,wahr::A,справжній,prawdziwy
664,alt::A,старий,stary
665,neu::A,новий,nowy
666,ehemalig::A,колишній,były
667,alt[Lebewesen]::A,старий,stary
668,jung::A,молодий,młody
669,arm::A,бідний,ubogi
670,arm::A,бідний,biedny
671,reich::A,багатий,bogaty
672,bekannt::A,знайомий,znany
673,berühmt::A,славетний,słynny
674,fremd::A,чужий,obcy
675,fremd::A,чужий,cudzy
676,verschieden::A,різний,różny
677,nah::A,близький,bliski
678,fern::A,далекий,daleki
679,linker::A,лівий,lewy
680,rechter::A,правий,prawy
681,anderer::A,інакший,inny
682,erster::A,перший,pierwszy
683,zweiter::A,другий,drugi
684,dritter::A,третій,trzeci
685,letzter::A,останній,ostatni
686,allein::ADV,сам,sam
687,allein::ADV,один,sam
688,auf einmal::ADV,відразу,naraz
689,zusammen::ADV,разом,razem
690,zusammen::ADV,спільно,razem
691,lange::ADV,довго,długo
692,plötzlich::ADV,раптом,nagle
693,sofort::ADV,зараз,natychmiast
694,später::ADV,пізніше,później
695,jetzt::ADV,тепер,teraz
696,jetzt::ADV,тепер,obecnie
697,heute::ADV,сьогодні,dziś
698,heute::ADV,сьогодні,dzisiaj
699,morgen::ADV,завтра,jutro
700,bald::ADV,незабаром,wkrótce
701,dann::ADV,потім,potem
702,gestern::ADV,вчора,wczoraj
703,einst::ADV,колись,kiedyś
704,einst::ADV,колись,niegdyś
705,damals::ADV,тоді,wtedy
706,damals::ADV,тоді,wówczas
707,danach::ADV,згодом,następnie
708,vorher::ADV,раніше,przedtem
709,zuerst::ADV,спершу,naprzód
710,zuerst::ADV,спершу,najpierw
711,zuerst::ADV,спочатку,naprzód
712,zuerst::ADV,спочатку,najpierw
713,einmal::ADV,один раз,raz
714,manchmal::ADV,іноді,czasem
715,manchmal::ADV,інколи,czasem
716,oft::ADV,часто,często
717,immer::ADV,завжди,zawsze
718,niemals::ADV,ніколи,nigdy
719,hier::ADV,тут,tu
720,hier::ADV,тут,tutaj
721,hierhin::ADV,сюди,tu
722,von hier::ADV,звідси,stąd
723,dort::ADV,там,tam
724,dorthin::ADV,туди,tam
725,geradeaus::ADV,прямо,prosto
726,vorwärts::ADV,вперед,naprzód
727,rückwärts::ADV,назад,wstecz
728,zurück::ADV,назад,z powrotem
729,unten::ADV,внизу,u dołu
730,unten::ADV,внизу,na dole
731,hinab::ADV,вниз,na_dół
732,hinab::ADV,вниз,w_dół
733,oben::ADV,вгорі,w górze
734,oben::ADV,вгорі,na górze
735,hinauf::ADV,вгору,w górę
736,hinauf::ADV,вгору,na górę
737,überall::ADV,скрізь,wszędzie
738,nicht::ADV,не,nie
739,ein wenig::ADV,трохи,trochę
740,ein wenig::ADV,небагато,trochę
741,kaum::ADV,ледве,ledwie
742,kaum::ADV,ледве,prawie nie
743,sehr::ADV,дуже,bardzo
744,so::ADV,так,tak
745,noch::ADV,ще,jeszcze
746,nur::ADV,лише,tylko
747,nur::ADV,тільки,tylko
748,schon::ADV,вже,już
749,wieder::ADV,знову,znów
750,wieder::ADV,знову,znowu
751,vergebens::ADV,дарма,na próżno
752,vor::PRP,перед,przed
753,hinter::PRP,ззаду,za
754,hinter::PRP,позаду,za
755,unter::PRP,під,pod
756,durch::PRP,крізь,przez
757,neben::PRP,біля,obok
758,zwischen::PRP,між,między
759,wegen::PRP,з-за,z powodu
760,wegen::PRP,через,z powodu
761,dies::PRN,це,to
762,das::PRN,то,to
763,alles::PRN,все,wszystko
764,ich::PRN,я,ja
765,du::PRN,ти,ty
766,er::PRN,він,on
767,wir::PRN,ми,my
768,ihr::PRN,ви,wy
769,sie::PRN,вони,oni
770,was::FPRN,що,co
771,wer::FPRN,хто,kto
772,wo::FADV,де,gdzie
773,wohin::FADV,куди,dokąd
774,wie::FADV,як,jak
775,warum::FADV,чому,dlaczego
776,wieviel::FNUM,скільки,ile
777,eins::NUM,один,jeden
778,zwei::NUM,два,dwa
779,drei::NUM,три,trzy
780,vier::NUM,чотири,cztery
781,fünf::NUM,п’ять,pięć
782,sechs::NUM,шість,sześć
783,sieben::NUM,сім,siedem
784,acht::NUM,вісім,osiem
785,neun::NUM,дев’ять,dziewięć
786,zehn::NUM,десять,dziesięć
787,elf::NUM,одинадцять,jedenaście
788,zwölf::NUM,дванадцять,dwanaście
789,zwanzig::NUM,двадцять,dwadzieścia
790,dreißig::NUM,тридцять,trzydzieści
791,vierzig::NUM,сорок,czterdzieści
792,fünfzig::NUM,п’ятдесят,pięćdziesiąt
793,sechzig::NUM,шістдесят,sześćdziesiąt
794,siebzig::NUM,сімдесят,siedemdziesiąt
795,achtzig::NUM,вісімдесят,osiemdziesiąt
796,neunzig::NUM,дев’яносто,dziewięćdziesiąt
797,hundert::NUM,сто,sto
798,tausend::NUM,тисяча,tysiąc
799,und::CNJ,і,i
800,oder::CNJ,або,lub
801,oder::CNJ,або,albo
802,stehen::V,стояти,stać
803,sitzen::V,сидіти,siedzieć
804,liegen::V,лежати,leżeć
805,hängen::V,висіти,wisieć
806,werden::V,стати,zostać
807,werden::V,стати,stać się
808,werden::V,робитися,zostać
809,werden::V,робитися,stać się
810,passieren::V,трапитися,dziać się
811,passieren::V,трапитися,zdarzyć się
812,beginnen::V,початися,zacząć się
813,enden::V,кінчитися,kończyć się
814,wechseln::V,мінятися,zmienić się
815,aufgehen[Sonne]::V,зійти,wzejść
816,untergehen[Sonne]::V,зайти,zajść
817,scheinen[Sonne]::V,світити,świecić
818,donnern::V,гриміти,grzmieć
819,wehen::V,віяти,wiać
820,strömen::V,литися,płynąć
821,strömen::V,литися,lać się
822,fließen::V,текти,ciec
823,fließen::V,текти,płynąć
824,sich drehen::V,обертатися,obracać się
825,schwanken::V,коливатися,chwiać się
