,Concept_ID,ca,kn
56,Träne::N,llàgrima,ಕಣ್ಣೀರು
57,Geschmack::N,gust,ರುಚಿ
58,Geschmack::N,sabor,ರುಚಿ
59,Geruch::N,olor,ವಾಸನೆ
60,Schlaf::N,son,ನಿದ್ರೆ
61,Traum::N,somni,ಕನಸು
62,Himmel::N,celm,ಬಾನು
63,Sonne::N,sol,ಸೂರ್ಯ
64,Mond::N,lluna,ಚಂದ್ರ
65,Stern::N,estel,ಚುಕ್ಕಿ
66,Stern::N,estrella,ಚುಕ್ಕಿ
67,Luft::N,aire,ವಾಯು
68,Wind::N,vent,ಗಾಳಿ
69,Welle::N,ona,ಅಲೆ
70,Wasser::N,āigua,ನೀರು
71,Stein::N,pedra,ಕಲ್ಲು
72,Boden::N,sòl,ನೆಲ
73,Erde::N,terra,ಭೂಮಿ
74,Staub::N,pols,ದೂಳು
75,Rauch::N,fum,ಹೊಗೆ
76,Funke::N,guspira,ಕಿಡಿ
77,Funke::N,centella,ಕಿಡಿ
78,Feuer::N,foc,ಬೆಂಕಿ
79,Licht::N,llum,ಬೆಳಕು
80,Schatten::N,ombra,ನೆರಳು
81,Wetter::N,temps,ಹವ
82,Nebel::N,boira,ಮಂಜು
83,Wolke::N,núvol,ಮೋಡ
84,Regen::N,pluja,ಮಳೆ
85,Schnee::N,neu,ಹಿಮ
86,Eis::N,gel,ಮಂಜುಗಡ್ಡೆ
87,Eis::N,glaç,ಮಂಜುಗಡ್ಡೆ
88,Frost::N,glaçada,ಮಂಜು
89,Kälte::N,fred,ಹಿಮ
90,Hitze::N,calor,ಉಷ್ಣ
91,Raureif::N,gebre,ಇಬ್ಬನಿ
92,Regenbogen::N,arc iris,ಇಂದ್ರಚಾಪ
93,Donner::N,tro,ಗುಡುಗು
94,Strömung::N,corrent,ಪ್ರವಾಹ
95,Tropfen::N,gota,ತೊಟ್ಟು
96,Schaum::N,escuma,ನೊರೆ
97,Schmutz::N,brutícia,ಕಸ
98,See::N,llac,ಸರೋವರ
99,Sumpf::N,pantà,ಜೌಗುಸ್ಥಳ
100,Moor::N,pantà,ಬಂಜರು ಭೂಮಿ
101,Wiese::N,prat,ಹುಲ್ಲುಗಾವಲು
102,Wiese::N,prada,ಹುಲ್ಲುಗಾವಲು
103,Wald::N,bosc,ಕಾಡು
104,Hügel::N,puig,ಗುಡ್ಡೆ
105,Hügel::N,pujol,ಗುಡ್ಡೆ
106,Anhöhe::N,turó,ದಿಬ್ಬ
107,Berg::N,muntanya,ಮಲೆ
108,Berg::N,muntanya,ಪರ್ವತ
109,Gipfel::N,cim,ಶೃಂಗ
110,Höhle::N,cova,ಗುಹೆ
111,Abhang::N,coster,ಇಳಿಜಾರು
112,Quelle::N,font,ಮೂಲ
113,Bach::N,riera,ತೊರೆ
114,Fluss::N,riu,ನದಿ
115,Ufer::N,riba,ತೀರ
116,Küste::N,costa,ದಂಡೆ
117,Festland::N,terra ferma,ಭೂಮಿ
118,Meer::N,mar,ಕಡಲು
119,Bucht::N,cala,ಖಾರಿ
120,Bucht::N,badia,ಖಾರಿ
121,Insel::N,illa,ದ್ವೀಪ
122,Blume::N,flor,ಸುಮ
123,Gras::N,herba,ಹುಲ್ಲು
124,Wurzel::N,rel,ಬೇರು
125,Wurzel::N,arrel,ಬೇರು
126,Baum::N,arbre,ಮರ
127,Stamm::N,tronc,ಕಾಂಡ
128,Rinde::N,escorça,ತೂಗಟಿ
129,Ast::N,branca,ಶಾಖೆ
130,Zweig::N,ram,ರೆಂಬೆ
131,Blatt::N,fulla,ಎಲೆ
132,Birke::N,bedoll,ಬರ್ಚ್ ಮರ
133,Kiefer[Baum]::N,pi,ದೇವದಾರು ಮರ
134,Weide[Baum]::N,salze,ವಿಲೋಮರ
135,Tanne::N,avet,ಭದ್ರದಾರು
136,Horn::N,corn,ಕೊಂಬು
137,Horn::N,banya,ಕೊಂಬು
138,Feder::N,ploma,ಪುಕ್ಕ
139,Fell::N,pell,ರೋಮ
140,Flügel::N,ala,ರೆಕ್ಕೆ
141,Klaue::N,urpa,ಪಂಜ
142,Kralle::N,grapa,ಉಗುರು
143,Schwanz::N,cua,ಬಾಲ
144,Ei::N,ou,ಮೊಟ್ಟೆ
145,Nest::N,niu,ಗೂಡು
146,Bau::N,cau,ಅಡಗುದಾಣ
147,Tier::N,animāl,ಪ್ರಾಣಿ
148,Herde::N,ramat,ಗುಂಪು
149,Kuh::N,vaca,ಹಸು
150,Bulle::N,toro,ಗೂಳಿ
151,Pferd::N,cavāll,ಕುದುರೆ
152,Schaf::N,be,ಕುರಿ
153,Schaf::N,ovella,ಕುರಿ
154,Schwein::N,bacó,ಹಂದಿ
155,Hund::N,ca,ನಾಯಿ
156,Hund::N,gos,ನಾಯಿ
157,Katze::N,gat,ಬೆಕ್ಕು
158,Bär::N,ós,ಕರಡಿ
159,Eichhörnchen::N,esquirol,ಉಡುತೆ
160,Elch::N,ant,ಕಡವೆ
161,Fuchs::N,guilla,ನರಿ
162,Hase::N,llebre,ಮೊಲ
163,Maus::N,ratolí,ಇಲಿ
164,Wolf::N,llop,ತೋಳ
165,Vogel::N,au,ಪಕ್ಷಿ
166,Vogel::N,ocēll,ಪಕ್ಷಿ
167,Schwarm::N,bandada,ಗುಂಪು
168,Huhn::N,gallina,ಚಿಕ್
169,Hahn::N,gall,ಹುಂಜ
170,Gans::N,oca,ವರಟೆ
171,Adler::N,àguila,ಗರುಡ
172,Ente::N,ànec,ಬಾತು
173,Eule::N,òliba,ಗೂಬೆ
174,Eule::N,mussol,ಗೂಬೆ
175,Kranich::N,grua,ಕೊಕ್ಕರ
176,Krähe::N,cornella,ಕಾಗೆ
177,Kuckuck::N,cucut,ಕೋಗಿಲೆ
178,Schwan::N,cigne,ಹಂಸಪಕ್ಷಿ
179,Fisch::N,peix,ಮೀನು
180,Barsch::N,perca,ಪರ್ಚ್ ಮೀನು
181,Hecht::N,lluç,ಪೈಕ್ ಮೀನು
182,Schlange[Tier]::N,serp,ಹಾವು
183,Wurm::N,cuc,ಹುಳು
184,Spinne::N,aranya,ಊರ್ಣನಾಭ
185,Ameise::N,formiga,ಇರುವೆ
186,Laus::N,poll,ಹೇನು
187,Mücke::N,mosquit,ಸೊಳ್ಳೆ
188,Fliege::N,mosca,ನೊಣ
189,Schmetterling::N,papallona,ಪತಂಗ
190,Beere::N,baia,ನಯವಣ್ಣು
191,Apfel::N,poma,ಸೇಬು
192,Pilz::N,bolet,ಅಣಬೆ
193,Zwiebel::N,ceba,ನೀರುಳ್ಳಿ
194,Saat::N,sembra,ಬಿತ್ತ
195,Korn::N,gra,ಬೀಜ
196,Heu::N,fenc,ಕರಡ
197,Schale::N,closca,ಹೊಟ್ಟು
198,Grube::N,sot,ಗುಂಡಿ
199,Grube::N,clot,ಗುಂಡಿ
200,Falle::N,trampa,ಬೋನು
201,Schlinge::N,baga,ಉರುಲು
202,Spur::N,traça,ಜಾಡು
203,Asche::N,cendra,ಬೂದಿ
204,Dreck::N,llot,ಹೊಲಸು
205,Eisen::N,ferro,ಕಬ್ಬಿಣ
206,Gold::N,or,ಚಿನ್ನ
207,Silber::N,plata,ಬೆಳ್ಳಿ
208,Kohle::N,carbó,ಕಲ್ಲಿದ್ದಲು
209,Glas::N,vidre,ಗಾಜು
210,Lehm::N,fang,ಜೇಡಿಮಣ್ಣು
211,Lehm::N,argila,ಜೇಡಿಮಣ್ಣು
212,Sand::N,arena,ಮರಳು
213,Mensch::N,humà,ಪುರುಷ
214,Mensch::N,persona,ಪುರುಷ
215,Mann::N,home,ಆಳು
216,Frau::N,dona,ಹೆಣ್ಣು
217,Kind::N,nen,ಮಗು
218,Junge::N,noi,ಹುಡುಗ
219,Mädchen::N,noia,ಹುಡುಗಿ
220,Familie::N,família,ಕುಟುಂಬ
221,Großvater::N,avi,ಅಜ್ಜ
222,Großmutter::N,àvia,ಅಮ್ಮ
223,Eltern::N,pares,ಹೆತ್ತವರು
224,Vater::N,pare,ತಂದೆ
225,Mutter::N,mare,ಅಮ್ಮ
226,Sohn::N,fill,ಮಗ 
227,Tochter::N,filla,ಮಗಳು
228,Bruder::N,germà,ತಮ್ಮ
229,Schwester::N,germana,ತಂಗಿ
230,Onkel::N,oncle,ಸೋದರಮಾವ
231,Onkel::N,oncle,ದೊಡ್ಡಪ್ಪ
232,Tante::N,tia,ಚಿಕ್ಕಮ್ಮ
233,Ehemann::N,espòs,ಗಂಡ
234,Ehefrau::N,muller,ಹೆಂಡತಿ
235,Freude::N,goig,ನಲಿವು
236,Freude::N,alegria,ನಲಿವು
237,Gelächter::N,riallada,ನಗೆ
238,Glück::N,felicitat,ಆನಂದ
239,Kummer::N,pena,ದುಃಖ
240,Wunsch::N,desig,ಬಯಕೆ
241,Lust::N,ganes,ಇಷ್ಟ
242,Geist::N,ment,ಆತ್ಮ
243,Geist::N,esperit,ಆತ್ಮ
244,Gedanke::N,pensament,ಯೋಚನೆ
245,Gedächtnis::N,memòria,ಸ್ಮರಣೆ
246,Verstand::N,raó,ಮನಸ್ಸು
247,Verstand::N,seny,ಮನಸ್ಸು
248,Sinn::N,solta,ಅರ್ಥ
249,Sinn::N,sentit,ಅರ್ಥ
250,Grund::N,raó,ಕಾರಣ
251,Grund::N,causa,ಕಾರಣ
252,Wahrheit::N,veritāt,ಸತ್ಯ
253,Gespräch::N,conversa,ಸಂಭಾಷಣೆ
254,Märchen::N,conte,ಸುಳ್ಳು ಕಥೆ
255,Erzählung::N,narració,ಕಥೆ
256,Nachricht::N,missatge,ಸಂದೇಶ
257,Neuigkeit::N,novetat,ಸುದ್ದಿ
258,Name::N,nom,ಹೆಸರು
259,Rätsel::N,endevinalla,ಒಗಟು
260,Rede::N,discurs,ಮಾತು
261,Sprache::N,llēngua,ಭಾಷೆ
262,Stimme::N,veu,ಧ್ವನಿ
263,Wort::N,mot,ಮಾತು
264,Wort::N,paraula,ಮಾತು
265,Zeichen::N,signe,ಗುರುತು
266,Zeichen::N,senyal,ಗುರುತು
267,Ruf::N,crida,ಕೂಗು
268,Lärm::N,sorōll,ಸದ್ದು
269,Laut::N,so,ಶಬ್ದ
270,Ton::N,to,ನಾದ
271,Lied::N,cançó,ಗಾನ
272,Ruhe::N,calma,ಶಾಂತಿ
273,Ruhe::N,silenci,ಶಾಂತಿ
274,Leute::N,gent,ಮಂದಿ
275,Volk::N,poble,ಜನಾಂಗ
276,Arbeit::N,labor,ಕೆಲಸ
277,Arbeit::N,treball,ಕೆಲಸ
278,Gast::N,hoste,ಅತಿಥಿ
279,Geschenk::N,regal,ಕಾಣಿಕೆ
280,Geschenk::N,obsequi,ಕಾಣಿಕೆ
281,Spiel::N,joc,ಆಟ
282,Gesellschaft::N,companyia,ಸಂಗ
283,Hilfe::N,ajut,ಸಹಾಯ
284,Freund::N,amīc,ಸ್ನೇಹಿತ
285,Kamerad::N,company,ಜೊತೆಗಾರ
286,Kamerad::N,camarada,ಜೊತೆಗಾರ
287,Angelegenheit::N,afer,ವಿಚಾರ
288,Angelegenheit::N,assumpte,ವಿಚಾರ
289,Anzahl::N,nombre,ಎಣಿಕೆ
290,Anzahl::N,quantitat,ಎಣಿಕೆ
291,Art::N,tipus,ತರ
292,Art::N,classe,ತರ
293,Stück::N,peça,ತುಂಡು
294,Teil::N,part,ಭಾಗ
295,Hälfte::N,meitat,ಅರ್ಧ
296,Kreis::N,cercle,ವೃತ್ತ
297,Kreuz::N,creu,ಶಿಲುಬೆ
298,Linie::N,línia,ರೀಖೆ
299,Strich::N,traç,ಗೀಟು
300,Strich::N,ratlla,ಗೀಟು
301,Abstand::N,distància,ಅಂತರ
302,Entfernung::N,distància,ದೂರ
303,Gegend::N,regió,ವಿಸ್ತೀರ್ಣ
304,Gegend::N,contrada,ವಿಸ್ತೀರ್ಣ
305,Platz::N,cabuda,ಅಂತರ
306,Ort::N,lloc,ಸ್ಥಳ
307,Seite::N,banda,ಪಕ್ಷ
308,Seite::N,costāt,ಪಕ್ಷ
309,Mitte::N,mig,ನಡು
310,Mitte::N,centre,ನಡು
311,Gegenstand::N,objecte,ವಸ್ತು
312,Sache::N,cosa,ವಸ್ತು
313,Rand::N,vora,ಅಂಚು
314,Rand::N,marge,ಅಂಚು
315,Kante::N,caire,ಅಂಚು
316,Kante::N,cantell,ಅಂಚು
317,Ecke::N,cantonada,ಮೂಲೆ
318,Spitze::N,punta,ತುದಿ
319,Ende::N,cap,ಕೊನೆ
320,Loch::N,forāt,ತೂತು
321,Winkel::N,racó,ಕೋನ
322,Muster::N,dibuix,ನಮೂನೆ
323,Muster::N,disseny,ನಮೂನೆ
324,Größe::N,grandària,ಪ್ರಮಾಣ
325,Länge::N,longitud,ಉದ್ದ
326,Höhe::N,altura,ಎತ್ತರ
327,Höhe::N,altitud,ಎತ್ತರ
328,Gewicht::N,pes,ತೂಕ
329,Menge::N,quantitat,ಮೊತ್ತ
330,Haufen::N,pila,ರಾಶಿ
331,Reihe::N,fila,ಸಾಲು
332,Boot::N,bot,ದೋಣಿ
333,Boot::N,barca,ದೋಣಿ
334,Ruder::N,rem,ಹುಟ್ಟು
335,Schlitten::N,trineu,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
336,Ski::N,esquí,ಜಾರುಪಟ್ಟಿ
337,Lagerfeuer::N,foc de campament,ಶಿಬಿರಾಗ್ನಿ
338,Last::N,càrrega,ಹೊರೆ
339,Gang::N,marxa,ತಿರುಗಾಟ
340,Schritt::N,pas,ಹೆಜ್ಜೆ
341,Norden::N,nord,ಉತ್ತರ
342,Süden::N,sud,ದಕ್ಷಿಣ
343,Westen::N,oest,ಪಶ್ಚಿಮ
344,Westen::N,occident,ಪಶ್ಚಿಮ
345,Osten::N,est,ಮೂಡಲು
346,Osten::N,orient,ಮೂಡಲು
347,Holz::N,fusta,ಚೌಬೀನೆ
348,Brett::N,taula,ಹಲಗೆ
349,Platte::N,placa,ಹಲಗೆ
350,Stütze::N,suport,ಆಸರೆ
351,Stange::N,vara,ಕಂಬ
352,Stock::N,pal,ಕೋಲು
353,Stab::N,bastó,ದೊಣ್ಣೆ
354,Rohr::N,tub,ನಳಿಕೆ
355,Haus::N,casa,ಮನೆ
356,Heim::N,llar,ಗೃಹ
357,Ofen::N,estufa,ಒಲೆ
358,Fußboden::N,terra,ನೆಲ
359,Tisch::N,taula,ಮೇಜು
360,Stuhl::N,cadira,ಕುರ್ಚಿ
361,Wiege::N,bressol,ತೊಟ್ಟಿಲು
362,Bett::N,llit,ಹಾಸಿಗೆ
363,Regal::N,prestatgeria,ಬೀರು
364,Kiste::N,caixa,ಪಟ್ಟಿಗೆ
365,Fenster::N,finestra,ಕಿಟಕಿ
366,Tür::N,porta,ಬಾಗಿಲು
367,Tor::N,portal,ಹೆಬ್ಬಾಗಿಲು
368,Zaun::N,tanca,ಬೇಲಿ
369,Dach::N,teulada,ಮಾಳಿಗೆ
370,Leiter::N,escala,ಏಣಿ
371,Leiter::N,escala de mà,ಏಣಿ
372,Besen::N,escombra,ಪೊರಕೆ
373,Spaten::N,pala,ಗುದ್ದಲಿ
374,Schaufel::N,pala,ಸನಿಕೆ
375,Gabel::N,forquilla,ಕವಲು
376,Löffel::N,cullera,ಚಮಚ
377,Messer::N,coltell,ಚಾಕು
378,Nagel::N,clau,ಆಣಿ
379,Netz::N,filat,ಬಲೆ
380,Haken::N,ganxo,ಕೊಂಡಿ
381,Griff::N,puny,ಹಿಡಿ
382,Griff::N,mànec,ಹಿಡಿ
383,Schloss::N,pany,ವೀಗ
384,Bild::N,imatge,ಚಿತ್ರ
385,Figur::N,figura,ಆಕಾರ
386,Puppe::N,nina,ಗೊಂಬೆ
387,Beutel::N,bossa,ಸಂಚಿ
388,Bündel::N,feix,ಕಟ್ಟು
389,Bündel::N,paquet,ಕಟ್ಟು
390,Tasche::N,bossa,ಚೀಲ
391,Eimer::N,galleda,ಬಾನೆ
392,Deckel::N,tapa,ಮುಚ್ಚಳ
393,Deckel::N,tapadora,ಮುಚ್ಚಳ
394,Geschirr::N,vaixella,ಭಕ್ಷ್ಯಗಳು
395,Sack::N,sac,ಮೂಟೆ
396,Sack::N,saca,ಮೂಟೆ
397,Tasse::N,tassa,ಬಟ್ಟಲು
398,Topf::N,pot,ಮಡಕೆ
399,Topf::N,olla,ಮಡಕೆ
400,Kessel::N,caldera,ಕೆಟಲ್
401,Essen::N,àpat,ಊಟ
402,Essen::N,menjada,ಊಟ
403,Nahrung::N,aliment,ಆಹಾರ
404,Speise::N,plat,ಊಟ
405,Fleisch::N,carn,ಮಾಂಸ
406,Getreide::N,cereals,ಧಾನ್ಯ
407,Brei::N,puré,ಗಂಜಿ
408,Brot::N,pa,ರೊಟ್ಟಿ
409,Scheibe::N,tall,ಹೋಳು
410,Scheibe::N,llesca,ಹೋಳು
411,Fett::N,greix,ಕೊಬ್ಬು
412,Butter::N,mantega,ಬೆಣ್ಣೆ
413,Öl::N,oli,ಎಣ್ಣೆ
414,Salz::N,sal,ಉಪ್ಪು
415,Suppe::N,sopa,ಎಸರು
416,Honig::N,mel,ಮಧು
417,Milch::N,llet,ಹಾಲು
418,Tee::N,te,ಚಹ
419,Leder::N,cuir,ಚಕ್ಕಳ
420,Wolle::N,llana,ಉಣ್ಣೆ
421,Stoff::N,tela,ಬಟ್ಟೆ
422,Nadel::N,agulla,ಸೂಜಿ
423,Faden::N,fil,ದಾರ
424,Knopf::N,botó,ಗುಂಡು
425,Knoten::N,nus,ಗಂಟು
426,Farbe::N,pintura,ಬಣ್ಣ
427,Kleidung::N,roba,ಅರಿವೆ
428,Kleidung::N,vestits,ಅರಿವೆ
429,Hemd::N,camisa,ಅಂಗಿ
430,Kragen::N,coll,ಕುತ್ತಿಗೆಪಟ್ಟಿ
431,Ärmel::N,màniga,ತೋಳು
432,Hose::N,pantalōns,ಇಜಾರ
433,Gürtel::N,cinturó,ಬೆಲ್ಟು
434,Mütze::N,gorra,ಟೋಪಿ
435,Schuh::N,sabata,ಪಾದರಕ್ಷೆ
436,Stiefel::N,bota,ಬೂಟು
437,Ring::N,anell,ಉಂಗುರ
438,Band::N,veta,ರಿಬ್ಬನ್
439,Band::N,cinta,ರಿಬ್ಬನ್
440,Kamm::N,pinta,ಹಣಿಗೆ
441,Spiegel::N,mirāll,ಕನ್ನಡಿ
442,Riemen::N,corretja,ಬಾರು
443,Schnur::N,corda,ಹುರಿ
444,Leine::N,corretja,ಹಗ್ಗ
445,Decke::N,manta,ಕಂಬಳಿ
446,Decke::N,flassada,ಕಂಬಳಿ
447,Kissen::N,coixí,ದಿಂಬು
448,Tuch::N,mocador,ಕೊರಳ ಬಟ್ಟೆ
449,Handtuch::N,tovallola,ಚೌಕ
450,Kraft::N,força,ಬಲ
451,Stärke::N,vigor,ಶಕ್ತಿ
452,Gesundheit::N,salut,ಆರೋಗ್ಯ
453,Krankheit::N,malaltia,ರೋಗ
454,Schmerz::N,dolor,ನೋವು
455,Wunde::N,ferida,ಗಾಯ
456,Fieber::N,febre,ಜ್ವರ
457,Arznei::N,medicament,ಔಷಧ
458,Brücke::N,pont,ಸೇತುವೆ
459,Brunnen::N,pou,ಬಾವಿ
460,Weide::N,pastura,ಗೋಮಾಳ
461,Pfad::N,senda,ದಾರಿ
462,Pfad::N,sender,ದಾರಿ
463,Weg::N,camí,ಹಾದಿ
464,Straße::N,carretera,ರಸ್ತೆ
465,Dorf::N,poble,ಹಳ್ಳಿ
466,Stadt::N,ciutāt,ಪಟ್ಟಣ
467,Brief::N,carta,ಕಾಗದ
468,Buch::N,llibre,ಪುಸ್ತಕ
469,Buchstabe::N,lletra,ಅಕ್ಷರ
470,Zeitung::N,diāri,ವಾರ್ತಾಪತ್ರಿಕೆ
471,Leben::N,vida,ಜೀವನ
472,Tod::N,mort,ಮರಣ
473,Grab::N,tomba,ಗೋರಿ
474,Kirche::N,església,ಚರ್ಚು
475,Sünde::N,pecat,ಪಾಪ
476,Gott::N,déu,ದೇವರು
477,Arbeiter::N,obrer,ಕೆಲಸಗಾರ
478,Chef::N,cap,ದಣಿ
479,Meister::N,mestre,ಶಿಕ್ಷಕ
480,Arzt::N,metge,ವೈದ್ಯ
481,Lehrer::N,mestre,ಉಪಾಧ್ಯಾಯ
482,Geld::N,dinērs,ಹಣ
483,Geschäft::N,negoci,ವಾಣಿಜ್ಯ
484,Laden::N,tenda,ಅಂಗಡಿ
485,Laden::N,botiga,ಅಂಗಡಿ
486,Preis::N,preu,ಬೆಲೆ
487,Ware::N,mercaderia,ಸರಕು
488,Nutzen::N,profit,ಲಾಭ
489,Reichtum::N,riquesa,ಸಂಪತ್ತು
490,Welt::N,món,ಭೂಲೋಕ
491,Land::N,país,ದೇಶ
492,Staat::N,estat,ರಾಜ್ಯ
493,König::N,rei,ರಾಜ
494,Macht::N,poder,ಅಧಿಕಾರ
495,Macht::N,potència,ಅಧಿಕಾರ
496,Grenze::N,frontera,ಗಡಿ
497,Krieg::N,guerra,ಯುದ್ಧ
498,Feind::N,enemic,ಶತ್ರು
499,Gewalt::N,violència,ಹಿಂಸೆ
500,Kampf::N,lluita,ಹೋರಾಟ
501,Bogen[Waffe]::N,arc,ಬಿಲ್ಲು
502,Pfeil::N,fletxa,ಅಂಬು
503,Gewehr::N,fusell,ಬಂದೂಕು
504,Gewehr::N,escopeta,ಬಂದೂಕು
505,Fehler::N,falta,ತಪ್ಪು
506,Lüge::N,mentida,ಸುಳ್ಳು
507,Schaden::N,dany,ಹಾನಿ
508,Unglück::N,desgràcia,ಅಪಾಯ
509,Schuld::N,culpa,ದೋಷ
510,Alter::N,edat,ಮುಪ್ಪು
511,Schluss::N,fi,ಮುಕ್ತಾಯ
512,Schluss::N,final,ಮುಕ್ತಾಯ
513,Zeit::N,temps,ಕಾಲ
514,Tag::N,dia,ದಿನ
515,Morgen::N,matí,ಮುಂಜಾನೆ
516,Mittag::N,migdia,ನಡುಹಗಲು
517,Abend::N,vespre,ಸಂಜೆ
518,Nacht::N,nit,ರಾತ್ರಿ
519,Woche::N,setmana,ವಾರ
520,Monat::N,mes,ತಿಂಗಳು
521,Jahr::N,any,ಸಂವತ್ಸರ
522,Frühling::N,primavera,ವಸಂತ
523,Sommer::N,estīu,ಬಿಸಿಲುಕಾಲ
524,Herbst::N,tardor,ಶರತ್ಕಾಲ
525,Winter::N,hivērn,ಚಳಿಗಾಲ
526,Januar::N,gener,ನಾಲ್ಚಳಿ
527,Februar::N,febrer,ಅಯ್ಚಳಿ
528,März::N,març,ಮೊಬ್ಬೇಸಿಗೆ
529,April::N,abril,ಇಬ್ಬೇಸಿಗೆ
530,Mai::N,maig,ಮುಬ್ಬೇಸಿಗೆ
531,Juni::N,juny,ಮೊಮ್ಮಳೆ
532,Juli::N,juliol,ಇಮ್ಮಳೆ
533,August::N,agost,ಮುಮ್ಮಳೆ
534,September::N,setembre,ನಾಲ್ಮಳೆ
535,Oktober::N,octubre,ಮೊಚ್ಚಳಿ
536,November::N,novembre,ಇಚ್ಚಳಿ
537,Dezember::N,desembre,ಮುಚ್ಚಳಿ
538,Montag::N,dilluns,ಸೋಮುವಾರ
539,Dienstag::N,dimarts,ಮಂಗಳವಾರ
540,Mittwoch::N,dimecres,ಬುಧವಾರ
541,Donnerstag::N,dijous,ಗುರುವಾರ
542,Freitag::N,divendres,ಶುಕ್ರವಾರ
543,Samstag::N,dissabte,ಶನಿವಾರ
544,Sonntag::N,diumenge,ಭಾನುವಾರ
545,groß::A,gros,ದೊಡ್ಡ
546,klein::A,petīt,ಪುಟ್ಟ
547,lang::A,llarg,ದೀರ್ಘ
548,kurz::A,curt,ಚಕ್ಕ
549,breit::A,ample,ಅಗಲವಾದ
550,schmal::A,estret,ಇಕ್ಕಟ್ಟಾದ
551,dicht::A,dens,ದಟ್ಟ
552,dick[Gegenstand]::A,gruixūt,ದಟ್ಟ
553,dünn::A,prim,ತೆಳು
554,fein::A,fi,ಕೋಮಲ
555,fest::A,ferm,ಘನ
556,fest::A,sòlid,ಘನ
557,flach::A,pla,ಚಪ್ಪಟೆ
558,glatt::A,llis,ನಯ
559,hart::A,dur,ಗಟ್ಟಿ
560,weich::A,tou,ಮೃದುವಾದ
561,rund::A,rodó,ವರ್ತುಳ
562,spitz::A,punxegut,ಮೊನಚಾದ
563,scharf::A,agut,ತೀಕ್ಷ್ಣ
564,stumpf::A,rom,ಮೊಂಡು
565,stumpf::A,esmussat,ಮೊಂಡು
566,schwer::A,pesāt,ಭಾರಿ
567,schön::A,bonīc,ಸುಂದರ
568,heiß::A,calēnt,ಬಿಸಿ
569,warm::A,càlid,ಬಿಸಿ
570,kalt::A,fred,ತಣ್ಣನೆಯ
571,kühl::A,fresc,ತಂಪಾದ
572,frisch::A,fresc,ನಿರ್ಮಲ
573,feucht::A,humit,ಒದ್ದೆಯಾದ
574,nass::A,mullat,ಒದ್ದೆಯಾದ
575,trocken::A,sec,ಶುಷ್ಕ
576,voll::A,ple,ತುಂಬಿದ
577,leer::A,buit,ಖಾಲಿ
578,offen::A,obert,ಮುಚ್ಚಲ್ಲದ
579,geschlossen::A,tancat,ಮುಚ್ಚಿದ
