,Concept_ID,ca,kn
1122,vergessen::V,oblidar,ಮರೆತುವಿಡು
1123,messen::V,mesurar,ಅಳೆ
1124,zählen::V,comptar,ಗಣಿಸು
1125,rechnen::V,calcular,ಲೆಕ್ಕ ಹಾಕು
1126,lesen::V,llegir,ಓದು
1127,malen::V,pintar,ಬಿಡಿಸು
1128,zeichnen::V,dibuixar,ಬಿಡಿಸು
1129,schreiben::V,escrīure,ಬರೆ
1130,besitzen::V,posseir,ಒಡೆಯನಾಗಿರು
1131,kaufen::V,comprar,ಕೊಳ್ಳು
1132,verkaufen::V,vendre,ಕೊಡು
1133,bezahlen::V,pagar,ಬೆಲೆತೆರು
1134,zahlen::V,pagar per,ಹಣವನ್ನುಕೊಡು
1135,beherrschen::V,dominar,ಅಧಿಕಾರ ನಡೆಸು
1136,ertragen::V,aguantar,ಸಹಿಸು
