,Concept_ID,ca,he
160,Eichhörnchen::N,esquirol,סנאי
161,Elch::N,ant,דישון
162,Fuchs::N,guilla,שועל
163,Hase::N,llebre,ארנב
164,Maus::N,ratolí,עכבר
165,Wolf::N,llop,זאב
166,Vogel::N,au,צפור
167,Vogel::N,ocēll,צפור
168,Schwarm::N,bandada,נחיל
169,Schwarm::N,bandada,להקה
170,Huhn::N,gallina,תרנגלת
171,Hahn::N,gall,תרנגול
172,Gans::N,oca,אוז
173,Adler::N,àguila,עיט
174,Ente::N,ànec,ברוז
175,Eule::N,òliba,ינשוף
176,Eule::N,mussol,ינשוף
177,Kranich::N,grua,עגור
178,Kranich::N,grua,כרוכיה
179,Krähe::N,cornella,עורב
180,Kuckuck::N,cucut,קוקיה
181,Schwan::N,cigne,ברבור
182,Fisch::N,peix,דג
183,Barsch::N,perca,אוקונוס
184,Hecht::N,lluç,זאב הים
185,Schlange[Tier]::N,serp,נחש
186,Wurm::N,cuc,תולעת
187,Spinne::N,aranya,עכביש
188,Ameise::N,formiga,נמלה
189,Laus::N,poll,כנה
190,Mücke::N,mosquit,יתוש
191,Fliege::N,mosca,זבוב
192,Schmetterling::N,papallona,פרפר
193,Beere::N,baia,ענבה
194,Apfel::N,poma,תפוח
195,Pilz::N,bolet,פטריה
196,Zwiebel::N,ceba,בצל
197,Saat::N,sembra,זרעים
198,Korn::N,gra,גרעין
199,Heu::N,fenc,חציר
200,Schale::N,closca,קלפה
201,Grube::N,sot,בור
202,Grube::N,sot,שוחה
203,Grube::N,clot,בור
204,Grube::N,clot,שוחה
205,Falle::N,trampa,מלכדת
206,Schlinge::N,baga,לולאה
207,Spur::N,traça,עקבה
208,Asche::N,cendra,אפר
209,Dreck::N,llot,זהמה
210,Eisen::N,ferro,ברזל
211,Gold::N,or,זהב
212,Silber::N,plata,כסף
213,Kohle::N,carbó,פחם
214,Glas::N,vidre,זכוכית
215,Lehm::N,fang,חרסית
216,Lehm::N,argila,חרסית
217,Sand::N,arena,חול
218,Mensch::N,humà,אדם
219,Mensch::N,persona,אדם
220,Mann::N,home,איש
221,Mann::N,home,גבר
222,Frau::N,dona,אשה
223,Frau::N,dona,גברת
224,Kind::N,nen,ילד
225,Junge::N,noi,ילד
226,Mädchen::N,noia,נערה
227,Familie::N,família,משפחה
228,Großvater::N,avi,סבא
229,Großmutter::N,àvia,סבתא
230,Eltern::N,pares,הורים
231,Vater::N,pare,אב
232,Mutter::N,mare,אם
233,Sohn::N,fill,בן
234,Tochter::N,filla,בת
235,Bruder::N,germà,אח
236,Schwester::N,germana,אחות
237,Onkel::N,oncle,דוד
238,Tante::N,tia,דודה
239,Ehemann::N,espòs,איש
240,Ehemann::N,espòs,בעל
241,Ehefrau::N,muller,אשה
242,Freude::N,goig,שמחה
243,Freude::N,alegria,שמחה
244,Gelächter::N,riallada,צחוק
245,Glück::N,felicitat,אשר
246,Kummer::N,pena,יגון
247,Kummer::N,pena,עגמה
248,Wunsch::N,desig,אחול
249,Wunsch::N,desig,משאלה
250,Lust::N,ganes,חשק
251,Lust::N,ganes,תשוקה
252,Geist::N,ment,רוח
253,Geist::N,esperit,רוח
254,Gedanke::N,pensament,מחשבה
255,Gedächtnis::N,memòria,זכרון
256,Verstand::N,raó,שכל
257,Verstand::N,seny,שכל
258,Sinn::N,solta,מובן
259,Sinn::N,solta,משמעות
260,Sinn::N,sentit,מובן
261,Sinn::N,sentit,משמעות
262,Grund::N,raó,סבה
263,Grund::N,causa,סבה
264,Wahrheit::N,veritāt,אמת
265,Gespräch::N,conversa,דיון
266,Märchen::N,conte,אגדה
267,Erzählung::N,narració,ספור
268,Nachricht::N,missatge,ידיעה
269,Neuigkeit::N,novetat,חדשה
270,Name::N,nom,שם
271,Rätsel::N,endevinalla,תעלומה
272,Rede::N,discurs,נאום
273,Sprache::N,llēngua,לשון
274,Stimme::N,veu,קול
275,Wort::N,mot,מלה
276,Wort::N,paraula,מלה
277,Zeichen::N,signe,סימן
278,Zeichen::N,senyal,סימן
279,Ruf::N,crida,קריאה
280,Lärm::N,sorōll,רעש
281,Laut::N,so,הגה
282,Ton::N,to,צליל
283,Lied::N,cançó,שיר
284,Ruhe::N,calma,שלוה
285,Ruhe::N,silenci,שלוה
286,Leute::N,gent,אנשים
287,Volk::N,poble,עם
288,Arbeit::N,labor,עבודה
289,Arbeit::N,treball,עבודה
290,Gast::N,hoste,אורח
291,Geschenk::N,regal,מתנה
292,Geschenk::N,obsequi,מתנה
293,Spiel::N,joc,משחק
294,Gesellschaft::N,companyia,חברה
295,Hilfe::N,ajut,עזרה
296,Freund::N,amīc,חבר
297,Freund::N,amīc,ידיד
298,Kamerad::N,company,רע
299,Kamerad::N,camarada,רע
300,Angelegenheit::N,afer,ענין
301,Angelegenheit::N,assumpte,ענין
302,Anzahl::N,nombre,מספר
303,Anzahl::N,quantitat,מספר
304,Art::N,tipus,סוג
305,Art::N,classe,סוג
306,Stück::N,peça,חתיכה
307,Teil::N,part,פרק
308,Hälfte::N,meitat,חצי
309,Kreis::N,cercle,מעגל
310,Kreuz::N,creu,צלב
311,Linie::N,línia,קו
312,Strich::N,traç,קו קצר
313,Strich::N,ratlla,קו קצר
314,Abstand::N,distància,מרחק
315,Entfernung::N,distància,מרחק
316,Gegend::N,regió,נוף
317,Gegend::N,contrada,נוף
318,Platz::N,cabuda,שטח
319,Ort::N,lloc,אתר
320,Ort::N,lloc,מקום
321,Seite::N,banda,צד
322,Seite::N,costāt,צד
323,Mitte::N,mig,אמצע
324,Mitte::N,centre,אמצע
325,Gegenstand::N,objecte,אוביקט
326,Sache::N,cosa,דבר
327,Rand::N,vora,פרור
328,Rand::N,marge,פרור
329,Kante::N,caire,קצה
330,Kante::N,cantell,קצה
331,Ecke::N,cantonada,פנה
332,Spitze::N,punta,קצה
333,Ende::N,cap,סוף
334,Loch::N,forāt,חר
335,Winkel::N,racó,פנה
336,Muster::N,dibuix,תבנית
337,Muster::N,disseny,תבנית
338,Größe::N,grandària,גדל
339,Länge::N,longitud,ארך
340,Höhe::N,altura,קומה
341,Höhe::N,altura,גבה
342,Höhe::N,altitud,קומה
343,Höhe::N,altitud,גבה
344,Gewicht::N,pes,משקל
345,Menge::N,quantitat,כמות
346,Haufen::N,pila,ערמה
347,Reihe::N,fila,רצף
348,Boot::N,bot,סירה
349,Boot::N,barca,סירה
350,Ruder::N,rem,משוט
351,Schlitten::N,trineu,מזחלת
352,Ski::N,esquí,מגלשים
353,Lagerfeuer::N,foc de campament,מדורה
354,Last::N,càrrega,משא
355,Gang::N,marxa,הליכה
356,Schritt::N,pas,צעד
357,Norden::N,nord,צפון
358,Süden::N,sud,דרום
359,Westen::N,oest,מערב
360,Westen::N,occident,מערב
361,Osten::N,est,מזרח
362,Osten::N,orient,מזרח
363,Holz::N,fusta,עץ
364,Brett::N,taula,קרש
365,Platte::N,placa,לוח
366,Stütze::N,suport,משען
367,Stange::N,vara,מוט
368,Stock::N,pal,מקל
369,Stab::N,bastó,מוט
370,Rohr::N,tub,צנור
371,Haus::N,casa,בית
372,Heim::N,llar,בית
373,Ofen::N,estufa,תנור
374,Fußboden::N,terra,רצפה
375,Tisch::N,taula,שלחן
376,Stuhl::N,cadira,כסא
377,Wiege::N,bressol,ערש
378,Bett::N,llit,מטה
379,Regal::N,prestatgeria,מדף
380,Kiste::N,caixa,תבה
381,Kiste::N,caixa,ארגז
382,Fenster::N,finestra,חלון
383,Tür::N,porta,דלת
384,Tor::N,portal,שער
385,Zaun::N,tanca,גדר
386,Dach::N,teulada,גג
387,Leiter::N,escala,סלם
388,Leiter::N,escala de mà,סלם
389,Besen::N,escombra,מטאטא
390,Spaten::N,pala,את
391,Schaufel::N,pala,את
392,Gabel::N,forquilla,מזלג
393,Löffel::N,cullera,כף
394,Messer::N,coltell,סכין
395,Nagel::N,clau,מסמר
396,Netz::N,filat,רשת
397,Haken::N,ganxo,וו
398,Haken::N,ganxo,קרס
399,Griff::N,puny,ידית
400,Griff::N,mànec,ידית
401,Schloss::N,pany,מנעול
402,Bild::N,imatge,תמונה
403,Figur::N,figura,פסל
404,Puppe::N,nina,בבה
405,Beutel::N,bossa,שק
406,Bündel::N,feix,צרור
407,Bündel::N,paquet,צרור
408,Tasche::N,bossa,שקית
409,Eimer::N,galleda,דלי
410,Deckel::N,tapa,מכסה
411,Deckel::N,tapadora,מכסה
412,Geschirr::N,vaixella,כלים
413,Sack::N,sac,שק
414,Sack::N,saca,שק
415,Tasse::N,tassa,ספל
416,Topf::N,pot,סיר
417,Topf::N,olla,סיר
418,Kessel::N,caldera,קנקן
419,Essen::N,àpat,אכל
420,Essen::N,àpat,ארוחה
421,Essen::N,menjada,אכל
422,Essen::N,menjada,ארוחה
423,Nahrung::N,aliment,הזנה
424,Nahrung::N,aliment,תזונה
425,Speise::N,plat,מאכל
426,Speise::N,plat,ארוחה
427,Fleisch::N,carn,בשר
428,Getreide::N,cereals,דגן
429,Brei::N,puré,מחית
430,Brot::N,pa,לחם
431,Scheibe::N,tall,עגול
432,Scheibe::N,tall,פרוסה
433,Scheibe::N,llesca,עגול
434,Scheibe::N,llesca,פרוסה
435,Fett::N,greix,שמן
436,Butter::N,mantega,חמאה
437,Öl::N,oli,שמן
438,Salz::N,sal,מלח
439,Suppe::N,sopa,מרק
440,Honig::N,mel,דבש
441,Milch::N,llet,חלב
442,Tee::N,te,תה
443,Leder::N,cuir,עור
444,Wolle::N,llana,צמר
445,Stoff::N,tela,בד
446,Stoff::N,tela,אריג
447,Nadel::N,agulla,מחט
448,Faden::N,fil,חוט
449,Knopf::N,botó,כפתור
450,Knoten::N,nus,קשר
451,Farbe::N,pintura,צבע
452,Kleidung::N,roba,בגדים
453,Kleidung::N,vestits,בגדים
454,Hemd::N,camisa,חלצה
455,Kragen::N,coll,צוארון
456,Ärmel::N,màniga,שרוול
457,Hose::N,pantalōns,מכנסים
458,Gürtel::N,cinturó,חגורה
459,Mütze::N,gorra,כובע
460,Schuh::N,sabata,נעל
461,Stiefel::N,bota,מגף
462,Ring::N,anell,טבעת
463,Band::N,veta,סרט
464,Band::N,cinta,סרט
465,Kamm::N,pinta,מסרק
466,Spiegel::N,mirāll,מראה
467,Riemen::N,corretja,רצועה
468,Schnur::N,corda,חבל
469,Leine::N,corretja,מושכות
470,Decke::N,manta,שמיכה
471,Decke::N,flassada,שמיכה
472,Kissen::N,coixí,כרית
473,Tuch::N,mocador,צעיף
474,Handtuch::N,tovallola,מגבת
475,Kraft::N,força,כוח
476,Stärke::N,vigor,און
477,Gesundheit::N,salut,בריאות
478,Krankheit::N,malaltia,מחלה
479,Schmerz::N,dolor,כאב
480,Wunde::N,ferida,פציעה
481,Fieber::N,febre,חם
482,Arznei::N,medicament,תרופה
483,Brücke::N,pont,גשר
484,Brunnen::N,pou,באר
485,Weide::N,pastura,אחו
486,Weide::N,pastura,מרעה
487,Pfad::N,senda,שביל
488,Pfad::N,senda,מדרכה
489,Pfad::N,sender,שביל
490,Pfad::N,sender,מדרכה
491,Weg::N,camí,דרך
492,Straße::N,carretera,כביש
493,Dorf::N,poble,כפר
494,Stadt::N,ciutāt,עיר
495,Brief::N,carta,מכתב
496,Buch::N,llibre,ספר
497,Buchstabe::N,lletra,אות
498,Zeitung::N,diāri,עתון
499,Leben::N,vida,חיים
500,Tod::N,mort,מות
501,Grab::N,tomba,קבר
502,Kirche::N,església,כנסיה
503,Sünde::N,pecat,חטא
504,Gott::N,déu,אל
505,Arbeiter::N,obrer,פועל
506,Chef::N,cap,ראש
507,Chef::N,cap,מנהל
508,Meister::N,mestre,ממחה
509,Arzt::N,metge,רופא
510,Lehrer::N,mestre,מורה
511,Geld::N,dinērs,כסף
512,Geschäft::N,negoci,עסקה
513,Laden::N,tenda,חנות
514,Laden::N,botiga,חנות
515,Preis::N,preu,מחיר
516,Ware::N,mercaderia,סחורה
517,Nutzen::N,profit,תועלת
518,Reichtum::N,riquesa,עשר
519,Welt::N,món,עולם
520,Land::N,país,ארץ
521,Staat::N,estat,מדינה
522,König::N,rei,מלך
523,Macht::N,poder,כוח
524,Macht::N,potència,כוח
525,Grenze::N,frontera,גבול
526,Krieg::N,guerra,מלחמה
527,Feind::N,enemic,אויב
528,Gewalt::N,violència,אלימות
529,Kampf::N,lluita,קרב
530,Kampf::N,lluita,לחימה
531,Bogen[Waffe]::N,arc,קשת
532,Pfeil::N,fletxa,חץ
533,Gewehr::N,fusell,רובה
534,Gewehr::N,escopeta,רובה
535,Fehler::N,falta,טעות
536,Lüge::N,mentida,שקר
537,Schaden::N,dany,נזק
538,Unglück::N,desgràcia,מזל רע
539,Schuld::N,culpa,אשמה
540,Alter::N,edat,גיל
541,Schluss::N,fi,סיום
542,Schluss::N,final,סיום
543,Zeit::N,temps,זמן
544,Tag::N,dia,יום
545,Morgen::N,matí,בקר
546,Mittag::N,migdia,צהרים
547,Abend::N,vespre,ערב
548,Nacht::N,nit,לילה
549,Woche::N,setmana,שבוע
550,Monat::N,mes,חדש
551,Jahr::N,any,שנה
552,Frühling::N,primavera,אביב
553,Sommer::N,estīu,קיץ
554,Herbst::N,tardor,סתו
555,Winter::N,hivērn,חרף
556,Januar::N,gener,ינואר
557,Februar::N,febrer,פברואר
558,März::N,març,מרץ
559,April::N,abril,אפריל
560,Mai::N,maig,מאי
561,Juni::N,juny,יוני
562,Juli::N,juliol,יולי
563,August::N,agost,אוגוסט
564,September::N,setembre,ספטמבר
565,Oktober::N,octubre,אוקטובר
566,November::N,novembre,נובמבר
567,Dezember::N,desembre,דצמבר
568,Montag::N,dilluns,יום שני
569,Dienstag::N,dimarts,יום שלישי
570,Mittwoch::N,dimecres,יום רביעי
571,Donnerstag::N,dijous,יום חמישי
572,Freitag::N,divendres,יום ששי
573,Samstag::N,dissabte,יום שבת
574,Sonntag::N,diumenge,יום ראשון
575,groß::A,gros,גדול
576,klein::A,petīt,קטן
577,lang::A,llarg,ארך
578,kurz::A,curt,קצר
579,breit::A,ample,רחב
580,schmal::A,estret,צר
581,dicht::A,dens,צפוף
582,dick[Gegenstand]::A,gruixūt,עבה
583,dünn::A,prim,דק
584,fein::A,fi,מעדן
585,fest::A,ferm,מוצק
586,fest::A,sòlid,מוצק
587,flach::A,pla,שטוח
588,glatt::A,llis,חלק
589,hart::A,dur,קשיח
590,weich::A,tou,רך
591,rund::A,rodó,עגל
592,spitz::A,punxegut,חד
593,scharf::A,agut,חד
594,stumpf::A,rom,קהה
595,stumpf::A,esmussat,קהה
596,schwer::A,pesāt,כבד
597,schön::A,bonīc,יפה
598,heiß::A,calēnt,חם
599,warm::A,càlid,חם
600,kalt::A,fred,קר
601,kühl::A,fresc,צונן
602,frisch::A,fresc,טרי
603,feucht::A,humit,לח
604,nass::A,mullat,רטוב
605,trocken::A,sec,יבש
606,voll::A,ple,מלא
607,leer::A,buit,ריק
608,offen::A,obert,פתוח
609,geschlossen::A,tancat,סגור
610,sauber::A,net,נקי
611,schmutzig::A,brut,מלכלך
612,roh::A,cru,חי
613,reif::A,madur,בשל
614,lecker::A,deliciós,טעים
615,süß::A,dolç,מתוק
616,bitter::A,amarg,מר
617,sauer::A,agre,חמוץ
618,hell::A,clar,בהיר
619,dunkel::A,fosc,עמום
620,schwarz::A,negre,שחר
621,weiß::A,blanc,לבן
622,rot::A,vermēll,אדם
623,gelb::A,groc,צהב
624,blau::A,blau,כחל
625,grün::A,verd,ירק
626,grau::A,gris,אפר
627,bunt::A,multicolor,צבעוני
628,billig::A,barat,זול
629,teuer::A,car,יקר
630,wertvoll::A,preciós,יקר ערך
631,blind::A,cec,עור
632,taub::A,sord,חרש
633,kräftig::A,fort,חסן
634,kräftig::A,vigorós,חסן
635,stark::A,fort,חזק
636,schwach::A,feble,חלש
637,fett::A,gras,שמן
638,schlank::A,esvelt,רזה
639,hübsch::A,maco,יפה תאר
640,böse::A,dolent,רשע
641,dumm::A,ximple,טפש
642,dumm::A,estúpid,טפש
643,faul::A,gandūl,עצלן
644,faul::A,mandrós,עצלן
645,fleißig::A,diligēnt,חרוץ
646,geizig::A,avar,קמצן
647,klug::A,intel·ligent,נבון
648,klug::A,intel·ligent,פקח
649,geschickt::A,hàbil,מימן
650,lieb::A,amat,יקר
651,lieb::A,amat,אהוב
652,lieb::A,estimat,יקר
653,lieb::A,estimat,אהוב
654,lustig::A,alegre,עליז
655,sanft::A,suau,עדין
656,hungrig::A,afamat,רעב
657,krank::A,malālt,חולה
658,nackt::A,nu,ערום
659,traurig::A,trist,עצוב
660,lebendig::A,viu,חי
661,gut::A,bo,טוב
662,schlecht::A,dolēnt,גרוע
663,richtig::A,just,נכון
664,richtig::A,correcte,נכון
665,schlimm::A,greu,רע
666,wahr::A,vertader,אמתי
667,wahr::A,veritable,אמתי
668,alt::A,vell,ישן
669,neu::A,nou,חדש
670,ehemalig::A,antic,לשעבר
671,alt[Lebewesen]::A,vell,זקן
672,jung::A,jove,צעיר
673,arm::A,pobre,עני
674,reich::A,ric,עשיר
675,bekannt::A,conegut,ידוע
676,berühmt::A,famós,מפרסם
677,fremd::A,estrany,זר
678,verschieden::A,diferent,שונה
679,nah::A,pròxim,קרוב
680,fern::A,llunyà,רחוק
681,fern::A,distant,רחוק
682,linker::A,esquerre,שמאלי
683,rechter::A,dret,ימין
684,anderer::A,altre,אחר
685,erster::A,primer,ראשון
686,zweiter::A,segon,שני
687,dritter::A,tercer,שלישי
688,letzter::A,últim,אחרון
689,allein::ADV,sol,לבד
690,auf einmal::ADV,d'una vegada,בו-זמנית
691,zusammen::ADV,junt,ביחד
692,lange::ADV,molt de temps,הרבה זמן
693,plötzlich::ADV,de cop,לפתע
694,plötzlich::ADV,de cop,פתאום
695,plötzlich::ADV,de sobte,לפתע
696,plötzlich::ADV,de sobte,פתאום
697,sofort::ADV,de seguida,מיד
698,später::ADV,més tard,לאחר זמן
699,später::ADV,més tard,יותר מאחר
700,jetzt::ADV,ara,עכשיו
701,heute::ADV,avūi,היום
702,morgen::ADV,demà,מחר
703,bald::ADV,aviāt,בקרוב
704,dann::ADV,després,אחר-כך
705,gestern::ADV,ahir,אתמול
706,einst::ADV,anteriorment,לפנים
707,damals::ADV,llavōrs,אז
708,damals::ADV,aleshores,אז
709,danach::ADV,després,אחר-כך
710,vorher::ADV,abāns,לפני זה
711,zuerst::ADV,primer,קדם
712,einmal::ADV,una vegada,פעם
713,manchmal::ADV,de vegades,לפעמים
714,oft::ADV,sovint,לעתים קרובות
715,immer::ADV,sempre,תמיד
716,niemals::ADV,no ... mai,אף פעם
717,hier::ADV,aquí,כאן
718,hierhin::ADV,per aquí,פה
719,von hier::ADV,des d'aquí,מפה
720,dort::ADV,allí,שם
721,dorthin::ADV,hi,שם
722,geradeaus::ADV,tot dret,ישר
723,vorwärts::ADV,endavānt,קדימה
724,rückwärts::ADV,endarrera,לאחור
725,zurück::ADV,darrere,בחזרה
726,zurück::ADV,darrere,אחורנית
727,unten::ADV,a baix,למטה
728,hinab::ADV,cap avall,למטה
729,oben::ADV,dalt,מעל
730,oben::ADV,dalt,למעלה
731,hinauf::ADV,cap amunt,למעלה
732,überall::ADV,pertot,בכל מקום
733,überall::ADV,per tot arreu,בכל מקום
734,nicht::ADV,no,לא
735,ein wenig::ADV,una mica,קצת
736,kaum::ADV,a penes,בקשי
737,sehr::ADV,molt,מאוד
738,so::ADV,així,כך
739,so::ADV,així,ככה
740,noch::ADV,encara,עוד
741,noch::ADV,encara,עדין
742,nur::ADV,només,רק
743,schon::ADV,ja,כבר
744,wieder::ADV,de nou,שוב
745,vergebens::ADV,en va,לריק
746,vergebens::ADV,en va,לשוא
747,vor::PRP,davānt,מול
748,vor::PRP,enfront de,מול
749,hinter::PRP,darrera,מאחורי
750,unter::PRP,sota,מתחת
751,durch::PRP,per,דרך
752,neben::PRP,al costāt de,ליד
753,neben::PRP,al costāt de,על-יד
754,zwischen::PRP,entre,בין
755,wegen::PRP,a causa de,בשל
756,wegen::PRP,a causa de,בגלל
757,dies::PRN,aquest,זה
758,das::PRN,això,זה
759,alles::PRN,tot,הכל
760,ich::PRN,jo,אני
761,du::PRN,tu,את
762,du::PRN,tu,אתה
763,er::PRN,ell,הוא
764,wir::PRN,nosaltres,אנחנו
765,ihr::PRN,vosaltres,לה
766,sie::PRN,ells,הם
767,sie::PRN,elles,הם
768,was::FPRN,què,מה
769,wer::FPRN,qui,מי
770,wo::FADV,on,איפה
771,wohin::FADV,cap a on,לאן
772,wie::FADV,com,איך
773,warum::FADV,per què,למה
774,wieviel::FNUM,quant,כמה
775,eins::NUM,u,אחד
776,zwei::NUM,dos,שתים
777,drei::NUM,tres,שלושה
778,vier::NUM,quatre,ארבעה
779,fünf::NUM,cinc,חמשה
780,sechs::NUM,sis,ששה
781,sieben::NUM,set,שבעה
782,acht::NUM,vuit,שמונה
783,neun::NUM,nou,תשעה
784,zehn::NUM,deu,עשרה
785,elf::NUM,onze,אחת עשרה
786,zwölf::NUM,dotze,שתים עשרה
787,zwanzig::NUM,vint,עשרים
788,dreißig::NUM,trenta,שלושים
789,vierzig::NUM,quaranta,ארבעים
790,fünfzig::NUM,cinquanta,חמשים
791,sechzig::NUM,seixanta,ששים
792,siebzig::NUM,setanta,שבעים
793,achtzig::NUM,vuitanta,שמונים
794,neunzig::NUM,noranta,תשעים
795,hundert::NUM,cent,מאה
796,tausend::NUM,mil,אלף
797,und::CNJ,i,ו
798,oder::CNJ,o,או
799,stehen::V,estar de peu,עמד
800,sitzen::V,seure,ישב
801,liegen::V,jeure,שכב
802,hängen::V,penjar,היה תלוי
803,werden::V,fer-se,הפך ל
804,werden::V,posar-se,הפך ל
805,passieren::V,succeir,קרה
806,beginnen::V,iniciar-se,התחיל
807,enden::V,acabar-se,הסתים
808,enden::V,terminar-se,הסתים
809,wechseln::V,canviar,השתנה
810,aufgehen[Sonne]::V,sortir,זרח
811,untergehen[Sonne]::V,posar-se,שקע
812,scheinen[Sonne]::V,brillar,בהק
813,donnern::V,tronar,רעם
814,wehen::V,bufar,נשב
815,strömen::V,afluir,זרם
816,fließen::V,fluir,זרם
817,sich drehen::V,girar,הסתובב
818,schwanken::V,vacil·lar,התנודד
819,schwingen::V,oscil·lar,התנענע
820,fallen::V,caure,נפל
821,fallen::V,tombar,נפל
822,brennen::V,cremar,בער
823,rauchen::V,fumejar,עשן
824,regnen::V,ploure,ירד גשם
825,gefrieren::V,gelar-se,קפא
826,tauen::V,fondre's,נמס
827,schmelzen::V,fondre's,התיך
