,Concept_ID,vep,kk
204,Fliege::N,kärbhaine,шыбын
205,Schmetterling::N,lipkaine,көбелек
206,Beere::N,marj,жидек
207,Apfel::N,jablok,алма
208,Pilz::N,sen',қозықұйрық
209,Pilz::N,sen',саңыраукулақ
210,Pilz::N,babuk,қозықұйрық
211,Pilz::N,babuk,саңыраукулақ
212,Zwiebel::N,lauk,жуа
213,Saat::N,semned,тұқым
214,Korn::N,jüvä,дән
215,Korn::N,vill',дән
216,Heu::N,hein,шөп
217,Schale::N,kor',қабық
218,Schale::N,kor',қабығы
219,Grube::N,kop,ор
220,Falle::N,rida,дұзақ
221,Falle::N,rida,қақпан
222,Schlinge::N,rihm,ілмек
223,Spur::N,jäl'g,із
224,Asche::N,tuhk,күл
225,Dreck::N,redu,былғаныш
226,Dreck::N,pačak,былғаныш
227,Eisen::N,raud,темір
228,Gold::N,kuld,алтын
229,Silber::N,hobed,күміс
230,Kohle::N,hil',көмір
231,Glas::N,stökol,шыны
232,Lehm::N,savi,балшық
233,Sand::N,lete,құм
234,Mensch::N,mez',адам
235,Mensch::N,ristit,адам
236,Mann::N,mez',еркек
237,Mann::N,mez',ер адам
238,Frau::N,naine,бике
239,Frau::N,naine,қатын
240,Kind::N,laps',бала
241,Kind::N,laps',перзент
242,Junge::N,poig,бала
243,Junge::N,poig,ер бала
244,Junge::N,prihaine,бала
245,Junge::N,prihaine,ер бала
246,Mädchen::N,neičukaine,қыз
247,Familie::N,kanz,жанұя
248,Familie::N,pereh,жанұя
249,Großvater::N,ded,ата
250,Großmutter::N,bab,әже
251,Großmutter::N,bab,әжей
252,Eltern::N,vanhembad,ата-аналар
253,Eltern::N,kazvatajad,ата-аналар
254,Vater::N,tat,әке
255,Mutter::N,mam,ана
256,Sohn::N,poig,ұл
257,Tochter::N,tütär,қызым
258,Bruder::N,veik,бауырым
259,Bruder::N,vell',бауырым
260,Schwester::N,čiža,әпке
261,Schwester::N,sizar,әпке
262,Onkel::N,däd',көке
263,Tante::N,tädi,тәте
264,Ehemann::N,mužik,ер
265,Ehefrau::N,ak,зайып
266,Freude::N,ilo,қуаныш
267,Freude::N,ilo,сүйініш
268,Freude::N,ilo,шат-думан
269,Freude::N,ilo,қуаныштылық
270,Freude::N,ihastuz,қуаныш
271,Freude::N,ihastuz,сүйініш
272,Freude::N,ihastuz,шат-думан
273,Freude::N,ihastuz,қуаныштылық
274,Gelächter::N,nagr,күлу
275,Glück::N,oza,бақыт
276,Glück::N,oza,бақыттылық
277,Kummer::N,gor'a,аза
278,Kummer::N,gor'a,қайғы
279,Kummer::N,gor'a,қасырет
280,Wunsch::N,taht,мүдде
281,Lust::N,himo,тәбет
282,Lust::N,himo,ынтызар
283,Lust::N,himo,құштарлық
284,Geist::N,heng,рух
285,Gedanke::N,meletuz,ой
286,Gedächtnis::N,mušt,ес
287,Gedächtnis::N,mušt,жады
288,Gedächtnis::N,mušt,ақыл-ес
289,Verstand::N,mel',ақыл
290,Verstand::N,mel',парасат
291,Sinn::N,jüvä,мән
292,Sinn::N,jüvä,маныз
293,Sinn::N,jüvä,мағына
294,Sinn::N,jüvä,мән-мағына
295,Grund::N,sü,себеп
296,Wahrheit::N,tozi,рас
297,Gespräch::N,lodu,әңгіме
298,Gespräch::N,pagin,әңгіме
299,Märchen::N,sarn,ертеп
300,Märchen::N,sarn,ертек
301,Erzählung::N,sanutez,әңгіме
302,Nachricht::N,tedotuz,хабар
303,Neuigkeit::N,uzištuz,жаңалық
304,Name::N,nimi,ат
305,Name::N,nimi,атау
306,Rätsel::N,ozoitez,жұмбақ
307,Rede::N,pagin,сөз
308,Rede::N,sanad,сөз
309,Sprache::N,kel',тіл
310,Stimme::N,än',үн
311,Stimme::N,än',әуен
312,Stimme::N,än',дауыс
313,Wort::N,sana,сөз
314,Zeichen::N,znam,ишара
315,Ruf::N,kida,айғай
316,Ruf::N,kucund,айғай
317,Lärm::N,judu,айғай-шу
318,Lärm::N,judu,айғай-ұйғай
319,Laut::N,kulund,дыбыс
320,Laut::N,kulund,дауыс
321,Ton::N,kulund,әуен
322,Lied::N,pajo,ән
323,Lied::N,pajo,жыр
324,Lied::N,pajo,ән-жыр
325,Ruhe::N,lebu,тыныштық
326,Leute::N,rahvaz,кісілер
327,Volk::N,rahvaz,халық
328,Arbeit::N,tö,еңбек
329,Arbeit::N,rad,еңбек
330,Gast::N,adiv,қонақ
331,Gast::N,adiv,мейман
332,Geschenk::N,lahj,қадия
333,Spiel::N,vänd,ойын
334,Gesellschaft::N,sebr,қауым
335,Gesellschaft::N,sebr,жұртшылық
336,Hilfe::N,abu,жэрдем
337,Freund::N,sebranik,дос
338,Kamerad::N,sebranik,дос-жар
339,Angelegenheit::N,azj,жұмыс
340,Anzahl::N,lugu,сан
341,Anzahl::N,lugu,саны
342,Art::N,rod,түр
343,Art::N,rodsugu,түр
344,Stück::N,pala,тілім
345,Stück::N,supal,тілім
346,Teil::N,pala,үлес
347,Teil::N,pala,бөлшек
348,Hälfte::N,pol',жарты
349,Kreis::N,ümbruz,шеңбер
350,Kreis::N,kehkruz,шеңбер
351,Kreuz::N,rist,крест
352,Linie::N,pird,сызық
353,Strich::N,pird,сызық
354,Abstand::N,keskust,ара
355,Abstand::N,keskust,аралық
356,Entfernung::N,matk,аралық
357,Gegend::N,taho,өңір
358,Platz::N,avaruz',орны
359,Ort::N,koht,орын
360,Seite::N,pol',жақ
361,Seite::N,pol',бүйір
362,Seite::N,kül'g,жақ
363,Seite::N,kül'g,бүйір
364,Mitte::N,kesk,ортасы
365,Gegenstand::N,kalu,зат
366,Gegenstand::N,kalu,нәрсе
367,Sache::N,azj,бұйым
368,Rand::N,röun,шет
369,Rand::N,röun,шеті
370,Kante::N,röun,қыр
371,Kante::N,röun,қыры
372,Ecke::N,saum,қыры
373,Ecke::N,saum,бұрыш
374,Spitze::N,agjaine,ұшы
375,Ende::N,agj,аяқ
376,Ende::N,agj,соңы
377,Loch::N,reig,тесік
378,Winkel::N,čoga,мүйіс
379,Winkel::N,saum,мүйіс
380,Muster::N,kirjam,мәнер
381,Größe::N,suruz',ауқым
382,Größe::N,suruz',көлемдік
383,Länge::N,piduz,бой
384,Länge::N,piduz,ұзындық
385,Höhe::N,korktuz',жоғарылық
386,Höhe::N,korktuz',биіктік
387,Gewicht::N,jügu,салмақ
388,Gewicht::N,vedäduz,салмақ
389,Menge::N,äjüz',мөлшер
390,Haufen::N,kogo,үйме
391,Haufen::N,kogo,үйінді
392,Reihe::N,rivi,сап
393,Boot::N,veneh,қайық
394,Ruder::N,air,ескек
395,Schlitten::N,regi,шана
396,Schlitten::N,regut,шана
397,Ski::N,suks',шаңғы
398,Lagerfeuer::N,nodj,алау
399,Lagerfeuer::N,pažag,алау
400,Last::N,jüguz,ауырлық
401,Last::N,jüguz,ауыр зат
402,Gang::N,astund,жүріс
403,Schritt::N,hašk,адым
404,Norden::N,pohjoine,солтүстік
405,Norden::N,pohjoine,терістік
406,Süden::N,suvi,оңтүстік
407,Westen::N,päivlaskm,батыс
408,Osten::N,päivnouzm,күншығыс
409,Holz::N,pu,ағаш
410,Holz::N,pu,сүрек
411,Brett::N,laud,тақта
412,Platte::N,keitim,тақта
413,Stütze::N,tugi,тіреу
414,Stange::N,arz',қада
415,Stock::N,kalu,сойыл
416,Stab::N,seibaz,сырық
417,Rohr::N,torv,құбыр
418,Haus::N,pert',үй
419,Heim::N,kodi,үйлі
420,Heim::N,kodi,шаңырақ
421,Ofen::N,päč,ошақ
422,Ofen::N,päč,пеш
423,Fußboden::N,lava,еден
424,Tisch::N,laud,үстел
425,Tisch::N,stal'c,үстел
426,Stuhl::N,ištim,орындық
427,Wiege::N,kätte,бесік
428,Bett::N,sija,кереует
429,Bett::N,magaduzsija,кереует
430,Regal::N,palič,сөре
431,Kiste::N,mülütim,жәшік
432,Fenster::N,ikun,терезе
433,Tür::N,uks',есік
434,Tor::N,verai,дарбаза
435,Zaun::N,aid,дуал
436,Dach::N,katuz,шатыр
437,Leiter::N,pordhad,саты
438,Leiter::N,pordhad,басқыш
439,Besen::N,lud,сыпырғыш
440,Besen::N,vast,сыпырғыш
441,Spaten::N,labid,күрек
442,Schaufel::N,labid,қалақ
443,Gabel::N,hangoine,аша
444,Gabel::N,hangoine,шанышқы
445,Löffel::N,luzik,қасық
446,Messer::N,veič,пышақ
447,Nagel::N,nagl,мық
448,Nagel::N,nagl,шеге
449,Netz::N,verk,керегекөз
450,Haken::N,kouk,ілмек
451,Griff::N,kägä,сап
452,Griff::N,kägä,тұтқа
453,Griff::N,varz',сап
454,Griff::N,varz',тұтқа
455,Schloss::N,lukkol,құлып
456,Schloss::N,lukkol,бекіткіш
457,Bild::N,kuva,сурет
458,Figur::N,figur,тұлға
459,Puppe::N,tätüine,қуыршақ
460,Beutel::N,havad,қапшық
461,Bündel::N,toppaz,байлам
462,Bündel::N,käč,байлам
463,Tasche::N,sumk,дорба
464,Eimer::N,vädr,шелек
465,Deckel::N,katuz,жапқыш
466,Geschirr::N,astii,ыдыс
467,Sack::N,havad,қап
468,Tasse::N,čašk,шыныаяқ
469,Topf::N,pada,кәстрөл
470,Kessel::N,katil,қазан
471,Essen::N,sönd,ас
472,Nahrung::N,söm,ас
473,Nahrung::N,söm,тамақ
474,Speise::N,sömine,тағам
475,Fleisch::N,liha,ет
476,Getreide::N,vill',дәнді
477,Brei::N,pudr,ботқа
478,Brot::N,leib,күлше
479,Scheibe::N,bibaleh,тілім
480,Scheibe::N,šlik,тілім
481,Fett::N,razv,май
482,Butter::N,voi,май
483,Öl::N,voi,май
484,Salz::N,sol,тұз
485,Suppe::N,lem',көже
486,Suppe::N,keitoz,көже
487,Honig::N,mezi,бал
488,Milch::N,maid,сүт
489,Tee::N,čai,шай
490,Leder::N,nahk,көн
491,Wolle::N,vill,жүн
492,Stoff::N,kangaz,мата
493,Stoff::N,kangaz,кездеме
494,Nadel::N,negl,ине
495,Faden::N,nit',жіп
496,Knopf::N,nübl',түйме
497,Knoten::N,sol'm,түйін
498,Farbe::N,muju,рең
499,Kleidung::N,sobad,киім
500,Hemd::N,paid,жейде
501,Kragen::N,kagluz,жаға
502,Ärmel::N,hijam,жең
503,Hose::N,štanad,шалбар
504,Gürtel::N,vö,белбеу
505,Mütze::N,šapuk,қалпақ
506,Schuh::N,keng',кебіс
507,Stiefel::N,sapug,етік
508,Ring::N,rengaz,жүзік
509,Band::N,lentaine,таспа
510,Kamm::N,suga,тарақ
511,Spiegel::N,zerkol,айна
512,Riemen::N,vö,қайыс
513,Schnur::N,nor,жіп
514,Leine::N,talutimnor,тізгін
515,Decke::N,sijakatuz,көрпе
516,Kissen::N,pöluz,жастық
517,Tuch::N,paik,орамал
518,Handtuch::N,käzipaik,сүлгі
519,Kraft::N,vägi,қуат
520,Kraft::N,vägi,қарқын
521,Kraft::N,vägi,әл-шама
522,Kraft::N,vägi,әл-дәрмен
523,Stärke::N,vahvuz',әл
524,Stärke::N,vahvuz',күш
525,Gesundheit::N,tervhuz,денсаулык
526,Krankheit::N,läžund,ауру
527,Schmerz::N,kibu,ауру
528,Wunde::N,čapatez,зақым
529,Wunde::N,čapatez,жарақат
530,Fieber::N,säru,безгек
531,Fieber::N,säru,қалтырау
532,Fieber::N,säru,қызу көтерілуі
533,Arznei::N,zel'l',дәрі
534,Arznei::N,zel'l',дәрі-дәрмек
535,Brücke::N,sild,көпір
536,Brunnen::N,kaiv,құдық
537,Weide::N,omaluine,өріс
538,Weide::N,omaluine,жайылым
539,Pfad::N,tehut,жол
540,Weg::N,te,жол
541,Straße::N,te,жол
542,Dorf::N,külä,ауыл
543,Stadt::N,lidn,қала
544,Stadt::N,lidn,шаһар
545,Brief::N,kirjeine,хат
546,Brief::N,kirjeine,жазу
547,Buch::N,kirj,кітап
548,Buchstabe::N,kirjam,әріп
549,Buchstabe::N,kirjam,қаріп
550,Zeitung::N,lehtez,газет
551,Leben::N,elo,өмір
552,Leben::N,elo,тіршілік
553,Tod::N,surm,опат
554,Grab::N,kaum,мола
555,Grab::N,kaum,мазар
556,Kirche::N,jumalanpert',шіркеу
557,Sünde::N,grähk,күнә
558,Gott::N,jumal,алла
559,Gott::N,jumal,құдай
560,Gott::N,jumal,тәңірі
561,Gott::N,jumal,пәруардігер
562,Gott::N,jumal,жаратқан тәңірі
563,Arbeiter::N,radnik,жүмысшы
564,Chef::N,pämez',басшы
565,Chef::N,pämez',жұмыс басқарушысы
566,Meister::N,mastar,шебер
567,Meister::N,mastar,өнерпаз
568,Arzt::N,lekar',дәрігер
569,Lehrer::N,opendai,мұғалім
570,Geld::N,rahad,пұл
571,Geschäft::N,biznes,бизнес
572,Laden::N,lauk,дүкен
573,Preis::N,arv,ақы
574,Preis::N,arv,құны
575,Preis::N,arv,нарық
576,Ware::N,tavar,тауар
577,Nutzen::N,liža,пайда
578,Reichtum::N,kodielo,бақ-дәулет
579,Reichtum::N,kal'huz',бақ-дәулет
580,Welt::N,mail'm,әлем
581,Welt::N,mail'm,жиһан
582,Land::N,ma,аймақ
583,Staat::N,valdkund,мемлекет
584,König::N,kunigaz,патша
585,Macht::N,vald,өкімет
586,Macht::N,vald,қожалық
587,Grenze::N,röun,шек
588,Krieg::N,soda,соғыс
589,Feind::N,vihanik,жау
590,Feind::N,vihanik,дұшпан
591,Feind::N,vastustai,жау
592,Feind::N,vastustai,дұшпан
593,Gewalt::N,vägivald,зорлык
594,Gewalt::N,vägivald,зорлық-зомбылык
595,Kampf::N,tora,күрес
596,Kampf::N,tora,алыспақ
597,Bogen[Waffe]::N,taug,саржа
598,Pfeil::N,nol,жебе
599,Gewehr::N,oružj,қару
600,Fehler::N,viga,әбес
601,Fehler::N,viga,қаталық
602,Lüge::N,kelastuz,өтірік
603,Schaden::N,pahuz',зиян
604,Schaden::N,pahuz',зарар
605,Unglück::N,bed,пәле
606,Unglück::N,bed,қасырет
607,Unglück::N,bed,ауыртпалық
608,Unglück::N,gor'a,пәле
609,Unglück::N,gor'a,қасырет
610,Unglück::N,gor'a,ауыртпалық
611,Schuld::N,värhuz',айыптылық
612,Alter::N,igä,жас
613,Alter::N,igä,жас шамасы
614,Schluss::N,lop,ада
615,Schluss::N,lop,бітуі
616,Zeit::N,aig,уақыт
617,Tag::N,päiv,күн
618,Morgen::N,homendez,таң
619,Morgen::N,homendez,таңертең
620,Mittag::N,keskpäiv,талтүс
621,Abend::N,eht,кеш
622,Nacht::N,ö,түн
623,Woche::N,nedal',апта
624,Monat::N,ku,ай
625,Jahr::N,voz',жыл
626,Frühling::N,keväz',көктем
627,Sommer::N,keza,жаз
628,Herbst::N,sügüz',күз
629,Winter::N,tal'v,қыс
630,Januar::N,viluku,каңтар
631,Februar::N,uhoku,ақпан
632,März::N,keväz'ku,наурыз
633,April::N,sulaku,сәуір
634,Mai::N,semendku,мамыр
635,Juni::N,kezaku,маусым
636,Juli::N,heinku,шілде
637,August::N,eloku,сүмбіле
638,August::N,eloku,тамыз
639,September::N,sügüz'ku,қыркүйек
640,Oktober::N,reduku,ақырап
641,November::N,kül'mku,қараша
642,Dezember::N,tal'vku,желтоқсан
643,Montag::N,ezmärg,дүйсенбі
644,Dienstag::N,tožnarg,сейсенбі
645,Mittwoch::N,koumanz'päiv,сәрсенбі
646,Donnerstag::N,nellänz'päiv,бейсенбі
647,Freitag::N,pätnič,жұма
648,Freitag::N,videnz'päiv,жұма
649,Samstag::N,sobat,сенбі
650,Sonntag::N,pühäpäiv,жексембі
651,groß::A,sur',алпамсадай
652,groß::A,järed,алпамсадай
653,klein::A,pen',кішкене
654,klein::A,pen',қарғадай
655,klein::A,pičuine,кішкене
656,klein::A,pičuine,қарғадай
657,lang::A,pit'k,сопақ
658,lang::A,pit'k,сорайған
659,kurz::A,lühüd,кеспелтек
660,breit::A,leved,айдынды
661,schmal::A,kaid,қысық
662,dicht::A,tihed,жиі
663,dick[Gegenstand]::A,paks,шомбал
664,dünn::A,hoik,жұқа
665,dünn::A,hoik,жіңішке
666,fein::A,hen,қаңылтақ
667,fest::A,luja,берік
668,fest::A,luja,мызғымас
669,fest::A,ninev,берік
670,fest::A,ninev,мызғымас
671,flach::A,lapak,жалпак
672,glatt::A,siled,типыл
673,hart::A,kova,қатты
674,weich::A,pehmed,жұмсақ
675,rund::A,kehker,домалақ
676,spitz::A,nügu,үшкір
677,spitz::A,terav,үшкір
678,scharf::A,terav,сүйрік
679,stumpf::A,tül'c,доғал
680,stumpf::A,tül'c,өтпейтін
681,schwer::A,jüged,салмақты
682,schön::A,čoma,сұлу
683,heiß::A,räk,ыссы
684,warm::A,läm',жылы
685,kalt::A,vilu,аязды
686,kühl::A,raibak,салқын
687,kühl::A,viluhk,салқын
688,frisch::A,lahed,таза
689,frisch::A,lahed,жаңа
690,feucht::A,neps,нам
691,feucht::A,neps,дымқылды
692,feucht::A,toreh,нам
693,feucht::A,toreh,дымқылды
694,nass::A,märg,сулы
695,trocken::A,kuiv,құрғақ
696,voll::A,täuz',толы
697,leer::A,joudai,бос
698,offen::A,avoin,ашып қойылған
699,offen::A,avol'jaine,ашып қойылған
700,geschlossen::A,saubaline,жабулы
701,sauber::A,puhtaz,дақсыз
702,sauber::A,puhtaz,мұнтаздай
703,schmutzig::A,redukaz,айғыз
704,schmutzig::A,redukaz,сатпақ
705,schmutzig::A,redukaz,сатал-сатал
706,roh::A,rohk,шикі
707,roh::A,toreh,шикі
708,reif::A,küps,піскен
709,lecker::A,magukaz,дәмді
710,süß::A,maged,тәтті
711,bitter::A,karged,ащы
712,sauer::A,muiged,қышқыл
713,hell::A,kirkas,жарық
714,hell::A,kirkas,жарқын
715,hell::A,valgei,жарық
716,hell::A,valgei,жарқын
717,dunkel::A,pimed,қараңғы
718,schwarz::A,must,қара
719,weiß::A,vauged,ақ
720,rot::A,rusked,қызыл
721,gelb::A,pakuine,сары
722,blau::A,sinine,көк
723,grün::A,vihand,жасыл
724,grau::A,hahk,бозамық
725,bunt::A,kirjav,алабажак
726,billig::A,odav,арзан
727,teuer::A,kalliž,бағалы
728,wertvoll::A,arvokas,құнды
729,wertvoll::A,arvokas,қымбат
730,blind::A,soged,көзсіз
731,blind::A,soged,көр
732,blind::A,soged,көр_соқыр
733,taub::A,kurdiž,керең
734,taub::A,kurdiž,саңырау
735,kräftig::A,vägev,қуатты
736,kräftig::A,vägev,қарымды
737,stark::A,vahv,білекті
738,stark::A,vägekaz,білекті
739,schwach::A,väll',әлсіз
740,schwach::A,väll',күшсіз
741,schwach::A,väll',қайратсыз
742,fett::A,razvakaz,семіз
743,schlank::A,kapos,ашаң
744,hübsch::A,čoma,ажарлы
745,hübsch::A,čoma,шырайлы
746,böse::A,äred,өш
747,böse::A,äred,сұм
748,böse::A,äred,жауыз
749,böse::A,käred,өш
750,böse::A,käred,сұм
751,böse::A,käred,жауыз
752,dumm::A,el'getoi,көкми
753,dumm::A,el'getoi,ақымақ
754,dumm::A,el'getoi,миы жоқ
755,faul::A,lašk,жалқау
756,faul::A,lašk,еріншек
757,fleißig::A,radonnavedii,ұқыпты
758,geizig::A,ažlak,сараң
759,klug::A,melev,жетік
760,klug::A,melev,ақылды
761,klug::A,melekaz,жетік
762,klug::A,melekaz,ақылды
763,geschickt::A,mahtokaz,шебер
764,lieb::A,izo,абзал
765,lieb::A,izo,айналайын
766,lieb::A,sula,абзал
767,lieb::A,sula,айналайын
768,lustig::A,ilokaz,көңілді
769,sanft::A,laskav,жуас
770,hungrig::A,näl'ghine,аш
771,krank::A,läžui,кеселді
772,nackt::A,alastoi,жалаңаш
773,traurig::A,opalahine,қапа
774,lebendig::A,eläb,тірі
775,lebendig::A,eläb,жанды
776,gut::A,hüvä,жақсы
777,schlecht::A,huba,жаман
778,richtig::A,oiged,дұрыс
779,schlimm::A,paha,жаман
780,wahr::A,todesine,нағыз
781,alt::A,vanh,ескі
782,neu::A,uz',жаңа
783,ehemalig::A,edeline,өткен
784,ehemalig::A,edeline,бұрынғы
785,alt[Lebewesen]::A,ravaz,кексе
786,jung::A,nor',науша
787,arm::A,gol'l',кедей
788,arm::A,gol'l',дәулетсіз
789,reich::A,elokaz,малды
790,bekannt::A,tutab,таныс
791,bekannt::A,tutab,көзтаныс
792,berühmt::A,tetab,атақты
793,fremd::A,veraz,бөтен
794,verschieden::A,erazvuitte,түрлі
795,nah::A,läheline,жуық
796,nah::A,läheline,етене
797,fern::A,edahaine,алыс
798,fern::A,edahaine,алыстағы
799,linker::A,hura,сол
800,linker::A,hura,солшыл
801,rechter::A,oiged,оң
802,anderer::A,toine,өзге
803,anderer::A,toine,былайғы
804,erster::A,ezmäine,алғашқы
805,zweiter::A,toine,екінші
806,dritter::A,koumanz',үшінші
