,Concept_ID,mrj,hr
79,Erde::N,свет,zemlja
80,Staub::N,пырак,prah
81,Staub::N,пырак,prašina
82,Rauch::N,шӹкш,dim
83,Funke::N,ип,iskra
84,Funke::N,ип,varnica
85,Funke::N,тылип,iskra
86,Funke::N,тылип,varnica
87,Feuer::N,тыл,vatra
88,Licht::N,соты,svjetlo
89,Licht::N,валгыды,svjetlo
90,Schatten::N,ӹмӹл,hlad
91,Schatten::N,ӹмӹл,sjena
92,Wetter::N,игечӹ,vrijeme
93,Nebel::N,тӹтӹрӓ,magla
94,Wolke::N,пӹл,oblak
95,Regen::N,юр,kiša
96,Schnee::N,лым,snijeg
97,Eis::N,и,led
98,Frost::N,ӱштӹ,mraz
99,Kälte::N,ӱштӹ,studen
100,Kälte::N,ӱштӹ,hladnoća
101,Hitze::N,шокшы,vrućina
102,Raureif::N,пöрш,inje
103,Regenbogen::N,шанавӹл,duga
104,Donner::N,хӹдӹртӹш,grom
105,Donner::N,хӹдӹртӹш,grmljavina
106,Strömung::N,йогы,struja
107,Strömung::N,йогы,strujanje
108,Tropfen::N,капльы,kap
109,Tropfen::N,капльы,kaplja
110,Tropfen::N,капльык,kap
111,Tropfen::N,капльык,kaplja
112,Schaum::N,шонг,pjena
113,Schmutz::N,лявӹрӓ,nečistoća
114,Schmutz::N,лявӹрӓ,prljavština
115,See::N,йӓр,jezero
116,Sumpf::N,лӱкӹ,bara
117,Moor::N,куп,močvara
118,Wiese::N,алык,livada
119,Wald::N,шӹргӹ,šuma
120,Hügel::N,пӱгӹрикӓ,brijeg
121,Hügel::N,пӱгӹрикӓ,brežuljak
122,Anhöhe::N,кӱкшикӓ,uzvišica
123,Berg::N,кырык,brdo
124,Gipfel::N,неркӓ,vrh
125,Höhle::N,ы́раж,pećina
126,Höhle::N,ы́раж,spilja
127,Abhang::N,полом,obronak
128,Abhang::N,полом,nizbrdica
129,Quelle::N,вӹдсӹнзӓ,izvor
130,Quelle::N,вӹдсӹнзӓ,vrelo
131,Bach::N,ӓнгӹр,potok
132,Fluss::N,вӹд,rijeka
133,Ufer::N,сир,obala
134,Küste::N,сир,obala
135,Küste::N,сир,morska obala
136,Festland::N,мӱлӓндӹ,kopno
137,Meer::N,тангыж,more
138,Bucht::N,вӹдъял,zaliv
139,Insel::N,острок,ada
140,Insel::N,острок,otok
141,Blume::N,пеледӹш,cvijet
142,Gras::N,шуды,trava
143,Wurzel::N,важ,korijen
144,Baum::N,пушӓнгӹ,drvo
145,Baum::N,пушӓнгӹ,stablo
146,Stamm::N,пушӓнгӹ тӹнг,deblo
147,Stamm::N,пушӓнгӹ тӹнг,stablo
148,Rinde::N,каргыж,kora
149,Ast::N,укш,grana
150,Zweig::N,укш,grana
151,Blatt::N,листӹ,list
152,Birke::N,куги,breza
153,Kiefer[Baum]::N,йӓктӹ,bor
154,Weide[Baum]::N,уа,iva
155,Weide[Baum]::N,уа,vŕba
156,Tanne::N,кож,jela
157,Horn::N,шур,rog
158,Feder::N,пын,pero
159,Fell::N,кавашты,koža
160,Flügel::N,шылдыр,krilo
161,Klaue::N,кӹч,papak
162,Kralle::N,лапа,pandža
163,Schwanz::N,пач,rep
164,Ei::N,мыны,jaje
165,Nest::N,пӹжӓш,gnijezdo
166,Bau::N,ыраж,jazbina
167,Tier::N,во́льык,životinja
168,Herde::N,кӹтö,krdo
169,Herde::N,кӹтö,stado
170,Kuh::N,ышкал,krava
171,Bulle::N,ӱшкӱж,bik
172,Pferd::N,имни,konj
173,Schaf::N,шарык,ovca
174,Schwein::N,сасна,svinja
175,Hund::N,пи,pas
176,Hund::N,пи,pseto
177,Katze::N,коти,mačka
178,Bär::N,мöскӓ,medvjed
179,Eichhörnchen::N,ур,vjeverica
180,Elch::N,шарды,los
181,Fuchs::N,рӹвӹж,lisica
182,Hase::N,морен,zec
183,Maus::N,каля,miš
184,Wolf::N,пирӹ,vuk
185,Wolf::N,пирӹ,kurjak
186,Vogel::N,кек,ptica
187,Schwarm::N,цуца,roj
188,Schwarm::N,цуца,jato
189,Huhn::N,цӹвӹ,kokoš
190,Hahn::N,ӓптӓн,kokot
191,Hahn::N,ӓптӓн,pijevac
192,Gans::N,комбы,guska
193,Adler::N,кучкыж,orao
194,Ente::N,лыды,patka
195,Eule::N,тымана,sova
196,Kranich::N,тырня,ždral
197,Kranich::N,тыртня,ždral
198,Krähe::N,лудыгарак,vrana
199,Kuckuck::N,куку,kukavica
200,Schwan::N,йӱксӹ,labud
201,Fisch::N,кол,riba
202,Barsch::N,алангы,grgeč
203,Hecht::N,нуж,štuka
204,Hecht::N,нужгол,štuka
205,Schlange[Tier]::N,кӹшкы,guja
206,Schlange[Tier]::N,кӹшкы,zmija
207,Wurm::N,шукш,crv
208,Spinne::N,ӓнгӹремшӹ,pauk
209,Ameise::N,кыткы,mrav
210,Laus::N,ти,uš
211,Mücke::N,кужнер,komarac
212,Mücke::N,кужынер,komarac
213,Fliege::N,шӹнгӓ,muha
214,Schmetterling::N,лӹпӹ,leptir
215,Beere::N,мöр,boba
216,Beere::N,мöр,bobica
217,Apfel::N,олма,jabuka
218,Pilz::N,понгы,pečurka
219,Zwiebel::N,охыра,luk
220,Zwiebel::N,охыра,kapula
221,Saat::N,нӱшмӹ,sjemenje
222,Saat::N,нӱшмӱ,sjemenje
223,Korn::N,пӹрцӹ,zrno
224,Heu::N,шуды,sijeno
225,Schale::N,аваха,kora
226,Schale::N,аваха,ljuska
227,Schale::N,карлангы,kora
228,Schale::N,карлангы,ljuska
229,Grube::N,йӓм,jama
230,Falle::N,лӱдӹ,zamka
231,Falle::N,лӱдӹ,klopka
232,Falle::N,лӱдӹш,zamka
233,Falle::N,лӱдӹш,klopka
234,Schlinge::N,онгы,uzao
235,Schlinge::N,онгы,petlja
236,Spur::N,кишӓ,trag
237,Spur::N,кишӓ,slijed
238,Asche::N,ломых,pepeo
239,Asche::N,ломпыж,pepeo
240,Dreck::N,лявӹрӓ,blato
241,Eisen::N,кӹртни,željezo
242,Gold::N,шöртни,zlato
243,Gold::N,шöртньӹ,zlato
244,Silber::N,ши,srebro
245,Kohle::N,шӱ,ugalj
246,Kohle::N,шӱ,ugljen
247,Glas::N,охоница,staklo
248,Lehm::N,шун,glina
249,Lehm::N,шун,ilovača
250,Sand::N,ошма,pijesak
251,Mensch::N,эдем,čovjek
252,Mann::N,пӱэргӹ,muškarac
253,Frau::N,ӹдӹрӓмӓш,žena
254,Kind::N,ӓзӓ,čedo
255,Kind::N,ӓзӓ,dijete
256,Kind::N,шачшы,čedo
257,Kind::N,шачшы,dijete
258,Junge::N,рвезӹ,momče
259,Junge::N,рвезӹ,dječak
260,Junge::N,ӹрвезӹ,momče
261,Junge::N,ӹрвезӹ,dječak
262,Mädchen::N,ӹдӹрӓш,djevojka
263,Mädchen::N,ӹдӹрӓш,djevojčica
264,Familie::N,йиш,obitelj
265,Familie::N,йиш,porodica
266,Familie::N,семня,obitelj
267,Familie::N,семня,porodica
268,Großvater::N,тьоти,djed
269,Großmutter::N,папа,baka
270,Eltern::N,ӓтя-ӓвӓ,roditelji
271,Vater::N,ӓтя,otac
272,Mutter::N,ӓвӓ,majka
273,Sohn::N,эргӹ,sin
274,Tochter::N,ӹдӹр,kći
275,Tochter::N,ӹдӹр,kćerka
276,Bruder::N,ӹза,brat
277,Schwester::N,ӓкӓ,sestra
278,Onkel::N,кугуза,čika
279,Onkel::N,кугуза,ujak
280,Tante::N,куака,ujna
281,Tante::N,куака,tetka
282,Ehemann::N,мары,muž
283,Ehemann::N,мары,suprug
284,Ehefrau::N,вӓтӹ,žena
285,Ehefrau::N,вӓтӹ,supruga
286,Freude::N,ӹвӹртӹмӓш,radost
287,Gelächter::N,ваштылмаш,grohot
288,Glück::N,пиӓл,sreća
289,Kummer::N,ясы,jad
290,Kummer::N,ясы,briga
291,Wunsch::N,охата,želja
292,Wunsch::N,шанымаш,želja
293,Lust::N,шӓр,volja
294,Lust::N,охата,volja
295,Lust::N,шанымаш,volja
296,Geist::N,тух,duh
297,Gedanke::N,шанымаш,misao
298,Gedächtnis::N,ӓш,pamćenje
299,Verstand::N,ыш,um
300,Verstand::N,ыш,razum
301,Sinn::N,кын,smisao
302,Sinn::N,кын,značenje
303,Grund::N,вир,razlog
304,Wahrheit::N,тöр,istina
305,Gespräch::N,хытырымаш,razgovor
306,Märchen::N,ямак,bajka
307,Erzählung::N,шайыштмаш,priča
308,Erzählung::N,шайыштмаш,pripovijest
309,Nachricht::N,увертӓрӹмӓш,vijest
310,Neuigkeit::N,увер,novost
311,Name::N,лӹм,ime
312,Rätsel::N,тышты,zagonetka
313,Rede::N,шая,govor
314,Rede::N,шая,besjeda
315,Rede::N,шамак,govor
316,Rede::N,шамак,besjeda
317,Sprache::N,йӹлмӹ,jezik
318,Stimme::N,юк,glas
319,Wort::N,шамак,riječ
320,Zeichen::N,палӹ,znak
321,Ruf::N,сӹгӹрӹмӓш,povik
322,Ruf::N,сӹгӹрӹмӓш,poklik
323,Lärm::N,юкланымащ,buka
324,Lärm::N,юкланымащ,galama
325,Laut::N,юк,zvuk
326,Ton::N,юк,ton
327,Lied::N,мыры,pjesma
328,Ruhe::N,тыр,tišina
329,Ruhe::N,тыр,počinak
330,Leute::N,эдемвлӓ,ljudi
331,Volk::N,халык,puk
332,Volk::N,халык,narod
333,Arbeit::N,пӓшӓ,rad
334,Arbeit::N,пӓшӓ,posao
335,Gast::N,хына,gost
336,Geschenk::N,подарка,dar
337,Geschenk::N,подарка,poklon
338,Spiel::N,мадыш,igra
339,Gesellschaft::N,йӓл,društvo
340,Gesellschaft::N,йӓл,kompanija
341,Gesellschaft::N,йӓлвлӓ,društvo
342,Gesellschaft::N,йӓлвлӓ,kompanija
343,Hilfe::N,палшык,pomoć
344,Freund::N,тӓнг,prijatelj
345,Kamerad::N,тос,drug
346,Kamerad::N,тос,drugar
347,Angelegenheit::N,дела,posao
348,Angelegenheit::N,йела,posao
349,Angelegenheit::N,йыла,posao
350,Angelegenheit::N,пӓшӓ,posao
351,Anzahl::N,шот,broj
352,Anzahl::N,шот,brojnost
353,Art::N,цӹре,vid
354,Art::N,цӹре,vrst
355,Stück::N,лаштык,komad
356,Teil::N,пай,dio
357,Teil::N,часть,dio
358,Hälfte::N,пел,polovina
359,Kreis::N,тӹртӹш,krug
360,Kreuz::N,крестӹ,križ
361,Abstand::N,ло,razmak
362,Abstand::N,ло,odstojanje
363,Entfernung::N,ло,udaljenost
364,Gegend::N,вӓр,kraj
365,Gegend::N,вӓр,predeo
366,Platz::N,вӓр,mjesto
367,Ort::N,вӓр,mjesto
368,Seite::N,öрдӹж,bok
369,Seite::N,öрдӹж,strana
370,Mitte::N,ло,sredina
371,Gegenstand::N,хӓдӹр,predmet
372,Sache::N,хӓдӹр,posao
373,Rand::N,шöр,rub
374,Rand::N,шöр,kraj
375,Kante::N,шöр,brid
376,Kante::N,шöр,ivica
377,Ecke::N,лык,ugao
378,Spitze::N,вуй,vrh
379,Spitze::N,вуй,šiljak
380,Ende::N,вуй,konac
381,Ende::N,мычаш,konac
382,Loch::N,ыраж,rupa
383,Winkel::N,лык,kut
384,Winkel::N,лык,ugao
385,Muster::N,тӹрлец,uzor
386,Größe::N,кӱкшӹц,veličina
387,Länge::N,кыт,duljina
388,Höhe::N,кӱкшӹц,visina
389,Gewicht::N,нелӹц,težina
390,Menge::N,шот,mnoštvo
391,Menge::N,шот,količina
392,Haufen::N,ара,hrpa
393,Haufen::N,ара,gomila
394,Reihe::N,ряд,red
395,Boot::N,пыш,čun
396,Boot::N,пыш,čamac
397,Ruder::N,вешлӓ,veslo
398,Schlitten::N,тир,saone
399,Ski::N,ечӹ,ski
400,Ski::N,ечӹ,smučka
401,Lagerfeuer::N,тыл,logorska vatra
402,Last::N,нелӹц,tovar
403,Gang::N,ход,hod
404,Schritt::N,ашкыл,korak
405,Norden::N,йыдпелвел,sjever
406,Süden::N,кечӹвӓлвел,jug
407,Westen::N,кечӹ шӹцмӹ,zapad
408,Osten::N,ирвел,istok
409,Osten::N,кечӹ лӱлтмӹ,istok
410,Holz::N,пушӓнгӹ,drvo
411,Brett::N,ханга,daska
412,Platte::N,плитӓ,ploča
413,Stütze::N,цӓрӓк,potpora
414,Stange::N,равы,motka
415,Stange::N,намаш,motka
416,Stock::N,панды,štap
417,Stock::N,панды,palica
418,Stab::N,равы,štap
419,Stab::N,равы,šipka
420,Rohr::N,пыч,cijev
421,Haus::N,пöрт,kuća
422,Heim::N,пöрт,dom
423,Ofen::N,камака,peć
424,Fußboden::N,седӹрӓ,pod
425,Tisch::N,стöл,stol
426,Tisch::N,стöл,trpeza
427,Stuhl::N,пöкен,stolac
428,Stuhl::N,пöкен,stolica
429,Wiege::N,шипкӓ,kolijevka
430,Bett::N,койка,krevet
431,Bett::N,койка,postelja
432,Bett::N,кравать,krevet
433,Bett::N,кравать,postelja
434,Regal::N,полицӓ,polica
435,Kiste::N,шӱ́ндӹк,sanduk
436,Fenster::N,окня,prozor
437,Tür::N,амаса,vrata
438,Tor::N,хапка,vrata
439,Tor::N,хапка,kapija
440,Zaun::N,забор,plot
441,Zaun::N,забор,ograda
442,Dach::N,левӓш,krov
443,Leiter::N,ташкалтыш,ljestve
444,Leiter::N,ташкалтыш,ljestvice
445,Besen::N,сало,metla
446,Besen::N,салко,metla
447,Spaten::N,кольмы,ašov
448,Schaufel::N,лоток,lopata
449,Gabel::N,ви́лка,viljuška
450,Löffel::N,савала,žlica
451,Messer::N,кӹзӹ,nož
452,Nagel::N,пыда,čavao
453,Netz::N,вӓпш,mreža
454,Haken::N,крӱк,kuka
455,Haken::N,кагак,kuka
456,Griff::N,кычем,držak
457,Griff::N,кычем,ručica
458,Schloss::N,замок,brava
459,Schloss::N,сыравач,brava
460,Bild::N,картин,slika
461,Figur::N,кӓн,figura
462,Puppe::N,поханя,lutka
463,Beutel::N,мешӓк,kesa
464,Bündel::N,топ,snop
465,Bündel::N,топ,svežanj
466,Bündel::N,пидӹш,snop
467,Bündel::N,пидӹш,svežanj
468,Bündel::N,кӹлдӹш,snop
469,Bündel::N,кӹлдӹш,svežanj
470,Tasche::N,сумкы,torba
471,Tasche::N,сумкы,taška
472,Eimer::N,ведӹрӓ,kabao
473,Deckel::N,комдыш,poklopac
474,Geschirr::N,ӓтӹ,suđe
475,Geschirr::N,ӓтӹ,posuđe
476,Sack::N,мешӓк,džak
477,Sack::N,мешӓк,vreća
478,Tasse::N,цӓшкӓ,šalica
479,Topf::N,ми́ска,lonac
480,Kessel::N,пад,kazan
481,Essen::N,качкыш,obrok
482,Essen::N,качкыш-йӱш,obrok
483,Nahrung::N,качкыш,hrana
484,Nahrung::N,качкыш-йӱш,hrana
485,Speise::N,няня,jelo
486,Fleisch::N,пай,meso
487,Getreide::N,киндӹ,žito
488,Getreide::N,киндӹ,žitarice
489,Brei::N,шӹрӓш,kaša
490,Brot::N,сыкыр,kruh
491,Scheibe::N,ламыт,kriška
492,Scheibe::N,лаштык,kriška
493,Fett::N,кая,mast
494,Fett::N,кая,salo
495,Butter::N,ӱ,buter
496,Butter::N,ӱ,maslac
497,Öl::N,ӱ,ulje
498,Salz::N,санзал,sol
499,Suppe::N,лем,supa
500,Honig::N,мӱ,med
501,Milch::N,шӹшер,mlijeko
502,Tee::N,чӓй,čaj
503,Leder::N,шарга,koža
504,Leder::N,кавашты,koža
505,Wolle::N,миж,vuna
506,Stoff::N,матер,štof
507,Stoff::N,матер,tkanina
508,Stoff::N,матери,štof
509,Stoff::N,матери,tkanina
510,Nadel::N,им,igla
511,Faden::N,шӹртӹ,nit
512,Faden::N,шӹртӹ,konac
513,Knopf::N,полдыш,dugme
514,Knoten::N,пӱкшем,čvor
515,Knoten::N,пӱкшем,uzao
516,Farbe::N,чиӓ,farba
517,Farbe::N,крӓскӓ,farba
518,Kleidung::N,выргем,odjeća
519,Hemd::N,тыгыр,košulja
520,Kragen::N,шӱ,ovratnik
521,Ärmel::N,шокш,rukav
522,Hose::N,ялаш,hlače
523,Gürtel::N,ӹштӹ,pas
524,Gürtel::N,ӹштӹ,pojas
525,Mütze::N,упш,kapa
526,Schuh::N,ту́фльы,cipela
527,Stiefel::N,кем,čizma
528,Ring::N,шӓргӓш,prsten
529,Band::N,лемтӓ,vrpca
530,Kamm::N,шерге,češalj
531,Spiegel::N,тӹгӹр,zrcalo
532,Spiegel::N,тӹгӹр,ogledalo
533,Riemen::N,прӓжӓ,kaiš
534,Riemen::N,прӓжӓ,remen
535,Schnur::N,кӓндӹра,vrpca
536,Leine::N,керем,uzica
537,Decke::N,одеял,ćebe
538,Decke::N,одеял,pokrivač
539,Kissen::N,кӹпцӹк,jastuk
540,Tuch::N,савыц,rubac
541,Tuch::N,савыц,marama
542,Handtuch::N,шӹргӹсавыц,ručnik
543,Handtuch::N,шӹргӹмсавыц,ručnik
544,Kraft::N,ви,snaga
545,Stärke::N,ви,jakost
546,Gesundheit::N,шу,zdravlje
547,Gesundheit::N,шулык,zdravlje
548,Krankheit::N,мыж,bolest
549,Schmerz::N,карштыш,bol
550,Wunde::N,шушыр,rana
551,Fieber::N,ӱштӹмыж,groznica
552,Arznei::N,лекӓрцӹ,lijek
553,Brücke::N,кӹвер,most
554,Brücke::N,кӹвер,ćuprija
555,Brunnen::N,вӹдсӹнзӓ,bunar
556,Brunnen::N,вӹдсӹнзӓ,zdenac
557,Weide::N,ныр,paša
558,Weide::N,ныр,pašnjak
559,Pfad::N,ялгорны,staza
560,Weg::N,корны,put
561,Straße::N,корны,drum
562,Straße::N,корны,cesta
563,Dorf::N,сола,selo
564,Stadt::N,города,grad
565,Stadt::N,города,varoš
566,Brief::N,сирмӓш,list
567,Brief::N,сирмӓш,pismo
568,Buch::N,книгӓ,knjiga
569,Buchstabe::N,буква́,slovo
570,Zeitung::N,газет,novine
571,Zeitung::N,кайзет,novine
572,Leben::N,житя,život
573,Tod::N,смöрт,smrt
574,Grab::N,шӹгер,raka
575,Grab::N,мыгилӓ,raka
576,Grab::N,шӹгерлӓ,raka
577,Kirche::N,церкӹ,crkva
578,Sünde::N,сулык,grijeh
579,Gott::N,йымы,bog
580,Arbeiter::N,пӓшӓзӹ,radnik
581,Chef::N,вуй,šef
582,Meister::N,мастар,majstor
583,Arzt::N,доктор,liječnik
584,Lehrer::N,тымдышы,učitelj
585,Geld::N,окса,novac
586,Geschäft::N,торге́йӹмӓш,posao
587,Geschäft::N,торге́йӹмӓш,trgovina
588,Laden::N,лапка,dućan
589,Laden::N,магазин,dućan
590,Preis::N,ӓк,cijena
591,Ware::N,товар,roba
592,Nutzen::N,пайда,korist
593,Reichtum::N,перке,bogatstvo
594,Welt::N,сӓндӓлӹк,svijet
595,Welt::N,свет,svijet
596,Land::N,сӓндӓлӹк,zemlja
597,Staat::N,кугижӓншӹ,država
598,König::N,король,kralj
599,Macht::N,власть,moć
600,Macht::N,власть,vlast
601,Grenze::N,пӹсмӓн,granica
602,Krieg::N,вырсы,rat
603,Feind::N,тышман,neprijatelj
604,Gewalt::N,ви,sila
605,Gewalt::N,ви,nasilje
606,Kampf::N,кредӓлмӓш,boj
607,Kampf::N,кредӓлмӓш,borba
608,Bogen[Waffe]::N,янгеж,luk
609,Pfeil::N,пикш,strijela
610,Gewehr::N,пичӓл,puška
611,Fehler::N,самынь,pogreška
612,Fehler::N,самынь,griješka
613,Lüge::N,шая,laž
614,Schaden::N,вре́дӓ,šteta
615,Unglück::N,пёда,nesreća
616,Unglück::N,тымаша,nesreća
617,Schuld::N,вуйнамат,krivnja
618,Alter::N,иӓш,dob
619,Alter::N,игечӹ,dob
620,Schluss::N,пӹтӓртӹш,kraj
621,Schluss::N,пӹтӓртӹш,konac
622,Zeit::N,веремӓ,doba
623,Zeit::N,веремӓ,vrijeme
624,Tag::N,кечӹ,dan
625,Morgen::N,ир,jutro
626,Morgen::N,ирок,jutro
627,Mittag::N,кечӹвӓл,podne
628,Abend::N,вады,veče
629,Abend::N,вады,večer
630,Nacht::N,йыд,noć
631,Woche::N,ӓрня,sedmica
632,Monat::N,тӹ́лзӹ,mjesec
633,Jahr::N,год,godina
634,Frühling::N,шошым,proljeće
635,Sommer::N,кӓнгӹж,ljeto
636,Herbst::N,шӹжӹ,jesen
637,Winter::N,тел,zima
638,Winter::N,телӹ,zima
639,Januar::N,январ,januar
640,Januar::N,январ,siječanj
641,Januar::N,январь,januar
642,Januar::N,январь,siječanj
643,Februar::N,февраль,veljača
644,Februar::N,февраль,februar
645,März::N,март,mart
646,März::N,март,ožujak
647,April::N,апрель,april
648,April::N,апрель,travanj
649,Mai::N,май,maj
650,Mai::N,май,svibanj
651,Juni::N,июнь,juni
652,Juni::N,июнь,lipanj
653,Juli::N,июль,juli
654,Juli::N,июль,srpanj
655,August::N,август,august
656,August::N,август,kolovoz
657,September::N,сентябрь,rujan
658,September::N,сентябрь,septembar
659,Oktober::N,октябрь,oktobar
660,Oktober::N,октябрь,listopad
661,November::N,ноябрь,studeni
662,November::N,ноябрь,novembar
663,Dezember::N,декавыр,prosinac
664,Montag::N,шачмы,ponedjeljak
665,Montag::N,шачмы,ponedjeljnik
666,Dienstag::N,кышкыжмы,utorak
667,Dienstag::N,кышкыжмы,utornik
668,Mittwoch::N,вӹрчегӹ,srijeda
669,Donnerstag::N,изӓрня,četvrtak
670,Freitag::N,когарня,petak
671,Samstag::N,кукшыгечӹ,subota
672,Sonntag::N,рушӓрня,nedjelja
673,groß::A,кого,velik
674,klein::A,изи,mali
675,klein::A,изи,malen
676,lang::A,кужы,dug
677,lang::A,кужы,dugačak
678,kurz::A,кӹтӹк,kratak
679,breit::A,кымда,širok
680,schmal::A,ӓнгӹсӹр,uski
681,schmal::A,ӓнгӹсӹр,uzak
682,dicht::A,шӹре,gust
683,dick[Gegenstand]::A,кӹжгӹ,debeo
684,dünn::A,вӹцкӹж,tanak
685,fein::A,пыльга,fin
686,fein::A,пыльга,tanak
687,fest::A,цаткыды,čvrst
688,flach::A,тӓлякӓ,ravan
689,flach::A,тӓлякӓ,plosnat
690,glatt::A,ягылгы,gladak
691,hart::A,пингӹдӹ,tvrd
692,weich::A,пышкыды,mek
693,weich::A,пышкыды,mekan
694,rund::A,тӹртӹш,okrugao
695,spitz::A,кашар,oštar
696,spitz::A,кашар,šiljast
697,scharf::A,кашар,oštar
698,scharf::A,кашар,bridak
699,stumpf::A,нӹшкӹ,tup
700,schwer::A,нелӹ,težak
701,schön::A,цевер,krasan
702,schön::A,олмыдшы,krasan
703,heiß::A,шокшы,vruć
704,warm::A,шокшы,topao
705,kalt::A,ӱштӹ,hladan
706,kühl::A,юалгы,hladan
707,kühl::A,йонгата,hladan
708,frisch::A,йонгата,svjež
709,feucht::A,ӹлӹкшӹ,vlažan
710,feucht::A,вӹдӹжгӹ,vlažan
711,nass::A,начкы,mokar
712,trocken::A,кукшы,suh
713,voll::A,темшӹ,pun
714,voll::A,темыман,pun
715,leer::A,йӓрӓ,prazan
716,offen::A,виш,otvoren
717,geschlossen::A,чӱчмӹ,zatvoren
718,geschlossen::A,тӹкӹлӓлтшӹ,zatvoren
719,sauber::A,ире,čist
720,schmutzig::A,шоран,nečist
721,schmutzig::A,шоран,blatan
722,schmutzig::A,лявӹрӓн,nečist
723,schmutzig::A,лявӹрӓн,blatan
724,schmutzig::A,шорангшы,nečist
725,schmutzig::A,шорангшы,blatan
726,roh::A,пеле кӱшӹ,sirov
727,reif::A,кӱшӹ,zreo
728,lecker::A,тотан,tečan
729,lecker::A,тотан,ukusan
730,süß::A,мӱӓн,sladak
731,bitter::A,качы,gorak
732,sauer::A,шапы,kiseo
733,hell::A,соты,vedar
734,hell::A,соты,svijetao
735,hell::A,валгыды,vedar
736,hell::A,валгыды,svijetao
737,dunkel::A,пӹц,taman
738,dunkel::A,пӹцкемӹш,taman
739,schwarz::A,шим,crn
740,weiß::A,ош,bio
741,weiß::A,ош,bijel
742,weiß::A,ошы,bio
743,weiß::A,ошы,bijel
744,rot::A,якшаргы,crven
745,gelb::A,сар,žut
746,gelb::A,сары,žut
747,blau::A,симсӹ,plav
748,blau::A,симсӹ,modar
749,grün::A,ыжар,zelen
750,grau::A,луды,siv
751,bunt::A,ала,šaren
752,billig::A,шулдаш,jeftin
753,teuer::A,шергӹ,skup
754,teuer::A,шергӓкӓн,skup
755,wertvoll::A,ӓкӓн,vrijedan
756,wertvoll::A,ӓкӓн,dragocjen
757,blind::A,слöпöй,slijep
758,blind::A,сльöпöй,slijep
759,taub::A,тӱтӱк,gluh
760,kräftig::A,виӓн,snažan
761,stark::A,виӓн,jak
762,stark::A,виӓн,snažan
763,schwach::A,шава,slab
764,schwach::A,лӹпкӓ,slab
765,schwach::A,слабка,slab
766,fett::A,таза,pretio
767,schlank::A,яштака,vitak
768,hübsch::A,сӹлнӹ,zgodan
769,hübsch::A,олмыдшы,zgodan
