,Concept_ID,ga,bg
352,Anzahl::N,líon,количество
353,Art::N,sórt,вид
354,Art::N,saghas,вид
355,Stück::N,píosa,къс
356,Stück::N,píosa,парче
357,Teil::N,cuid,дял
358,Teil::N,cuid,част
359,Teil::N,páirt,дял
360,Teil::N,páirt,част
361,Hälfte::N,leath,половина
362,Kreis::N,ciorcal,кръг
363,Kreuz::N,cros,кръст
364,Linie::N,líne,черта
365,Strich::N,stríoc,щрих
366,Strich::N,stríoc,черта
367,Abstand::N,achar,дистанция
368,Abstand::N,achar,разстояние
369,Entfernung::N,fad,разстояние
370,Gegend::N,ceantar,местност
371,Platz::N,áit,място
372,Platz::N,spás,място
373,Ort::N,áit,място
374,Seite::N,taobh,страна
375,Mitte::N,lár,среда
376,Gegenstand::N,ball,предмет
377,Gegenstand::N,ábhar,предмет
378,Sache::N,ní,вещ
379,Sache::N,rud,вещ
380,Rand::N,imeall,ръб
381,Rand::N,ciumhais,ръб
382,Kante::N,corr,ръб
383,Kante::N,corr,кант
384,Kante::N,colbha,ръб
385,Kante::N,colbha,кант
386,Ecke::N,coirnéal,ъгъл
387,Spitze::N,gob,връх
388,Spitze::N,gob,острие
389,Spitze::N,barr,връх
390,Spitze::N,barr,острие
391,Ende::N,ceann,край
392,Ende::N,foirceann,край
393,Loch::N,poll,дупка
394,Winkel::N,cúinne,кът
395,Winkel::N,cúinne,ъгъл
396,Winkel::N,uillinn,кът
397,Winkel::N,uillinn,ъгъл
398,Muster::N,patrún,десен
399,Muster::N,patrún,образец
400,Größe::N,méid,големина
401,Größe::N,toise,големина
402,Länge::N,fad,дължина
403,Höhe::N,airde,висота
404,Höhe::N,airde,височина
405,Gewicht::N,meáchan,тегло
406,Gewicht::N,meáchan,тежест
407,Menge::N,méid,количество
408,Haufen::N,cnap,куп
409,Haufen::N,cnap,грамада
410,Reihe::N,líne,ред
411,Reihe::N,líne,редица
412,Reihe::N,sraith,ред
413,Reihe::N,sraith,редица
414,Boot::N,bád,лодка
415,Ruder::N,rámh,весло
416,Ruder::N,rámh,гребло
417,Ruder::N,maide rámha,весло
418,Ruder::N,maide rámha,гребло
419,Schlitten::N,carr sleamhnáin,шейна
420,Ski::N,scí,ски
421,Lagerfeuer::N,tine champa,огнище
422,Last::N,ualach,товар
423,Gang::N,siúlóid,ход
424,Gang::N,siúlóid,вървеж
425,Schritt::N,céim,стъпка
426,Schritt::N,coiscéim,стъпка
427,Norden::N,tuaisceart,север
428,Süden::N,deisceart,юг
429,Westen::N,iarthar,запад
430,Osten::N,oirthear,изток
431,Holz::N,adhmad,дърво
432,Brett::N,clár,дъска
433,Platte::N,leac,
434,Stütze::N,taca,
435,Stange::N,polla,прът
436,Stange::N,polla,върлина
437,Stange::N,cuaille,прът
438,Stange::N,cuaille,върлина
439,Stock::N,bata,прът
440,Stock::N,bata,тояга
441,Stock::N,maide,прът
442,Stock::N,maide,тояга
443,Stab::N,maide,прът
444,Stab::N,bachall,прът
445,Rohr::N,píopa,цев
446,Rohr::N,píopa,тръба
447,Haus::N,teach,къща
448,Heim::N,baile,дом
449,Ofen::N,sornóg,печка
450,Fußboden::N,urlár,под
451,Tisch::N,bord,маса
452,Tisch::N,tábla,маса
453,Stuhl::N,cathaoir,стол
454,Wiege::N,cliabhán,люлка
455,Bett::N,leaba,легло
456,Bett::N,leaba,креват
457,Regal::N,seilf,рафт
458,Regal::N,seilf,етажерка
459,Kiste::N,bosca,кутия
460,Kiste::N,bosca,сандък
461,Fenster::N,fuinneoig,прозорец
462,Tür::N,doras,врата
463,Tor::N,geata,врата
464,Zaun::N,fál,ограда
465,Zaun::N,claí,ограда
466,Dach::N,díon,покрив
467,Leiter::N,dréimire,стълба
468,Besen::N,scuab,метла
469,Spaten::N,spád,лопата
470,Spaten::N,rámhainn,лопата
471,Schaufel::N,sluasaid,лопата
472,Gabel::N,forc,вилица
473,Gabel::N,gabhlóg,вилица
474,Löffel::N,spúnóg,лъжица
475,Messer::N,scian,нож
476,Nagel::N,tairne,гвоздей
477,Netz::N,líon,мрежа
478,Netz::N,eangach,мрежа
479,Haken::N,croch,кука
480,Haken::N,croch,закачалка
481,Griff::N,cos,ръчка
482,Griff::N,cos,дръжка
483,Griff::N,hanla,ръчка
484,Griff::N,hanla,дръжка
485,Schloss::N,glas,брава
486,Schloss::N,glas,ключалка
487,Bild::N,pictiúr,картина
488,Figur::N,fíor,фигура
489,Puppe::N,bábóg,кукла
490,Beutel::N,mála,кесия
491,Beutel::N,mealbhóg,кесия
492,Bündel::N,beart,връзка
493,Tasche::N,mála,чанта
494,Eimer::N,buicéad,кофа
495,Deckel::N,clár,капак
496,Deckel::N,clár,похлупак
497,Deckel::N,claibín,капак
498,Deckel::N,claibín,похлупак
499,Geschirr::N,soithí,съдове
500,Geschirr::N,gréithe,съдове
501,Sack::N,sac,чувал
502,Sack::N,mála,чувал
503,Tasse::N,cupán,чаша
504,Topf::N,pota,гърне
505,Topf::N,pota,тенджера
506,Kessel::N,citeal,котел
507,Essen::N,béile,ядене
508,Nahrung::N,bia,храна
509,Speise::N,mias,ястие
510,Fleisch::N,feoil,месо
511,Getreide::N,grán,зърнено храни
512,Getreide::N,arbhar,зърнено храни
513,Brei::N,brúitín,каша
514,Brot::N,arán,хляб
515,Scheibe::N,píosa,резен
516,Scheibe::N,slisne,резен
517,Fett::N,saill,мазнина
518,Fett::N,méathras,мазнина
519,Butter::N,im,масло
520,Öl::N,ola,олио
521,Öl::N,ola,оливия
522,Salz::N,salann,сол
523,Suppe::N,sú,супа
524,Suppe::N,anraith,супа
525,Honig::N,mil,мед
526,Milch::N,bainne,мляко
527,Tee::N,tae,чай
528,Leder::N,leathar,кожа
529,Wolle::N,olann,вълна
530,Stoff::N,éadach,плат
531,Stoff::N,éadach,материал
532,Nadel::N,snáthaid,игла
533,Faden::N,snáth,конец
534,Knopf::N,cnaipe,копче
535,Knoten::N,snaidhm,възел
536,Farbe::N,péint,боя
537,Kleidung::N,éadaí,дрехи
538,Kleidung::N,éadaí,облекло
539,Hemd::N,léine,риза
540,Kragen::N,bóna,яка
541,Ärmel::N,muinchille,ръкав
542,Hose::N,bríste,панталони
543,Hose::N,treabhsar,панталони
544,Gürtel::N,crios,пояс
545,Gürtel::N,crios,колан
546,Mütze::N,caipín,каскет
547,Mütze::N,caipín,фуражка
548,Schuh::N,bróg,обувка
549,Stiefel::N,buatais,ботуш
550,Ring::N,fáinne,пръстен
551,Band::N,ribín,лента
552,Band::N,ribín,връзка
553,Kamm::N,cíor,гребен
554,Spiegel::N,scáthán,огледало
555,Riemen::N,iall,каиш
556,Riemen::N,iall,ремък
557,Riemen::N,strapa,каиш
558,Riemen::N,strapa,ремък
559,Schnur::N,téad,връв
560,Schnur::N,sreangán,връв
561,Leine::N,iall,връв
562,Leine::N,iall,въже
563,Decke::N,pluid,покривка
564,Decke::N,blaincéad,покривка
565,Kissen::N,piliúr,възглавница
566,Kissen::N,adhartán,възглавница
567,Tuch::N,scaif,сукно
568,Handtuch::N,tuáille,пешкир
569,Handtuch::N,tuáille,кърпа за лице
570,Kraft::N,fórsa,мощ
571,Kraft::N,fórsa,сила
572,Stärke::N,neart,сила
573,Gesundheit::N,sláinte,здраве
574,Krankheit::N,tinneas,болест
575,Krankheit::N,breoiteacht,болест
576,Schmerz::N,pian,болка
577,Wunde::N,goin,рана
578,Fieber::N,fiabhras,треска
579,Fieber::N,fiabhras,температура
580,Arznei::N,cógas,лек
581,Arznei::N,cógas,лекарство
582,Brücke::N,droichead,мост
583,Brunnen::N,tobar,чешма
584,Brunnen::N,tobar,кладенец
585,Weide::N,féarach,паша
586,Weide::N,féarach,пасище
587,Pfad::N,cosán,пътека
588,Pfad::N,conair,пътека
589,Weg::N,slí,път
590,Weg::N,bealach,път
591,Straße::N,bóthar,шосе
592,Dorf::N,sráidbhaile,село
593,Stadt::N,baile,град
594,Stadt::N,cathair,град
595,Brief::N,litir,писмо
596,Buch::N,cín,книга
597,Buch::N,leabhar,книга
598,Buchstabe::N,litir,буква
599,Zeitung::N,nuachtán,вестник
600,Leben::N,saol,живот
601,Leben::N,beatha,живот
602,Tod::N,bás,смърт
603,Grab::N,uaigh,гроб
604,Kirche::N,eaglais,църква
605,Sünde::N,peaca,грях
606,Gott::N,dia,бог
607,Arbeiter::N,oibrí,работник
608,Chef::N,saoiste,шеф
609,Chef::N,saoiste,началник
610,Chef::N,ceannasaí,шеф
611,Chef::N,ceannasaí,началник
612,Meister::N,máistir,майстор
613,Arzt::N,lia,лекар
614,Arzt::N,dochtúir,лекар
615,Lehrer::N,oide,учител
616,Lehrer::N,múinteoir,учител
617,Geld::N,airgead,пари
618,Geschäft::N,gnó,сделка
619,Laden::N,siopa,дюкян
620,Laden::N,siopa,магазин
621,Preis::N,praghas,цена
622,Ware::N,earra,стока
623,Nutzen::N,tairbhe,полза
624,Nutzen::N,tairbhe,облага
625,Reichtum::N,rachmas,богатство
626,Reichtum::N,saibhreas,богатство
627,Welt::N,domhan,свят
628,Land::N,tír,страна
629,Staat::N,stát,щат
630,Staat::N,stát,държава
631,König::N,rí,крал
632,Macht::N,cumhacht,мощ
633,Macht::N,cumhacht,власт
634,Grenze::N,críoch,граница
635,Grenze::N,teorainn,граница
636,Krieg::N,cogadh,война
637,Feind::N,namhaid,враг
638,Feind::N,namhaid,неприятел
639,Gewalt::N,foréigean,сила
640,Gewalt::N,foréigean,насилие
641,Kampf::N,troid,борба
642,Kampf::N,troid,сражение
643,Bogen[Waffe]::N,bogha,лък
644,Pfeil::N,saighead,стрела
645,Gewehr::N,gunna,пушка
646,Fehler::N,botún,грешка
647,Fehler::N,meancóg,грешка
648,Lüge::N,bréag,лъжа
649,Lüge::N,éitheach,лъжа
650,Schaden::N,dochar,повреда
651,Schaden::N,damáiste,повреда
652,Unglück::N,drochrath,нещастие
653,Schuld::N,locht,вина
654,Schuld::N,milleán,вина
655,Alter::N,aois,възраст
656,Schluss::N,deireadh,край
657,Zeit::N,am,време
658,Zeit::N,aimsir,време
659,Tag::N,lá,ден
660,Morgen::N,maidin,утро
661,Morgen::N,maidin,сутрин
662,Mittag::N,nóin,обед
663,Mittag::N,nóin,пладне
664,Abend::N,tráthnóna,вечер
665,Nacht::N,oíche,нощ
666,Woche::N,seachtain,седмица
667,Monat::N,mí,месец
668,Jahr::N,bliain,година
669,Frühling::N,earrach,пролет
670,Sommer::N,samhradh,лято
671,Herbst::N,fómhar,есен
672,Winter::N,geimhreadh,зима
673,Januar::N,Eanáir,януари
674,Februar::N,Feabhra,февруари
675,März::N,Márta,март
676,April::N,Aibreán,април
677,Mai::N,Bealtaine,май
678,Juni::N,Meitheamh,юни
679,Juli::N,Iúil,юли
680,August::N,Lúnasa,август
681,September::N,Meán Fómhair,септември
682,Oktober::N,Deireadh Fómhair,октомври
683,November::N,Samhain,ноември
684,November::N,Mí na Samhna,ноември
685,Dezember::N,Mí na Nollag,декември
686,Montag::N,Luan,понеделник
687,Montag::N,Dé Luain,понеделник
688,Dienstag::N,Máirt,вторник
689,Dienstag::N,Dé Máirt,вторник
690,Mittwoch::N,Céadaoin,сряда
691,Mittwoch::N,Dé Céadaoin,сряда
692,Donnerstag::N,Déardaoin,четвъртък
693,Freitag::N,Aoine,петък
694,Freitag::N,Dé hAoine,петък
695,Samstag::N,Satharn,събота
696,Samstag::N,Dé Sathairn,събота
697,Sonntag::N,Domhnach,неделя
698,Sonntag::N,Dé Domhnaigh,неделя
699,groß::A,mór,едър
700,groß::A,mór,голям
701,klein::A,beag,малък
702,klein::A,beag,дребен
703,lang::A,fada,дълъг
704,kurz::A,gearr,къс
705,kurz::A,gairid,къс
706,breit::A,leathan,широк
707,breit::A,fairsing,широк
708,schmal::A,cúng,тесен
709,dicht::A,dlúth,гъст
710,dick[Gegenstand]::A,tiubh,дебел
711,dünn::A,caol,тънък
712,dünn::A,tanaí,тънък
713,fein::A,scáinte,фин
714,fein::A,scáinte,тънък
715,fein::A,fíneálta,фин
716,fein::A,fíneálta,тънък
717,fest::A,daingean,твърд
718,fest::A,daingean,плътен
719,flach::A,cothrom,равен
720,flach::A,cothrom,плосък
721,glatt::A,mín,гладък
722,glatt::A,sleamhain,гладък
723,hart::A,crua,твърд
724,hart::A,crua,корав
725,weich::A,bog,мек
726,rund::A,cruinn,кръгъл
727,spitz::A,gobach,островръх
728,spitz::A,biorach,островръх
729,scharf::A,géar,остър
730,scharf::A,faobhrach,остър
731,stumpf::A,maol,тъп
732,schwer::A,trom,тежък
733,schön::A,álainn,хубав
734,schön::A,álainn,красив
735,heiß::A,te,жарък
736,warm::A,te,топъл
737,kalt::A,fuar,студен
738,kühl::A,fionnuar,хладен
739,frisch::A,úr,свеж
740,frisch::A,friseáilte,свеж
741,feucht::A,tais,влажен
742,nass::A,fliuch,мокър
743,trocken::A,tirim,сух
744,voll::A,lán,пълен
745,leer::A,folamh,празен
746,offen::A,oscailte,откровен
747,geschlossen::A,dúnta,закрит
748,geschlossen::A,dúnta,затворен
749,geschlossen::A,druidte,закрит
750,geschlossen::A,druidte,затворен
751,sauber::A,glan,чист
752,schmutzig::A,salach,мръсен
753,roh::A,amh,суров
754,reif::A,aibí,зрял
755,lecker::A,blasta,вкусен
756,süß::A,milis,сладък
757,bitter::A,searbh,горчив
758,sauer::A,géar,кисел
759,sauer::A,searbh,кисел
760,hell::A,geal,ясен
761,hell::A,geal,светъл
762,hell::A,soilseach,ясен
763,hell::A,soilseach,светъл
764,dunkel::A,dorcha,тъмен
765,schwarz::A,dubh,черен
766,weiß::A,bán,бял
767,rot::A,dearg,червен
768,gelb::A,buí,жълт
769,blau::A,gorm,син
770,grün::A,glas,зелен
771,grün::A,uaine,зелен
772,grau::A,liath,сив
773,bunt::A,ildathach,шарен
774,bunt::A,ildathach,пъстър
775,bunt::A,dathannach,шарен
776,bunt::A,dathannach,пъстър
777,billig::A,saor,евтин
778,teuer::A,daor,скъп
779,teuer::A,costasach,скъп
780,wertvoll::A,luachmhar,ценен
781,blind::A,dall,сляп
782,blind::A,caoch,сляп
783,taub::A,bodhar,глух
784,kräftig::A,cumhachtach,силен
785,stark::A,tréan,здрав
786,stark::A,tréan,силен
787,stark::A,láidir,здрав
788,stark::A,láidir,силен
789,schwach::A,lag,слаб
790,schwach::A,fann,слаб
791,fett::A,ramhar,тлъст
792,schlank::A,caol,тънък
793,schlank::A,caol,строен
794,schlank::A,seang,тънък
795,schlank::A,seang,строен
796,hübsch::A,álainn,хубав
797,hübsch::A,dathúil,хубав
798,böse::A,olc,зъл
799,dumm::A,dúr,глупав
800,dumm::A,amaideach,глупав
801,faul::A,falsa,ленив
802,faul::A,falsa,мързелив
803,faul::A,leisciúil,ленив
804,faul::A,leisciúil,мързелив
805,fleißig::A,dícheallach,прилежен
806,geizig::A,barainneach,скъпернически
807,geizig::A,sprionlaithe,скъпернически
808,klug::A,cliste,умен
809,klug::A,cliste,разумен
810,geschickt::A,oilte,умел
811,geschickt::A,oilte,сръчен
812,geschickt::A,ealaíonta,умел
813,geschickt::A,ealaíonta,сръчен
814,lieb::A,dil,мил
815,lieb::A,dil,драг
816,lieb::A,dílis,мил
817,lieb::A,dílis,драг
818,lustig::A,aerach,весел
819,lustig::A,meidhreach,весел
820,sanft::A,bog,нежен
821,sanft::A,bog,кротък
822,sanft::A,séimh,нежен
823,sanft::A,séimh,кротък
824,hungrig::A,ocrach,гладен
825,krank::A,tinn,болен
826,krank::A,breoite,болен
827,nackt::A,nocht,гол
828,traurig::A,brónach,тъжен
829,traurig::A,brónach,печален
830,lebendig::A,beo,жив
831,gut::A,maith,добър
832,schlecht::A,dona,лош
833,schlecht::A,droch-,лош
834,richtig::A,ceart,правилен
835,schlimm::A,gránna,лош
836,schlimm::A,tubaisteach,лош
837,wahr::A,fíor,верен
838,wahr::A,fíor,истински
839,alt::A,sean,стар
840,alt::A,sean,древен
841,neu::A,úr,нов
842,neu::A,nua,нов
843,ehemalig::A,iar-,бивш
844,ehemalig::A,sean-,бивш
845,alt[Lebewesen]::A,sean,стар
846,alt[Lebewesen]::A,aosta,стар
