,Concept_ID,la,ja
110,Höhle::N,caverna,洞窟
111,Höhle::N,spelunca,洞窟
112,Abhang::N,declivum,斜面
113,Quelle::N,fons,泉
114,Bach::N,rivus,小川
115,Fluss::N,flumen,川
116,Ufer::N,ripa,岸
117,Küste::N,litus,海岸
118,Festland::N,continens,陸
119,Meer::N,mare,海
120,Bucht::N,sinus,湾
121,Insel::N,insula,島
122,Blume::N,flos,花
123,Gras::N,herba,草
124,Gras::N,gramen,草
125,Wurzel::N,radix,根
126,Baum::N,arbor,木
127,Stamm::N,truncus,幹
128,Rinde::N,cortex,皮層
129,Ast::N,ramus,枝
130,Zweig::N,ramus,小枝
131,Blatt::N,folium,葉
132,Birke::N,betulla,樺
133,Kiefer[Baum]::N,pinus,松
134,Weide[Baum]::N,salix,柳
135,Tanne::N,abies,樅
136,Horn::N,cornu,角
137,Feder::N,penna,羽根
138,Fell::N,pellis,毛皮
139,Flügel::N,ala,羽
140,Klaue::N,unguis,鉤爪
141,Kralle::N,unguis,爪
142,Schwanz::N,cauda,尻尾
143,Ei::N,ovum,卵
144,Nest::N,nidus,巣
145,Bau::N,cavum,穴
146,Bau::N,latibulum,穴
147,Tier::N,bestia,動物
148,Herde::N,grex,群れ
149,Kuh::N,vacca,牛
150,Bulle::N,taurus,雄牛
151,Pferd::N,equus,馬
152,Schaf::N,ovis,羊
153,Schwein::N,sus,豚
154,Schwein::N,porcus,豚
155,Hund::N,canis,犬
156,Katze::N,felis,猫
157,Bär::N,ursus,熊
158,Eichhörnchen::N,sciurus,栗鼠
159,Elch::N,alces,ヘラジカ
160,Fuchs::N,vulpes,狐
161,Hase::N,lepus,兎
162,Maus::N,mus,鼠
163,Wolf::N,lupus,狼
164,Vogel::N,avis,鳥
165,Schwarm::N,examen,群れ
166,Huhn::N,gallina,鶏
167,Hahn::N,gallus,雄鶏
168,Gans::N,anser,ガチョウ
169,Adler::N,aquila,鷲
170,Ente::N,anas,鴨
171,Eule::N,ulula,フクロウ
172,Eule::N,noctua,フクロウ
173,Kranich::N,grus,鶴
174,Krähe::N,cornix,烏
175,Kuckuck::N,cuculus,郭公
176,Schwan::N,olor,白鳥
177,Schwan::N,cycnus,白鳥
178,Fisch::N,piscis,魚
179,Barsch::N,perca,鱸
180,Hecht::N,esox,川魳
181,Schlange[Tier]::N,serpens,蛇
182,Wurm::N,vermis,虫
183,Spinne::N,aranea,蜘蛛
184,Ameise::N,formica,蟻
185,Laus::N,pediculus,虱
186,Mücke::N,culex,蚊
187,Fliege::N,musca,蝿
188,Schmetterling::N,papilio,蝶
189,Beere::N,baca,漿果
190,Apfel::N,malum,林檎
191,Pilz::N,fungus,茸
192,Zwiebel::N,cepa,玉葱
193,Saat::N,seges,種
194,Korn::N,granum,粒
195,Heu::N,faenum,干し草
196,Schale::N,putamen,皮
197,Grube::N,fovea,穴
198,Falle::N,pedica,わな
199,Schlinge::N,laqueus,輪
200,Spur::N,vestigium,跡
201,Asche::N,cinis,灰
202,Dreck::N,lutum,泥
203,Eisen::N,ferrum,鉄
204,Gold::N,aurum,金
205,Silber::N,argentum,銀
206,Kohle::N,carbo,炭
207,Glas::N,vitrum,ガラス
208,Lehm::N,lutum,ローム
209,Sand::N,arena,砂
210,Mensch::N,homo,人
211,Mann::N,vir,男
212,Mann::N,vir,男性
213,Frau::N,mulier,女
214,Frau::N,mulier,女性
215,Kind::N,puer,子
216,Kind::N,puer,子供
217,Kind::N,infans,子
218,Kind::N,infans,子供
219,Junge::N,puer,男の子
220,Mädchen::N,puella,女の子
221,Familie::N,familia,家族
222,Großvater::N,avus,祖父
223,Großvater::N,avus,おじいさん
224,Großmutter::N,avia,祖母
225,Großmutter::N,avia,おばあさん
226,Eltern::N,parentes,親
227,Eltern::N,parentes,両親
228,Vater::N,pater,父
229,Vater::N,pater,お父さん
230,Mutter::N,mater,母
231,Mutter::N,mater,お母さん
232,Sohn::N,filius,息子
233,Sohn::N,filius,息子さん
234,Tochter::N,filia,娘
235,Tochter::N,filia,お嬢さん
236,Bruder::N,frater,弟
237,Schwester::N,soror,妹
238,Onkel::N,patruus,伯父
239,Onkel::N,patruus,伯父さん
240,Onkel::N,avunculus,伯父
241,Onkel::N,avunculus,伯父さん
242,Tante::N,amita,叔母
243,Tante::N,amita,叔母さん
244,Ehemann::N,maritus,夫
245,Ehemann::N,maritus,主人
246,Ehefrau::N,uxor,妻
247,Ehefrau::N,uxor,奥さん
248,Freude::N,gaudium,喜び
249,Freude::N,laetitia,喜び
250,Gelächter::N,risus,笑い
251,Glück::N,felicitas,幸せ
252,Kummer::N,aegritudo,悩み
253,Wunsch::N,voluntas,希望
254,Wunsch::N,desiderium,希望
255,Lust::N,libido,気
256,Lust::N,voluptas,気
257,Geist::N,mens,精神
258,Geist::N,animus,精神
259,Gedanke::N,sententia,考え
260,Gedächtnis::N,memoria,記憶
261,Verstand::N,ratio,理解力
262,Verstand::N,ingenium,理解力
263,Sinn::N,sensus,意味
264,Grund::N,causa,理由
265,Wahrheit::N,veritas,真実
266,Gespräch::N,sermo,会話
267,Märchen::N,fabula,童話
268,Erzählung::N,fabula,物語
269,Erzählung::N,narratio,物語
270,Nachricht::N,nuntius,報告
271,Neuigkeit::N,novitas,ニュース
272,Name::N,nomen,名前
273,Rätsel::N,aenigma,謎
274,Rede::N,oratio,演説
275,Sprache::N,lingua,言語
276,Stimme::N,vox,声
277,Wort::N,verbum,言葉
278,Wort::N,vocabulum,言葉
279,Zeichen::N,signum,記号
280,Ruf::N,clamor,呼び声
281,Lärm::N,strepitus,騒音
282,Laut::N,sonus,音
283,Ton::N,sonus,音
284,Lied::N,carmen,歌
285,Ruhe::N,quies,静けさ
286,Leute::N,homines,人々
287,Volk::N,populus,民族
288,Arbeit::N,labor,仕事
289,Gast::N,hospes,客
290,Gast::N,conviva,客
291,Geschenk::N,munus,贈り物
292,Spiel::N,ludus,遊び
293,Gesellschaft::N,societas,社会
294,Hilfe::N,auxilium,援助
295,Hilfe::N,subsidium,援助
296,Freund::N,amicus,友達
297,Kamerad::N,socius,同志
298,Angelegenheit::N,res,件
299,Anzahl::N,numerus,数
300,Art::N,genus,種類
301,Stück::N,frustum,部分
302,Stück::N,fragmentum,部分
303,Teil::N,pars,部分
304,Hälfte::N,dimidium,半分
305,Kreis::N,orbis,円
306,Kreis::N,circus,円
307,Kreuz::N,crux,十字
308,Linie::N,linea,線
309,Strich::N,lineamentum,線
310,Abstand::N,intervallum,距離
311,Entfernung::N,spatium,距離
312,Gegend::N,loca,辺
313,Gegend::N,loca,地域
314,Gegend::N,regio,辺
315,Gegend::N,regio,地域
316,Platz::N,locus,ゆとり
317,Ort::N,locus,所
318,Ort::N,locus,場所
319,Seite::N,latus,横
320,Mitte::N,medium,真ん中
321,Gegenstand::N,res,物件
322,Sache::N,res,物
323,Rand::N,margo,端
324,Kante::N,angulus,縁
325,Ecke::N,angulus,角
326,Spitze::N,cacumen,先頭
327,Ende::N,caput,端
328,Loch::N,foramen,穴
329,Winkel::N,angulus,片隅
330,Muster::N,exemplum,模様
331,Größe::N,magnitudo,大きさ
332,Länge::N,longitudo,長さ
333,Höhe::N,altitudo,高さ
334,Gewicht::N,pondus,重さ
335,Menge::N,copia,量
336,Haufen::N,acervus,堆積
337,Reihe::N,ordo,並び
338,Boot::N,navicula,ボート
339,Ruder::N,remus,オール
340,Schlitten::N,sclodia,そり
341,Ski::N,narta,スキー
342,Lagerfeuer::N,ignis,篝火
343,Last::N,onus,荷物
344,Gang::N,cursus,歩み
345,Schritt::N,gradus,歩
346,Norden::N,septentriones,北
347,Süden::N,meridies,南
348,Westen::N,occidens,西
349,Osten::N,oriens,東
350,Holz::N,lignum,木
351,Holz::N,lignum,木材
352,Brett::N,tabula,板
353,Platte::N,lamina,盤
354,Stütze::N,adminiculum,支柱
355,Stange::N,pertica,棒
356,Stock::N,baculum,杖
357,Stab::N,scipio,棒
358,Rohr::N,tubus,管
359,Haus::N,aedes,家
360,Heim::N,domicilium,家
361,Ofen::N,fornax,ストーブ
362,Fußboden::N,solum,床
363,Tisch::N,mensa,机
364,Stuhl::N,sella,椅子
365,Wiege::N,cunae,揺籃
366,Bett::N,lectus,ベッド
367,Regal::N,foruli,棚
368,Kiste::N,cista,箱
369,Fenster::N,fenestra,窓
370,Tür::N,ianua,戸
371,Tür::N,ianua,ドア
372,Tor::N,porta,門
373,Zaun::N,saepes,垣根
374,Dach::N,tectum,屋根
375,Leiter::N,scalae,梯子
376,Besen::N,scopae,ほうき
377,Spaten::N,pala,スコップ
378,Schaufel::N,pala,シャベル
379,Gabel::N,fuscinula,フォーク
380,Löffel::N,coclear,スプーン
381,Messer::N,culter,ナイフ
382,Nagel::N,clavus,釘
383,Netz::N,rete,網
384,Haken::N,hamus,鉤
385,Haken::N,hamus,フック
386,Griff::N,manubrium,取っ手
387,Schloss::N,claustra,錠
388,Bild::N,tabula,絵
389,Bild::N,pictura,絵
390,Figur::N,statunculum,像
391,Puppe::N,pupa,人形
392,Beutel::N,sacculus,袋
393,Bündel::N,fascis,束
394,Bündel::N,fascis,包み
395,Tasche::N,sacculus,かばん
396,Eimer::N,situla,バケツ
397,Deckel::N,operculum,蓋
398,Geschirr::N,vasa,食器
399,Sack::N,saccus,袋
400,Tasse::N,pocillum,カップ
401,Topf::N,olla,鍋
402,Kessel::N,aenum,釜
403,Essen::N,cena,食事
404,Nahrung::N,cibus,食物
405,Nahrung::N,alimenta,食物
406,Speise::N,cibus,料理
407,Fleisch::N,caro,肉
408,Getreide::N,frumentum,麦
409,Getreide::N,frumentum,穀物
410,Brei::N,puls,粥
411,Brot::N,panis,パン
412,Scheibe::N,frustum,枚
413,Scheibe::N,frustum,切れ
414,Fett::N,pingue,脂肪
415,Butter::N,butȳrum,バター
416,Öl::N,oleum,油
417,Salz::N,sal,塩
418,Suppe::N,ius,スープ
419,Honig::N,mel,蜂蜜
420,Milch::N,lac,牛乳
421,Tee::N,thea,茶
422,Tee::N,thea,お茶
423,Leder::N,corium,革
424,Wolle::N,lana,毛糸
425,Stoff::N,textum,布
426,Nadel::N,acus,針
427,Faden::N,filum,糸
428,Knopf::N,bulla,ボタン
429,Knoten::N,nodus,結び目
430,Farbe::N,pigmentum,ペンキ
431,Kleidung::N,vestimenta,衣服
432,Hemd::N,tunica,シャツ
433,Kragen::N,collare,襟
434,Ärmel::N,manica,袖
435,Hose::N,bracae,ズボン
436,Gürtel::N,cingulum,帯
437,Gürtel::N,cingulum,ベルト
438,Mütze::N,pilleus,帽子
439,Schuh::N,calceus,靴
440,Stiefel::N,pero,ブーツ
441,Stiefel::N,caliga,ブーツ
442,Ring::N,anulus,輪
443,Band::N,redimiculum,リボン
444,Kamm::N,pecten,櫛
445,Spiegel::N,speculum,鏡
446,Riemen::N,lorum,緒
447,Schnur::N,linum,紐
448,Leine::N,retinaculum,綱
449,Decke::N,lodix,掛け布団
450,Kissen::N,pulvinus,枕
451,Tuch::N,velum,スカーフ
452,Handtuch::N,mantele,タオル
453,Kraft::N,vis,力
454,Stärke::N,robur,強さ
455,Gesundheit::N,valetudo,健康
456,Krankheit::N,morbus,病気
457,Schmerz::N,dolor,痛み
458,Wunde::N,vulnus,傷
459,Fieber::N,febris,熱
460,Arznei::N,remedium,薬
461,Brücke::N,pons,橋
462,Brunnen::N,puteus,井戸
463,Weide::N,pascua,牧場
464,Pfad::N,semita,小路
465,Weg::N,iter,道
466,Straße::N,via,街道
467,Dorf::N,vicus,村
468,Stadt::N,urbs,町
469,Stadt::N,urbs,都市
470,Stadt::N,oppidum,町
471,Stadt::N,oppidum,都市
472,Brief::N,epistula,手紙
473,Buch::N,liber,本
474,Buchstabe::N,littera,文字
475,Zeitung::N,diurnum,新聞
476,Leben::N,vita,生活
477,Tod::N,mors,死
478,Grab::N,sepulcrum,墓
479,Kirche::N,ecclesia,教会
480,Sünde::N,peccatum,罪
481,Gott::N,deus,神
482,Arbeiter::N,operarius,労働者
483,Chef::N,praefectus,上司
484,Meister::N,magister,達人
485,Meister::N,magister,マイスター
486,Arzt::N,medicus,医者
487,Lehrer::N,magister,先生
488,Geld::N,aes,金
489,Geld::N,pecunia,金
490,Geschäft::N,negotium,取り引き
491,Laden::N,taberna,店
492,Preis::N,pretium,値段
493,Ware::N,merx,商品
494,Nutzen::N,utilitas,利益
495,Reichtum::N,opes,豊かさ
496,Reichtum::N,divitiae,豊かさ
497,Welt::N,mundus,世界
498,Land::N,terra,国
499,Staat::N,res publica,国家
500,König::N,rex,国王
501,Macht::N,potestas,権力
502,Grenze::N,limes,国境
503,Krieg::N,bellum,戦争
504,Feind::N,inimicus,敵
505,Gewalt::N,vis,暴力
506,Kampf::N,pugna,戦い
507,Bogen[Waffe]::N,arcus,弓
508,Pfeil::N,sagitta,矢
509,Gewehr::N,sclopetum,銃
510,Fehler::N,error,間違い
511,Lüge::N,mendacium,嘘
512,Schaden::N,damnum,損害
513,Schaden::N,detrimentum,損害
514,Unglück::N,miseria,不幸
515,Unglück::N,calamitas,不幸
516,Schuld::N,culpa,罪
517,Alter::N,aetas,年
518,Alter::N,aetas,年齢
519,Schluss::N,finis,終わり
520,Zeit::N,tempus,時
521,Zeit::N,tempus,時間
522,Tag::N,dies,日
523,Morgen::N,mane,朝
524,Mittag::N,meridies,昼
525,Abend::N,vesper,晩
526,Abend::N,vesper,夕方
527,Nacht::N,nox,夜
528,Woche::N,septimana,週
529,Monat::N,mensis,月
530,Jahr::N,annus,年
531,Frühling::N,ver,春
532,Sommer::N,aestas,夏
533,Herbst::N,autumnus,秋
534,Winter::N,hiems,冬
535,Januar::N,Ianuarius,一月
536,Februar::N,Februarius,二月
537,März::N,Martius,三月
538,April::N,Aprilis,四月
539,Mai::N,Maius,五月
540,Juni::N,Iunius,六月
541,Juli::N,Iulius,七月
542,August::N,Augustus,八月
543,September::N,September,九月
544,Oktober::N,Octobris,十月
545,November::N,Novembris,十一月
546,Dezember::N,December,十二月
547,Montag::N,dies lunae,月曜日
548,Dienstag::N,dies Martis ,火曜日
549,Mittwoch::N,dies Mercurii,水曜日
550,Donnerstag::N,dies Iovis,木曜日
551,Freitag::N,dies Veneris,金曜日
552,Samstag::N,dies Saturni,土曜日
553,Sonntag::N,dominicus,日曜日
554,Sonntag::N,dies solis,日曜日
555,groß::A,magnus,大きい
556,klein::A,parvus,小さい
557,lang::A,longus,長い
558,kurz::A,brevis,短い
559,breit::A,latus,広い
560,schmal::A,angustus,狭い
561,dicht::A,densus,密な
562,dick[Gegenstand]::A,crassus,厚い
563,dünn::A,tenuis,薄い
564,fein::A,subtilis,細い
565,fest::A,solidus,硬い
566,fest::A,stabilis,硬い
567,flach::A,planus,平らな
568,glatt::A,levis,滑らかな
569,hart::A,durus,堅い
570,weich::A,mollis,柔らかい
571,rund::A,rotundus,丸い
572,spitz::A,acutus,尖った
573,scharf::A,acer,鋭い
574,stumpf::A,hebes,鈍い
575,schwer::A,gravis,重い
576,schön::A,pulcher,綺麗な
577,schön::A,formosus,綺麗な
578,heiß::A,fervidus,熱い
579,warm::A,calidus,温かい
580,kalt::A,frigidus,寒い
581,kalt::A,frigidus,冷たい
582,kühl::A,frigidus,涼しい
583,frisch::A,recens,ひんやりした
584,feucht::A,umidus,湿った
585,nass::A,madidus,濡れた
586,trocken::A,aridus,乾いた
587,voll::A,plenus,いっぱいの
588,leer::A,vacuus,空の
589,offen::A,apertus,開いた
590,geschlossen::A,clausus,閉まった
591,sauber::A,lautus,清潔な
592,schmutzig::A,sordidus,汚い
593,roh::A,crudus,生の
594,reif::A,maturus,熟した
595,lecker::A,delicatus,美味しい
596,süß::A,dulcis,甘い
597,bitter::A,amarus,苦い
598,bitter::A,acerbus,苦い
599,sauer::A,acidus,酸っぱい
600,hell::A,clarus,明るい
601,dunkel::A,obscurus,暗い
602,schwarz::A,niger,黒い
603,weiß::A,albus,白い
604,rot::A,ruber,赤い
605,gelb::A,flavus,黄色い
606,blau::A,caeruleus,青い
607,grün::A,viridis,緑の
608,grau::A,canus,灰色の
609,bunt::A,varius,色取り取りの
610,billig::A,vilis,安い
611,teuer::A,carus,高い
612,wertvoll::A,pretiosus,貴重な
613,blind::A,caecus,盲目の
614,taub::A,surdus,耳が聞こえない
615,kräftig::A,robustus,強力な
616,stark::A,firmus,強い
617,stark::A,validus,強い
618,schwach::A,debilis,弱い
619,schwach::A,infirmus,弱い
620,fett::A,crassus,太った
621,schlank::A,procerus,ほっそりした
622,hübsch::A,pulcher,素敵な
623,böse::A,improbus,悪い
624,dumm::A,stultus,馬鹿な
625,dumm::A,stupidus,馬鹿な
626,faul::A,piger,怠惰な
627,fleißig::A,sedulus,勤勉な
628,geizig::A,avarus,けちな
629,klug::A,prudens,賢い
630,klug::A,prudens,頭のいい
631,geschickt::A,sollers,器用な
632,lieb::A,carus,愛らしい
633,lustig::A,iocosus,楽しい
634,sanft::A,clemens,温和な
635,hungrig::A,impastus,空腹の
636,krank::A,aeger,病気の
637,nackt::A,nudus,裸の
638,traurig::A,maestus,悲しい
639,lebendig::A,vivus,生きた
640,gut::A,bonus,良い
641,schlecht::A,malus,悪い
642,schlecht::A,malus,駄目な
643,richtig::A,rectus,正しい
644,schlimm::A,malus,ひどい
645,wahr::A,verus,本当の
646,alt::A,antiquus,古い
647,neu::A,novus,新しい
648,ehemalig::A,pristinus,以前の
649,alt[Lebewesen]::A,vetus,年を取った
650,jung::A,iuvenis,若い
651,arm::A,pauper,貧乏な
652,reich::A,dives,裕福な
653,bekannt::A,notus,有名な
654,berühmt::A,celeber,有名な
655,berühmt::A,illustris,有名な
656,fremd::A,peregrinus,見知らぬ
657,verschieden::A,varius,色々な
658,nah::A,propinquus,近い
659,fern::A,longinquus,遠い
660,linker::A,sinister,左の
661,rechter::A,dexter,右の
662,anderer::A,alius,別の
663,erster::A,primus,一番目
664,zweiter::A,secundus,二番目
665,dritter::A,tertius,三番目
666,letzter::A,ultimus,最後の
667,allein::ADV,solum,一人で
668,auf einmal::ADV,simul,同時に
669,zusammen::ADV,una,一緒に
670,lange::ADV,diu,長い間
671,plötzlich::ADV,subito,急に
672,plötzlich::ADV,repente,急に
673,sofort::ADV,statim,すぐに
674,später::ADV,postea,後で
675,jetzt::ADV,nunc,今
676,heute::ADV,hodie,今日
677,morgen::ADV,cras,明日
678,bald::ADV,mox,間もなく
679,dann::ADV,deinde,それから
680,gestern::ADV,heri,昨日
681,einst::ADV,olim,過去に
682,damals::ADV,tum,あの時
683,danach::ADV,postea,その後で
684,vorher::ADV,antea,以前に
685,zuerst::ADV,primo,まず
686,zuerst::ADV,primo,最初に
687,einmal::ADV,semel,一回
688,manchmal::ADV,interdum,時々
689,oft::ADV,saepe,よく
690,immer::ADV,semper,いつも
691,niemals::ADV,numquam,一度も...ない
692,hier::ADV,hic,こちら
693,hierhin::ADV,huc,ここへ
694,hierhin::ADV,huc,こちらへ
695,von hier::ADV,hinc,ここから
696,dort::ADV,ibi,そちら
697,dorthin::ADV,eo,そこへ
698,dorthin::ADV,eo,そちらへ
699,geradeaus::ADV,recte,真っ直ぐに
700,vorwärts::ADV,porro,前へ
701,rückwärts::ADV,retro,後ろへ
702,zurück::ADV,retro,後ろへ
703,unten::ADV,infra,下に
704,hinab::ADV,pessum,下へ
705,oben::ADV,supra,上に
706,hinauf::ADV,sursum,上へ
707,überall::ADV,ubique,どこでも
708,nicht::ADV,non,ない
709,ein wenig::ADV,paulum,少し
710,ein wenig::ADV,paulum,ちょっと
711,kaum::ADV,vix,ほとんど～ない
712,kaum::ADV,aegre,ほとんど～ない
713,sehr::ADV,valde,とても
714,sehr::ADV,magnopere,とても
715,so::ADV,ita,こう
716,noch::ADV,etiam,まだ
717,nur::ADV,solum,～だけ
718,nur::ADV,tantum,～だけ
719,schon::ADV,iam,もう
720,wieder::ADV,rursus,再び
721,vergebens::ADV,frustra,無駄に
722,vor::PRP,ante,前に
723,hinter::PRP,post,後ろに
724,unter::PRP,sub,下に
725,durch::PRP,per,通して
726,neben::PRP,iuxta,横に
727,zwischen::PRP,inter,間に
728,wegen::PRP,propter,為に
729,wegen::PRP,propter,せいで
730,dies::PRN,hoc,これ
731,das::PRN,id,それ
732,alles::PRN,omnia,全部
733,ich::PRN,ego,私
734,du::PRN,tu,あなた
735,er::PRN,is,彼
736,er::PRN,ille,彼
737,wir::PRN,nos,私達
738,ihr::PRN,vos,あなた達
739,sie::PRN,ii,彼ら
740,sie::PRN,illi,彼ら
741,was::FPRN,quid,何
742,wer::FPRN,quis,誰
743,wer::FPRN,quis,どなた
744,wo::FADV,ubi,どこ
745,wo::FADV,ubi,どこに
746,wohin::FADV,quo,どこへ
747,wie::FADV,quomodo,どう
748,warum::FADV,cur,何故
749,warum::FADV,cur,どうして
750,wieviel::FNUM,quantum,どのくらい
751,eins::NUM,unus,一
752,zwei::NUM,duo,二
753,zwei::NUM,duo,二つ
754,drei::NUM,tres,三
755,drei::NUM,tres,三つ
756,vier::NUM,quattuor,四
757,vier::NUM,quattuor,四つ
758,fünf::NUM,quinque,五
759,fünf::NUM,quinque,五つ
760,sechs::NUM,sex,六
761,sechs::NUM,sex,六つ
762,sieben::NUM,septem,七
763,sieben::NUM,septem,七つ
764,acht::NUM,octo,八
765,acht::NUM,octo,八つ
766,neun::NUM,novem,九
767,neun::NUM,novem,九つ
768,zehn::NUM,decem,十
769,elf::NUM,undecim,十一
770,zwölf::NUM,duodecim,十二
771,zwanzig::NUM,viginti,二十
772,dreißig::NUM,triginta,三十
773,vierzig::NUM,quadraginta,四十
774,fünfzig::NUM,quinquaginta,五十
775,sechzig::NUM,sexaginta,六十
776,siebzig::NUM,septuaginta,七十
777,achtzig::NUM,octoginta,八十
778,neunzig::NUM,nonaginta,九十
779,hundert::NUM,centum,百
780,tausend::NUM,mille,千
781,und::CNJ,et,-と
782,und::CNJ,et,そして
783,und::CNJ,-que,-と
784,und::CNJ,-que,そして
785,oder::CNJ,vel,或いは
786,stehen::V,stare,立っている
787,sitzen::V,sedere,座っている
788,liegen::V,iacere,横になっている
789,hängen::V,pendere,掛かっている
790,werden::V,fieri,なる
791,passieren::V,accidere,起こる
792,beginnen::V,incipere,始まる
793,enden::V,finem habere,終わる
794,wechseln::V,mutari,変わる
795,aufgehen[Sonne]::V,oriri,出る
796,untergehen[Sonne]::V,occidere,沈む
797,scheinen[Sonne]::V,lucere,輝く
798,donnern::V,tonare,雷が鳴る
799,wehen::V,flare,吹く
800,strömen::V,fluere,流れる
801,fließen::V,manare,流れる
802,sich drehen::V,torqueri,回転する
803,schwanken::V,vacillare,揺れる
804,schwingen::V,vibrare,振動する
805,fallen::V,cadere,落ちる
806,brennen::V,ardere,燃える
807,rauchen::V,fumare,煙を出す
808,regnen::V,pluere,雨が降る
809,gefrieren::V,congelari,凍る
810,tauen::V,rorare,溶ける
811,schmelzen::V,liquescere,溶ける
812,trocknen::V,arescere,乾く
813,sieden::V,fervere,沸く
814,faulen::V,putescere,腐る
815,verfaulen::V,putescere,朽ちる
816,reißen::V,scindi,切れる
817,versinken::V,mergi,沈む
818,vergehen::V,praeterire,経つ
819,erscheinen::V,apparere,現れる
820,verschwinden::V,discedere,消える
821,sinken::V,labi,下がる
822,abnehmen::V,deminui,減る
823,zunehmen::V,augeri,増える
824,steigen::V,augescere,上がる
825,wachsen::V,crescere,伸びる
826,glänzen::V,splendere,輝く
827,funkeln::V,micare,ぴかぴか光る
828,lärmen::V,strepere,騒ぐ
829,läuten::V,sonare,鳴る
830,klingeln::V,tinnire,鳴る
831,klirren::V,crepare,がらんがらんと鳴る
832,brausen::V,saevire,逆巻く
833,rauschen::V,crepare,戦ぐ
834,klingen::V,sonare,鳴る
835,bellen::V,latrare,吠える
836,heulen::V,ululare,きゃんきゃん鳴く
837,blasen::V,flare,吹く
838,pfeifen::V,sibilare,口笛を吹く
839,schreien::V,clamare,叫ぶ
840,stöhnen::V,gemere,うめく
841,zittern::V,tremere,震える
842,zittern::V,trepidare,震える
843,leben::V,vivere,生きている
844,geboren werden::V,nasci,生まれる
845,atmen::V,spirare,呼吸する
846,trinken::V,bibere,飲む
847,essen::V,edere,食べる
848,schlucken::V,devorare,飲み込む
849,müde werden::V,fatigari,眠くなる
850,einschlafen::V,obdormiscere,寝付く
851,schlafen::V,dormire,眠る
