,Concept_ID,sl,el
198,Ente::N,ráca,πάπια
199,Eule::N,sôva,κουκουβάγια
200,Kranich::N,žerjàv,γερανός
201,Krähe::N,vrána,καρακάξα
202,Kuckuck::N,kúkavica,κούκος
203,Schwan::N,labód,κύκνος
204,Fisch::N,ríba,ψάρι
205,Barsch::N,ostríž,πέρκα
206,Hecht::N,ščúka,λούτσος
207,Schlange[Tier]::N,káča,φίδι
208,Wurm::N,čr̀v,σκουλήκι
209,Wurm::N,glísta,σκουλήκι
210,Spinne::N,pájek,αράχνη
211,Ameise::N,mrávlja,μυρμήγκι
212,Laus::N,úš,ψείρα
213,Mücke::N,komár,κουνούπι
214,Fliege::N,múha,μύγα
215,Schmetterling::N,metúlj,πεταλούδα
216,Beere::N,jágoda,ρόγα
217,Apfel::N,jábolko,μήλο
218,Pilz::N,góba,μανιτάρι
219,Zwiebel::N,čebúla,κρεμμύδι
220,Saat::N,séme,σπόρος
221,Korn::N,zŕno,σπυρί
222,Heu::N,senó,σανός
223,Schale::N,lupína,τσόφλι
224,Grube::N,jáma,λάκκος
225,Falle::N,pást,παγίδα
226,Schlinge::N,zánka,θηλειά
227,Schlinge::N,pêtlja,θηλειά
228,Spur::N,sléd,ίχνος
229,Asche::N,pepél,στάχτη
230,Dreck::N,bláto,βρωμιά
231,Eisen::N,želézo,σίδερο
232,Gold::N,zlató,μάλαμα
233,Gold::N,zlató,χρυσάφι
234,Silber::N,srebró,ασήμι
235,Silber::N,srebró,άργυρος
236,Kohle::N,ógel,κάρβουνο
237,Glas::N,stêklo,γυαλί
238,Lehm::N,ílo,πηλός
239,Sand::N,pések,άμμος
240,Mensch::N,člôvek,άνθρωπος
241,Mann::N,móž,άνδρας
242,Mann::N,môški,άνδρας
243,Frau::N,gospá,γυναίκα
244,Frau::N,žénska,γυναίκα
245,Kind::N,déte,παιδί
246,Kind::N,otròk,παιδί
247,Junge::N,fànt,αγόρι
248,Junge::N,déček,αγόρι
249,Mädchen::N,deklè,κοπέλα
250,Mädchen::N,deklè,κορίτσι
251,Mädchen::N,déklica,κοπέλα
252,Mädchen::N,déklica,κορίτσι
253,Familie::N,družína,οικογένεια
254,Großvater::N,dèd,παππούς
255,Großvater::N,dédek,παππούς
256,Großmutter::N,bábica,γιαγιά
257,Eltern::N,stárši,γονείς
258,Vater::N,ôče,πατέρας
259,Mutter::N,máma,μητέρα
260,Sohn::N,sín,γιος
261,Tochter::N,hčí,κόρη
262,Tochter::N,hčérka,κόρη
263,Bruder::N,bràt,αδελφός
264,Schwester::N,sêstra,αδελφή
265,Onkel::N,újec,θείος
266,Onkel::N,stríc,θείος
267,Tante::N,têta,θεία
268,Tante::N,strína,θεία
269,Ehemann::N,móž,σύζυγος
270,Ehemann::N,sopróg,σύζυγος
271,Ehefrau::N,žêna,σύζυγος
272,Ehefrau::N,sopróga,σύζυγος
273,Freude::N,rádost,χαρά
274,Freude::N,vesêlje,χαρά
275,Gelächter::N,sméh,γέλια
276,Gelächter::N,grohòt,γέλια
277,Glück::N,sréča,ευτυχία
278,Kummer::N,gorjé,έγνοια
279,Wunsch::N,žêlja,επιθυμία
280,Lust::N,poželênje,όρεξη
281,Geist::N,dúša,πνέυμα
282,Gedanke::N,mísel,σκέψη
283,Gedächtnis::N,pámet,μνήμη
284,Sinn::N,pomèn,νόημα
285,Sinn::N,smísel,νόημα
286,Grund::N,vzròk,λόγος
287,Wahrheit::N,resníca,αλήθεια
288,Gespräch::N,pogóvor,συνομιλία
289,Märchen::N,právljica,παραμύθι
290,Erzählung::N,povést,διήγημα
291,Nachricht::N,sporočílo,είδηση
292,Neuigkeit::N,novóst,νέο
293,Name::N,imé,όνομα
294,Rätsel::N,ugánka,αίνιγμα
295,Rede::N,góvor,λόγος
296,Rede::N,góvor,ομιλία
297,Sprache::N,jêzik,γλώσσα
298,Stimme::N,glás,φωνή
299,Wort::N,beséda,λέξη
300,Zeichen::N,znák,σημείο
301,Ruf::N,klíc,κραυγή
302,Lärm::N,hrúp,θόρυβος
303,Lärm::N,trúšč,θόρυβος
304,Laut::N,glás,ήχος
305,Ton::N,tón,ήχος
306,Ton::N,tón,τόνος
307,Lied::N,pésem,τραγούδι
308,Ruhe::N,pokòj,ησυχία
309,Leute::N,ljudjé,κόσμος
310,Leute::N,ljudjé,άνθρωποι
311,Volk::N,národ,λαός
312,Arbeit::N,délo,εργασία
313,Gast::N,gòst,επισκέπτης
314,Geschenk::N,darílo,δώρο
315,Spiel::N,ígra,παιχνίδι
316,Gesellschaft::N,drúžba,κοινωνία
317,Hilfe::N,pomóč,βοήθεια
318,Freund::N,prijátelj,φίλος
319,Kamerad::N,továriš,σύντροφος
320,Angelegenheit::N,zadéva,υπόθεση
321,Anzahl::N,števílo,αριθμός
322,Art::N,vŕsta,είδος
323,Stück::N,kós,κομμάτι
324,Teil::N,dél,μέρος
325,Hälfte::N,polovíca,μισό
326,Kreis::N,króg,κύκλος
327,Kreis::N,kolobár,κύκλος
328,Kreuz::N,kríž,σταυρός
329,Linie::N,próga,γραμμή
330,Strich::N,čŕta,γραμμή
331,Abstand::N,preslédek,απόσταση
332,Entfernung::N,oddáljenost,απόσταση
333,Gegend::N,kràj,περιοχή
334,Gegend::N,kràj,τοποθεσία
335,Gegend::N,dežêla,περιοχή
336,Gegend::N,dežêla,τοποθεσία
337,Platz::N,prôstor,χώρος
338,Ort::N,mésto,τόπος
339,Seite::N,bòk,πλευρά
340,Seite::N,strán,πλευρά
341,Mitte::N,sredína,μέση
342,Gegenstand::N,prédmet,αντικείμενο
343,Sache::N,réč,πράγμα
344,Sache::N,stvár,πράγμα
345,Rand::N,kràj,άκρη
346,Rand::N,kràj,χείλος
347,Kante::N,rób,άκρη
348,Ecke::N,vogál,γωνιά
349,Spitze::N,óst,μύτη
350,Ende::N,kônec,άκρη
351,Loch::N,lúknja,τρύπα
352,Winkel::N,kót,γωνία
353,Muster::N,vzórec,σχέδιο
354,Größe::N,veličína,μέγεθος
355,Länge::N,dolžína,μήκος
356,Höhe::N,vršína,ύψος
357,Gewicht::N,téža,βάρος
358,Menge::N,količína,ποσότητα
359,Haufen::N,kùp,σωρός
360,Haufen::N,kopíca,σωρός
361,Reihe::N,níz,αράδα
362,Reihe::N,vŕsta,αράδα
363,Boot::N,čóln,βάρκα
364,Ruder::N,vêslo,κουπί
365,Schlitten::N,saní,έλκηθρο
366,Ski::N,smučí,σκι
367,Lagerfeuer::N,táborni ôgenj,φωτιά
368,Last::N,tôvor,φορτίο
369,Gang::N,hòd,δρόμος
370,Schritt::N,korák,βήμα
371,Norden::N,séver,βορράς
372,Süden::N,júg,νότος
373,Westen::N,zapàd,δύση
374,Osten::N,vzhòd,ανατολή
375,Holz::N,lés,ξύλο
376,Brett::N,deskà,σανίδι
377,Platte::N,plôča,πλάκα
378,Stütze::N,opóra,στήριγμα
379,Stütze::N,zaslómba,στήριγμα
380,Stange::N,gréd,ραβδί
381,Stange::N,gréd,κοντός
382,Stock::N,pálica,ξύλο
383,Stock::N,pálica,μπαστούνι
384,Stab::N,pálica,ραβδί
385,Rohr::N,cév,σωλήνας
386,Haus::N,híša,σπίτι
387,Heim::N,dóm,σπίτι
388,Ofen::N,péč,σόμπα
389,Ofen::N,péč,θερμάστρα
390,Fußboden::N,pòd,πάτωμα
391,Tisch::N,míza,τραπέζι
392,Stuhl::N,stòl,καρέκλα
393,Wiege::N,zíbel,κούνια
394,Bett::N,póstelja,κρεβάτι
395,Regal::N,políca,ράφι
396,Kiste::N,zabòj,κιβώτιο
397,Fenster::N,ôkno,παράθυρο
398,Tür::N,vráta,πόρτα
399,Tor::N,velíka vráta,πύλη
400,Zaun::N,ográja,φράχτης
401,Dach::N,stréha,στέγη
402,Leiter::N,léstev,σκάλα
403,Leiter::N,léstev,κλίμακα
404,Besen::N,mêtla,σκούπα
405,Spaten::N,lopáta,φτυάρι
406,Schaufel::N,lopáta,φτυάρι
407,Gabel::N,vílice,πιρούνι
408,Löffel::N,žlíca,κουτάλι
409,Messer::N,nòž,μαχαίρι
410,Nagel::N,žebèlj,καρφί
411,Netz::N,mréža,δίχτυ
412,Haken::N,kljúka,γάντζος
413,Haken::N,kljúka,αγκίστρι
414,Griff::N,ročáj,λαβή
415,Griff::N,oprijèm,λαβή
416,Schloss::N,ključávnica,κλειδαριά
417,Bild::N,slíka,εικόνα
418,Figur::N,figúra,ανάστημα
419,Figur::N,postáva,ανάστημα
420,Puppe::N,lútka,κούκλα
421,Beutel::N,môšnja,πουγγί
422,Bündel::N,cúla,δεμάτι
423,Bündel::N,svéženj,δεμάτι
424,Tasche::N,tórba,τσάντα
425,Tasche::N,tobôlec,τσάντα
426,Eimer::N,vêdro,κουβάς
427,Deckel::N,pokròv,καπάκι
428,Deckel::N,poklópec,καπάκι
429,Geschirr::N,posóda,σκεύη
430,Sack::N,vréča,σάκος
431,Tasse::N,skodélica,φλιτζάνι
432,Topf::N,lônec,χύτρα
433,Kessel::N,kôtel,καζάνι
434,Essen::N,hrána,φαγητό
435,Nahrung::N,živílo,τροφή
436,Speise::N,jéd,φαγητό
437,Fleisch::N,mesó,κρέας
438,Getreide::N,žíto,σιτάρι
439,Brei::N,káša,χυλός
440,Brot::N,krùh,ψωμί
441,Brot::N,krùh,άρτος
442,Scheibe::N,réženj,φέτα
443,Fett::N,mást,πάχος
444,Fett::N,maščôba,πάχος
445,Butter::N,máslo,βούτυρο
446,Öl::N,ólje,λάδι
447,Salz::N,sól,αλάτι
448,Suppe::N,júha,σούπα
449,Honig::N,méd,μέλι
450,Milch::N,mléko,γάλα
451,Tee::N,čáj,τσάι
452,Leder::N,úsnje,πετσί
453,Wolle::N,vólna,μαλλί
454,Stoff::N,blagó,ύφασμα
455,Nadel::N,ígla,βελόνα
456,Faden::N,nít,κλωστή
457,Knopf::N,gúmb,κουμπί
458,Knoten::N,vôzel,κόμπος
459,Farbe::N,bárva,μπογιά
460,Kleidung::N,obléka,ρούχα
461,Kleidung::N,obléka,ενδυμασία
462,Hemd::N,srájca,πουκάμισο
463,Kragen::N,ovrátnik,κολάρο
464,Ärmel::N,rokáv,μανίκι
465,Hose::N,hláče,πανταλόνι
466,Gürtel::N,pás,ζώνη
467,Mütze::N,kápa,σκούφος
468,Mütze::N,čépica,σκούφος
469,Schuh::N,čévelj,παπούτσι
470,Stiefel::N,škórenj,μπότα
471,Ring::N,pŕstan,δαχτυλίδι
472,Band::N,trák,κορδέλα
473,Kamm::N,glavník,χτένα
474,Spiegel::N,zrcálo,καθρέφτης
475,Spiegel::N,ogledálo,καθρέφτης
476,Riemen::N,jêrmen,λουρί
477,Schnur::N,vŕvca,κορδόνι
478,Leine::N,konôpec,σχοινί
479,Decke::N,odéja,κουβέρτα
480,Kissen::N,blazína,μαξιλάρι
481,Tuch::N,pŕt,πανί
482,Tuch::N,pŕt,μαντήλι
483,Tuch::N,rúta,πανί
484,Tuch::N,rúta,μαντήλι
485,Handtuch::N,brisáča,πετσέτα
486,Kraft::N,síla,δύναμη
487,Stärke::N,jákost,ισχύς
488,Stärke::N,jákost,δύναμη
489,Gesundheit::N,zdrávje,υγεία
490,Krankheit::N,bolézen,αρρώστια
491,Schmerz::N,ból,πόνος
492,Schmerz::N,bolečína,πόνος
493,Wunde::N,rána,πληγή
494,Fieber::N,vročína,πυρετός
495,Arznei::N,lék,φάρμακο
496,Arznei::N,zdravílo,φάρμακο
497,Brücke::N,móst,γέφυρα
498,Brunnen::N,vodnják,πηγάδι
499,Weide::N,páša,βοσκή
500,Pfad::N,stezà,μονοπάτι
501,Weg::N,pót,δρόμος
502,Straße::N,césta,οδός
503,Straße::N,césta,δρόμος
504,Dorf::N,vás,χωριό
505,Stadt::N,mésto,πόλη
506,Brief::N,písmo,γράμμα
507,Brief::N,písmo,επιστολή
508,Buch::N,knjíga,βιβλίο
509,Buchstabe::N,čŕka,γράμμα
510,Zeitung::N,čásnik,εφημερίδα
511,Leben::N,življênje,ζωή
512,Leben::N,življênje,βίος
513,Tod::N,smŕt,θάνατος
514,Grab::N,gròb,τάφος
515,Kirche::N,cérkev,εκκλησία
516,Sünde::N,gréh,αμαρτία
517,Gott::N,bóg,θεός
518,Arbeiter::N,délavec,εργάτης
519,Chef::N,šéf,προϊστάμενος
520,Meister::N,mójster,μάστορας
521,Meister::N,mójster,αρχιτεχνίτης
522,Arzt::N,zdravník,γιατρός
523,Lehrer::N,učítelj,δάσκαλος
524,Geld::N,denár,λεφτά
525,Geld::N,denár,χρήματα
526,Geschäft::N,kupčíja,συναλλαγή
527,Laden::N,trgovína,μαγαζί
528,Laden::N,trgovína,κατάστημα
529,Preis::N,céna,τιμή
530,Ware::N,róba,εμπόρευμα
531,Nutzen::N,príd,όφελος
532,Reichtum::N,bogástvo,πλούτος
533,Welt::N,svét,κόσμος
534,Land::N,dežêla,χώρα
535,Staat::N,držáva,κράτος
536,Staat::N,držáva,πολιτεία
537,König::N,králj,βασιλιάς
538,Macht::N,oblást,εξουσία
539,Grenze::N,mêja,σύνορα
540,Krieg::N,vôjna,πόλεμος
541,Feind::N,sovrážnik,εχθρός
542,Gewalt::N,nasílje,βία
543,Kampf::N,bòj,αγώνας
544,Kampf::N,bórba,αγώνας
545,Bogen[Waffe]::N,lók,τόξο
546,Pfeil::N,puščíca,σαΐτα
547,Gewehr::N,púška,τουφέκι
548,Fehler::N,zmóta,λάθος
549,Fehler::N,zmóta,σφάλμα
550,Lüge::N,láž,ψέμα
551,Lüge::N,láž,ψεύδος
552,Schaden::N,okvára,ζημία
553,Unglück::N,nesréča,δυστυχία
554,Schuld::N,krívda,ενοχή
555,Schuld::N,krívda,φταίξιμο
556,Alter::N,dôba,ηλικία
557,Schluss::N,kônec,τέλος
558,Zeit::N,čàs,χρόνος
559,Tag::N,dán,μέρα
560,Tag::N,dán,ημέρα
561,Morgen::N,jútro,πρωί
562,Mittag::N,póldan,μεσημέρι
563,Abend::N,večér,βράδυ
564,Nacht::N,nóč,νύχτα
565,Woche::N,téden,εβδομάδα
566,Monat::N,mésec,μήνας
567,Jahr::N,léto,έτος
568,Jahr::N,léto,χρόνος
569,Frühling::N,pomlád,άνοιξη
570,Sommer::N,polétje,καλοκαίρι
571,Herbst::N,jesén,φθινόπωρο
572,Winter::N,zíma,χειμώνας
573,Januar::N,jánuar,Ιανουάριος
574,Februar::N,fébruar,Φεβρουάριος
575,März::N,márec,Μάρτιος
576,April::N,apríl,Απρίλιος
577,Mai::N,máj,Μάιος
578,Juni::N,júnij,Ιούνιος
579,Juli::N,júlij,Ιούλιος
580,August::N,avgúst,Αύγουστος
581,September::N,septêmber,Σεπτέμβριος
582,Oktober::N,október,Οκτώβριος
583,November::N,novêmber,Νοέμβριος
584,Dezember::N,decémber,Δεκέμβριος
585,Montag::N,ponedéljek,Δευτέρα
586,Dienstag::N,tôrek,Τρίτη
587,Mittwoch::N,sréda,Τετάρτη
588,Donnerstag::N,četŕtek,Πέμπτη
589,Freitag::N,pétek,Παρασκευή
590,Samstag::N,sobóta,Σάββατο
591,Sonntag::N,nedélja,Κυριακή
592,groß::A,vêlik,μεγάλος
593,klein::A,májhen,μικρός
594,lang::A,dólg,μακρύς
595,kurz::A,krátek,κοντός
596,breit::A,širòk,φαρδύς
597,schmal::A,ózek,στενός
598,dicht::A,góst,πυκνός
599,dick[Gegenstand]::A,dêbel,παχύς
600,dick[Gegenstand]::A,dêbel,χοντρός
601,dünn::A,tánek,ψιλός
602,dünn::A,tánek,λεπτός
603,fein::A,drôben,ψιλός
604,fest::A,tŕden,στερεός
605,flach::A,plán,επίπεδος
606,flach::A,plòsk,επίπεδος
607,glatt::A,gládek,λείος
608,glatt::A,gládek,ομαλός
609,hart::A,tŕd,σκληρός
610,weich::A,mehák,μαλακός
611,rund::A,okrógel,στρογγυλός
612,spitz::A,šílast,μυτερός
613,scharf::A,óster,κοφτερός
614,stumpf::A,tóp,αμβλύς
615,stumpf::A,skŕhan,αμβλύς
616,schwer::A,têžek,βαρύς
617,schön::A,lép,ωραίος
618,schön::A,lép,όμορφος
619,schön::A,krásen,ωραίος
620,schön::A,krásen,όμορφος
621,heiß::A,vròč,ζεστός
622,warm::A,tôpel,θερμός
623,kalt::A,mŕzel,κρύος
624,kalt::A,mŕzel,ψυχρός
625,kalt::A,hláden,κρύος
626,kalt::A,hláden,ψυχρός
627,kühl::A,hláden,δροσερός
628,frisch::A,svéž,νωπός
629,frisch::A,svéž,φρέσκος
630,feucht::A,vlážen,υγρός
631,nass::A,móker,βρεγμένος
632,trocken::A,súh,ξηρός
633,trocken::A,súh,στεγνός
634,voll::A,póln,γεμάτος
635,leer::A,prázen,άδειος
636,offen::A,odpŕt,ανοιχτός
637,geschlossen::A,zapŕt,κλειστός
638,sauber::A,číst,καθαρός
639,sauber::A,líčen,καθαρός
640,schmutzig::A,umázan,βρώμικος
641,schmutzig::A,umázan,λερωμένος
642,roh::A,suròv,ωμός
643,reif::A,zrèl,ώριμος
644,lecker::A,okúsen,νόστιμος
645,süß::A,sládek,γλυκός
646,bitter::A,grenák,πικρός
647,sauer::A,kísel,ξινός
648,hell::A,svetèl,φωτεινός
649,dunkel::A,temèn,σκοτεινός
650,schwarz::A,čŕn,μαύρος
651,schwarz::A,čŕn,μελανός
652,weiß::A,bél,άσπρος
653,rot::A,rdèč,κόκκινος
654,gelb::A,žólt,κίτρινος
655,gelb::A,rumèn,κίτρινος
656,blau::A,móder,μπλε
657,blau::A,móder,γαλανός
658,grün::A,zelèn,πράσινος
659,grau::A,sív,γκρίζος
660,bunt::A,písan,ποικιλόχρωπος
661,billig::A,pocéni,φτηνός
662,teuer::A,drág,ακριβός
663,wertvoll::A,dragocén,πολύτιμος
664,blind::A,slép,τυφλός
665,taub::A,glúh,κουφός
666,kräftig::A,močán,δυνατός
667,stark::A,ják,γερός
668,schwach::A,šíbek,αδύνατος
669,fett::A,dêbel,παχύς
670,schlank::A,vítek,λεπτός
671,schlank::A,vítek,λυγερός
672,hübsch::A,lép,όμορφος
673,hübsch::A,lép,χαριτωμένος
674,böse::A,zèl,κακός
675,böse::A,hudôben,κακός
676,dumm::A,glúp,κουτός
677,dumm::A,glúp,ανόητος
678,dumm::A,bédast,κουτός
679,dumm::A,bédast,ανόητος
680,faul::A,lén,τεμπέλης
681,fleißig::A,marljív,εργατικός
682,geizig::A,škŕt,τσιγγούνης
683,klug::A,pámeten,έξυπνος
684,geschickt::A,spréten,επιδέξιος
685,lieb::A,míl,φίλος
686,lieb::A,míl,αγαπητός
687,lieb::A,ljúb,φίλος
688,lieb::A,ljúb,αγαπητός
689,lustig::A,vesél,εύθυμος
690,lustig::A,vesél,χαρούμενος
691,sanft::A,láhek,ήπιος
692,hungrig::A,láčen,πεινασμένος
693,krank::A,bolán,άρρωστος
694,nackt::A,nág,γυμνός
695,traurig::A,túžen,λυπημένος
696,lebendig::A,žív,ζωντανός
697,gut::A,dóber,καλός
698,schlecht::A,malopríden,κακός
699,richtig::A,pravílen,σωστός
700,schlimm::A,húd,άσχημος
701,wahr::A,resníčen,αληθής
702,wahr::A,resníčen,αληθινός
703,alt::A,stàr,παλιός
704,neu::A,nòv,νέος
705,neu::A,nòv,καινούργιος
706,ehemalig::A,nekdánji,παλιός
707,alt[Lebewesen]::A,stàr,γέρος
708,jung::A,mlád,νέος
709,arm::A,ubóg,φτωχός
710,arm::A,réven,φτωχός
711,reich::A,bogàt,πλούσιος
712,bekannt::A,znán,γνωστός
713,berühmt::A,sláven,περίφημος
714,berühmt::A,sláven,ξακουσμένος
715,berühmt::A,znamenít,περίφημος
716,berühmt::A,znamenít,ξακουσμένος
717,fremd::A,túj,ξένος
718,verschieden::A,razlíčen,διαφορετικός
719,nah::A,blížnji,κοντινός
720,fern::A,dáleč,μακριά
721,linker::A,lévi,αριστερός
722,rechter::A,désni,δεξιός
723,anderer::A,drúgi,άλλος
724,erster::A,pŕvi,πρώτος
725,zweiter::A,drúgi,δεύτερος
726,dritter::A,trétji,τρίτος
727,letzter::A,poslédnji,τελευταίος
728,allein::ADV,sám,μόνος
729,auf einmal::ADV,obênem,εφάπαξ
730,zusammen::ADV,skúpaj,μαζί
731,lange::ADV,dólgo,πολύν καιρό
732,plötzlich::ADV,náglo,έξαφνα
733,plötzlich::ADV,nenádoma,έξαφνα
