,Concept_ID,ka,zh
159,Hund::N,ძაღლი,狗
160,Katze::N,კატა,猫
161,Bär::N,დათვი,熊
162,Eichhörnchen::N,ციყვი,松鼠
163,Elch::N,ცხენ-ირემი,麋鹿
164,Fuchs::N,მელა,狐狸
165,Hase::N,კურდღელი,兔子
166,Maus::N,თაგვი,老鼠
167,Wolf::N,მგელი,狼
168,Vogel::N,ჩიტი,鸟
169,Vogel::N,ფრინველი,鸟
170,Schwarm::N,გუნდი,群
171,Huhn::N,დედალი,鸡
172,Hahn::N,მამალი,公鸡
173,Gans::N,ბატი,鹅
174,Adler::N,არწივი,鹰
175,Ente::N,იხვი,鸭
176,Eule::N,ბუ,猫头鹰
177,Kranich::N,წერო,鹤
178,Krähe::N,ყვავი,乌鸦
179,Kuckuck::N,გუგული,布谷鸟
180,Schwan::N,გედი,天鹅
181,Fisch::N,თევზი,鱼
182,Barsch::N,ქორჭილა,鲈鱼
183,Hecht::N,ქარიყლაპია,狗鱼
184,Schlange[Tier]::N,გველი,蛇
185,Wurm::N,ჭია,蠕虫
186,Spinne::N,ობობა,蜘蛛
187,Ameise::N,ჭიანჭველა,蚂蚁
188,Laus::N,ტილი,虱子
189,Laus::N,მკბენარი,虱子
190,Mücke::N,კოღო,蚊子
191,Fliege::N,ბუზი,苍蝇
192,Schmetterling::N,პეპელა,蝴蝶
193,Beere::N,კენკრა,将果
194,Apfel::N,ვაშლი,苹果
195,Pilz::N,სოკო,蘑菇
196,Zwiebel::N,ხახვი,洋葱
197,Saat::N,თესლი,种子
198,Korn::N,მარცვალი,谷粒
199,Heu::N,თივა,干草
200,Schale::N,ჩენჩო,壳
201,Grube::N,ორმო,坑
202,Falle::N,ხაფანგი,圈套
203,Schlinge::N,მახე,活扣
204,Spur::N,კვალი,踪迹
205,Asche::N,ფერფლი,灰烬
206,Dreck::N,ტალახი,污垢
207,Dreck::N,სიბინძურე,污垢
208,Eisen::N,რკინა,铁
209,Gold::N,ოქრო,金子
210,Silber::N,ვერცხლი,银
211,Kohle::N,ნახშირი,煤
212,Glas::N,მინა,玻璃
213,Lehm::N,თიხა,粘土
214,Sand::N,ქვიშა,沙
215,Mensch::N,ადამიანი,人
216,Mann::N,კაცი,男子
217,Frau::N,ქალი,妇女
218,Kind::N,ბავშვი,小孩
219,Junge::N,ვაჟი,男孩
220,Mädchen::N,გოგო,女孩
221,Familie::N,ოჯახი,家庭
222,Großvater::N,პაპა,祖父
223,Großvater::N,ბაბუა,祖父
224,Großmutter::N,ბებია,祖母
225,Großmutter::N,დიდედა,祖母
226,Eltern::N,მშობლები,父母
227,Vater::N,მამა,父亲
228,Mutter::N,დედა,母亲
229,Sohn::N,ვაჟიშვილი,儿子
230,Tochter::N,ქალიშვილი,女儿
231,Bruder::N,ძმა,兄弟
232,Schwester::N,და,姐妹
233,Onkel::N,ბიძა,伯父
234,Tante::N,დეიდა,阿姨
235,Tante::N,მამიდა,阿姨
236,Ehemann::N,ქმარი,丈夫
237,Ehefrau::N,ცოლი,妻子
238,Freude::N,სიხარული,愉快
239,Gelächter::N,სიცილი,大笑
240,Glück::N,ბედნიერება,运气
241,Kummer::N,მწუხარება,苦恼
242,Wunsch::N,წადილი,愿望
243,Wunsch::N,სურვილი,愿望
244,Lust::N,წადილი,乐趣
245,Geist::N,სული,精神
246,Gedanke::N,ფიქრი,思想
247,Gedächtnis::N,მეხსიერება,记性
248,Verstand::N,ჭკუა,理智
249,Verstand::N,გონება,理智
250,Sinn::N,მნიშვნელობა,感觉
251,Grund::N,მიზეზი,理由
252,Wahrheit::N,სიმართლე,真理
253,Wahrheit::N,ჭეშმარიტება,真理
254,Gespräch::N,ბაასი,谈话
255,Gespräch::N,საუბარი,谈话
256,Märchen::N,არაკი,童话
257,Märchen::N,ზღაპარი,童话
258,Erzählung::N,თქმულება,故事
259,Nachricht::N,ცნობა,消息
260,Nachricht::N,ამბავი,消息
261,Neuigkeit::N,სიახლე,新闻
262,Name::N,სახელი,名字
263,Rätsel::N,გამოცანა,谜语
264,Rede::N,სიტყვა,讲话
265,Sprache::N,ენა,语言
266,Stimme::N,ხმა,声音
267,Wort::N,სიტყვა,词
268,Zeichen::N,ნიშანი,标记
269,Ruf::N,ძახილი,呼喊
270,Lärm::N,ხმაური,噪音
271,Laut::N,ხმა,响声
272,Laut::N,ბგერა,响声
273,Ton::N,ტონი,声音
274,Lied::N,სიმღერა,歌曲
275,Ruhe::N,სიწყნარე,安静
276,Leute::N,ადამიანები,人们
277,Volk::N,ერი,人民
278,Volk::N,ხალხი,人民
279,Arbeit::N,მუშაობა,劳动
280,Gast::N,სტუმარი,客人
281,Geschenk::N,საჩუქარი,礼物
282,Spiel::N,თამაში,游戏
283,Gesellschaft::N,საზოგადოება,陪同
284,Hilfe::N,შველა,帮助
285,Hilfe::N,დახმარება,帮助
286,Freund::N,მეგობარი,朋友
287,Kamerad::N,ამხანაგი,同志
288,Angelegenheit::N,საქმე,事情
289,Anzahl::N,ოდენობა,数目
290,Art::N,სახეობა,种类
291,Stück::N,ნატეხი,块
292,Teil::N,წილი,部分
293,Hälfte::N,ნახევარი,一半
294,Kreis::N,წრე,圆
295,Kreuz::N,ჯვარი,十字架
296,Linie::N,ხაზი,线条
297,Strich::N,შტრიხი,划
298,Abstand::N,მანძილი,距离
299,Entfernung::N,სიშორე,距离
300,Gegend::N,არე,地区
301,Gegend::N,მხარე,地区
302,Platz::N,ფართობი,场所
303,Ort::N,ადგილი,地点
304,Seite::N,მხარე,面
305,Mitte::N,შუა,中间
306,Gegenstand::N,საგანი,物品
307,Sache::N,ნივთი,物
308,Rand::N,კიდე,边
309,Kante::N,ნაწიბული,棱
310,Ecke::N,კუთხე,角
311,Spitze::N,წვეტი,尖
312,Ende::N,ბოლო,结尾
313,Loch::N,ხვრელი,洞
314,Winkel::N,კუთხე,角度
315,Muster::N,მოხატულობა,模型
316,Größe::N,ზომა,大小
317,Größe::N,სიდიდე,大小
318,Länge::N,სიგრძე,长度
319,Höhe::N,სიმაღლე,高度
320,Gewicht::N,წონა,重量
321,Menge::N,რაოდენობა,数量
322,Haufen::N,გროვა,堆
323,Reihe::N,რიგი,行
324,Reihe::N,წყება,行
325,Boot::N,გემი,小船
326,Ruder::N,ხოფი,奖
327,Ruder::N,ნიჩაბი,奖
328,Schlitten::N,მარხილი,雪橇
329,Ski::N,თხილამური,雪板
330,Lagerfeuer::N,კოცონი,营火
331,Last::N,ტვირთი,负担
332,Gang::N,სვლა,行走
333,Schritt::N,ბიჯი,步伐
334,Norden::N,ჩრდილოეთი,北
335,Süden::N,სამხრეთი,南
336,Westen::N,დასავლეთი,西
337,Osten::N,აღმოსავლეთი,东
338,Holz::N,ხე,木材
339,Brett::N,დაფა,木板
340,Brett::N,ფიცარი,木板
341,Platte::N,თლილი ქვა,平板
342,Stütze::N,საყრდენი,支架
343,Stange::N,ჭოკი,杆
344,Stock::N,კეტი,棒
345,Stab::N,ლატანი,棍
346,Rohr::N,მილაკი,管子
347,Haus::N,სახლი,房屋
348,Heim::N,ოჯახის კერა,家
349,Ofen::N,ღუმელი,炉子
350,Fußboden::N,იატაკი,地板
351,Tisch::N,სუფრა,桌子
352,Tisch::N,მაგიდა,桌子
353,Stuhl::N,სკამი,椅子
354,Wiege::N,აკვანი,摇蓝
355,Bett::N,საწოლი,床
356,Bett::N,სარეცელი,床
357,Regal::N,თაროები,架子
358,Kiste::N,ყუთი,箱子
359,Kiste::N,სკივრი,箱子
360,Fenster::N,ფანჯარა,窗户
361,Fenster::N,სარკმელი,窗户
362,Tür::N,ბჭე,门
363,Tür::N,კარი,门
364,Tor::N,ჭიშკარი,大门
365,Zaun::N,ღობე,篱笆
366,Zaun::N,გალავანი,篱笆
367,Dach::N,სახურავი,屋顶
368,Leiter::N,კიბე,梯子
369,Besen::N,ცოცხი,扫帚
370,Spaten::N,ნიჩაბი,铁锹
371,Schaufel::N,ბარი,铁锹
372,Gabel::N,ჩანგალი,叉
373,Löffel::N,კოვზი,食匙
374,Messer::N,დანა,刀
375,Nagel::N,ლურსმანი,钉子
376,Netz::N,ბადე,网
377,Haken::N,კავი,钩子
378,Haken::N,კაუჭი,钩子
379,Griff::N,ტარი,把柄
380,Schloss::N,კლიტე,锁
381,Schloss::N,საკეტი,锁
382,Bild::N,სურათი,图画
383,Figur::N,ფიგურა,人像
384,Puppe::N,თოჯინა,娃娃
385,Beutel::N,პარკი,袋子
386,Bündel::N,გალა,捆
387,Bündel::N,ასხმა,捆
388,Tasche::N,ჩანთა,手提包
389,Eimer::N,ჩამჩა,桶
390,Deckel::N,ხუფი,盖子
391,Deckel::N,სარქველი,盖子
392,Geschirr::N,ჭურჭელი,餐具
393,Sack::N,ტომარა,袋子
394,Tasse::N,ფინჯანი,杯子
395,Topf::N,ქოთანი,锅
396,Kessel::N,ქვაბი,水壶
397,Essen::N,ჭამა,进餐
398,Nahrung::N,საზრდო,食物
399,Nahrung::N,საკვები,食物
400,Speise::N,საჭმელი,菜肴
401,Fleisch::N,ხორცი,肉
402,Getreide::N,მარცვლოვანი,谷物
403,Brei::N,ფაფა,粥
404,Brot::N,პური,面包
405,Scheibe::N,ნაჭერი,片
406,Fett::N,ქონი,脂肪
407,Fett::N,ცხიმი,脂肪
408,Butter::N,კარაქი,黄油
409,Öl::N,ზეთი,油
410,Salz::N,მარილი,盐
411,Suppe::N,სუფი,汤
412,Honig::N,თაფლი,蜂蜜
413,Milch::N,რძე,奶
414,Tee::N,ჩაი,茶
415,Leder::N,ტყავი,皮革
416,Wolle::N,მატყლი,毛线
417,Stoff::N,ქსოვილი,织物
418,Nadel::N,ნემსი,针
419,Faden::N,ძაფი,线
420,Faden::N,მკედი,线
421,Knopf::N,ღილი,纽扣
422,Knoten::N,ნასკვი,结
423,Farbe::N,საღებავი,颜色
424,Kleidung::N,ტანსაცმელი,衣服
425,Hemd::N,ხალათი,衬衫
426,Hemd::N,პერანგი,衬衫
427,Kragen::N,საყელო,领子
428,Ärmel::N,სახელო,袖子
429,Hose::N,შარვალი,裤子
430,Gürtel::N,ქამარი,腰带
431,Mütze::N,ქუდი,帽子
432,Schuh::N,ფეხსაცმელი,鞋
433,Stiefel::N,ჩექმა,靴子
434,Ring::N,ბეჭედი,戒指
435,Band::N,ბაფთი,带子
436,Kamm::N,სავარცხელი,梳子
437,Spiegel::N,სარკე,镜子
438,Riemen::N,ღვედი,皮带
439,Schnur::N,ლარი,绳子
440,Leine::N,ჯაჭვი,皮带
441,Decke::N,საბანი,被子
442,Kissen::N,ბალიში,软垫
443,Tuch::N,მაუდი,巾
444,Tuch::N,თავშალი,巾
445,Handtuch::N,ხელსახოცი,手巾
446,Kraft::N,ძალა,力
447,Stärke::N,ღონე,力量
448,Gesundheit::N,ჯანმრთელობა,健康
449,Krankheit::N,სენი,病
450,Krankheit::N,ავადმყოფობა,病
451,Schmerz::N,ტკივილი,痛
452,Wunde::N,იარი,伤口
453,Wunde::N,ჭრილობა,伤口
454,Fieber::N,ციება,发烧
455,Arznei::N,წამალი,药
456,Brücke::N,ხიდი,桥
457,Brunnen::N,ჭა,井
458,Weide::N,საძოვარი,牧场
459,Pfad::N,ბილიკი,小路
460,Weg::N,გზა,路
461,Straße::N,შარაგზა,街
462,Dorf::N,დაბა,村庄
463,Dorf::N,სოფელი,村庄
464,Stadt::N,ქალაქი,城市
465,Brief::N,წერილი,信
466,Buch::N,წიგნი,书
467,Buchstabe::N,ასო,字母
468,Zeitung::N,გაზეთი,报纸
469,Leben::N,სიცოცხლე,生命
470,Tod::N,სიკვდილი,死亡
471,Grab::N,სამარე,坟墓
472,Grab::N,საფლავი,坟墓
473,Kirche::N,ეკლესია,教堂
474,Sünde::N,ცოდვა,罪
475,Gott::N,ღმერთი,上帝
476,Arbeiter::N,მუშა,工人
477,Chef::N,გამგე,上司
478,Meister::N,ოსტატი,师傅
479,Arzt::N,ექიმი,医生
480,Arzt::N,მკურნალი,医生
481,Lehrer::N,მასწავლებელი,教师
482,Geld::N,ფული,钱
483,Geschäft::N,საქმე,交易
484,Geschäft::N,ბიზნესი,交易
485,Laden::N,დუქანი,商店
486,Laden::N,მაღაზია,商店
487,Preis::N,ფასი,价格
488,Ware::N,საქონელი,商品
489,Nutzen::N,ხეირი,好处
490,Reichtum::N,სიმდიდრე,财富
491,Welt::N,მსოფლიო,世界
492,Land::N,მხარე,国家
493,Land::N,ქვეყანა,国家
494,Staat::N,სახელმწიფო,国家
495,König::N,მეფე,国王
496,Macht::N,ძლიერება,权力
497,Grenze::N,ზღვარი,边界
498,Krieg::N,ომი,战争
499,Feind::N,მტერი,敌人
500,Gewalt::N,სისასტიკე,暴力
501,Kampf::N,ბრძოლა,战斗
502,Bogen[Waffe]::N,მშვილდი,弓
503,Pfeil::N,ისარი,箭
504,Pfeil::N,მახვილი,箭
505,Gewehr::N,თოფი,枪
506,Gewehr::N,შაშხანა,枪
507,Fehler::N,შეცდომა,错误
508,Lüge::N,სიცრუე,谎话
509,Schaden::N,ვნება,损失
510,Unglück::N,ხიფათი,不幸
511,Unglück::N,უბედურება,不幸
512,Schuld::N,ბრალი,过错
513,Alter::N,ასაკი,年龄
514,Schluss::N,ბოლო,结束
515,Schluss::N,დასასრული,结束
516,Zeit::N,დრო,时间
517,Tag::N,დღე,天
518,Morgen::N,დილა,早晨
519,Mittag::N,შუადღე,中午
520,Abend::N,საღამო,晚上
521,Nacht::N,ღამე,夜
522,Woche::N,კვირა,星期
523,Monat::N,თვე,月
524,Jahr::N,წელი,年
525,Frühling::N,გაზაფხული,春天
526,Sommer::N,ზაფხული,夏天
527,Herbst::N,შემოდგომა,秋天
528,Winter::N,ზამთარი,冬天
529,Januar::N,იანვარი,一月
530,Februar::N,თებერვალი,二月
531,März::N,მარტი,三月
532,April::N,აპრილი,四月
533,Mai::N,მაისი,五月
534,Juni::N,ივნისი,六月
535,Juli::N,ივლისი,七月
536,August::N,აგვისტო,八月
537,September::N,სექტემბერი,九月
538,Oktober::N,ოქტომბერი,十月
539,November::N,ნოემბერი,十一月
540,Dezember::N,დეკემბერი,十二月
541,Montag::N,ორშაბათი,星期一
542,Dienstag::N,სამშაბათი,星期二
543,Mittwoch::N,ოთხშაბათი,星期三
544,Donnerstag::N,ხუთშაბათი,星期四
545,Freitag::N,პარასკევი,星期五
546,Samstag::N,შაბათი,星期六
547,Sonntag::N,კვირა,星期日
548,groß::A,დიდი,大
549,klein::A,მცირე,小
550,klein::A,პატარა,小
551,lang::A,გრძელი,长
552,kurz::A,მოკლე,短
553,breit::A,ფართო,宽
554,breit::A,განიერი,宽
555,schmal::A,ვიწრო,细长的
556,schmal::A,წვრილი,细长的
557,dicht::A,მჭიდრო,密
558,dick[Gegenstand]::A,სქელი,厚
559,dünn::A,წვრილი,薄
560,fein::A,თხელი,细小
561,fest::A,მყარი,固体
562,flach::A,ბრტყელი,平坦
563,glatt::A,გლუ,光滑
564,hart::A,მაგარი,硬
565,weich::A,რბილი,软
566,rund::A,მრგვალი,圆
567,spitz::A,წვეტიანი,尖
568,scharf::A,მჭრელი,锋利
569,stumpf::A,ბლაგვი,钝
570,schwer::A,მძიმე,重
571,schön::A,ლამაზი,美丽
572,heiß::A,ცხელი,烫
573,warm::A,თბილი,暖和
574,kalt::A,ცივი,冷
575,kühl::A,გრილი,凉
576,frisch::A,სუფთა,新鲜
577,feucht::A,ნოტიო,潮湿
578,nass::A,სველი,湿
579,trocken::A,მშრალი,干
580,voll::A,სავსე,满
581,leer::A,ცარიელი,空
582,offen::A,ღია,敞开
583,offen::A,გაშლილი,敞开
584,geschlossen::A,დახურული,关闭
585,sauber::A,სუფთა,干净
586,sauber::A,წმინდა,干净
587,schmutzig::A,ტალახიანი,肮脏
588,roh::A,უმი,生
589,reif::A,მწიფე,成熟
590,lecker::A,გემრიელი,好吃
591,süß::A,ტკბილი,甜
592,bitter::A,მწარე,苦
593,sauer::A,მჟავე,酸
594,hell::A,ნათელი,亮
595,dunkel::A,ბნელი,阴暗
596,schwarz::A,შავი,黑
597,weiß::A,თეთრი,白
598,rot::A,წითელი,红
599,gelb::A,ყვითელი,黄
600,blau::A,ლურჯი,蓝
601,blau::A,ცისფერი,蓝
602,grün::A,მწვანე,绿
603,grau::A,რუხი,灰色
604,grau::A,ნაცრისფერი,灰色
605,bunt::A,ჭრელი,五彩
606,bunt::A,ფერადი,五彩
607,billig::A,იაფი,便宜
608,teuer::A,ძვირი,贵
609,wertvoll::A,ღირსიანი,贵重
610,blind::A,ბრმა,瞎
611,taub::A,ყრუ,聋
612,kräftig::A,ძალავანი,强壮
613,stark::A,ძლიერი,强壮
614,stark::A,ღონიერი,强壮
615,schwach::A,სუსტი,弱
616,fett::A,სქელი,胖
617,schlank::A,გამხდარი,苗条
618,hübsch::A,ეშხიანი,漂亮
619,hübsch::A,მშვენიერი,漂亮
620,böse::A,ავი,邪恶
621,böse::A,ბოროტი,邪恶
622,dumm::A,ბოთე,笨
623,dumm::A,სულელი,笨
624,faul::A,ზანტი,懒惰
625,faul::A,ზარმაცი,懒惰
626,fleißig::A,ბეჯითი,勤奋
627,fleißig::A,მუყაითი,勤奋
628,geizig::A,ძუნწი,吝啬
629,klug::A,ჭკვიანი,聪明
630,geschickt::A,მარჯვე,灵巧
631,geschickt::A,გაწაფული,灵巧
632,lieb::A,სატრფიალო,可爱
633,lustig::A,მხიარული,快乐
634,sanft::A,ალერსიანი,柔和
635,sanft::A,გრძნობიერი,柔和
636,hungrig::A,მშიერი,饥饿
637,krank::A,სნეული,患病
638,krank::A,ავადმყოფი,患病
639,nackt::A,ტიტველი,裸体
640,traurig::A,მწუხარე,悲哀
641,traurig::A,სევდიანი,悲哀
642,lebendig::A,ცოცხალი,活
643,gut::A,კარგი,好
644,schlecht::A,უხეირო,坏
645,richtig::A,ნამდვილი,正确
646,schlimm::A,ცუდი,糟糕
647,wahr::A,სწორი,真
648,wahr::A,ჭეშმარიტი,真
649,alt::A,ძველი,旧
650,neu::A,ახალი,新
651,ehemalig::A,ყოფილი,以前
652,alt[Lebewesen]::A,ბებერი,老
653,jung::A,ნორჩი,年轻
654,jung::A,ახალგაზრდა,年轻
655,arm::A,ღარიბი,贫穷
656,reich::A,მდიდარი,富裕
657,bekannt::A,ცნობილი,出名
658,berühmt::A,გამოჩენილი,著名
659,fremd::A,უცხო,陌生
660,fremd::A,გარეშე,陌生
661,verschieden::A,სხვაგვარი,不同
662,nah::A,ახლო,近
663,fern::A,შორი,遥远
664,fern::A,შორეული,遥远
665,linker::A,მარცხენა,左
666,rechter::A,მარჯვენა,右
667,anderer::A,სხვა,别的
668,erster::A,პირველი,第一
669,zweiter::A,მეორე,第二
670,dritter::A,მესამე,第三
671,letzter::A,ბოლო,最后
672,letzter::A,უკანასკნელი,最后
673,allein::ADV,მარტო,单独
674,auf einmal::ADV,ერთდროულად,同时
675,zusammen::ADV,ერთად,一起
676,lange::ADV,დიდხანს,许久
677,plötzlich::ADV,მოულოდნელად,忽然
678,sofort::ADV,ახლავე,立刻
679,später::ADV,მოგვიანებით,以后
680,jetzt::ADV,ახლა,现在
681,heute::ADV,დღეს,今天
682,morgen::ADV,ხვალ,明天
683,bald::ADV,მალე,即将
684,dann::ADV,მერე,然后
685,gestern::ADV,გუშინ,昨天
686,einst::ADV,ოდესღაც,曾经
687,damals::ADV,მაშინ,当时
688,danach::ADV,მერმე,随后
689,danach::ADV,შემდეგ,随后
690,vorher::ADV,ადრე,事先
691,vorher::ADV,წინათ,事先
692,zuerst::ADV,ჯერ,首先
693,einmal::ADV,ერთხელ,一次
694,manchmal::ADV,ხან,有时
695,manchmal::ADV,ზოგჯერ,有时
696,oft::ADV,ხშირად,时常
697,immer::ADV,მუდამ,总是
698,immer::ADV,ყოველთვის,总是
699,niemals::ADV,არასდროს,从未
700,hier::ADV,აქ,这里
701,hierhin::ADV,აქეთ,到这里
702,von hier::ADV,აქედან,由此
703,dort::ADV,იქ,那里
704,dorthin::ADV,იქით,到那里
705,geradeaus::ADV,პირდაპირ,一直往前
706,vorwärts::ADV,წინ,向前
707,rückwärts::ADV,უკან,向后
708,zurück::ADV,უკანვე,退后
709,unten::ADV,დაბლა,下面
710,unten::ADV,ქვევით,下面
711,hinab::ADV,ძირს,向下
712,oben::ADV,ზემოთ,上面
713,hinauf::ADV,ზევით,向上
714,überall::ADV,ყველგან,到处
715,nicht::ADV,არ,不
716,ein wenig::ADV,ცოტა,一点儿
717,kaum::ADV,ძლივს,几乎不
718,sehr::ADV,მეტად,很
719,sehr::ADV,ძალიან,很
720,so::ADV,ისე,如此
721,noch::ADV,ჯერ,还
722,nur::ADV,მხოლოდ,只
723,schon::ADV,უკვე,已经
724,wieder::ADV,ისევ,又
725,wieder::ADV,კიდევ,又
726,vergebens::ADV,ამაოდ,
727,vergebens::ADV,ტყუილად,
728,vor::PRP,წინ,在...面前
729,hinter::PRP,უკან,在...背后
730,hinter::PRP,მიღმა,在...背后
731,unter::PRP,ქვეშ,在...下面
732,unter::PRP,ქვევით,在...下面
733,durch::PRP,გავლით,穿过
734,neben::PRP,გვერდით,在...旁
735,zwischen::PRP,შუა,在...之间
736,zwischen::PRP,შორის,在...之间
737,wegen::PRP,გამო,由于
738,wegen::PRP,შედეგად,由于
739,dies::PRN,ეს,这
740,das::PRN,ეგ,那
741,alles::PRN,ყველაფერი,一切
742,ich::PRN,მე,我
743,du::PRN,შენ,你
744,er::PRN,ის,他
745,er::PRN,იგი,他
746,wir::PRN,ჩვენ,我们
747,ihr::PRN,თქვენ,你们
748,sie::PRN,ისინი,她
749,was::FPRN,რა,什么
750,wer::FPRN,ვინ,谁
751,wo::FADV,სად,哪里
752,wohin::FADV,საით,去哪里
753,wie::FADV,როგორ,怎么
754,warum::FADV,რაზე,为什么
755,warum::FADV,რატომ,为什么
756,wieviel::FNUM,რამდენი,多少
757,eins::NUM,ერთი,一
758,zwei::NUM,ორი,二
759,drei::NUM,სამი,三
