,Concept_ID,fi,en
121,Höhle::N,luola,cave
122,Abhang::N,rinne,slope
123,Quelle::N,lähde,source
124,Bach::N,puro,brook
125,Fluss::N,joki,river
126,Ufer::N,ranta,shore
127,Küste::N,rannikko,coast
128,Festland::N,manner,land
129,Meer::N,meri,sea
130,Bucht::N,lahti,cove
131,Insel::N,saari,island
132,Blume::N,kukka,flower
133,Gras::N,ruoho,grass
134,Wurzel::N,juuri,root
135,Baum::N,puu,tree
136,Stamm::N,runko,trunk
137,Rinde::N,kuori,bark
138,Rinde::N,parkki,bark
139,Ast::N,oksa,limb
140,Zweig::N,haara,branch
141,Blatt::N,lehti,leaf
142,Birke::N,koivu,birch
143,Kiefer[Baum]::N,mänty,pine
144,Kiefer[Baum]::N,petäjä,pine
145,Weide[Baum]::N,paju,willow
146,Tanne::N,kuusi,fir
147,Horn::N,sarvi,horn
148,Feder::N,sulka,feather
149,Feder::N,höyhen,feather
150,Fell::N,talja,fur
151,Flügel::N,siipi,wing
152,Klaue::N,kynsi,claw
153,Kralle::N,kynsi,claw
154,Schwanz::N,häntä,tail
155,Schwanz::N,pyrstö,tail
156,Ei::N,muna,egg
157,Nest::N,pesä,nest
158,Bau::N,pesä,lair
159,Tier::N,eläin,animal
160,Herde::N,lauma,flock
161,Kuh::N,lehmä,cow
162,Bulle::N,sonni,bull
163,Pferd::N,hevonen,horse
164,Schaf::N,lammas,sheep
165,Schwein::N,sika,pig
166,Hund::N,koira,dog
167,Katze::N,kissa,cat
168,Bär::N,karhu,bear
169,Eichhörnchen::N,orava,squirrel
170,Elch::N,hirvi,elk
171,Fuchs::N,kettu,fox
172,Hase::N,jänis,hare
173,Maus::N,hiiri,mouse
174,Wolf::N,susi,wolf
175,Vogel::N,lintu,bird
176,Schwarm::N,parvi,swarm
177,Huhn::N,kana,chicken
178,Hahn::N,kukko,cock
179,Gans::N,hanhi,goose
180,Adler::N,kotka,eagle
181,Ente::N,ankka,duck
182,Eule::N,pöllö,owl
183,Kranich::N,kurki,crane
184,Krähe::N,varis,crow
185,Kuckuck::N,käki,cuckoo
186,Schwan::N,joutsen,swan
187,Fisch::N,kala,fish
188,Barsch::N,ahven,perch
189,Hecht::N,hauki,pike
190,Schlange[Tier]::N,käärme,snake
191,Wurm::N,mato,worm
192,Spinne::N,hämähäkki,spider
193,Ameise::N,muurahainen,ant
194,Laus::N,täi,louse
195,Mücke::N,sääski,midge
196,Mücke::N,hyttynen,midge
197,Fliege::N,kärpänen,fly
198,Schmetterling::N,perhonen,butterfly
199,Beere::N,marja,berry
200,Apfel::N,omena,apple
201,Pilz::N,sieni,mushroom
202,Zwiebel::N,sipuli,onion
203,Saat::N,siemenet,seed
204,Korn::N,jyvä,grain
205,Korn::N,vilja,grain
206,Heu::N,heinä,hay
207,Schale::N,kuori,husk
208,Grube::N,kuoppa,pit
209,Falle::N,loukku,trap
210,Schlinge::N,ansa,noose
211,Spur::N,jälki,track
212,Asche::N,tuhka,ashes
213,Dreck::N,lika,filth
214,Eisen::N,rauta,iron
215,Gold::N,kulta,gold
216,Silber::N,hopea,silver
217,Kohle::N,hiili,coal
218,Glas::N,lasi,glass
219,Lehm::N,savi,clay
220,Sand::N,hiekka,sand
221,Mensch::N,ihminen,human
222,Mann::N,mies,man
223,Frau::N,nainen,woman
224,Kind::N,lapsi,child
225,Junge::N,poika,boy
226,Mädchen::N,tyttö,girl
227,Familie::N,perhe,family
228,Großvater::N,isoisä,grandfather
229,Großmutter::N,isoäiti,grandmother
230,Eltern::N,vanhemmat,parents
231,Vater::N,isä,father
232,Mutter::N,äiti,mother
233,Sohn::N,poika,son
234,Tochter::N,tytär,daughter
235,Bruder::N,veli,brother
236,Schwester::N,sisko,sister
237,Onkel::N,eno,uncle
238,Onkel::N,setä,uncle
239,Tante::N,täti,aunt
240,Ehemann::N,mies,husband
241,Ehemann::N,aviomies,husband
242,Ehefrau::N,vaimo,wife
243,Ehefrau::N,aviovaimo,wife
244,Freude::N,ilo,joy
245,Freude::N,riemu,joy
246,Gelächter::N,nauru,laughter
247,Glück::N,onni,happiness
248,Kummer::N,suru,grief
249,Kummer::N,murhe,grief
250,Wunsch::N,toive,wish
251,Wunsch::N,toivomus,wish
252,Lust::N,himo,desire
253,Geist::N,henki,spirit
254,Gedanke::N,aate,thought
255,Gedanke::N,ajatus,thought
256,Gedächtnis::N,muisti,memory
257,Verstand::N,äly,mind
258,Verstand::N,järki,mind
259,Verstand::N,ymmärrys,mind
260,Sinn::N,merkitys,meaning
261,Grund::N,syy,reason
262,Grund::N,peruste,reason
263,Wahrheit::N,tosi,truth
264,Wahrheit::N,totuus,truth
265,Gespräch::N,puhelu,talk
266,Gespräch::N,keskustelu,talk
267,Märchen::N,satu,fairy tale
268,Erzählung::N,tarina,story
269,Erzählung::N,kertomus,story
270,Nachricht::N,tieto,message
271,Nachricht::N,ilmoitus,message
272,Neuigkeit::N,uutinen,news
273,Name::N,nimi,name
274,Rätsel::N,arvoitus,puzzle
275,Rede::N,puhe,speech
276,Sprache::N,kieli,language
277,Stimme::N,ääni,voice
278,Wort::N,sana,word
279,Zeichen::N,merkki,sign
280,Ruf::N,kutsu,call
281,Lärm::N,melu,noise
282,Lärm::N,hälinä,noise
283,Laut::N,ääni,sound
284,Ton::N,sävel,tone
285,Lied::N,laulu,song
286,Ruhe::N,lepo,calm
287,Ruhe::N,rauha,calm
288,Leute::N,väki,people
289,Leute::N,ihmiset,people
290,Volk::N,kansa,nation
291,Arbeit::N,työ,work
292,Gast::N,vieras,guest
293,Geschenk::N,lahja,gift
294,Spiel::N,peli,game
295,Spiel::N,leikki,game
296,Gesellschaft::N,seura,company
297,Hilfe::N,apu,help
298,Freund::N,ystävä,friend
299,Kamerad::N,toveri,companion
300,Angelegenheit::N,asia,matter
301,Anzahl::N,lukumäärä,count
302,Art::N,laji,sort
303,Stück::N,pala,piece
304,Stück::N,kappale,piece
305,Teil::N,osa,part
306,Hälfte::N,puoli,half
307,Kreis::N,ympyrä,circle
308,Kreuz::N,risti,cross
309,Linie::N,viiva,line
310,Strich::N,piirto,stroke
311,Abstand::N,väli,gap
312,Abstand::N,väljyys,gap
313,Entfernung::N,etäisyys,distance
314,Gegend::N,seutu,area
315,Platz::N,tila,space
316,Ort::N,kohta,place
317,Ort::N,paikka,place
318,Seite::N,sivu,side
319,Seite::N,kylki,side
320,Mitte::N,keskus,middle
321,Mitte::N,puoliväli,middle
322,Gegenstand::N,kalu,item
323,Gegenstand::N,esine,item
324,Sache::N,asia,thing
325,Rand::N,ääri,fringe
326,Rand::N,syrjä,fringe
327,Kante::N,särmä,edge
328,Ecke::N,nurkka,corner
329,Spitze::N,terä,tip
330,Spitze::N,kärki,tip
331,Ende::N,pää,end
332,Ende::N,perä,end
333,Loch::N,kolo,hole
334,Loch::N,reikä,hole
335,Winkel::N,kulma,angle
336,Muster::N,kuvio,pattern
337,Größe::N,koko,size
338,Größe::N,suuruus,size
339,Länge::N,pituus,length
340,Höhe::N,korkeus,height
341,Gewicht::N,paino,weight
342,Menge::N,määrä,amount
343,Haufen::N,kasa,heap
344,Reihe::N,rivi,row
345,Boot::N,vene,boat
346,Ruder::N,airo,oar
347,Schlitten::N,reki,sleigh
348,Schlitten::N,kelkka,sleigh
349,Ski::N,suksi,ski
350,Lagerfeuer::N,nuotio,campfire
351,Last::N,kuorma,load
352,Gang::N,kulku,walk
353,Gang::N,käynti,walk
354,Schritt::N,askel,step
355,Norden::N,pohjoinen,north
356,Süden::N,etelä,south
357,Westen::N,länsi,west
358,Osten::N,itä,east
359,Holz::N,puu,wood
360,Brett::N,lauta,board
361,Platte::N,levy,slab
362,Stütze::N,noja,bracket
363,Stange::N,tanko,pole
364,Stock::N,keppi,stick
365,Stab::N,sauva,staff
366,Stab::N,seiväs,staff
367,Rohr::N,putki,pipe
368,Haus::N,talo,house
369,Heim::N,koti,home
370,Ofen::N,uuni,stove
371,Fußboden::N,lattia,floor
372,Tisch::N,pöytä,table
373,Stuhl::N,tuoli,chair
374,Wiege::N,kehto,cradle
375,Bett::N,sänky,bed
376,Regal::N,hylly,shelf
377,Kiste::N,arkku,box
378,Kiste::N,kirstu,box
379,Kiste::N,laatikko,box
380,Fenster::N,ikkuna,window
381,Tür::N,ovi,door
382,Tor::N,portti,gate
383,Zaun::N,aita,fence
384,Dach::N,katto,roof
385,Leiter::N,tikkaat,ladder
386,Leiter::N,tikapuut,ladder
387,Besen::N,luuta,broom
388,Spaten::N,lapio,spade
389,Schaufel::N,lapio,shovel
390,Gabel::N,haarukka,fork
391,Löffel::N,lusikka,spoon
392,Messer::N,veitsi,knife
393,Nagel::N,naula,nail
394,Netz::N,verkko,net
395,Haken::N,haka,hook
396,Haken::N,koukku,hook
397,Griff::N,ripa,handle
398,Griff::N,kahva,handle
399,Schloss::N,lukko,lock
400,Bild::N,kuva,picture
401,Figur::N,kuvio,figure
402,Puppe::N,nukke,doll
403,Beutel::N,pussi,pouch
404,Bündel::N,nippu,bundle
405,Bündel::N,kimppu,bundle
406,Tasche::N,laukku,bag
407,Eimer::N,sanko,bucket
408,Eimer::N,ämpäri,bucket
409,Deckel::N,kansi,cover
410,Geschirr::N,astia,dishes
411,Sack::N,säkki,sack
412,Tasse::N,kuppi,cup
413,Topf::N,pata,pot
414,Kessel::N,kattila,kettle
415,Essen::N,syönti,meal
416,Nahrung::N,ruoka,food
417,Nahrung::N,ravinto,food
418,Speise::N,ruoka,dish
419,Fleisch::N,liha,meat
420,Getreide::N,vilja,corn
421,Brei::N,puuro,mush
422,Brot::N,leipä,bread
423,Scheibe::N,viipale,slice
424,Fett::N,rasva,fat
425,Butter::N,voi,butter
426,Öl::N,öljy,oil
427,Salz::N,suola,salt
428,Suppe::N,keitto,soup
429,Honig::N,hunaja,honey
430,Milch::N,maito,milk
431,Tee::N,tee,tea
432,Leder::N,nahka,leather
433,Wolle::N,villa,wool
434,Stoff::N,kangas,cloth
435,Nadel::N,neula,needle
436,Faden::N,lanka,thread
437,Knopf::N,nappi,button
438,Knoten::N,solmu,knot
439,Farbe::N,maali,paint
440,Kleidung::N,vaatteet,clothes
441,Hemd::N,paita,shirt
442,Kragen::N,kaulus,collar
443,Ärmel::N,hiha,sleeve
444,Hose::N,housut,trousers
445,Gürtel::N,vyö,belt
446,Mütze::N,lakki,cap
447,Schuh::N,kenkä,shoe
448,Stiefel::N,saapas,boot
449,Ring::N,sormus,ring
450,Band::N,nauha,ribbon
451,Kamm::N,kampa,comb
452,Spiegel::N,peili,mirror
453,Riemen::N,hihna,strap
454,Schnur::N,naru,string
455,Schnur::N,nuora,string
456,Leine::N,talutushihna,leash
457,Decke::N,peite,blanket
458,Kissen::N,tyyny,pillow
459,Kissen::N,pielus,pillow
460,Tuch::N,huivi,scarf
461,Handtuch::N,pyyheliina,towel
462,Kraft::N,väki,force
463,Kraft::N,voima,force
464,Stärke::N,vahvuus,strength
465,Gesundheit::N,terveys,health
466,Krankheit::N,tauti,illness
467,Krankheit::N,sairaus,illness
468,Schmerz::N,kipu,pain
469,Schmerz::N,särky,pain
470,Wunde::N,haava,wound
471,Fieber::N,kuume,fever
472,Arznei::N,lääke,medicine
473,Brücke::N,silta,bridge
474,Brunnen::N,kaivo,well
475,Weide::N,laidun,pasture
476,Pfad::N,polku,path
477,Weg::N,tie,way
478,Straße::N,katu,road
479,Dorf::N,kylä,village
480,Stadt::N,kaupunki,town
481,Brief::N,kirje,letter
482,Buch::N,kirja,book
483,Buchstabe::N,kirjain,character
484,Zeitung::N,lehti,newspaper
485,Zeitung::N,sanomalehti,newspaper
486,Leben::N,elo,life
487,Leben::N,elämä,life
488,Tod::N,kuolema,death
489,Grab::N,hauta,grave
490,Kirche::N,kirkko,church
491,Sünde::N,synti,sin
492,Gott::N,jumala,god
493,Arbeiter::N,työläinen,worker
494,Chef::N,päällikkö,boss
495,Meister::N,mestari,master
496,Arzt::N,lääkäri,doctor
497,Lehrer::N,opettaja,teacher
498,Geld::N,raha,money
499,Geschäft::N,liike,business
500,Laden::N,puoti,shop
501,Laden::N,kauppa,shop
502,Preis::N,hinta,price
503,Ware::N,tavara,ware
504,Nutzen::N,hyöty,profit
505,Reichtum::N,rikkaus,wealth
506,Welt::N,maailma,world
507,Land::N,maa,country
508,Staat::N,valtio,state
509,König::N,kuningas,king
510,Macht::N,mahti,power
511,Grenze::N,raja,border
512,Krieg::N,sota,war
513,Feind::N,vihollinen,enemy
514,Gewalt::N,väkivalta,violence
515,Kampf::N,taistelu,fight
516,Bogen[Waffe]::N,jousi,bow
517,Pfeil::N,nuoli,arrow
518,Gewehr::N,kivääri,gun
519,Fehler::N,vika,mistake
520,Fehler::N,virhe,mistake
521,Lüge::N,valhe,lie
522,Schaden::N,vaurio,damage
523,Schaden::N,vahinko,damage
524,Unglück::N,vahinko,misfortune
525,Unglück::N,onnettomuus,misfortune
526,Schuld::N,syy,fault
527,Alter::N,ikä,age
528,Schluss::N,loppu,conclusion
529,Zeit::N,aika,time
530,Tag::N,päivä,day
531,Morgen::N,aamu,morning
532,Morgen::N,huomen,morning
533,Mittag::N,keskipäivä,noon
534,Abend::N,ilta,evening
535,Nacht::N,yö,night
536,Woche::N,viikko,week
537,Monat::N,kuukausi,month
538,Jahr::N,vuosi,year
539,Frühling::N,kevät,spring
540,Sommer::N,kesä,summer
541,Herbst::N,syksy,autumn
542,Winter::N,talvi,winter
543,Januar::N,tammikuu,January
544,Februar::N,helmikuu,February
545,März::N,maaliskuu,March
546,April::N,huhtikuu,April
547,Mai::N,toukokuu,May
548,Juni::N,kesäkuu,June
549,Juli::N,heinäkuu,July
550,August::N,elokuu,August
551,September::N,syyskuu,September
552,Oktober::N,lokakuu,October
553,November::N,marraskuu,November
554,Dezember::N,joulukuu,December
555,Montag::N,maanantai,Monday
556,Dienstag::N,tiistai,Tuesday
557,Mittwoch::N,keskiviikko,Wednesday
558,Donnerstag::N,torstai,Thursday
559,Freitag::N,perjantai,Friday
560,Samstag::N,lauantai,Saturday
561,Sonntag::N,sunnuntai,Sunday
562,groß::A,iso,big
563,groß::A,suuri,big
564,klein::A,pieni,little
565,lang::A,pitkä,long
566,kurz::A,lyhyt,short
567,breit::A,leveä,wide
568,schmal::A,kapea,narrow
569,dicht::A,taaja,dense
570,dick[Gegenstand]::A,paksu,thick
571,dünn::A,ohut,thin
572,fein::A,hieno,delicate
573,fest::A,luja,firm
574,flach::A,litteä,flat
575,flach::A,tasainen,flat
576,glatt::A,sileä,smooth
577,glatt::A,siloinen,smooth
578,hart::A,kova,hard
579,weich::A,pehmeä,soft
580,rund::A,pyöreä,round
581,spitz::A,terävä,pointed
582,scharf::A,terävä,sharp
583,stumpf::A,tylsä,blunt
584,schwer::A,raskas,heavy
585,schwer::A,painava,heavy
586,schön::A,kaunis,beautiful
587,heiß::A,kuuma,hot
588,warm::A,lämmin,warm
589,kalt::A,kylmä,cold
590,kalt::A,viluinen,cold
591,kühl::A,viileä,cool
592,frisch::A,tuore,fresh
593,feucht::A,kostea,damp
594,nass::A,märkä,wet
595,trocken::A,kuiva,dry
596,voll::A,täysi,full
597,leer::A,tyhjä,empty
598,offen::A,avonainen,open
599,geschlossen::A,suljettu,closed
600,sauber::A,puhdas,clean
601,schmutzig::A,likainen,dirty
602,roh::A,raaka,raw
603,reif::A,kypsä,ripe
604,lecker::A,herkullinen,delicious
605,süß::A,makea,sweet
606,bitter::A,karvas,bitter
607,bitter::A,kitkerä,bitter
608,sauer::A,hapan,sour
609,hell::A,kirkas,bright
610,hell::A,valoisa,bright
611,dunkel::A,pimeä,dark
612,schwarz::A,musta,black
613,weiß::A,valkea,white
614,rot::A,punainen,red
615,gelb::A,keltainen,yellow
616,blau::A,sininen,blue
617,grün::A,vihreä,green
618,grau::A,harmaa,grey
619,bunt::A,kirjava,colourful
620,bunt::A,kirjava,colorful
621,billig::A,halpa,cheap
622,billig::A,huokea,cheap
623,teuer::A,kallis,dear
624,wertvoll::A,arvokas,precious
625,blind::A,sokea,blind
626,taub::A,kuuro,deaf
627,kräftig::A,väkevä,powerful
628,kräftig::A,voimakas,powerful
629,stark::A,vahva,strong
630,schwach::A,heikko,weak
631,fett::A,lihava,fat
632,schlank::A,hoikka,slim
633,schlank::A,solakka,slim
634,hübsch::A,soma,pretty
635,hübsch::A,sievä,pretty
636,böse::A,paha,evil
637,böse::A,häijy,evil
638,dumm::A,tyhmä,stupid
639,dumm::A,typerä,stupid
640,faul::A,laiska,lazy
641,fleißig::A,ahkera,diligent
642,geizig::A,saita,stingy
643,klug::A,älykäs,clever
644,geschickt::A,taitava,skilful
645,geschickt::A,taitava,skillful
646,lieb::A,rakas,dear
647,lustig::A,hauska,merry
648,lustig::A,iloinen,merry
649,sanft::A,lauha,gentle
650,sanft::A,lempeä,gentle
651,hungrig::A,nälkäinen,hungry
652,krank::A,sairas,sick
653,nackt::A,alaston,naked
654,traurig::A,surullinen,sad
655,traurig::A,murheellinen,sad
656,lebendig::A,elävä,living
657,gut::A,hyvä,good
658,schlecht::A,paha,bad
659,schlecht::A,huono,bad
660,richtig::A,oikea,correct
661,schlimm::A,paha,nasty
662,wahr::A,tosi,true
663,alt::A,vanha,old
664,neu::A,uusi,new
665,ehemalig::A,entinen,former
666,ehemalig::A,muinainen,former
667,alt[Lebewesen]::A,vanha,aged
668,jung::A,nuori,young
669,arm::A,köyhä,poor
670,reich::A,rikas,rich
671,bekannt::A,tuttu,familiar
672,bekannt::A,tunnettu,familiar
673,berühmt::A,kuuluisa,famous
674,fremd::A,vieras,foreign
675,verschieden::A,eri,different
676,verschieden::A,erilainen,different
677,nah::A,läheinen,near
678,fern::A,etäinen,far
679,linker::A,vasen,left
680,rechter::A,oikea,right
681,anderer::A,muu,other
682,anderer::A,toinen,other
683,erster::A,ensimmäinen,first
684,zweiter::A,toinen,second
685,dritter::A,kolmas,third
686,letzter::A,viimeinen,last
687,allein::ADV,yksin,alone
688,auf einmal::ADV,yhdellä kertaa,at once
689,zusammen::ADV,yhdessä,together
690,lange::ADV,kauan,long
691,lange::ADV,pitkään,long
692,plötzlich::ADV,äkkiä,suddenly
693,sofort::ADV,heti,instantly
694,später::ADV,myöhemmin,later
695,jetzt::ADV,nyt,now
696,heute::ADV,tänään,today
697,morgen::ADV,huomenna,tomorrow
698,bald::ADV,pian,soon
699,dann::ADV,sitten,then
700,gestern::ADV,eilen,yesterday
701,einst::ADV,aikanaan,once
702,damals::ADV,silloin,at that time
703,damals::ADV,siihen aikaan,at that time
704,danach::ADV,sen jälkeen,afterwards
705,vorher::ADV,ennen,before
706,zuerst::ADV,ensin,at first
707,zuerst::ADV,ensiksi,at first
708,einmal::ADV,kerran,once
709,manchmal::ADV,joskus,sometimes
710,oft::ADV,usein,often
711,immer::ADV,aina,always
712,niemals::ADV,ei koskaan,never
713,hier::ADV,tässä,here
714,hier::ADV,täällä,here
715,hierhin::ADV,tähän,hither
716,hierhin::ADV,tähän,to here
717,hierhin::ADV,tähän,here
718,von hier::ADV,tästä,hence
719,von hier::ADV,täältä,hence
720,dort::ADV,siinä,there
721,dort::ADV,siellä,there
722,dorthin::ADV,sinne,thither
723,dorthin::ADV,sinne,there
724,dorthin::ADV,sinne,to there
725,dorthin::ADV,tuonne,thither
726,dorthin::ADV,tuonne,there
727,dorthin::ADV,tuonne,to there
728,geradeaus::ADV,suoraan,ahead
729,vorwärts::ADV,eteenpäin,forward
730,rückwärts::ADV,taaksepäin,backward
731,zurück::ADV,takaisin,back
732,unten::ADV,alhaalla,below
733,hinab::ADV,alas,down
734,oben::ADV,ylhäällä,above
735,hinauf::ADV,ylös,up
736,überall::ADV,kaikkialla,everywhere
737,nicht::ADV,ei,not
738,ein wenig::ADV,vähän,a little
739,kaum::ADV,tuskin,hardly
740,sehr::ADV,kovin,very
741,sehr::ADV,oikein,very
742,so::ADV,näin,so
743,noch::ADV,vielä,still
744,nur::ADV,vain,only
745,nur::ADV,ainoastaan,only
746,schon::ADV,jo,already
747,wieder::ADV,taas,again
748,wieder::ADV,jälleen,again
749,vergebens::ADV,turhaan,in vain
750,vor::PRP,edessä,in front of
751,hinter::PRP,takana,behind
752,unter::PRP,alla,under
753,durch::PRP,läpi,through
754,durch::PRP,kautta,through
755,neben::PRP,vieressä,next to
756,zwischen::PRP,välillä,between
757,wegen::PRP,takia,because of
758,wegen::PRP,vuoksi,because of
759,dies::PRN,tämä,this
760,das::PRN,se,that
761,alles::PRN,kaikki,everything
762,ich::PRN,minä,I
763,du::PRN,sinä,you
764,du::PRN,sinä,thou
765,er::PRN,hän,he
766,wir::PRN,me,we
767,ihr::PRN,te,you
768,sie::PRN,he,they
769,was::FPRN,mikä,what
770,wer::FPRN,ken,who
771,wer::FPRN,kuka,who
772,wo::FADV,missä,where
773,wohin::FADV,mihin,where ... to
774,wohin::FADV,mihin,where to
775,wohin::FADV,mihin,where
776,wie::FADV,miten,how
777,wie::FADV,kuinka,how
778,warum::FADV,miksi,why
779,wieviel::FNUM,paljonko,how much
780,wieviel::FNUM,kuinka paljon,how much
781,eins::NUM,yksi,one
782,zwei::NUM,kaksi,two
783,drei::NUM,kolme,three
784,vier::NUM,neljä,four
785,fünf::NUM,viisi,five
786,sechs::NUM,kuusi,six
787,sieben::NUM,seitsemän,seven
788,acht::NUM,kahdeksan,eight
789,neun::NUM,yhdeksän,nine
790,zehn::NUM,kymmenen,ten
791,elf::NUM,yksitoista,eleven
792,zwölf::NUM,kaksitoista,twelve
793,zwanzig::NUM,kaksikymmentä,twenty
794,dreißig::NUM,kolmekymmentä,thirty
795,vierzig::NUM,neljäkymmentä,forty
796,fünfzig::NUM,viisikymmentä,fifty
797,sechzig::NUM,kuusikymmentä,sixty
798,siebzig::NUM,seitsemänkymmentä,seventy
799,achtzig::NUM,kahdeksankymmentä,eighty
800,neunzig::NUM,yhdeksänkymmentä,ninety
801,hundert::NUM,sata,a hundred
802,tausend::NUM,tuhat,a thousand
803,und::CNJ,ja,and
804,oder::CNJ,tai,or
805,stehen::V,seisoa,stand
806,sitzen::V,istua,sit
807,liegen::V,maata,lie
808,hängen::V,riippua,hang
809,werden::V,tulla,become
810,werden::V,joutua,become
811,passieren::V,sattua,happen
812,passieren::V,tapahtua,happen
813,beginnen::V,alkaa,begin
814,enden::V,loppua,end
815,enden::V,päättyä,end
816,wechseln::V,vaihtua,change
817,wechseln::V,vaihdella,change
818,aufgehen[Sonne]::V,nousta,rise
819,untergehen[Sonne]::V,laskea,set
820,scheinen[Sonne]::V,paistaa,shine
821,donnern::V,jyristä,thunder
822,wehen::V,tuulla,blow
823,wehen::V,puhaltaa,blow
824,strömen::V,virrata,stream
825,fließen::V,valua,flow
826,fließen::V,juosta,flow
827,sich drehen::V,pyöriä,revolve
828,schwanken::V,horjua,sway
829,schwingen::V,heilua,swing
830,schwingen::V,värähdellä,swing
831,fallen::V,pudota,fall
832,fallen::V,langeta,fall
833,brennen::V,palaa,burn
834,rauchen::V,savuta,smoke
835,regnen::V,sataa,rain
836,gefrieren::V,jäätyä,freeze
837,tauen::V,sulaa,thaw
838,schmelzen::V,sulaa,melt
839,trocknen::V,kuivua,dry
840,sieden::V,kiehua,boil
841,faulen::V,mädätä,rot
842,verfaulen::V,mädätä,decay
843,verfaulen::V,mädäntyä,decay
844,reißen::V,revetä,snap
845,versinken::V,upota,sink
846,versinken::V,vajota,sink
847,vergehen::V,kulua,pass
848,erscheinen::V,ilmestyä,appear
849,verschwinden::V,kadota,disappear
850,sinken::V,vajota,drop
851,abnehmen::V,vähetä,decrease
852,zunehmen::V,kasvaa,increase
853,zunehmen::V,lisääntyä,increase
854,steigen::V,nousta,rise
855,wachsen::V,kasvaa,grow
856,glänzen::V,kiiltää,shine
857,funkeln::V,kipinöidä,sparkle
858,lärmen::V,meluta,be noisy
859,läuten::V,soida,chime
