,Concept_ID,he,nl
82,Regen::N,גשם,regen
83,Schnee::N,שלג,sneeuw
84,Eis::N,קרח,ijs
85,Frost::N,צנה,vorst
86,Kälte::N,קר,kou
87,Kälte::N,קר,koude
88,Hitze::N,חם,hitte
89,Raureif::N,כפור,rijp
90,Regenbogen::N,קשת,regenboog
91,Donner::N,רעם,donder
92,Strömung::N,זרימה,stroming
93,Tropfen::N,טפה,druppel
94,Schaum::N,קצף,schuim
95,Schmutz::N,לכלוך,vuil
96,See::N,אגם,meer
97,Sumpf::N,בצה,moeras
98,Moor::N,בצה,veen
99,Wiese::N,מרעה,wei
100,Wiese::N,מרעה,weide
101,Wald::N,יער,bos
102,Hügel::N,תל,heuvel
103,Anhöhe::N,מעלה,hoogte
104,Berg::N,הר,berg
105,Gipfel::N,פסגה,top
106,Höhle::N,מערה,hol
107,Abhang::N,מדרון,helling
108,Abhang::N,שפוע,helling
109,Quelle::N,מעין,bron
110,Bach::N,נחל,beek
111,Fluss::N,נהר,stroom
112,Ufer::N,גדה,wal
113,Ufer::N,גדה,oever
114,Küste::N,חוף,kust
115,Festland::N,יבשה,vasteland
116,Meer::N,ים,zee
117,Bucht::N,מפרץ,baai
118,Bucht::N,מפרץ,inham
119,Insel::N,אי,eiland
120,Blume::N,פרח,bloem
121,Gras::N,דשא,gras
122,Wurzel::N,שרש,wortel
123,Baum::N,עץ,boom
124,Stamm::N,גזע,stam
125,Rinde::N,קלפת עץ,schors
126,Ast::N,ענף,tak
127,Zweig::N,ענף,twijg
128,Blatt::N,עלה,blad
129,Birke::N,שדר,berk
130,Kiefer[Baum]::N,ארן,den
131,Weide[Baum]::N,ערבה,wilg
132,Tanne::N,אשוח,spar
133,Horn::N,קרן,hoorn
134,Feder::N,נוצה,veer
135,Feder::N,נוצה,pluim
136,Fell::N,פרוה,vel
137,Flügel::N,כנף,vleugel
138,Klaue::N,טלף,klauw
139,Kralle::N,טפר,klauw
140,Schwanz::N,זנב,staart
141,Ei::N,ביצה,ei
142,Nest::N,קן,nest
143,Bau::N,מחלה,hol
144,Tier::N,חיה,dier
145,Herde::N,עדר,kudde
146,Kuh::N,פרה,koe
147,Bulle::N,פר,stier
148,Pferd::N,סוס,paard
149,Schaf::N,כבשה,schaap
150,Schwein::N,חזיר,varken
151,Hund::N,כלב,hond
152,Katze::N,חתול,kat
153,Bär::N,דב,beer
154,Eichhörnchen::N,סנאי,eekhoorntje
155,Elch::N,דישון,eland
156,Fuchs::N,שועל,vos
157,Hase::N,ארנב,haas
158,Maus::N,עכבר,muis
159,Wolf::N,זאב,wolf
160,Vogel::N,צפור,vogel
161,Schwarm::N,נחיל,zwerm
162,Schwarm::N,להקה,zwerm
163,Huhn::N,תרנגלת,kip
164,Huhn::N,תרנגלת,hoen
165,Hahn::N,תרנגול,haan
166,Gans::N,אוז,gans
167,Adler::N,עיט,arend
168,Ente::N,ברוז,eend
169,Eule::N,ינשוף,uil
170,Kranich::N,עגור,kraanvogel
171,Kranich::N,כרוכיה,kraanvogel
172,Krähe::N,עורב,kraai
173,Kuckuck::N,קוקיה,koekoek
174,Schwan::N,ברבור,zwaan
175,Fisch::N,דג,vis
176,Barsch::N,אוקונוס,baars
177,Hecht::N,זאב הים,snoek
178,Schlange[Tier]::N,נחש,slang
179,Wurm::N,תולעת,worm
180,Spinne::N,עכביש,spin
181,Ameise::N,נמלה,mier
182,Laus::N,כנה,luis
183,Mücke::N,יתוש,mug
184,Fliege::N,זבוב,vlieg
185,Schmetterling::N,פרפר,vlinder
186,Beere::N,ענבה,bes
187,Apfel::N,תפוח,appel
188,Pilz::N,פטריה,paddestoel
189,Zwiebel::N,בצל,ui
190,Saat::N,זרעים,zaad
191,Korn::N,גרעין,graan
192,Korn::N,גרעין,korrel
193,Heu::N,חציר,hooi
194,Schale::N,קלפה,schil
195,Grube::N,בור,kuil
196,Grube::N,שוחה,kuil
197,Falle::N,מלכדת,val
198,Schlinge::N,לולאה,strop
199,Spur::N,עקבה,spoor
200,Asche::N,אפר,as
201,Dreck::N,זהמה,drek
202,Eisen::N,ברזל,ijzer
203,Gold::N,זהב,goud
204,Silber::N,כסף,zilver
205,Kohle::N,פחם,kool
206,Glas::N,זכוכית,glas
207,Lehm::N,חרסית,klei
208,Sand::N,חול,zand
209,Mensch::N,אדם,mens
210,Mann::N,איש,man
211,Mann::N,גבר,man
212,Frau::N,אשה,vrouw
213,Frau::N,גברת,vrouw
214,Kind::N,ילד,kind
215,Junge::N,ילד,jongen
216,Mädchen::N,נערה,meisje
217,Familie::N,משפחה,gezin
218,Familie::N,משפחה,familie
219,Großvater::N,סבא,grootvader
220,Großmutter::N,סבתא,grootmoeder
221,Eltern::N,הורים,ouders
222,Vater::N,אב,vader
223,Mutter::N,אם,moeder
224,Sohn::N,בן,zoon
225,Tochter::N,בת,dochter
226,Bruder::N,אח,broer
227,Bruder::N,אח,broeder
228,Schwester::N,אחות,zus
229,Schwester::N,אחות,zuster
230,Onkel::N,דוד,oom
231,Tante::N,דודה,tante
232,Ehemann::N,איש,echtgenoot
233,Ehemann::N,בעל,echtgenoot
234,Ehefrau::N,אשה,echtgenote
235,Freude::N,שמחה,vreugde
236,Gelächter::N,צחוק,gelach
237,Glück::N,אשר,geluk
238,Kummer::N,יגון,verdriet
239,Kummer::N,עגמה,verdriet
240,Wunsch::N,אחול,wens
241,Wunsch::N,אחול,verlangen
242,Wunsch::N,משאלה,wens
243,Wunsch::N,משאלה,verlangen
244,Lust::N,חשק,zin
245,Lust::N,חשק,lust
246,Lust::N,תשוקה,zin
247,Lust::N,תשוקה,lust
248,Geist::N,רוח,geest
249,Gedanke::N,מחשבה,gedachte
250,Gedächtnis::N,זכרון,geheugen
251,Verstand::N,שכל,verstand
252,Sinn::N,מובן,betekenis
253,Sinn::N,משמעות,betekenis
254,Grund::N,סבה,reden
255,Wahrheit::N,אמת,waarheid
256,Gespräch::N,דיון,gesprek
257,Märchen::N,אגדה,sprookje
258,Erzählung::N,ספור,verhaal
259,Nachricht::N,ידיעה,tijding
260,Neuigkeit::N,חדשה,nieuws
261,Neuigkeit::N,חדשה,nieuwtje
262,Name::N,שם,naam
263,Rätsel::N,תעלומה,raadsel
264,Rede::N,נאום,rede
265,Sprache::N,לשון,taal
266,Stimme::N,קול,stem
267,Wort::N,מלה,woord
268,Zeichen::N,סימן,teken
269,Ruf::N,קריאה,roep
270,Lärm::N,רעש,lawaai
271,Laut::N,הגה,klank
272,Laut::N,הגה,geluid
273,Ton::N,צליל,toon
274,Ton::N,צליל,klank
275,Lied::N,שיר,lied
276,Ruhe::N,שלוה,rust
277,Ruhe::N,שלוה,stilte
278,Leute::N,אנשים,lui
279,Leute::N,אנשים,mensen
280,Volk::N,עם,volk
281,Arbeit::N,עבודה,werk
282,Arbeit::N,עבודה,arbeid
283,Gast::N,אורח,gast
284,Geschenk::N,מתנה,cadeau
285,Geschenk::N,מתנה,geschenk
286,Spiel::N,משחק,spel
287,Gesellschaft::N,חברה,gezelschap
288,Hilfe::N,עזרה,hulp
289,Freund::N,חבר,vriend
290,Freund::N,ידיד,vriend
291,Kamerad::N,רע,maat
292,Kamerad::N,רע,metgezel
293,Angelegenheit::N,ענין,zaak
294,Angelegenheit::N,ענין,aangelegenheid
295,Anzahl::N,מספר,tal
296,Anzahl::N,מספר,aantal
297,Art::N,סוג,slag
298,Art::N,סוג,soort
299,Stück::N,חתיכה,stuk
300,Teil::N,פרק,deel
301,Hälfte::N,חצי,helft
302,Kreis::N,מעגל,kring
303,Kreis::N,מעגל,cirkel
304,Kreuz::N,צלב,kruis
305,Linie::N,קו,lijn
306,Strich::N,קו קצר,haal
307,Strich::N,קו קצר,streep
308,Abstand::N,מרחק,afstand
309,Entfernung::N,מרחק,afstand
310,Gegend::N,נוף,streek
311,Platz::N,שטח,ruimte
312,Ort::N,אתר,oord
313,Ort::N,אתר,plaats
314,Ort::N,מקום,oord
315,Ort::N,מקום,plaats
316,Seite::N,צד,zij
317,Seite::N,צד,kant
318,Seite::N,צד,zijde
319,Mitte::N,אמצע,midden
320,Gegenstand::N,אוביקט,voorwerp
321,Sache::N,דבר,zaak
322,Rand::N,פרור,rand
323,Rand::N,פרור,boord
324,Kante::N,קצה,kant
325,Ecke::N,פנה,hoek
326,Spitze::N,קצה,punt
327,Spitze::N,קצה,spits
328,Ende::N,סוף,einde
329,Ende::N,סוף,uiteinde
330,Loch::N,חר,gat
331,Winkel::N,פנה,hoek
332,Muster::N,תבנית,dessin
333,Muster::N,תבנית,patroon
334,Größe::N,גדל,grootte
335,Länge::N,ארך,lengte
336,Höhe::N,קומה,hoogte
337,Höhe::N,גבה,hoogte
338,Gewicht::N,משקל,gewicht
339,Menge::N,כמות,hoeveelheid
340,Haufen::N,ערמה,hoop
341,Reihe::N,רצף,rij
342,Reihe::N,רצף,reeks
343,Boot::N,סירה,boot
344,Ruder::N,משוט,roeiriem
345,Schlitten::N,מזחלת,slee
346,Schlitten::N,מזחלת,slede
347,Ski::N,מגלשים,ski
348,Lagerfeuer::N,מדורה,kampvuur
349,Last::N,משא,last
350,Last::N,משא,vracht
351,Gang::N,הליכה,wandeling
352,Schritt::N,צעד,stap
353,Schritt::N,צעד,schrede
354,Norden::N,צפון,noorden
355,Süden::N,דרום,zuiden
356,Westen::N,מערב,westen
357,Osten::N,מזרח,oosten
358,Holz::N,עץ,hout
359,Brett::N,קרש,plank
360,Platte::N,לוח,plaat
361,Stütze::N,משען,stut
362,Stütze::N,משען,steun
363,Stange::N,מוט,stang
364,Stock::N,מקל,stok
365,Stab::N,מוט,staf
366,Rohr::N,צנור,pijp
367,Haus::N,בית,huis
368,Heim::N,בית,tehuis
369,Ofen::N,תנור,kachel
370,Fußboden::N,רצפה,vloer
371,Tisch::N,שלחן,tafel
372,Stuhl::N,כסא,stoel
373,Wiege::N,ערש,wieg
374,Bett::N,מטה,bed
375,Regal::N,מדף,rek
376,Kiste::N,תבה,kist
377,Kiste::N,ארגז,kist
378,Fenster::N,חלון,raam
379,Fenster::N,חלון,venster
380,Tür::N,דלת,deur
381,Tor::N,שער,poort
382,Zaun::N,גדר,omheining
383,Dach::N,גג,dak
384,Leiter::N,סלם,ladder
385,Besen::N,מטאטא,bezem
386,Spaten::N,את,schop
387,Schaufel::N,את,schep
388,Gabel::N,מזלג,vork
389,Löffel::N,כף,lepel
390,Messer::N,סכין,mes
391,Nagel::N,מסמר,spijker
392,Netz::N,רשת,net
393,Haken::N,וו,haak
394,Haken::N,קרס,haak
395,Griff::N,ידית,handvat
396,Schloss::N,מנעול,slot
397,Bild::N,תמונה,beeld
398,Figur::N,פסל,figuur
399,Puppe::N,בבה,pop
400,Beutel::N,שק,zak
401,Beutel::N,שק,buidel
402,Bündel::N,צרור,pak
403,Bündel::N,צרור,bundel
404,Tasche::N,שקית,tas
405,Eimer::N,דלי,emmer
406,Deckel::N,מכסה,deksel
407,Geschirr::N,כלים,vaatwerk
408,Sack::N,שק,zak
409,Tasse::N,ספל,kop
410,Topf::N,סיר,pan
411,Kessel::N,קנקן,ketel
412,Essen::N,אכל,eten
413,Essen::N,ארוחה,eten
414,Nahrung::N,הזנה,voedsel
415,Nahrung::N,תזונה,voedsel
416,Speise::N,מאכל,spijs
417,Speise::N,ארוחה,spijs
418,Fleisch::N,בשר,vlees
419,Getreide::N,דגן,graan
420,Brei::N,מחית,pap
421,Brei::N,מחית,brij
422,Brot::N,לחם,brood
423,Scheibe::N,עגול,plak
424,Scheibe::N,עגול,snede
425,Scheibe::N,פרוסה,plak
426,Scheibe::N,פרוסה,snede
427,Fett::N,שמן,vet
428,Butter::N,חמאה,boter
429,Öl::N,שמן,olie
430,Salz::N,מלח,zout
431,Suppe::N,מרק,soep
432,Honig::N,דבש,honing
433,Milch::N,חלב,melk
434,Tee::N,תה,thee
435,Leder::N,עור,leer
436,Leder::N,עור,leder
437,Wolle::N,צמר,wol
438,Stoff::N,בד,stof
439,Stoff::N,אריג,stof
440,Nadel::N,מחט,naald
441,Faden::N,חוט,draad
442,Knopf::N,כפתור,knoop
443,Knoten::N,קשר,knoop
444,Farbe::N,צבע,verf
445,Kleidung::N,בגדים,kledij
446,Kleidung::N,בגדים,kleding
447,Hemd::N,חלצה,hemd
448,Kragen::N,צוארון,kraag
449,Ärmel::N,שרוול,mouw
450,Hose::N,מכנסים,broek
451,Hose::N,מכנסים,pantalon
452,Gürtel::N,חגורה,riem
453,Gürtel::N,חגורה,gordel
454,Mütze::N,כובע,muts
455,Schuh::N,נעל,schoen
456,Stiefel::N,מגף,laars
457,Ring::N,טבעת,ring
458,Band::N,סרט,lint
459,Kamm::N,מסרק,kam
460,Spiegel::N,מראה,spiegel
461,Riemen::N,רצועה,riem
462,Schnur::N,חבל,koord
463,Leine::N,מושכות,lijn
464,Decke::N,שמיכה,deken
465,Kissen::N,כרית,kussen
466,Tuch::N,צעיף,doek
467,Handtuch::N,מגבת,handdoek
468,Kraft::N,כוח,kracht
469,Stärke::N,און,sterkte
470,Gesundheit::N,בריאות,gezondheid
471,Krankheit::N,מחלה,ziekte
472,Schmerz::N,כאב,pijn
473,Wunde::N,פציעה,wond
474,Fieber::N,חם,koorts
475,Arznei::N,תרופה,medicament
476,Arznei::N,תרופה,geneesmiddel
477,Brücke::N,גשר,brug
478,Brunnen::N,באר,put
479,Brunnen::N,באר,bron
480,Weide::N,אחו,wei
481,Weide::N,אחו,weide
482,Weide::N,מרעה,wei
483,Weide::N,מרעה,weide
484,Pfad::N,שביל,pad
485,Pfad::N,מדרכה,pad
486,Weg::N,דרך,weg
487,Straße::N,כביש,baan
488,Straße::N,כביש,straat
489,Dorf::N,כפר,dorp
490,Stadt::N,עיר,stad
491,Brief::N,מכתב,brief
492,Buch::N,ספר,boek
493,Buchstabe::N,אות,letter
494,Zeitung::N,עתון,krant
495,Zeitung::N,עתון,dagblad
496,Leben::N,חיים,leven
497,Tod::N,מות,dood
498,Grab::N,קבר,graf
499,Kirche::N,כנסיה,kerk
500,Sünde::N,חטא,zonde
501,Gott::N,אל,god
502,Arbeiter::N,פועל,arbeider
503,Chef::N,ראש,chef
504,Chef::N,מנהל,chef
505,Meister::N,ממחה,meester
506,Arzt::N,רופא,arts
507,Arzt::N,רופא,dokter
508,Lehrer::N,מורה,leraar
509,Lehrer::N,מורה,onderwijzer
510,Geld::N,כסף,geld
511,Geschäft::N,עסקה,zaak
512,Laden::N,חנות,winkel
513,Preis::N,מחיר,prijs
514,Ware::N,סחורה,waar
515,Nutzen::N,תועלת,nut
516,Nutzen::N,תועלת,voordeel
517,Reichtum::N,עשר,rijkdom
518,Welt::N,עולם,wereld
519,Land::N,ארץ,land
520,Staat::N,מדינה,staat
521,König::N,מלך,koning
522,Macht::N,כוח,macht
523,Grenze::N,גבול,grens
524,Krieg::N,מלחמה,oorlog
525,Feind::N,אויב,vijand
526,Gewalt::N,אלימות,geweld
527,Kampf::N,קרב,strijd
528,Kampf::N,קרב,gevecht
529,Kampf::N,לחימה,strijd
530,Kampf::N,לחימה,gevecht
531,Bogen[Waffe]::N,קשת,boog
532,Pfeil::N,חץ,pijl
533,Gewehr::N,רובה,geweer
534,Fehler::N,טעות,fout
535,Lüge::N,שקר,leugen
536,Schaden::N,נזק,schade
537,Unglück::N,מזל רע,tegenspoed
538,Schuld::N,אשמה,schuld
539,Alter::N,גיל,leeftijd
540,Schluss::N,סיום,slot
541,Zeit::N,זמן,tijd
542,Tag::N,יום,dag
543,Morgen::N,בקר,morgen
544,Morgen::N,בקר,ochtend
545,Mittag::N,צהרים,middag
546,Abend::N,ערב,avond
547,Nacht::N,לילה,nacht
548,Woche::N,שבוע,week
549,Monat::N,חדש,maand
550,Jahr::N,שנה,jaar
551,Frühling::N,אביב,lente
552,Frühling::N,אביב,voorjaar
553,Sommer::N,קיץ,zomer
554,Herbst::N,סתו,herfst
555,Winter::N,חרף,winter
556,Januar::N,ינואר,januari
557,Februar::N,פברואר,februari
558,März::N,מרץ,maart
559,April::N,אפריל,april
560,Mai::N,מאי,mei
561,Juni::N,יוני,juni
562,Juli::N,יולי,juli
563,August::N,אוגוסט,augustus
564,September::N,ספטמבר,september
565,Oktober::N,אוקטובר,oktober
566,November::N,נובמבר,november
567,Dezember::N,דצמבר,december
568,Montag::N,יום שני,maandag
569,Dienstag::N,יום שלישי,dinsdag
570,Mittwoch::N,יום רביעי,woensdag
571,Donnerstag::N,יום חמישי,donderdag
572,Freitag::N,יום ששי,vrijdag
573,Samstag::N,יום שבת,zaterdag
574,Sonntag::N,יום ראשון,zondag
575,groß::A,גדול,groot
576,klein::A,קטן,klein
577,lang::A,ארך,lang
578,kurz::A,קצר,kort
579,breit::A,רחב,breed
580,schmal::A,צר,smal
581,dicht::A,צפוף,dicht
582,dick[Gegenstand]::A,עבה,dik
583,dünn::A,דק,dun
584,fein::A,מעדן,fijn
585,fest::A,מוצק,vast
586,flach::A,שטוח,plat
587,glatt::A,חלק,glad
588,hart::A,קשיח,hard
589,weich::A,רך,week
590,rund::A,עגל,rond
591,spitz::A,חד,spits
592,spitz::A,חד,puntig
593,scharf::A,חד,scherp
594,stumpf::A,קהה,stomp
595,schwer::A,כבד,zwaar
596,schön::A,יפה,mooi
597,schön::A,יפה,fraai
598,heiß::A,חם,heet
599,warm::A,חם,warm
600,kalt::A,קר,koud
601,kühl::A,צונן,koel
602,frisch::A,טרי,fris
603,feucht::A,לח,vochtig
604,nass::A,רטוב,nat
605,trocken::A,יבש,droog
606,voll::A,מלא,vol
607,leer::A,ריק,leeg
608,offen::A,פתוח,open
609,geschlossen::A,סגור,gesloten
610,sauber::A,נקי,net
611,sauber::A,נקי,schoon
612,schmutzig::A,מלכלך,vuil
613,roh::A,חי,rauw
614,reif::A,בשל,rijp
615,lecker::A,טעים,lekker
616,süß::A,מתוק,zoet
617,bitter::A,מר,bitter
618,sauer::A,חמוץ,zuur
619,hell::A,בהיר,licht
620,hell::A,בהיר,helder
621,dunkel::A,עמום,donker
622,schwarz::A,שחר,zwart
623,weiß::A,לבן,wit
624,rot::A,אדם,rood
625,gelb::A,צהב,geel
626,blau::A,כחל,blauw
627,grün::A,ירק,groen
628,grau::A,אפר,grijs
629,bunt::A,צבעוני,bont
630,billig::A,זול,goedkoop
631,teuer::A,יקר,duur
632,wertvoll::A,יקר ערך,kostbaar
633,wertvoll::A,יקר ערך,waardevol
634,blind::A,עור,blind
635,taub::A,חרש,doof
636,kräftig::A,חסן,krachtig
637,stark::A,חזק,sterk
638,schwach::A,חלש,zwak
639,fett::A,שמן,vet
640,schlank::A,רזה,slank
641,hübsch::A,יפה תאר,leuk
642,böse::A,רשע,kwaad
643,dumm::A,טפש,dom
644,faul::A,עצלן,lui
645,fleißig::A,חרוץ,vlijtig
646,geizig::A,קמצן,gierig
647,klug::A,נבון,slim
648,klug::A,נבון,schrander
649,klug::A,נבון,verstandig
650,klug::A,פקח,slim
651,klug::A,פקח,schrander
652,klug::A,פקח,verstandig
653,geschickt::A,מימן,handig
654,geschickt::A,מימן,vaardig
655,lieb::A,יקר,lief
656,lieb::A,אהוב,lief
657,lustig::A,עליז,vrolijk
658,sanft::A,עדין,zacht
659,hungrig::A,רעב,hongerig
660,krank::A,חולה,ziek
661,nackt::A,ערום,naakt
662,traurig::A,עצוב,treurig
663,traurig::A,עצוב,bedroefd
664,lebendig::A,חי,levend
665,gut::A,טוב,goed
666,schlecht::A,גרוע,slecht
667,richtig::A,נכון,juist
668,schlimm::A,רע,erg
669,schlimm::A,רע,kwaad
670,wahr::A,אמתי,waar
671,alt::A,ישן,oud
672,neu::A,חדש,nieuw
673,ehemalig::A,לשעבר,voormalig
674,alt[Lebewesen]::A,זקן,oud
675,jung::A,צעיר,jong
676,arm::A,עני,arm
677,reich::A,עשיר,rijk
678,bekannt::A,ידוע,bekend
679,berühmt::A,מפרסם,beroemd
680,fremd::A,זר,vreemd
681,verschieden::A,שונה,verscheiden
682,verschieden::A,שונה,verschillend
683,nah::A,קרוב,nabij
684,nah::A,קרוב,nabijgelegen
685,fern::A,רחוק,ver
686,linker::A,שמאלי,linker
687,rechter::A,ימין,rechter
688,anderer::A,אחר,andere
689,erster::A,ראשון,eerste
690,zweiter::A,שני,tweede
691,dritter::A,שלישי,derde
692,letzter::A,אחרון,laatste
693,allein::ADV,לבד,alleen
694,auf einmal::ADV,בו-זמנית,ineens
695,auf einmal::ADV,בו-זמנית,tegelijk
696,zusammen::ADV,ביחד,samen
697,zusammen::ADV,ביחד,bijeen
698,lange::ADV,הרבה זמן,lang
699,plötzlich::ADV,לפתע,eensklaps
700,plötzlich::ADV,לפתע,plotsklaps
701,plötzlich::ADV,פתאום,eensklaps
702,plötzlich::ADV,פתאום,plotsklaps
703,sofort::ADV,מיד,terstond
704,sofort::ADV,מיד,aanstonds
705,sofort::ADV,מיד,onmiddelijk
706,später::ADV,לאחר זמן,later
707,später::ADV,יותר מאחר,later
708,jetzt::ADV,עכשיו,nu
709,jetzt::ADV,עכשיו,nou
710,jetzt::ADV,עכשיו,thans
711,heute::ADV,היום,heden
712,heute::ADV,היום,vandaag
713,morgen::ADV,מחר,morgen
714,bald::ADV,בקרוב,gauw
715,bald::ADV,בקרוב,weldra
716,dann::ADV,אחר-כך,dan
717,dann::ADV,אחר-כך,toen
718,gestern::ADV,אתמול,gisteren
719,einst::ADV,לפנים,eens
720,damals::ADV,אז,toen
721,damals::ADV,אז,destijds
722,danach::ADV,אחר-כך,daarna
723,vorher::ADV,לפני זה,vooraf
724,vorher::ADV,לפני זה,van tevoren
725,zuerst::ADV,קדם,eerst
726,zuerst::ADV,קדם,het eerst
727,einmal::ADV,פעם,eens
728,einmal::ADV,פעם,eenmaal
729,manchmal::ADV,לפעמים,soms
730,oft::ADV,לעתים קרובות,vaak
731,oft::ADV,לעתים קרובות,dikwijls
732,immer::ADV,תמיד,altijd
733,niemals::ADV,אף פעם,nooit
734,hier::ADV,כאן,hier
735,hierhin::ADV,פה,hierheen
736,von hier::ADV,מפה,van hier
737,von hier::ADV,מפה,hiervandaan
738,dort::ADV,שם,daar
739,dort::ADV,שם,ginds
740,dorthin::ADV,שם,daarheen
741,geradeaus::ADV,ישר,rechtuit
742,geradeaus::ADV,ישר,rechtdoor
743,vorwärts::ADV,קדימה,vooruit
744,vorwärts::ADV,קדימה,voorwaarts
745,rückwärts::ADV,לאחור,achteruit
746,rückwärts::ADV,לאחור,achterwaarts
747,zurück::ADV,בחזרה,terug
748,zurück::ADV,אחורנית,terug
749,unten::ADV,למטה,beneden
750,unten::ADV,למטה,onderaan
751,hinab::ADV,למטה,omlaag
752,hinab::ADV,למטה,naar beneden
753,oben::ADV,מעל,boven
754,oben::ADV,למעלה,boven
755,hinauf::ADV,למעלה,omhoog
756,hinauf::ADV,למעלה,naar boven
757,überall::ADV,בכל מקום,alom
758,überall::ADV,בכל מקום,overal
759,nicht::ADV,לא,niet
760,ein wenig::ADV,קצת,wat
761,kaum::ADV,בקשי,amper
762,kaum::ADV,בקשי,nauwelijks
763,sehr::ADV,מאוד,erg
764,sehr::ADV,מאוד,zeer
765,so::ADV,כך,zo
766,so::ADV,ככה,zo
767,noch::ADV,עוד,nog
768,noch::ADV,עדין,nog
769,nur::ADV,רק,maar
770,nur::ADV,רק,alleen
771,schon::ADV,כבר,al
772,schon::ADV,כבר,reeds
773,wieder::ADV,שוב,weer
774,wieder::ADV,שוב,terug
775,vergebens::ADV,לריק,vergeefs
776,vergebens::ADV,לריק,tevergeefs
777,vergebens::ADV,לשוא,vergeefs
778,vergebens::ADV,לשוא,tevergeefs
779,vor::PRP,מול,voor
780,hinter::PRP,מאחורי,achter
781,unter::PRP,מתחת,onder
782,unter::PRP,מתחת,beneden
783,durch::PRP,דרך,door
784,neben::PRP,ליד,naast
785,neben::PRP,על-יד,naast
786,zwischen::PRP,בין,tussen
787,wegen::PRP,בשל,wegens
788,wegen::PRP,בשל,vanwege
789,wegen::PRP,בגלל,wegens
790,wegen::PRP,בגלל,vanwege
791,dies::PRN,זה,dit
792,das::PRN,זה,dat
793,alles::PRN,הכל,alles
794,ich::PRN,אני,ik
795,du::PRN,את,je
796,du::PRN,את,jij
797,du::PRN,אתה,je
798,du::PRN,אתה,jij
799,er::PRN,הוא,hij
800,wir::PRN,אנחנו,we
801,wir::PRN,אנחנו,wij
802,ihr::PRN,לה,jullie
803,sie::PRN,הם,ze
804,sie::PRN,הם,zij
805,was::FPRN,מה,wat
806,wer::FPRN,מי,wie
807,wo::FADV,איפה,waar
808,wohin::FADV,לאן,waarheen
809,wie::FADV,איך,hoe
810,warum::FADV,למה,waarom
811,wieviel::FNUM,כמה,hoeveel
812,eins::NUM,אחד,één
813,zwei::NUM,שתים,twee
814,drei::NUM,שלושה,drie
815,vier::NUM,ארבעה,vier
816,fünf::NUM,חמשה,vijf
817,sechs::NUM,ששה,zes
818,sieben::NUM,שבעה,zeven
819,acht::NUM,שמונה,acht
820,neun::NUM,תשעה,negen
821,zehn::NUM,עשרה,tien
822,elf::NUM,אחת עשרה,elf
