,Concept_ID,ar,ku
92,Eis::N,جليد,qeşa
93,Frost::N,صقيع,xûsik
94,Kälte::N,برد,serma
95,Hitze::N,حر,germayî
96,Hitze::N,حرارة,germayî
97,Raureif::N,صقيع,şext
98,Regenbogen::N,قوس قزح,heftreng
99,Donner::N,رعد,gire-gir
100,Strömung::N,تيار,şewl
101,Tropfen::N,قطرة,dilop
102,Schaum::N,زبد,kef
103,Schaum::N,رغوة,kef
104,Schmutz::N,وسخ,gemar
105,See::N,بحيرة,gol
106,Sumpf::N,مستنقع,hezek
107,Moor::N,مستنقع,mafêl
108,Wiese::N,مرج,sûrik
109,Wald::N,غابة,çiya
110,Wald::N,غابة,daristan
111,Hügel::N,تل,gir
112,Anhöhe::N,تل,sere gir
113,Berg::N,جبل,kaş
114,Gipfel::N,قمة,sere gir
115,Höhle::N,كهف,şikeft
116,Abhang::N,منحدر,kaş
117,Quelle::N,منبع,kanî
118,Bach::N,مجرى,çem
119,Fluss::N,نهر,çem
120,Fluss::N,نهر,rûbar
121,Ufer::N,ضفة,kevî
122,Küste::N,ساحل,berav
123,Festland::N,بر,bejahî
124,Meer::N,بحر,behr
125,Bucht::N,خليج,derav
126,Insel::N,جزيرة,girav
127,Blume::N,زهرة,kulînk
128,Gras::N,حشيش,giha
129,Wurzel::N,أصل,reh
130,Baum::N,شجرة,dar
131,Stamm::N,جذع,bavik
132,Rinde::N,قشرة,qaqil
133,Ast::N,فرع,gulî
134,Zweig::N,غصن,şax
135,Blatt::N,ورقة,pel
136,Birke::N,قضبان,dara sipî
137,Kiefer[Baum]::N,صنوبرة,dara bî
138,Weide[Baum]::N,صفصاف,dara belalûk
139,Tanne::N,شوح,merx
140,Tanne::N,تبوب,merx
141,Horn::N,قرن,strô
142,Feder::N,ريشة,pîrtîk
143,Fell::N,فرو,heyar
144,Flügel::N,جناح,per
145,Klaue::N,مخلب,napîk
146,Kralle::N,مخلب,dinik
147,Kralle::N,مخلب,dirnax
148,Schwanz::N,ذيل,dûv
149,Ei::N,بيض,hêk
150,Nest::N,عش,hêlîn
151,Bau::N,جحر,avahî
152,Tier::N,حيوان,heywan
153,Herde::N,قطيع,hoz
154,Kuh::N,بقرة,çêlek
155,Bulle::N,ثور,ga
156,Pferd::N,خيل,hesp
157,Schaf::N,شاة,mîh
158,Schwein::N,خنزير,beraz
159,Hund::N,كلب,seh
160,Katze::N,قطة,pişîk
161,Bär::N,دب,hirç
162,Eichhörnchen::N,سنجاب,pilûr
163,Elch::N,موظ,pazkovî
164,Fuchs::N,ثعلب,rovî
165,Hase::N,أرنب,kîroşk
166,Maus::N,فأرة,mişk
167,Wolf::N,ذئب,gur
168,Vogel::N,طير,çûk
169,Schwarm::N,سرب,lufik
170,Huhn::N,دجاجة,mirîşk
171,Hahn::N,ديك,dîk
172,Gans::N,وزة,qaz
173,Adler::N,نسر,eylo
174,Ente::N,بطة,werdek
175,Eule::N,بوم,bûm
176,Eule::N,بوم,kund
177,Kranich::N,كركي,quling
178,Krähe::N,غراب,qijik
179,Kuckuck::N,وقواق,pepûk
180,Schwan::N,إوز عراقي,qû
181,Fisch::N,سمك,masî
182,Barsch::N,فرخ أوربي,okûn
183,Hecht::N,سمك الكراكي,mesîyê lûf
184,Schlange[Tier]::N,حية,mar
185,Schlange[Tier]::N,ثعبان,mar
186,Wurm::N,دودة,kurm
187,Spinne::N,عنكبوت,pîrê
188,Ameise::N,نملة,mîro
189,Ameise::N,نملة,gêrîk
190,Laus::N,قملة,spi
191,Mücke::N,ناموسة,mêş
192,Fliege::N,ذبابة,mêş
193,Schmetterling::N,فراشة,perperîk
194,Beere::N,حبة,hirç
195,Apfel::N,تفاح,sêv
196,Pilz::N,فطر,bîrov
197,Zwiebel::N,بصل,pîvaz
198,Saat::N,زرع,tov
199,Korn::N,حبة,dexl
200,Heu::N,دريس,sap
201,Schale::N,قشرة,qaşik
202,Grube::N,نقرة,çahl
203,Falle::N,فخ,dafik
204,Falle::N,مصيدة,dafik
205,Schlinge::N,عروة,dahf
206,Spur::N,أثر,rêç
207,Asche::N,رماد,xweli
208,Dreck::N,قذر,gemarî
209,Eisen::N,حديد,hesing
210,Gold::N,ذهب,zêr
211,Silber::N,فضة,zîv
212,Kohle::N,فحم,komir
213,Glas::N,زجاج,qedeh
214,Lehm::N,طين,kelpîç
215,Sand::N,رمل,qûm
216,Mensch::N,إنسان,mirov
217,Mann::N,رجل,mêr
218,Frau::N,امرأة,jin
219,Kind::N,طفل,zarok
220,Junge::N,ولد,kur
221,Mädchen::N,بنت,keç
222,Mädchen::N,بنت,keçik
223,Familie::N,عائلة,malbat
224,Großvater::N,جد,bapîr
225,Großmutter::N,جدة,pîrik
226,Eltern::N,أبوان,bavudê
227,Eltern::N,والدان,bavudê
228,Vater::N,أب,bav
229,Mutter::N,أم,dê
230,Mutter::N,أم,dayik
231,Sohn::N,إبن,kur
232,Tochter::N,بنت,keç
233,Tochter::N,إبنة,keç
234,Bruder::N,أخ,bira
235,Bruder::N,شقيق,bira
236,Schwester::N,أخت,xweh
237,Onkel::N,عم,am
238,Onkel::N,عم,xal
239,Tante::N,عمة,metik
240,Tante::N,عمة,xaltîk
241,Ehemann::N,زوج,mêr
242,Ehefrau::N,زوجة,kulfet
243,Freude::N,فرح,kêfxweşî
244,Freude::N,سرور,kêfxweşî
245,Gelächter::N,قهقهة,pîrqînî
246,Glück::N,سعادة,bext
247,Kummer::N,غم,derd
248,Wunsch::N,منية,daxwaz
249,Wunsch::N,منية,xwestek
250,Lust::N,شهوة,şewq
251,Geist::N,روح,aqil
252,Gedanke::N,فكرة,fikir
253,Gedächtnis::N,ذاكرة,aqil
254,Verstand::N,عقل,fêm
255,Sinn::N,معنى,aqil
256,Grund::N,سبب,asas
257,Wahrheit::N,حقيقة,rastî
258,Gespräch::N,محادثة,guftûgo
259,Märchen::N,خرافة,çirok
260,Erzählung::N,قصة,çirok
261,Erzählung::N,قصة,vegotin
262,Erzählung::N,حكاية,çirok
263,Erzählung::N,حكاية,vegotin
264,Nachricht::N,خبر,nûçe
265,Neuigkeit::N,خبر جديد,hewal
266,Name::N,اسم,nav
267,Name::N,اسم,paşnav
268,Rätsel::N,لغز,tiştonek
269,Rede::N,خطبة,gotar
270,Rede::N,خطبة,axavtin
271,Sprache::N,لغة,ziman
272,Stimme::N,صوت,pejn
273,Wort::N,كلمة,gotin
274,Zeichen::N,رمز,şanek
275,Zeichen::N,إشارة,şanek
276,Ruf::N,نداء,hawar
277,Lärm::N,صخب,xarbalix
278,Lärm::N,ضجة,xarbalix
279,Laut::N,صوت,deng
280,Laut::N,صوت,hês
281,Ton::N,نغمة,awaz
282,Lied::N,أغنية,sitran
283,Ruhe::N,هدوء,rihetî
284,Leute::N,ناس,xelk
285,Volk::N,شعب,xelk
286,Arbeit::N,عمل,xebat
287,Gast::N,ضيف,mêvan
288,Geschenk::N,هدية,diyarî
289,Spiel::N,لعب,lîstik
290,Gesellschaft::N,صحبة,komal
291,Hilfe::N,عون,alîkarî
292,Hilfe::N,مساعدة,alîkarî
293,Freund::N,صديق,heval
294,Kamerad::N,زميل,heval
295,Angelegenheit::N,أمر,pirsgirêk
296,Angelegenheit::N,شأن,pirsgirêk
297,Anzahl::N,عدد,çend
298,Art::N,نوع,çeh
299,Stück::N,قطعة,lib
300,Stück::N,قطعة,parçe
301,Teil::N,قسم,parçe
302,Hälfte::N,نصف,nîvî
303,Kreis::N,دائرة,çemil
304,Kreuz::N,صليب,xaç
305,Linie::N,خط,xezik
306,Strich::N,شرطة,xezik
307,Abstand::N,مسافة,dûrahî
308,Entfernung::N,بعد,dûrahî
309,Gegend::N,ناحية,dever
310,Platz::N,فراغ,çih
311,Ort::N,مكان,dever
312,Seite::N,جانب,rûpel
313,Mitte::N,وسط,nav
314,Mitte::N,وسط,nabênê
315,Gegenstand::N,موضوع,tişt
316,Sache::N,شيء,tişt
317,Rand::N,حافة,kevî
318,Kante::N,حافة,kevî
319,Ecke::N,ركن,qunç
320,Spitze::N,سن,derzî
321,Ende::N,طرف,talî
322,Loch::N,ثقب,qul
323,Winkel::N,زاوية,kurnîşk
324,Muster::N,عينة,desen
325,Größe::N,حجم,mezinî
326,Länge::N,طول,dirêjahî
327,Höhe::N,علو,bilindayî
328,Höhe::N,ارتفاع,bilindayî
329,Gewicht::N,وزن,giranî
330,Menge::N,كمية,qas
331,Haufen::N,كوم,lod
332,Reihe::N,صف,rêz
333,Boot::N,قارب,kelek
334,Boot::N,زورق,kelek
335,Ruder::N,مجذاف,bêrik
336,Schlitten::N,مزلقة,xîjik
337,Ski::N,زلاجة,lakan
338,Lagerfeuer::N,نار المخيم,agir
339,Last::N,حمل,bar
340,Gang::N,مشية,fîtêz
341,Schritt::N,خطوة,gav
342,Norden::N,شمال,bakur
343,Süden::N,جنوب,başur
344,Westen::N,غرب,rojava
345,Osten::N,شرق,rojhilat
346,Holz::N,خشب,dep
347,Brett::N,لوح,dep
348,Platte::N,صفيحة,dep
349,Stütze::N,سند,destek
350,Stütze::N,دعامة,destek
351,Stange::N,عود,sing
352,Stock::N,عصا,çam
353,Stab::N,قضيب,qat
354,Rohr::N,أنبوبة,borî
355,Haus::N,دار,mal
356,Haus::N,دار,xanî
357,Haus::N,بيت,mal
358,Haus::N,بيت,xanî
359,Heim::N,بيت,mal
360,Heim::N,مسكن,mal
361,Ofen::N,مدفأة,sobe
362,Fußboden::N,أرضية,binpê
363,Tisch::N,مائدة,mase
364,Stuhl::N,كرسي,kursî
365,Wiege::N,مهد,derguş
366,Bett::N,سرير,qerewêle
367,Regal::N,رف,rêbaz
368,Kiste::N,صندوق,sindoq
369,Fenster::N,شباك,çam
370,Fenster::N,شباك,şibeke
371,Fenster::N,نافذة,çam
372,Fenster::N,نافذة,şibeke
373,Tür::N,باب,derî
374,Tor::N,بوابة,derge
375,Zaun::N,سياج,hejik
376,Dach::N,سطح,sere xanî
377,Leiter::N,سلم,pêling
378,Besen::N,مكنسة,melkes
379,Spaten::N,مسحاة,mer
380,Schaufel::N,مجرفة,bêr
381,Gabel::N,شوكة,çetel
382,Löffel::N,ملعقة,kevçî
383,Messer::N,سكين,kêr
384,Nagel::N,مسمار,bizmar
385,Netz::N,شبكة,tor
386,Haken::N,خطاف,çenqel
387,Haken::N,صنارة,çenqel
388,Griff::N,قبضة,destî
389,Schloss::N,قفل,qonax
390,Bild::N,صورة,dimen
391,Figur::N,تمثال,figûr
392,Puppe::N,دمية,bûk
393,Beutel::N,كيس,kîsik
394,Bündel::N,ربطة,pêçek
395,Tasche::N,شنطة,bêrîk
396,Tasche::N,محفظة,bêrîk
397,Eimer::N,سطل,dewl
398,Eimer::N,جردل,dewl
399,Deckel::N,سداد,devik
400,Geschirr::N,أوان,ferax
401,Sack::N,زكيبة,tûr
402,Tasse::N,فنجان,kada
403,Topf::N,قدر,beroş
404,Topf::N,طنجرة,beroş
405,Kessel::N,قدر,şîril
406,Kessel::N,غلاية,şîril
407,Essen::N,طعام,xwarin
408,Nahrung::N,غذاء,xwarin
409,Speise::N,أكل,xwarin
410,Fleisch::N,لحم,goşt
411,Getreide::N,حبوب,zad
412,Brei::N,عصيدة,hewdêl
413,Brot::N,خبز,
414,Scheibe::N,شريحة,parçe
415,Fett::N,سمن,rûn
416,Butter::N,زبدة,rûn
417,Öl::N,زيت,rûn
418,Salz::N,ملح,xwe
419,Suppe::N,حساء,şorbe
420,Suppe::N,شربة,şorbe
421,Honig::N,عسل,hingiv
422,Milch::N,حليب,şîr
423,Tee::N,شاي,çay
424,Leder::N,جلد,çerm
425,Wolle::N,صوف,herî
426,Stoff::N,قماش,paç
427,Nadel::N,إبرة,derzî
428,Faden::N,خيط,ta
429,Knopf::N,زر,bişkok
430,Knoten::N,عقدة,girêk
431,Farbe::N,صبغة,boyax
432,Kleidung::N,ملابس,çil
433,Hemd::N,قميص,qutik
434,Hemd::N,قميص,miltan
435,Kragen::N,ياقة,stûvang
436,Ärmel::N,كم,hûçik
437,Hose::N,سروال,şewel
438,Hose::N,بنطلون,şewel
439,Gürtel::N,حزام,qayiş
440,Mütze::N,طاقية,fîno
441,Schuh::N,حذاء,şêkal
442,Stiefel::N,جزمة,gizme
443,Stiefel::N,جزمة,çizme
444,Stiefel::N,حذاء طويل,gizme
445,Stiefel::N,حذاء طويل,çizme
446,Ring::N,حلقة,xelek
447,Band::N,شريط,band
448,Kamm::N,مشط,şeh
449,Spiegel::N,مرآة,eynik
450,Riemen::N,سير,qayiş
451,Schnur::N,حبل,doxin
452,Schnur::N,دوبارة,doxin
453,Leine::N,قيد,şirît
454,Decke::N,بطانية,bataniye
455,Kissen::N,وسادة,balgî
456,Tuch::N,منديل,şar
457,Handtuch::N,فوطة,dezmal
458,Handtuch::N,منشفة,dezmal
459,Kraft::N,قدرة,hêz
460,Kraft::N,قدرة,qewet
461,Stärke::N,قوة,xurtî
462,Gesundheit::N,صحة,nojdarî
463,Krankheit::N,مرض,nexweşî
464,Schmerz::N,ألم,êş
465,Schmerz::N,وجع,êş
466,Wunde::N,جرح,kul
467,Fieber::N,حمى,ta
468,Arznei::N,دواء,derman
469,Brücke::N,جسر,kopî
470,Brunnen::N,بئر,çal
471,Brunnen::N,بئر,kani
472,Weide::N,مرعى,beyar
473,Pfad::N,درب,xaçirek
474,Weg::N,سكة,rê
475,Straße::N,طريق,rê
476,Dorf::N,قرية,gund
477,Stadt::N,مدينة,baçar
478,Brief::N,خطاب,name
479,Brief::N,مكتوب,name
480,Buch::N,كتاب,kitêb
481,Buch::N,كتاب,pirtûk
482,Buchstabe::N,حرف,herf
483,Zeitung::N,جريدة,rojname
484,Leben::N,عيش,jiyan
485,Leben::N,حياة,jiyan
486,Tod::N,موت,mirin
487,Tod::N,وفاة,mirin
488,Grab::N,قبر,mezel
489,Kirche::N,كنيسة,gilyas
490,Sünde::N,خطيئة,guneh
491,Gott::N,إله,xwedê
492,Arbeiter::N,عامل,hîşçî
493,Chef::N,رئيس,bêg
494,Meister::N,أسطى,hoste
495,Arzt::N,طبيب,doktor
496,Lehrer::N,مدرس,mamoste
497,Geld::N,نقود,pere
498,Geschäft::N,صفقة,firoşgeh
499,Laden::N,دكان,dikan
500,Preis::N,سعر,buha
501,Ware::N,بضاعة,tişt
502,Nutzen::N,فائدة,fêde
503,Reichtum::N,غنى,serwet
504,Reichtum::N,ثروة,serwet
505,Welt::N,عالم,dinya
506,Welt::N,دنيا,dinya
507,Land::N,بلد,welat
508,Staat::N,دولة,dewlet
509,König::N,ملك,şah
510,König::N,ملك,qral
511,Macht::N,سلطة,qewet
512,Macht::N,سلطة,destihilat
513,Grenze::N,حدود,kevî
514,Krieg::N,حرب,çeng
515,Krieg::N,حرب,sêwaş
516,Feind::N,عدو,dijmin
517,Gewalt::N,عنف,zor
518,Kampf::N,قتال,şer
519,Bogen[Waffe]::N,قوس,kêvan
520,Pfeil::N,سهم,çîrik
521,Gewehr::N,بندقية,tifing
522,Fehler::N,خطأ,şaşî
523,Lüge::N,كذب,derew
524,Schaden::N,تلف,xisar
525,Unglück::N,نحس,bêbextî
526,Schuld::N,ذنب,suç
527,Alter::N,سن,temen
528,Alter::N,عمر,temen
529,Schluss::N,ختام,girtin
530,Schluss::N,نهاية,girtin
531,Zeit::N,وقت,çax
532,Tag::N,يوم,roj
533,Morgen::N,صباح,sibeh
534,Mittag::N,ظهر,nîro
535,Abend::N,مساء,êvar
536,Nacht::N,ليلة,şev
537,Woche::N,أسبوع,heftî
538,Monat::N,شهر,meh
539,Jahr::N,عام,sal
540,Jahr::N,سنة,sal
541,Frühling::N,ربيع,bihar
542,Sommer::N,صيف,havîn
543,Herbst::N,خريف,payîz
544,Winter::N,شتاء,zistan
545,Januar::N,يناير,çile
546,Januar::N,كانون الثاني,çile
547,Februar::N,شباط,sibat
548,Februar::N,فبراير,sibat
549,März::N,آذار,adar
550,März::N,مارس,adar
551,April::N,نيسان,nîsan
552,Mai::N,مايو,gûlan
553,Juni::N,يونيو,hezîran
554,Juni::N,حزيران,hezîran
555,Juli::N,تموز,tîmeh
556,Juli::N,يوليو,tîmeh
557,August::N,آب,tebax
558,August::N,أغسطس,tebax
559,September::N,أيلول,îlon
560,September::N,سبتمبر,îlon
561,Oktober::N,أكتوبر,çotmeh
562,Oktober::N,تشرين الأول,çotmeh
563,November::N,نوفمبر,mijdar
564,November::N,تشرين الثاني,mijdar
565,Dezember::N,ديسمبر,kanûn
566,Dezember::N,كانون الأول,kanûn
567,Montag::N,يوم الاثنين,duşemb
568,Dienstag::N,يوم الثلاثاء,sêşem
569,Mittwoch::N,يوم الأربعاء,çarşemb
570,Donnerstag::N,يوم الخميس,pêşemb
571,Freitag::N,يوم الجمعة,în
572,Samstag::N,يوم السبت,şemî
573,Sonntag::N,يوم الأحد,yekşemb
574,groß::A,كبير,mezin
575,klein::A,صغير,çûçik
576,lang::A,طويل,dirêj
577,kurz::A,قصير,kin
578,breit::A,واسع,fireh
579,schmal::A,ضيق,tenik
580,dicht::A,كث,gir
581,dicht::A,كثيف,gir
582,dick[Gegenstand]::A,غليظ,şîşman
583,dünn::A,رفيع,zirav
584,fein::A,رقيق,tenik
585,fest::A,متين,saxlem
586,flach::A,سهل,pahn
587,flach::A,منبسط,pahn
588,glatt::A,ناعم,dûz
589,glatt::A,ناعم,şayîk
590,hart::A,صلب,hişk
591,hart::A,جامد,hişk
592,weich::A,لين,nerm
593,rund::A,مستدير,gilover
594,spitz::A,مدبب,pîj
595,scharf::A,حاد,tûj
596,stumpf::A,ثالم,ne tûj
597,schwer::A,ثقيل,giran
598,schön::A,جميل,xweş
599,schön::A,جميل,xweşik
600,heiß::A,حار,kelandî
601,heiß::A,ساخن,kelandî
602,warm::A,دافئ,germ
603,kalt::A,بارد,sar
604,kühl::A,قر,jemîrî
605,frisch::A,طازج,ter
606,feucht::A,رطب,şil
607,nass::A,مبلول,şilek
608,trocken::A,جاف,zuwa
609,voll::A,ملء,tijî
610,leer::A,خال,vala
611,leer::A,فارغ,vala
612,offen::A,مفتوح,vekirî
613,geschlossen::A,مغلق,asê
614,sauber::A,نظيف,pakij
615,schmutzig::A,قذر,lewitî
616,roh::A,نيء,xav
617,reif::A,ناضج,gihaştî
618,lecker::A,لذيذ,xweş
619,süß::A,حلو,şîrîn
620,bitter::A,مر,tahl
621,sauer::A,حامض,tirş
622,hell::A,نير,ronî
623,dunkel::A,مظلم,tarî
624,schwarz::A,أسود,reş
625,weiß::A,أبيض,sipî
626,rot::A,أحمر,sor
627,gelb::A,أصفر,zer
628,blau::A,أزرق,şîn
629,grün::A,أخضر,şîn
630,grau::A,رمادي,gewr
631,bunt::A,ملوب,rengîn
632,billig::A,رخيص,erzan
633,teuer::A,غال,biha
634,wertvoll::A,ثمين,hêja
635,wertvoll::A,ثمين,giranbiha
636,blind::A,أعمى,kor
637,taub::A,أصم,kerr
638,taub::A,أطرش,kerr
639,kräftig::A,قوي,gir
640,kräftig::A,قوي,xurt
641,stark::A,قوي,xurt
642,schwach::A,ضعيف,kesad
643,fett::A,سمين,qelew
644,schlank::A,أهيف,zirav
645,hübsch::A,جميل,xweşik
646,böse::A,رديء,xerab
647,böse::A,رديء,aciz
648,dumm::A,أبله,gêj
649,dumm::A,أحمق,gêj
650,faul::A,كسلان,têmbêl
651,fleißig::A,مجتهد,jêhatî
652,geizig::A,بخيل,destgirtî
653,klug::A,ذكي,baqil
654,klug::A,عاقل,baqil
655,geschickt::A,ماهر,zîrek
656,geschickt::A,ماهر,ziring
657,lieb::A,عزيز,delal
658,lustig::A,مرح,kêfxweş
659,sanft::A,حليم,nazenîn
660,hungrig::A,جائع,birçî
661,krank::A,مريض,nexweş
662,nackt::A,عار,rût
663,nackt::A,عار,tazî
664,traurig::A,حزين,xemgîn
665,lebendig::A,حي,bisaxî
666,gut::A,جيد,baş
667,schlecht::A,سيء,xerab
668,richtig::A,صحيح,rast
669,richtig::A,صحيح,saxlem
670,schlimm::A,خبيث,nebaş
671,wahr::A,حق,rast
672,alt::A,قديم,pîr
673,alt::A,قديم,kevn
674,neu::A,جديد,nû
675,ehemalig::A,سابق,kevnar
676,ehemalig::A,سابق,peşidar
677,alt[Lebewesen]::A,مسن,pîr
678,jung::A,شاب,xort
679,jung::A,صغير,xort
680,arm::A,فقير,feqîr
681,arm::A,فقير,desteng
682,reich::A,غني,dewlemend
683,bekannt::A,معلوم,naskirî
684,berühmt::A,مشهور,navdar
685,fremd::A,أجنبي,xerîb
686,verschieden::A,مختلف,çîhê
687,nah::A,قريب,nêzîk
688,fern::A,بعيد,dûr
689,linker::A,يسار,çepê
690,rechter::A,يمين,rastê
691,anderer::A,آخر,yê din
692,erster::A,أول,yekemîn
693,zweiter::A,ثان,duda
694,dritter::A,ثالث,sisêya
695,letzter::A,أخير,paşîn
696,allein::ADV,وحده,tenê
697,auf einmal::ADV,بالمرة,jar kê
698,zusammen::ADV,معا,tev
699,zusammen::ADV,معا,bi hev re
700,lange::ADV,مدة طويلة,dirêj
701,plötzlich::ADV,فجأة,ji nişkave
702,sofort::ADV,حالا,yekser
703,sofort::ADV,فورا,yekser
704,später::ADV,فيما بعد,paşiyê
705,jetzt::ADV,الآن,nuha
706,jetzt::ADV,حاليا,nuha
707,heute::ADV,اليوم,îro
708,morgen::ADV,غدا,sibeh
709,bald::ADV,قريبا,nêzîk
710,dann::ADV,ثم,paşê
711,gestern::ADV,أمس,do
712,gestern::ADV,البارحة,do
713,einst::ADV,قديما,jar ke
714,damals::ADV,حينئذ,hîngî
715,danach::ADV,ثم,piştra
716,danach::ADV,بعد ذلك,piştra
717,vorher::ADV,من قبل,pîşî
718,vorher::ADV,قبل ذلك,pîşî
719,zuerst::ADV,أولا,bere
720,einmal::ADV,مرة,çarik
721,manchmal::ADV,أحيانا,çarna
722,oft::ADV,كثيرا,gelek çaran
723,immer::ADV,دائما,daîm
724,niemals::ADV,لا أبدا,tu çar
725,hier::ADV,هنا,li vir
726,hierhin::ADV,إلى هنا,vir
727,von hier::ADV,من هنا,ji vir
728,dort::ADV,هناك,li wê derê
729,dorthin::ADV,إلى هناك,wêda
730,geradeaus::ADV,إلى الأمام,rastê rast
731,vorwärts::ADV,إلى الأمام,ber bi pêş
732,rückwärts::ADV,إلى الوراء,paşpê
733,zurück::ADV,عودا,paşdo
734,zurück::ADV,عودا,paşvê
735,zurück::ADV,إلى الخلف,paşdo
736,zurück::ADV,إلى الخلف,paşvê
737,unten::ADV,تحت,jêrî
738,unten::ADV,في الأسفل,jêrî
739,hinab::ADV,إلى تحت,berjêr
740,oben::ADV,فوق,banî
741,oben::ADV,في الأعلى,banî
742,hinauf::ADV,إلى فوق,banî
743,hinauf::ADV,إلى الأعلى,banî
744,überall::ADV,في كل مكان,li her derê
745,nicht::ADV,لا,ne
746,nicht::ADV,لا,nîn
747,nicht::ADV,لا,tine
748,nicht::ADV,لم,ne
749,nicht::ADV,لم,nîn
750,nicht::ADV,لم,tine
751,ein wenig::ADV,قليلا,hebkî
752,kaum::ADV,كاد لا,tema
753,kaum::ADV,كاد لا,himangi
754,sehr::ADV,جدا,gelek
755,sehr::ADV,كثيرا,gelek
756,so::ADV,كذا,weha
757,so::ADV,كذلك,weha
758,noch::ADV,ما زال,hêj
759,noch::ADV,ما زال,dîsa
760,nur::ADV,فقط,tenê
761,nur::ADV,فقط,bes
762,schon::ADV,قد,hew
763,wieder::ADV,من جديد,jar din
764,wieder::ADV,من جديد,dîsa
765,wieder::ADV,مرة أخرى,jar din
766,wieder::ADV,مرة أخرى,dîsa
767,vergebens::ADV,عبثا,deya çun
768,vergebens::ADV,عبثا,îfleh bûn
769,vor::PRP,أمام,li ber
770,hinter::PRP,خلف,li pişt
771,hinter::PRP,وراء,li pişt
772,unter::PRP,تحت,li bin
773,durch::PRP,عبر,kura
774,durch::PRP,خلال,kura
775,neben::PRP,جنب,li ba
776,neben::PRP,بجانب,li ba
777,zwischen::PRP,بين,nabeyne
778,zwischen::PRP,بين,di nav...da
779,wegen::PRP,بسبب,ji bo
780,wegen::PRP,بسبب,ji ber
781,dies::PRN,هذا,ev
782,das::PRN,ذلك,ev
783,alles::PRN,الكل,hemû
784,ich::PRN,أنا,ez
785,du::PRN,أنت,tu
786,er::PRN,هو,wî
787,wir::PRN,نحن,êm
788,ihr::PRN,أنتم,hûn
789,ihr::PRN,أنتن,hûn
790,sie::PRN,هم,we
791,sie::PRN,هن,we
792,was::FPRN,ما,çi
793,wer::FPRN,من,ki
794,wo::FADV,أين,li ku dere
795,wohin::FADV,إلى أين,li ku dere
796,wie::FADV,كيف,çawa
797,warum::FADV,لماذا,çima
798,wieviel::FNUM,كم,çend
