,Concept_ID,be,sv
80,Rauch::N,дым,rök
81,Funke::N,іскра,gnista
82,Feuer::N,агонь,eld
83,Licht::N,святло,ljus
84,Schatten::N,цень,skugga
85,Wetter::N,пагода,väder
86,Wetter::N,надворʼе,väder
87,Nebel::N,туман,dimma
88,Nebel::N,туман,töcken
89,Wolke::N,воблака,sky
90,Wolke::N,воблака,moln
91,Regen::N,дождж,regn
92,Schnee::N,снег,snö
93,Eis::N,лёд,is
94,Frost::N,мароз,frost
95,Kälte::N,холад,köld
96,Hitze::N,спёка,hetta
97,Raureif::N,іней,rimfrost
98,Regenbogen::N,вясёлка,regnbåge
99,Donner::N,гром,åska
100,Donner::N,гром,dunder
101,Strömung::N,цячэнне,strömning
102,Tropfen::N,кропля,dropper
103,Schaum::N,пена,skum
104,Schmutz::N,гразь,lort
105,Schmutz::N,гразь,smuts
106,See::N,возера,sjö
107,Sumpf::N,багна,träsk
108,Moor::N,балота,myr
109,Moor::N,балота,mosse
110,Wiese::N,луг,äng
111,Wald::N,лес,skog
112,Hügel::N,узгорак,höjd
113,Hügel::N,узгорак,kulle
114,Anhöhe::N,узвышша,höjd
115,Anhöhe::N,узвышша,backe
116,Berg::N,гара,berg
117,Berg::N,гара,fjäll
118,Gipfel::N,вяршыня,topp
119,Höhle::N,пячора,håla
120,Höhle::N,пячора,grotta
121,Abhang::N,схіл,slänt
122,Abhang::N,схіл,sluttning
123,Quelle::N,крыніца,källa
124,Bach::N,ручай,bäck
125,Fluss::N,рака,älv
126,Fluss::N,рака,flod
127,Ufer::N,бераг,strand
128,Küste::N,узбярэжжа,kust
129,Festland::N,суша,fastland
130,Meer::N,мора,hav
131,Bucht::N,бухта,vik
132,Bucht::N,бухта,bukt
133,Insel::N,востраў,ö
134,Blume::N,кветка,blomma
135,Blume::N,кветка,blomster
136,Gras::N,трава,gräs
137,Wurzel::N,корань,rot
138,Baum::N,дрэва,träd
139,Stamm::N,ствол,stam
140,Rinde::N,кара,bark
141,Ast::N,сук,gren
142,Zweig::N,галіна,kvist
143,Blatt::N,ліст,löv
144,Blatt::N,ліст,blad
145,Birke::N,бяроза,björk
146,Kiefer[Baum]::N,хвоя,tall
147,Kiefer[Baum]::N,сасна,tall
148,Weide[Baum]::N,вярба,pil
149,Weide[Baum]::N,вярба,vide
150,Tanne::N,яліна,gran
151,Horn::N,рог,horn
152,Feder::N,пяро,fjäder
153,Fell::N,шкура,fäll
154,Fell::N,шкура,skinn
155,Flügel::N,крыло,vinge
156,Klaue::N,кіпцюр,klöv
157,Kralle::N,лапа,klo
158,Schwanz::N,хвост,svans
159,Schwanz::N,хвост,stjärt
160,Ei::N,яйка,ägg
161,Nest::N,гняздо,rede
162,Nest::N,гняздо,näste
163,Bau::N,нара,bo
164,Tier::N,жывёла,djur
165,Herde::N,статак,flock
166,Kuh::N,карова,ko
167,Bulle::N,бык,tjur
168,Pferd::N,конь,häst
169,Schaf::N,авечка,får
170,Schwein::N,свіння,svin
171,Hund::N,сабака,hund
172,Katze::N,кошка,katt
173,Bär::N,мядзведзь,björn
174,Eichhörnchen::N,вавёрка,ekorre
175,Elch::N,лось,älg
176,Fuchs::N,ліса,räv
177,Hase::N,заяц,hare
178,Maus::N,мыш,mus
179,Wolf::N,воўк,varg
180,Vogel::N,птах,fågel
181,Vogel::N,птушка,fågel
182,Schwarm::N,чарада,svärm
183,Huhn::N,курыца,höns
184,Hahn::N,певень,tupp
185,Gans::N,гусь,gås
186,Adler::N,арол,örn
187,Ente::N,качка,anka
188,Eule::N,сава,uggla
189,Kranich::N,жораў,trana
190,Kranich::N,журавель,trana
191,Krähe::N,варона,kråka
192,Kuckuck::N,зязюля,gök
193,Schwan::N,лебедзь,svan
194,Fisch::N,рыба,fisk
195,Barsch::N,акунь,abborre
196,Hecht::N,шчупак,gädda
197,Schlange[Tier]::N,змяя,orm
198,Wurm::N,чарвяк,mask
199,Spinne::N,павук,spindel
200,Ameise::N,мурашка,myra
201,Laus::N,вош,lus
202,Mücke::N,камар,mygga
203,Fliege::N,муха,fluga
204,Schmetterling::N,матыль,fjäril
205,Beere::N,ягада,bär
206,Apfel::N,яблык,äpple
207,Pilz::N,грыб,svamp
208,Zwiebel::N,цыбуля,lök
209,Saat::N,семя,sådd
210,Korn::N,зерне,korn
211,Heu::N,сена,hö
212,Schale::N,шалупінне,skal
213,Grube::N,яма,grop
214,Falle::N,пастка,fälla
215,Schlinge::N,сіло,snara
216,Spur::N,след,spår
217,Asche::N,попел,aska
218,Dreck::N,бруд,lort
219,Eisen::N,жалеза,järn
220,Gold::N,золата,guld
221,Silber::N,сребра,silver
222,Kohle::N,вугаль,kol
223,Glas::N,шкло,glas
224,Lehm::N,гліна,lera
225,Sand::N,пясок,sand
226,Mensch::N,чалавек,människa
227,Mann::N,мужчына,man
228,Frau::N,жанчына,kvinna
229,Kind::N,дзіця,barn
230,Junge::N,хлопчык,pojke
231,Mädchen::N,дзяўчынка,flicka
232,Familie::N,сямʼя,familj
233,Großvater::N,дзядуля,morfar
234,Großmutter::N,бабуля,farmor
235,Eltern::N,бацькі,föräldrar
236,Vater::N,бацька,far
237,Mutter::N,маці,mor
238,Sohn::N,сын,son
239,Tochter::N,дачка,dotter
240,Bruder::N,брат,bror
241,Schwester::N,сястра,syster
242,Onkel::N,дзядзька,morbror
243,Tante::N,цётка,tant
244,Ehemann::N,муж,äkta man
245,Ehefrau::N,жонка,hustru
246,Freude::N,радасць,fröjd
247,Freude::N,радасць,glädje
248,Gelächter::N,смех,åtlöje
249,Glück::N,шчасце,lycka
250,Kummer::N,гора,sorg
251,Wunsch::N,жаданне,önskan
252,Lust::N,цяга,lust
253,Geist::N,дух,ande
254,Gedanke::N,думка,tanke
255,Gedächtnis::N,памяць,minne
256,Verstand::N,розум,förstånd
257,Sinn::N,сэнс,mening
258,Sinn::N,сэнс,betydelse
259,Grund::N,зачэпка,skäl
260,Grund::N,зачэпка,grund
261,Wahrheit::N,праўда,sanning
262,Gespräch::N,размова,samtal
263,Märchen::N,казка,saga
264,Erzählung::N,расказ,berättelse
265,Erzählung::N,апавяданне,berättelse
266,Nachricht::N,вестка,meddelande
267,Nachricht::N,паведамленне,meddelande
268,Neuigkeit::N,навіна,nyhet
269,Name::N,імя,namn
270,Rätsel::N,загадка,gåta
271,Rede::N,прамова,tal
272,Sprache::N,мова,språk
273,Stimme::N,голас,stämma
274,Wort::N,слова,ord
275,Zeichen::N,знак,tecken
276,Ruf::N,кліч,rop
277,Lärm::N,шум,bråk
278,Lärm::N,шум,oväsen
279,Laut::N,гук,ljud
280,Ton::N,гучанне,ton
281,Lied::N,песня,sång
282,Ruhe::N,спакой,ro
283,Ruhe::N,спакой,lugn
284,Leute::N,людзі,folk
285,Volk::N,народ,folk
286,Arbeit::N,праца,arbete
287,Arbeit::N,работа,arbete
288,Gast::N,госць,gäst
289,Geschenk::N,падарунак,gåva
290,Geschenk::N,падарунак,present
291,Spiel::N,гульня,lek
292,Spiel::N,гульня,spel
293,Gesellschaft::N,таварыства,sällskap
294,Hilfe::N,дапамога,hjälp
295,Freund::N,друг,vän
296,Freund::N,сябар,vän
297,Kamerad::N,прыяцель,kamrat
298,Angelegenheit::N,справа,ärende
299,Angelegenheit::N,справа,angelägenhet
300,Anzahl::N,колькасць,antal
301,Art::N,від,art
302,Art::N,від,slag
303,Stück::N,кусок,stycke
304,Stück::N,кавалак,stycke
305,Teil::N,частка,del
306,Hälfte::N,палова,halva
307,Hälfte::N,палавіна,halva
308,Kreis::N,круг,krets
309,Kreis::N,круг,cirkel
310,Kreuz::N,крыж,kors
311,Kreuz::N,крыж,kryss
312,Linie::N,лінія,linje
313,Strich::N,рыса,streck
314,Abstand::N,прамежак,avstånd
315,Entfernung::N,адлегласць,avstånd
316,Gegend::N,мясцовасць,trakt
317,Platz::N,месца,plats
318,Ort::N,месца,plats
319,Ort::N,месца,ställe
320,Seite::N,бок,sida
321,Mitte::N,сярэдзіна,mitt
322,Gegenstand::N,прадмет,föremål
323,Sache::N,рэч,sak
324,Rand::N,край,rand
325,Kante::N,руб,kant
326,Kante::N,кант,kant
327,Ecke::N,вугал,vrå
328,Ecke::N,вугал,hörn
329,Spitze::N,кончык,spets
330,Ende::N,канец,ända
331,Loch::N,дзірка,hål
332,Winkel::N,вугал,vinkel
333,Muster::N,узор,mönster
334,Größe::N,памер,storlek
335,Länge::N,даўжыня,längd
336,Höhe::N,вышыня,höjd
337,Gewicht::N,вага,tyngd
338,Menge::N,колькасць,mängd
339,Haufen::N,куча,hög
340,Reihe::N,рад,rad
341,Boot::N,лодка,båt
342,Ruder::N,вясло,åra
343,Schlitten::N,сані,släde
344,Ski::N,лыжа,skida
345,Lagerfeuer::N,вогнішча,lägereld
346,Last::N,цяжар,last
347,Last::N,цяжар,börda
348,Gang::N,ход,gång
349,Schritt::N,шаг,steg
350,Schritt::N,крок,steg
351,Norden::N,поўнач,norr
352,Süden::N,поўдзень,söder
353,Westen::N,захад,väster
354,Osten::N,усход,öster
355,Holz::N,дрэва,trä
356,Holz::N,драўніна,trä
357,Brett::N,дошка,bräda
358,Platte::N,пліта,platta
359,Stütze::N,падпорка,stöd
360,Stütze::N,падпорка,stötta
361,Stange::N,жэрдка,stång
362,Stock::N,палка,käpp
363,Stock::N,палка,pinne
364,Stab::N,шост,stav
365,Rohr::N,труба,rör
366,Haus::N,дом,hus
367,Heim::N,дом,hem
368,Heim::N,хата,hem
369,Ofen::N,печ,ugn
370,Fußboden::N,падлога,golv
371,Tisch::N,стол,bord
372,Stuhl::N,стул,stol
373,Stuhl::N,крэсла,stol
374,Wiege::N,калыска,vagga
375,Bett::N,ложак,säng
376,Bett::N,пасцель,säng
377,Regal::N,паліца,hylla
378,Kiste::N,скрынка,låda
379,Fenster::N,акно,fönster
380,Tür::N,дзверы,dörr
381,Tor::N,вароты,port
382,Zaun::N,агароджа,staket
383,Zaun::N,агароджа,stängsel
384,Dach::N,дах,tak
385,Leiter::N,лесвіца,stege
386,Besen::N,мятла,kvast
387,Spaten::N,лапата,spade
388,Spaten::N,жалязняк,spade
389,Schaufel::N,шуфлік,skovel
390,Schaufel::N,шуфлік,skyffel
391,Schaufel::N,лапатка,skovel
392,Schaufel::N,лапатка,skyffel
393,Gabel::N,відэлец,gaffel
394,Löffel::N,лыжка,sked
395,Messer::N,нож,kniv
396,Nagel::N,цвік,spik
397,Netz::N,сетка,nät
398,Haken::N,крук,krok
399,Griff::N,ручка,tag
400,Griff::N,ручка,handtag
401,Schloss::N,замок,las
402,Bild::N,карціна,bild
403,Figur::N,фігура,figur
404,Puppe::N,лялька,docka
405,Beutel::N,мяшок,påse
406,Bündel::N,вязка,bunt
407,Bündel::N,вязка,knippa
408,Tasche::N,торба,väska
409,Eimer::N,вядро,hink
410,Eimer::N,вядро,ämbar
411,Deckel::N,накрыўка,lock
412,Geschirr::N,пасуда,servis
413,Geschirr::N,пасуда,porslin
414,Sack::N,мех,säck
415,Tasse::N,кубак,kopp
416,Topf::N,каструля,gryta
417,Topf::N,каструля,kastrull
418,Kessel::N,кацёл,kittel
419,Essen::N,ежа,mål
420,Nahrung::N,харч,näring
421,Speise::N,страва,maträtt
422,Fleisch::N,мяса,kött
423,Getreide::N,збожжа,säd
424,Getreide::N,збожжа,spannmål
425,Brei::N,каша,gröt
426,Brot::N,хлеб,bröd
427,Scheibe::N,луста,skiva
428,Scheibe::N,скібка,skiva
429,Fett::N,тлушч,fett
430,Butter::N,масла,smör
431,Öl::N,алей,olja
432,Salz::N,соль,salt
433,Suppe::N,суп,soppa
434,Honig::N,мёд,honung
435,Milch::N,малако,mjölk
436,Tee::N,чай,te
437,Tee::N,гарбата,te
438,Leder::N,скура,läder
439,Wolle::N,воўна,ull
440,Wolle::N,воўна,ylle
441,Stoff::N,тканіна,tyg
442,Stoff::N,тканіна,stoff
443,Nadel::N,іголка,nål
444,Faden::N,нітка,tråd
445,Knopf::N,гузік,knapp
446,Knoten::N,вузел,knut
447,Farbe::N,фарба,färg
448,Kleidung::N,адзенне,klädsel
449,Hemd::N,кашуля,skjorta
450,Kragen::N,каўнер,krage
451,Ärmel::N,рукаў,ärm
452,Hose::N,штаны,byxor
453,Gürtel::N,пояс,bälte
454,Mütze::N,шапка,mössa
455,Schuh::N,чаравік,sko
456,Stiefel::N,бот,stövel
457,Ring::N,кольца,ring
458,Band::N,стужка,band
459,Kamm::N,расчоска,kam
460,Spiegel::N,люстра,spegel
461,Riemen::N,рэмень,rem
462,Schnur::N,вяроўка,snöre
463,Leine::N,павадок,lina
464,Decke::N,коўдра,täcke
465,Kissen::N,падушка,dyna
466,Kissen::N,падушка,kudde
467,Tuch::N,хустка,sjal
468,Handtuch::N,ручнік,handduk
469,Kraft::N,сіла,kraft
470,Stärke::N,моц,styrka
471,Gesundheit::N,здароўе,hälsa
472,Krankheit::N,хвароба,sjukdom
473,Schmerz::N,боль,smärta
474,Wunde::N,рана,sår
475,Fieber::N,гарачка,feber
476,Fieber::N,ліхаманка,feber
477,Arznei::N,лекі,medicin
478,Arznei::N,лекі,läkemedel
479,Brücke::N,мост,bro
480,Brunnen::N,калодзеж,brunn
481,Weide::N,паша,bete
482,Pfad::N,сцежка,stig
483,Weg::N,шлях,väg
484,Weg::N,дарога,väg
485,Straße::N,вуліца,gata
486,Dorf::N,вёска,by
487,Stadt::N,горад,stad
488,Brief::N,ліст,brev
489,Brief::N,пісьмо,brev
490,Buch::N,кніга,bok
491,Buchstabe::N,літара,bokstav
492,Zeitung::N,газета,tidning
493,Leben::N,жыццё,liv
494,Tod::N,смерць,död
495,Grab::N,магіла,grav
496,Kirche::N,касцёл,kyrka
497,Kirche::N,царква,kyrka
498,Sünde::N,грэх,synd
499,Gott::N,бог,gud
500,Arbeiter::N,рабочы,arbetare
501,Chef::N,начальнік,chef
502,Meister::N,майстар,mästare
503,Arzt::N,урач,läkare
504,Lehrer::N,настаўнік,lärare
505,Geld::N,грошы,pengar
506,Geschäft::N,заняцце,rörelse
507,Laden::N,крама,affär
508,Laden::N,магазін,affär
509,Preis::N,цана,pris
510,Ware::N,тавар,vara
511,Nutzen::N,выгада,gagn
512,Nutzen::N,выгада,nytta
513,Reichtum::N,багацце,rikedom
514,Welt::N,свет,värld
515,Land::N,краіна,land
516,Staat::N,дзяржава,stat
517,König::N,кароль,kung
518,König::N,кароль,konung
519,Macht::N,улада,makt
520,Grenze::N,граніца,gräns
521,Krieg::N,вайна,krig
522,Feind::N,вораг,fiende
523,Gewalt::N,насілле,våld
524,Kampf::N,барацьба,kamp
525,Kampf::N,барацьба,strid
526,Bogen[Waffe]::N,лук,båge
527,Pfeil::N,страла,pil
528,Gewehr::N,ружжо,gevär
529,Fehler::N,памылка,fel
530,Lüge::N,хлусня,lögn
531,Schaden::N,шкода,skada
532,Unglück::N,ліха,otur
533,Unglück::N,ліха,olycka
534,Unglück::N,бядота,otur
535,Unglück::N,бядота,olycka
536,Schuld::N,віна,skuld
537,Alter::N,узрост,ålder
538,Schluss::N,канец,slut
539,Zeit::N,час,tid
540,Tag::N,дзень,dag
541,Morgen::N,ранак,morgon
542,Morgen::N,раніца,morgon
543,Mittag::N,паўдня,middag
544,Mittag::N,поўдзень,middag
545,Abend::N,вечар,kväll
546,Nacht::N,ноч,natt
547,Woche::N,тыдзень,vecka
548,Monat::N,месяц,månad
549,Jahr::N,год,år
550,Frühling::N,вясна,vår
551,Sommer::N,лета,sommar
552,Herbst::N,восень,höst
553,Winter::N,зіма,vinter
554,Januar::N,студзень,januari
555,Februar::N,люты,februari
556,März::N,сакавік,mars
557,April::N,красавік,april
558,Mai::N,май,maj
559,Mai::N,травень,maj
560,Juni::N,чэрвень,juni
561,Juli::N,ліпень,juli
562,August::N,жнівень,augusti
563,September::N,верасень,september
564,Oktober::N,кастрычнік,oktober
565,November::N,лістапад,november
566,Dezember::N,снежань,december
567,Montag::N,панядзелак,måndag
568,Dienstag::N,аўторак,tisdag
569,Mittwoch::N,серада,onsdag
570,Donnerstag::N,чацвер,torsdag
571,Freitag::N,пятніца,fredag
572,Samstag::N,субота,lördag
573,Sonntag::N,нядзеля,söndag
574,groß::A,вялікі,stor
575,klein::A,маленькі,liten
576,lang::A,доўгі,lång
577,kurz::A,кароткі,kort
578,breit::A,шырокі,bred
579,schmal::A,вузкі,smal
580,dicht::A,густы,tät
581,dick[Gegenstand]::A,тоўсты,tjock
582,dünn::A,тонкі,tunn
583,fein::A,тонкі,fin
584,fest::A,моцны,fast
585,flach::A,плоскі,platt
586,glatt::A,гладкі,glatt
587,hart::A,цвёрды,hård
588,weich::A,мяккі,mjuk
589,rund::A,круглы,rund
590,spitz::A,спічасты,toppig
591,spitz::A,спічасты,spetsig
592,spitz::A,востраканцовы,toppig
593,spitz::A,востраканцовы,spetsig
594,scharf::A,востры,vass
595,scharf::A,востры,skarp
596,stumpf::A,тупы,slö
597,schwer::A,цяжкі,tung
598,schön::A,прыгожы,skön
599,schön::A,прыгожы,vacker
600,heiß::A,гарачы,het
601,warm::A,цёплы,varm
602,kalt::A,холадны,kall
603,kühl::A,халаднаваты,sval
604,kühl::A,халаднаваты,kylig
605,frisch::A,свежы,färsk
606,feucht::A,вільготны,fuktig
607,nass::A,мокры,våt
608,trocken::A,сухі,torr
609,voll::A,поўны,full
610,leer::A,пусты,tom
611,offen::A,адкрыты,öppen
612,offen::A,адчынены,öppen
613,geschlossen::A,закрыты,stängd
614,geschlossen::A,зачынены,stängd
615,sauber::A,чысты,ren
616,schmutzig::A,брудны,snuskig
617,roh::A,сыры,rå
618,reif::A,спелы,mogen
619,lecker::A,смачны,läcker
620,süß::A,салодкі,söt
621,bitter::A,горкі,besk
622,bitter::A,горкі,bitter
623,sauer::A,кіслы,sur
624,hell::A,светлы,ljus
625,dunkel::A,цёмны,mörk
626,schwarz::A,чорны,svart
627,weiß::A,белы,vit
628,rot::A,чырвоны,röd
629,gelb::A,жоўты,gul
630,blau::A,сіні,blå
631,grün::A,зялёны,grön
632,grau::A,шэры,grå
633,bunt::A,пяресты,brokig
634,billig::A,танны,billig
635,teuer::A,дарагі,dyr
636,wertvoll::A,цэнны,värdefull
637,wertvoll::A,каштоўны,värdefull
638,blind::A,сляпы,blind
639,taub::A,глухі,döv
640,kräftig::A,магутны,kraftig
641,stark::A,сільны,stark
642,schwach::A,слабы,svag
643,fett::A,тлусты,fet
644,schlank::A,стройны,slank
645,hübsch::A,чароўны,snygg
646,hübsch::A,чароўны,vacker
647,böse::A,злы,ond
648,böse::A,злы,elak
649,dumm::A,дурны,dum
650,faul::A,лянівы,lat
651,fleißig::A,руплівы,flitig
652,geizig::A,прагны,snål
653,geizig::A,прагны,girig
654,klug::A,разумны,klok
655,geschickt::A,умелы,händig
656,geschickt::A,умелы,skicklig
657,lieb::A,мілы,kär
658,lieb::A,мілы,snäll
659,lustig::A,вясёлы,rolig
660,lustig::A,вясёлы,lustig
661,sanft::A,ласкавы,mild
662,hungrig::A,галодны,hungrig
663,krank::A,хворы,sjuk
664,nackt::A,голы,naken
665,traurig::A,сумны,ledsen
666,traurig::A,сумны,sorgsen
667,lebendig::A,жывы,levande
668,gut::A,добры,bra
669,schlecht::A,кепскі,dålig
670,richtig::A,правільны,riktig
671,schlimm::A,агідны,illa
672,wahr::A,сапраўдны,sann
673,alt::A,стары,gammal
674,neu::A,новы,ny
675,ehemalig::A,былы,forn
676,ehemalig::A,былы,tidigare
677,alt[Lebewesen]::A,стары,gammal
678,jung::A,малады,ung
679,arm::A,бедны,fattig
680,reich::A,багаты,rik
681,bekannt::A,знаёмы,känd
682,berühmt::A,славуты,berömd
683,fremd::A,чужы,främmande
684,verschieden::A,розны,åtskillig
685,nah::A,блізкі,nära
686,fern::A,далёкі,fjärran
687,linker::A,левы,vänster
688,rechter::A,правы,höger
689,anderer::A,іншы,annan
690,anderer::A,другі,annan
691,erster::A,першы,första
692,zweiter::A,другі,andra
693,dritter::A,трэці,tredje
694,letzter::A,апошні,sist
695,allein::ADV,сам,allena
696,allein::ADV,адзін,allena
697,auf einmal::ADV,адразу,på en gång
698,zusammen::ADV,разам,tillsammans
699,lange::ADV,доўга,länge
700,plötzlich::ADV,раптам,plötsligt
701,sofort::ADV,зараз,strax
702,sofort::ADV,зараз,genast
703,später::ADV,пазней,senare
704,jetzt::ADV,цяпер,nu
705,heute::ADV,сёння,i dag
706,morgen::ADV,заўтра,i morgon
707,bald::ADV,хутка,snart
708,bald::ADV,неўзабаве,snart
709,dann::ADV,потым,då
710,gestern::ADV,учора,i går
711,einst::ADV,аднойчы,en gång
712,damals::ADV,тады,då
713,damals::ADV,тады,den gången
714,danach::ADV,затым,därefter
715,vorher::ADV,раней,före
716,vorher::ADV,раней,förut
717,zuerst::ADV,спярша,först
718,zuerst::ADV,спачатку,först
719,einmal::ADV,адзін раз,en gång
720,manchmal::ADV,часам,ibland
721,oft::ADV,часта,ofta
722,immer::ADV,заўсёды,alltid
723,niemals::ADV,ніколі,aldrig
724,hier::ADV,тут,här
725,hierhin::ADV,сюды,hit
726,von hier::ADV,адсюль,härifrån
727,von hier::ADV,адгэтуль,härifrån
728,dort::ADV,там,där
729,dorthin::ADV,туды,dit
730,geradeaus::ADV,прама,rätt fram
731,vorwärts::ADV,наперад,fram
732,vorwärts::ADV,наперад,framåt
733,rückwärts::ADV,назад,baklänges
734,zurück::ADV,назад,tillbaka
735,unten::ADV,унізе,nere
736,unten::ADV,унізе,nedanför
737,hinab::ADV,уніз,ned
738,hinab::ADV,уніз,nedåt
739,oben::ADV,угары,ovan
740,oben::ADV,угары,ovanpå
741,oben::ADV,наверсе,ovan
742,oben::ADV,наверсе,ovanpå
743,hinauf::ADV,угару,upp
744,hinauf::ADV,угару,uppåt
745,überall::ADV,усюды,överallt
746,nicht::ADV,не,ej
747,nicht::ADV,не,inte
748,ein wenig::ADV,трошкі,litet
749,kaum::ADV,ледзьве,knappt
750,kaum::ADV,ледзьве,knappast
751,sehr::ADV,вельмі,mycket
752,so::ADV,так,så
753,noch::ADV,яшчэ,än
754,noch::ADV,яшчэ,ännu
755,nur::ADV,толькі,bara
756,nur::ADV,толькі,endast
757,schon::ADV,ужо,redan
758,wieder::ADV,зноў,åter
759,vergebens::ADV,дарма,förgäves
760,vergebens::ADV,дарэмна,förgäves
761,vor::PRP,перад,utanför
762,hinter::PRP,за,bakom
763,hinter::PRP,ззаду,bakom
764,unter::PRP,пад,under
765,durch::PRP,праз,genom
766,durch::PRP,праз,igenom
767,neben::PRP,каля,bredvid
768,neben::PRP,каля,vid sidan av
769,zwischen::PRP,між,mellan
770,zwischen::PRP,паміж,mellan
771,wegen::PRP,з-за,på grund av
772,dies::PRN,гэта,detta
773,das::PRN,тое,det
774,alles::PRN,усё,allt
775,ich::PRN,я,jag
776,du::PRN,ты,du
777,er::PRN,ён,han
778,wir::PRN,мы,vi
779,ihr::PRN,вы,ni
780,sie::PRN,яны,de
781,was::FPRN,што,vad
782,wer::FPRN,хто,vem
783,wo::FADV,дзе,var
784,wohin::FADV,куды,vart
785,wie::FADV,як,hur
786,warum::FADV,чаму,varför
787,wieviel::FNUM,колькі,hur mycket
788,eins::NUM,адзін,en
789,eins::NUM,адзін,ett
790,zwei::NUM,два,två
791,drei::NUM,тры,tre
792,vier::NUM,чатыры,fyra
793,fünf::NUM,пяць,fem
794,sechs::NUM,шесць,sex
795,sieben::NUM,сем,sju
796,acht::NUM,восем,åtta
797,neun::NUM,дзевяць,nio
798,zehn::NUM,дзесяць,tio
799,elf::NUM,адзінаццаць,elva
800,zwölf::NUM,дванаццаць,tolv
801,zwanzig::NUM,дваццаць,tjugo
802,dreißig::NUM,трыццаць,trettio
803,vierzig::NUM,сорак,fyrtio
804,fünfzig::NUM,пядзесят,femtio
805,sechzig::NUM,шесдзесят,sextio
806,siebzig::NUM,семдзесят,sjuttio
807,achtzig::NUM,восемдзесят,åttio
808,neunzig::NUM,дзевяноста,nittio
809,hundert::NUM,сто,hundra
810,tausend::NUM,тысяча,tusen
811,und::CNJ,і,och
812,und::CNJ,ды,och
813,oder::CNJ,або,eller
814,stehen::V,стаяць,stå
815,sitzen::V,сядзець,sitta
816,liegen::V,ляжаць,ligga
817,hängen::V,вісець,hänga
818,werden::V,стаць,bli
819,werden::V,зрабіцца,bli
820,passieren::V,трапіцца,ske
821,passieren::V,трапіцца,hända
822,beginnen::V,пачацца,börja
823,enden::V,кончыцца,ända
824,wechseln::V,мяняцца,växla
825,aufgehen[Sonne]::V,узысці,gå upp
826,untergehen[Sonne]::V,зайсці,gå ned
827,scheinen[Sonne]::V,свяціць,skina
828,donnern::V,грымець,dundra
829,wehen::V,дзьмуць,blåsa
830,strömen::V,ліцца,forsa
831,strömen::V,ліцца,strömma
832,fließen::V,цячы,flyta
833,sich drehen::V,круціцца,snurra
834,sich drehen::V,варочацца,snurra
835,schwanken::V,хістацца,vackla
836,schwingen::V,гайдацца,svinga
837,schwingen::V,калыхацца,svinga
838,fallen::V,падаць,falla
839,brennen::V,гарэць,brinna
840,rauchen::V,дымець,ryka
841,regnen::V,дажджыць,regna
842,gefrieren::V,замерзнуць,frysa
