,Concept_ID,sq,en
855,läuten::V,bie,chime
856,klingeln::V,i bie ziles,ring
857,klirren::V,kërcëlloj,tinkle
858,brausen::V,gjëmoj,roar
859,rauschen::V,fëshfërij,rustle
860,klingen::V,tingëlloj,sound
861,bellen::V,leh,bark
862,heulen::V,ulërij,howl
863,blasen::V,fryj,blow
864,pfeifen::V,fishkëllej,whistle
865,schreien::V,bërtas,shout
866,stöhnen::V,rënkoj,groan
867,zittern::V,trembem,tremble
868,leben::V,rroj,be alive
869,leben::V,jetoj,be alive
870,geboren werden::V,lind,be born
871,atmen::V,marr frymë,breathe
872,trinken::V,pi,drink
873,essen::V,ha,eat
874,schlucken::V,gëlltis,swallow
875,schlucken::V,kapërdij,swallow
876,müde werden::V,lodhem,get tired
877,einschlafen::V,bie të fle,fall asleep
878,schlafen::V,fle,sleep
879,aufwachen::V,zgjohem,wake up
880,aufstehen::V,çohem,get up
881,aufstehen::V,ngrihem,get up
882,sich erholen::V,qetësohem,relax
883,sich erholen::V,shtendosem,relax
884,krank werden::V,bie i sëmurë,fall ill
885,krank sein::V,jam i sëmurë,be ill
886,schmerzen::V,dhemb,ache
887,husten::V,kollitem,cough
888,genesen::V,shërohem,recover
889,sterben::V,vdes,die
890,umkommen::V,vdes,perish
891,umkommen::V,mbaroj,perish
892,sich bewegen::V,shkundem,move
893,sich rühren::V,lëviz,budge
894,sich erheben::V,ngrihem,stand up
895,sich setzen::V,ulem,sit down
896,hinfallen::V,gremisem,tumble
897,laufen::V,eci,walk
898,schreiten::V,çapem,pace
899,spazierengehen::V,shëtis,go for a walk
900,eilen::V,ngas,rush
901,sich beeilen::V,nxitoj,hurry
902,sausen::V,eci shpejt,dash
903,rennen::V,vrapoj,run
904,springen::V,kërcej,jump
905,klettern::V,hipi,climb
906,schaukeln::V,kolovitem,seesaw
907,kriechen::V,zvarritem,creep
908,schwimmen::V,notoj,swim
909,tauchen::V,zhytem,dive
910,rudern::V,vozis,row
911,fahren::V,shkoj,drive
912,fliegen::V,fluturoj,fly
913,gehen::V,eci,go
914,gehen::V,shkoj,go
915,weggehen::V,vete,go away
916,abfahren::V,nisem,depart
917,anhalten::V,ndalem,stop
918,hineingehen::V,futem,go in
919,eintreten::V,hyj,enter
920,kommen::V,vij,come
921,ankommen::V,arrij,arrive
922,ankommen::V,mbërrij,arrive
923,zurückkommen::V,kthehem,come back
924,bleiben::V,mbetem,stay
925,bleiben::V,qëndroj,stay
926,warten::V,pres,wait
927,erwarten::V,pres,wait for
928,suchen::V,kërkoj,seek
929,suchen::V,kërkoj,look for
930,finden::V,gjej,find
931,versuchen::V,mundohem,try
932,vorbereiten::V,përgatis,prepare
933,lieben::V,dashuroj,love
934,mögen::V,dua,like
935,lachen::V,qesh,laugh
936,rühren::V,mallëngjej,move
937,weinen::V,qaj,weep
938,schimpfen::V,shaj,grumble
939,sich ärgern::V,bëhem verem,be annoyed
940,sich fürchten::V,kam frikë,be afraid
941,sich fürchten::V,frikësohem,be afraid
942,fürchten::V,kam frikë nga,be afraid of
943,fliehen::V,arratisem,flee
944,flüchten::V,iki,escape
945,sehen::V,shoh,see
946,anschauen::V,shikoj,look at
947,ansehen::V,shikoj,watch
948,hören::V,dëgjoj,hear
949,zuhören::V,veshtoj,listen
950,probieren::V,provoj,taste
951,riechen::V,nuhas,smell
952,fühlen::V,ndiej,feel
953,scheinen::V,ndriçoj,seem
954,zu sehen sein::V,dukem,show
955,vernehmen::V,dëgjoj,hear
956,frieren::V,mërdhij,be cold
957,tun::V,bëj,do
958,können::V,mund,can
959,wollen::V,dua,want
960,wollen::V,dëshiroj,want
961,anfangen::V,filloj,start
962,beenden::V,kryej,finish
963,beenden::V,mbaroj,finish
964,aufhören::V,pushoj,stop
965,gelingen::V,më shkon mbarë,succeed
966,geraten::V,del,turn out
967,öffnen::V,hap,open
968,schließen::V,mbyll,close
969,stellen::V,vë,put
970,setzen::V,vë,place
971,legen::V,vë,lay
972,berühren::V,rrok,touch
973,verbinden::V,bashkoj,connect
974,bedecken::V,mbuloj,cover
975,aufhängen::V,var,hang up
976,anzünden::V,ndez,light
977,aufheben::V,ngre,pick up
978,zurücklassen::V,lë pas,leave
979,verlieren::V,humb,lose
980,fallen lassen::V,lëshoj,drop
981,machen::V,bëj,make
982,herstellen::V,prodhoj,produce
983,bauen::V,ndërtoj,build
984,reparieren::V,ndreq,mend
985,reparieren::V,meremetoj,mend
986,verbessern::V,përmirësoj,improve
987,ändern::V,ndërroj,alter
988,graben::V,gërmoj,dig
989,beugen::V,kërrus,bow
990,biegen::V,përkul,bend
991,drehen::V,dredh,spin
992,drehen::V,rrotulloj,spin
993,wenden::V,kthej,turn
994,umdrehen::V,kthej,turn around
995,heben::V,ngre,raise
996,hochheben::V,ngre,lift
997,ergreifen::V,rrëmbej,seize
998,halten::V,mbaj,hold
999,drücken::V,shtyp,press
1000,schieben::V,shtyj,push
1001,kratzen::V,kruaj,scrape
1002,kratzen::V,gërvisht,scrape
1003,lecken::V,lëpij,lick
1004,beißen::V,kafshoj,bite
1005,abreißen::V,shkëpus,tear off
1006,abschneiden::V,cungoj,cut off
1007,binden::V,lidh,tie
1008,stecken::V,fus,stick
1009,stecken::V,ngul,stick
1010,brechen::V,thyej,break
1011,klopfen::V,trokas,knock
1012,hauen::V,godas,hit
1013,kleben::V,ngjis,glue
1014,reiben::V,fërkoj,rub
1015,streichen::V,lyej,spread
1016,schleifen::V,mpreh,grind
1017,schneiden::V,pres,cut
1018,rütteln::V,shkund,jolt
1019,schütteln::V,lëkund,shake
1020,schwenken::V,valëvit,swing
1021,schütten::V,mbush,pour
1022,füllen::V,mbush,fill
1023,einwickeln::V,mbështjell,wrap
1024,tragen::V,mbaj,carry
1025,tragen::V,mbart,carry
1026,schleppen::V,heq,drag
1027,schleppen::V,zhgërryej,drag
1028,ziehen::V,tërheq,pull
1029,aufbewahren::V,ruaj,keep
1030,werfen::V,hedh,throw
1031,fangen::V,kap,catch
1032,packen::V,rrëmbej,grab
1033,verstecken::V,fsheh,hide
1034,teilen::V,ndaj,divide
1035,schicken::V,dërgoj,send
1036,bringen::V,sjell,bring
1037,hinzufügen::V,shtoj,add
1038,bekommen::V,kap,get
1039,erhalten::V,marr,receive
1040,nehmen::V,marr,take
1041,wählen::V,zgjedh,choose
1042,auswählen::V,përzgjedh,select
1043,bewahren::V,ruaj,preserve
1044,behindern::V,pengoj,hinder
1045,verderben::V,prish,spoil
1046,beschädigen::V,dëmtoj,damage
1047,zerbrechen::V,thyej,break
1048,zerreißen::V,çjerr,tear
1049,zerreißen::V,zheloj,tear
1050,zerstören::V,prish,destroy
1051,zerstören::V,shkatërroj,destroy
1052,verbrennen::V,djeg,burn
1053,geben::V,jap,give
1054,reichen::V,jap,hand
1055,schenken::V,fal,give
1056,schenken::V,dhuroj,give
1057,versprechen::V,premtoj,promise
1058,wünschen::V,uroj,wish
1059,loben::V,lëvdoj,praise
1060,loben::V,lavdëroj,praise
1061,küssen::V,puth,kiss
1062,wiegen::V,tund,rock
1063,zudecken::V,mbuloj,cover
1064,wecken::V,zgjoj,wake
1065,zeigen::V,dëftej,show
1066,führen::V,çoj,guide
1067,lehren::V,arsej,teach
1068,unterrichten::V,arsimoj,instruct
1069,aufziehen::V,rris,bring up
1070,leiten::V,udhëheq,lead
1071,antreiben::V,nxis,urge
1072,lassen::V,detyroj,let
1073,einladen::V,ftoj,invite
1074,vereinigen::V,bashkoj,unite
1075,besuchen::V,vizitoj,visit
1076,treffen::V,ndesh,meet
1077,sich versammeln::V,tubohem,assemble
1078,spielen::V,loz,play
1079,spielen::V,luaj,play
1080,singen::V,këndoj,sing
1081,tanzen::V,kërcej,dance
1082,tanzen::V,vallëzoj,dance
1083,sich trennen::V,ndahem,separate
1084,verlassen::V,braktis,leave
1085,retten::V,shpëtoj,rescue
1086,bewachen::V,ruaj,guard
1087,schützen::V,ruaj,protect
1088,schützen::V,mbroj,protect
1089,verteidigen::V,mbroj,defend
1090,sich schlagen::V,zihem,brawl
1091,schießen::V,shtie,shoot
1092,siegen::V,fitoj,win
1093,siegen::V,ngadhënjej,win
1094,ärgern::V,zemëroj,annoy
1095,schlagen::V,rrah,beat
1096,schlagen::V,godas,beat
1097,treten::V,shtyj,kick
1098,treten::V,shtyj më këmbë,kick
1099,stechen::V,ther,sting
1100,stechen::V,shpoj,sting
1101,stoßen::V,shtyj,shove
1102,stehlen::V,vjedh,steal
1103,stören::V,pengoj,disturb
1104,belästigen::V,bezdis,bother
1105,verbergen::V,fsheh,conceal
1106,täuschen::V,mashtroj,deceive
1107,betrügen::V,kobis,cheat
1108,töten::V,vras,kill
1109,wohnen::V,banoj,dwell
1110,arbeiten::V,punoj,work
1111,arbeiten::V,vardoj,work
1112,sammeln::V,mbledh,gather
1113,sammeln::V,grumbulloj,gather
1114,pflücken::V,vjel,pick
1115,pflücken::V,mbledh,pick
1116,jagen::V,gjuaj,hunt
1117,fischen::V,peshkoj,fish
1118,fischen::V,gjuaj peshk,fish
1119,fassen::V,zë,catch
1120,hüten::V,kullos,herd
1121,treiben::V,vë përpara,drive
1122,anbinden::V,lidh,tie up
1123,füttern::V,grazhdoj,feed
1124,melken::V,mjel,milk
1125,hacken::V,grij,chop
1126,gießen::V,ujis,water
1127,reifen::V,piqem,ripen
1128,zubereiten::V,gatuaj,cook
1129,kochen::V,ziej,boil
1130,backen::V,pjek,bake
1131,backen::V,furroj,bake
1132,braten::V,fërgoj,fry
1133,braten::V,tiganis,fry
1134,umrühren::V,trazoj,stir
1135,stricken::V,thur,knit
1136,nähen::V,qep,sew
1137,färben::V,ngjyej,dye
1138,färben::V,bojatis,dye
1139,reinigen::V,qëroj,clean
1140,reinigen::V,pastroj,clean
1141,waschen::V,laj,wash
1142,waschen::V,finjos,wash
1143,abwischen::V,fshij,wipe
1144,spülen::V,kulloj,rinse
1145,fegen::V,fshij,sweep
1146,kehren::V,fshij,sweep
1147,baden::V,lahem,bath
1148,sich waschen::V,lahem,wash
1149,ausziehen::V,heq,take off
1150,ausziehen::V,zbath,take off
1151,anziehen::V,vesh,put on
1152,anziehen::V,mbath,put on
1153,sich anziehen::V,vishem,get dressed
1154,kämmen::V,kreh,comb
1155,schmücken::V,hijeshoj,decorate
1156,sagen::V,them,say
1157,sprechen::V,flas,speak
1158,reden::V,fjalos,talk
1159,reden::V,fjalëtoj,talk
1160,sich unterhalten::V,bisedoj,chat
1161,fragen::V,pyes,ask
1162,bitten::V,lus,request
1163,bitten::V,lutem,request
1164,erzählen::V,rrëfej,tell
1165,mitteilen::V,kumtoj,convey
1166,nennen::V,quaj,name
1167,rufen::V,thërras,call
1168,prahlen::V,mburrem,brag
1169,prahlen::V,kapardisem,brag
1170,übersetzen::V,përkthej,translate
1171,denken::V,mendoj,think
1172,glauben::V,besoj,believe
1173,bemerken::V,vërej,notice
1174,erkennen::V,njoh,recognize
1175,erkennen::V,shquaj,recognize
1176,begreifen::V,marr vesh,grasp
1177,verstehen::V,marr vesh,understand
1178,lernen::V,mësoj,learn
1179,wissen::V,di,know
1180,sich erinnern an::V,kujtoj,remember
1181,vergessen::V,harroj,forget
1182,messen::V,mas,measure
1183,zählen::V,njeh,count
1184,rechnen::V,llogaris,calculate
1185,lesen::V,lexoj,read
1186,lesen::V,këndoj,read
1187,malen::V,lyej,paint
1188,zeichnen::V,vizatoj,draw
1189,schreiben::V,shkruaj,write
1190,besitzen::V,kam,own
1191,kaufen::V,blej,buy
1192,verkaufen::V,shes,sell
1193,bezahlen::V,paguaj,pay for
1194,zahlen::V,paguaj,pay
1195,beherrschen::V,zotëroj,rule
1196,ertragen::V,duroj,endure
