,Concept_ID,tt,sv
74,Stein::N,таш,sten
75,Boden::N,туфрак,mark
76,Erde::N,җир,jord
77,Staub::N,тузан,damm
78,Rauch::N,төтен,rök
79,Funke::N,очкын,gnista
80,Feuer::N,ут,eld
81,Licht::N,якты,ljus
82,Schatten::N,күләгә,skugga
83,Wetter::N,һава,väder
84,Nebel::N,томан,dimma
85,Nebel::N,томан,töcken
86,Wolke::N,болыт,sky
87,Wolke::N,болыт,moln
88,Regen::N,яңгыр,regn
89,Schnee::N,кар,snö
90,Eis::N,боз,is
91,Frost::N,суык,frost
92,Frost::N,салкын,frost
93,Kälte::N,суык,köld
94,Kälte::N,салкын,köld
95,Hitze::N,эсселек,hetta
96,Raureif::N,бәс,rimfrost
97,Raureif::N,сыкы,rimfrost
98,Regenbogen::N,салават күпере,regnbåge
99,Donner::N,күкрәү,åska
100,Donner::N,күкрәү,dunder
101,Strömung::N,агыш'агым,strömning
102,Tropfen::N,тамчы,dropper
103,Schaum::N,күбек,skum
104,Schmutz::N,пычрак,lort
105,Schmutz::N,пычрак,smuts
106,See::N,күл,sjö
107,Sumpf::N,саз,träsk
108,Moor::N,торфлык,myr
109,Moor::N,торфлык,mosse
110,Wiese::N,болын,äng
111,Wald::N,урман,skog
112,Hügel::N,калку,höjd
113,Hügel::N,калку,kulle
114,Anhöhe::N,үр,höjd
115,Anhöhe::N,үр,backe
116,Berg::N,тау,berg
117,Berg::N,тау,fjäll
118,Gipfel::N,оч,topp
119,Höhle::N,мәгарә,håla
120,Höhle::N,мәгарә,grotta
121,Abhang::N,кабырга,slänt
122,Abhang::N,кабырга,sluttning
123,Quelle::N,чишмә,källa
124,Bach::N,елга,bäck
125,Fluss::N,дәрья,älv
126,Fluss::N,дәрья,flod
127,Ufer::N,су кырые,strand
128,Küste::N,яр буе,kust
129,Festland::N,коры җир,fastland
130,Meer::N,диңгез,hav
131,Bucht::N,бухта,vik
132,Bucht::N,бухта,bukt
133,Bucht::N,култык,vik
134,Bucht::N,култык,bukt
135,Insel::N,атау,ö
136,Insel::N,утрау,ö
137,Blume::N,чәчкә,blomma
138,Blume::N,чәчкә,blomster
139,Gras::N,үлән,gräs
140,Wurzel::N,тамыр,rot
141,Baum::N,агач,träd
142,Stamm::N,кәүсә,stam
143,Rinde::N,кабык,bark
144,Ast::N,ботак,gren
145,Zweig::N,ботак,kvist
146,Zweig::N,тармак,kvist
147,Blatt::N,яфрак,löv
148,Blatt::N,яфрак,blad
149,Birke::N,каен,björk
150,Kiefer[Baum]::N,нарат,tall
151,Weide[Baum]::N,тал,pil
152,Weide[Baum]::N,тал,vide
153,Tanne::N,чыршы,gran
154,Horn::N,мөгез,horn
155,Feder::N,йон,fjäder
156,Fell::N,тире,fäll
157,Fell::N,тире,skinn
158,Flügel::N,канат,vinge
159,Klaue::N,тырнак,klöv
160,Kralle::N,тырнак,klo
161,Schwanz::N,койрык,svans
162,Schwanz::N,койрык,stjärt
163,Ei::N,күкәй,ägg
164,Ei::N,йомырка,ägg
165,Nest::N,оя,rede
166,Nest::N,оя,näste
167,Bau::N,өн,bo
168,Tier::N,хайван,djur
169,Herde::N,көтү,flock
170,Kuh::N,сыер,ko
171,Bulle::N,үгез,tjur
172,Pferd::N,ат,häst
173,Schaf::N,сарык,får
174,Schwein::N,дуңгыз,svin
175,Hund::N,эт,hund
176,Katze::N,песи,katt
177,Bär::N,аю,björn
178,Eichhörnchen::N,тиен,ekorre
179,Elch::N,поши,älg
180,Fuchs::N,төлке,räv
181,Hase::N,куян,hare
182,Maus::N,тычкан,mus
183,Wolf::N,бүре,varg
184,Vogel::N,кош,fågel
185,Schwarm::N,көтү,svärm
186,Huhn::N,тавык,höns
187,Hahn::N,әтәч,tupp
188,Gans::N,каз,gås
189,Adler::N,каракош,örn
190,Ente::N,үрдәк,anka
191,Eule::N,ябалак,uggla
192,Kranich::N,торна,trana
193,Krähe::N,карга,kråka
194,Kuckuck::N,күке,gök
195,Kuckuck::N,кәккүк,gök
196,Schwan::N,аккош,svan
197,Fisch::N,балык,fisk
198,Barsch::N,алабуга,abborre
199,Hecht::N,чуртан,gädda
200,Schlange[Tier]::N,елан,orm
201,Wurm::N,корт,mask
202,Spinne::N,үрмәкүч,spindel
203,Ameise::N,кырмыска,myra
204,Laus::N,бет,lus
205,Mücke::N,черки,mygga
206,Mücke::N,озынборын,mygga
207,Fliege::N,чебен,fluga
208,Schmetterling::N,күбәләк,fjäril
209,Beere::N,җиләк,bär
210,Apfel::N,алма,äpple
211,Pilz::N,гөмбә,svamp
212,Zwiebel::N,суган,lök
213,Zwiebel::N,суганбаш,lök
214,Saat::N,орлык,sådd
215,Korn::N,иген,korn
216,Korn::N,орлык,korn
217,Heu::N,печән,hö
218,Schale::N,кабык,skal
219,Grube::N,баз,grop
220,Grube::N,чокыр,grop
221,Falle::N,тозак,fälla
222,Falle::N,капкын,fälla
223,Schlinge::N,элмәк,snara
224,Spur::N,эз,spår
225,Asche::N,көл,aska
226,Dreck::N,пычрак,lort
227,Eisen::N,тимер,järn
228,Gold::N,алтын,guld
229,Silber::N,көмеш,silver
230,Kohle::N,күмер,kol
231,Glas::N,пыяла,glas
232,Lehm::N,балчык,lera
233,Sand::N,ком,sand
234,Mensch::N,адәм,människa
235,Mensch::N,инсан,människa
236,Mann::N,ир,man
237,Frau::N,хатын,kvinna
238,Kind::N,бала,barn
239,Junge::N,малай,pojke
240,Mädchen::N,кыз,flicka
241,Familie::N,гаилә,familj
242,Großvater::N,бабай,morfar
243,Großmutter::N,әби,farmor
244,Eltern::N,ата-ана,föräldrar
245,Vater::N,ата,far
246,Mutter::N,ана,mor
247,Sohn::N,ул,son
248,Tochter::N,кыз,dotter
249,Bruder::N,кардәш,bror
250,Schwester::N,апа,syster
251,Schwester::N,сеңел,syster
252,Onkel::N,дәдә,morbror
253,Onkel::N,дәдәй,morbror
254,Tante::N,түти,tant
255,Tante::N,тәтәй,tant
256,Ehemann::N,ир,äkta man
257,Ehefrau::N,хатын,hustru
258,Freude::N,сөенеч,fröjd
259,Freude::N,сөенеч,glädje
260,Gelächter::N,көлү,åtlöje
261,Gelächter::N,көлеш,åtlöje
262,Glück::N,бәхет,lycka
263,Kummer::N,хәсрәт,sorg
264,Wunsch::N,теләк,önskan
265,Lust::N,теләк,lust
266,Lust::N,теләү,lust
267,Geist::N,рух,ande
268,Gedanke::N,уй,tanke
269,Gedanke::N,фикер,tanke
270,Gedächtnis::N,хәтер,minne
271,Verstand::N,акыл,förstånd
272,Sinn::N,мәгънә,mening
273,Sinn::N,мәгънә,betydelse
274,Grund::N,сәбәп,skäl
275,Grund::N,сәбәп,grund
276,Wahrheit::N,хак,sanning
277,Gespräch::N,әңгәмә,samtal
278,Märchen::N,әкият,saga
279,Erzählung::N,хикәя,berättelse
280,Nachricht::N,хәбәр,meddelande
281,Neuigkeit::N,яңалык,nyhet
282,Name::N,исем,namn
283,Rätsel::N,табышмак,gåta
284,Rede::N,нотык,tal
285,Sprache::N,тел,språk
286,Stimme::N,тавыш,stämma
287,Wort::N,сүз,ord
288,Zeichen::N,ишарә,tecken
289,Ruf::N,дәшү,rop
290,Lärm::N,шау,bråk
291,Lärm::N,шау,oväsen
292,Laut::N,аваз,ljud
293,Ton::N,шалтырату,ton
294,Lied::N,җыр,sång
295,Ruhe::N,тынлык,ro
296,Ruhe::N,тынлык,lugn
297,Leute::N,халык,folk
298,Volk::N,халык,folk
299,Arbeit::N,эш,arbete
300,Arbeit::N,хезмәт,arbete
301,Gast::N,кунак,gäst
302,Geschenk::N,бүләк,gåva
303,Geschenk::N,бүләк,present
304,Spiel::N,уен,lek
305,Spiel::N,уен,spel
306,Gesellschaft::N,җәмгыять,sällskap
307,Hilfe::N,ярдәм,hjälp
308,Hilfe::N,булышлык,hjälp
309,Freund::N,дус,vän
310,Kamerad::N,иптәш,kamrat
311,Angelegenheit::N,эш,ärende
312,Angelegenheit::N,эш,angelägenhet
313,Anzahl::N,микъдар,antal
314,Art::N,төр,art
315,Art::N,төр,slag
316,Stück::N,кисәк,stycke
317,Teil::N,өлеш,del
318,Hälfte::N,ярым,halva
319,Kreis::N,түгәрәк,krets
320,Kreis::N,түгәрәк,cirkel
321,Kreuz::N,хач,kors
322,Kreuz::N,хач,kryss
323,Kreuz::N,тәре,kors
324,Kreuz::N,тәре,kryss
325,Linie::N,сызык,linje
326,Strich::N,сызык,streck
327,Abstand::N,ара,avstånd
328,Entfernung::N,ераклык,avstånd
329,Gegend::N,урын,trakt
330,Platz::N,бушлык,plats
331,Ort::N,урын,plats
332,Ort::N,урын,ställe
333,Seite::N,як,sida
334,Mitte::N,урта,mitt
335,Gegenstand::N,нәрсә,föremål
336,Sache::N,нәрсә,sak
337,Rand::N,чит,rand
338,Kante::N,кырый,kant
339,Ecke::N,почмак,vrå
340,Ecke::N,почмак,hörn
341,Spitze::N,оч,spets
342,Ende::N,азак,ända
343,Loch::N,тишек,hål
344,Winkel::N,почмак,vinkel
345,Muster::N,парча,mönster
346,Größe::N,зурлык,storlek
347,Länge::N,озынлык,längd
348,Höhe::N,биеклек,höjd
349,Gewicht::N,авырлык,tyngd
350,Menge::N,микъдар,mängd
351,Haufen::N,өем,hög
352,Reihe::N,рәт,rad
353,Boot::N,каек,båt
354,Boot::N,көймә,båt
355,Ruder::N,ишкәк,åra
356,Schlitten::N,чана,släde
357,Ski::N,чаңгы,skida
358,Lagerfeuer::N,костёр,lägereld
359,Last::N,йөк,last
360,Last::N,йөк,börda
361,Gang::N,йөреш,gång
362,Schritt::N,адым,steg
363,Norden::N,төньяк,norr
364,Süden::N,көньяк,söder
365,Westen::N,көнбатыш,väster
366,Osten::N,шәрык,öster
367,Osten::N,көнчыгыш,öster
368,Holz::N,агач,trä
369,Brett::N,такта,bräda
370,Platte::N,плитә,platta
371,Stütze::N,таяу,stöd
372,Stütze::N,таяу,stötta
373,Stange::N,колга,stång
374,Stock::N,таяк,käpp
375,Stock::N,таяк,pinne
376,Stab::N,таяк,stav
377,Rohr::N,торба,rör
378,Haus::N,өй,hus
379,Haus::N,йорт,hus
380,Heim::N,гаилә,hem
381,Heim::N,нәсел,hem
382,Ofen::N,мич,ugn
383,Fußboden::N,идән,golv
384,Tisch::N,өстәл,bord
385,Stuhl::N,утыргыч,stol
386,Wiege::N,бишек,vagga
387,Bett::N,ятак,säng
388,Bett::N,урын-җир,säng
389,Regal::N,киштә,hylla
390,Regal::N,шүрлек,hylla
391,Kiste::N,әрҗә,låda
392,Fenster::N,тәрәзә,fönster
393,Tür::N,ишек,dörr
394,Tor::N,капка,port
395,Zaun::N,койма,staket
396,Zaun::N,койма,stängsel
397,Dach::N,түбә,tak
398,Leiter::N,баскыч,stege
399,Besen::N,себерке,kvast
400,Spaten::N,көрәк,spade
401,Schaufel::N,көрәк,skovel
402,Schaufel::N,көрәк,skyffel
403,Gabel::N,чәннечке,gaffel
404,Löffel::N,кашык,sked
405,Messer::N,пычак,kniv
406,Nagel::N,кадак,spik
407,Netz::N,челтәр,nät
408,Haken::N,ыргак,krok
409,Griff::N,тотка,tag
410,Griff::N,тотка,handtag
411,Schloss::N,йозак,las
412,Bild::N,рәсем,bild
413,Bild::N,картина,bild
414,Figur::N,сын,figur
415,Figur::N,фигура,figur
416,Puppe::N,курчак,docka
417,Beutel::N,луза,påse
418,Bündel::N,бәйләм,bunt
419,Bündel::N,бәйләм,knippa
420,Tasche::N,букча,väska
421,Eimer::N,чиләк,hink
422,Eimer::N,чиләк,ämbar
423,Deckel::N,капкач,lock
424,Geschirr::N,савыт-саба,servis
425,Geschirr::N,савыт-саба,porslin
426,Geschirr::N,кашык-аяк,servis
427,Geschirr::N,кашык-аяк,porslin
428,Sack::N,капчык,säck
429,Tasse::N,чынаяк,kopp
430,Topf::N,чүлмәк,gryta
431,Topf::N,чүлмәк,kastrull
432,Kessel::N,казан,kittel
433,Essen::N,ашау,mål
434,Nahrung::N,азык,näring
435,Nahrung::N,тәгам,näring
436,Nahrung::N,ашамлык,näring
437,Speise::N,ризык,maträtt
438,Fleisch::N,ит,kött
439,Getreide::N,ашлык,säd
440,Getreide::N,ашлык,spannmål
441,Brei::N,ботка,gröt
442,Brot::N,ипи,bröd
443,Brot::N,икмәк,bröd
444,Scheibe::N,телем,skiva
445,Fett::N,май,fett
446,Butter::N,май,smör
447,Öl::N,май,olja
448,Salz::N,тоз,salt
449,Suppe::N,шулпа,soppa
450,Honig::N,бал,honung
451,Milch::N,сөт,mjölk
452,Tee::N,чәй,te
453,Leder::N,күн,läder
454,Wolle::N,йон,ull
455,Wolle::N,йон,ylle
456,Stoff::N,тукыма,tyg
457,Stoff::N,тукыма,stoff
458,Nadel::N,энә,nål
459,Faden::N,җеп,tråd
460,Knopf::N,төймә,knapp
461,Knoten::N,төен,knut
462,Farbe::N,буяу,färg
463,Kleidung::N,кием,klädsel
464,Hemd::N,күлмәк,skjorta
465,Kragen::N,яка,krage
466,Ärmel::N,җиң,ärm
467,Hose::N,чалбар,byxor
468,Gürtel::N,билбау,bälte
469,Mütze::N,бүрек,mössa
470,Schuh::N,башмак,sko
471,Stiefel::N,итек,stövel
472,Ring::N,балдак,ring
473,Band::N,тасма,band
474,Kamm::N,тарак,kam
475,Spiegel::N,көзге,spegel
476,Riemen::N,каеш,rem
477,Schnur::N,бау,snöre
478,Leine::N,тезген,lina
479,Decke::N,юрган,täcke
480,Kissen::N,мендәр,dyna
481,Kissen::N,мендәр,kudde
482,Tuch::N,яулык,sjal
483,Handtuch::N,сөлгә,handduk
484,Kraft::N,егәр,kraft
485,Kraft::N,дәрман,kraft
486,Stärke::N,көч,styrka
487,Stärke::N,дәрман,styrka
488,Gesundheit::N,саулык,hälsa
489,Krankheit::N,чир,sjukdom
490,Krankheit::N,хаста,sjukdom
491,Krankheit::N,сырхау,sjukdom
492,Schmerz::N,авырту,smärta
493,Wunde::N,яра,sår
494,Wunde::N,җәрәхәт,sår
495,Fieber::N,бизгәк,feber
496,Arznei::N,дару,medicin
497,Arznei::N,дару,läkemedel
498,Brücke::N,күпер,bro
499,Brunnen::N,кое,brunn
500,Weide::N,утлавык,bete
501,Pfad::N,сукмак,stig
502,Weg::N,юл,väg
503,Straße::N,урам,gata
504,Dorf::N,авыл,by
505,Stadt::N,шәһәр,stad
506,Brief::N,хат,brev
507,Buch::N,китап,bok
508,Buchstabe::N,хәреф,bokstav
509,Zeitung::N,газет,tidning
510,Zeitung::N,газета,tidning
511,Leben::N,гомер,liv
512,Leben::N,тормыш,liv
513,Leben::N,тереклек,liv
514,Tod::N,үлем,död
515,Grab::N,гүр,grav
516,Grab::N,кабер,grav
517,Kirche::N,чиркәү,kyrka
518,Sünde::N,язык,synd
519,Sünde::N,гөнаһ,synd
520,Gott::N,алла,gud
521,Gott::N,ходай,gud
522,Arbeiter::N,эшче,arbetare
523,Chef::N,башлык,chef
524,Meister::N,оста,mästare
525,Arzt::N,врач,läkare
526,Arzt::N,табиб,läkare
527,Lehrer::N,укытучы,lärare
528,Lehrer::N,мөгаллим,lärare
529,Geld::N,акча,pengar
530,Geschäft::N,эш,rörelse
531,Laden::N,кибет,affär
532,Laden::N,магазин,affär
533,Preis::N,бәя,pris
534,Preis::N,бәһа,pris
535,Ware::N,товар,vara
536,Nutzen::N,файда,gagn
537,Nutzen::N,файда,nytta
538,Reichtum::N,байлык,rikedom
539,Welt::N,дөнья,värld
540,Land::N,ил,land
541,Staat::N,дәүләт,stat
542,König::N,патша,kung
543,König::N,патша,konung
544,Macht::N,хакимият,makt
545,Grenze::N,чик,gräns
546,Krieg::N,сугыш,krig
547,Feind::N,дошман,fiende
548,Gewalt::N,көчләү,våld
549,Kampf::N,көрәш,kamp
550,Kampf::N,көрәш,strid
551,Bogen[Waffe]::N,җәя,båge
552,Pfeil::N,ук,pil
553,Gewehr::N,мылтык,gevär
554,Fehler::N,хата,fel
555,Lüge::N,ялган,lögn
556,Schaden::N,зыян,skada
557,Schaden::N,зарар,skada
558,Unglück::N,бәла,otur
559,Unglück::N,бәла,olycka
560,Schuld::N,гаеп,skuld
561,Alter::N,яшь,ålder
562,Schluss::N,ахыр,slut
563,Zeit::N,заман,tid
564,Tag::N,көн,dag
565,Morgen::N,иртә,morgon
566,Mittag::N,өйлә,middag
567,Abend::N,кич,kväll
568,Nacht::N,төн,natt
569,Woche::N,атна,vecka
570,Monat::N,ай,månad
571,Jahr::N,ел,år
572,Frühling::N,яз,vår
573,Sommer::N,җәй,sommar
574,Herbst::N,көз,höst
575,Winter::N,кыш,vinter
576,Januar::N,гыйнвар,januari
577,Februar::N,февраль,februari
578,März::N,март,mars
579,April::N,апрель,april
580,Mai::N,май,maj
581,Juni::N,июнь,juni
582,Juli::N,июль,juli
583,August::N,август,augusti
584,September::N,сентябрь,september
585,Oktober::N,октябрь,oktober
586,November::N,ноябрь,november
587,Dezember::N,декабрь,december
588,Montag::N,дүшәмбе,måndag
589,Dienstag::N,сишәмбе,tisdag
590,Mittwoch::N,чәршәмбе,onsdag
591,Donnerstag::N,атнакич,torsdag
592,Donnerstag::N,пәнҗешәмбе,torsdag
593,Freitag::N,җомга,fredag
594,Samstag::N,шимбә,lördag
595,Sonntag::N,якшәмбе,söndag
596,groß::A,зур,stor
597,klein::A,кечкенә,liten
598,lang::A,озын,lång
599,kurz::A,кыска,kort
600,breit::A,киң,bred
601,schmal::A,кысык,smal
602,dicht::A,куе,tät
603,dick[Gegenstand]::A,калын,tjock
604,dünn::A,нечкә,tunn
605,fein::A,нәзакәтле,fin
606,fest::A,нык,fast
607,flach::A,яссы,platt
608,flach::A,ялпак,platt
609,glatt::A,шома,glatt
610,hart::A,каты,hård
611,weich::A,йомшак,mjuk
612,rund::A,түгәрәк,rund
613,spitz::A,очлы,toppig
614,spitz::A,очлы,spetsig
615,scharf::A,үткен,vass
616,scharf::A,үткен,skarp
617,stumpf::A,үтмәс,slö
618,schwer::A,салмак,tung
619,schön::A,гүзәл,skön
620,schön::A,гүзәл,vacker
621,heiß::A,эссе,het
622,warm::A,җылы,varm
623,kalt::A,суык,kall
624,kalt::A,салкын,kall
625,kühl::A,салкынча,sval
626,kühl::A,салкынча,kylig
627,frisch::A,салкынча,färsk
628,feucht::A,юеш,fuktig
629,nass::A,дымлы,våt
630,trocken::A,коры,torr
631,voll::A,тулы,full
632,leer::A,буш,tom
633,offen::A,ачык,öppen
634,geschlossen::A,йомык,stängd
635,sauber::A,пакь,ren
636,sauber::A,чиста,ren
637,schmutzig::A,керле,snuskig
638,schmutzig::A,пычрак,snuskig
639,roh::A,чи,rå
640,reif::A,өлгергән,mogen
641,lecker::A,тәмле,läcker
642,süß::A,татлы,söt
643,bitter::A,ачы,besk
644,bitter::A,ачы,bitter
645,sauer::A,әче,sur
646,hell::A,якты,ljus
647,dunkel::A,кара,mörk
648,schwarz::A,кара,svart
649,weiß::A,ак,vit
650,rot::A,кызыл,röd
651,gelb::A,сары,gul
652,blau::A,күк,blå
653,grün::A,яшел,grön
654,grau::A,соры,grå
655,bunt::A,чуар,brokig
656,billig::A,арзан,billig
657,teuer::A,хаклы,dyr
658,wertvoll::A,кыйммәтле,värdefull
659,blind::A,сукыр,blind
660,blind::A,күзсез,blind
661,taub::A,чукрак,döv
662,taub::A,саңгырау,döv
663,kräftig::A,егәрле,kraftig
664,stark::A,нык,stark
665,stark::A,базык,stark
666,schwach::A,зәгыйфь,svag
667,fett::A,симез,fet
668,schlank::A,нәзек,slank
669,hübsch::A,чибәр,snygg
670,hübsch::A,чибәр,vacker
671,böse::A,усал,ond
672,böse::A,усал,elak
673,dumm::A,акылсыз,dum
674,faul::A,ялкау,lat
675,faul::A,иренчәк,lat
676,fleißig::A,тырыш,flitig
677,fleißig::A,тырышучан,flitig
678,geizig::A,саран,snål
679,geizig::A,саран,girig
680,klug::A,акыллы,klok
681,geschickt::A,маһир,händig
682,geschickt::A,маһир,skicklig
683,lieb::A,сөекле,kär
684,lieb::A,сөекле,snäll
685,lustig::A,күңелле,rolig
686,lustig::A,күңелле,lustig
687,sanft::A,басынкы,mild
688,hungrig::A,ач,hungrig
689,krank::A,чирле,sjuk
690,krank::A,сырхау,sjuk
691,nackt::A,шәрә,naken
692,traurig::A,ямансу,ledsen
693,traurig::A,ямансу,sorgsen
694,lebendig::A,тере,levande
695,gut::A,яхшы,bra
696,schlecht::A,начар,dålig
697,richtig::A,дөрес,riktig
698,schlimm::A,әшәкә,illa
699,wahr::A,чып-чын,sann
700,alt::A,иске,gammal
701,neu::A,яңа,ny
702,ehemalig::A,элекке,forn
703,ehemalig::A,элекке,tidigare
704,alt[Lebewesen]::A,карт,gammal
705,jung::A,яшь,ung
706,arm::A,фәкыйрь,fattig
707,reich::A,бай,rik
708,bekannt::A,таныш,känd
709,berühmt::A,атаклы,berömd
710,fremd::A,ят,främmande
711,verschieden::A,төрле,åtskillig
712,nah::A,якын,nära
713,fern::A,ерак,fjärran
714,linker::A,сул,vänster
715,rechter::A,уң,höger
716,anderer::A,бүтән,annan
717,erster::A,беренче,första
718,zweiter::A,икенче,andra
719,dritter::A,өченче,tredje
720,letzter::A,ахыргы,sist
721,allein::ADV,ялгыз,allena
722,auf einmal::ADV,бердән,på en gång
723,zusammen::ADV,бергә,tillsammans
724,lange::ADV,озак,länge
725,plötzlich::ADV,искәрмәстән,plötsligt
726,sofort::ADV,хәзер,strax
727,sofort::ADV,хәзер,genast
728,später::ADV,соңрак,senare
729,jetzt::ADV,хәзер,nu
730,heute::ADV,бүген,i dag
731,morgen::ADV,иртәгә,i morgon
732,bald::ADV,тиздән,snart
733,dann::ADV,аннары,då
734,gestern::ADV,кичә,i går
735,einst::ADV,берчак,en gång
736,damals::ADV,ул вакытта,då
737,damals::ADV,ул вакытта,den gången
738,damals::ADV,ул чакта,då
739,damals::ADV,ул чакта,den gången
740,danach::ADV,да,därefter
741,vorher::ADV,элек,före
742,vorher::ADV,элек,förut
743,zuerst::ADV,башта,först
744,einmal::ADV,бер,en gång
745,einmal::ADV,бер мәртәбә,en gång
746,manchmal::ADV,кайчакта,ibland
747,oft::ADV,еш,ofta
748,immer::ADV,һәркайчан,alltid
749,niemals::ADV,hичбер вакыт,aldrig
750,hier::ADV,монда,här
751,hier::ADV,биредә,här
752,hierhin::ADV,монда,hit
753,von hier::ADV,моннан,härifrån
754,dort::ADV,анда,där
755,dorthin::ADV,тегеләй,dit
756,geradeaus::ADV,турыдан-туры,rätt fram
757,vorwärts::ADV,алга,fram
758,vorwärts::ADV,алга,framåt
759,rückwärts::ADV,кире,baklänges
760,zurück::ADV,кире,tillbaka
761,unten::ADV,түбәндә,nere
762,unten::ADV,түбәндә,nedanför
763,hinab::ADV,аска,ned
764,hinab::ADV,аска,nedåt
765,oben::ADV,өстә,ovan
766,oben::ADV,өстә,ovanpå
767,oben::ADV,югарыда,ovan
768,oben::ADV,югарыда,ovanpå
769,hinauf::ADV,өскә,upp
770,hinauf::ADV,өскә,uppåt
771,überall::ADV,hәркайда,överallt
772,nicht::ADV,түгел,ej
773,nicht::ADV,түгел,inte
774,ein wenig::ADV,бераз,litet
775,kaum::ADV,көчкә,knappt
776,kaum::ADV,көчкә,knappast
777,sehr::ADV,бик,mycket
778,so::ADV,алай,så
779,noch::ADV,янә,än
780,noch::ADV,янә,ännu
781,noch::ADV,тагын,än
782,noch::ADV,тагын,ännu
783,nur::ADV,фәкать,bara
784,nur::ADV,фәкать,endast
785,schon::ADV,инде,redan
786,wieder::ADV,янә,åter
787,wieder::ADV,тагын,åter
788,vergebens::ADV,юкка,förgäves
789,vor::PRP,алдыннан,utanför
790,hinter::PRP,арттан,bakom
791,unter::PRP,астында,under
792,durch::PRP,аша,genom
793,durch::PRP,аша,igenom
794,neben::PRP,тирәсендә,bredvid
795,neben::PRP,тирәсендә,vid sidan av
796,zwischen::PRP,арасында,mellan
797,wegen::PRP,сәбәпле,på grund av
798,dies::PRN,бу,detta
799,das::PRN,ул,det
800,alles::PRN,һәммә,allt
801,ich::PRN,мин,jag
802,du::PRN,син,du
803,er::PRN,ул,han
804,wir::PRN,без,vi
805,ihr::PRN,сез,ni
806,sie::PRN,ул,de
807,was::FPRN,ни,vad
808,was::FPRN,нәрсә,vad
809,wer::FPRN,кем,vem
810,wo::FADV,кайда,var
811,wohin::FADV,кая,vart
812,wie::FADV,ничек,hur
813,warum::FADV,нигә,varför
814,wieviel::FNUM,ничә,hur mycket
815,eins::NUM,бер,en
816,eins::NUM,бер,ett
817,zwei::NUM,ике,två
818,drei::NUM,өч,tre
819,vier::NUM,дүрт,fyra
820,fünf::NUM,биш,fem
821,sechs::NUM,алты,sex
822,sieben::NUM,җиде,sju
823,acht::NUM,сигез,åtta
824,neun::NUM,тугыз,nio
825,zehn::NUM,ун,tio
826,elf::NUM,унбер,elva
827,zwölf::NUM,унике,tolv
828,zwanzig::NUM,егерме,tjugo
829,dreißig::NUM,утыз,trettio
830,vierzig::NUM,кырык,fyrtio
831,fünfzig::NUM,илле,femtio
832,sechzig::NUM,алтмыш,sextio
833,siebzig::NUM,җитмеш,sjuttio
834,achtzig::NUM,сиксән,åttio
835,neunzig::NUM,туксан,nittio
836,hundert::NUM,йөз,hundra
837,tausend::NUM,мең,tusen
838,und::CNJ,вә,och
839,oder::CNJ,яки,eller
