,Concept_ID,es,te
704,hier::ADV,aquí,ఇక్కడ
705,hierhin::ADV,acá,ఇక్కడకు
706,von hier::ADV,desde aquí,ఇక్కడనుండి
707,dort::ADV,ahí,అక్కడ
708,dort::ADV,allí,అక్కడ
709,dorthin::ADV,allí,అక్కడికి
710,dorthin::ADV,hacia allí,అక్కడికి
711,geradeaus::ADV,todo derecho,సూటిగా
712,vorwärts::ADV,adelante,ముందుకు
713,rückwärts::ADV,hacia atrás,వెనుకకు
714,zurück::ADV,atrás,వెనుకభాగము
715,unten::ADV,abajo,క్రింద
716,hinab::ADV,hacia abajo,కిందికి
717,oben::ADV,arriba,మీద
718,hinauf::ADV,hacia arriba,పైకి
719,überall::ADV,por todas partes,అంతటా
720,nicht::ADV,no,కాదు
721,ein wenig::ADV,un poco,కొంచెము
722,kaum::ADV,apenas,చాలిచాలక
723,sehr::ADV,muy,చాల
724,sehr::ADV,mucho,చాల
725,so::ADV,tan,ఆలాగున
726,noch::ADV,aún,ఇప్పటికిని
727,noch::ADV,todavía,ఇప్పటికిని
728,nur::ADV,solamente,మాత్రము
729,schon::ADV,ya,ఇదివఱకే
730,wieder::ADV,de nuevo,తిరిగి
731,vergebens::ADV,en vano,నిష్ఫలముగా
732,vor::PRP,antes de,ముందు
733,vor::PRP,delante de,ముందు
734,hinter::PRP,tras,వెనుక
735,hinter::PRP,detrás de,వెనుక
736,unter::PRP,bajo,క్రింద
737,unter::PRP,debajo de,క్రింద
738,durch::PRP,por,ద్వారా
739,durch::PRP,a través de,ద్వారా
740,neben::PRP,al lado de,దగ్గెర
741,zwischen::PRP,entre,మధ్య
742,wegen::PRP,por,కారణంగా
743,wegen::PRP,a causa de,కారణంగా
744,dies::PRN,esto,ఇది
745,das::PRN,eso,అది
746,das::PRN,esto,అది
747,alles::PRN,todo,సకలము
748,ich::PRN,yo,నేను
749,du::PRN,tú,నీవు
750,er::PRN,él,అతడు
751,wir::PRN,nosotros,మనము
752,ihr::PRN,vosotros,మీరు
753,sie::PRN,ellos,వారు
754,was::FPRN,qué,ఏమి
755,wer::FPRN,quién,ఎవడు
756,wo::FADV,dónde,ఎక్కడ
757,wohin::FADV,adónde,ఎందుకు
758,wohin::FADV,hacia dónde,ఎందుకు
759,wie::FADV,cómo,ఎట్టు
760,warum::FADV,por qué,ఏల
761,wieviel::FNUM,cuánto,ఎంత
762,eins::NUM,uno,ఒకటి
763,zwei::NUM,dos,రెండు
764,drei::NUM,tres,మూడు
765,vier::NUM,cuatro,నాలుగు
766,fünf::NUM,cinco,అయిదు
767,sechs::NUM,seis,ఆఱు
768,sieben::NUM,siete,ఏరు
769,acht::NUM,ocho,ఎనిమదు
770,neun::NUM,nueve,తొమ్మిది
771,zehn::NUM,diez,పది
772,elf::NUM,once,పదునొకొండు
773,zwölf::NUM,doce,పండ్రండు
774,zwanzig::NUM,veinte,ఇరుపది
775,dreißig::NUM,treinta,ముప్పది
776,vierzig::NUM,cuarenta,నలువది
777,fünfzig::NUM,cincuenta,ఏబది
778,sechzig::NUM,sesenta,అరుపది
779,siebzig::NUM,setenta,డెబ్బది
780,achtzig::NUM,ochenta,ఎనుబది
781,neunzig::NUM,noventa,తొంబది
782,hundert::NUM,cien,నూఱు
783,hundert::NUM,ciento,నూఱు
784,tausend::NUM,mil,వేయి
785,und::CNJ,y,మఱియు
786,oder::CNJ,o,లేక
787,stehen::V,estar de pie,నిలుచు
788,sitzen::V,estar sentado,కూర్చుండు
789,liegen::V,yacer,పండుకొనుట
790,liegen::V,estar acostado,పండుకొనుట
791,hängen::V,pender,వ్రేలాడదీయు
792,werden::V,hacerse,అగు
793,passieren::V,suceder,సంభవించు
794,beginnen::V,iniciarse,ఆరంభించు
795,beginnen::V,principiar,ఆరంభించు
796,enden::V,acabar,తీరుట
797,enden::V,terminar,తీరుట
798,wechseln::V,variar,మార్చు
799,wechseln::V,alternar,మార్చు
800,aufgehen[Sonne]::V,salir,ఉదయించు
801,untergehen[Sonne]::V,ponerse,అస్తమించు
802,untergehen[Sonne]::V,descender,అస్తమించు
803,scheinen[Sonne]::V,brillar,ప్రకాశించు
804,donnern::V,tronar,ఉరుముట
805,wehen::V,soplar,దురద్పప్టము
806,strömen::V,afluir,పారుట
807,fließen::V,fluir,ప్రవహించు
808,fließen::V,correr,ప్రవహించు
809,sich drehen::V,girar,తిరుగు
810,schwanken::V,vacilar,ఆడించుట
811,schwingen::V,oscilar,ఊగుట
812,fallen::V,caer,పడు
813,brennen::V,arder,కాలుట
814,brennen::V,quemar,కాలుట
815,rauchen::V,humear,పొగసుట
816,rauchen::V,echar humo,పొగసుట
817,regnen::V,llover,కురిపించుట
818,gefrieren::V,helarse,గడ్డకట్టు
819,tauen::V,deshelarse,కరగు
820,schmelzen::V,fundirse,కరగు
821,schmelzen::V,derretirse,కరగు
822,trocknen::V,secarse,యెండుట
823,sieden::V,hervir,ఉడుకు
824,faulen::V,pudrirse,క్రుళ్లు
825,verfaulen::V,pudrirse,క్షిణించు
826,reißen::V,romperse,చించు
827,versinken::V,hundirse,మునుగు
828,vergehen::V,pasar,సంభవించు
829,erscheinen::V,aparecer,కనబడు
830,verschwinden::V,desaparecer,అదృశ్యమగు
831,sinken::V,bajar,ముణుగుట
832,abnehmen::V,decrecer,తగ్గు
833,abnehmen::V,disminuir,తగ్గు
834,zunehmen::V,crecer,పెరుగుట
835,zunehmen::V,aumentar,పెరుగుట
836,steigen::V,subir,లేచు
837,steigen::V,ascender,లేచు
838,wachsen::V,crecer,పెరుగు
839,glänzen::V,brillar,ప్రకాశించు
840,glänzen::V,resplandecer,ప్రకాశించు
841,funkeln::V,chispear,ప్రకాశించు
842,lärmen::V,hacer ruido,అరుచుట
843,läuten::V,sonar,మేళవించుట
844,läuten::V,repicar,మేళవించుట
845,klingeln::V,tocar el timbre,వాయించుట
846,klirren::V,tintinear,ఘంటానాదము
847,brausen::V,zumbar,గర్జించు
848,rauschen::V,murmurar,చటచటమనుట
849,klingen::V,sonar,ధ్వనించుట
850,bellen::V,ladrar,అఱచు
851,heulen::V,ulular,కూయు
852,blasen::V,soplar,దురద్పప్టము
853,pfeifen::V,silbar,ఈలవేయు
854,schreien::V,gritar,అఱచు
855,stöhnen::V,gemir,మూలుగు
856,zittern::V,temblar,వణకు
857,leben::V,vivir,జీవించుట
858,geboren werden::V,nacer,పుట్టుట
859,atmen::V,respirar,ఉపిరి తీయు
860,trinken::V,beber,త్రాగు
861,essen::V,comer,తిను
862,schlucken::V,tragar,మ్రింగు
863,müde werden::V,cansarse,అలయు
864,müde werden::V,fatigarse,అలయు
865,einschlafen::V,dormirse,నిద్రించు
866,schlafen::V,dormir,నిద్రురించు
867,aufwachen::V,despertarse,మేలుకొను
868,aufstehen::V,levantarse,లేచు
869,sich erholen::V,reposar,నడ్డి వాల్చు
870,sich erholen::V,descansar,నడ్డి వాల్చు
871,krank werden::V,caer enfermo,జబ్బుపడు
872,krank sein::V,estar enfermo,జబ్బు చేయు
873,schmerzen::V,doler,నొచ్చుట
874,husten::V,toser,దగ్గుట
875,genesen::V,convalecer,కుదురుట
876,genesen::V,restablecerse,కుదురుట
877,sterben::V,morir,మరణించు
878,umkommen::V,perecer,నశించు
879,sich bewegen::V,moverse,కదలు
880,sich rühren::V,rebullir,కదలు
881,sich erheben::V,levantarse,లేచు
882,sich setzen::V,sentarse,కూర్చుణ్డు
883,hinfallen::V,caerse,దొర్లు
884,laufen::V,andar,నడచు
885,schreiten::V,proceder,అడుగుపెట్టుట
886,spazierengehen::V,pasear,పచారు చేయు
887,spazierengehen::V,pasearse,పచారు చేయు
888,eilen::V,correr prisa,తొందరపడు
889,sich beeilen::V,darse prisa,త్వరపెట్టు
890,sausen::V,correr,విసరికొట్టు
891,rennen::V,correr,పరుగెత్తు
892,springen::V,saltar,దుముకు
893,klettern::V,trepar,ఎక్కు
894,klettern::V,escalar,ఎక్కు
895,schaukeln::V,bambolearse,ఉయ్యాల ఊగు 
896,kriechen::V,reptar,ప్రాకు
897,kriechen::V,arrastrarse,ప్రాకు
898,schwimmen::V,nadar,ఈదు
899,tauchen::V,bucear,మునుగు
900,tauchen::V,sumergirse,మునుగు
901,rudern::V,remar,తెడ్లతోఁగడపు
902,fahren::V,ir,నడపు
903,fliegen::V,volar,ఎగురు
904,gehen::V,ir,పోవు
905,gehen::V,andar,పోవు
906,weggehen::V,irse,బయలుదేరు
907,weggehen::V,marcharse,బయలుదేరు
908,abfahren::V,salir,విడిచిపోవు
909,abfahren::V,partir,విడిచిపోవు
910,anhalten::V,parar,నిలుపు
911,anhalten::V,pararse,నిలుపు
912,hineingehen::V,entrar,ప్రవేశించు
913,eintreten::V,entrar,ప్రవేశించు
914,kommen::V,venir,వచ్చు
915,ankommen::V,llegar,వచ్చి చేరు
916,zurückkommen::V,volver,తిరిగీవచ్చుట
917,zurückkommen::V,regresar,తిరిగీవచ్చుట
918,bleiben::V,quedarse,ఉండు
919,warten::V,esperar,కనిపెట్టు
920,erwarten::V,esperar,నిరిక్షించు
921,suchen::V,buscar,వెదకు
922,finden::V,hallar,కనుగొను
923,finden::V,encontrar,కనుగొను
924,versuchen::V,intentar,ప్రయత్నించు
925,vorbereiten::V,preparar,తయారుచేయు
926,lieben::V,amar,ప్రేమించు
927,lieben::V,querer,ప్రేమించు
928,mögen::V,querer,ఇష్టపడు
929,lachen::V,reír,నవ్వు
930,rühren::V,conmover,గుండె తాకు
931,weinen::V,llorar,వీడ్చు
932,schimpfen::V,regañar,గొణుగు
933,sich ärgern::V,enfadarse,అలుగు
934,sich fürchten::V,tener miedo,భయపడు
935,fürchten::V,temer,భయపడు
936,fürchten::V,tener miedo a,భయపడు
937,fliehen::V,huir,పాఱిపోపు
938,flüchten::V,escaparse,తప్పించుకొను
939,sehen::V,ver,చూచు
940,anschauen::V,mirar,చూచు
941,ansehen::V,mirar,కాచియుండు
942,hören::V,oír,విను
943,zuhören::V,escuchar,విను
944,probieren::V,probar,చవిచూచుట
945,probieren::V,degustar,చవిచూచుట
946,riechen::V,oler,వాసనచూచు
947,fühlen::V,sentir,స్పర్శించుట
948,scheinen::V,parecer,కనబడు
949,zu sehen sein::V,poder verse,చూవు
950,vernehmen::V,oír,విను
951,vernehmen::V,percibir,విను
952,frieren::V,tener frío,చలికి వడకు
953,tun::V,hacer,చేయు
954,können::V,poder,గల
955,wollen::V,querer,కోరు
956,anfangen::V,iniciar,ఆరంభించు
957,beenden::V,acabar,ముగించు
958,beenden::V,terminar,ముగించు
959,aufhören::V,cesar,నిలుపు
960,gelingen::V,salir bien,గెలుపాందు
961,geraten::V,salir,వెలువడు
962,geraten::V,dar resultado,వెలువడు
963,öffnen::V,abrir,తెఱచు
964,schließen::V,cerrar,మూయు
965,stellen::V,poner,ఉంచు
966,stellen::V,colocar,ఉంచు
967,setzen::V,poner,ఉంచు
968,setzen::V,colocar,ఉంచు
969,legen::V,poner,పెట్టు
970,berühren::V,tocar,తాకు
971,verbinden::V,unir,చేర్చుట
972,verbinden::V,juntar,చేర్చుట
973,bedecken::V,tapar,మూయు
974,bedecken::V,cubrir,మూయు
975,aufhängen::V,colgar,వ్రేలాడదీయు
976,anzünden::V,encender,వెలిగించు
977,aufheben::V,recoger,సేకరించు
978,zurücklassen::V,dejar,విడుచు
979,verlieren::V,perder,పోగొట్టుకొను
980,fallen lassen::V,dejar caer,జాఱవిడుచు
981,machen::V,hacer,చేయు
982,herstellen::V,fabricar,ఉత్పత్తిచేయు
983,bauen::V,construir,నిర్మించు
984,reparieren::V,reparar,సరిచేయు
985,verbessern::V,mejorar,వృద్ధి చేయు
986,ändern::V,mudar,మార్చు
987,ändern::V,modificar,మార్చు
988,graben::V,cavar,త్రవ్వు
989,beugen::V,doblar,వంచు
990,beugen::V,inclinar,వంచు
991,biegen::V,doblar,వంచు
992,drehen::V,volver,నూలువడుకు
993,drehen::V,hacer girar,నూలువడుకు
994,wenden::V,volver,త్రిప్పు
995,umdrehen::V,revolver,త్రిప్పు
996,heben::V,levantar,ఎత్తు
997,hochheben::V,alzar,ఎత్తు
998,ergreifen::V,coger,వశపఱచుకొను
999,halten::V,tener,ఉంచు
1000,drücken::V,apretar,అణచు
1001,schieben::V,empujar,నొక్కు
1002,kratzen::V,rascar,గోకు
1003,lecken::V,lamer,నాకు
1004,beißen::V,morder,కఱచు
1005,abreißen::V,arrancar,తెగతెంచు
1006,abschneiden::V,cortar,తెగకొట్టు
1007,binden::V,atar,కట్టు
1008,stecken::V,meter,తగులుకొనివుండుట
1009,brechen::V,romper,పగులగొట్టు
1010,brechen::V,quebrar,పగులగొట్టు
1011,klopfen::V,golpear,కొట్టు
1012,hauen::V,pegar,కొట్టు
1013,kleben::V,pegar,అంటుకొను
1014,kleben::V,encolar,అంటుకొను
1015,reiben::V,frotar,రాచు
1016,streichen::V,untar,వ్యాపింపజేయు
1017,streichen::V,recubrir,వ్యాపింపజేయు
1018,schleifen::V,afilar,రాచు
1019,schneiden::V,cortar,కోయు
1020,rütteln::V,agitar,కుదిలించుట
1021,schütteln::V,agitar,కదల్చు
1022,schütteln::V,sacudir,కదల్చు
1023,schwenken::V,menear,ఊచుట
1024,schütten::V,verter,పోయు
1025,füllen::V,llenar,నింపు
1026,einwickeln::V,envolver,చుట్టు
1027,tragen::V,llevar,మోయు
1028,schleppen::V,arrastrar,ఈడ్చు
1029,ziehen::V,tirar,ఈడ్చు
1030,aufbewahren::V,conservar,కాపాడు
1031,werfen::V,echar,విసరు
1032,werfen::V,lanzar,విసరు
1033,fangen::V,coger,పట్టుకొను
1034,packen::V,agarrar,పట్టుకొను
1035,verstecken::V,esconder,దాచు
1036,teilen::V,partir,భాగించు
1037,teilen::V,dividir,భాగించు
1038,schicken::V,enviar,పంపు
1039,bringen::V,traer,తెచ్చు
1040,hinzufügen::V,añadir,చేర్చు
1041,bekommen::V,obtener,సంపాదించు
1042,bekommen::V,conseguir,సంపాదించు
1043,erhalten::V,recibir,పుచ్చుకొను
1044,nehmen::V,tomar,తీసికొను
1045,wählen::V,elegir,ఇష్టపడు
1046,auswählen::V,escoger,ఏరుకొను
1047,auswählen::V,seleccionar,ఏరుకొను
1048,bewahren::V,guardar,భద్రపఱుచు
1049,bewahren::V,preservar,భద్రపఱుచు
1050,behindern::V,estorbar,అడ్డగించుట
1051,behindern::V,obstaculizar,అడ్డగించుట
1052,verderben::V,estropear,చెఱచు
1053,beschädigen::V,deteriorar,చెరుపుట
1054,zerbrechen::V,romper,పగులగొట్టు
1055,zerbrechen::V,quebrar,పగులగొట్టు
1056,zerreißen::V,desgarrar,చించు
1057,zerreißen::V,despedazar,చించు
1058,zerstören::V,destruir,వాశనము చేయు
1059,zerstören::V,destrozar,వాశనము చేయు
1060,verbrennen::V,quemar,కాల్చు
1061,geben::V,dar,ఇచ్చు
1062,reichen::V,pasar,అందుకొనుట
1063,schenken::V,regalar,అర్పించు
1064,versprechen::V,prometer,వాగ్దత్తము చేయు
1065,wünschen::V,desear,కోరు
1066,loben::V,alabar,స్తుతించు
1067,küssen::V,besar,ముద్దుపెట్టుకొను
1068,wiegen::V,mecer,ఊచుట
1069,zudecken::V,tapar,మూయు
1070,zudecken::V,cubrir,మూయు
1071,wecken::V,despertar,నిద్రపలేపుట
1072,zeigen::V,mostrar,చూవు
1073,führen::V,guiar,దారిచూపు
1074,führen::V,conducir,దారిచూపు
1075,lehren::V,enseñar,బోధించు
1076,lehren::V,instruir,బోధించు
1077,unterrichten::V,enseñar,నేర్పు
1078,aufziehen::V,criar,పెంచు
1079,leiten::V,guiar,తీసుకపోవుట
1080,leiten::V,dirigir,తీసుకపోవుట
1081,antreiben::V,impeler,ప్రేరేపించు
1082,antreiben::V,impulsar,ప్రేరేపించు
1083,lassen::V,hacer,అనుమతించు
1084,einladen::V,invitar,ఆహ్వానించు
1085,vereinigen::V,unir,కూడుట
1086,besuchen::V,visitar,పోయి చూచు
1087,besuchen::V,ir a ver,పోయి చూచు
1088,treffen::V,encontrar,కలియు
1089,sich versammeln::V,reunirse,కూర్చు
1090,sich versammeln::V,congregarse,కూర్చు
1091,spielen::V,jugar,ఆట లాడు
1092,singen::V,cantar,పాడు
1093,tanzen::V,bailar,నృత్యముచేయు
1094,sich trennen::V,separarse,ఎడబాయుట
1095,verlassen::V,dejar,విడుచు
1096,verlassen::V,abandonar,విడుచు
1097,retten::V,salvar,తప్పించుట
1098,bewachen::V,vigilar,కాపాడు
1099,schützen::V,proteger,రక్షించు
1100,verteidigen::V,defender,రక్షించు
1101,sich schlagen::V,batirse,జగడమాడు
1102,schießen::V,tirar,కాల్చు
1103,schießen::V,disparar,కాల్చు
1104,siegen::V,vencer,గెలుచు
1105,ärgern::V,enojar,పీడించుట
1106,ärgern::V,enfadar,పీడించుట
1107,schlagen::V,pegar,కొట్టు
1108,schlagen::V,golpear,కొట్టు
1109,treten::V,dar una patada a,తన్ను
1110,stechen::V,pinchar,కుట్టు
1111,stoßen::V,empujar,గెంటు
1112,stehlen::V,robar,దొంగిలించు
1113,stehlen::V,hurtar,దొంగిలించు
1114,stören::V,molestar,కలతపఱచు
1115,belästigen::V,molestar,పీడించు
1116,belästigen::V,importunar,పీడించు
1117,verbergen::V,ocultar,దాచు
1118,verbergen::V,esconder,దాచు
1119,täuschen::V,engañar,మోసము చేయు
1120,betrügen::V,engañar,మోసపుచ్చు
1121,töten::V,matar,చంపు
1122,wohnen::V,vivir,నివసించు
1123,wohnen::V,habitar,నివసించు
1124,arbeiten::V,trabajar,పనిచేయు
1125,sammeln::V,recoger,ప్రోగుచేయు
1126,sammeln::V,coleccionar,ప్రోగుచేయు
1127,pflücken::V,coger,యేరుట
1128,jagen::V,cazar,వేటాడు
1129,fischen::V,pescar,వెదకు
1130,fassen::V,atrapar,పట్టుకొమ
1131,fassen::V,capturar,పట్టుకొమ
1132,hüten::V,guardar,మందచేరుట
1133,treiben::V,aballar,నడపు
1134,anbinden::V,atar,కట్టు
1135,füttern::V,echar de comer,భోజనము పెట్టు
1136,melken::V,ordeñar,పాలు పితుకు
1137,hacken::V,picar,నఱకు
1138,hacken::V,cortar,నఱకు
1139,gießen::V,regar,నీళ్ళుకట్టుట
1140,reifen::V,madurar,పండుట
1141,zubereiten::V,preparar,వండు
1142,kochen::V,cocer,వండు
1143,kochen::V,guisar,వండు
1144,backen::V,hornear,రొట్టెకాల్చు
1145,backen::V,cocer al horno,రొట్టెకాల్చు
1146,braten::V,asar,వేపు
1147,braten::V,freír,వేపు
1148,umrühren::V,remover,కదులుట
1149,stricken::V,hacer punto,అల్లు
1150,stricken::V,hacer calceta,అల్లు
1151,nähen::V,coser,కుట్టు
1152,färben::V,teñir,రంగు వేయు
1153,färben::V,colorear,రంగు వేయు
1154,reinigen::V,limpiar,శుభ్రము చేయు
1155,waschen::V,lavar,కడుగు
1156,abwischen::V,fregar,తుడుచు
1157,abwischen::V,limpiar,తుడుచు
1158,spülen::V,aclarar,నీటిలో జడించు
1159,spülen::V,enjuagar,నీటిలో జడించు
1160,fegen::V,barrer,ఊడ్చు
1161,fegen::V,pasar la escoba,ఊడ్చు
1162,kehren::V,barrer,ఊడ్చు
1163,baden::V,bañarse,స్నానము చేయు
1164,sich waschen::V,lavarse,కడుగు
1165,ausziehen::V,quitar,విప్పు
1166,ausziehen::V,quitarse,విప్పు
1167,anziehen::V,ponerse,ధరించు
1168,sich anziehen::V,vestirse,బట్టలు వేసుకొను
1169,sich anziehen::V,vestirse,తొడుగుకొను
1170,kämmen::V,peinar,దువ్వుట
1171,schmücken::V,adornar,అలంకరించు
1172,sagen::V,decir,చెప్పు
1173,sprechen::V,hablar,చెప్పు
1174,reden::V,hablar,మాటలాడు
1175,reden::V,conversar,మాటలాడు
1176,sich unterhalten::V,charlar,ముచ్చటలాడు
1177,sich unterhalten::V,conversar,ముచ్చటలాడు
1178,fragen::V,preguntar,ప్రశ్నించు
1179,bitten::V,rogar,కోరు
1180,erzählen::V,contar,చెప్పు
1181,mitteilen::V,comunicar,తెలియజేయు
1182,mitteilen::V,participar,తెలియజేయు
1183,nennen::V,llamar,పేరు వెట్టు
1184,nennen::V,nombrar,పేరు వెట్టు
1185,rufen::V,llamar,పిలుచు
1186,prahlen::V,jactarse,జల్లి
1187,übersetzen::V,traducir,తర్జుమాచేయు
1188,denken::V,pensar,ఆలోచించు
1189,glauben::V,creer,నమ్ము
1190,bemerken::V,notar,గుర్తించు
1191,erkennen::V,reconocer,గుర్తించు
1192,begreifen::V,concebir,గ్రహించు
1193,verstehen::V,entender,గ్రహించు
1194,verstehen::V,comprender,గ్రహించు
1195,lernen::V,aprender,నేర్చు కొను
1196,wissen::V,saber,తెలిసికొను
1197,sich erinnern an::V,recordar,జ్ఞాపకముంచుకొను
1198,sich erinnern an::V,acordarse de,జ్ఞాపకముంచుకొను
1199,vergessen::V,olvidar,మఱచిపోవు
1200,messen::V,medir,కొలుచుట
1201,zählen::V,contar,లెక్కపెట్టు
1202,rechnen::V,contar,లెక్కపెట్టు
1203,rechnen::V,calcular,లెక్కపెట్టు
1204,lesen::V,leer,చదువు
1205,malen::V,pintar,పూనుట
1206,zeichnen::V,dibujar,వ్రాసుట
1207,schreiben::V,escribir,వ్రాయు
1208,besitzen::V,poseer,కలిగియుండు
1209,kaufen::V,comprar,కొను
1210,verkaufen::V,vender,అమ్ము
1211,bezahlen::V,pagar,చెల్లించు
1212,zahlen::V,pagar,చెల్లించు
1213,beherrschen::V,dominar,ఏలు
1214,ertragen::V,soportar,భరించు
