,Concept_ID,ro,ca
401,Ende::N,capăt,cap
402,Loch::N,gaură,forāt
403,Winkel::N,colț,racó
404,Muster::N,desen,dibuix
405,Muster::N,desen,disseny
406,Größe::N,mărime,grandària
407,Länge::N,lungime,longitud
408,Höhe::N,înălțime,altura
409,Höhe::N,înălțime,altitud
410,Gewicht::N,greutate,pes
411,Menge::N,cantitate,quantitat
412,Haufen::N,grămadă,pila
413,Reihe::N,șir,fila
414,Reihe::N,rând,fila
415,Boot::N,barcă,bot
416,Boot::N,barcă,barca
417,Boot::N,luntre,bot
418,Boot::N,luntre,barca
419,Ruder::N,vâslă,rem
420,Ruder::N,lopată,rem
421,Schlitten::N,sanie,trineu
422,Ski::N,schi,esquí
423,Lagerfeuer::N,foc de tabără,foc de campament
424,Last::N,povară,càrrega
425,Last::N,sarcină,càrrega
426,Gang::N,mers,marxa
427,Gang::N,umblet,marxa
428,Schritt::N,pas,pas
429,Norden::N,nord,nord
430,Norden::N,miazănoapte,nord
431,Süden::N,sud,sud
432,Süden::N,miazăzi,sud
433,Westen::N,apus,oest
434,Westen::N,apus,occident
435,Osten::N,est,est
436,Osten::N,est,orient
437,Osten::N,răsărit,est
438,Osten::N,răsărit,orient
439,Holz::N,lemn,fusta
440,Brett::N,scândură,taula
441,Platte::N,placă,placa
442,Stütze::N,proptea,suport
443,Stange::N,bară,vara
444,Stange::N,prăjină,vara
445,Stock::N,băț,pal
446,Stock::N,baston,pal
447,Stab::N,baston,bastó
448,Stab::N,prăjină,bastó
449,Rohr::N,tub,tub
450,Rohr::N,țeavă,tub
451,Haus::N,casă,casa
452,Heim::N,casă,llar
453,Heim::N,cămin,llar
454,Ofen::N,sobă,estufa
455,Fußboden::N,podea,terra
456,Fußboden::N,dușumea,terra
457,Tisch::N,masă,taula
458,Stuhl::N,scaun,cadira
459,Wiege::N,leagăn,bressol
460,Bett::N,pat,llit
461,Regal::N,rafturi,prestatgeria
462,Kiste::N,ladă,caixa
463,Kiste::N,cutie,caixa
464,Fenster::N,fereastră,finestra
465,Tür::N,ușă,porta
466,Tor::N,poartă,portal
467,Zaun::N,gard,tanca
468,Dach::N,acoperiș,teulada
469,Leiter::N,scară,escala
470,Leiter::N,scară,escala de mà
471,Besen::N,mătură,escombra
472,Spaten::N,cazma,pala
473,Spaten::N,hârleț,pala
474,Schaufel::N,lopată,pala
475,Gabel::N,furculiță,forquilla
476,Löffel::N,lingură,cullera
477,Messer::N,cuțit,coltell
478,Nagel::N,cui,clau
479,Netz::N,plasă,filat
480,Haken::N,cârlig,ganxo
481,Griff::N,mâner,puny
482,Griff::N,mâner,mànec
483,Schloss::N,lacăt,pany
484,Bild::N,tablou,imatge
485,Bild::N,imagine,imatge
486,Figur::N,chip,figura
487,Figur::N,figură,figura
488,Puppe::N,păpușă,nina
489,Beutel::N,pungă,bossa
490,Beutel::N,săculeț,bossa
491,Bündel::N,mănunchi,feix
492,Bündel::N,mănunchi,paquet
493,Tasche::N,geantă,bossa
494,Eimer::N,găleată,galleda
495,Deckel::N,capac,tapa
496,Deckel::N,capac,tapadora
497,Geschirr::N,vase,vaixella
498,Geschirr::N,tacâmuri,vaixella
499,Sack::N,sac,sac
500,Sack::N,sac,saca
501,Tasse::N,ceașcă,tassa
502,Topf::N,oală,pot
503,Topf::N,oală,olla
504,Kessel::N,cazan,caldera
505,Kessel::N,căldare,caldera
506,Essen::N,mâncare,àpat
507,Essen::N,mâncare,menjada
508,Nahrung::N,hrană,aliment
509,Nahrung::N,aliment,aliment
510,Speise::N,bucate,plat
511,Speise::N,fel de bucate,plat
512,Fleisch::N,carne,carn
513,Getreide::N,cereale,cereals
514,Brei::N,pireu,puré
515,Brot::N,pâine,pa
516,Scheibe::N,felie,tall
517,Scheibe::N,felie,llesca
518,Scheibe::N,bucată,tall
519,Scheibe::N,bucată,llesca
520,Fett::N,untură,greix
521,Fett::N,grăsime,greix
522,Butter::N,unt,mantega
523,Öl::N,ulei,oli
524,Salz::N,sare,sal
525,Suppe::N,supă,sopa
526,Suppe::N,ciorbă,sopa
527,Honig::N,miere,mel
528,Milch::N,lapte,llet
529,Tee::N,ceai,te
530,Leder::N,piele,cuir
531,Wolle::N,lână,llana
532,Stoff::N,stofă,tela
533,Nadel::N,ac,agulla
534,Faden::N,ață,fil
535,Knopf::N,buton,botó
536,Knoten::N,nod,nus
537,Farbe::N,vopsea,pintura
538,Kleidung::N,haine,roba
539,Kleidung::N,haine,vestits
540,Kleidung::N,îmbrăcăminte,roba
541,Kleidung::N,îmbrăcăminte,vestits
542,Hemd::N,cămașă,camisa
543,Kragen::N,guler,coll
544,Ärmel::N,mânecă,màniga
545,Hose::N,pantaloni,pantalōns
546,Gürtel::N,cordon,cinturó
547,Mütze::N,șapcă,gorra
548,Schuh::N,gheată,sabata
549,Stiefel::N,cizmă,bota
550,Ring::N,inel,anell
551,Ring::N,verigă,anell
552,Band::N,panglică,veta
553,Band::N,panglică,cinta
554,Band::N,șiret,veta
555,Band::N,șiret,cinta
556,Kamm::N,pieptene,pinta
557,Spiegel::N,oglindă,mirāll
558,Riemen::N,curea,corretja
559,Schnur::N,funie,corda
560,Schnur::N,sfoară,corda
561,Leine::N,lesă,corretja
562,Leine::N,curea,corretja
563,Decke::N,pătură,manta
564,Decke::N,pătură,flassada
565,Kissen::N,pernă,coixí
566,Tuch::N,batic,mocador
567,Handtuch::N,prosop,tovallola
568,Handtuch::N,ștergar,tovallola
569,Kraft::N,forță,força
570,Kraft::N,putere,força
571,Stärke::N,tărie,vigor
572,Stärke::N,vigoare,vigor
573,Gesundheit::N,sănătate,salut
574,Krankheit::N,boală,malaltia
575,Krankheit::N,maladie,malaltia
576,Schmerz::N,durere,dolor
577,Wunde::N,rană,ferida
578,Fieber::N,febră,febre
579,Arznei::N,leac,medicament
580,Arznei::N,medicament,medicament
581,Brücke::N,pod,pont
582,Brücke::N,punte,pont
583,Brunnen::N,puț,pou
584,Weide::N,izlaz,pastura
585,Weide::N,pășune,pastura
586,Pfad::N,cărare,senda
587,Pfad::N,cărare,sender
588,Weg::N,drum,camí
589,Straße::N,cale,carretera
590,Straße::N,stradă,carretera
591,Dorf::N,sat,poble
592,Stadt::N,oraș,ciutāt
593,Brief::N,scrisoare,carta
594,Buch::N,carte,llibre
595,Buchstabe::N,literă,lletra
596,Buchstabe::N,caracter,lletra
597,Zeitung::N,ziar,diāri
598,Zeitung::N,gazetă,diāri
599,Leben::N,viață,vida
600,Tod::N,moarte,mort
601,Grab::N,groapă,tomba
602,Grab::N,mormânt,tomba
603,Kirche::N,biserică,església
604,Sünde::N,păcat,pecat
605,Gott::N,zeu,déu
606,Arbeiter::N,muncitor,obrer
607,Chef::N,șef,cap
608,Meister::N,meșter,mestre
609,Meister::N,maestru,mestre
610,Arzt::N,medic,metge
611,Arzt::N,doctor,metge
612,Lehrer::N,profesor,mestre
613,Lehrer::N,învățător,mestre
614,Geld::N,bani,dinērs
615,Geld::N,parale,dinērs
616,Geschäft::N,treabă,negoci
617,Geschäft::N,afacere,negoci
618,Laden::N,magazin,tenda
619,Laden::N,magazin,botiga
620,Laden::N,prăvălie,tenda
621,Laden::N,prăvălie,botiga
622,Preis::N,preț,preu
623,Ware::N,marfă,mercaderia
624,Nutzen::N,folos,profit
625,Nutzen::N,profit,profit
626,Reichtum::N,avuție,riquesa
627,Reichtum::N,bogăție,riquesa
628,Welt::N,lume,món
629,Land::N,țară,país
630,Staat::N,stat,estat
631,König::N,rege,rei
632,Macht::N,putere,poder
633,Macht::N,putere,potència
634,Macht::N,putință,poder
635,Macht::N,putință,potència
636,Grenze::N,hotar,frontera
637,Grenze::N,graniță,frontera
638,Grenze::N,frontieră,frontera
639,Krieg::N,război,guerra
640,Feind::N,dușman,enemic
641,Gewalt::N,violență,violència
642,Kampf::N,luptă,lluita
643,Bogen[Waffe]::N,arc,arc
644,Pfeil::N,săgeată,fletxa
645,Gewehr::N,armă,fusell
646,Gewehr::N,armă,escopeta
647,Gewehr::N,pușcă,fusell
648,Gewehr::N,pușcă,escopeta
649,Fehler::N,eroare,falta
650,Fehler::N,greșeală,falta
651,Lüge::N,minciună,mentida
652,Schaden::N,daună,dany
653,Schaden::N,pagubă,dany
654,Unglück::N,nenorocire,desgràcia
655,Schuld::N,vină,culpa
656,Alter::N,etate,edat
657,Alter::N,vârstă,edat
658,Schluss::N,sfârșit,fi
659,Schluss::N,sfârșit,final
660,Zeit::N,timp,temps
661,Zeit::N,vreme,temps
662,Tag::N,zi,dia
663,Morgen::N,dimineață,matí
664,Mittag::N,prânz,migdia
665,Mittag::N,amiază,migdia
666,Abend::N,seară,vespre
667,Nacht::N,noapte,nit
668,Woche::N,săptămână,setmana
669,Monat::N,lună,mes
670,Jahr::N,an,any
671,Frühling::N,primăvară,primavera
672,Sommer::N,vară,estīu
673,Herbst::N,toamnă,tardor
674,Winter::N,iarnă,hivērn
675,Januar::N,ianuarie,gener
676,Februar::N,februarie,febrer
677,März::N,martie,març
678,April::N,aprilie,abril
679,Mai::N,mai,maig
680,Juni::N,iunie,juny
681,Juli::N,iulie,juliol
682,August::N,august,agost
683,September::N,septembrie,setembre
684,Oktober::N,octombrie,octubre
685,November::N,noiembrie,novembre
686,Dezember::N,decembrie,desembre
687,Montag::N,luni,dilluns
688,Dienstag::N,marți,dimarts
689,Mittwoch::N,miercuri,dimecres
690,Donnerstag::N,joi,dijous
691,Freitag::N,vineri,divendres
692,Samstag::N,sâmbătă,dissabte
693,Sonntag::N,duminică,diumenge
694,groß::A,mare,gros
695,klein::A,mic,petīt
696,lang::A,lung,llarg
697,kurz::A,scurt,curt
698,breit::A,lat,ample
699,breit::A,larg,ample
700,schmal::A,strâmt,estret
701,dicht::A,des,dens
702,dick[Gegenstand]::A,gros,gruixūt
703,dünn::A,subțire,prim
704,fein::A,fin,fi
705,fein::A,subțire,fi
706,fest::A,tare,ferm
707,fest::A,tare,sòlid
708,fest::A,solid,ferm
709,fest::A,solid,sòlid
710,flach::A,șes,pla
711,flach::A,plan,pla
712,glatt::A,lins,llis
713,hart::A,dur,dur
714,weich::A,moale,tou
715,rund::A,rotund,rodó
716,rund::A,circular,rodó
717,spitz::A,ascuțit,punxegut
718,scharf::A,tăios,agut
719,scharf::A,ascuțit,agut
720,stumpf::A,tocit,rom
721,stumpf::A,tocit,esmussat
722,schwer::A,greu,pesāt
723,schön::A,frumos,bonīc
724,heiß::A,cald,calēnt
725,heiß::A,fierbinte,calēnt
726,warm::A,cald,càlid
727,warm::A,fierbinte,càlid
728,kalt::A,rece,fred
729,kühl::A,rece,fresc
730,kühl::A,răcoros,fresc
731,frisch::A,răcoros,fresc
732,frisch::A,proaspăt,fresc
733,feucht::A,umed,humit
734,feucht::A,jilav,humit
735,nass::A,ud,mullat
736,trocken::A,sec,sec
737,trocken::A,uscat,sec
738,voll::A,plin,ple
739,leer::A,gol,buit
740,offen::A,deschis,obert
741,geschlossen::A,închis,tancat
742,sauber::A,curat,net
743,schmutzig::A,murdar,brut
744,roh::A,crud,cru
745,reif::A,copt,madur
746,lecker::A,gustos,deliciós
747,süß::A,dulce,dolç
748,bitter::A,amar,amarg
749,sauer::A,acru,agre
750,hell::A,clar,clar
751,hell::A,luminos,clar
752,dunkel::A,obscur,fosc
753,dunkel::A,întunecos,fosc
754,schwarz::A,negru,negre
755,weiß::A,alb,blanc
756,rot::A,roșu,vermēll
757,gelb::A,galben,groc
758,blau::A,albastru,blau
759,grün::A,verde,verd
760,grau::A,gri,gris
761,grau::A,cenușiu,gris
762,bunt::A,colorat,multicolor
763,billig::A,ieftin,barat
764,teuer::A,scump,car
765,wertvoll::A,prețios,preciós
766,blind::A,orb,cec
767,taub::A,surd,sord
768,kräftig::A,tare,fort
769,kräftig::A,tare,vigorós
770,kräftig::A,forte,fort
771,kräftig::A,forte,vigorós
772,kräftig::A,robust,fort
773,kräftig::A,robust,vigorós
774,stark::A,viguros,fort
775,stark::A,puternic,fort
776,schwach::A,slab,feble
777,schwach::A,debil,feble
778,fett::A,gras,gras
779,schlank::A,zvelt,esvelt
780,hübsch::A,drăguț,maco
781,böse::A,rău,dolent
782,böse::A,răutăcios,dolent
783,dumm::A,nerod,ximple
784,dumm::A,nerod,estúpid
785,dumm::A,tâmpit,ximple
786,dumm::A,tâmpit,estúpid
787,faul::A,leneș,gandūl
788,faul::A,leneș,mandrós
789,fleißig::A,harnic,diligēnt
790,fleißig::A,sârguincios,diligēnt
791,geizig::A,calic,avar
792,geizig::A,zgârcit,avar
793,klug::A,isteț,intel·ligent
794,klug::A,deștept,intel·ligent
795,geschickt::A,dibaci,hàbil
796,lieb::A,drag,amat
797,lieb::A,drag,estimat
798,lieb::A,iubit,amat
799,lieb::A,iubit,estimat
800,lustig::A,vesel,alegre
801,sanft::A,blând,suau
802,sanft::A,blajin,suau
803,hungrig::A,flămând,afamat
804,krank::A,bolnav,malālt
805,nackt::A,gol,nu
806,traurig::A,trist,trist
807,traurig::A,mâhnit,trist
808,lebendig::A,viu,viu
809,gut::A,bun,bo
810,schlecht::A,rău,dolēnt
811,schlecht::A,prost,dolēnt
812,richtig::A,drept,just
813,richtig::A,drept,correcte
814,richtig::A,corect,just
815,richtig::A,corect,correcte
816,schlimm::A,rău,greu
817,wahr::A,adevărat,vertader
818,wahr::A,adevărat,veritable
819,alt::A,uzat,vell
820,alt::A,vechi,vell
821,neu::A,nou,nou
822,ehemalig::A,fost,antic
823,ehemalig::A,anterior,antic
824,alt[Lebewesen]::A,bătrîn,vell
825,jung::A,tânăr,jove
826,arm::A,sărac,pobre
827,arm::A,sărman,pobre
828,reich::A,avut,ric
829,reich::A,bogat,ric
830,bekannt::A,cunoscut,conegut
831,berühmt::A,renumit,famós
832,fremd::A,străin,estrany
833,verschieden::A,diferit,diferent
834,verschieden::A,deosebit,diferent
835,nah::A,apropiat,pròxim
836,fern::A,departe,llunyà
837,fern::A,departe,distant
838,linker::A,stâng,esquerre
839,rechter::A,drept,dret
840,anderer::A,alt,altre
841,erster::A,prim,primer
842,zweiter::A,al doilea,segon
843,dritter::A,treilea,tercer
844,letzter::A,final,últim
845,allein::ADV,singur,sol
846,auf einmal::ADV,dintrodată,d'una vegada
847,zusammen::ADV,împreună,junt
848,lange::ADV,îndelung,molt de temps
849,lange::ADV,mult timp,molt de temps
850,plötzlich::ADV,deodată,de cop
851,plötzlich::ADV,deodată,de sobte
852,plötzlich::ADV,pe neașteptate,de cop
853,plötzlich::ADV,pe neașteptate,de sobte
854,sofort::ADV,imediat,de seguida
855,sofort::ADV,numaidecît,de seguida
856,später::ADV,mai apoi,més tard
857,später::ADV,mai târziu,més tard
858,jetzt::ADV,acum,ara
859,heute::ADV,azi,avūi
860,heute::ADV,astăzi,avūi
