,Concept_ID,ps,hr
84,Rauch::N,دود,dim
85,Rauch::N,لوګی,dim
86,Funke::N,سپرغۍ,iskra
87,Funke::N,سپرغۍ,varnica
88,Feuer::N,اور,vatra
89,Licht::N,رڼا,svjetlo
90,Schatten::N,سیوری,hlad
91,Schatten::N,سیوری,sjena
92,Wetter::N,هوا,vrijeme
93,Nebel::N,لړه,magla
94,Wolke::N,ورېځ,oblak
95,Regen::N,وریا,kiša
96,Regen::N,باران,kiša
97,Schnee::N,واوره,snijeg
98,Eis::N,یخ,led
99,Eis::N,کنګل,led
100,Frost::N,یخ,mraz
101,Kälte::N,ساړه,studen
102,Kälte::N,ساړه,hladnoća
103,Hitze::N,تودوخي,vrućina
104,Raureif::N,سپینه پرخه,inje
105,Regenbogen::N,بوډۍ ټال,duga
106,Regenbogen::N,سره زرغونه,duga
107,Donner::N,تالنده,grom
108,Donner::N,تالنده,grmljavina
109,Strömung::N,بهېدنه,struja
110,Strömung::N,بهېدنه,strujanje
111,Tropfen::N,قطره,kap
112,Tropfen::N,قطره,kaplja
113,Tropfen::N,څاڅکی,kap
114,Tropfen::N,څاڅکی,kaplja
115,Schaum::N,ځګ,pjena
116,Schmutz::N,ناپاکي,nečistoća
117,Schmutz::N,ناپاکي,prljavština
118,See::N,جهیل,jezero
119,Sumpf::N,جبه,bara
120,Moor::N,جبه,močvara
121,Wiese::N,چمن,livada
122,Wiese::N,شنېلی,livada
123,Wald::N,ځنګل,šuma
124,Hügel::N,تپه,brijeg
125,Hügel::N,تپه,brežuljak
126,Anhöhe::N,غونډۍ,uzvišica
127,Berg::N,غ‍‍‍‍‍ر,brdo
128,Gipfel::N,څوکه,vrh
129,Höhle::N,کاز,pećina
130,Höhle::N,کاز,spilja
131,Abhang::N,لمن,obronak
132,Abhang::N,لمن,nizbrdica
133,Quelle::N,چینه,izvor
134,Quelle::N,چینه,vrelo
135,Bach::N,واله,potok
136,Fluss::N,سیند,rijeka
137,Ufer::N,غاړه,obala
138,Küste::N,ساحل,obala
139,Küste::N,ساحل,morska obala
140,Festland::N,وچه,kopno
141,Meer::N,بحر,more
142,Meer::N,سمندر,more
143,Bucht::N,کارۍ,zaliv
144,Insel::N,ټاپو,ada
145,Insel::N,ټاپو,otok
146,Insel::N,جزيره,ada
147,Insel::N,جزيره,otok
148,Blume::N,ګل,cvijet
149,Gras::N,واښه,trava
150,Wurzel::N,ریښه,korijen
151,Baum::N,ونه,drvo
152,Baum::N,ونه,stablo
153,Stamm::N,ډډ,deblo
154,Stamm::N,ډډ,stablo
155,Rinde::N,پوستکی,kora
156,Ast::N,ښاخ,grana
157,Zweig::N,څانګه,grana
158,Blatt::N,پاڼه,list
159,Birke::N,توس,breza
160,Kiefer[Baum]::N,نښتر,bor
161,Weide[Baum]::N,وله,iva
162,Weide[Baum]::N,وله,vŕba
163,Tanne::N,ناجو,jela
164,Horn::N,ښکر,rog
165,Feder::N,بڼکه,pero
166,Fell::N,پوستکی,koža
167,Flügel::N,وزر,krilo
168,Klaue::N,پنجه,papak
169,Klaue::N,منګول,papak
170,Kralle::N,پنجه,pandža
171,Kralle::N,منګول,pandža
172,Schwanz::N,لکۍ,rep
173,Ei::N,وۍ,jaje
174,Ei::N,هګۍ,jaje
175,Nest::N,جاله,gnijezdo
176,Bau::N,کاز,jazbina
177,Tier::N,ژوی,životinja
178,Tier::N,حیوان,životinja
179,Herde::N,رمه,krdo
180,Herde::N,رمه,stado
181,Herde::N,غېله,krdo
182,Herde::N,غېله,stado
183,Kuh::N,غوا,krava
184,Bulle::N,غوئی,bik
185,Pferd::N,آس,konj
186,Schaf::N,پسه,ovca
187,Schwein::N,سرکوزی,svinja
188,Hund::N,سپی,pas
189,Hund::N,سپی,pseto
190,Katze::N,پشه,mačka
191,Bär::N,خرس,medvjed
192,Eichhörnchen::N,خړ لمی,vjeverica
193,Elch::N,ګوزن,los
194,Fuchs::N,سپلم,lisica
195,Hase::N,سوی,zec
196,Maus::N,مږک,miš
197,Wolf::N,لېوه,vuk
198,Wolf::N,لېوه,kurjak
199,Vogel::N,مرغه,ptica
200,Schwarm::N,سېل,roj
201,Schwarm::N,سېل,jato
202,Huhn::N,چرګه,kokoš
203,Hahn::N,چرګ,kokot
204,Hahn::N,چرګ,pijevac
205,Gans::N,بته,guska
206,Adler::N,عقاب,orao
207,Ente::N,ایلۍ,patka
208,Eule::N,ګونګی,sova
209,Kranich::N,کلنګ,ždral
210,Krähe::N,کارغه,vrana
211,Kuckuck::N,فاخته,kukavica
212,Schwan::N,قو,labud
213,Fisch::N,کب,riba
214,Fisch::N,ماهی,riba
215,Schlange[Tier]::N,مار,guja
216,Schlange[Tier]::N,مار,zmija
217,Wurm::N,چینجی,crv
218,Spinne::N,غڼه,pauk
219,Spinne::N,تارکښ,pauk
220,Ameise::N,مېږی,mrav
221,Laus::N,سپږه,uš
222,Mücke::N,ماشی,komarac
223,Fliege::N,مچ,muha
224,Schmetterling::N,پتنګ,leptir
225,Beere::N,مېوۍ,boba
226,Beere::N,مېوۍ,bobica
227,Apfel::N,مڼه,jabuka
228,Pilz::N,خرېړی,pečurka
229,Zwiebel::N,پیاز,luk
230,Zwiebel::N,پیاز,kapula
231,Saat::N,تخم,sjemenje
232,Korn::N,تخم,zrno
233,Korn::N,دانه,zrno
234,Heu::N,بوس,sijeno
235,Heu::N,پروړه,sijeno
236,Schale::N,پوستکی,kora
237,Schale::N,پوستکی,ljuska
238,Grube::N,کنده,jama
239,Falle::N,دام,zamka
240,Falle::N,دام,klopka
241,Falle::N,لومه,zamka
242,Falle::N,لومه,klopka
243,Schlinge::N,کړۍ,uzao
244,Schlinge::N,کړۍ,petlja
245,Spur::N,نښه,trag
246,Spur::N,نښه,slijed
247,Asche::N,آس,pepeo
248,Asche::N,ایره,pepeo
249,Dreck::N,ناپاکي,blato
250,Eisen::N,اوسپنه,željezo
251,Gold::N,سره زر,zlato
252,Silber::N,نقره,srebro
253,Silber::N,سپین زر,srebro
254,Kohle::N,سکور,ugalj
255,Kohle::N,سکور,ugljen
256,Kohle::N,سکاره,ugalj
257,Kohle::N,سکاره,ugljen
258,Glas::N,ښيښه,staklo
259,Lehm::N,خټه,glina
260,Lehm::N,خټه,ilovača
261,Sand::N,شګه,pijesak
262,Mensch::N,انسان,čovjek
263,Mann::N,سړی,muškarac
264,Mann::N,نارینه,muškarac
265,Frau::N,ښځه,žena
266,Kind::N,بچی,čedo
267,Kind::N,بچی,dijete
268,Kind::N,ماشوم,čedo
269,Kind::N,ماشوم,dijete
270,Junge::N,هلک,momče
271,Junge::N,هلک,dječak
272,Mädchen::N,نجلۍ,djevojka
273,Mädchen::N,نجلۍ,djevojčica
274,Familie::N,کورنۍ,obitelj
275,Familie::N,کورنۍ,porodica
276,Großvater::N,بابا,djed
277,Großmutter::N,انا,baka
278,Eltern::N,مور او پلار,roditelji
279,Vater::N,پلار,otac
280,Mutter::N,مور,majka
281,Sohn::N,زوی,sin
282,Tochter::N,لور,kći
283,Tochter::N,لور,kćerka
284,Bruder::N,ورور,brat
285,Schwester::N,خور,sestra
286,Onkel::N,تره,čika
287,Onkel::N,تره,ujak
288,Onkel::N,ماما,čika
289,Onkel::N,ماما,ujak
290,Tante::N,خاله,ujna
291,Tante::N,خاله,tetka
292,Ehemann::N,مېړه,muž
293,Ehemann::N,مېړه,suprug
294,Ehefrau::N,مېرمن,žena
295,Ehefrau::N,مېرمن,supruga
296,Freude::N,خوشحالي,radost
297,Gelächter::N,خندا,grohot
298,Glück::N,بخت,sreća
299,Kummer::N,غم,jad
300,Kummer::N,غم,briga
301,Wunsch::N,هيله,želja
302,Wunsch::N,غوښتنه,želja
303,Lust::N,شوق,volja
304,Lust::N,مینه,volja
305,Geist::N,روح,duh
306,Gedanke::N,فکر,misao
307,Gedächtnis::N,یاد,pamćenje
308,Gedächtnis::N,حافظه,pamćenje
309,Verstand::N,عقل,um
310,Verstand::N,عقل,razum
311,Verstand::N,شعور,um
312,Verstand::N,شعور,razum
313,Sinn::N,معنی,smisao
314,Sinn::N,معنی,značenje
315,Grund::N,علت,razlog
316,Grund::N,اساس,razlog
317,Wahrheit::N,حقیقت,istina
318,Gespräch::N,مرکه,razgovor
319,Gespräch::N,خبرې اترې,razgovor
320,Märchen::N,افسانه,bajka
321,Erzählung::N,قصه,priča
322,Erzählung::N,قصه,pripovijest
323,Erzählung::N,کیسه,priča
324,Erzählung::N,کیسه,pripovijest
325,Nachricht::N,خبر,vijest
326,Neuigkeit::N,نوی خبر,novost
327,Name::N,نوم,ime
328,Rätsel::N,کیسۍ,zagonetka
329,Rätsel::N,چیستان,zagonetka
330,Rede::N,وینا,govor
331,Rede::N,وینا,besjeda
332,Sprache::N,ژبه,jezik
333,Stimme::N,غږ,glas
334,Stimme::N,اواز,glas
335,Wort::N,لغت,riječ
336,Wort::N,کلمه,riječ
337,Zeichen::N,نښه,znak
338,Zeichen::N,اشاره,znak
339,Ruf::N,ږغ,povik
340,Ruf::N,ږغ,poklik
341,Ruf::N,بلنه,povik
342,Ruf::N,بلنه,poklik
343,Lärm::N,غالمغال,buka
344,Lärm::N,غالمغال,galama
345,Laut::N,ږغ,zvuk
346,Ton::N,اواز,ton
347,Lied::N,غزله,pjesma
348,Lied::N,سندره,pjesma
349,Ruhe::N,ارامي,tišina
350,Ruhe::N,ارامي,počinak
351,Leute::N,خلک,ljudi
352,Volk::N,ولس,puk
353,Volk::N,ولس,narod
354,Arbeit::N,کار,rad
355,Arbeit::N,کار,posao
356,Gast::N,مېلمه,gost
357,Geschenk::N,تحفه,dar
358,Geschenk::N,تحفه,poklon
359,Geschenk::N,سوغات,dar
360,Geschenk::N,سوغات,poklon
361,Spiel::N,لوبه,igra
362,Gesellschaft::N,ډله,društvo
363,Gesellschaft::N,ډله,kompanija
364,Hilfe::N,کومک,pomoć
365,Hilfe::N,مرسته,pomoć
366,Freund::N,ملګری,prijatelj
367,Kamerad::N,انډيوال,drug
368,Kamerad::N,انډيوال,drugar
369,Angelegenheit::N,موضوع,posao
370,Anzahl::N,شمېر,broj
371,Anzahl::N,شمېر,brojnost
372,Anzahl::N,تعداد,broj
373,Anzahl::N,تعداد,brojnost
374,Art::N,ډول,vid
375,Art::N,ډول,vrst
376,Stück::N,ټوټه,komad
377,Teil::N,برخه,dio
378,Hälfte::N,نیم,polovina
379,Kreis::N,دایره,krug
380,Kreuz::N,صلیب,križ
381,Linie::N,خط,crta
382,Linie::N,لیکه,crta
383,Strich::N,کرښه,crta
384,Abstand::N,فاصله,razmak
385,Abstand::N,فاصله,odstojanje
386,Entfernung::N,واټن,udaljenost
387,Gegend::N,سیمه,kraj
388,Gegend::N,سیمه,predeo
389,Gegend::N,منطقه,kraj
390,Gegend::N,منطقه,predeo
391,Platz::N,ځای,mjesto
392,Ort::N,ځای,mjesto
393,Seite::N,مخ,bok
394,Seite::N,مخ,strana
395,Seite::N,اړخ,bok
396,Seite::N,اړخ,strana
397,Mitte::N,وسط,sredina
398,Mitte::N,مینځ,sredina
399,Gegenstand::N,شی,predmet
400,Sache::N,شی,posao
401,Sache::N,څيز,posao
402,Rand::N,څنډه,rub
403,Rand::N,څنډه,kraj
404,Rand::N,کناره,rub
405,Rand::N,کناره,kraj
406,Kante::N,اړخ,brid
407,Kante::N,اړخ,ivica
408,Ecke::N,ګوټ,ugao
409,Spitze::N,څوکه,vrh
410,Spitze::N,څوکه,šiljak
411,Ende::N,څوکه,konac
412,Loch::N,سوری,rupa
413,Winkel::N,کنج,kut
414,Winkel::N,کنج,ugao
415,Winkel::N,کوتی,kut
416,Winkel::N,کوتی,ugao
417,Muster::N,نمونه,uzor
418,Größe::N,قد,veličina
419,Größe::N,لويوالی,veličina
420,Länge::N,طول,duljina
421,Länge::N,اوږد والی,duljina
422,Höhe::N,جګوالی,visina
423,Gewicht::N,وزن,težina
424,Menge::N,اندازه,mnoštvo
425,Menge::N,اندازه,količina
426,Haufen::N,کوټه,hrpa
427,Haufen::N,کوټه,gomila
428,Reihe::N,صف,red
429,Reihe::N,کتار,red
430,Boot::N,قايق,čun
431,Boot::N,قايق,čamac
432,Ruder::N,چپه,veslo
433,Schlitten::N,ښویېدونی,saone
434,Ski::N,سکي,ski
435,Ski::N,سکي,smučka
436,Lagerfeuer::N,اور,logorska vatra
437,Last::N,بار,tovar
438,Last::N,پېټی,tovar
439,Gang::N,تګ,hod
440,Schritt::N,ګام,korak
441,Norden::N,شمال,sjever
442,Süden::N,سوېل,jug
443,Westen::N,لوېدېځ,zapad
444,Osten::N,شرق,istok
445,Osten::N,ختیځ,istok
446,Holz::N,لرګی,drvo
447,Brett::N,تخته,daska
448,Platte::N,تخته,ploča
449,Stütze::N,تکیوان,potpora
450,Stange::N,ډاګه,motka
451,Stock::N,لرګی,štap
452,Stock::N,لرګی,palica
453,Stab::N,چيخله,štap
454,Stab::N,چيخله,šipka
455,Rohr::N,نل,cijev
456,Haus::N,کور,kuća
457,Heim::N,کور,dom
458,Ofen::N,تودنۍ,peć
459,Fußboden::N,غولی,pod
460,Tisch::N,مېز,stol
461,Tisch::N,مېز,trpeza
462,Stuhl::N,چوکۍ,stolac
463,Stuhl::N,چوکۍ,stolica
464,Wiege::N,زانګو,kolijevka
465,Bett::N,کټ,krevet
466,Bett::N,کټ,postelja
467,Bett::N,چپرکټ,krevet
468,Bett::N,چپرکټ,postelja
469,Regal::N,تاخچۍ,polica
470,Kiste::N,صندوق,sanduk
471,Fenster::N,کړکۍ,prozor
472,Tür::N,دروازه,vrata
473,Tor::N,دروازه,vrata
474,Tor::N,دروازه,kapija
475,Zaun::N,کټاره,plot
476,Zaun::N,کټاره,ograda
477,Dach::N,بام,krov
478,Leiter::N,زينه,ljestve
479,Leiter::N,زينه,ljestvice
480,Besen::N,جارو,metla
481,Spaten::N,یوم,ašov
482,Schaufel::N,بېلچه,lopata
483,Gabel::N,پنجه,viljuška
484,Löffel::N,کاشوغه,žlica
485,Messer::N,چاقو,nož
486,Nagel::N,ميخ,čavao
487,Netz::N,جال,mreža
488,Haken::N,څنګک,kuka
489,Griff::N,لاستی,držak
490,Griff::N,لاستی,ručica
491,Schloss::N,کلپ,brava
492,Bild::N,رسم,slika
493,Figur::N,قدوقامت,figura
494,Puppe::N,ګوډۍ,lutka
495,Beutel::N,کڅوړه,kesa
496,Bündel::N,دسته,snop
497,Bündel::N,دسته,svežanj
498,Tasche::N,بکس,torba
499,Tasche::N,بکس,taška
500,Tasche::N,توبره,torba
501,Tasche::N,توبره,taška
502,Eimer::N,سطل,kabao
503,Deckel::N,سرپوښ,poklopac
504,Geschirr::N,لوښی,suđe
505,Geschirr::N,لوښی,posuđe
506,Sack::N,جوال,džak
507,Sack::N,جوال,vreća
508,Tasse::N,پیاله,šalica
509,Topf::N,دېګی,lonac
510,Kessel::N,دېګ,kazan
511,Essen::N,خوراک,obrok
512,Nahrung::N,خوراک,hrana
513,Speise::N,خواړه,jelo
514,Fleisch::N,غوښه,meso
515,Getreide::N,غله,žito
516,Getreide::N,غله,žitarice
517,Brei::N,اوګره,kaša
518,Brot::N,ډوډۍ,kruh
519,Scheibe::N,مړۍ,kriška
520,Fett::N,غوړي,mast
521,Fett::N,غوړي,salo
522,Butter::N,کوچ,buter
523,Butter::N,کوچ,maslac
524,Öl::N,تېل,ulje
525,Salz::N,مالګه,sol
526,Suppe::N,شوربا,supa
527,Honig::N,شات,med
528,Milch::N,شوده,mlijeko
529,Tee::N,چای,čaj
530,Leder::N,څرمن,koža
531,Wolle::N,پشم,vuna
532,Stoff::N,ټوټه,štof
533,Stoff::N,ټوټه,tkanina
534,Nadel::N,ستن,igla
535,Faden::N,تار,nit
536,Faden::N,تار,konac
537,Knopf::N,تڼۍ,dugme
538,Knopf::N,تکمه,dugme
539,Knoten::N,غوټه,čvor
540,Knoten::N,غوټه,uzao
541,Farbe::N,رنګ,farba
542,Kleidung::N,کالي,odjeća
543,Hemd::N,کميس,košulja
544,Kragen::N,غاړه,ovratnik
545,Ärmel::N,لستوڼی,rukav
546,Hose::N,پطلون,hlače
547,Gürtel::N,کمربند,pas
548,Gürtel::N,کمربند,pojas
549,Mütze::N,خولۍ,kapa
550,Schuh::N,بوټ,cipela
551,Stiefel::N,موزه,čizma
552,Ring::N,ګوته,prsten
553,Band::N,فيته,vrpca
554,Kamm::N,ګمنځ,češalj
555,Spiegel::N,ایینه,zrcalo
556,Spiegel::N,ایینه,ogledalo
557,Spiegel::N,هنداره,zrcalo
558,Spiegel::N,هنداره,ogledalo
559,Riemen::N,تسمه,kaiš
560,Riemen::N,تسمه,remen
561,Schnur::N,مزی,vrpca
562,Leine::N,رسۍ,uzica
563,Decke::N,بړستن,ćebe
564,Decke::N,بړستن,pokrivač
565,Kissen::N,بالښت,jastuk
566,Tuch::N,ټیکری,rubac
567,Tuch::N,ټیکری,marama
568,Handtuch::N,دسمال,ručnik
569,Kraft::N,زور,snaga
570,Kraft::N,توان,snaga
571,Stärke::N,قوت,jakost
572,Gesundheit::N,صحت,zdravlje
573,Gesundheit::N,روغتیا,zdravlje
574,Krankheit::N,مرض,bolest
575,Krankheit::N,ناروغي,bolest
576,Schmerz::N,درد,bol
577,Wunde::N,ټپ,rana
578,Wunde::N,زخم,rana
579,Fieber::N,تبه,groznica
580,Arznei::N,دوا,lijek
581,Arznei::N,دارو,lijek
582,Brücke::N,پول,most
583,Brücke::N,پول,ćuprija
584,Brunnen::N,څاه,bunar
585,Brunnen::N,څاه,zdenac
586,Brunnen::N,کوهی,bunar
587,Brunnen::N,کوهی,zdenac
588,Weide::N,وله,paša
589,Weide::N,وله,pašnjak
590,Pfad::N,تړه,staza
591,Weg::N,لیار,put
592,Straße::N,سړک,drum
593,Straße::N,سړک,cesta
594,Dorf::N,کلی,selo
595,Stadt::N,ښار,grad
596,Stadt::N,ښار,varoš
597,Brief::N,لیک,list
598,Brief::N,لیک,pismo
599,Brief::N,مکتوب,list
600,Brief::N,مکتوب,pismo
601,Buch::N,کتاب,knjiga
602,Buchstabe::N,حرف,slovo
603,Buchstabe::N,توری,slovo
604,Zeitung::N,اخبار,novine
605,Leben::N,ژوند,život
606,Tod::N,مرګ,smrt
607,Tod::N,مړینه,smrt
608,Grab::N,قبر,raka
609,Grab::N,ډورۍ,raka
610,Kirche::N,کلیسا,crkva
611,Sünde::N,ګناه,grijeh
612,Gott::N,خدای,bog
613,Arbeiter::N,کاریګر,radnik
614,Chef::N,آمر,šef
615,Meister::N,استاد,majstor
616,Arzt::N,طبیب,liječnik
617,Arzt::N,ډاکټر,liječnik
618,Lehrer::N,معلم,učitelj
619,Lehrer::N,ښوونکی,učitelj
620,Geld::N,پیسې,novac
621,Geschäft::N,سوداګري,posao
622,Geschäft::N,سوداګري,trgovina
623,Laden::N,دکان,dućan
624,Laden::N,مغازه,dućan
625,Preis::N,بیه,cijena
626,Ware::N,مال,roba
627,Nutzen::N,ګټه,korist
628,Reichtum::N,شتمني,bogatstvo
629,Welt::N,نړۍ,svijet
630,Welt::N,دنیا,svijet
631,Land::N,هېواد,zemlja
632,Staat::N,دولت,država
633,König::N,باچا,kralj
634,König::N,پادشاه,kralj
635,Macht::N,قدرت,moć
636,Macht::N,قدرت,vlast
637,Grenze::N,حد,granica
638,Grenze::N,سرحد,granica
639,Krieg::N,جګړه,rat
640,Feind::N,دښمن,neprijatelj
641,Gewalt::N,زور,sila
642,Gewalt::N,زور,nasilje
643,Gewalt::N,تشدد,sila
644,Gewalt::N,تشدد,nasilje
645,Kampf::N,جنګ,boj
646,Kampf::N,جنګ,borba
647,Kampf::N,مبارزه,boj
648,Kampf::N,مبارزه,borba
649,Bogen[Waffe]::N,لیندۍ,luk
650,Pfeil::N,غشی,strijela
651,Gewehr::N,ټوپک,puška
652,Fehler::N,خطا,pogreška
653,Fehler::N,خطا,griješka
654,Fehler::N,غلطي,pogreška
655,Fehler::N,غلطي,griješka
656,Lüge::N,دروغ,laž
657,Schaden::N,زیان,šteta
658,Schaden::N,تاوان,šteta
659,Unglück::N,بدبختي,nesreća
660,Schuld::N,ګناه,krivnja
661,Alter::N,منګ,dob
662,Schluss::N,اخر,kraj
663,Schluss::N,اخر,konac
664,Zeit::N,وخت,doba
665,Zeit::N,وخت,vrijeme
666,Tag::N,ورځ,dan
667,Morgen::N,سبا,jutro
668,Morgen::N,سهار,jutro
669,Mittag::N,غرمه,podne
670,Abend::N,ماښام,veče
671,Abend::N,ماښام,večer
672,Nacht::N,شپه,noć
673,Woche::N,اونۍ,sedmica
674,Monat::N,مياشت,mjesec
675,Jahr::N,کال,godina
676,Frühling::N,پسرلی,proljeće
677,Sommer::N,دوبی,ljeto
678,Herbst::N,منی,jesen
679,Herbst::N,خزان,jesen
680,Winter::N,ژمی,zima
681,Januar::N,جنوري,januar
682,Januar::N,جنوري,siječanj
683,Februar::N,فبروري,veljača
684,Februar::N,فبروري,februar
685,März::N,مارچ,mart
686,März::N,مارچ,ožujak
687,April::N,اپریل,april
688,April::N,اپریل,travanj
689,Mai::N,مې,maj
690,Mai::N,مې,svibanj
691,Juni::N,جون,juni
692,Juni::N,جون,lipanj
693,Juli::N,جولای,juli
694,Juli::N,جولای,srpanj
695,August::N,اګست,august
696,August::N,اګست,kolovoz
697,September::N,سپټامبر,rujan
698,September::N,سپټامبر,septembar
699,Oktober::N,اکتوبر,oktobar
700,Oktober::N,اکتوبر,listopad
701,November::N,نومبر,studeni
702,November::N,نومبر,novembar
703,Dezember::N,دسمبر,prosinac
704,Montag::N,دوشنبه,ponedjeljak
705,Montag::N,دوشنبه,ponedjeljnik
706,Dienstag::N,سه شنبه,utorak
707,Dienstag::N,سه شنبه,utornik
708,Mittwoch::N,چارشنبه,srijeda
709,Donnerstag::N,پنجشنبه,četvrtak
710,Freitag::N,جمعه,petak
711,Samstag::N,خالي,subota
712,Sonntag::N,یکشنبه,nedjelja
713,groß::A,لوی,velik
714,klein::A,وړوکی,mali
715,klein::A,وړوکی,malen
716,lang::A,اوړد,dug
717,lang::A,اوړد,dugačak
718,kurz::A,لنډ,kratak
719,breit::A,پراخه,širok
720,schmal::A,تنګ,uski
721,schmal::A,تنګ,uzak
722,dicht::A,ګڼ,gust
723,dick[Gegenstand]::A,پنډ,debeo
724,dünn::A,نری,tanak
725,fein::A,نازک,fin
726,fein::A,نازک,tanak
727,fest::A,کلک,čvrst
728,fest::A,ټینګ,čvrst
729,flach::A,هوار,ravan
730,flach::A,هوار,plosnat
731,glatt::A,ښوی,gladak
732,hart::A,کلک,tvrd
733,weich::A,نرم,mek
734,weich::A,نرم,mekan
735,weich::A,پوست,mek
736,weich::A,پوست,mekan
737,rund::A,ګرد,okrugao
738,spitz::A,تېره,oštar
739,spitz::A,تېره,šiljast
740,scharf::A,تېز,oštar
741,scharf::A,تېز,bridak
742,scharf::A,تېره,oštar
743,scharf::A,تېره,bridak
744,stumpf::A,پڅ,tup
745,schwer::A,دروند,težak
746,schön::A,ښکلی,krasan
747,heiß::A,تود,vruć
748,warm::A,تود,topao
749,kalt::A,ېخ,hladan
750,kalt::A,سوړ,hladan
751,kühl::A,ېخ,hladan
752,kühl::A,سوړ,hladan
753,frisch::A,تازه,svjež
754,feucht::A,مرطوب,vlažan
755,nass::A,لوند,mokar
756,trocken::A,وچ,suh
757,voll::A,ډک,pun
758,leer::A,خالی,prazan
759,offen::A,خلاص,otvoren
760,offen::A,پرانیستی,otvoren
761,geschlossen::A,تړلی,zatvoren
762,sauber::A,پاک,čist
763,schmutzig::A,چټل,nečist
764,schmutzig::A,چټل,blatan
765,roh::A,خام,sirov
766,reif::A,پوخ,zreo
767,reif::A,رسېدلی,zreo
768,lecker::A,خوندور,tečan
769,lecker::A,خوندور,ukusan
770,lecker::A,مزه دار,tečan
771,lecker::A,مزه دار,ukusan
772,süß::A,خوږ,sladak
773,süß::A,شیرین,sladak
774,bitter::A,تریخ,gorak
775,sauer::A,ټاک,kiseo
776,sauer::A,تريو,kiseo
777,hell::A,روڼ,vedar
778,hell::A,روڼ,svijetao
779,hell::A,روښان,vedar
780,hell::A,روښان,svijetao
781,dunkel::A,تیاره,taman
782,schwarz::A,تور,crn
783,weiß::A,سپين,bio
784,weiß::A,سپين,bijel
785,rot::A,سور,crven
786,gelb::A,زېړ,žut
787,blau::A,شین,plav
788,blau::A,شین,modar
789,blau::A,اسماني رنګه,plav
790,blau::A,اسماني رنګه,modar
791,grün::A,زرغون,zelen
792,grau::A,خړ,siv
793,bunt::A,رنګارنګ,šaren
794,billig::A,ارزان,jeftin
795,teuer::A,ګران,skup
796,wertvoll::A,قیمتي,vrijedan
797,wertvoll::A,قیمتي,dragocjen
798,blind::A,ړوند,slijep
799,taub::A,کوڼ,gluh
800,kräftig::A,قوی,snažan
801,stark::A,قوی,jak
802,stark::A,قوی,snažan
803,stark::A,تکړه,jak
804,stark::A,تکړه,snažan
