,Concept_ID,ja,nl
512,Lehrer::N,先生,onderwijzer
513,Geld::N,金,geld
514,Geschäft::N,取り引き,zaak
515,Laden::N,店,winkel
516,Preis::N,値段,prijs
517,Ware::N,商品,waar
518,Nutzen::N,利益,nut
519,Nutzen::N,利益,voordeel
520,Reichtum::N,豊かさ,rijkdom
521,Welt::N,世界,wereld
522,Land::N,国,land
523,Staat::N,国家,staat
524,König::N,国王,koning
525,Macht::N,権力,macht
526,Grenze::N,国境,grens
527,Krieg::N,戦争,oorlog
528,Feind::N,敵,vijand
529,Gewalt::N,暴力,geweld
530,Kampf::N,戦い,strijd
531,Kampf::N,戦い,gevecht
532,Bogen[Waffe]::N,弓,boog
533,Pfeil::N,矢,pijl
534,Gewehr::N,銃,geweer
535,Fehler::N,間違い,fout
536,Lüge::N,嘘,leugen
537,Schaden::N,損害,schade
538,Unglück::N,不幸,tegenspoed
539,Schuld::N,罪,schuld
540,Alter::N,年,leeftijd
541,Alter::N,年齢,leeftijd
542,Schluss::N,終わり,slot
543,Zeit::N,時,tijd
544,Zeit::N,時間,tijd
545,Tag::N,日,dag
546,Morgen::N,朝,morgen
547,Morgen::N,朝,ochtend
548,Mittag::N,昼,middag
549,Abend::N,晩,avond
550,Abend::N,夕方,avond
551,Nacht::N,夜,nacht
552,Woche::N,週,week
553,Monat::N,月,maand
554,Jahr::N,年,jaar
555,Frühling::N,春,lente
556,Frühling::N,春,voorjaar
557,Sommer::N,夏,zomer
558,Herbst::N,秋,herfst
559,Winter::N,冬,winter
560,Januar::N,一月,januari
561,Februar::N,二月,februari
562,März::N,三月,maart
563,April::N,四月,april
564,Mai::N,五月,mei
565,Juni::N,六月,juni
566,Juli::N,七月,juli
567,August::N,八月,augustus
568,September::N,九月,september
569,Oktober::N,十月,oktober
570,November::N,十一月,november
571,Dezember::N,十二月,december
572,Montag::N,月曜日,maandag
573,Dienstag::N,火曜日,dinsdag
574,Mittwoch::N,水曜日,woensdag
575,Donnerstag::N,木曜日,donderdag
576,Freitag::N,金曜日,vrijdag
577,Samstag::N,土曜日,zaterdag
578,Sonntag::N,日曜日,zondag
579,groß::A,大きい,groot
580,klein::A,小さい,klein
581,lang::A,長い,lang
582,kurz::A,短い,kort
583,breit::A,広い,breed
584,schmal::A,狭い,smal
585,dicht::A,密な,dicht
586,dick[Gegenstand]::A,厚い,dik
587,dünn::A,薄い,dun
588,fein::A,細い,fijn
589,fest::A,硬い,vast
590,flach::A,平らな,plat
591,glatt::A,滑らかな,glad
592,hart::A,堅い,hard
593,weich::A,柔らかい,week
594,rund::A,丸い,rond
595,spitz::A,尖った,spits
596,spitz::A,尖った,puntig
597,scharf::A,鋭い,scherp
598,stumpf::A,鈍い,stomp
599,schwer::A,重い,zwaar
600,schön::A,綺麗な,mooi
601,schön::A,綺麗な,fraai
602,heiß::A,熱い,heet
603,warm::A,温かい,warm
604,kalt::A,寒い,koud
605,kalt::A,冷たい,koud
606,kühl::A,涼しい,koel
607,frisch::A,ひんやりした,fris
608,feucht::A,湿った,vochtig
609,nass::A,濡れた,nat
610,trocken::A,乾いた,droog
611,voll::A,いっぱいの,vol
612,leer::A,空の,leeg
613,offen::A,開いた,open
614,geschlossen::A,閉まった,gesloten
615,sauber::A,清潔な,net
616,sauber::A,清潔な,schoon
617,schmutzig::A,汚い,vuil
618,roh::A,生の,rauw
619,reif::A,熟した,rijp
620,lecker::A,美味しい,lekker
621,süß::A,甘い,zoet
622,bitter::A,苦い,bitter
623,sauer::A,酸っぱい,zuur
624,hell::A,明るい,licht
625,hell::A,明るい,helder
626,dunkel::A,暗い,donker
627,schwarz::A,黒い,zwart
628,weiß::A,白い,wit
629,rot::A,赤い,rood
630,gelb::A,黄色い,geel
631,blau::A,青い,blauw
632,grün::A,緑の,groen
633,grau::A,灰色の,grijs
634,bunt::A,色取り取りの,bont
635,billig::A,安い,goedkoop
636,teuer::A,高い,duur
637,wertvoll::A,貴重な,kostbaar
638,wertvoll::A,貴重な,waardevol
639,blind::A,盲目の,blind
640,taub::A,耳が聞こえない,doof
641,kräftig::A,強力な,krachtig
642,stark::A,強い,sterk
643,schwach::A,弱い,zwak
644,fett::A,太った,vet
645,schlank::A,ほっそりした,slank
646,hübsch::A,素敵な,leuk
647,böse::A,悪い,kwaad
648,dumm::A,馬鹿な,dom
649,faul::A,怠惰な,lui
650,fleißig::A,勤勉な,vlijtig
651,geizig::A,けちな,gierig
652,klug::A,賢い,slim
653,klug::A,賢い,schrander
654,klug::A,賢い,verstandig
655,klug::A,頭のいい,slim
656,klug::A,頭のいい,schrander
657,klug::A,頭のいい,verstandig
658,geschickt::A,器用な,handig
659,geschickt::A,器用な,vaardig
660,lieb::A,愛らしい,lief
661,lustig::A,楽しい,vrolijk
662,sanft::A,温和な,zacht
663,hungrig::A,空腹の,hongerig
664,krank::A,病気の,ziek
665,nackt::A,裸の,naakt
666,traurig::A,悲しい,treurig
667,traurig::A,悲しい,bedroefd
668,lebendig::A,生きた,levend
669,gut::A,良い,goed
670,schlecht::A,悪い,slecht
671,schlecht::A,駄目な,slecht
672,richtig::A,正しい,juist
673,schlimm::A,ひどい,erg
674,schlimm::A,ひどい,kwaad
675,wahr::A,本当の,waar
676,alt::A,古い,oud
677,neu::A,新しい,nieuw
678,ehemalig::A,以前の,voormalig
679,alt[Lebewesen]::A,年を取った,oud
680,jung::A,若い,jong
681,arm::A,貧乏な,arm
682,reich::A,裕福な,rijk
683,bekannt::A,有名な,bekend
684,berühmt::A,有名な,beroemd
685,fremd::A,見知らぬ,vreemd
686,verschieden::A,色々な,verscheiden
687,verschieden::A,色々な,verschillend
688,nah::A,近い,nabij
689,nah::A,近い,nabijgelegen
690,fern::A,遠い,ver
691,linker::A,左の,linker
692,rechter::A,右の,rechter
693,anderer::A,別の,andere
694,erster::A,一番目,eerste
695,zweiter::A,二番目,tweede
696,dritter::A,三番目,derde
697,letzter::A,最後の,laatste
698,allein::ADV,一人で,alleen
699,auf einmal::ADV,同時に,ineens
700,auf einmal::ADV,同時に,tegelijk
701,zusammen::ADV,一緒に,samen
702,zusammen::ADV,一緒に,bijeen
703,lange::ADV,長い間,lang
704,plötzlich::ADV,急に,eensklaps
705,plötzlich::ADV,急に,plotsklaps
706,sofort::ADV,すぐに,terstond
707,sofort::ADV,すぐに,aanstonds
708,sofort::ADV,すぐに,onmiddelijk
709,später::ADV,後で,later
710,jetzt::ADV,今,nu
711,jetzt::ADV,今,nou
712,jetzt::ADV,今,thans
713,heute::ADV,今日,heden
714,heute::ADV,今日,vandaag
715,morgen::ADV,明日,morgen
716,bald::ADV,間もなく,gauw
717,bald::ADV,間もなく,weldra
718,dann::ADV,それから,dan
719,dann::ADV,それから,toen
720,gestern::ADV,昨日,gisteren
721,einst::ADV,過去に,eens
722,damals::ADV,あの時,toen
723,damals::ADV,あの時,destijds
724,danach::ADV,その後で,daarna
725,vorher::ADV,以前に,vooraf
726,vorher::ADV,以前に,van tevoren
727,zuerst::ADV,まず,eerst
728,zuerst::ADV,まず,het eerst
729,zuerst::ADV,最初に,eerst
730,zuerst::ADV,最初に,het eerst
731,einmal::ADV,一回,eens
732,einmal::ADV,一回,eenmaal
733,manchmal::ADV,時々,soms
734,oft::ADV,よく,vaak
735,oft::ADV,よく,dikwijls
736,immer::ADV,いつも,altijd
737,niemals::ADV,一度も...ない,nooit
738,hier::ADV,こちら,hier
739,hierhin::ADV,ここへ,hierheen
740,hierhin::ADV,こちらへ,hierheen
741,von hier::ADV,ここから,van hier
742,von hier::ADV,ここから,hiervandaan
743,dort::ADV,そちら,daar
744,dort::ADV,そちら,ginds
745,dorthin::ADV,そこへ,daarheen
746,dorthin::ADV,そちらへ,daarheen
747,geradeaus::ADV,真っ直ぐに,rechtuit
748,geradeaus::ADV,真っ直ぐに,rechtdoor
749,vorwärts::ADV,前へ,vooruit
750,vorwärts::ADV,前へ,voorwaarts
751,rückwärts::ADV,後ろへ,achteruit
752,rückwärts::ADV,後ろへ,achterwaarts
753,zurück::ADV,後ろへ,terug
754,unten::ADV,下に,beneden
755,unten::ADV,下に,onderaan
756,hinab::ADV,下へ,omlaag
757,hinab::ADV,下へ,naar beneden
758,oben::ADV,上に,boven
759,hinauf::ADV,上へ,omhoog
760,hinauf::ADV,上へ,naar boven
761,überall::ADV,どこでも,alom
762,überall::ADV,どこでも,overal
763,nicht::ADV,ない,niet
764,ein wenig::ADV,少し,wat
765,ein wenig::ADV,ちょっと,wat
766,kaum::ADV,ほとんど～ない,amper
767,kaum::ADV,ほとんど～ない,nauwelijks
768,sehr::ADV,とても,erg
769,sehr::ADV,とても,zeer
770,so::ADV,こう,zo
771,noch::ADV,まだ,nog
772,nur::ADV,～だけ,maar
773,nur::ADV,～だけ,alleen
774,schon::ADV,もう,al
775,schon::ADV,もう,reeds
776,wieder::ADV,再び,weer
777,wieder::ADV,再び,terug
778,vergebens::ADV,無駄に,vergeefs
779,vergebens::ADV,無駄に,tevergeefs
780,vor::PRP,前に,voor
781,hinter::PRP,後ろに,achter
782,unter::PRP,下に,onder
783,unter::PRP,下に,beneden
784,durch::PRP,通して,door
785,neben::PRP,横に,naast
786,zwischen::PRP,間に,tussen
787,wegen::PRP,為に,wegens
788,wegen::PRP,為に,vanwege
789,wegen::PRP,せいで,wegens
790,wegen::PRP,せいで,vanwege
791,dies::PRN,これ,dit
792,das::PRN,それ,dat
793,alles::PRN,全部,alles
794,ich::PRN,私,ik
795,du::PRN,あなた,je
796,du::PRN,あなた,jij
797,er::PRN,彼,hij
798,wir::PRN,私達,we
799,wir::PRN,私達,wij
800,ihr::PRN,あなた達,jullie
801,sie::PRN,彼ら,ze
802,sie::PRN,彼ら,zij
803,was::FPRN,何,wat
804,wer::FPRN,誰,wie
805,wer::FPRN,どなた,wie
806,wo::FADV,どこ,waar
807,wo::FADV,どこに,waar
808,wohin::FADV,どこへ,waarheen
809,wie::FADV,どう,hoe
810,warum::FADV,何故,waarom
811,warum::FADV,どうして,waarom
812,wieviel::FNUM,どのくらい,hoeveel
813,eins::NUM,一,één
814,zwei::NUM,二,twee
815,zwei::NUM,二つ,twee
816,drei::NUM,三,drie
817,drei::NUM,三つ,drie
818,vier::NUM,四,vier
819,vier::NUM,四つ,vier
820,fünf::NUM,五,vijf
821,fünf::NUM,五つ,vijf
822,sechs::NUM,六,zes
823,sechs::NUM,六つ,zes
824,sieben::NUM,七,zeven
825,sieben::NUM,七つ,zeven
826,acht::NUM,八,acht
827,acht::NUM,八つ,acht
828,neun::NUM,九,negen
829,neun::NUM,九つ,negen
830,zehn::NUM,十,tien
831,elf::NUM,十一,elf
832,zwölf::NUM,十二,twaalf
833,zwanzig::NUM,二十,twintig
834,dreißig::NUM,三十,dertig
835,vierzig::NUM,四十,veertig
836,fünfzig::NUM,五十,vijftig
837,sechzig::NUM,六十,zestig
838,siebzig::NUM,七十,zeventig
839,achtzig::NUM,八十,tachtig
840,neunzig::NUM,九十,negentig
841,hundert::NUM,百,honderd
842,tausend::NUM,千,duizend
843,und::CNJ,-と,en
844,und::CNJ,そして,en
845,oder::CNJ,或いは,of
846,stehen::V,立っている,staan
847,sitzen::V,座っている,zitten
848,liegen::V,横になっている,liggen
849,hängen::V,掛かっている,hangen
850,werden::V,なる,worden
851,passieren::V,起こる,gebeuren
852,beginnen::V,始まる,beginnen
853,enden::V,終わる,eindigen
854,wechseln::V,変わる,wijzigen
855,wechseln::V,変わる,veranderen
856,aufgehen[Sonne]::V,出る,opgaan
857,untergehen[Sonne]::V,沈む,ondergaan
858,scheinen[Sonne]::V,輝く,schijnen
859,donnern::V,雷が鳴る,donderen
860,wehen::V,吹く,waaien
