,Concept_ID,sk,ce
266,Neuigkeit::N,novinka,керланиг
267,Name::N,meno,цӏе
268,Rätsel::N,záhada,хӏетал-метал
269,Rätsel::N,hádanka,хӏетал-метал
270,Rede::N,reč,къамел
271,Sprache::N,reč,мотт
272,Sprache::N,jazyk,мотт
273,Stimme::N,hlas,aз
274,Wort::N,slovo,дош
275,Zeichen::N,znak,билгало
276,Ruf::N,volanie,кхайкхар
277,Ruf::N,zavolanie,кхайкхар
278,Lärm::N,hluk,гӏовгӏа
279,Lärm::N,hurhaj,гӏовгӏа
280,Laut::N,zvuk,аз
281,Ton::N,tón,aз
282,Ton::N,zvuk,aз
283,Lied::N,pieseň,илли
284,Ruhe::N,pokoj,тийналла
285,Leute::N,ľudia,нах
286,Volk::N,ľud,халкъ
287,Volk::N,národ,халкъ
288,Arbeit::N,práca,болх
289,Arbeit::N,robota,болх
290,Gast::N,hosť,хьаша
291,Geschenk::N,dar,совгӏат
292,Spiel::N,hra,ловзар
293,Gesellschaft::N,spoločnosť,юкъаралла
294,Hilfe::N,pomoc,гӏо
295,Freund::N,priateľ,доттагl
296,Kamerad::N,kamarát,накъост
297,Angelegenheit::N,vec,гӏуллакх
298,Angelegenheit::N,záležitosť,гӏуллакх
299,Anzahl::N,počet,терахь
300,Anzahl::N,množstvo,терахь
301,Art::N,druh,
302,Stück::N,kus,юьхк
303,Stück::N,kúsok,юьхк
304,Teil::N,časť,дакъа
305,Hälfte::N,polka,ах
306,Hälfte::N,polovica,ах
307,Kreis::N,kruh,го
308,Kreuz::N,kríž,жӏара
309,Linie::N,línia,сиз
310,Strich::N,čiara,сиз
311,Abstand::N,vzdialenosť,юкъ
312,Entfernung::N,vzdialenosť,
313,Gegend::N,kraj,мeттиг
314,Gegend::N,krajina,мeттиг
315,Platz::N,miesto,майда
316,Ort::N,miesto,меттиг
317,Seite::N,bok,aгӏo
318,Seite::N,strana,aгӏo
319,Mitte::N,stred,юкъ
320,Gegenstand::N,predmet,хӏума
321,Sache::N,vec,хӏума
322,Rand::N,kraj,йист
323,Rand::N,okraj,йист
324,Kante::N,hrana,йист
325,Ecke::N,roh,са
326,Spitze::N,hrot,ралла
327,Spitze::N,špička,ралла
328,Ende::N,koniec,юьхьиг
329,Loch::N,diera,ӏуьрг
330,Winkel::N,kút,са
331,Muster::N,vzor,дагар
332,Muster::N,vzor,тӏамар
333,Muster::N,vzorka,дагар
334,Muster::N,vzorka,тӏамар
335,Größe::N,veľkosť,барам
336,Länge::N,dĺžka,йохалла
337,Höhe::N,výška,локхалла
338,Gewicht::N,váha,йозалла
339,Menge::N,množstvo,дукхалла
340,Haufen::N,hŕba,сал
341,Haufen::N,hŕba,оьла
342,Reihe::N,rad,рагӏ
343,Reihe::N,rad,могӏа
344,Boot::N,čln,кема
345,Ruder::N,veslo,пийсиг
346,Schlitten::N,sane,салаз
347,Ski::N,lyža,когсалаз
348,Lagerfeuer::N,táborák,цӏе
349,Last::N,ťarcha,дукъ
350,Last::N,bremeno,дукъ
351,Gang::N,chôdza,лелар
352,Schritt::N,krok,гӏулч
353,Norden::N,sever,къилбаседе
354,Süden::N,juh,къилбе
355,Westen::N,západ,малхбузе
356,Osten::N,východ,малхбале
357,Holz::N,drevo,дечиг
358,Brett::N,doska,у
359,Platte::N,doska,у
360,Platte::N,platňa,у
361,Stütze::N,opora,гӏopтоp
362,Stange::N,tyč,гӏуркх
363,Stock::N,palica,ӏаса
364,Stab::N,palica,гӏаж
365,Rohr::N,rúra,биргӏа
366,Haus::N,dom,цӏа
367,Heim::N,domov,кхерч
368,Ofen::N,pec,кхерч
369,Ofen::N,kachle,кхерч
370,Fußboden::N,dlážka,цӏенкъа
371,Fußboden::N,podlaha,цӏенкъа
372,Tisch::N,stôl,шун
373,Stuhl::N,stolička,гӏант
374,Wiege::N,kolíska,ага
375,Bett::N,lôžko,маьнга
376,Bett::N,posteľ,маьнга
377,Regal::N,regál,терхи
378,Regal::N,polica,терхи
379,Kiste::N,debna,яьшка
380,Fenster::N,okno,кор
381,Fenster::N,oblok,кор
382,Tür::N,dvere,неӏ
383,Tor::N,vráta,ков
384,Zaun::N,plot,керт
385,Zaun::N,ohrada,керт
386,Dach::N,krov,тхов
387,Dach::N,strecha,тхов
388,Leiter::N,rebrík,лами
389,Leiter::N,rebrina,лами
390,Besen::N,metla,нуй
391,Spaten::N,rýľ,бел
392,Schaufel::N,lopata,аьшкал
393,Gabel::N,vidlička,мӏара
394,Löffel::N,lyžica,ӏайг
395,Messer::N,nôž,урс
396,Nagel::N,klinec,хьостам
397,Netz::N,sieť,бой
398,Haken::N,hák,мӏара
399,Haken::N,háčik,мӏара
400,Griff::N,rukoväť,
401,Schloss::N,zámka,чӏега
402,Bild::N,obraz,сурт
403,Figur::N,figúra,
404,Puppe::N,bábka,тайниг
405,Puppe::N,bábika,тайниг
406,Beutel::N,vrece,гали
407,Beutel::N,vrecko,гали
408,Bündel::N,uzlík,кочар
409,Bündel::N,zväzok,кочар
410,Tasche::N,taška,тӏоьрмиг
411,Tasche::N,kabelka,тӏоьрмиг
412,Eimer::N,vedro,чийлик
413,Deckel::N,vrchnák,негӏар
414,Deckel::N,pokrývka,негӏар
415,Geschirr::N,nádoba,пхьегӏа
416,Sack::N,mech,гали
417,Sack::N,vrece,гали
418,Tasse::N,šálka,кад
419,Topf::N,hrniec,яй
420,Kessel::N,kotol,яй
421,Essen::N,jedlo,юург
422,Nahrung::N,strava,кхача
423,Nahrung::N,potrava,кхача
424,Speise::N,jedlo,юург
425,Fleisch::N,mäso,жижиг
426,Getreide::N,obilie,буьртиг
427,Brei::N,kaša,xудар
428,Brot::N,chlieb,бепиг
429,Brot::N,chlieb,кхаллар
430,Scheibe::N,kotúč,цастар
431,Scheibe::N,krajec,цастар
432,Fett::N,tuk,мохь
433,Fett::N,masť,мохь
434,Butter::N,maslo,налха
435,Öl::N,olej,даьтта
436,Salz::N,soľ,туьха
437,Suppe::N,polievka,чорпа
438,Honig::N,med,моз
439,Milch::N,mlieko,шура
440,Tee::N,čaj,чай
441,Leder::N,koža,цӏока
442,Wolle::N,vlna,тӏapгӏa
443,Stoff::N,súkno,кӏади
444,Nadel::N,ihla,маха
445,Faden::N,niť,тай
446,Faden::N,vlákno,тай
447,Knopf::N,gombík,нуьйда
448,Knoten::N,uzol,шад
449,Farbe::N,farba,сир
450,Farbe::N,farba,басар
451,Kleidung::N,šaty,бедар
452,Kleidung::N,šatstvo,бедар
453,Hemd::N,košeľa,коч
454,Kragen::N,golier,кач
455,Ärmel::N,rukáv,пхьош
456,Hose::N,nohavice,хеча
457,Gürtel::N,pás,доьхка
458,Gürtel::N,opasok,доьхка
459,Mütze::N,čiapka,куй
460,Schuh::N,obuv,мача
461,Schuh::N,topánka,мача
462,Stiefel::N,čižma,этка
463,Ring::N,prsteň,чӏуг
464,Band::N,stuha,лента
465,Kamm::N,hrebeň,ехк
466,Spiegel::N,zrkadlo,куьзга
467,Riemen::N,remeň,доьхка
468,Schnur::N,šnúra,муш
469,Leine::N,vodidlo,кочатосу доьхка
470,Decke::N,deka,юргӏа
471,Decke::N,prikrývka,юргӏа
472,Kissen::N,poduška,гIайба
473,Tuch::N,šatka,исхар
474,Handtuch::N,uterák,гата
475,Kraft::N,moc,гӏора
476,Stärke::N,sila,гӏап
477,Gesundheit::N,zdravie,могашалла
478,Krankheit::N,nemoc,цамгар
479,Krankheit::N,choroba,цамгар
480,Schmerz::N,bolesť,лазар
481,Wunde::N,rana,чов
482,Fieber::N,horúčka,xорша
483,Arznei::N,liek,молха
484,Brücke::N,most,тӏай
485,Brunnen::N,studňa,гӏу
486,Weide::N,pastva,дак
487,Pfad::N,chodník,тача
488,Weg::N,cesta,некъ
489,Straße::N,hradská,урам
490,Dorf::N,dedina,юрт
491,Stadt::N,mesto,гӏала
492,Brief::N,list,кехат
493,Buch::N,kniha,жайна
494,Buchstabe::N,litera,элп
495,Buchstabe::N,písmeno,элп
496,Zeitung::N,noviny,газет
497,Leben::N,život,дахар
498,Tod::N,smrť,далар
499,Tod::N,smrť,ӏожалла
500,Grab::N,hrob,каш
501,Kirche::N,kostol,килс
502,Sünde::N,hriech,къа
503,Gott::N,boh,дела
504,Arbeiter::N,robotník,белхало
505,Arbeiter::N,pracnovík,белхало
506,Chef::N,šéf,хьаькам
507,Chef::N,riaditeľ,хьаькам
508,Meister::N,majster,говзанча
509,Arzt::N,lekár,лор
510,Lehrer::N,učiteľ,хьехархо
511,Geld::N,peniaze,aхча
512,Geschäft::N,obchod,туька
513,Laden::N,obchod,туька
514,Preis::N,cena,мах
515,Ware::N,tovar,хlума
516,Nutzen::N,osoh,пайда
517,Nutzen::N,úžitok,пайда
518,Reichtum::N,bohatstvo,хьал
519,Welt::N,svet,дуьне
520,Land::N,územie,мохк
521,Land::N,krajina,мохк
522,Staat::N,štát,пачхьалкх
523,König::N,kráľ,паччахь
524,Macht::N,moc,ӏедал
525,Macht::N,mocnosť,ӏедал
526,Grenze::N,hranica,доза
527,Krieg::N,vojna,тӏом
528,Feind::N,nepriateľ,мостагӏ
529,Gewalt::N,násilie,гӏело
530,Kampf::N,boj,къийсам
531,Bogen[Waffe]::N,luk,
532,Pfeil::N,šíp,пха
533,Pfeil::N,strela,пха
534,Gewehr::N,puška,топ
535,Fehler::N,omyl,гӏалат
536,Fehler::N,chyba,гӏалат
537,Lüge::N,lož,аьшпаш
538,Schaden::N,ujma,зен
539,Schaden::N,škoda,зен
540,Unglück::N,nešťastie,бала
541,Schuld::N,vina,бехк
542,Schuld::N,previnenie,бехк
543,Alter::N,vek,хан
544,Schluss::N,záver,чакхе
545,Schluss::N,koniec,чакхе
546,Zeit::N,čas,хан
547,Tag::N,deň,де
548,Morgen::N,ráno,ӏуьйре
549,Mittag::N,poludnie,делкъе
550,Abend::N,večer,суьйре
551,Nacht::N,noc,буьйса
552,Woche::N,týždeň,кӏира
553,Monat::N,mesiac,бутт
554,Jahr::N,rok,шо
555,Frühling::N,jar,бӏаьсте
556,Sommer::N,leto,аьхке
557,Herbst::N,jeseň,гуьйре
558,Winter::N,zima,ӏа
559,Januar::N,január,январь
560,Februar::N,február,февраль
561,März::N,marec,март
562,April::N,apríl,апрель
563,Mai::N,máj,май
564,Juni::N,jún,июнь
565,Juli::N,júl,июль
566,August::N,august,август
567,September::N,september,сентябрь
568,Oktober::N,október,октябрь
569,November::N,november,ноябрь
570,Dezember::N,december,декабрь
571,Montag::N,pondelok,оршот
572,Dienstag::N,utorok,шинара
573,Mittwoch::N,streda,кхаара
574,Donnerstag::N,štvrtok,еара
575,Freitag::N,piatok,пӏераска
576,Samstag::N,sobota,шот
577,Sonntag::N,nedeľa,кӏиранде
578,groß::A,veľký,доккха
579,klein::A,malý,кегий
580,lang::A,dlhý,еха
581,kurz::A,krátky,доца
582,breit::A,široký,шуьйра
583,schmal::A,úzky,готта
584,dicht::A,hustý,луьста
585,dick[Gegenstand]::A,tlstý,стомма
586,dünn::A,tenký,дуткъа
587,fein::A,jemný,ховха
588,fest::A,pevný,чӏогӏа
589,flach::A,rovný,чӏапа
590,flach::A,plochý,чӏапа
591,glatt::A,hladký,шера
592,hart::A,tvrdý,чӏогӏa
593,weich::A,mäkký,кӏеда
594,rund::A,guľatý,горга
595,rund::A,okrúhly,горга
596,spitz::A,končitý,ира
597,scharf::A,ostrý,ира
598,stumpf::A,tupý,аьртa
599,schwer::A,ťažký,деза
600,schön::A,pekný,хаза
601,schön::A,krásny,хаза
602,heiß::A,horúci,довха
603,warm::A,teplý,довха
604,kalt::A,studený,шийла
605,kühl::A,chladný,шийла
606,frisch::A,svieži,керла
607,feucht::A,vlhký,тӏуьна
608,feucht::A,zvlhnutý,тӏуьна
609,nass::A,mokrý,тӏеда
610,trocken::A,suchý,eкъа
611,voll::A,plný,дуьзна
612,leer::A,prázdny,яьсса
613,offen::A,otvorený,диллина
614,geschlossen::A,zavretý,дӏакъевлина
615,geschlossen::A,zavretý,дӏачӏагӏдина
616,sauber::A,čistý,цӏена
617,schmutzig::A,špinavý,боьха
618,roh::A,surový,буьйда
619,reif::A,zrelý,хилла
620,lecker::A,chutný,чоме
621,süß::A,sladký,мерза
622,bitter::A,horký,къаьхьа
623,sauer::A,kyslý,муьста
624,hell::A,jasný,сирла
625,hell::A,svetlý,сирла
626,dunkel::A,temný,бодане
627,schwarz::A,čierny,ӏаьржа
628,weiß::A,biely,кӏайн
629,rot::A,červený,цӏен
630,gelb::A,žltý,можа
631,blau::A,modrý,сийна
632,blau::A,belasý,сийна
633,grün::A,zelený,баьццара
634,grau::A,šedý,cира
635,grau::A,šedý,мокха
636,bunt::A,pestrý,къорза
637,billig::A,lacný,дораха
638,teuer::A,drahý,деза
639,wertvoll::A,cenný,мехала
640,blind::A,slepý,бӏаьрзе
641,taub::A,hluchý,къора
642,kräftig::A,silný,нуьцкъала
643,stark::A,silný,зоьртала
644,stark::A,silný,нуьцкъала
645,schwach::A,slabý,гӏорасиза
646,schwach::A,bezvládny,гӏорасиза
647,fett::A,tučný,дерстана
648,schlank::A,štíhly,куц долу
649,hübsch::A,šumný,хаза
650,hübsch::A,švárny,хаза
651,böse::A,zlý,вон
652,dumm::A,hlúpy,сонта
653,faul::A,lenivý,мало ен
654,fleißig::A,snaživý,тӏера
655,fleißig::A,usilovný,тӏера
656,geizig::A,skupý,пис
657,geizig::A,skupý,сутара
658,geizig::A,lakomý,пис
659,geizig::A,lakomý,сутара
660,klug::A,múdry,хьекъале
661,klug::A,bystrý,хьекъале
662,geschickt::A,zručný,тӏахъаьлла
663,geschickt::A,šikovný,тӏахъаьлла
664,lieb::A,milý,хьоме
665,lustig::A,veselý,самукъане
666,sanft::A,nežný,кlеда
667,hungrig::A,lačný,меца
668,hungrig::A,hladný,меца
669,krank::A,chorý,цомгуш долу
670,krank::A,nemocný,цомгуш долу
671,nackt::A,nahý,дерзана
672,traurig::A,smutný,самукъане воцу
673,lebendig::A,živý,дийна
674,gut::A,dobrý,дика
675,schlecht::A,zlý,вон
676,richtig::A,správny,нийса
677,schlimm::A,zlý,вон
678,schlimm::A,nepríjemný,вон
679,wahr::A,pravý,бакъдолу
680,wahr::A,pravdivý,бакъдолу
681,alt::A,starý,къена
682,neu::A,nový,керла
683,ehemalig::A,bývalý,хилла
684,alt[Lebewesen]::A,starý,къена
685,jung::A,mladý,къона
686,arm::A,chudobný,къен
687,reich::A,bohatý,хьоле
688,bekannt::A,známy,девзаш долу
689,berühmt::A,slávny,цӏеяхана
690,berühmt::A,povestný,цӏеяхана
691,fremd::A,cudzí,нехан
692,verschieden::A,rôzny,тайп-тайпанара
693,verschieden::A,rozličný,тайп-тайпанара
694,nah::A,blízky,гергара
695,fern::A,ďaleký,гена
696,fern::A,ďaleký,генара
697,linker::A,ľavý,аьрру
698,rechter::A,pravý,аьтту
699,anderer::A,iný,кхин
700,anderer::A,druhý,кхин
701,erster::A,prvý,хьалхара
702,zweiter::A,druhý,шолгIа
703,dritter::A,tretí,кхоалгӏа
704,letzter::A,ostatný,тӏаьххьара
705,letzter::A,posledný,тӏаьххьара
706,allein::ADV,sám,цхьаъ
707,auf einmal::ADV,zároveň,цу сохьтта
708,zusammen::ADV,spolu,цхьана
709,zusammen::ADV,spoločne,цхьана
710,lange::ADV,dlho,дукха
711,plötzlich::ADV,náhle,цIеххьана
712,sofort::ADV,hneď,цу сохьтта
713,sofort::ADV,ihneď,цу сохьтта
714,später::ADV,neskoršie,тӏаьхьо
715,jetzt::ADV,teraz,хӏинца
716,heute::ADV,dnes,тахана
717,morgen::ADV,zajtra,кхана
718,bald::ADV,skoro,кеста
719,dann::ADV,nato,тӏаккха
720,dann::ADV,potom,тӏаккха
721,gestern::ADV,včera,селхана
722,einst::ADV,kedysi,цкъа
723,einst::ADV,niekedy,цкъа
724,damals::ADV,vtedy,хӏетахьь
725,danach::ADV,potom,тӏаккха
726,danach::ADV,podľa toho,тӏаккха
727,vorher::ADV,napred,хьалхa
728,vorher::ADV,predtým,хьалхa
729,zuerst::ADV,najprv,хьалха
730,einmal::ADV,raz,цкъа
731,einmal::ADV,jedenkrát,цкъа
732,manchmal::ADV,občas,цкъаццкъа
733,manchmal::ADV,niekedy,цкъаццкъа
734,oft::ADV,často,кест-кеста
735,immer::ADV,vždy,даим
736,immer::ADV,ustavične,даим
737,niemals::ADV,nikdy,цкъа а
738,hier::ADV,tu,кхузахь
739,hierhin::ADV,sem,кхуза
740,hierhin::ADV,tade,кхуза
741,von hier::ADV,odtiaľto,кхузара
742,dort::ADV,tam,цигахь
743,dorthin::ADV,ta,цига
744,dorthin::ADV,tam,цига
745,geradeaus::ADV,rovno,нийса дӏа
746,geradeaus::ADV,priamo,нийса дӏа
747,vorwärts::ADV,napred,хьалха
748,rückwärts::ADV,nazad,юха
749,zurück::ADV,späť,юха
750,zurück::ADV,naspäť,юха
751,unten::ADV,dolu,лахахь
752,unten::ADV,naspodku,лахахь
753,hinab::ADV,dolu,охьа
754,oben::ADV,hore,лакхахь
755,oben::ADV,navrchu,лакхахь
756,hinauf::ADV,hore,хьала
757,hinauf::ADV,navrch,хьала
758,überall::ADV,všade,массанхьа
759,nicht::ADV,nie,ца
760,ein wenig::ADV,trocha,кӏеззиг
761,kaum::ADV,ledva,халла
762,sehr::ADV,veľmi,вуно
763,so::ADV,tak,
764,so::ADV,takto,
765,noch::ADV,ešte,кхин
766,nur::ADV,len,бен ...ца
767,schon::ADV,už,хӏинцале
768,wieder::ADV,zasa,юха а
769,vergebens::ADV,márne,эрна
770,vergebens::ADV,nadarmo,эрна
771,vor::PRP,pred,хьалха
772,hinter::PRP,za,тӏехьа
773,unter::PRP,pod,кIелахь
774,durch::PRP,cez,чекх
775,neben::PRP,pri,юххе
776,neben::PRP,vedľa,юххе
777,zwischen::PRP,medzi,юккъехь
778,wegen::PRP,pre,дуьхьа
779,wegen::PRP,kvôli,дуьхьа
780,dies::PRN,to,и
781,dies::PRN,to,иза
782,dies::PRN,táto,и
783,dies::PRN,táto,иза
784,das::PRN,to,и
785,das::PRN,to,иза
786,alles::PRN,všetko,дерриг
787,ich::PRN,ja,cо
788,du::PRN,ty,хьо
789,er::PRN,on,и
790,er::PRN,on,иза
791,wir::PRN,my,тхо
792,wir::PRN,my,вай
793,ihr::PRN,vy,шу
794,sie::PRN,oni,уьш
795,was::FPRN,čo,хӏун
796,wer::FPRN,kto,мила
797,wo::FADV,kde,мичaхь
798,wohin::FADV,kam,мича
799,wie::FADV,ako,муха
