,Concept_ID,sk,kn
55,Traum::N,sen,ಕನಸು
56,Himmel::N,nebo,ಬಾನು
57,Sonne::N,slnko,ಸೂರ್ಯ
58,Mond::N,mesiac,ಚಂದ್ರ
59,Stern::N,hviezda,ಚುಕ್ಕಿ
60,Luft::N,vzduch,ವಾಯು
61,Wind::N,vietor,ಗಾಳಿ
62,Welle::N,vlna,ಅಲೆ
63,Wasser::N,voda,ನೀರು
64,Stein::N,kameň,ಕಲ್ಲು
65,Boden::N,zem,ನೆಲ
66,Boden::N,pôda,ನೆಲ
67,Erde::N,zem,ಭೂಮಿ
68,Staub::N,prach,ದೂಳು
69,Rauch::N,dym,ಹೊಗೆ
70,Funke::N,iskra,ಕಿಡಿ
71,Feuer::N,oheň,ಬೆಂಕಿ
72,Licht::N,svetlo,ಬೆಳಕು
73,Schatten::N,tieň,ನೆರಳು
74,Wetter::N,počasie,ಹವ
75,Nebel::N,hmla,ಮಂಜು
76,Wolke::N,oblak,ಮೋಡ
77,Wolke::N,mračno,ಮೋಡ
78,Regen::N,dážď,ಮಳೆ
79,Schnee::N,sneh,ಹಿಮ
80,Eis::N,ľad,ಮಂಜುಗಡ್ಡೆ
81,Frost::N,mráz,ಮಂಜು
82,Kälte::N,zima,ಹಿಮ
83,Kälte::N,chlad,ಹಿಮ
84,Hitze::N,horúčava,ಉಷ್ಣ
85,Raureif::N,srieň,ಇಬ್ಬನಿ
86,Raureif::N,inovať,ಇಬ್ಬನಿ
87,Regenbogen::N,dúha,ಇಂದ್ರಚಾಪ
88,Donner::N,hrom,ಗುಡುಗು
89,Strömung::N,prúdenie,ಪ್ರವಾಹ
90,Tropfen::N,kvapka,ತೊಟ್ಟು
91,Schaum::N,pena,ನೊರೆ
92,Schmutz::N,špina,ಕಸ
93,Schmutz::N,nečistota,ಕಸ
94,See::N,jazero,ಸರೋವರ
95,Sumpf::N,bahno,ಜೌಗುಸ್ಥಳ
96,Moor::N,močiar,ಬಂಜರು ಭೂಮಿ
97,Wiese::N,lúka,ಹುಲ್ಲುಗಾವಲು
98,Wald::N,les,ಕಾಡು
99,Wald::N,hora,ಕಾಡು
100,Hügel::N,vŕšok,ಗುಡ್ಡೆ
101,Anhöhe::N,výšina,ದಿಬ್ಬ
102,Anhöhe::N,vyvýšenina,ದಿಬ್ಬ
103,Berg::N,hora,ಮಲೆ
104,Berg::N,hora,ಪರ್ವತ
105,Gipfel::N,vrchol,ಶೃಂಗ
106,Höhle::N,jaskyňa,ಗುಹೆ
107,Abhang::N,úbočie,ಇಳಿಜಾರು
108,Quelle::N,prameň,ಮೂಲ
109,Bach::N,potok,ತೊರೆ
110,Fluss::N,rieka,ನದಿ
111,Ufer::N,breh,ತೀರ
112,Küste::N,pobrežie,ದಂಡೆ
113,Festland::N,pevnina,ಭೂಮಿ
114,Meer::N,more,ಕಡಲು
115,Bucht::N,záliv,ಖಾರಿ
116,Bucht::N,zátoka,ಖಾರಿ
117,Insel::N,ostrov,ದ್ವೀಪ
118,Blume::N,kvet,ಸುಮ
119,Blume::N,kvetina,ಸುಮ
120,Gras::N,tráva,ಹುಲ್ಲು
121,Wurzel::N,koreň,ಬೇರು
122,Baum::N,strom,ಮರ
123,Stamm::N,kmeň,ಕಾಂಡ
124,Rinde::N,kôra,ತೂಗಟಿ
125,Ast::N,konár,ಶಾಖೆ
126,Zweig::N,vetva,ರೆಂಬೆ
127,Blatt::N,list,ಎಲೆ
128,Birke::N,breza,ಬರ್ಚ್ ಮರ
129,Kiefer[Baum]::N,sosna,ದೇವದಾರು ಮರ
130,Kiefer[Baum]::N,borovica,ದೇವದಾರು ಮರ
131,Weide[Baum]::N,vŕba,ವಿಲೋಮರ
132,Tanne::N,jedľa,ಭದ್ರದಾರು
133,Horn::N,roh,ಕೊಂಬು
134,Feder::N,pero,ಪುಕ್ಕ
135,Fell::N,koža,ರೋಮ
136,Fell::N,kožušina,ರೋಮ
137,Flügel::N,krídlo,ರೆಕ್ಕೆ
138,Klaue::N,paznecht,ಪಂಜ
139,Kralle::N,pazúr,ಉಗುರು
140,Schwanz::N,chvost,ಬಾಲ
141,Ei::N,vajce,ಮೊಟ್ಟೆ
142,Ei::N,vajíčko,ಮೊಟ್ಟೆ
143,Nest::N,hniezdo,ಗೂಡು
144,Bau::N,nora,ಅಡಗುದಾಣ
145,Tier::N,zviera,ಪ್ರಾಣಿ
146,Herde::N,stádo,ಗುಂಪು
147,Kuh::N,krava,ಹಸು
148,Bulle::N,býk,ಗೂಳಿ
149,Pferd::N,kôň,ಕುದುರೆ
150,Schaf::N,ovca,ಕುರಿ
151,Schwein::N,sviňa,ಹಂದಿ
152,Hund::N,pes,ನಾಯಿ
153,Katze::N,mačka,ಬೆಕ್ಕು
154,Bär::N,medveď,ಕರಡಿ
155,Eichhörnchen::N,veverička,ಉಡುತೆ
156,Elch::N,los,ಕಡವೆ
157,Fuchs::N,líška,ನರಿ
158,Hase::N,zajac,ಮೊಲ
159,Maus::N,myš,ಇಲಿ
160,Wolf::N,vlk,ತೋಳ
161,Vogel::N,vták,ಪಕ್ಷಿ
162,Schwarm::N,roj,ಗುಂಪು
163,Huhn::N,kurča,ಚಿಕ್
164,Huhn::N,sliepka,ಚಿಕ್
165,Hahn::N,kohút,ಹುಂಜ
166,Gans::N,hus,ವರಟೆ
167,Adler::N,orol,ಗರುಡ
168,Ente::N,kačka,ಬಾತು
169,Ente::N,kačica,ಬಾತು
170,Eule::N,sova,ಗೂಬೆ
171,Kranich::N,žeriav,ಕೊಕ್ಕರ
172,Krähe::N,vrana,ಕಾಗೆ
173,Kuckuck::N,kukučka,ಕೋಗಿಲೆ
174,Schwan::N,labuť,ಹಂಸಪಕ್ಷಿ
175,Fisch::N,ryba,ಮೀನು
176,Barsch::N,ostriež,ಪರ್ಚ್ ಮೀನು
177,Hecht::N,šťuka,ಪೈಕ್ ಮೀನು
178,Schlange[Tier]::N,had,ಹಾವು
179,Wurm::N,červ,ಹುಳು
180,Spinne::N,pavúk,ಊರ್ಣನಾಭ
181,Ameise::N,mravec,ಇರುವೆ
182,Laus::N,voš,ಹೇನು
183,Mücke::N,komár,ಸೊಳ್ಳೆ
184,Fliege::N,mucha,ನೊಣ
185,Schmetterling::N,motýľ,ಪತಂಗ
186,Beere::N,bobuľa,ನಯವಣ್ಣು
187,Apfel::N,jablko,ಸೇಬು
188,Pilz::N,hríb,ಅಣಬೆ
189,Zwiebel::N,cibuľa,ನೀರುಳ್ಳಿ
190,Saat::N,osivo,ಬಿತ್ತ
191,Korn::N,zrno,ಬೀಜ
192,Heu::N,seno,ಕರಡ
193,Schale::N,šupa,ಹೊಟ್ಟು
194,Schale::N,škrupina,ಹೊಟ್ಟು
195,Grube::N,jama,ಗುಂಡಿ
196,Falle::N,pasca,ಬೋನು
197,Falle::N,klepec,ಬೋನು
198,Schlinge::N,slučka,ಉರುಲು
199,Spur::N,stopa,ಜಾಡು
200,Asche::N,popol,ಬೂದಿ
201,Dreck::N,kal,ಹೊಲಸು
202,Dreck::N,blato,ಹೊಲಸು
203,Eisen::N,železo,ಕಬ್ಬಿಣ
204,Gold::N,zlato,ಚಿನ್ನ
205,Silber::N,striebro,ಬೆಳ್ಳಿ
206,Kohle::N,uhlie,ಕಲ್ಲಿದ್ದಲು
207,Glas::N,sklo,ಗಾಜು
208,Lehm::N,íl,ಜೇಡಿಮಣ್ಣು
209,Lehm::N,hlina,ಜೇಡಿಮಣ್ಣು
210,Sand::N,piesok,ಮರಳು
211,Mensch::N,človek,ಪುರುಷ
212,Mann::N,muž,ಆಳು
213,Mann::N,chlap,ಆಳು
214,Frau::N,žena,ಹೆಣ್ಣು
215,Kind::N,dieťa,ಮಗು
216,Junge::N,chlapec,ಹುಡುಗ
217,Mädchen::N,dievka,ಹುಡುಗಿ
218,Familie::N,rodina,ಕುಟುಂಬ
219,Großvater::N,dedo,ಅಜ್ಜ
220,Großvater::N,starý otec,ಅಜ್ಜ
221,Großmutter::N,babička,ಅಮ್ಮ
222,Großmutter::N,stará mať,ಅಮ್ಮ
223,Eltern::N,rodičia,ಹೆತ್ತವರು
224,Vater::N,otec,ತಂದೆ
225,Mutter::N,mať,ಅಮ್ಮ
226,Mutter::N,matka,ಅಮ್ಮ
227,Sohn::N,syn,ಮಗ 
228,Tochter::N,dcéra,ಮಗಳು
229,Bruder::N,brat,ತಮ್ಮ
230,Schwester::N,sestra,ತಂಗಿ
231,Onkel::N,ujo,ಸೋದರಮಾವ
232,Onkel::N,ujo,ದೊಡ್ಡಪ್ಪ
233,Onkel::N,strýko,ಸೋದರಮಾವ
234,Onkel::N,strýko,ದೊಡ್ಡಪ್ಪ
235,Tante::N,teta,ಚಿಕ್ಕಮ್ಮ
236,Tante::N,tetka,ಚಿಕ್ಕಮ್ಮ
237,Ehemann::N,muž,ಗಂಡ
238,Ehemann::N,manžel,ಗಂಡ
239,Ehefrau::N,žena,ಹೆಂಡತಿ
240,Ehefrau::N,manželka,ಹೆಂಡತಿ
241,Freude::N,radosť,ನಲಿವು
242,Gelächter::N,smiech,ನಗೆ
243,Glück::N,šťastie,ಆನಂದ
244,Kummer::N,žiaľ,ದುಃಖ
245,Kummer::N,zármutok,ದುಃಖ
246,Wunsch::N,prianie,ಬಯಕೆ
247,Lust::N,chuť,ಇಷ್ಟ
248,Geist::N,duch,ಆತ್ಮ
249,Gedanke::N,myšlienka,ಯೋಚನೆ
250,Gedächtnis::N,pamäť,ಸ್ಮರಣೆ
251,Verstand::N,rozum,ಮನಸ್ಸು
252,Sinn::N,zmysel,ಅರ್ಥ
253,Grund::N,dôvod,ಕಾರಣ
254,Grund::N,príčina,ಕಾರಣ
255,Wahrheit::N,pravda,ಸತ್ಯ
256,Gespräch::N,reč,ಸಂಭಾಷಣೆ
257,Gespräch::N,rozhovor,ಸಂಭಾಷಣೆ
258,Märchen::N,rozprávka,ಸುಳ್ಳು ಕಥೆ
259,Erzählung::N,poviedka,ಕಥೆ
260,Nachricht::N,správa,ಸಂದೇಶ
261,Neuigkeit::N,novinka,ಸುದ್ದಿ
262,Name::N,meno,ಹೆಸರು
263,Rätsel::N,záhada,ಒಗಟು
264,Rätsel::N,hádanka,ಒಗಟು
265,Rede::N,reč,ಮಾತು
266,Sprache::N,reč,ಭಾಷೆ
267,Sprache::N,jazyk,ಭಾಷೆ
268,Stimme::N,hlas,ಧ್ವನಿ
269,Wort::N,slovo,ಮಾತು
270,Zeichen::N,znak,ಗುರುತು
271,Ruf::N,volanie,ಕೂಗು
272,Ruf::N,zavolanie,ಕೂಗು
273,Lärm::N,hluk,ಸದ್ದು
274,Lärm::N,hurhaj,ಸದ್ದು
275,Laut::N,zvuk,ಶಬ್ದ
276,Ton::N,tón,ನಾದ
277,Ton::N,zvuk,ನಾದ
278,Lied::N,pieseň,ಗಾನ
279,Ruhe::N,pokoj,ಶಾಂತಿ
280,Leute::N,ľudia,ಮಂದಿ
281,Volk::N,ľud,ಜನಾಂಗ
282,Volk::N,národ,ಜನಾಂಗ
283,Arbeit::N,práca,ಕೆಲಸ
284,Arbeit::N,robota,ಕೆಲಸ
285,Gast::N,hosť,ಅತಿಥಿ
286,Geschenk::N,dar,ಕಾಣಿಕೆ
287,Spiel::N,hra,ಆಟ
288,Gesellschaft::N,spoločnosť,ಸಂಗ
289,Hilfe::N,pomoc,ಸಹಾಯ
290,Freund::N,priateľ,ಸ್ನೇಹಿತ
291,Kamerad::N,kamarát,ಜೊತೆಗಾರ
292,Angelegenheit::N,vec,ವಿಚಾರ
293,Angelegenheit::N,záležitosť,ವಿಚಾರ
294,Anzahl::N,počet,ಎಣಿಕೆ
295,Anzahl::N,množstvo,ಎಣಿಕೆ
296,Art::N,druh,ತರ
297,Stück::N,kus,ತುಂಡು
298,Stück::N,kúsok,ತುಂಡು
299,Teil::N,časť,ಭಾಗ
300,Hälfte::N,polka,ಅರ್ಧ
301,Hälfte::N,polovica,ಅರ್ಧ
302,Kreis::N,kruh,ವೃತ್ತ
303,Kreuz::N,kríž,ಶಿಲುಬೆ
304,Linie::N,línia,ರೀಖೆ
305,Strich::N,čiara,ಗೀಟು
306,Abstand::N,vzdialenosť,ಅಂತರ
307,Entfernung::N,vzdialenosť,ದೂರ
308,Gegend::N,kraj,ವಿಸ್ತೀರ್ಣ
309,Gegend::N,krajina,ವಿಸ್ತೀರ್ಣ
310,Platz::N,miesto,ಅಂತರ
311,Ort::N,miesto,ಸ್ಥಳ
312,Seite::N,bok,ಪಕ್ಷ
313,Seite::N,strana,ಪಕ್ಷ
314,Mitte::N,stred,ನಡು
315,Gegenstand::N,predmet,ವಸ್ತು
316,Sache::N,vec,ವಸ್ತು
317,Rand::N,kraj,ಅಂಚು
318,Rand::N,okraj,ಅಂಚು
319,Kante::N,hrana,ಅಂಚು
320,Ecke::N,roh,ಮೂಲೆ
321,Spitze::N,hrot,ತುದಿ
322,Spitze::N,špička,ತುದಿ
323,Ende::N,koniec,ಕೊನೆ
324,Loch::N,diera,ತೂತು
325,Winkel::N,kút,ಕೋನ
326,Muster::N,vzor,ನಮೂನೆ
327,Muster::N,vzorka,ನಮೂನೆ
328,Größe::N,veľkosť,ಪ್ರಮಾಣ
329,Länge::N,dĺžka,ಉದ್ದ
330,Höhe::N,výška,ಎತ್ತರ
331,Gewicht::N,váha,ತೂಕ
332,Menge::N,množstvo,ಮೊತ್ತ
333,Haufen::N,hŕba,ರಾಶಿ
334,Reihe::N,rad,ಸಾಲು
335,Boot::N,čln,ದೋಣಿ
336,Ruder::N,veslo,ಹುಟ್ಟು
337,Schlitten::N,sane,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
338,Ski::N,lyža,ಜಾರುಪಟ್ಟಿ
339,Lagerfeuer::N,táborák,ಶಿಬಿರಾಗ್ನಿ
340,Last::N,ťarcha,ಹೊರೆ
341,Last::N,bremeno,ಹೊರೆ
342,Gang::N,chôdza,ತಿರುಗಾಟ
343,Schritt::N,krok,ಹೆಜ್ಜೆ
344,Norden::N,sever,ಉತ್ತರ
345,Süden::N,juh,ದಕ್ಷಿಣ
346,Westen::N,západ,ಪಶ್ಚಿಮ
347,Osten::N,východ,ಮೂಡಲು
348,Holz::N,drevo,ಚೌಬೀನೆ
349,Brett::N,doska,ಹಲಗೆ
350,Platte::N,doska,ಹಲಗೆ
351,Platte::N,platňa,ಹಲಗೆ
352,Stütze::N,opora,ಆಸರೆ
353,Stange::N,tyč,ಕಂಬ
354,Stock::N,palica,ಕೋಲು
355,Stab::N,palica,ದೊಣ್ಣೆ
356,Rohr::N,rúra,ನಳಿಕೆ
357,Haus::N,dom,ಮನೆ
358,Heim::N,domov,ಗೃಹ
359,Ofen::N,pec,ಒಲೆ
360,Ofen::N,kachle,ಒಲೆ
361,Fußboden::N,dlážka,ನೆಲ
362,Fußboden::N,podlaha,ನೆಲ
363,Tisch::N,stôl,ಮೇಜು
364,Stuhl::N,stolička,ಕುರ್ಚಿ
365,Wiege::N,kolíska,ತೊಟ್ಟಿಲು
366,Bett::N,lôžko,ಹಾಸಿಗೆ
367,Bett::N,posteľ,ಹಾಸಿಗೆ
368,Regal::N,regál,ಬೀರು
369,Regal::N,polica,ಬೀರು
370,Kiste::N,debna,ಪಟ್ಟಿಗೆ
371,Fenster::N,okno,ಕಿಟಕಿ
372,Fenster::N,oblok,ಕಿಟಕಿ
373,Tür::N,dvere,ಬಾಗಿಲು
374,Tor::N,vráta,ಹೆಬ್ಬಾಗಿಲು
375,Zaun::N,plot,ಬೇಲಿ
376,Zaun::N,ohrada,ಬೇಲಿ
377,Dach::N,krov,ಮಾಳಿಗೆ
378,Dach::N,strecha,ಮಾಳಿಗೆ
379,Leiter::N,rebrík,ಏಣಿ
380,Leiter::N,rebrina,ಏಣಿ
381,Besen::N,metla,ಪೊರಕೆ
382,Spaten::N,rýľ,ಗುದ್ದಲಿ
383,Schaufel::N,lopata,ಸನಿಕೆ
384,Gabel::N,vidlička,ಕವಲು
385,Löffel::N,lyžica,ಚಮಚ
386,Messer::N,nôž,ಚಾಕು
387,Nagel::N,klinec,ಆಣಿ
388,Netz::N,sieť,ಬಲೆ
389,Haken::N,hák,ಕೊಂಡಿ
390,Haken::N,háčik,ಕೊಂಡಿ
391,Griff::N,rukoväť,ಹಿಡಿ
392,Schloss::N,zámka,ವೀಗ
393,Bild::N,obraz,ಚಿತ್ರ
394,Figur::N,figúra,ಆಕಾರ
395,Puppe::N,bábka,ಗೊಂಬೆ
396,Puppe::N,bábika,ಗೊಂಬೆ
397,Beutel::N,vrece,ಸಂಚಿ
398,Beutel::N,vrecko,ಸಂಚಿ
399,Bündel::N,uzlík,ಕಟ್ಟು
400,Bündel::N,zväzok,ಕಟ್ಟು
401,Tasche::N,taška,ಚೀಲ
402,Tasche::N,kabelka,ಚೀಲ
403,Eimer::N,vedro,ಬಾನೆ
404,Deckel::N,vrchnák,ಮುಚ್ಚಳ
405,Deckel::N,pokrývka,ಮುಚ್ಚಳ
406,Geschirr::N,nádoba,ಭಕ್ಷ್ಯಗಳು
407,Sack::N,mech,ಮೂಟೆ
408,Sack::N,vrece,ಮೂಟೆ
409,Tasse::N,šálka,ಬಟ್ಟಲು
410,Topf::N,hrniec,ಮಡಕೆ
411,Kessel::N,kotol,ಕೆಟಲ್
412,Essen::N,jedlo,ಊಟ
413,Nahrung::N,strava,ಆಹಾರ
414,Nahrung::N,potrava,ಆಹಾರ
415,Speise::N,jedlo,ಊಟ
416,Fleisch::N,mäso,ಮಾಂಸ
417,Getreide::N,obilie,ಧಾನ್ಯ
418,Brei::N,kaša,ಗಂಜಿ
419,Brot::N,chlieb,ರೊಟ್ಟಿ
420,Scheibe::N,kotúč,ಹೋಳು
421,Scheibe::N,krajec,ಹೋಳು
422,Fett::N,tuk,ಕೊಬ್ಬು
423,Fett::N,masť,ಕೊಬ್ಬು
424,Butter::N,maslo,ಬೆಣ್ಣೆ
425,Öl::N,olej,ಎಣ್ಣೆ
426,Salz::N,soľ,ಉಪ್ಪು
427,Suppe::N,polievka,ಎಸರು
428,Honig::N,med,ಮಧು
429,Milch::N,mlieko,ಹಾಲು
430,Tee::N,čaj,ಚಹ
431,Leder::N,koža,ಚಕ್ಕಳ
432,Wolle::N,vlna,ಉಣ್ಣೆ
433,Stoff::N,súkno,ಬಟ್ಟೆ
434,Nadel::N,ihla,ಸೂಜಿ
435,Faden::N,niť,ದಾರ
436,Faden::N,vlákno,ದಾರ
437,Knopf::N,gombík,ಗುಂಡು
438,Knoten::N,uzol,ಗಂಟು
439,Farbe::N,farba,ಬಣ್ಣ
440,Kleidung::N,šaty,ಅರಿವೆ
441,Kleidung::N,šatstvo,ಅರಿವೆ
442,Hemd::N,košeľa,ಅಂಗಿ
443,Kragen::N,golier,ಕುತ್ತಿಗೆಪಟ್ಟಿ
444,Ärmel::N,rukáv,ತೋಳು
445,Hose::N,nohavice,ಇಜಾರ
446,Gürtel::N,pás,ಬೆಲ್ಟು
447,Gürtel::N,opasok,ಬೆಲ್ಟು
448,Mütze::N,čiapka,ಟೋಪಿ
449,Schuh::N,obuv,ಪಾದರಕ್ಷೆ
450,Schuh::N,topánka,ಪಾದರಕ್ಷೆ
451,Stiefel::N,čižma,ಬೂಟು
452,Ring::N,prsteň,ಉಂಗುರ
453,Band::N,stuha,ರಿಬ್ಬನ್
454,Kamm::N,hrebeň,ಹಣಿಗೆ
455,Spiegel::N,zrkadlo,ಕನ್ನಡಿ
456,Riemen::N,remeň,ಬಾರು
457,Schnur::N,šnúra,ಹುರಿ
458,Leine::N,vodidlo,ಹಗ್ಗ
459,Decke::N,deka,ಕಂಬಳಿ
460,Decke::N,prikrývka,ಕಂಬಳಿ
461,Kissen::N,poduška,ದಿಂಬು
462,Tuch::N,šatka,ಕೊರಳ ಬಟ್ಟೆ
463,Handtuch::N,uterák,ಚೌಕ
464,Kraft::N,moc,ಬಲ
465,Stärke::N,sila,ಶಕ್ತಿ
466,Gesundheit::N,zdravie,ಆರೋಗ್ಯ
467,Krankheit::N,nemoc,ರೋಗ
468,Krankheit::N,choroba,ರೋಗ
469,Schmerz::N,bolesť,ನೋವು
470,Wunde::N,rana,ಗಾಯ
471,Fieber::N,horúčka,ಜ್ವರ
472,Arznei::N,liek,ಔಷಧ
473,Brücke::N,most,ಸೇತುವೆ
474,Brunnen::N,studňa,ಬಾವಿ
475,Weide::N,pastva,ಗೋಮಾಳ
476,Pfad::N,chodník,ದಾರಿ
477,Weg::N,cesta,ಹಾದಿ
478,Straße::N,hradská,ರಸ್ತೆ
479,Dorf::N,dedina,ಹಳ್ಳಿ
480,Stadt::N,mesto,ಪಟ್ಟಣ
481,Brief::N,list,ಕಾಗದ
482,Buch::N,kniha,ಪುಸ್ತಕ
483,Buchstabe::N,litera,ಅಕ್ಷರ
484,Buchstabe::N,písmeno,ಅಕ್ಷರ
485,Zeitung::N,noviny,ವಾರ್ತಾಪತ್ರಿಕೆ
486,Leben::N,život,ಜೀವನ
487,Tod::N,smrť,ಮರಣ
488,Grab::N,hrob,ಗೋರಿ
489,Kirche::N,kostol,ಚರ್ಚು
490,Sünde::N,hriech,ಪಾಪ
491,Gott::N,boh,ದೇವರು
492,Arbeiter::N,robotník,ಕೆಲಸಗಾರ
493,Arbeiter::N,pracnovík,ಕೆಲಸಗಾರ
494,Chef::N,šéf,ದಣಿ
495,Chef::N,riaditeľ,ದಣಿ
496,Meister::N,majster,ಶಿಕ್ಷಕ
497,Arzt::N,lekár,ವೈದ್ಯ
498,Lehrer::N,učiteľ,ಉಪಾಧ್ಯಾಯ
499,Geld::N,peniaze,ಹಣ
500,Geschäft::N,obchod,ವಾಣಿಜ್ಯ
501,Laden::N,obchod,ಅಂಗಡಿ
502,Preis::N,cena,ಬೆಲೆ
503,Ware::N,tovar,ಸರಕು
504,Nutzen::N,osoh,ಲಾಭ
505,Nutzen::N,úžitok,ಲಾಭ
506,Reichtum::N,bohatstvo,ಸಂಪತ್ತು
507,Welt::N,svet,ಭೂಲೋಕ
508,Land::N,územie,ದೇಶ
509,Land::N,krajina,ದೇಶ
510,Staat::N,štát,ರಾಜ್ಯ
511,König::N,kráľ,ರಾಜ
512,Macht::N,moc,ಅಧಿಕಾರ
513,Macht::N,mocnosť,ಅಧಿಕಾರ
514,Grenze::N,hranica,ಗಡಿ
515,Krieg::N,vojna,ಯುದ್ಧ
516,Feind::N,nepriateľ,ಶತ್ರು
517,Gewalt::N,násilie,ಹಿಂಸೆ
518,Kampf::N,boj,ಹೋರಾಟ
519,Bogen[Waffe]::N,luk,ಬಿಲ್ಲು
520,Pfeil::N,šíp,ಅಂಬು
521,Pfeil::N,strela,ಅಂಬು
522,Gewehr::N,puška,ಬಂದೂಕು
523,Fehler::N,omyl,ತಪ್ಪು
524,Fehler::N,chyba,ತಪ್ಪು
525,Lüge::N,lož,ಸುಳ್ಳು
526,Schaden::N,ujma,ಹಾನಿ
527,Schaden::N,škoda,ಹಾನಿ
528,Unglück::N,nešťastie,ಅಪಾಯ
529,Schuld::N,vina,ದೋಷ
530,Schuld::N,previnenie,ದೋಷ
531,Alter::N,vek,ಮುಪ್ಪು
532,Schluss::N,záver,ಮುಕ್ತಾಯ
533,Schluss::N,koniec,ಮುಕ್ತಾಯ
534,Zeit::N,čas,ಕಾಲ
535,Tag::N,deň,ದಿನ
536,Morgen::N,ráno,ಮುಂಜಾನೆ
537,Mittag::N,poludnie,ನಡುಹಗಲು
538,Abend::N,večer,ಸಂಜೆ
539,Nacht::N,noc,ರಾತ್ರಿ
540,Woche::N,týždeň,ವಾರ
541,Monat::N,mesiac,ತಿಂಗಳು
542,Jahr::N,rok,ಸಂವತ್ಸರ
543,Frühling::N,jar,ವಸಂತ
544,Sommer::N,leto,ಬಿಸಿಲುಕಾಲ
545,Herbst::N,jeseň,ಶರತ್ಕಾಲ
546,Winter::N,zima,ಚಳಿಗಾಲ
547,Januar::N,január,ನಾಲ್ಚಳಿ
548,Februar::N,február,ಅಯ್ಚಳಿ
549,März::N,marec,ಮೊಬ್ಬೇಸಿಗೆ
550,April::N,apríl,ಇಬ್ಬೇಸಿಗೆ
551,Mai::N,máj,ಮುಬ್ಬೇಸಿಗೆ
552,Juni::N,jún,ಮೊಮ್ಮಳೆ
553,Juli::N,júl,ಇಮ್ಮಳೆ
554,August::N,august,ಮುಮ್ಮಳೆ
555,September::N,september,ನಾಲ್ಮಳೆ
556,Oktober::N,október,ಮೊಚ್ಚಳಿ
557,November::N,november,ಇಚ್ಚಳಿ
558,Dezember::N,december,ಮುಚ್ಚಳಿ
559,Montag::N,pondelok,ಸೋಮುವಾರ
560,Dienstag::N,utorok,ಮಂಗಳವಾರ
561,Mittwoch::N,streda,ಬುಧವಾರ
562,Donnerstag::N,štvrtok,ಗುರುವಾರ
563,Freitag::N,piatok,ಶುಕ್ರವಾರ
564,Samstag::N,sobota,ಶನಿವಾರ
565,Sonntag::N,nedeľa,ಭಾನುವಾರ
566,groß::A,veľký,ದೊಡ್ಡ
567,klein::A,malý,ಪುಟ್ಟ
568,lang::A,dlhý,ದೀರ್ಘ
569,kurz::A,krátky,ಚಕ್ಕ
