,Concept_ID,se,sl
88,Kiefer[Anatomie]::N,oaloldákte,čeljúst
89,Kiefer[Anatomie]::N,gáibi,čeljúst
90,Kiefer[Anatomie]::N,uá'lultähti,čeljúst
91,Kiefer[Anatomie]::N,vuâl'lõš,čeljúst
92,Kiefer[Anatomie]::N,вуаллнешш,čeljúst
93,Kehle::N,gealoe,gŕlo
94,Kehle::N,tjåttå,gŕlo
95,Kehle::N,njiello,gŕlo
96,Kehle::N,čotta,gŕlo
97,Kehle::N,čuudâ,gŕlo
98,Kehle::N,čoodd,gŕlo
99,Kehle::N,чонт,gŕlo
100,Kehle::N,кэ̄ҏс,gŕlo
101,Hals::N,tjeapohke,vrát
102,Hals::N,tjiebet,vrát
103,Hals::N,čeabet,vrát
104,Hals::N,čiäppát,vrát
105,Hals::N,čeäppat,vrát
106,Hals::N,ча̄пэх,vrát
107,Genick::N,tjovrese,zatílnik
108,Genick::N,nisske,zatílnik
109,Genick::N,niehkki,zatílnik
110,Genick::N,niski,zatílnik
111,Genick::N,niek'ki,zatílnik
112,Genick::N,nji´šǩǩmaadd,zatílnik
113,Genick::N,нышшькмоант,zatílnik
114,Kopf::N,åejjie,gláva
115,Kopf::N,oajvve,gláva
116,Kopf::N,oaivi,gláva
117,Kopf::N,uái'vi,gláva
118,Kopf::N,vuei´vv,gláva
119,Kopf::N,вуэййв,gláva
120,Rücken::N,rudtje,hrbèt
121,Rücken::N,hárddo,hrbèt
122,Rücken::N,tjavelk,hrbèt
123,Rücken::N,sealgi,hrbèt
124,Rücken::N,selgi,hrbèt
125,Rücken::N,čielgi,hrbèt
126,Rücken::N,seä´lǧǧ,hrbèt
127,Rücken::N,се̄лльк,hrbèt
128,Bauch::N,tjåejjie,trébuh
129,Bauch::N,tjoajvve,trébuh
130,Bauch::N,čoavji,trébuh
131,Bauch::N,čuáv'ji,trébuh
132,Bauch::N,čåu´jj,trébuh
133,Bauch::N,чо̄ввьй,trébuh
134,Nabel::N,naepie,pópek
135,Nabel::N,náhpe,pópek
136,Nabel::N,náhpi,pópek
137,Nabel::N,nääpi,pópek
138,Nabel::N,nää´pp,pópek
139,Nabel::N,на̄бпь,pópek
140,Busen::N,boenge,nédrja
141,Busen::N,bållå,nédrja
142,Busen::N,čižži,nédrja
143,Busen::N,njamma,nédrja
144,Busen::N,njižže,nédrja
145,Busen::N,nje´ǯǯ,nédrja
146,Busen::N,раннҍт,nédrja
147,Brust::N,mïelke,pŕsi
148,Brust::N,radde,pŕsi
149,Brust::N,mielgga,pŕsi
150,Brust::N,raddi,pŕsi
151,Brust::N,radde,pŕsi
152,Brust::N,râ´dd,pŕsi
153,Brust::N,раннҍт,pŕsi
154,Schulter::N,åelkie,ráma
155,Schulter::N,åelkie,plêče
156,Schulter::N,oalgge,ráma
157,Schulter::N,oalgge,plêče
158,Schulter::N,hárdu,ráma
159,Schulter::N,hárdu,plêče
160,Schulter::N,ärdee,ráma
161,Schulter::N,ärdee,plêče
162,Schulter::N,uál'gi,ráma
163,Schulter::N,uál'gi,plêče
164,Schulter::N,a´rddi,ráma
165,Schulter::N,a´rddi,plêče
166,Schulter::N,vuä´lǧǧ,ráma
167,Schulter::N,vuä´lǧǧ,plêče
168,Schulter::N,вуэллык,ráma
169,Schulter::N,вуэллык,plêče
170,Arm::N,gïete,rôka
171,Arm::N,giehta,rôka
172,Arm::N,giehta,rôka
173,Arm::N,kietâ,rôka
174,Arm::N,kie'tâkaaṿâ,rôka
175,Arm::N,ǩiõtt,rôka
176,Arm::N,кӣдт,rôka
177,Ellenbogen::N,gernjere,komólec
178,Ellenbogen::N,garŋŋel,komólec
179,Ellenbogen::N,gargŋil,komólec
180,Ellenbogen::N,käŋŋir,komólec
181,Ellenbogen::N,kõõnjâr,komólec
182,Ellenbogen::N,карьнэль,komólec
183,Hand::N,gïete,rôka
184,Hand::N,giehta,rôka
185,Hand::N,giehta,rôka
186,Hand::N,kietâ,rôka
187,Hand::N,ǩiõtt,rôka
188,Hand::N,кӣдт,rôka
189,Handfläche::N,gïeten-låapoe,dlán
190,Handfläche::N,giehtavuodo,dlán
191,Handfläche::N,tjårmmåvuodo,dlán
192,Handfläche::N,giehtaloahpu,dlán
193,Handfläche::N,kiämád,dlán
194,Handfläche::N,kuámmir,dlán
195,Handfläche::N,kuä´m'mer,dlán
196,Handfläche::N,ǩiõttǩeä´m'men,dlán
197,Handfläche::N,ко̄а̄ллдэгк,dlán
198,Handfläche::N,кӣдткоалдэгк,dlán
199,Finger::N,soerme,pŕst
200,Finger::N,tjuvdde,pŕst
201,Finger::N,suorbma,pŕst
202,Finger::N,čuvde,pŕst
203,Finger::N,suor'mâ,pŕst
204,Finger::N,suõrmm,pŕst
205,Finger::N,це̄ххп,pŕst
206,Fingernagel::N,gadtse,nóht na rôki
207,Fingernagel::N,guehpere,nóht na rôki
208,Fingernagel::N,gadtsa,nóht na rôki
209,Fingernagel::N,gazza,nóht na rôki
210,Fingernagel::N,kozzâ,nóht na rôki
211,Fingernagel::N,kõʒʒ,nóht na rôki
212,Fingernagel::N,кэ̄ннц,nóht na rôki
213,Nagel[Anatomie]::N,gadtse,nóht
214,Nagel[Anatomie]::N,guehpere,nóht
215,Nagel[Anatomie]::N,gadtsa,nóht
216,Nagel[Anatomie]::N,gazza,nóht
217,Nagel[Anatomie]::N,kozzâ,nóht
218,Nagel[Anatomie]::N,kõʒʒ,nóht
219,Nagel[Anatomie]::N,кэ̄ннц,nóht
220,Zeh::N,tjiehtjere,pŕst na nôgi
221,Zeh::N,juolggetjuvdde,pŕst na nôgi
222,Zeh::N,juolgesuorbma,pŕst na nôgi
223,Zeh::N,jyel'gisuor'mâ,pŕst na nôgi
224,Zeh::N,jue´lǧǧsuõrmm,pŕst na nôgi
225,Zeh::N,ю̄лльк-це̄һп,pŕst na nôgi
226,Fuß::N,juelkie,nôga
227,Fuß::N,juolgge,nôga
228,Fuß::N,juolgi,nôga
229,Fuß::N,jyel'gi,nôga
230,Fuß::N,jue´lǧǧ,nôga
231,Fuß::N,ла̄бпь,nôga
232,Ferse::N,båetskie,pêta
233,Ferse::N,boasske,pêta
234,Ferse::N,šušmi,pêta
235,Ferse::N,šušme,pêta
236,Ferse::N,jue´lǧǧkädd,pêta
237,Ferse::N,ка̄ннт,pêta
238,Knie::N,boelve,koléno
239,Knie::N,buolvva,koléno
240,Knie::N,čibbi,koléno
241,Knie::N,veaŋki,koléno
242,Knie::N,iidâ,koléno
243,Knie::N,puõlvv,koléno
244,Knie::N,пуллв,koléno
245,Oberschenkel::N,ruaksja,stêgno
246,Oberschenkel::N,tjibbe,stêgno
247,Oberschenkel::N,gassaváhkká,stêgno
248,Oberschenkel::N,badjeváhkáa,stêgno
249,Oberschenkel::N,čuár'bpeeḷi,stêgno
250,Oberschenkel::N,če´bb,stêgno
251,Oberschenkel::N,чуаррбе̄лль,stêgno
252,Bein::N,juelkie,nôga
253,Bein::N,juolgge,nôga
254,Bein::N,juolgi,nôga
255,Bein::N,jyel'gi,nôga
256,Bein::N,jue´lǧǧ,nôga
257,Bein::N,ю̄лльк,nôga
258,Körper::N,kråahpe,teló
259,Körper::N,rumáj,teló
260,Körper::N,rumaš,teló
261,Körper::N,ruumâš,teló
262,Körper::N,rå´pp,teló
263,Körper::N,лышшьк,teló
264,Körper::N,роаӈӈьк,teló
265,Haut::N,njaltja,kóža
266,Haut::N,lijkke,kóža
267,Haut::N,tjuobma,kóža
268,Haut::N,liiki,kóža
269,Haut::N,liške,kóža
270,Haut::N,le´šǩǩ,kóža
271,Haut::N,лышшьк,kóža
272,Blut::N,vïrre,krí
273,Blut::N,maelie,krí
274,Blut::N,varra,krí
275,Blut::N,varra,krí
276,Blut::N,vorrâ,krí
277,Blut::N,võrr,krí
278,Blut::N,вэ̄рр,krí
279,Ader::N,åerie,žíla
280,Ader::N,aajroe,žíla
281,Ader::N,suodna,žíla
282,Ader::N,varrasuotna,žíla
283,Ader::N,suoṇâ,žíla
284,Ader::N,suõnn,žíla
285,Ader::N,сӯнн,žíla
286,Sehne::N,soene,kíta
287,Sehne::N,gåårtenje,kíta
288,Sehne::N,suodna,kíta
289,Sehne::N,suotna,kíta
290,Sehne::N,suoṇâ,kíta
291,Sehne::N,suõnn,kíta
292,Sehne::N,сӯнн,kíta
293,Knochen::N,måara,kóst
294,Knochen::N,måaroe,kóst
295,Knochen::N,dákte,kóst
296,Knochen::N,dákti,kóst
297,Knochen::N,tähti,kóst
298,Knochen::N,tä´htt,kóst
299,Knochen::N,та̄ххт,kóst
300,Knochen::N,та̄ффьт,kóst
301,Gehirn::N,aajla,možgáni
302,Gehirn::N,vuojŋam,možgáni
303,Gehirn::N,vuoigŋašat,možgáni
304,Gehirn::N,vuoi'ŋâšeh,možgáni
305,Gehirn::N,vuo'ivâšneh,možgáni
306,Gehirn::N,vuõivâšn,možgáni
307,Gehirn::N,вуэййвэшна,možgáni
308,Herz::N,vaajmoe,srcé
309,Herz::N,tsåhke,srcé
310,Herz::N,váibmu,srcé
311,Herz::N,váimu,srcé
312,Herz::N,čââ´đ,srcé
313,Herz::N,кӯттҌк,srcé
314,Magen::N,tjåejjie,želódec
315,Magen::N,tjoajvve,želódec
316,Magen::N,čoavji,želódec
317,Magen::N,čuáv'ji,želódec
318,Magen::N,čåu´jj,želódec
319,Magen::N,чо̄ввьй,želódec
320,Leber::N,mueksie,jétra
321,Leber::N,librre,jétra
322,Leber::N,vuoivvas,jétra
323,Leber::N,vuoivâs,jétra
324,Leber::N,vuõivâs,jétra
325,Leber::N,вуйвас,jétra
326,Atem::N,voejngehtasse,díh
327,Atem::N,båssånis,díh
328,Atem::N,vuojŋadahka,díh
329,Atem::N,vuoiŋŋahat,díh
330,Atem::N,vuo'iŋâstim,díh
331,Atem::N,jiõg'g,díh
332,Atem::N,вӯйнас,díh
333,Atem::N,вӯййнмушш,díh
334,Hunger::N,nielkie,glád
335,Hunger::N,nielgge,glád
336,Hunger::N,nealgi,glád
337,Hunger::N,nelgi,glád
338,Hunger::N,neä´lǧǧ,glád
339,Hunger::N,не̄лльк,glád
340,Träne::N,gïknjele,sólza
341,Träne::N,ganjál,sólza
342,Träne::N,ganjal,sólza
343,Träne::N,koonjâl,sólza
344,Träne::N,kõõnjâl,sólza
345,Träne::N,кэ̄нял,sólza
346,Geschmack::N,aelmie,okús
347,Geschmack::N,muosse,okús
348,Geschmack::N,smáhkka,okús
349,Geschmack::N,máhku,okús
350,Geschmack::N,smáhkka,okús
351,Geschmack::N,mááhu,okús
352,Geschmack::N,smakkâ,okús
353,Geschmack::N,njõõd,okús
354,Geschmack::N,smääkk,okús
355,Geschmack::N,ня̄лльк,okús
356,Geruch::N,haaje,vónj
357,Geruch::N,habjja,vónj
358,Geruch::N,hádja,vónj
359,Geruch::N,opsâ,vónj
360,Geruch::N,haajâ,vónj
361,Geruch::N,õpss,vónj
362,Geruch::N,haajj,vónj
363,Geruch::N,апс,vónj
364,Geruch::N,лэ̄гк,vónj
365,Schlaf::N,nahkerh,sèn
366,Schlaf::N,nahkerh,spánec
367,Schlaf::N,nager,sèn
368,Schlaf::N,nager,spánec
369,Schlaf::N,oados,sèn
370,Schlaf::N,oados,spánec
371,Schlaf::N,nagir,sèn
372,Schlaf::N,nagir,spánec
373,Schlaf::N,naṿer,sèn
374,Schlaf::N,naṿer,spánec
375,Schlaf::N,nââ´er,sèn
376,Schlaf::N,nââ´er,spánec
377,Schlaf::N,нагерь,sèn
378,Schlaf::N,нагерь,spánec
379,Traum::N,nahkere,sánje
380,Traum::N,niehko,sánje
381,Traum::N,niehku,sánje
382,Traum::N,naṿer,sánje
383,Traum::N,nââ´er,sánje
384,Traum::N,нагерь,sánje
385,Himmel::N,elmie,nebó
386,Himmel::N,almme,nebó
387,Himmel::N,albmi,nebó
388,Himmel::N,alme,nebó
389,Himmel::N,â´lmm,nebó
390,Himmel::N,алльм,nebó
391,Sonne::N,biejjie,sónce
392,Sonne::N,bæjvásj,sónce
393,Sonne::N,beaivváš,sónce
394,Sonne::N,peivi,sónce
395,Sonne::N,piäiváš,sónce
396,Sonne::N,pei´vv,sónce
397,Sonne::N,пе̄ййв,sónce
398,Mond::N,aske,lúna
399,Mond::N,aske,mésec
400,Mond::N,mánno,lúna
401,Mond::N,mánno,mésec
402,Mond::N,mánnu,lúna
403,Mond::N,mánnu,mésec
404,Mond::N,máánu,lúna
405,Mond::N,máánu,mésec
406,Mond::N,mään,lúna
407,Mond::N,mään,mésec
408,Mond::N,ма̄нн,lúna
409,Mond::N,ма̄нн,mésec
410,Stern::N,daasta,zvézda
411,Stern::N,naestie,zvézda
412,Stern::N,násste,zvézda
413,Stern::N,násti,zvézda
414,Stern::N,täsni,zvézda
415,Stern::N,tä´snn,zvézda
416,Stern::N,та̄ссьт,zvézda
417,Luft::N,elmie,zràk
418,Luft::N,ájmmo,zràk
419,Luft::N,áibmu,zràk
420,Luft::N,áimu,zràk
421,Luft::N,šõŋŋ,zràk
422,Luft::N,вӯйнас,zràk
423,Wind::N,bïegke,véter
424,Wind::N,biegga,véter
425,Wind::N,biegga,véter
426,Wind::N,pieg'gâ,véter
427,Wind::N,piõg'g,véter
428,Wind::N,пӣӈӈк,véter
429,Welle::N,baaroe,vál
430,Welle::N,bárro,vál
431,Welle::N,bárru,vál
432,Welle::N,pááṛu,vál
433,Welle::N,päärr,vál
434,Welle::N,нэ̄ммп,vál
435,Wasser::N,tjaetsie,vôda
436,Wasser::N,tjáhtje,vôda
437,Wasser::N,čáhci,vôda
438,Wasser::N,čääci,vôda
439,Wasser::N,čää´cc,vôda
440,Wasser::N,ча̄дзь,vôda
441,Stein::N,gierkie,kámen
442,Stein::N,giergge,kámen
443,Stein::N,geađgi,kámen
444,Stein::N,keđgi,kámen
445,Stein::N,ǩeä´dǧǧ,kámen
446,Stein::N,ке̄ддҌк,kámen
447,Boden::N,betnie,tlà
448,Boden::N,ednam,tlà
449,Boden::N,bodni,tlà
450,Boden::N,vuođđu,tlà
451,Boden::N,ponne,tlà
452,Boden::N,vuáđ̣u,tlà
453,Boden::N,vuâđđ,tlà
454,Boden::N,лаввьн,tlà
455,Boden::N,е̄ммьне,tlà
456,Erde::N,jåarta,pŕst
457,Erde::N,jåarta,zêmlja
458,Erde::N,mueltie,pŕst
459,Erde::N,mueltie,zêmlja
460,Erde::N,ednam,pŕst
461,Erde::N,ednam,zêmlja
462,Erde::N,mållde,pŕst
463,Erde::N,mållde,zêmlja
464,Erde::N,eana,pŕst
465,Erde::N,eana,zêmlja
466,Erde::N,eennâm,pŕst
467,Erde::N,eennâm,zêmlja
468,Erde::N,mädd,pŕst
469,Erde::N,mädd,zêmlja
470,Erde::N,jânnam,pŕst
471,Erde::N,jânnam,zêmlja
472,Erde::N,е̄ммьне,pŕst
473,Erde::N,е̄ммьне,zêmlja
474,Staub::N,heblie,práh
475,Staub::N,tsumhtsie,práh
476,Staub::N,dubme,práh
477,Staub::N,dopmu,práh
478,Staub::N,kovjâ,práh
479,Staub::N,põõ´l,práh
480,Staub::N,кэ̄ббьй,práh
481,Rauch::N,soeve,dìm
482,Rauch::N,suovva,dìm
483,Rauch::N,suovva,dìm
484,Rauch::N,suoṿâ,dìm
485,Rauch::N,suõvv,dìm
486,Rauch::N,сӯвв,dìm
487,Funke::N,naestie,ískra
488,Funke::N,tjuonam,ískra
489,Funke::N,čuotnan,ískra
490,Funke::N,čuođâlm,ískra
491,Funke::N,iiskâr,ískra
492,Funke::N,čuõzzâm,ískra
493,Funke::N,чӯссэм,ískra
494,Feuer::N,dålle,ôgenj
495,Feuer::N,dållå,ôgenj
496,Feuer::N,dolla,ôgenj
497,Feuer::N,tullâ,ôgenj
498,Feuer::N,toll,ôgenj
499,Feuer::N,то̄лл,ôgenj
500,Licht::N,tjoevke,lúč
501,Licht::N,tjuovgga,lúč
502,Licht::N,čuovga,lúč
503,Licht::N,čuovggas,lúč
504,Licht::N,čuoṿâ,lúč
505,Licht::N,toll,lúč
506,Licht::N,čuõvv,lúč
507,Licht::N,то̄лл,lúč
508,Schatten::N,skugkie,sénca
509,Schatten::N,soejvene,sénca
510,Schatten::N,irkes,sénca
511,Schatten::N,sieges,sénca
512,Schatten::N,itku,sénca
513,Schatten::N,suoivâ,sénca
514,Schatten::N,õõtt,sénca
515,Schatten::N,ǩeeu´niǩ,sénca
516,Schatten::N,кывьнэхь,sénca
517,Wetter::N,vïerhtse,vrême
518,Wetter::N,dálkke,vrême
519,Wetter::N,dálki,vrême
520,Wetter::N,šoŋŋâ,vrême
521,Wetter::N,šõŋŋ,vrême
522,Wetter::N,шэ̄ӈӈ,vrême
523,Nebel::N,såavla,meglà
524,Nebel::N,mearhka,meglà
525,Nebel::N,murkko,meglà
526,Nebel::N,mierkká,meglà
527,Nebel::N,mierká,meglà
528,Nebel::N,miär'kká,meglà
529,Nebel::N,oṃo,meglà
530,Nebel::N,sue´lnn,meglà
531,Nebel::N,цӣгк,meglà
532,Nebel::N,сулльн,meglà
533,Wolke::N,balve,oblák
534,Wolke::N,balvva,oblák
535,Wolke::N,balva,oblák
536,Wolke::N,polvâ,oblák
537,Wolke::N,põlvv,oblák
538,Wolke::N,пэллв,oblák
539,Regen::N,ebrie,dèž
540,Regen::N,harvve,dèž
541,Regen::N,arvi,dèž
542,Regen::N,arve,dèž
543,Regen::N,â´brr,dèž
544,Regen::N,аббьр,dèž
545,Schnee::N,lopme,snég
546,Schnee::N,moehtege,snég
547,Schnee::N,muohta,snég
548,Schnee::N,muohta,snég
549,Schnee::N,muotâ,snég
550,Schnee::N,muõtt,snég
551,Schnee::N,вэ̄дз,snég
552,Schnee::N,куэллт,snég
553,Eis::N,jïenge,léd
554,Eis::N,jiegŋa,léd
555,Eis::N,jiekŋa,léd
556,Eis::N,jieŋ̣â,léd
557,Eis::N,jiõŋŋ,léd
558,Eis::N,ӣӈӈ,léd
559,Frost::N,baajkoe,zmrzál
560,Frost::N,tjoasskem,zmrzál
561,Frost::N,buolaš,zmrzál
562,Frost::N,puolâš,zmrzál
563,Frost::N,puõlâš,zmrzál
564,Frost::N,мӯнь,zmrzál
565,Kälte::N,jueskie,mràz
566,Kälte::N,tjåetskeme,mràz
567,Kälte::N,tjoasskem,mràz
568,Kälte::N,čoaskin,mràz
569,Kälte::N,ko'lmâsvuotâ,mràz
570,Kälte::N,ijss,mràz
571,Kälte::N,čuä´cǩǩem,mràz
572,Kälte::N,tuârggnjõs,mràz
573,Kälte::N,кэ̄лмас,mràz
574,Hitze::N,baahke,pripéka
575,Hitze::N,báhkka,pripéka
576,Hitze::N,báhkka,pripéka
577,Hitze::N,pakkâ,pripéka
578,Hitze::N,kuṃe,pripéka
579,Hitze::N,paašt,pripéka
580,Hitze::N,жоарр,pripéka
581,Raureif::N,jyjse,ívje
582,Raureif::N,jyjse,slána
583,Raureif::N,ridne,ívje
584,Raureif::N,ridne,slána
585,Raureif::N,goarre,ívje
586,Raureif::N,goarre,slána
587,Raureif::N,ritni,ívje
588,Raureif::N,ritni,slána
589,Raureif::N,suhči,ívje
590,Raureif::N,suhči,slána
591,Raureif::N,riṇe,ívje
592,Raureif::N,riṇe,slána
593,Raureif::N,ай,ívje
594,Raureif::N,ай,slána
595,Regenbogen::N,aatjan goengere,mávrica
596,Regenbogen::N,aatjan joekse,mávrica
597,Regenbogen::N,ádjájuoksa,mávrica
598,Regenbogen::N,arvedávgi,mávrica
599,Regenbogen::N,bajándávgi,mávrica
600,Regenbogen::N,äijihtävgi,mávrica
601,Regenbogen::N,teârmmazjohss,mávrica
602,Regenbogen::N,тӣрмесью̄ккс,mávrica
603,Donner::N,raejrie,gròm
604,Donner::N,átjek,gròm
605,Donner::N,átjárájdde,gròm
606,Donner::N,áddjá,gròm
607,Donner::N,baján,gròm
608,Donner::N,juuṛâ,gròm
609,Donner::N,tie´rmes,gròm
610,Donner::N,тӣрмесь,gròm
611,Donner::N,ча̄ркнэгк,gròm
612,Strömung::N,njuvvie,strúja
613,Strömung::N,ájggedáhpe,strúja
614,Strömung::N,rávdnji,strúja
615,Strömung::N,virde,strúja
616,Strömung::N,ve´rdd,strúja
617,Strömung::N,выррьт,strúja
618,Tropfen::N,gåajhkohts,káplja
619,Tropfen::N,gåjkudis,káplja
620,Tropfen::N,goaikkanas,káplja
621,Tropfen::N,čalme,káplja
622,Tropfen::N,čâ´lmm,káplja
623,Tropfen::N,ча̄лльм,káplja
624,Schaum::N,sapte,péna
625,Schaum::N,såpptå,péna
626,Schaum::N,sokta,péna
627,Schaum::N,suptâ,péna
628,Schaum::N,soptt,péna
629,Schaum::N,со̄ппт,péna
630,Schmutz::N,haaskoe,nesnága
631,Schmutz::N,duolvva,nesnága
632,Schmutz::N,duolva,nesnága
633,Schmutz::N,durdi,nesnága
634,Schmutz::N,stänži,nesnága
635,Schmutz::N,sähss,nesnága
636,Schmutz::N,са̄ккьс,nesnága
637,Schmutz::N,не̄шшь,nesnága
638,See::N,jaevrie,jézero
639,See::N,jávrre,jézero
640,See::N,jávri,jézero
641,See::N,jävri,jézero
642,See::N,jâu´rr,jézero
643,See::N,я̄ввьр,jézero
644,Sumpf::N,pluevie,močvírje
645,Sumpf::N,áhpe,močvírje
646,Sumpf::N,sæmssa,močvírje
647,Sumpf::N,jeaggi,močvírje
648,Sumpf::N,jeggi,močvírje
649,Sumpf::N,jeä´ǧ'ǧ,močvírje
650,Sumpf::N,ла̄ммьп,močvírje
651,Moor::N,pluevie,bárje
652,Moor::N,jiegge,bárje
653,Moor::N,suotnju,bárje
654,Moor::N,karrii,bárje
655,Moor::N,kä´rev,bárje
656,Moor::N,veättaǩ,bárje
657,Moor::N,ла̄ммьп,bárje
658,Wiese::N,ïentje,trávnik
659,Wiese::N,giedde,trávnik
660,Wiese::N,gieddi,trávnik
661,Wiese::N,nijtto,trávnik
662,Wiese::N,пуэшенҍ,trávnik
663,Wald::N,skåake,lés
664,Wald::N,skåake,gòzd
665,Wald::N,skåajje,lés
666,Wald::N,skåajje,gòzd
667,Wald::N,miehtsie,lés
668,Wald::N,miehtsie,gòzd
669,Wald::N,vuovdde,lés
670,Wald::N,vuovdde,gòzd
671,Wald::N,miehttse,lés
672,Wald::N,miehttse,gòzd
673,Wald::N,vuovdi,lés
674,Wald::N,vuovdi,gòzd
675,Wald::N,meahcci,lés
676,Wald::N,meahcci,gòzd
677,Wald::N,mecci,lés
678,Wald::N,mecci,gòzd
679,Wald::N,vyemi,lés
680,Wald::N,vyemi,gòzd
681,Wald::N,vue´mm,lés
682,Wald::N,vue´mm,gòzd
683,Wald::N,meä´c'c,lés
684,Wald::N,meä´c'c,gòzd
685,Wald::N,ля̄ммт,lés
686,Wald::N,ля̄ммт,gòzd
687,Hügel::N,deava,brég
688,Hügel::N,deava,goríca
689,Hügel::N,dievvá,brég
690,Hügel::N,dievvá,goríca
691,Hügel::N,dievvá,brég
692,Hügel::N,dievvá,goríca
693,Hügel::N,čummâ,brég
694,Hügel::N,čummâ,goríca
695,Hügel::N,pä´rcc,brég
696,Hügel::N,pä´rcc,goríca
697,Hügel::N,teä´rmm,brég
698,Hügel::N,teä´rmm,goríca
699,Hügel::N,ка̄ннҌт,brég
700,Hügel::N,ка̄ннҌт,goríca
701,Anhöhe::N,deava,gríč
702,Anhöhe::N,deava,višína
703,Anhöhe::N,jalladahke,gríč
704,Anhöhe::N,jalladahke,višína
705,Anhöhe::N,dievásj,gríč
706,Anhöhe::N,dievásj,višína
707,Anhöhe::N,aláš,gríč
708,Anhöhe::N,aláš,višína
709,Anhöhe::N,luohkká,gríč
710,Anhöhe::N,luohkká,višína
711,Anhöhe::N,tiävá,gríč
712,Anhöhe::N,tiävá,višína
713,Anhöhe::N,poorááš,gríč
714,Anhöhe::N,poorááš,višína
715,Anhöhe::N,ču´lpp,gríč
716,Anhöhe::N,ču´lpp,višína
717,Anhöhe::N,škâu´ŋŋ,gríč
718,Anhöhe::N,škâu´ŋŋ,višína
719,Anhöhe::N,ка̄ннҌт,gríč
720,Anhöhe::N,ка̄ннҌт,višína
721,Berg::N,bïerje,gôra
722,Berg::N,bïerje,planína
723,Berg::N,várre,gôra
724,Berg::N,várre,planína
725,Berg::N,várri,gôra
726,Berg::N,várri,planína
727,Berg::N,vääṛi,gôra
728,Berg::N,vääṛi,planína
729,Berg::N,vää´rr,gôra
730,Berg::N,vää´rr,planína
731,Berg::N,те̄ррьм,gôra
