,Concept_ID,lbe,he
171,Schwan::N,урттил къаз,ברבור
172,Fisch::N,чавахъ,דג
173,Schlange[Tier]::N,шатта,נחש
174,Wurm::N,кьюнукьай шатта,תולעת
175,Spinne::N,ххялцу,עכביש
176,Ameise::N,митӏикьукьу,נמלה
177,Mücke::N,мичӏак,יתוש
178,Fliege::N,зимиз,זבוב
179,Schmetterling::N,чӏимучӏали,פרפר
180,Beere::N,хӏаллил ахъулсса,ענבה
181,Apfel::N,гьивч,תפוח
182,Pilz::N,ттуккул иис,פטריה
183,Zwiebel::N,лаччул чсмусул бакӏ,בצל
184,Saat::N,гьанна,זרעים
185,Korn::N,къама,גרעין
186,Heu::N,ххулув,חציר
187,Schale::N,ккиртту,קלפה
188,Grube::N,кӏаланг,בור
189,Grube::N,кӏаланг,שוחה
190,Falle::N,къатӏа,מלכדת
191,Schlinge::N,хӏатӏ,לולאה
192,Spur::N,ша,עקבה
193,Asche::N,лах,אפר
194,Dreck::N,кьяркьи,זהמה
195,Dreck::N,венп,זהמה
196,Eisen::N,мах,ברזל
197,Gold::N,муси,זהב
198,Silber::N,арцу,כסף
199,Kohle::N,кӏалаш,פחם
200,Kohle::N,хъуручӏ,פחם
201,Glas::N,пюрун,זכוכית
202,Lehm::N,сина аьрщи,חרסית
203,Sand::N,къун,חול
204,Mensch::N,инсан,אדם
205,Mann::N,чув,איש
206,Mann::N,чув,גבר
207,Mann::N,адимина,איש
208,Mann::N,адимина,גבר
209,Frau::N,щарсса,אשה
210,Frau::N,щарсса,גברת
211,Frau::N,хъамитайпа,אשה
212,Frau::N,хъамитайпа,גברת
213,Kind::N,чӏиви оьрчӏ,ילד
214,Junge::N,оьрчӏ,ילד
215,Junge::N,бурхьин оьрчӏ,ילד
216,Mädchen::N,душ,נערה
217,Familie::N,кулпат,משפחה
218,Großvater::N,ттатта,סבא
219,Großvater::N,ниттил ппу,סבא
220,Großmutter::N,буттал нину,סבתא
221,Eltern::N,нину-ппу,הורים
222,Vater::N,ппу,אב
223,Mutter::N,нину,אם
224,Sohn::N,арс,בן
225,Tochter::N,душ,בת
226,Bruder::N,уссу,אח
227,Schwester::N,ссу,אחות
228,Onkel::N,буттауссу,דוד
229,Tante::N,буттал ссу,דודה
230,Ehemann::N,лас,איש
231,Ehemann::N,лас,בעל
232,Ehefrau::N,щар,אשה
233,Ehefrau::N,щарсса,אשה
234,Freude::N,шадшиву,שמחה
235,Freude::N,ххаришиву,שמחה
236,Gelächter::N,хъяхъаву,צחוק
237,Glück::N,талихӏ,אשר
238,Kummer::N,дард,יגון
239,Kummer::N,дард,עגמה
240,Wunsch::N,мурад,אחול
241,Wunsch::N,мурад,משאלה
242,Lust::N,гьавас,חשק
243,Lust::N,гьавас,תשוקה
244,Lust::N,ччаву,חשק
245,Lust::N,ччаву,תשוקה
246,Geist::N,рухӏ,רוח
247,Gedanke::N,пикри,מחשבה
248,Gedächtnis::N,дакӏний личӏаву,זכרון
249,Verstand::N,аькьлу,שכל
250,Sinn::N,мяъна,מובן
251,Sinn::N,мяъна,משמעות
252,Grund::N,багьана,סבה
253,Wahrheit::N,тӏайламур,אמת
254,Wahrheit::N,хӏакьмур,אמת
255,Gespräch::N,ихтилат,דיון
256,Märchen::N,магьа,אגדה
257,Erzählung::N,хавар,ספור
258,Nachricht::N,хавар,ידיעה
259,Neuigkeit::N,хавар,חדשה
260,Name::N,цӏа,שם
261,Rätsel::N,ссигьа,תעלומה
262,Rede::N,гъалгъа,נאום
263,Sprache::N,маз,לשון
264,Stimme::N,чӏу,קול
265,Stimme::N,чӏукӏа,קול
266,Wort::N,махъ,מלה
267,Zeichen::N,лишан,סימן
268,Lärm::N,чӏу,רעש
269,Laut::N,чӏу,הגה
270,Ton::N,чӏу,צליל
271,Lied::N,балай,שיר
272,Ruhe::N,дигьалагру,שלוה
273,Leute::N,инсантал,אנשים
274,Volk::N,ил,עם
275,Volk::N,халкь,עם
276,Arbeit::N,заву,עבודה
277,Gast::N,хъамаличу,אורח
278,Geschenk::N,бухчакарши,מתנה
279,Geschenk::N,лажинккакку,מתנה
280,Spiel::N,тӏуркӏу,משחק
281,Gesellschaft::N,жямат,חברה
282,Gesellschaft::N,ккуран,חברה
283,Hilfe::N,кумаг,עזרה
284,Freund::N,дус,חבר
285,Freund::N,дус,ידיד
286,Kamerad::N,хӏаласу,רע
287,Angelegenheit::N,иш,ענין
288,Anzahl::N,аьдад,מספר
289,Art::N,жинс,סוג
290,Stück::N,касак,חתיכה
291,Teil::N,бутӏа,פרק
292,Hälfte::N,дачӏи,חצי
293,Kreis::N,кюрщан,מעגל
294,Kreuz::N,ххач,צלב
295,Linie::N,щва,קו
296,Strich::N,щва,קו קצר
297,Abstand::N,манзил,מרחק
298,Entfernung::N,манзил,מרחק
299,Gegend::N,кӏану,נוף
300,Ort::N,кӏану,אתר
301,Ort::N,кӏану,מקום
302,Seite::N,чул,צד
303,Seite::N,чулухалу,צד
304,Mitte::N,дя,אמצע
305,Gegenstand::N,зат,אוביקט
306,Sache::N,зат,דבר
307,Rand::N,зума,פרור
308,Ecke::N,мурцӏу,פנה
309,Spitze::N,мицӏ,קצה
310,Ende::N,зума,סוף
311,Loch::N,ккутӏ,חר
312,Winkel::N,мурцӏу,פנה
313,Muster::N,накьич,תבנית
314,Länge::N,лахъишиву,ארך
315,Höhe::N,лахъшиву,קומה
316,Höhe::N,лахъшиву,גבה
317,Gewicht::N,дуццин,משקל
318,Gewicht::N,кӏушиву,משקל
319,Haufen::N,бакӏу,ערמה
320,Reihe::N,кьюкьа,רצף
321,Boot::N,луткка,סירה
322,Ruder::N,весло,משוט
323,Ruder::N,чӏатӏа,משוט
324,Schlitten::N,чана,מזחלת
325,Schlitten::N,санкка,מזחלת
326,Ski::N,лижарду,מגלשים
327,Lagerfeuer::N,къавтӏн,מדורה
328,Last::N,гьиву,משא
329,Gang::N,нанаву,הליכה
330,Schritt::N,ша,צעד
331,Norden::N,ухссав,צפון
332,Norden::N,ухссавнил чулухалу,צפון
333,Süden::N,кьилва,דרום
334,Westen::N,баргълагавал,מערב
335,Westen::N,баргълагавал чул,מערב
336,Osten::N,баргъбуккай чулухалу,מזרח
337,Holz::N,тӏама,עץ
338,Brett::N,тахта,קרש
339,Platte::N,гъуни,לוח
340,Stütze::N,гьалакӏу,משען
341,Stange::N,къазихъ,מוט
342,Stock::N,ттархь,מקל
343,Stab::N,ччантӏакъу,מוט
344,Rohr::N,бургъу,צנור
345,Haus::N,къатта,בית
346,Heim::N,къатта,בית
347,Ofen::N,пач,תנור
348,Fußboden::N,чӏанкъатта,רצפה
349,Tisch::N,усттул,שלחן
350,Stuhl::N,кӏану,כסא
351,Wiege::N,оьрчӏал кӏану,ערש
352,Bett::N,тах,מטה
353,Regal::N,чӏаму,מדף
354,Kiste::N,яшикӏ,תבה
355,Kiste::N,яшикӏ,ארגז
356,Kiste::N,къурши,תבה
357,Kiste::N,къурши,ארגז
358,Fenster::N,чӏавахьулу,חלון
359,Tür::N,нуз,דלת
360,Tür::N,нузкьун,דלת
361,Tor::N,къапу,שער
362,Tor::N,дарваза,שער
363,Zaun::N,дайгьузанну,גדר
364,Dach::N,магъи,גג
365,Dach::N,цӏиялу,גג
366,Leiter::N,чуртту,סלם
367,Besen::N,чӏатлу,מטאטא
368,Spaten::N,бил,את
369,Schaufel::N,чӏатӏа,את
370,Gabel::N,гьиссилу,מזלג
371,Löffel::N,къуса,כף
372,Messer::N,чӏила,סכין
373,Nagel::N,мяр,מסמר
374,Netz::N,къери,רשת
375,Haken::N,къича,וו
376,Haken::N,къича,קרס
377,Griff::N,куяму,ידית
378,Schloss::N,кьункьула,מנעול
379,Bild::N,сурат,תמונה
380,Puppe::N,ссихьу,בבה
381,Beutel::N,чантай,שק
382,Bündel::N,гьи,צרור
383,Bündel::N,къар,צרור
384,Eimer::N,бадра,דלי
385,Deckel::N,къапаза,מכסה
386,Geschirr::N,пюрунчӏул,כלים
387,Geschirr::N,тӏахӏникӏичӏу,כלים
388,Sack::N,къап,שק
389,Sack::N,дарваг,שק
390,Tasse::N,пижан,ספל
391,Tasse::N,пинжан,ספל
392,Tasse::N,инкираччатӏи,ספל
393,Tasse::N,цинцилттал бушкъап,ספל
394,Topf::N,кӏункӏур,סיר
395,Kessel::N,чаг,קנקן
396,Kessel::N,кӏункӏур,קנקן
397,Essen::N,дукия,אכל
398,Essen::N,дукия,ארוחה
399,Essen::N,дукин,אכל
400,Essen::N,дукин,ארוחה
401,Nahrung::N,дукра,הזנה
402,Nahrung::N,дукра,תזונה
403,Speise::N,дукра,מאכל
404,Speise::N,дукра,ארוחה
405,Fleisch::N,дикӏ,בשר
406,Getreide::N,къама,דגן
407,Brei::N,ккурч,מחית
408,Brot::N,ччатӏ,לחם
409,Scheibe::N,парча,עגול
410,Scheibe::N,парча,פרוסה
411,Fett::N,аьгъушиву,שמן
412,Butter::N,нагь,חמאה
413,Butter::N,лагаву,חמאה
414,Salz::N,цӏву,מלח
415,Suppe::N,накь,מרק
416,Honig::N,ницӏ,דבש
417,Milch::N,накӏ,חלב
418,Tee::N,чяй,תה
419,Leder::N,бурчу,עור
420,Wolle::N,ппал,צמר
421,Stoff::N,янна,בד
422,Stoff::N,янна,אריג
423,Nadel::N,ххалаххи,מחט
424,Faden::N,ххал,חוט
425,Knopf::N,банд,כפתור
426,Knoten::N,къурхъ,קשר
427,Farbe::N,сир,צבע
428,Kleidung::N,янна,בגדים
429,Kleidung::N,лаххия,בגדים
430,Hemd::N,гьухъа,חלצה
431,Kragen::N,дарвач,צוארון
432,Ärmel::N,кахха,שרוול
433,Hose::N,хӏажак,מכנסים
434,Gürtel::N,мухӏлу,חגורה
435,Mütze::N,кьяпа,כובע
436,Stiefel::N,чакма,מגף
437,Ring::N,кӏисса,טבעת
438,Band::N,линт,סרט
439,Kamm::N,ттарал,מסרק
440,Spiegel::N,дагьани,מראה
441,Riemen::N,эн,רצועה
442,Schnur::N,хьхьа,חבל
443,Decke::N,виргъан,שמיכה
444,Kissen::N,кӏаралу,כרית
445,Tuch::N,карщи,צעיף
446,Handtuch::N,калихьу,מגבת
447,Handtuch::N,лажинлихьу,מגבת
448,Kraft::N,эллаж,כוח
449,Stärke::N,гуж,און
450,Gesundheit::N,цӏуллу-сагъшиву,בריאות
451,Krankheit::N,къашайшиву,מחלה
452,Schmerz::N,къюву,כאב
453,Wunde::N,щаву,פציעה
454,Fieber::N,кӏиришиву,חם
455,Arznei::N,дару,תרופה
456,Brücke::N,ламу,גשר
457,Brunnen::N,къуй,באר
458,Weide::N,бизантту,אחו
459,Weide::N,бизантту,מרעה
460,Pfad::N,жегъир ххуллу,שביל
461,Pfad::N,жегъир ххуллу,מדרכה
462,Weg::N,ххуллу,דרך
463,Straße::N,ххуллу,כביש
464,Dorf::N,щар,כפר
465,Dorf::N,шяравалу,כפר
466,Stadt::N,шагьру,עיר
467,Brief::N,чагъар,מכתב
468,Buch::N,лу,ספר
469,Buchstabe::N,хӏарп,אות
470,Zeitung::N,кказит,עתון
471,Leben::N,оьрму,חיים
472,Tod::N,ажал,מות
473,Tod::N,бивкӏу,מות
474,Tod::N,ивчӏаву,מות
475,Grab::N,гьав,קבר
476,Kirche::N,килиса,כנסיה
477,Sünde::N,бунагъ,חטא
478,Gott::N,зал,אל
479,Arbeiter::N,зузала,פועל
480,Chef::N,ялувма,ראש
481,Chef::N,ялувма,מנהל
482,Meister::N,усттар,ממחה
483,Arzt::N,хӏакин,רופא
484,Lehrer::N,учитель,מורה
485,Geld::N,арцу,כסף
486,Geschäft::N,даву,עסקה
487,Laden::N,ттучан,חנות
488,Preis::N,багъа,מחיר
489,Ware::N,хъус,סחורה
490,Nutzen::N,хайр,תועלת
491,Nutzen::N,мюнпат,תועלת
492,Reichtum::N,давлат,עשר
493,Reichtum::N,аваданшиву,עשר
494,Welt::N,дуниял,עולם
495,Land::N,билаят,ארץ
496,Staat::N,паччахӏлугъ,מדינה
497,Macht::N,власть,כוח
498,Grenze::N,дазу,גבול
499,Krieg::N,дяъви,מלחמה
500,Feind::N,душман,אויב
501,Gewalt::N,къия,אלימות
502,Kampf::N,лачӏуи уккаву,קרב
503,Kampf::N,лачӏуи уккаву,לחימה
504,Bogen[Waffe]::N,ккуртта,קשת
505,Pfeil::N,чӏатӏаракӏ,חץ
506,Gewehr::N,ттупанг,רובה
507,Fehler::N,гъалатӏ,טעות
508,Lüge::N,щялмахъ,שקר
509,Schaden::N,зарал,נזק
510,Unglück::N,бала,מזל רע
511,Schuld::N,тахсир,אשמה
512,Alter::N,оьрму,גיל
513,Schluss::N,ахир,סיום
514,Zeit::N,чӏун,זמן
515,Tag::N,кьини,יום
516,Morgen::N,кӏюрх,בקר
517,Mittag::N,ахттайн,צהרים
518,Mittag::N,дяахттайн,צהרים
519,Mittag::N,ахттайн чӏун,צהרים
520,Abend::N,маркӏачӏан,ערב
521,Nacht::N,хьхьу,לילה
522,Woche::N,нюжмар,שבוע
523,Monat::N,барз,חדש
524,Jahr::N,шин,שנה
525,Frühling::N,инт,אביב
526,Sommer::N,гъи,קיץ
527,Herbst::N,ссут,סתו
528,Winter::N,кӏи,חרף
529,Januar::N,цалчинмур барз,ינואר
530,Februar::N,кӏилчинмур барз,פברואר
531,März::N,шамилчинмур барз,מרץ
532,April::N,апрель,אפריל
533,April::N,мукьилчинмур барз,אפריל
534,Mai::N,май,מאי
535,Mai::N,ххюлчинмур барз,מאי
536,Juni::N,июнь,יוני
537,Juni::N,ряххилчинмур барз,יוני
538,Juli::N,июль,יולי
539,Juli::N,Арулчинмур барз,יולי
540,August::N,мяйлчинмур барз,אוגוסט
541,September::N,урчӏилчинмур барз,ספטמבר
542,Oktober::N,ацӏилчинмур барз,אוקטובר
543,November::N,ацӏния цалчинмур барз,נובמבר
544,Dezember::N,ацӏния кӏилчинмур барз,דצמבר
545,Montag::N,итин,יום שני
546,Montag::N,итин кьини,יום שני
547,Dienstag::N,тталат,יום שלישי
548,Dienstag::N,тталат кьини,יום שלישי
549,Mittwoch::N,арвахӏ,יום רביעי
550,Donnerstag::N,хамис,יום חמישי
551,Freitag::N,нюжмар,יום ששי
552,Freitag::N,нюжмар кьини,יום ששי
553,Samstag::N,ххуллун,יום שבת
554,Samstag::N,ххуллун кьини,יום שבת
555,Sonntag::N,алхӏат,יום ראשון
556,Sonntag::N,алхӏат кьини,יום ראשון
557,groß::A,бугъарасса,גדול
558,klein::A,чӏивисса,קטן
559,lang::A,лахъисса,ארך
560,kurz::A,кутӏасса,קצר
561,breit::A,уттасса,רחב
562,schmal::A,уттакӏюласса,צר
563,dicht::A,ццунсса,צפוף
564,dick[Gegenstand]::A,ганзсса,עבה
565,dünn::A,кӏюласса,דק
566,fest::A,цӏакьсса,מוצק
567,fest::A,кьянкьасса,מוצק
568,flach::A,баягъисса,שטוח
569,flach::A,цӏубакъасса,שטוח
570,flach::A,куртӏ дакъасса,שטוח
571,glatt::A,дюрчӏусса,חלק
572,hart::A,кьянкьасса,קשיח
573,weich::A,кӏукӏлусса,רך
574,rund::A,ккурккисса,עגל
575,spitz::A,ярксса,חד
576,spitz::A,дайлсса,חד
577,spitz::A,мицӏ бусса,חד
578,scharf::A,ярксса,חד
579,scharf::A,дайлсса,חד
580,scharf::A,мицӏ бусса,חד
581,stumpf::A,къуркъасса,קהה
582,schwer::A,кӏусса,כבד
583,schön::A,аьнтӏикӏасса,יפה
584,heiß::A,кӏирисса,חם
585,warm::A,гъелисса,חם
586,kalt::A,дяркъусса,קר
587,kühl::A,дюхлулсса,צונן
588,frisch::A,цӏусса,טרי
589,feucht::A,атилсса,לח
590,feucht::A,хъавтусса,לח
591,nass::A,атилсса,רטוב
592,nass::A,хъавтусса,רטוב
593,trocken::A,кьавкьсса,יבש
594,trocken::A,кьакьан бувсса,יבש
595,voll::A,бувцӏусса,מלא
596,leer::A,бачӏвасса,ריק
597,offen::A,тӏивтӏусса,פתוח
598,geschlossen::A,лавкьусса,סגור
599,sauber::A,марцӏсса,נקי
600,schmutzig::A,чапалсса,מלכלך
601,roh::A,шакъавхьсса,חי
602,reif::A,дирсса,בשל
603,lecker::A,нахӏусса,טעים
604,lecker::A,тӏааьнсса,טעים
605,süß::A,нацӏусса,מתוק
606,bitter::A,кьурчӏисса,מר
607,sauer::A,туршсса,חמוץ
608,hell::A,чаннасса,בהיר
609,dunkel::A,цӏансса,עמום
610,schwarz::A,лухӏисса,שחר
611,weiß::A,кӏяласса,לבן
612,rot::A,ятӏулсса,אדם
613,gelb::A,хъахъисса,צהב
614,blau::A,някӏсса,כחל
615,grün::A,щюлисса,ירק
616,grau::A,оьрусса,אפר
617,bunt::A,оьрчӏикӏурисса,צבעוני
618,billig::A,кьювкьусса,זול
619,teuer::A,ххирасса,יקר
620,wertvoll::A,багьасса,יקר ערך
621,blind::A,мурчӏисса,עור
622,taub::A,къюкӏсса,חרש
623,kräftig::A,гужсса,חסן
624,stark::A,кьянкьасса,חזק
625,schwach::A,заэвсса,חלש
626,fett::A,бучсса,שמן
627,schlank::A,бювхъусса,רזה
628,hübsch::A,янусса,יפה תאר
629,böse::A,оьсса,רשע
630,dumm::A,ахӏмакьсса,טפש
631,faul::A,танмалсса,עצלן
632,faul::A,курчӏилсса,עצלן
633,fleißig::A,хӏарачат бусса,חרוץ
634,geizig::A,янттарцӏансса,קמצן
635,klug::A,аькьлу бусса,נבון
636,klug::A,аькьлу бусса,פקח
637,geschickt::A,паргалсса,מימן
638,lieb::A,аьзизсса,יקר
639,lieb::A,аьзизсса,אהוב
640,lustig::A,тяхъасса,עליז
641,sanft::A,иминсса,עדין
642,hungrig::A,ккашилсса,רעב
643,krank::A,къашавайсса,חולה
644,nackt::A,кӏачӏасса,ערום
645,traurig::A,пашмансса,עצוב
646,lebendig::A,уттавасса,חי
647,gut::A,ххуйсса,טוב
648,schlecht::A,оьккисса,גרוע
649,richtig::A,саргъунсса,נכון
650,schlimm::A,оьккисса,רע
651,wahr::A,хӏакьсса,אמתי
652,alt::A,кугьнасса,ישן
653,neu::A,цӏусса,חדש
654,ehemalig::A,хъхъичӏвасса,לשעבר
655,alt[Lebewesen]::A,агьилсса,זקן
656,jung::A,чӏавасса,צעיר
657,jung::A,жагьилсса,צעיר
658,arm::A,мискинсса,עני
659,reich::A,авадансса,עשיר
660,bekannt::A,дусъсса,ידוע
661,berühmt::A,машгьурсса,מפרסם
662,fremd::A,чил,זר
663,verschieden::A,личӏи-личӏисса,שונה
664,nah::A,гъансса,קרוב
665,fern::A,архсса,רחוק
666,linker::A,кияхсса,שמאלי
667,linker::A,кюччахсса,שמאלי
668,rechter::A,урчӏахсса,ימין
669,anderer::A,цамур,אחר
670,erster::A,цалчинмур,ראשון
671,erster::A,цалчиннсса,ראשון
672,zweiter::A,кӏилчиимур,שני
673,dritter::A,шамулчинмур,שלישי
674,letzter::A,махъва-махъмур,אחרון
675,allein::ADV,ялгъузну,לבד
676,zusammen::ADV,цачӏу,ביחד
677,zusammen::ADV,архӏал,ביחד
678,lange::ADV,батӏи къабуклай,הרבה זמן
679,lange::ADV,хъунмасса хӏаллай,הרבה זמן
680,plötzlich::ADV,цакуну,לפתע
681,plötzlich::ADV,цакуну,פתאום
682,sofort::ADV,мугьлат бакъа,מיד
683,später::ADV,махъ,לאחר זמן
684,später::ADV,махъ,יותר מאחר
685,jetzt::ADV,утти,עכשיו
686,jetzt::ADV,цӏана,עכשיו
687,heute::ADV,хӏакьину,היום
688,morgen::ADV,гьуит,מחר
689,morgen::ADV,гьунттий,מחר
690,dann::ADV,яла,אחר-כך
691,gestern::ADV,лахьхьу,אתמול
692,damals::ADV,та чӏумал,אז
693,danach::ADV,яла,אחר-כך
694,vorher::ADV,хьхьнчӏ,לפני זה
695,vorher::ADV,хьхьичӏва,לפני זה
696,zuerst::ADV,бакӏрай,קדם
697,zuerst::ADV,цӏу бутӏуй,קדם
698,einmal::ADV,цал,פעם
699,manchmal::ADV,ваксса-таксса,לפעמים
700,oft::ADV,чӏявуну,לעתים קרובות
701,immer::ADV,мудан,תמיד
702,immer::ADV,даиман,תמיד
703,niemals::ADV,тачӏав,אף פעם
704,hier::ADV,шикку,כאן
705,hierhin::ADV,шиккун,פה
706,von hier::ADV,шичча,מפה
707,dort::ADV,гикку,שם
708,dorthin::ADV,тиккун,שם
709,geradeaus::ADV,тӏайланм,ישר
710,vorwärts::ADV,хьхьичӏунмай,קדימה
711,rückwärts::ADV,махъа-хьхьичӏунмай,לאחור
712,zurück::ADV,махъунмай,בחזרה
713,zurück::ADV,махъунмай,אחורנית
714,unten::ADV,лув,למטה
715,hinab::ADV,бакӏ-ялавай,למטה
716,hinab::ADV,бакӏъялавай,למטה
717,oben::ADV,ялув,מעל
718,oben::ADV,ялув,למעלה
719,hinauf::ADV,лавай,למעלה
720,überall::ADV,гьариий,בכל מקום
721,überall::ADV,хьу-хьуний,בכל מקום
722,überall::ADV,гьарца кӏанай,בכל מקום
723,nicht::ADV,къа-,לא
724,ein wenig::ADV,чанни,קצת
725,ein wenig::ADV,ца чансса,קצת
726,kaum::ADV,дахьа,בקשי
727,sehr::ADV,оьну,מאוד
728,sehr::ADV,гужну,מאוד
729,sehr::ADV,хъинну,מאוד
730,so::ADV,укукн,כך
731,so::ADV,укукн,ככה
732,noch::ADV,гьала,עוד
733,noch::ADV,гьала,עדין
